sequence,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFCeBTgB/mBU?iB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeC8IvhFxdB2lBlhBc?nBTrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdB6mBTiBX?hB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeF8IvhFxdBTgBumBc?nBKrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiB6?mB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Jex9IvhFTgBlhBcnBK?rBGmB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeG8IvhFxdBigBTiB1?rB3sBUrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFCeBlhBmlB0?nBzmBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFehBCeBzhB1?sB3mBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFCeBFmBRsB/?sBTrBmrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFzcBylB5nBc?rBesBFtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcBxdBXiBa?rB1sBWxB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxdBTiBmlBq?rBlsBcrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiBq?rBOrBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFTgBXiB0rBl?sBOrBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je1BJvhFxdBTgBcnBa?mB+rB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF3cBTiBFmBR?sB2wBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF2hBCeBFmBR?sBTsB3rB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcB6iBenBF?mBXoBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxhBzhBCjB0?rBlsBmqB
LTZSJIO,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LTZSOJI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LTZOIJS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZOISJ,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
LTZOJIS,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LTZOJSI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LTZOSJI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
LTOIJSZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOIJZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOISJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOISZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOIZJS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOIZSJ,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOJISZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJIZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOJSIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJSZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJZIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOJZSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSJZI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOSZJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOZISJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOZJIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTOZJSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTOZSJI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LITJSZO,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITJZOS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOZS,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LITSJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LITZJOS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LITZOSJ,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
LITOJSZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOJZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LITOSJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOSZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITOZJS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LITOZSJ,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJTSZO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LIJTZOS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LIJTOSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LIJSZOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X
LIJZTOS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LIJZSTO,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LIJZSOT,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LIJZOST,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LIJOZST,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LISZJOT,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LISZOTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LISOTJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
LIZTJOS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LIZTSJO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
LIZTOSJ,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
LIZJTSO,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,X
LIZJTOS,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
LIZJSTO,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LIZJSOT,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
LIZJOST,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LIOZJTS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOZS,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTSIZO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOZI,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJTZOSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOIZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJTOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOZIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJTOZSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJITSZO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LJIZSOT,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOZI,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSITZO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSZOTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSZOIT,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZIT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJZTIOS,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZTOIS,O,X,O,X,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LJZTOSI,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJZITOS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZISTO,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZISOT,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSTOI,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSOIT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZOTSI,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTIZS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSITZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSZIT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
