sequence,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBmgBzkBq?qBFnB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFlgB3hBzkBO?sB0lBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBClB/rBF?nB0qBmrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBigBWqBF?nB0rBzqB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhFFdBulBcmBz?kBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBlhBClB/?rBOsB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeeAJvhFzbBFdBcmBS?qBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB0gBzkBF?nBCrB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je08IvhFlgBzkBxmB6?qBXnB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeF9IvhF8kB5lBThBX?nBilB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFXdBClBFnBx?qBerB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je2AJvhFXdBzkBUmBF?nBCmBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhF5lBzkB/rBF?nBcrBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhF6lBzkB/rBF?nBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je6AJvhFTcB8kBxmBl?qB3rBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je8EJvhFXhBFnBxqB6?qBOsBTrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFClB/rBFnBT?lBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF0gBzkBFnBX?mBSwBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF8kB3lBFnBT?rBOsBCrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXhBVnBzkB0?lBOsBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB6lBzkBF?nB0rBerB
IOJTLSZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJTSZL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJTZLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJTZSL,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLTZS,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLSZT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJLZST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
IOJSTZL,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJSLZT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJSZLT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJZLTS,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJZLST,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJZSLT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
IOSTLZJ,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
IOSTJLZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
IOSTJZL,O,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSTZLJ,O,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSTZJL,O,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
IOSLTZJ,O,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
IOSJTZL,O,O,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSJLTZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSJLZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOSJZLT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSZTJL,O,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
IOZTLSJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
IOZTJLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZTSJL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZLTJS,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
IOZLTSJ,X,X,O,X,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
IOZLJTS,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJLST,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJSLT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSTJL,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSLTJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOZSJLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJZOS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTISJZO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTISJOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTISZJO,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISZOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIZJOS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIZSJO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTIOJZS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LTIOZJS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTJISZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJISOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJSIZO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTJOZIS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSIJZO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
LTSIOZJ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJIZO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTSJOZI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSZIJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTSZIOJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTSZJIO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTSOIJZ,O,O,X,X,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X
LTSOIZJ,O,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LTSOJIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
LTSOJZI,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X
LTSOZIJ,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LTSOZJI,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,O,X
LTZIJSO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJOS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZISJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZISOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZIOJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZSIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZSJIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTZSOJI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZOIJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LTZOISJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZOJIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZOJSI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTZOSIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LTZOSJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
LTOIJSZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOIJZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTOIZJS,X,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LTOJISZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOJZIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSIJZ,O,O,X,X,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LTOSJIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LTOSZIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LTOSZJI,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
LTOZIJS,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LTOZISJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOZJIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOZJSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
LTOZSIJ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LTOZSJI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
LITJSZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJZSO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LITOZJS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIJTSZO,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZSO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LISTOZJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
