sequence,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFOhBXdBCgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFxbBXdBmgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgB0cBzgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBXdBzgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhF0cBzfB+lBKmBFn?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF/gBUcBFdB2qBxm?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFXdBzfB+lBKmBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je06IvhFZhBCdB+lBVnBXg?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF0cBmgBTgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBxcBUhB1qBXn?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFXdBmgBTgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhF0cBzfBKmBFnBmk?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfB3lBCnBOnBFm?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhFXdBzfBKmBFnBmk?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jez/IvhFRhBUmBFnBmkBCm?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFTcBSlB/rBFnBUl?BOsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfBUmBFnB3lB6r?BOsB
LTJOSZI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTJOZIS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LTJOZSI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTSIJZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LTSIJOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LTSIZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
LTSIZOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
LTSIOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
LTSIOZJ,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X
LTSJIZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LTSJIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LTSJZIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
LTSJZOI,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LTSJOIZ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LTSJOZI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LTSZIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
LTSZIOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
LTSZJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
LTSZJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
LTSZOIJ,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
LTSZOJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LTSOIJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
LTSOIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X
LTSOJIZ,O,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LTSOJZI,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X
LTSOZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X
LTSOZJI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
LTZIJSO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LTZIJOS,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LTZISJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZISOJ,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LTZIOJS,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X
LTZIOSJ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LTZJISO,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LTZJIOS,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LTZJSIO,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LTZJSOI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTZJOIS,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
LTZJOSI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZSIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZSIOJ,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LTZSJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZSJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZSOIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
LTZSOJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZOIJS,O,O,O,X,X,O,X,X,O,O,X,O,X,X,O,X,X
LTZOISJ,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LTZOJIS,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LTZOJSI,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
LTZOSJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LTOIJSZ,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LTOIJZS,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
LTOISJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X
LTOISZJ,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LTOIZJS,O,X,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X
LTOIZSJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LTOJISZ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LTOJIZS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LTOJSIZ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LTOJSZI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTOJZIS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LTOJZSI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
LTOSIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LTOSJIZ,O,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LTOSJZI,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X
LTOSZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
LTOSZJI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOZIJS,O,O,O,X,X,O,X,X,O,O,X,O,X,X,O,X,X
LTOZISJ,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LTOZJIS,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LTOZJSI,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
LTOZSJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LITJSZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITJSOZ,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LITJZSO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITJZOS,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LITJOSZ,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X
LITJOZS,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X
LITSJZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITSJOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LITSZJO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LITSZOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LITSOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
LITSOZJ,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LITZJSO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LITZJOS,O,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LITZSJO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LITZSOJ,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LITZOJS,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X
LITZOSJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LITOJSZ,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LITOJZS,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
LITOSJZ,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LITOSZJ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LITOZJS,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LITOZSJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIJTSZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LIJTSOZ,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LIJTZSO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LIJTZOS,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LIJTOSZ,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X
LIJTOZS,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X
LIJSTZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LIJZTOS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZOTS,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LIJZOST,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X
LIJOTZS,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIJOSTZ,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIJOZST,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LISTJOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LISTZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
LISTZOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
LISTOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
LISTOZJ,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X
LISJTZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LISJTOZ,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LISJZTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJOTZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X
LISOTZJ,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LISOJTZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOJZT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOZJT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTJSO,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LIZTJOS,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZTSOJ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIZTOJS,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZTOSJ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIZJTSO,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZJTOS,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZJOTS,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LIZJOST,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIZOJTS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOJST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X
LIOTJZS,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X
LIOTSJZ,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X
LIOTSZJ,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LIOTZJS,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LIOTZSJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOJTSZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X
LIOJTZS,X,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIOJSTZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LIOJSZT,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LIOJZTS,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LIOJZST,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X
LIOSTZJ,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LIOSJTZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSJZT,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSZJT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTJS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOZJTS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZJST,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTISZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJTISOZ,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJTIZOS,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LJTIOSZ,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X
LJTIOZS,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X
LJTSIZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LJTSZIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LJTSOZI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LJTZIOS,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LJTZSIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
LJTZOSI,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LJTOIZS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LJTOSIZ,X,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LJTOSZI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X
LJTOZSI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJITSOZ,O,X,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
LJITZSO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
LJITZOS,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LJITOSZ,X,X,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X
LJITOZS,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X
LJISTZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZSOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LJIZOST,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X
LJIOTZS,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LJIOSTZ,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X
LJIOZST,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJSTIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LJSTZOI,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJSTOIZ,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJSITZO,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSITOZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJSOTZI,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJSOIZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSOZTI,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSOZIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZTISO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZIOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJZOTSI,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJZOITS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJZOIST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
LJOTIZS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOTSIZ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
LJOTSZI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOTZSI,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
LJOITZS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOISTZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOIZTS,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOIZST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOSTZI,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOSITZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOSIZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOSZTI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOSZIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOZTIS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
