sequence,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFqgBxdBlhB3?iB0mB2wB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeB0gBF?nBTrBmrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFXeBxgBUmBF?nBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFWhBxcBXeBU?mBFnBywB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBlgBU?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBUiBF?mBzrBmqB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBXeBlgBx?mBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFCcBxdBlhB3?iBmrBUrB
LOTSIJZ,X,O,O,O,X,X,X,X,O,O,O,X
LOTSIZJ,O,O,O,O,X,X,X,O,O,O,O,X
LOTSJIZ,X,O,O,O,X,X,X,O,O,O,O,X
LOTSJZI,X,O,O,O,X,X,X,O,O,O,O,X
LOTSZIJ,O,O,O,O,X,O,O,O,O,O,O,X
LOTSZJI,O,O,O,O,X,O,O,X,O,O,O,X
LOTZIJS,X,X,O,O,X,O,O,X,O,O,O,X
LOTZISJ,O,X,O,O,X,O,O,O,O,O,O,X
LOTZJIS,X,X,O,O,X,O,O,X,O,O,O,X
LOTZJSI,O,X,O,O,X,O,O,X,O,O,O,X
LOTZSIJ,O,O,O,O,X,O,O,O,O,O,O,X
LOTZSJI,O,O,O,O,X,O,O,X,O,O,O,X
LOITJSZ,X,O,X,O,X,X,X,O,O,X,O,X
LOITJZS,X,X,X,O,X,X,X,O,X,X,O,X
LOITSJZ,X,O,O,O,X,X,X,X,O,O,O,X
LOITSZJ,O,O,O,O,X,X,X,O,O,O,O,X
LOITZJS,X,X,O,O,X,X,X,X,O,O,O,X
LOITZSJ,O,X,O,O,X,X,X,O,O,O,O,X
LOIJTSZ,X,O,X,O,X,X,X,O,X,X,X,X
LOIJTZS,X,X,X,O,X,X,X,O,X,X,X,X
LOIJSTZ,X,O,X,O,X,X,X,O,O,X,X,O
LOIJSZT,O,O,X,O,O,X,X,O,O,X,X,O
LOIJZTS,X,X,X,O,X,X,X,O,O,X,X,O
LOIJZST,O,O,X,O,O,X,X,O,O,X,X,O
LOISTJZ,X,O,O,O,X,X,X,X,O,O,O,O
LOISTZJ,O,O,O,O,X,X,X,O,O,O,O,O
LOISJTZ,X,O,O,O,X,X,X,O,O,O,X,O
LOISJZT,O,O,O,O,O,X,X,O,O,O,X,O
LOISZTJ,O,O,O,O,O,X,X,O,O,O,O,X
LOISZJT,O,O,O,O,O,X,X,X,O,O,X,X
LOIZTJS,X,X,O,O,X,O,X,X,X,X,O,X
LOIZTSJ,O,X,O,O,X,O,X,X,O,O,O,X
LOIZJTS,X,X,X,O,X,X,X,X,X,X,X,X
LOIZJST,O,O,X,O,O,X,X,X,O,O,X,X
LOIZSTJ,O,O,O,O,O,X,X,X,O,O,O,X
LOIZSJT,O,O,O,O,O,X,X,X,O,O,X,X
LOJTISZ,X,O,X,O,X,X,X,O,O,X,O,X
LOJTIZS,X,X,X,O,X,X,X,O,O,X,O,X
LOJTSIZ,X,O,O,O,X,X,X,O,O,O,O,X
LOJTSZI,X,O,O,O,X,X,X,O,O,O,O,X
LOJTZIS,X,X,O,O,X,X,X,O,O,O,O,X
LOJTZSI,X,O,O,O,X,X,X,O,O,O,O,X
LOJITSZ,X,O,X,O,X,X,X,O,X,X,X,X
LOJITZS,X,X,X,O,X,X,X,O,X,X,X,X
LOJISTZ,X,O,X,O,X,X,X,O,O,X,X,O
LOJISZT,O,O,X,O,O,X,X,O,O,X,X,O
LOJIZTS,X,X,X,O,X,X,X,O,O,X,X,O
LOJIZST,O,O,X,O,O,X,X,O,O,X,X,O
LOJSTIZ,X,O,O,O,X,X,X,O,O,O,O,O
LOJSTZI,X,O,O,O,X,X,X,O,O,O,O,O
LOJSITZ,X,O,O,O,X,X,X,O,O,O,X,O
LOJSIZT,O,O,O,O,O,X,X,O,O,O,X,O
LOJSZTI,O,O,O,O,O,X,X,O,O,X,X,O
LOJSZIT,O,O,O,O,O,X,X,O,O,O,X,O
LOJZTIS,X,X,O,O,X,X,X,O,O,X,X,O
LOJZTSI,O,O,O,O,O,X,X,O,O,X,X,O
LOJZITS,X,X,X,O,X,X,X,O,O,X,X,O
LOJZIST,O,O,X,O,O,X,X,O,O,O,X,O
LOJZSTI,O,O,O,O,O,X,X,O,O,X,X,O
LOJZSIT,O,O,O,O,O,X,X,O,O,O,X,O
LOSTIJZ,X,O,O,O,X,X,X,X,O,O,O,O
LOSTIZJ,O,O,O,O,X,X,X,O,O,O,O,O
LOSTJIZ,X,O,O,O,X,X,X,O,O,O,O,O
LOSTJZI,X,O,O,O,X,X,X,O,O,O,O,X
LOSTZIJ,O,O,O,O,X,O,O,O,O,O,O,O
LOSTZJI,O,O,O,O,X,O,O,X,O,O,O,X
LOSITJZ,X,O,O,O,X,X,X,X,O,O,O,O
LOSITZJ,O,O,O,O,X,X,X,O,O,O,O,O
LOSIJTZ,X,O,O,O,X,X,X,O,O,O,X,O
LOSIJZT,O,O,O,O,O,X,X,O,O,O,X,O
LOSIZTJ,O,O,O,O,O,X,X,O,O,O,O,X
LOSIZJT,O,O,O,O,O,X,X,X,O,O,X,X
LOSJTIZ,X,O,O,O,X,X,X,O,O,O,O,O
LOSJTZI,X,O,O,O,X,X,X,O,O,O,O,O
LOSJITZ,X,O,O,O,X,X,X,O,O,O,X,O
LOSJIZT,O,O,O,O,O,X,X,O,O,O,X,O
LOSJZTI,O,O,O,O,O,X,X,O,O,X,X,O
LOSJZIT,O,O,O,O,O,X,X,O,O,O,X,O
LOSZTIJ,O,O,O,O,O,O,O,X,O,O,O,X
LOSZTJI,O,O,O,O,O,O,O,X,O,O,O,X
LOSZITJ,O,O,O,O,O,X,X,O,O,O,X,X
LOSZIJT,O,O,O,O,O,X,X,X,O,O,X,X
LOSZJTI,O,O,O,O,O,X,X,X,O,X,X,X
LOSZJIT,O,O,O,O,O,X,X,X,O,O,X,X
LOZTIJS,X,X,O,O,X,O,O,X,O,O,O,X
LOZTISJ,O,X,O,O,X,O,O,X,O,O,O,X
LOZTJIS,X,X,O,O,X,O,O,X,O,O,O,X
LOZTJSI,O,X,O,O,X,O,O,X,O,O,O,X
LOZTSIJ,O,O,O,O,O,O,O,X,O,O,O,X
LOZTSJI,O,O,O,O,O,O,O,X,O,O,O,X
LOZITJS,X,X,O,O,X,O,X,X,O,X,X,X
LOZITSJ,O,X,O,O,X,O,X,X,O,O,X,X
LOZIJTS,X,X,X,O,X,X,X,X,X,X,X,X
LOZIJST,O,O,X,O,O,X,X,X,O,O,X,X
LOZISTJ,O,O,O,O,O,X,X,X,O,O,X,X
LOZISJT,O,O,O,O,O,X,X,X,O,O,X,X
LOZJTIS,X,X,O,O,X,X,O,X,O,X,X,X
LOZJTSI,O,O,O,O,O,X,O,X,O,X,X,X
LOZJITS,X,X,X,O,X,X,X,X,O,X,X,X
LOZJIST,O,O,X,O,O,X,X,X,O,O,X,X
LOZJSTI,O,O,O,O,O,X,X,X,O,X,X,X
LOZJSIT,O,O,O,O,O,X,X,X,O,O,X,X
LOZSTIJ,O,O,O,O,O,O,O,X,O,O,O,X
LOZSTJI,O,O,O,O,O,O,O,X,O,O,O,X
LOZSITJ,O,O,O,O,O,X,X,X,O,O,X,X
LOZSIJT,O,O,O,O,O,X,X,X,O,O,X,X
LOZSJTI,O,O,O,O,O,X,X,X,O,X,X,X
LOZSJIT,O,O,O,O,O,X,X,X,O,O,X,X
JTILSZO,X,O,X,O,O,X,X,O,O,X,O,X
JTILSOZ,X,O,X,O,X,X,X,O,O,X,O,X
JTILZSO,X,X,X,O,O,X,X,O,O,X,O,X
JTILZOS,X,X,X,O,X,X,X,O,O,X,X,X
JTILOSZ,X,O,X,X,X,X,X,O,O,X,O,X
JTILOZS,X,X,X,O,X,X,X,O,X,X,O,X
JTISLZO,X,O,X,O,O,X,X,O,O,X,O,O
JTISLOZ,X,O,X,O,X,X,X,O,O,X,O,O
JTISZLO,X,O,X,O,O,X,X,O,O,X,O,O
JTISZOL,X,X,X,O,O,X,X,O,O,X,X,O
JTISOLZ,X,O,X,O,X,X,X,O,O,X,O,O
JTISOZL,X,X,X,O,O,X,X,O,X,X,O,O
JTIZLSO,X,X,X,O,O,X,X,O,O,X,O,O
JTIZLOS,X,X,X,O,X,X,X,O,O,X,X,O
JTIZSLO,X,X,X,O,O,X,X,O,O,X,O,O
JTIZSOL,X,X,X,O,O,X,X,O,O,X,X,O
JTIZOLS,X,X,X,O,X,X,X,O,O,X,X,O
JTIZOSL,X,X,X,X,X,X,X,X,O,X,X,O
JTIOLSZ,X,O,X,X,X,X,X,O,O,X,O,X
JTIOLZS,X,X,X,O,X,X,X,O,X,X,O,X
JTIOSLZ,X,O,X,X,X,X,X,O,O,X,O,O
JTIOSZL,X,X,X,X,X,X,X,O,X,X,O,O
JTIOZLS,X,X,X,O,X,X,X,O,X,X,O,O
JTIOZSL,X,X,X,X,X,X,X,O,X,X,O,O
JTLISZO,X,O,X,O,O,X,X,O,O,X,O,X
JTLISOZ,X,O,X,O,X,X,X,O,O,X,O,X
JTLIZSO,X,X,X,O,O,X,X,O,O,X,O,X
JTLIZOS,X,X,X,O,X,X,X,O,O,X,X,X
JTLIOSZ,X,O,X,X,X,X,X,O,O,X,O,X
JTLIOZS,X,X,X,O,X,X,X,O,X,X,O,X
JTLSIZO,X,O,O,O,O,X,X,O,O,X,O,X
JTLSIOZ,X,O,X,O,X,X,X,O,O,X,O,X
JTLSZIO,X,O,O,O,O,O,X,O,O,X,O,X
JTLSZOI,X,O,O,O,O,O,X,O,O,X,X,X
JTLSOIZ,X,O,X,O,X,X,X,O,O,X,O,X
JTLSOZI,X,O,X,O,X,X,X,O,O,X,O,X
JTLZISO,X,X,X,O,O,O,X,O,O,X,O,X
JTLZIOS,X,X,X,O,X,O,X,O,O,X,X,X
JTLZSIO,X,O,O,O,O,O,X,O,O,X,O,X
JTLZSOI,X,O,O,O,O,O,X,O,O,X,X,X
JTLZOIS,X,X,O,O,X,O,X,O,O,X,X,X
JTLZOSI,X,O,O,O,O,O,X,O,O,X,X,X
JTLOISZ,X,O,X,O,X,X,X,O,O,X,O,X
JTLOIZS,X,X,X,O,X,X,X,O,X,X,O,X
JTLOSIZ,X,O,X,O,X,X,X,O,O,X,O,X
JTLOSZI,X,O,X,O,X,X,X,O,O,X,O,X
JTLOZIS,X,X,X,O,X,X,X,O,O,X,O,X
JTLOZSI,X,O,X,O,X,X,X,O,O,X,O,X
JTSILZO,X,O,O,O,O,X,X,O,O,X,O,O
JTSILOZ,X,O,X,O,X,X,X,O,O,X,O,O
JTSIZLO,X,O,O,O,O,X,X,O,O,X,O,O
JTSIZOL,X,X,X,O,O,X,X,O,O,X,X,O
JTSIOLZ,X,O,X,O,X,X,X,O,O,X,O,O
JTSIOZL,X,X,X,O,O,X,X,O,X,X,O,O
JTSLIZO,X,O,O,O,O,X,X,O,O,X,O,O
JTSLIOZ,X,O,X,O,X,X,X,O,O,X,O,O
JTSLZIO,X,O,O,O,O,O,X,O,O,X,O,O
JTSLZOI,X,O,O,O,O,O,X,O,O,X,X,O
JTSLOIZ,X,O,X,O,X,X,X,O,O,X,O,O
JTSLOZI,X,O,X,O,X,X,X,O,O,X,O,O
JTSZILO,X,O,O,O,O,O,O,O,O,X,X,O
JTSZIOL,X,X,X,O,O,O,O,O,O,X,X,O
JTSZLIO,X,O,O,O,O,O,O,O,O,X,O,O
JTSZLOI,X,O,O,O,O,O,O,O,O,X,X,O
JTSZOIL,X,X,O,O,O,O,O,O,O,X,X,O
JTSZOLI,X,X,O,O,O,O,O,O,O,X,X,O
JTSOILZ,X,O,X,O,X,X,X,O,O,X,O,O
JTSOIZL,X,X,X,O,O,X,X,O,X,X,O,O
JTSOLIZ,X,O,X,O,X,X,X,O,O,X,O,O
JTSOLZI,X,O,X,O,X,X,X,O,O,X,O,O
JTSOZIL,X,X,X,O,O,X,O,O,O,X,X,O
JTSOZLI,X,X,X,O,O,X,O,O,O,X,O,O
JTZILSO,X,X,X,O,O,O,O,O,O,X,O,O
JTZILOS,X,X,X,O,X,O,O,O,O,X,X,O
JTZISLO,X,X,X,O,O,O,O,O,O,X,O,O
JTZISOL,X,X,X,O,O,O,O,O,O,X,X,O
JTZIOLS,X,X,X,O,X,O,O,O,O,X,X,O
JTZIOSL,X,X,X,X,X,O,O,X,O,X,X,O
JTZLISO,X,X,X,O,O,O,O,O,O,X,O,O
JTZLIOS,X,X,X,O,X,O,O,O,O,X,X,O
JTZLSIO,X,X,O,O,O,O,O,O,O,X,O,O
JTZLSOI,X,X,O,O,O,O,O,O,O,X,X,O
JTZLOIS,X,X,O,O,X,O,O,O,O,X,X,O
JTZLOSI,X,X,O,O,O,O,O,O,O,X,X,O
JTZSILO,X,X,O,O,O,O,O,O,O,X,X,O
JTZSIOL,X,X,X,O,O,O,O,O,O,X,X,O
JTZSLIO,X,X,O,O,O,O,O,O,O,X,O,O
JTZSLOI,X,X,O,O,O,O,O,O,O,X,X,O
JTZSOIL,X,X,O,O,O,O,O,O,O,X,X,O
JTZSOLI,X,X,O,O,O,O,O,O,O,X,X,O
JTZOILS,X,X,O,O,X,O,O,O,O,X,X,O
JTZOISL,X,X,O,X,X,O,O,X,O,X,X,O
JTZOLIS,X,X,O,O,X,O,O,O,O,X,X,O
JTZOLSI,X,X,O,O,O,O,O,O,O,X,X,O
JTZOSIL,X,X,O,O,O,O,O,O,O,X,X,O
JTZOSLI,X,X,O,O,O,O,O,O,O,X,X,O
JTOILSZ,X,O,X,O,X,X,X,O,O,X,O,X
JTOILZS,X,X,X,O,X,X,X,O,X,X,O,X
JTOISLZ,X,O,X,O,X,X,X,O,O,X,O,O
JTOISZL,X,X,X,O,X,X,X,O,X,X,O,O
JTOIZLS,X,X,X,O,X,X,X,O,X,X,O,O
JTOIZSL,X,X,X,X,X,X,X,O,X,X,O,O
JTOLISZ,X,O,X,O,X,X,X,O,O,X,O,X
JTOLIZS,X,X,X,O,X,X,X,O,X,X,O,X
JTOLSIZ,X,O,X,O,X,X,X,O,O,X,O,X
JTOLSZI,X,O,X,O,X,X,X,O,O,X,O,X
JTOLZIS,X,X,X,O,X,X,X,O,O,X,O,X
JTOLZSI,X,O,X,O,X,X,X,O,O,X,O,X
JTOSILZ,X,O,X,O,X,X,X,O,O,X,O,O
JTOSIZL,X,X,X,O,X,X,X,O,X,X,O,O
JTOSLIZ,X,O,X,O,X,X,X,O,O,X,O,O
JTOSLZI,X,O,X,O,X,X,X,O,O,X,O,O
JTOSZIL,X,X,X,O,X,X,O,O,O,X,X,O
JTOSZLI,X,X,X,O,X,X,O,O,O,X,O,O
JTOZILS,X,X,X,O,X,X,O,O,O,X,O,O
JTOZISL,X,X,X,X,X,X,O,O,O,X,O,O
JTOZLIS,X,X,X,O,X,X,O,O,O,X,O,O
JTOZLSI,X,X,X,O,X,X,O,O,O,X,O,O
JTOZSIL,X,X,X,O,X,X,O,O,O,X,X,O
JTOZSLI,X,X,X,O,X,X,O,O,O,X,O,O
JITLSZO,X,O,X,O,O,X,X,O,O,X,O,X
JITLSOZ,X,O,X,O,X,X,X,O,O,X,O,X
JITLZSO,X,X,X,O,O,X,X,O,O,X,O,X
JITLZOS,X,X,X,O,X,X,X,O,O,X,X,X
JITLOSZ,X,O,X,X,X,X,X,O,O,X,O,X
JITLOZS,X,X,X,O,X,X,X,O,X,X,O,X
JITSLZO,X,O,X,O,O,X,X,O,O,X,O,O
JITSLOZ,X,O,X,O,X,X,X,O,O,X,O,O
JITSZLO,X,O,X,O,O,X,X,O,O,X,O,O
JITSZOL,X,X,X,O,O,X,X,O,O,X,X,O
JITSOLZ,X,O,X,O,X,X,X,O,O,X,O,O
JITSOZL,X,X,X,O,O,X,X,O,X,X,O,O
JITZLSO,X,X,X,O,O,X,X,O,O,X,O,O
JITZLOS,X,X,X,O,X,X,X,O,O,X,X,O
JITZSLO,X,X,X,O,O,X,X,O,O,X,O,O
JITZSOL,X,X,X,O,O,X,X,O,O,X,X,O
JITZOLS,X,X,X,O,X,X,X,O,O,X,X,O
JITZOSL,X,X,X,X,X,X,X,X,O,X,X,O
JITOLSZ,X,O,X,X,X,X,X,O,O,X,O,X
JITOLZS,X,X,X,O,X,X,X,O,X,X,O,X
JITOSLZ,X,O,X,X,X,X,X,O,O,X,O,O
JITOSZL,X,X,X,X,X,X,X,O,X,X,O,O
JITOZLS,X,X,X,O,X,X,X,O,X,X,O,O
JITOZSL,X,X,X,X,X,X,X,O,X,X,O,O
JILTSZO,X,O,X,O,O,X,X,O,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,O,X,X,X,X
JILTZSO,X,X,X,O,O,X,X,O,X,X,X,X
JILTZOS,X,X,X,O,X,X,X,O,X,X,X,X
JILTOSZ,X,O,X,X,X,X,X,O,X,X,X,X
JILTOZS,X,X,X,O,X,X,X,O,X,X,X,X
JILSTZO,X,O,X,O,O,X,X,O,O,X,X,O
JILSTOZ,X,O,X,O,X,X,X,O,O,X,X,O
JILSZTO,O,O,X,O,O,X,X,O,O,X,X,O
JILSZOT,X,O,X,O,O,X,X,O,O,X,X,O
JILSOTZ,X,O,X,O,X,X,X,O,O,X,X,O
JILSOZT,O,O,X,O,O,X,X,O,O,X,X,O
JILZTSO,X,X,X,O,O,O,X,O,O,X,X,O
JILZTOS,X,X,X,O,X,O,X,O,X,X,X,O
JILZSTO,O,O,X,O,O,X,X,O,O,X,X,O
JILZSOT,X,O,X,O,O,X,X,O,O,X,X,O
JILZOTS,X,X,X,O,X,X,X,O,X,X,X,O
JILZOST,X,O,X,O,O,X,X,O,O,X,X,O
JILOTSZ,X,O,X,O,X,X,X,O,X,X,X,X
JILOTZS,X,X,X,O,X,X,X,O,X,X,X,X
JILOSTZ,X,O,X,O,X,X,X,O,X,X,X,O
JILOSZT,O,O,X,O,O,X,X,O,X,X,X,O
JILOZTS,X,X,X,O,X,X,X,O,X,X,X,O
JILOZST,O,O,X,O,O,X,X,O,X,X,X,O
JISTLZO,X,O,X,O,O,X,X,O,O,X,O,O
JISTLOZ,X,O,X,O,X,X,X,O,O,X,O,O
JISTZLO,O,O,X,O,O,X,X,O,O,X,O,O
JISTZOL,X,X,X,O,O,X,X,O,O,X,X,O
JISTOLZ,X,O,X,O,X,X,X,O,O,X,O,O
JISTOZL,X,X,X,O,O,X,X,O,X,X,O,O
JISLTZO,X,O,X,O,O,X,X,O,O,X,X,O
JISLTOZ,X,O,X,O,X,X,X,O,O,X,X,O
JISLZTO,O,O,X,O,O,X,X,O,O,X,X,O
JISLZOT,X,O,X,O,O,X,X,O,O,X,X,O
JISLOTZ,X,O,X,O,X,X,X,O,O,X,X,O
JISLOZT,O,O,X,O,O,X,X,O,O,X,X,O
JISZTLO,O,O,X,O,O,X,X,O,O,X,O,O
JISZTOL,X,X,X,O,O,X,X,O,O,X,X,O
JISZLTO,O,O,X,O,O,X,X,O,O,X,X,O
JISZLOT,X,O,X,O,O,X,X,O,O,X,X,O
JISZOTL,X,X,X,O,O,X,X,O,O,X,X,O
JISZOLT,X,O,X,O,O,X,X,O,O,X,X,O
JISOTLZ,X,O,X,O,X,X,X,O,O,X,X,O
JISOTZL,O,X,X,O,O,X,X,O,X,X,X,O
JISOLTZ,X,O,X,O,X,X,X,O,O,X,X,O
JISOLZT,O,O,X,O,O,X,X,O,O,X,X,O
JISOZTL,O,X,X,O,O,X,X,O,X,X,X,O
JISOZLT,O,O,X,O,O,X,X,O,X,X,X,O
JIZTLSO,X,X,X,O,O,O,X,O,O,X,O,O
JIZTLOS,X,X,X,O,X,O,X,O,O,X,X,O
JIZTSLO,X,X,X,O,O,O,X,O,O,X,O,O
JIZTSOL,X,X,X,O,O,O,X,O,O,X,X,O
JIZTOLS,X,X,X,O,X,O,X,O,O,X,X,O
JIZTOSL,X,X,X,X,X,O,X,X,O,X,X,O
JIZLTSO,X,X,X,O,O,O,X,O,O,X,X,O
JIZLTOS,X,X,X,O,X,O,X,O,O,X,X,O
JIZLSTO,O,O,X,O,O,X,X,O,O,X,X,O
JIZLSOT,X,O,X,O,O,X,X,O,O,X,X,O
JIZLOTS,X,X,X,O,X,X,X,O,X,X,X,O
JIZLOST,X,O,X,O,O,X,X,O,O,X,X,O
JIZSTLO,O,O,X,O,O,X,X,O,O,X,O,O
JIZSTOL,X,X,X,O,O,X,X,O,O,X,X,O
JIZSLTO,O,O,X,O,O,X,X,O,O,X,X,O
JIZSLOT,X,O,X,O,O,X,X,O,O,X,X,O
JIZSOTL,X,X,X,O,O,X,X,O,O,X,X,O
JIZSOLT,X,O,X,O,O,X,X,O,O,X,X,O
JIZOTLS,X,X,X,O,X,X,X,O,O,X,X,O
JIZOTSL,X,X,X,X,X,X,X,O,O,X,X,O
JIZOLTS,X,X,X,O,X,X,X,O,X,X,X,O
JIZOLST,X,O,X,O,O,X,X,O,O,X,X,O
JIZOSTL,X,X,X,X,O,X,X,O,O,X,X,O
JIZOSLT,X,O,X,X,O,X,X,O,O,X,X,O
JIOTLSZ,X,O,X,O,X,X,X,O,X,X,X,X
JIOTLZS,X,X,X,O,X,X,X,O,X,X,X,X
JIOTSLZ,X,O,X,O,X,X,X,O,X,X,X,O
JIOTSZL,X,X,X,O,X,X,X,O,X,X,X,O
JIOTZLS,X,X,X,O,X,X,X,O,X,X,X,O
JIOTZSL,X,X,X,O,X,X,X,O,X,X,X,O
JIOLTSZ,X,O,X,O,X,X,X,O,X,X,X,X
JIOLTZS,X,X,X,O,X,X,X,O,X,X,X,X
JIOLSTZ,X,O,X,O,X,X,X,O,X,X,X,O
JIOLSZT,O,O,X,O,O,X,X,O,X,X,X,O
JIOLZTS,X,X,X,O,X,X,X,O,X,X,X,O
JIOLZST,O,O,X,O,O,X,X,O,X,X,X,O
JIOSTLZ,X,O,X,O,X,X,X,O,X,X,X,O
JIOSTZL,O,X,X,O,O,X,X,O,X,X,X,O
JIOSLTZ,X,O,X,O,X,X,X,O,X,X,X,O
JIOSLZT,O,O,X,O,O,X,X,O,X,X,X,O
JIOSZTL,O,X,X,O,O,X,X,O,X,X,X,O
JIOSZLT,O,O,X,O,O,X,X,O,X,X,X,O
JIOZTLS,X,X,X,O,X,X,X,O,X,X,X,O
JIOZTSL,X,X,X,O,X,X,X,O,X,X,X,O
JIOZLTS,X,X,X,O,X,X,X,O,X,X,X,O
JIOZLST,O,O,X,O,O,X,X,O,X,X,X,O
JIOZSTL,O,X,X,O,O,X,X,O,X,X,X,O
JIOZSLT,O,O,X,O,O,X,X,O,X,X,X,O
JLTISZO,X,O,X,O,O,X,X,O,O,X,O,X
JLTISOZ,X,O,X,O,X,X,X,O,O,X,O,X
JLTIZSO,X,X,X,O,O,X,X,O,O,X,O,X
JLTIZOS,X,X,X,O,X,X,X,O,O,X,X,X
JLTIOSZ,X,O,X,X,X,X,X,O,O,X,O,X
JLTIOZS,X,X,X,O,X,X,X,O,X,X,O,X
JLTSIZO,X,O,O,O,O,X,X,O,O,X,O,X
JLTSIOZ,X,O,X,O,X,X,X,O,O,X,O,X
JLTSZIO,X,O,O,O,O,O,X,O,O,X,O,X
JLTSZOI,X,O,O,O,O,O,X,O,O,X,X,X
JLTSOIZ,X,O,X,O,X,X,X,O,O,X,O,X
JLTSOZI,X,O,X,O,X,X,X,O,O,X,O,X
JLTZISO,X,X,X,O,O,O,X,O,O,X,O,X
JLTZIOS,X,X,X,O,X,O,X,O,O,X,X,X
JLTZSIO,X,O,O,O,O,O,X,O,O,X,O,X
JLTZSOI,X,O,O,O,O,O,X,O,O,X,X,X
JLTZOIS,X,X,O,O,X,O,X,O,O,X,X,X
JLTZOSI,X,O,O,O,O,O,X,O,O,X,X,X
JLTOISZ,X,O,X,O,X,X,X,O,O,X,O,X
JLTOIZS,X,X,X,O,X,X,X,O,X,X,O,X
JLTOSIZ,X,O,X,O,X,X,X,O,O,X,O,X
JLTOSZI,X,O,X,O,X,X,X,O,O,X,O,X
JLTOZIS,X,X,X,O,X,X,X,O,O,X,O,X
JLTOZSI,X,O,X,O,X,X,X,O,O,X,O,X
JLITSZO,X,O,X,O,O,X,X,O,X,X,X,X
JLITSOZ,X,O,X,X,X,X,X,O,X,X,X,X
JLITZSO,X,X,X,O,O,X,X,O,X,X,X,X
JLITZOS,X,X,X,O,X,X,X,O,X,X,X,X
JLITOSZ,X,O,X,X,X,X,X,O,X,X,X,X
JLITOZS,X,X,X,O,X,X,X,O,X,X,X,X
JLISTZO,X,O,X,O,O,X,X,O,O,X,X,O
JLISTOZ,X,O,X,O,X,X,X,O,O,X,X,O
JLISZTO,O,O,X,O,O,X,X,O,O,X,X,O
JLISZOT,X,O,X,O,O,X,X,O,O,X,X,O
JLISOTZ,X,O,X,O,X,X,X,O,O,X,X,O
JLISOZT,O,O,X,O,O,X,X,O,O,X,X,O
JLIZTSO,X,X,X,O,O,O,X,O,O,X,X,O
JLIZTOS,X,X,X,O,X,O,X,O,X,X,X,O
JLIZSTO,O,O,X,O,O,X,X,O,O,X,X,O
JLIZSOT,X,O,X,O,O,X,X,O,O,X,X,O
JLIZOTS,X,X,X,O,X,X,X,O,X,X,X,O
JLIZOST,X,O,X,O,O,X,X,O,O,X,X,O
JLIOTSZ,X,O,X,O,X,X,X,O,X,X,X,X
JLIOTZS,X,X,X,O,X,X,X,O,X,X,X,X
JLIOSTZ,X,O,X,O,X,X,X,O,X,X,X,O
JLIOSZT,O,O,X,O,O,X,X,O,X,X,X,O
JLIOZTS,X,X,X,O,X,X,X,O,X,X,X,O
JLIOZST,O,O,X,O,O,X,X,O,X,X,X,O
JLSTIZO,X,O,O,O,O,X,X,O,O,X,O,O
JLSTIOZ,X,O,X,O,X,X,X,O,O,X,O,O
JLSTZIO,X,O,O,O,O,O,X,O,O,X,O,O
JLSTZOI,X,O,O,O,O,O,X,O,O,X,X,O
JLSTOIZ,X,O,X,O,X,X,X,O,O,X,O,O
JLSTOZI,X,O,X,O,X,X,X,O,O,X,O,O
JLSITZO,X,O,O,O,O,X,X,O,O,X,X,O
JLSITOZ,X,O,X,O,X,X,X,O,O,X,X,O
JLSIZTO,O,O,O,O,O,X,X,O,O,X,X,O
JLSIZOT,X,O,O,O,O,X,X,O,O,X,X,O
JLSIOTZ,X,O,O,O,X,X,X,O,O,O,X,O
JLSIOZT,O,O,O,O,O,X,X,O,O,O,X,O
JLSZTIO,O,O,O,O,O,O,X,O,O,X,X,O
JLSZTOI,O,O,O,O,O,O,X,O,O,X,X,O
JLSZITO,O,O,O,O,O,X,X,O,O,X,X,O
JLSZIOT,X,O,O,O,O,X,X,O,O,X,X,O
JLSZOTI,X,O,O,X,O,X,X,O,X,X,X,O
JLSZOIT,X,O,O,O,O,X,X,O,O,X,X,O
JLSOTIZ,X,O,O,O,X,X,X,O,O,O,O,O
JLSOTZI,X,O,O,O,X,X,X,O,O,O,O,O
JLSOITZ,X,O,O,O,X,X,X,O,O,O,X,O
JLSOIZT,O,O,O,O,O,X,X,O,O,O,X,O
