sequence,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBxcB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem6IvhFRcBSiB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBfhB?xcBqmBTiBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFfiB6iB?xfBTfB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFGdBRhB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFfhBxcB?umBcnBTfBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeK/IvhFzaBGdB?RhBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBTdB?3fBxmB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBzbB?CdBxmBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhF0cBTfB?mgBSnBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhFXdBTfB?mgBSnB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Je2/IvhFCcBxhB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFzbB3fB?xmBumBcnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jez7IvhFWiB0kB?xmBikBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeC8IvhFTdB3fB?xmB2pB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFxfB3hB?cnBTfBCnBlpB
JOLSTIZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSTZI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSITZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLZTSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZIST,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZSTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSITZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSIZLT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
JOSLTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZTISL,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOZTLIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZTLSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZTSIL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZTSLI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZITLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZITSL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
JOZILST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
JOZISTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JOZLTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLIST,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
STILJOZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STILZJO,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X
STILZOJ,O,O,O,X,X,X,O,O,O,X,X,X,O,X,O,X
STILOJZ,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
STILOZJ,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X
STIJLZO,O,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X
STIJLOZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STIJZLO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X
STIJZOL,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
STIJOLZ,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STIJOZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STIZLJO,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O
STIZLOJ,O,O,O,O,X,X,O,O,O,X,X,X,O,X,O,X
STIZJLO,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O
STIZJOL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,O,O
STIZOLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,O,X
STIZOJL,O,O,O,O,X,X,X,O,O,X,X,X,O,X,O,O
STIOLJZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STIOLZJ,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X
STIOJLZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STIOJZL,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STIOZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
STIOZJL,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
STLIJZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
STLIJOZ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
STLIZJO,O,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X
STLIZOJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
STLIOJZ,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X,X
STLIOZJ,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
STLJIZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
STLJIOZ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
STLJZIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
STLJZOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
STLJOIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
STLJOZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
STLZIJO,O,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X
STLZIOJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
STLZJIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
STLZJOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
STLZOIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
STLZOJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
STLOIJZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
STLOIZJ,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
STLOJIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
STLOJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
STLOZIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
STLOZJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
STJILZO,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STJILOZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STJIZLO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
STJIZOL,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
STJIOLZ,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
STJIOZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJLIZO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
STJLIOZ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X
STJLZIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
STJLZOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
STJLOIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
STJLOZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
STJZILO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
STJZIOL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X
STJZLOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
STJOIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJOLIZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
STJOLZI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZILJO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
STZILOJ,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X
STZIJLO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
STZIJOL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
STZIOLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
STZIOJL,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
STZLIJO,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O
STZLIOJ,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STZLJIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STZLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STZLOJI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O
STZJIOL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
STZJLIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STZJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
STZJOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STZOIJL,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
STZOLIJ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STZOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
STZOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
STOILZJ,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X
STOIJLZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
STOIJZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STOIZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
STOIZJL,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
STOLIJZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
STOLIZJ,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
STOLJIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
STOLJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
STOLZIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
STOLZJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
STOJILZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
STOJIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STOJLIZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
STOJLZI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STOZIJL,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
SITLJOZ,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
SITLZJO,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X
SITLZOJ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,O,X
SITLOJZ,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
SITLOZJ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X
SITJLZO,X,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X
SITJLOZ,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
SITJZLO,X,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
SITJZOL,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X
SITJOLZ,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
SITJOZL,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SITZLJO,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X
SITZLOJ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,O,X
SITZJLO,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X
SITZJOL,X,O,O,X,X,O,X,O,O,X,X,X,O,X,O,X
SITZOLJ,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X
SITZOJL,X,O,O,X,X,X,X,O,O,X,X,X,O,X,O,X
SITOLJZ,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
SITOLZJ,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SITOJLZ,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
SITOJZL,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SITOZLJ,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SITOZJL,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SILTJZO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SILTJOZ,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SILTZJO,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X
SILTZOJ,X,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X
SILTOJZ,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
SILJTZO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SILJTOZ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
SILJZOT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
SILJOTZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
SILZTJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SILZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SILZJTO,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
SILZJOT,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,X
SILZOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SILZOJT,O,O,O,X,X,X,X,O,O,X,X,X,O,X,O,X
SILOTJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
SILOJTZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOJZT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
SILOZTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SILOZJT,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
SIJTLZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJTLOZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJTZLO,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJTZOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIJTOLZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
SIJLTOZ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIJLZOT,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
SIJLOTZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
SIJZTLO,O,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJZLTO,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIJZLOT,O,O,O,O,O,X,X,O,X,X,X,X,O,O,O,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJZOLT,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X
SIJOTLZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJOZLT,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
SIZTLJO,X,O,O,O,O,O,O,X,X,X,X,X,O,X,O,X
SIZTLOJ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
SIZTJLO,X,O,O,O,O,O,O,X,X,X,X,X,O,X,O,O
SIZTJOL,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,O
SIZTOLJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZTOJL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZLTJO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZLTOJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZLJTO,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,O
SIZLJOT,O,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X
SIZLOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZLOJT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
SIZJTLO,O,O,O,O,O,O,O,X,O,X,X,X,O,X,O,O
SIZJTOL,X,O,X,X,X,O,X,X,O,X,X,X,O,X,O,O
SIZJLTO,O,O,O,O,O,O,X,X,O,X,X,X,O,X,O,O
SIZJLOT,O,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X
SIZJOTL,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,O
SIZJOLT,O,O,O,O,X,O,X,O,O,X,X,X,O,O,O,X
SIZOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZOLJT,O,O,X,O,X,X,X,O,O,X,X,X,O,O,O,X
SIZOJTL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
SIZOJLT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
SIOTLJZ,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
SIOTLZJ,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SIOTJLZ,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SIOTZJL,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SIOLJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOLZJT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X
SIOJTLZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOJZLT,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOZLJT,O,X,X,X,X,X,X,O,O,X,X,X,O,O,O,X
SIOZJTL,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X
SIOZJLT,O,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
SLTIJZO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SLTIJOZ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLTIZJO,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X
SLTIZOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X
SLTIOJZ,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X
SLTIOZJ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
SLTJIZO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLTJZIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SLTJZOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
SLTJOIZ,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
SLTJOZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLTZIJO,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SLTZIOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
SLTZJOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTZOJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
SLTOIJZ,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
SLTOIZJ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
SLTOJIZ,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
SLTOJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLTOZIJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTOZJI,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
SLITJZO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SLITJOZ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLITZJO,X,O,O,X,O,X,O,X,X,X,X,X,O,X,O,X
SLITZOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X
