sequence,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFGeBihBUjBF?nBTrB3sB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFCeB/mBUiBT?jB2wBlsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeU8IvhFFdBXeBSoBT?mB2sBxwB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Jex9IvhFlhB3iBcoBK?rBGmBTsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhF+iBTeBlhBK?rBXoBUsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeaBJvhFGeBRiBFnBX?oBTrBUsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeF8IvhFxdB3iBcoBO?rBzmBSxB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Jex9IvhFlhBcnBTjBK?rBGmB3sB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeaBJvhFxdBGjBFnB8?sBTrBfsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Je38IvhFciBTeBamBW?sBFoBxwB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFGeBliBimBX?oBUsBTrB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeT+IvhFxhBUhB/sBF?oBCnB2wB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFThBcoBXnBl?nB2wBCtB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeG9IvhFTeB3hBxnB0?rBlsBarB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFXiBTjB0rBl?sBOrBCtB
LISTOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LISJTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISJZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LISJZOT,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LISJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X
LISZTOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X
LISZJTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LISZJOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LISZOTJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LISZOJT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LISOTJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LISOZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LISOZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LIZTJSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LIZTJOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZTSJO,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LIZTSOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LIZTOJS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZJTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZJSTO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LIZJSOT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LIZJOTS,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZJOST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,O,O,O,X,O,X,X,X,O,X,X,O,X
LIZSTOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X
LIZSJTO,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LIZSJOT,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LIZSOTJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LIZSOJT,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LIZOTJS,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LIZOTSJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZOJST,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LIZOSJT,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIOTZJS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOJZST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIOSJTZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIOSZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LIOZTJS,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOZJTS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIOZSJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTISZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTIZOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTIOZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSIZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTSZOI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTSOIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTZIOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTZSIO,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJTZSOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LJTZOSI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOIZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOSIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTOZSI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJITSZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJITZOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJITOSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJIZSTO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJIZSOT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJIZOTS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJIZOST,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJIOZTS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSTIZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSTZIO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJSTZOI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSTOZI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSITZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSIZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSIOZT,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSZTIO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJSZTOI,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJSZITO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJSZIOT,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSZOTI,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X
LJSZOIT,X,O,X,X,O,O,O,O,X,X,X,X,O,X,X
LJSOTIZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSOTZI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSOITZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
LJSOZTI,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X
LJSOZIT,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
LJZTISO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZTIOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZTSIO,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LJZTOSI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJZITSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZITOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZISTO,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZISOT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJZIOST,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZSITO,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZSIOT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LJZSOIT,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LJZOTIS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LJZOTSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOIST,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LJZOSTI,X,X,O,O,O,X,O,X,O,X,X,X,O,X,X
LJZOSIT,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LJOTISZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOTSZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOTZSI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJOITSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LJOIZTS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZST,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOSTIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOSTZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X
LJOSZTI,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X
LJOSZIT,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
LJOZTIS,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOZTSI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJOZITS,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOZIST,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LJOZSTI,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X
LJOZSIT,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X
LSTIJZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSTIJOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTIZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LSTJIZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSTJIOZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSTJZIO,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LSTJZOI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LSTJOIZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSTJOZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSTZIOJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSTZJIO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSTZJOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
LSTZOIJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSTZOJI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSTOIJZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSTOIZJ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSTOJIZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSTOJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTOZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LSITJZO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSITJOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITZOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSITOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LSIJTZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIJZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIJZOT,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LSIJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIZTJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIZTOJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIZJTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIZJOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LSIZOTJ,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIZOJT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIOTJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSIOJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIOZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LSJTIZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJTZIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJTZOI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJTOIZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJTOZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJITOZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJIZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJIZOT,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LSJIOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJZTIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJZTOI,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X
LSJZITO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJZIOT,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X
LSJZOTI,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X
LSJZOIT,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X
LSJOTIZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LSJOZTI,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
LSJOZIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LSZTIJO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSZTIOJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSZTJIO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSZTJOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
LSZTOIJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSZTOJI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSZITJO,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSZITOJ,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSZIJTO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSZIJOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
LSZIOTJ,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSZIOJT,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X
LSZJTIO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSZJTOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
LSZJITO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LSZJIOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
LSZJOTI,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X
LSZJOIT,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
LSZOTIJ,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X
LSZOTJI,O,X,O,O,O,O,X,O,O,X,O,X,X,X,X
LSZOITJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
LSZOIJT,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X
LSZOJTI,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
LSZOJIT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
LSOTIJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOTJIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSOTJZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOTZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOITJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOIJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LSOIZJT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LSOJTIZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOJTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LSOJZTI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X
LSOJZIT,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOZTJI,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOZITJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LSOZIJT,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LSOZJTI,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOZJIT,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
LZTIJSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LZTIJOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LZTISJO,X,X,O,O,O,X,O,X,X,X,O,X,X,O,X
LZTISOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X
LZTIOJS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LZTJISO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LZTJIOS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LZTJSIO,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
LZTJSOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
LZTJOIS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LZTJOSI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O
LZTSIJO,X,X,O,O,O,X,O,X,X,X,O,X,X,O,X
LZTSIOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X
LZTSJIO,X,X,O,O,O,X,O,X,X,X,O,X,X,O,O
LZTSJOI,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O
LZTSOIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LZTSOJI,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
LZTOIJS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LZTOISJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTOJIS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LZTOJSI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O
LZTOSIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTOSJI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O
LZITJSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LZITJOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LZITSJO,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LZITSOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LZITOJS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LZITOSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LZIJTSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LZIJTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LZIJSTO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
LZIJSOT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LZIJOTS,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LZIJOST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LZISTJO,X,X,O,O,O,X,O,X,X,X,O,X,X,O,X
LZISTOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X
LZISJTO,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X
