sequence,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBXgBl?hBcqBerB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFGbB0cB6iBZ?lBVmBzqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF0cB6iBlfB3?gBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFXgBxhBGiBF?mB0qBiqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBlgBGiBa?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBFlBX?mBiqB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF6iB0fBlgB3?hBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBUlBF?mBKqBfrB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFFbBxcBUhBG?iBTlByvB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhF6iBlhBRlBO?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBfmBl?hBUlB2vB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFZhBTgBCiBG?iB0qBFqB
JLSOZTI,O,O,O,X,O,X,O,X,O,X,X,X
JLSOZIT,O,X,O,X,O,X,X,X,O,X,X,X
JLZTISO,O,O,O,X,X,X,O,O,O,X,X,X
JLZTIOS,O,X,O,X,X,X,X,O,X,X,X,X
JLZTSIO,O,O,O,X,X,X,O,O,O,X,X,X
JLZTSOI,O,O,O,X,X,X,O,O,O,X,X,X
JLZTOIS,O,X,O,X,X,X,X,O,X,X,X,X
JLZTOSI,O,X,O,X,O,X,X,O,X,X,X,X
JLZITSO,O,X,O,X,X,X,O,X,O,X,X,X
JLZITOS,O,X,O,X,X,X,X,X,X,X,X,X
JLZISTO,O,X,O,X,O,X,X,X,O,X,X,X
JLZISOT,O,X,O,X,O,X,X,X,O,X,X,O
JLZIOTS,O,X,O,X,X,X,O,X,X,X,X,X
JLZIOST,X,X,O,X,O,X,X,X,O,X,X,O
JLZSTIO,O,O,O,X,O,X,O,X,O,X,O,X
JLZSTOI,O,O,O,X,O,X,O,X,O,X,O,X
JLZSITO,O,X,O,X,O,X,X,X,O,X,X,X
JLZSIOT,O,X,O,X,O,X,X,X,O,X,O,O
JLZSOTI,O,O,O,X,O,X,X,X,O,X,O,X
JLZSOIT,O,X,O,X,O,X,X,X,O,X,O,O
JLZOTIS,O,O,O,X,X,X,O,O,O,X,X,X
JLZOTSI,O,O,O,X,O,X,O,O,O,X,X,X
JLZOITS,O,X,O,X,X,X,O,X,O,X,X,X
JLZOIST,X,X,O,X,O,X,X,X,O,X,X,O
JLZOSTI,O,O,O,X,O,X,O,X,O,X,O,X
JLZOSIT,O,X,O,X,O,X,X,X,O,X,O,O
JLOTISZ,O,O,O,X,O,X,X,X,O,O,X,X
JLOTIZS,O,O,O,X,X,X,X,X,X,O,X,X
JLOTSIZ,O,O,O,X,O,O,X,X,O,X,X,X
JLOTSZI,O,O,O,X,O,O,O,X,O,X,X,X
JLOTZIS,O,O,O,X,X,X,O,O,O,X,X,X
JLOTZSI,O,O,O,X,O,X,O,O,O,X,X,X
JLOITSZ,O,O,O,X,O,X,X,X,O,O,X,X
JLOITZS,O,O,O,X,X,X,X,X,X,O,X,X
JLOISTZ,O,O,O,X,O,O,X,X,O,X,X,X
JLOISZT,X,X,O,X,O,X,X,X,O,X,X,X
JLOIZTS,O,X,O,X,X,X,X,X,O,X,X,X
JLOIZST,X,X,O,X,O,X,X,X,O,X,X,X
JLOSTIZ,O,O,O,X,O,O,X,X,O,X,X,X
JLOSTZI,O,O,O,X,O,O,O,X,O,X,X,X
JLOSITZ,O,O,O,X,O,O,X,X,O,X,X,X
JLOSIZT,O,X,O,X,O,X,X,X,O,X,X,X
JLOSZTI,O,O,O,X,O,X,O,X,O,X,X,X
JLOSZIT,O,X,O,X,O,X,X,X,O,X,X,X
JLOZTIS,O,O,O,X,X,X,O,O,O,X,X,X
JLOZTSI,O,O,O,X,O,X,O,O,O,X,X,X
JLOZITS,O,X,O,X,X,X,O,X,O,X,X,X
JLOZIST,X,X,O,X,O,X,X,X,O,X,X,X
JLOZSTI,O,O,O,X,O,X,O,X,O,X,O,X
JLOZSIT,O,X,O,X,O,X,X,X,O,X,O,X
JSTILZO,O,O,O,X,O,O,X,X,O,X,X,X
JSTILOZ,O,O,O,X,O,O,X,X,O,X,X,X
JSTIZLO,O,O,O,X,X,O,X,O,O,X,X,X
JSTIZOL,O,O,O,X,X,O,X,O,O,X,X,X
JSTIOLZ,O,O,O,O,X,O,X,X,O,X,X,X
JSTIOZL,X,O,O,O,X,O,X,X,O,X,X,X
JSTLIZO,O,O,O,X,O,O,X,X,O,X,X,X
JSTLIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JSTLZIO,O,O,O,X,O,O,O,X,O,X,X,X
JSTLZOI,O,O,O,X,O,O,O,X,O,X,X,X
JSTLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JSTLOZI,O,O,O,X,O,O,X,X,O,X,X,X
JSTZILO,O,O,O,X,X,O,O,O,O,X,X,X
JSTZIOL,O,O,O,X,X,O,X,O,O,X,X,X
JSTZLIO,O,O,O,X,X,O,O,O,O,X,X,X
JSTZLOI,O,O,O,X,X,O,O,O,O,X,X,X
JSTZOIL,O,X,O,X,X,O,X,O,O,X,X,X
JSTZOLI,O,O,O,X,X,O,X,O,X,X,X,X
JSTOILZ,O,X,O,O,X,O,X,X,O,X,X,X
JSTOIZL,X,X,O,O,X,O,X,X,O,X,X,X
JSTOLIZ,O,X,O,X,X,O,X,X,X,X,X,X
JSTOLZI,O,O,O,X,X,O,X,X,X,X,X,X
JSTOZIL,O,X,O,X,X,O,X,X,O,X,X,X
JSTOZLI,O,O,O,X,X,O,X,O,X,X,X,X
JSITLZO,X,O,O,X,O,O,X,X,O,X,X,X
JSITLOZ,O,O,O,X,O,O,X,X,O,X,X,X
JSITZLO,X,O,O,X,X,O,X,O,O,X,X,X
JSITZOL,X,O,O,X,X,O,X,O,O,X,X,X
JSITOLZ,O,O,O,X,X,O,X,X,O,X,X,X
JSITOZL,X,O,O,X,X,O,X,X,O,X,X,X
JSILTZO,X,O,O,X,O,O,X,X,O,X,X,X
JSILTOZ,O,O,O,X,O,O,X,X,O,X,X,X
JSILZTO,X,O,O,X,O,X,X,X,O,X,X,X
JSILZOT,X,X,O,X,O,X,X,X,O,X,X,X
JSILOTZ,O,O,X,X,O,O,X,X,O,X,X,X
JSILOZT,O,X,O,X,O,X,X,X,O,X,X,X
JSIZTLO,X,O,O,X,X,O,X,X,O,X,X,X
JSIZTOL,X,O,O,X,X,O,X,X,O,X,X,X
JSIZLTO,X,O,O,X,O,X,X,X,O,X,X,X
JSIZLOT,X,X,O,X,O,X,X,X,O,X,X,X
JSIZOTL,X,X,X,X,X,O,X,X,O,X,X,X
JSIZOLT,X,X,O,X,X,X,X,X,O,X,X,X
JSIOTLZ,O,O,X,O,X,O,X,X,O,X,X,X
JSIOTZL,X,O,X,O,X,O,X,X,O,X,X,X
JSIOLTZ,O,O,X,O,O,O,X,X,O,X,X,X
JSIOLZT,O,X,O,O,O,X,X,X,O,X,X,X
JSIOZTL,X,X,X,O,X,O,X,X,O,X,X,X
JSIOZLT,X,X,O,O,X,X,X,X,O,X,X,X
JSLTIZO,O,O,O,X,O,O,X,X,O,X,X,X
JSLTIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JSLTZIO,O,O,O,X,O,O,O,X,O,X,X,X
JSLTZOI,O,O,O,X,O,O,O,X,O,X,X,X
JSLTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
JSLTOZI,O,O,O,X,O,O,X,X,O,X,X,X
JSLITZO,X,O,O,X,O,O,X,X,O,X,X,X
JSLITOZ,O,O,O,X,O,O,X,X,O,X,X,X
JSLIZTO,X,O,O,X,O,X,X,X,O,X,X,X
JSLIZOT,X,X,O,X,O,X,X,X,O,X,X,X
JSLIOTZ,O,O,X,X,O,O,X,X,O,X,X,X
JSLIOZT,O,X,O,X,O,X,X,X,O,X,X,X
JSLZTIO,O,O,O,X,O,X,O,X,O,X,X,X
JSLZTOI,O,O,O,X,O,X,O,X,O,X,X,X
JSLZITO,O,O,O,X,O,X,X,X,O,X,X,X
JSLZIOT,O,X,O,X,O,X,X,X,O,X,X,O
JSLZOTI,O,O,O,X,O,X,X,X,O,X,X,X
JSLZOIT,O,X,O,X,O,X,X,X,O,X,X,O
JSLOTIZ,O,O,O,X,O,O,X,X,O,X,X,X
JSLOTZI,O,O,O,X,O,O,O,X,O,X,X,X
JSLOITZ,O,O,O,X,O,O,X,X,O,X,X,X
JSLOIZT,O,X,O,X,O,X,X,X,O,X,X,X
JSLOZTI,O,O,O,X,O,X,O,X,O,X,X,X
JSLOZIT,O,X,O,X,O,X,X,X,O,X,X,X
JSZTILO,O,O,O,X,X,O,O,O,O,X,X,X
JSZTIOL,O,O,O,O,X,O,X,O,O,X,X,X
JSZTLIO,O,O,O,X,X,O,O,O,O,X,X,X
JSZTLOI,O,O,O,X,X,O,O,O,O,X,X,X
JSZTOIL,O,X,O,O,X,O,X,O,O,X,X,X
JSZTOLI,O,O,O,X,X,O,X,O,X,X,X,X
JSZITLO,O,O,O,X,X,O,X,X,O,X,X,X
JSZITOL,O,O,O,X,X,O,X,X,O,X,X,X
JSZILTO,O,O,O,X,O,X,X,X,O,X,X,X
JSZILOT,O,X,O,X,O,X,X,X,O,X,X,O
JSZIOTL,O,X,X,O,X,O,X,X,O,X,X,X
JSZIOLT,O,X,O,O,X,X,X,X,O,X,X,O
JSZLTIO,O,O,O,X,O,X,O,X,O,X,X,X
JSZLTOI,O,O,O,X,O,X,O,X,O,X,X,X
JSZLITO,O,O,O,X,O,X,X,X,O,X,X,X
JSZLIOT,O,X,O,X,O,X,X,X,O,X,X,O
JSZLOTI,O,O,O,X,O,X,X,X,O,X,X,X
JSZLOIT,O,X,O,X,O,X,X,X,O,X,X,O
JSZOTIL,O,O,O,O,X,O,X,X,O,X,X,X
JSZOTLI,O,O,O,X,X,O,X,O,X,X,X,X
JSZOITL,O,X,O,O,X,O,X,X,O,X,X,X
JSZOILT,O,X,O,O,X,X,X,X,O,X,X,O
JSZOLTI,O,O,O,X,X,X,X,X,O,X,X,X
JSZOLIT,O,X,O,X,X,X,X,X,O,X,X,O
JSOTILZ,O,O,O,O,X,O,X,X,O,X,X,X
JSOTIZL,X,O,O,O,X,O,X,X,O,X,X,X
JSOTLIZ,O,O,O,X,X,O,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,O,O,X,X,X,X,X
JSOTZIL,O,O,O,X,X,O,O,X,O,X,X,X
JSOTZLI,O,O,O,X,X,O,O,O,X,X,X,X
JSOITLZ,O,O,O,O,X,O,X,X,O,X,X,X
JSOITZL,X,O,O,O,X,O,X,X,O,X,X,X
JSOILTZ,O,O,O,O,O,O,X,X,O,X,X,X
JSOILZT,O,X,O,O,O,X,X,X,O,X,X,X
JSOIZTL,X,X,O,O,X,O,X,X,O,X,X,X
JSOIZLT,X,X,O,O,X,X,X,X,O,X,X,X
JSOLTIZ,O,O,O,X,O,O,X,X,O,X,X,X
JSOLTZI,O,O,O,X,O,O,O,X,O,X,X,X
JSOLITZ,O,O,O,X,O,O,X,X,O,X,X,X
JSOLIZT,O,X,O,X,O,X,X,X,O,X,X,X
JSOLZTI,O,O,O,X,O,X,O,X,O,X,X,X
JSOLZIT,O,X,O,X,O,X,X,X,O,X,X,X
JSOZTIL,O,O,O,O,X,O,O,X,O,X,X,X
JSOZTLI,O,O,O,X,X,O,O,O,X,X,X,X
JSOZITL,O,X,O,O,X,O,X,X,O,X,X,X
JSOZILT,O,X,O,O,X,X,X,X,O,X,X,X
JSOZLTI,O,O,O,X,X,X,O,X,O,X,X,X
JSOZLIT,O,X,O,X,X,X,X,X,O,X,X,X
JZTILSO,O,O,O,X,X,X,O,O,O,X,X,X
JZTILOS,O,X,O,X,X,X,X,O,X,X,X,X
JZTISLO,O,O,O,X,X,X,O,O,O,X,X,X
JZTISOL,O,O,O,O,X,X,X,O,O,X,X,X
JZTIOLS,O,X,O,X,X,X,X,O,X,X,X,X
JZTIOSL,O,X,X,X,X,X,X,O,X,X,X,X
JZTLISO,O,O,O,X,X,X,O,O,O,X,X,X
JZTLIOS,O,X,O,X,X,X,X,O,X,X,X,X
JZTLSIO,O,O,O,X,X,X,O,O,O,X,X,X
JZTLSOI,O,O,O,X,X,X,O,O,O,X,X,X
JZTLOIS,O,X,O,X,X,X,X,O,X,X,X,X
JZTLOSI,O,X,O,X,X,X,X,O,X,X,X,X
JZTSILO,O,O,O,X,X,O,O,O,O,X,X,X
JZTSIOL,O,O,O,O,X,O,X,O,O,X,X,X
JZTSLIO,O,O,O,X,X,O,O,O,O,X,X,X
JZTSLOI,O,O,O,X,X,O,O,O,O,X,X,X
JZTSOIL,O,X,O,O,X,O,X,O,O,X,X,X
JZTSOLI,O,O,O,X,X,O,X,O,X,X,X,X
JZTOILS,O,X,O,X,X,X,X,O,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,O,X,X,X,X
JZTOLIS,O,X,O,X,X,X,X,O,X,X,X,X
JZTOLSI,O,X,O,X,X,X,X,O,X,X,X,X
JZTOSIL,O,X,O,X,X,O,X,O,X,X,X,X
JZTOSLI,O,X,O,X,X,O,X,O,X,X,X,X
JZITLSO,O,X,O,X,X,X,O,O,O,X,X,X
JZITLOS,O,X,O,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,O,X,X,X,O,O,O,X,X,X
JZITSOL,O,X,O,X,X,X,X,O,O,X,X,X
JZITOLS,O,X,O,X,X,X,X,O,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,O,X,X,X,X
JZILTSO,O,X,O,X,X,X,O,X,O,X,X,X
JZILTOS,O,X,O,X,X,X,X,X,X,X,X,X
JZILSTO,O,X,O,X,O,X,X,X,O,X,X,X
JZILSOT,O,X,O,X,O,X,X,X,O,X,X,O
JZILOTS,O,X,O,X,X,X,O,X,X,X,X,X
JZILOST,X,X,O,X,O,X,X,X,O,X,X,O
JZISTLO,O,X,O,X,X,O,X,X,O,X,X,X
JZISTOL,O,X,O,X,X,O,X,X,O,X,X,X
JZISLTO,O,X,O,X,O,X,X,X,O,X,X,X
JZISLOT,O,X,O,X,O,X,X,X,O,X,X,O
JZISOTL,O,X,X,O,X,O,X,X,O,X,X,X
JZISOLT,O,X,O,O,X,X,X,X,O,X,X,O
JZIOTLS,O,X,O,X,X,X,O,O,X,X,X,X
JZIOTSL,O,X,O,X,X,X,O,X,X,X,X,X
JZIOLTS,O,X,O,X,X,X,O,X,X,X,X,X
JZIOLST,X,X,O,X,O,X,X,X,O,X,X,O
JZIOSTL,X,X,O,O,X,O,X,X,O,X,X,X
JZIOSLT,X,X,O,O,X,X,X,X,O,X,X,O
JZLTISO,O,O,O,X,X,X,O,O,O,X,X,X
JZLTIOS,O,X,O,X,X,X,X,O,X,X,X,X
JZLTSIO,O,O,O,X,X,X,O,O,O,X,X,X
JZLTSOI,O,O,O,X,X,X,O,O,O,X,X,X
JZLTOIS,O,X,O,X,X,X,X,O,X,X,X,X
JZLTOSI,O,X,O,X,O,X,X,O,X,X,X,X
JZLITSO,O,X,O,X,X,X,O,X,O,X,X,X
JZLITOS,O,X,O,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,O,X,O,X,X,X,O,X,X,X
JZLISOT,O,X,O,X,O,X,X,X,O,X,X,O
JZLIOTS,O,X,O,X,X,X,O,X,X,X,X,X
JZLIOST,X,X,O,X,O,X,X,X,O,X,X,O
JZLSTIO,O,O,O,X,O,X,O,X,O,X,O,X
JZLSTOI,O,O,O,X,O,X,O,X,O,X,O,X
JZLSITO,O,X,O,X,O,X,X,X,O,X,X,X
JZLSIOT,O,X,O,X,O,X,X,X,O,X,O,O
JZLSOTI,O,O,O,X,O,X,X,X,O,X,O,X
JZLSOIT,O,X,O,X,O,X,X,X,O,X,O,O
JZLOTIS,O,O,O,X,X,X,O,O,O,X,X,X
JZLOTSI,O,O,O,X,O,X,O,O,O,X,X,X
JZLOITS,O,X,O,X,X,X,O,X,O,X,X,X
JZLOIST,X,X,O,X,O,X,X,X,O,X,X,O
JZLOSTI,O,O,O,X,O,X,O,X,O,X,O,X
JZLOSIT,O,X,O,X,O,X,X,X,O,X,O,O
JZSTILO,O,O,O,X,X,O,O,O,O,X,O,X
JZSTIOL,O,O,O,O,X,O,X,O,O,X,O,X
JZSTLIO,O,O,O,X,X,O,O,O,O,X,O,X
JZSTLOI,O,O,O,X,X,O,O,O,O,X,O,X
JZSTOIL,O,X,O,O,X,O,X,O,O,X,O,X
JZSTOLI,O,O,O,X,X,O,X,O,X,X,O,X
JZSITLO,O,X,O,X,X,O,X,X,O,X,O,X
JZSITOL,O,X,O,X,X,O,X,X,O,X,O,X
JZSILTO,O,X,O,X,O,X,X,X,O,X,X,X
JZSILOT,O,X,O,X,O,X,X,X,O,X,O,O
JZSIOTL,O,X,X,O,X,O,X,X,O,X,O,X
JZSIOLT,O,X,O,O,X,X,X,X,O,X,O,O
JZSLTIO,O,O,O,X,O,X,O,X,O,X,O,X
JZSLTOI,O,O,O,X,O,X,O,X,O,X,O,X
JZSLITO,O,X,O,X,O,X,X,X,O,X,X,X
JZSLIOT,O,X,O,X,O,X,X,X,O,X,O,O
JZSLOTI,O,O,O,X,O,X,X,X,O,X,O,X
JZSLOIT,O,X,O,X,O,X,X,X,O,X,O,O
JZSOTIL,O,O,O,O,X,O,X,X,O,X,O,X
JZSOTLI,O,O,O,X,X,O,X,O,X,X,O,X
JZSOITL,O,X,O,O,X,O,X,X,O,X,O,X
JZSOILT,O,X,O,O,X,X,X,X,O,X,O,O
JZSOLTI,O,O,O,X,X,X,X,X,O,X,O,X
JZSOLIT,O,X,O,X,X,X,X,X,O,X,O,O
JZOTILS,O,O,O,X,X,X,O,O,X,X,X,X
JZOTISL,O,O,O,X,X,X,O,O,X,X,X,X
JZOTLIS,O,O,O,X,X,X,O,O,X,X,X,X
JZOTLSI,O,O,O,X,X,X,O,O,X,X,X,X
JZOTSIL,O,O,O,X,X,O,O,O,X,X,X,X
JZOTSLI,O,O,O,X,X,O,O,O,X,X,X,X
JZOITLS,O,X,O,X,X,X,O,O,X,X,X,X
JZOITSL,O,X,O,X,X,X,O,X,X,X,X,X
JZOILTS,O,X,O,X,X,X,O,X,X,X,X,X
JZOILST,X,X,O,X,O,X,X,X,O,X,X,O
JZOISTL,X,X,O,O,X,O,X,X,O,X,X,X
JZOISLT,X,X,O,O,X,X,X,X,O,X,X,O
JZOLTIS,O,O,O,X,X,X,O,O,X,X,X,X
JZOLTSI,O,O,O,X,O,X,O,O,X,X,X,X
JZOLITS,O,X,O,X,X,X,O,X,X,X,X,X
JZOLIST,X,X,O,X,O,X,X,X,O,X,X,O
JZOLSTI,O,O,O,X,O,X,O,X,O,X,O,X
JZOLSIT,O,X,O,X,O,X,X,X,O,X,O,O
JZOSTIL,O,O,O,O,X,O,O,X,O,X,O,X
JZOSTLI,O,O,O,X,X,O,O,O,X,X,O,X
JZOSITL,O,X,O,O,X,O,X,X,O,X,O,X
JZOSILT,O,X,O,O,X,X,X,X,O,X,O,O
JZOSLTI,O,O,O,X,X,X,O,X,O,X,O,X
JZOSLIT,O,X,O,X,X,X,X,X,O,X,O,O
JOTILSZ,O,O,O,X,O,X,X,X,X,O,X,X
JOTILZS,O,O,O,X,X,X,X,X,X,O,X,X
JOTISLZ,O,O,O,O,X,O,X,X,X,X,X,X
JOTISZL,X,O,O,O,X,O,X,X,X,X,X,X
JOTIZLS,O,O,O,X,X,X,X,O,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,O,X,X,X,X
JOTLISZ,O,O,O,X,O,X,X,X,X,O,X,X
JOTLIZS,O,O,O,X,X,X,X,X,X,O,X,X
JOTLSIZ,O,O,O,X,O,O,X,X,X,X,X,X
JOTLSZI,O,O,O,X,O,O,O,X,X,X,X,X
JOTLZIS,O,O,O,X,X,X,O,O,X,X,X,X
JOTLZSI,O,O,O,X,O,X,O,O,X,X,X,X
JOTSILZ,O,O,O,X,X,O,X,X,X,X,X,X
JOTSIZL,X,O,O,X,X,O,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,O,X,X,X,X,X,X
JOTSLZI,O,O,O,X,X,O,O,X,X,X,X,X
JOTSZIL,O,O,O,X,X,O,O,X,X,X,X,X
JOTSZLI,O,O,O,X,X,O,O,O,X,X,X,X
JOTZILS,O,O,O,X,X,X,O,O,X,X,X,X
JOTZISL,O,O,O,X,X,X,O,O,X,X,X,X
JOTZLIS,O,O,O,X,X,X,O,O,X,X,X,X
JOTZLSI,O,O,O,X,X,X,O,O,X,X,X,X
JOTZSIL,O,O,O,X,X,O,O,O,X,X,X,X
JOTZSLI,O,O,O,X,X,O,O,O,X,X,X,X
JOITLSZ,O,O,O,X,O,X,X,X,X,O,X,X
JOITLZS,O,O,O,X,X,X,X,X,X,O,X,X
JOITSLZ,O,O,O,O,X,O,X,X,X,X,X,X
JOITSZL,X,O,O,O,X,O,X,X,X,X,X,X
JOITZLS,O,O,O,X,X,X,X,O,X,X,X,X
JOITZSL,O,O,O,X,X,X,X,O,X,X,X,X
JOILTSZ,O,O,O,X,O,X,X,X,O,O,X,X
JOILTZS,O,O,O,X,X,X,X,X,X,O,X,X
JOILSTZ,O,O,O,X,O,O,X,X,O,X,X,X
JOILSZT,X,X,O,X,O,X,X,X,O,X,X,X
JOILZTS,O,X,O,X,X,X,X,X,X,X,X,X
JOILZST,X,X,O,X,O,X,X,X,O,X,X,X
JOISTLZ,O,O,O,O,X,O,X,X,O,X,X,X
JOISTZL,X,O,O,O,X,O,X,X,O,X,X,X
JOISLTZ,O,O,O,O,O,O,X,X,O,X,X,X
JOISLZT,X,X,O,O,O,X,X,X,O,X,X,X
JOISZTL,X,X,O,O,X,O,X,X,O,X,X,X
JOISZLT,X,X,O,O,X,X,X,X,O,X,X,X
JOIZTLS,O,X,O,X,X,X,X,O,X,X,X,X
JOIZTSL,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,O,X,O,X,X,X,O,X,X,X
JOIZSTL,X,X,O,O,X,O,X,X,O,X,X,X
JOIZSLT,X,X,O,O,X,X,X,X,O,X,X,X
JOLTISZ,O,O,O,X,O,X,X,X,O,O,X,X
JOLTIZS,O,O,O,X,X,X,X,X,X,O,X,X
JOLTSIZ,O,O,O,X,O,O,X,X,O,X,X,X
JOLTSZI,O,O,O,X,O,O,O,X,O,X,X,X
JOLTZIS,O,O,O,X,X,X,O,O,O,X,X,X
JOLTZSI,O,O,O,X,O,X,O,O,O,X,X,X
JOLITSZ,O,O,O,X,O,X,X,X,O,O,X,X
JOLITZS,O,O,O,X,X,X,X,X,X,O,X,X
JOLISTZ,O,O,O,X,O,O,X,X,O,X,X,X
JOLISZT,X,X,O,X,O,X,X,X,O,X,X,X
JOLIZTS,O,X,O,X,X,X,X,X,O,X,X,X
JOLIZST,X,X,O,X,O,X,X,X,O,X,X,X
JOLSTIZ,O,O,O,X,O,O,X,X,O,X,X,X
JOLSTZI,O,O,O,X,O,O,O,X,O,X,X,X
JOLSITZ,O,O,O,X,O,O,X,X,O,X,X,X
JOLSIZT,O,X,O,X,O,X,X,X,O,X,X,X
JOLSZTI,O,O,O,X,O,X,O,X,O,X,X,X
JOLSZIT,O,X,O,X,O,X,X,X,O,X,X,X
JOLZTIS,O,O,O,X,X,X,O,O,O,X,X,X
JOLZTSI,O,O,O,X,O,X,O,O,O,X,X,X
JOLZITS,O,X,O,X,X,X,O,X,O,X,X,X
JOLZIST,X,X,O,X,O,X,X,X,O,X,X,X
JOLZSTI,O,O,O,X,O,X,O,X,O,X,O,X
JOLZSIT,O,X,O,X,O,X,X,X,O,X,O,X
JOSTILZ,O,O,O,O,X,O,X,X,O,X,X,X
JOSTIZL,X,O,O,O,X,O,X,X,O,X,X,X
JOSTLIZ,O,O,O,X,X,O,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,O,O,X,X,X,X,X
JOSTZIL,O,O,O,X,X,O,O,X,O,X,X,X
JOSTZLI,O,O,O,X,X,O,O,O,X,X,X,X
JOSITLZ,O,O,O,O,X,O,X,X,O,X,X,X
JOSITZL,X,O,O,O,X,O,X,X,O,X,X,X
JOSILTZ,O,O,O,O,O,O,X,X,O,X,X,X
JOSILZT,O,X,O,O,O,X,X,X,O,X,X,X
JOSIZTL,X,X,O,O,X,O,X,X,O,X,X,X
JOSIZLT,X,X,O,O,X,X,X,X,O,X,X,X
JOSLTIZ,O,O,O,X,O,O,X,X,O,X,X,X
JOSLTZI,O,O,O,X,O,O,O,X,O,X,X,X
JOSLITZ,O,O,O,X,O,O,X,X,O,X,X,X
JOSLIZT,O,X,O,X,O,X,X,X,O,X,X,X
JOSLZTI,O,O,O,X,O,X,O,X,O,X,X,X
JOSLZIT,O,X,O,X,O,X,X,X,O,X,X,X
JOSZTIL,O,O,O,O,X,O,O,X,O,X,X,X
JOSZTLI,O,O,O,X,X,O,O,O,X,X,X,X
JOSZITL,O,X,O,O,X,O,X,X,O,X,X,X
JOSZILT,O,X,O,O,X,X,X,X,O,X,X,X
JOSZLTI,O,O,O,X,X,X,O,X,O,X,X,X
JOSZLIT,O,X,O,X,X,X,X,X,O,X,X,X
JOZTILS,O,O,O,X,X,X,O,O,X,X,X,X
JOZTISL,O,O,O,X,X,X,O,O,X,X,X,X
JOZTLIS,O,O,O,X,X,X,O,O,X,X,X,X
JOZTLSI,O,O,O,X,X,X,O,O,X,X,X,X
JOZTSIL,O,O,O,X,X,O,O,O,X,X,X,X
JOZTSLI,O,O,O,X,X,O,O,O,X,X,X,X
JOZITLS,O,X,O,X,X,X,O,O,X,X,X,X
JOZITSL,O,X,O,X,X,X,O,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,O,X,X,X,X,X
JOZILST,X,X,O,X,O,X,X,X,O,X,X,X
JOZISTL,X,X,O,O,X,O,X,X,O,X,X,X
JOZISLT,X,X,O,O,X,X,X,X,O,X,X,X
JOZLTIS,O,O,O,X,X,X,O,O,X,X,X,X
JOZLTSI,O,O,O,X,O,X,O,O,X,X,X,X
JOZLITS,O,X,O,X,X,X,O,X,X,X,X,X
JOZLIST,X,X,O,X,O,X,X,X,O,X,X,X
JOZLSTI,O,O,O,X,O,X,O,X,O,X,O,X
JOZLSIT,O,X,O,X,O,X,X,X,O,X,O,X
JOZSTIL,O,O,O,O,X,O,O,X,O,X,O,X
JOZSTLI,O,O,O,X,X,O,O,O,X,X,O,X
JOZSITL,O,X,O,O,X,O,X,X,O,X,O,X
JOZSILT,O,X,O,O,X,X,X,X,O,X,O,X
JOZSLTI,O,O,O,X,X,X,O,X,O,X,O,X
JOZSLIT,O,X,O,X,X,X,X,X,O,X,O,X
STILJZO,O,O,O,X,X,X,X,X,O,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,O,O,X,X
STILZJO,X,O,O,X,X,X,O,X,O,X,X,X
STILZOJ,X,O,O,X,X,X,O,X,O,X,X,X
STILOJZ,O,O,O,O,X,X,X,X,X,O,X,X
STILOZJ,O,O,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,X,X,O,X,X,X
STIJLOZ,O,O,X,X,X,O,X,X,O,X,X,X
STIJZLO,O,O,O,X,X,O,X,X,O,X,X,X
STIJZOL,O,O,X,X,X,O,X,X,O,X,X,X
