sequence,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeT6Iv?hFOgBfiB6iBZjB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeO/Iv?hFXbBSiBZjBUiBzkBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeO/Iv?hFXbBRdBUiBaoBzkBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeOAJv?hFfiB6iBZjBTfB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeT6Iv?hFGdBZjBykBUiBXlBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8Jex6Iv?hFzcBmfBaoB3iB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeWCJv?hFZjBifBXgBTiB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeWCJv?hFZjBifB0fBTiBXlBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8Je06Iv?hFCdBZjB/kBTiBOlBFsB
SIJZLOT,O,O,O,O,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,O,X,X,X,X,X
SIJOTLZ,X,O,X,O,X,X,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,O,X,X,X,X,X
SIJOLZT,O,O,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,O,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,O
SIZTJLO,O,O,O,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,X,O
SIZTOLJ,O,X,X,X,X,X,X,X,O
SIZTOJL,O,X,X,X,X,X,X,X,O
SIZLTJO,O,X,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X,O
SIZLJTO,O,O,O,X,X,X,X,X,X
SIZLJOT,O,O,O,O,O,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X
SIZLOJT,O,X,O,O,O,X,X,X,X
SIZJTLO,O,O,O,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X,O
SIZJLTO,O,O,O,X,X,X,X,X,X
SIZJLOT,O,O,O,O,O,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,O,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,O
SIZOTJL,O,X,X,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,O,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X
SIZOJLT,O,X,O,O,X,X,X,X,X
SIOTLJZ,X,O,X,O,X,X,X,X,O
SIOTLZJ,X,O,X,O,X,X,X,X,O
SIOTJLZ,X,O,X,O,X,X,X,X,O
SIOTJZL,X,O,X,O,X,X,X,X,O
SIOTZLJ,X,O,X,O,X,X,X,X,O
SIOTZJL,X,O,X,O,X,X,X,X,O
SIOLTJZ,X,O,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,O,X,O,X,X,X,X,X
SIOLJZT,O,O,X,O,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X
SIOLZJT,O,O,X,O,X,X,X,X,X
SIOJTLZ,X,O,X,O,X,X,X,X,X
SIOJTZL,X,O,X,O,X,X,X,X,X
SIOJLTZ,X,O,X,O,X,X,X,X,X
SIOJLZT,O,O,X,O,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X
SIOJZLT,O,O,X,O,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,O
SIOZTJL,O,O,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,O,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X
SIOZJLT,O,O,X,O,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,O,O,X
SLTIJOZ,O,O,O,O,X,X,O,O,X
SLTIZJO,O,O,O,O,O,X,X,X,X
SLTIZOJ,O,X,O,O,O,X,X,X,O
SLTIOJZ,O,O,O,O,X,X,X,X,O
SLTIOZJ,O,X,X,O,O,X,X,X,O
SLTJIZO,O,O,O,O,X,X,O,O,X
SLTJIOZ,O,O,O,O,X,X,O,O,X
SLTJZIO,O,O,O,O,X,X,X,X,X
SLTJZOI,O,X,O,O,X,X,X,X,X
SLTJOIZ,O,O,O,O,X,X,X,X,X
SLTJOZI,O,X,O,O,X,X,X,X,X
SLTZIJO,O,O,O,O,O,X,X,X,X
SLTZIOJ,O,X,O,O,O,X,X,X,O
SLTZJIO,O,O,O,O,O,X,X,X,X
SLTZJOI,O,X,O,O,O,X,X,X,X
SLTZOIJ,O,X,O,O,O,X,X,X,O
SLTZOJI,O,X,O,O,O,X,X,X,O
SLTOIJZ,O,O,O,O,X,X,X,X,O
SLTOIZJ,O,X,X,O,O,X,X,X,O
SLTOJIZ,O,O,O,O,X,X,X,X,O
SLTOJZI,O,X,O,O,X,X,X,X,O
SLTOZIJ,O,X,O,O,O,X,X,X,O
SLTOZJI,O,X,O,O,O,X,X,X,O
SLITJZO,O,O,O,X,X,X,O,O,X
SLITJOZ,X,O,X,O,X,X,O,O,X
SLITZJO,O,O,X,X,O,X,X,X,X
SLITZOJ,O,X,X,X,O,X,X,X,O
SLITOJZ,X,O,X,O,X,X,X,X,O
SLITOZJ,X,X,X,X,O,X,X,X,O
SLIJTZO,O,O,O,X,X,X,O,O,X
SLIJTOZ,X,O,X,O,X,X,O,O,X
SLIJZTO,O,O,O,X,X,X,O,O,X
SLIJZOT,O,O,O,O,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,O,X,X
SLIJOZT,O,O,O,O,X,X,X,X,X
SLIZTJO,O,X,O,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,X,X,O
SLIZJTO,O,O,O,X,X,X,X,X,X
SLIZJOT,O,O,O,O,O,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,X
SLIZOJT,O,X,O,O,O,X,X,X,X
SLIOTJZ,X,O,O,O,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,O,O,O,X,X,X,X,X
SLIOJZT,O,O,O,O,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,X
SLIOZJT,O,O,O,O,O,X,X,X,X
SLJTIZO,O,O,O,O,X,X,X,X,X
SLJTIOZ,O,O,O,O,X,X,X,X,X
SLJTZIO,O,O,O,O,X,X,X,X,X
SLJTZOI,O,X,O,O,X,X,X,X,X
SLJTOIZ,O,O,O,O,X,X,X,X,X
SLJTOZI,O,X,O,O,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,O,O,X
SLJITOZ,X,O,X,O,X,X,O,O,X
SLJIZTO,O,O,O,X,X,X,O,O,X
SLJIZOT,O,O,O,O,X,X,X,X,X
SLJIOTZ,X,X,X,O,X,X,O,X,X
SLJIOZT,O,O,O,O,X,X,X,X,X
SLJZTIO,O,X,O,X,X,X,X,X,X
SLJZTOI,O,X,X,X,X,X,X,X,X
SLJZITO,O,O,O,X,X,X,X,X,X
SLJZIOT,O,O,O,O,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,O,O,X,X,X,X,X
SLJOTIZ,X,X,X,O,X,X,X,X,X
SLJOTZI,X,X,X,O,X,X,X,X,X
SLJOITZ,X,X,X,O,X,X,X,X,X
SLJOIZT,O,O,O,O,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X
SLJOZIT,O,X,O,O,X,X,X,X,X
SLZTIJO,O,X,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,X,X,X,O
SLZTJIO,O,X,O,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,X,X,X,O
SLZTOJI,O,X,X,X,X,X,X,X,O
SLZITJO,O,X,O,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,X,X,O
SLZIJTO,O,O,O,X,X,X,X,X,X
SLZIJOT,O,O,O,O,O,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X,X,X
SLZIOJT,O,X,O,O,O,X,X,X,X
SLZJTIO,O,X,O,X,X,X,X,X,X
SLZJTOI,O,X,X,X,X,X,X,X,X
SLZJITO,O,O,O,X,X,X,X,X,X
SLZJIOT,O,O,O,O,O,O,X,X,X
SLZJOTI,O,X,X,X,X,O,X,X,X
SLZJOIT,O,X,O,O,O,O,X,X,X
SLZOTIJ,O,X,O,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,X
SLZOITJ,O,X,O,X,X,X,X,X,X
SLZOIJT,O,X,O,O,O,X,X,X,X
SLZOJTI,O,X,O,X,X,O,X,X,X
SLZOJIT,O,X,O,O,O,O,X,X,X
SLOTIJZ,X,O,O,O,X,X,X,X,X
SLOTIZJ,X,X,X,O,O,X,X,X,X
SLOTJIZ,X,O,O,O,X,X,X,X,X
SLOTJZI,X,X,O,O,X,X,X,X,X
SLOTZIJ,X,X,O,O,O,X,X,X,X
SLOTZJI,X,X,O,O,O,X,X,X,X
SLOITJZ,X,O,O,O,X,X,X,X,X
SLOITZJ,X,X,X,X,O,X,X,X,X
SLOIJTZ,X,O,O,O,X,X,X,X,X
SLOIJZT,O,O,O,O,X,X,X,X,X
SLOIZTJ,O,X,O,X,X,X,X,X,X
SLOIZJT,O,O,O,O,O,X,X,X,X
SLOJTIZ,X,O,O,O,X,X,X,X,X
SLOJTZI,X,X,O,O,X,X,X,X,X
SLOJITZ,X,O,O,O,X,X,X,X,X
SLOJIZT,O,O,O,O,X,X,X,X,X
SLOJZTI,O,X,O,X,X,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X,X,X
SLOZTIJ,O,X,O,X,X,X,X,X,X
SLOZTJI,O,X,O,X,X,X,X,X,X
SLOZITJ,O,X,O,X,X,X,X,X,X
SLOZIJT,O,O,O,O,O,X,X,X,X
SLOZJTI,O,X,O,X,X,O,X,X,X
SLOZJIT,O,O,O,O,O,O,X,X,X
SJTILZO,O,O,O,O,X,X,X,X,X
SJTILOZ,O,O,O,O,X,X,X,X,X
SJTIZLO,O,O,O,O,X,X,X,X,X
SJTIZOL,O,X,O,O,X,X,X,X,O
SJTIOLZ,O,O,X,O,X,X,X,X,O
SJTIOZL,O,X,X,O,X,X,X,X,O
SJTLIZO,O,O,O,O,X,X,X,X,X
SJTLIOZ,O,O,O,O,X,X,X,X,X
SJTLZIO,O,O,O,O,X,X,X,X,X
SJTLZOI,O,X,O,O,X,X,X,X,X
SJTLOIZ,O,O,O,O,X,X,X,X,X
SJTLOZI,O,X,O,O,X,X,X,X,X
SJTZILO,O,O,O,O,X,X,X,X,X
SJTZIOL,O,X,O,O,X,X,X,X,O
SJTZLIO,O,O,O,O,X,X,X,X,X
SJTZLOI,O,X,O,O,X,X,X,X,X
SJTZOIL,O,X,O,O,X,X,X,X,O
SJTZOLI,O,X,O,O,X,X,X,X,O
SJTOILZ,O,O,X,O,X,X,X,X,O
SJTOIZL,O,X,X,O,X,X,X,X,O
SJTOLIZ,O,O,O,O,X,X,X,X,O
SJTOLZI,O,X,O,O,X,X,X,X,O
SJTOZIL,O,X,O,O,X,X,X,X,O
SJTOZLI,O,X,O,O,X,X,X,X,O
SJITLZO,O,O,O,O,X,X,X,X,X
SJITLOZ,O,O,O,O,X,X,X,X,X
SJITZLO,O,O,O,O,X,X,X,X,X
SJITZOL,O,X,O,O,X,X,X,X,O
SJITOLZ,O,O,X,O,X,X,X,X,O
SJITOZL,O,X,X,O,X,X,X,X,O
SJILTZO,O,O,O,X,X,X,O,O,X
SJILTOZ,X,O,X,O,X,X,O,O,X
SJILZTO,O,O,O,X,X,X,O,O,X
SJILZOT,O,O,O,O,X,X,X,X,X
SJILOTZ,X,X,X,O,X,X,O,X,X
SJILOZT,O,O,O,O,X,X,X,X,X
SJIZTLO,O,O,O,X,X,X,X,X,X
SJIZTOL,O,X,X,X,X,X,X,X,O
SJIZLTO,O,O,O,X,X,X,X,X,X
SJIZLOT,O,O,O,O,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X,X,X
SJIZOLT,O,X,O,O,X,X,X,X,X
SJIOTLZ,X,O,X,O,X,X,X,X,X
SJIOTZL,X,X,X,O,X,X,X,X,X
SJIOLTZ,X,X,X,O,X,X,X,X,X
SJIOLZT,O,O,X,O,X,X,X,X,X
SJIOZTL,O,X,X,X,X,X,X,X,X
SJIOZLT,O,X,X,O,X,X,X,X,X
SJLTIZO,O,O,O,O,X,X,X,X,X
SJLTIOZ,O,O,O,O,X,X,X,X,X
SJLTZIO,O,O,O,O,X,X,X,X,X
SJLTZOI,O,X,O,O,X,X,X,X,X
SJLTOIZ,O,O,O,O,X,X,X,X,X
SJLTOZI,O,X,O,O,X,X,X,X,X
SJLITZO,O,O,O,X,X,X,O,O,X
SJLITOZ,X,O,X,O,X,X,O,O,X
SJLIZTO,O,O,O,X,X,X,O,O,X
SJLIZOT,O,O,O,O,X,X,X,X,X
SJLIOTZ,X,X,X,O,X,X,O,X,X
SJLIOZT,O,O,O,O,X,X,X,X,X
SJLZTIO,O,X,O,X,X,X,X,X,X
SJLZTOI,O,X,X,X,X,X,X,X,X
SJLZITO,O,O,O,X,X,X,X,X,X
SJLZIOT,O,O,O,O,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,X,O,O,X,X,X,X,X
SJLOTIZ,X,X,X,O,X,X,X,X,X
SJLOTZI,X,X,X,O,X,X,X,X,X
SJLOITZ,X,X,X,O,X,X,X,X,X
SJLOIZT,O,O,O,O,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X
SJLOZIT,O,X,O,O,X,X,X,X,X
SJZTILO,O,O,O,O,X,X,X,X,X
SJZTIOL,O,X,O,O,X,X,X,X,O
SJZTLIO,O,O,O,O,X,X,X,X,X
SJZTLOI,O,X,O,O,X,X,X,X,X
SJZTOIL,O,X,O,O,X,X,X,X,O
SJZTOLI,O,X,O,O,X,X,X,X,O
SJZITLO,O,O,O,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,X,X,X,O
SJZILTO,O,O,O,X,X,X,X,X,X
SJZILOT,O,O,O,O,X,X,X,X,X
SJZIOTL,O,X,X,X,X,X,X,X,X
SJZIOLT,O,X,O,O,X,X,X,X,X
SJZLTIO,O,X,O,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X,X,X
SJZLITO,O,O,O,X,X,X,X,X,X
SJZLIOT,O,O,O,O,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X,X,X,X
SJZLOIT,O,X,O,O,X,X,X,X,X
SJZOTIL,O,X,X,O,X,X,X,X,X
SJZOTLI,O,X,X,O,X,X,X,X,X
SJZOITL,O,X,X,X,X,X,X,X,X
SJZOILT,O,X,O,O,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X,X,X,X
SJZOLIT,O,X,O,O,X,X,X,X,X
SJOTILZ,O,O,X,O,X,X,X,X,X
SJOTIZL,O,X,X,O,X,X,X,X,X
SJOTLIZ,O,O,O,O,X,X,X,X,X
SJOTLZI,O,X,O,O,X,X,X,X,X
SJOTZIL,O,X,O,O,X,X,X,X,X
SJOTZLI,O,X,O,O,X,X,X,X,X
SJOITLZ,X,O,X,O,X,X,X,X,X
SJOITZL,X,X,X,O,X,X,X,X,X
SJOILTZ,X,X,X,O,X,X,X,X,X
SJOILZT,O,O,X,O,X,X,X,X,X
SJOIZTL,O,X,X,X,X,X,X,X,X
SJOIZLT,O,X,X,O,X,X,X,X,X
SJOLTIZ,X,X,X,O,X,X,X,X,X
SJOLTZI,X,X,X,O,X,X,X,X,X
SJOLITZ,X,X,X,O,X,X,X,X,X
SJOLIZT,O,O,O,O,X,X,X,X,X
SJOLZTI,O,X,X,X,X,X,X,X,X
SJOLZIT,O,X,O,O,X,X,X,X,X
SJOZTIL,O,X,X,O,X,X,X,X,X
SJOZTLI,O,X,X,O,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,X,X
SJOZILT,O,X,O,O,X,X,X,X,X
SJOZLTI,O,X,X,X,X,X,X,X,X
SJOZLIT,O,X,O,O,X,X,X,X,X
SZTILJO,O,O,O,O,X,X,X,X,X
SZTILOJ,O,X,O,O,X,X,X,X,O
SZTIJLO,O,O,O,O,X,X,X,X,X
SZTIJOL,O,X,O,O,X,X,X,X,O
SZTIOLJ,O,X,X,O,X,X,X,X,O
SZTIOJL,O,X,O,O,X,X,X,X,O
SZTLIJO,O,O,O,O,X,X,X,X,X
SZTLIOJ,O,X,O,O,X,X,X,X,O
SZTLJIO,O,O,O,O,X,O,X,X,X
SZTLJOI,O,X,O,O,X,O,X,X,X
SZTLOIJ,O,X,O,O,X,X,X,X,O
SZTLOJI,O,X,O,O,X,O,X,X,O
SZTJILO,O,O,O,O,X,O,X,X,X
SZTJIOL,O,X,O,O,X,O,X,X,O
SZTJLIO,O,O,O,O,X,O,X,X,X
SZTJLOI,O,X,O,O,X,O,X,X,X
SZTJOIL,O,X,O,O,X,O,X,X,O
SZTJOLI,O,X,O,O,X,O,X,X,O
SZTOILJ,O,X,X,O,X,X,X,X,O
SZTOIJL,O,X,O,O,X,X,X,X,O
SZTOLIJ,O,X,O,O,X,X,X,X,O
SZTOLJI,O,X,O,O,X,O,X,X,O
SZTOJIL,O,X,O,O,X,O,X,X,O
SZTOJLI,O,X,O,O,X,O,X,X,O
SZITLJO,O,O,X,X,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X,X,X,O
SZITJLO,O,O,O,X,X,X,X,X,X
SZITJOL,O,X,X,X,X,X,X,X,O
SZITOLJ,O,X,X,X,X,X,X,X,O
SZITOJL,O,X,X,X,X,X,X,X,O
SZILTJO,O,X,O,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,X,X,O
SZILJTO,O,O,O,X,X,X,X,X,X
SZILJOT,O,O,O,O,O,X,X,X,X
SZILOTJ,O,X,X,X,X,X,X,X,X
SZILOJT,O,X,O,O,O,X,X,X,X
SZIJTLO,O,O,O,X,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X,X,X,O
SZIJLTO,O,O,O,X,X,X,X,X,X
SZIJLOT,O,O,O,O,O,X,X,X,X
SZIJOTL,O,X,X,X,X,X,X,X,X
SZIJOLT,O,X,O,O,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,X,X,O
SZIOTJL,O,X,O,X,X,X,X,X,O
SZIOLTJ,O,X,X,X,X,X,X,X,X
SZIOLJT,O,X,O,O,X,X,X,X,X
SZIOJTL,O,X,O,X,X,X,X,X,X
SZIOJLT,O,X,O,O,X,X,X,X,X
SZLTIJO,O,X,O,X,X,X,X,X,X
SZLTIOJ,O,X,X,X,X,X,X,X,O
SZLTJIO,O,X,O,X,X,X,X,X,X
SZLTJOI,O,X,X,X,X,X,X,X,X
SZLTOIJ,O,X,X,X,X,X,X,X,O
SZLTOJI,O,X,X,X,X,X,X,X,O
SZLITJO,O,X,O,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X,X,X,O
SZLIJTO,O,O,O,X,X,X,X,X,X
SZLIJOT,O,O,O,O,O,X,X,X,X
SZLIOTJ,O,X,O,X,X,X,X,X,X
SZLIOJT,O,X,O,O,O,X,X,X,X
SZLJTIO,O,X,O,X,X,X,X,X,X
SZLJTOI,O,X,X,X,X,X,X,X,X
SZLJITO,O,O,O,X,X,X,X,X,X
SZLJIOT,O,O,O,O,O,O,X,X,X
SZLJOTI,O,X,X,X,X,O,X,X,X
SZLJOIT,O,X,O,O,O,O,X,X,X
SZLOTIJ,O,X,O,X,X,X,X,X,X
SZLOTJI,O,X,O,X,X,X,X,X,X
SZLOITJ,O,X,O,X,X,X,X,X,X
SZLOIJT,O,X,O,O,O,X,X,X,X
SZLOJTI,O,X,O,X,X,O,X,X,X
SZLOJIT,O,X,O,O,O,O,X,X,X
SZJTILO,O,O,O,O,X,O,X,X,X
SZJTIOL,O,X,O,O,X,O,X,X,O
SZJTLIO,O,O,O,O,X,O,X,X,X
SZJTLOI,O,X,O,O,X,O,X,X,X
SZJTOIL,O,X,O,O,X,O,X,X,O
SZJTOLI,O,X,O,O,X,O,X,X,O
SZJITLO,O,O,O,X,X,O,X,X,X
SZJITOL,O,X,X,X,X,O,X,X,O
SZJILTO,O,O,O,X,X,X,X,X,X
SZJILOT,O,O,O,O,O,O,X,X,X
SZJIOTL,O,X,X,X,X,O,X,X,X
SZJIOLT,O,X,O,O,X,O,X,X,X
SZJLTIO,O,X,O,X,X,X,X,X,X
SZJLTOI,O,X,X,X,X,X,X,X,X
SZJLITO,O,O,O,X,X,X,X,X,X
SZJLIOT,O,O,O,O,O,O,X,X,X
SZJLOTI,O,X,X,X,X,O,X,X,X
SZJLOIT,O,X,O,O,O,O,X,X,X
SZJOTIL,O,X,X,O,X,O,X,X,X
SZJOTLI,O,X,X,O,X,O,X,X,X
SZJOITL,O,X,X,X,X,O,X,X,X
SZJOILT,O,X,O,O,X,O,X,X,X
SZJOLTI,O,X,X,X,X,O,X,X,X
SZJOLIT,O,X,O,O,X,O,X,X,X
SZOTILJ,O,X,X,O,X,X,X,X,O
SZOTIJL,O,X,O,O,X,X,X,X,O
SZOTLIJ,O,X,O,O,X,X,X,X,O
SZOTLJI,O,X,O,O,X,O,X,X,O
SZOTJIL,O,X,O,O,X,O,X,X,O
SZOTJLI,O,X,O,O,X,O,X,X,O
SZOITLJ,O,X,X,X,X,X,X,X,O
SZOITJL,O,X,O,X,X,X,X,X,O
SZOILTJ,O,X,O,X,X,X,X,X,X
SZOILJT,O,X,O,O,X,X,X,X,X
SZOIJTL,O,X,O,X,X,X,X,X,X
SZOIJLT,O,X,O,O,X,X,X,X,X
SZOLTIJ,O,X,O,X,X,X,X,X,X
SZOLTJI,O,X,O,X,X,X,X,X,X
SZOLITJ,O,X,O,X,X,X,X,X,X
SZOLIJT,O,X,O,O,X,X,X,X,X
SZOLJTI,O,X,O,X,X,O,X,X,X
SZOLJIT,O,X,O,O,X,O,X,X,X
SZOJTIL,O,X,O,O,X,O,X,X,X
SZOJTLI,O,X,O,O,X,O,X,X,X
SZOJITL,O,X,O,X,X,O,X,X,X
SZOJILT,O,X,O,O,X,O,X,X,X
SZOJLTI,O,X,O,X,X,O,X,X,X
SZOJLIT,O,X,O,O,X,O,X,X,X
SOTILJZ,O,O,O,O,X,X,X,X,O
SOTILZJ,O,O,O,O,X,X,X,X,O
SOTIJLZ,O,O,O,O,X,X,X,X,O
SOTIJZL,O,O,O,O,X,X,X,X,O
SOTIZLJ,O,O,O,O,X,X,X,X,O
SOTIZJL,O,O,O,O,X,X,X,X,O
SOTLIJZ,O,O,O,O,X,X,X,X,O
SOTLIZJ,O,O,O,O,X,X,X,X,O
SOTLJIZ,O,O,O,O,X,X,X,X,O
SOTLJZI,O,O,O,O,X,X,X,X,O
SOTLZIJ,O,O,O,O,X,X,X,X,O
SOTLZJI,O,O,O,O,X,O,X,X,O
SOTJILZ,O,O,O,O,X,X,X,X,O
SOTJIZL,O,O,O,O,X,X,X,X,O
SOTJLIZ,O,O,O,O,X,X,X,X,O
SOTJLZI,O,O,O,O,X,X,X,X,O
SOTJZIL,O,O,O,O,X,X,X,X,O
SOTJZLI,O,O,O,O,X,X,X,X,O
SOTZILJ,O,O,O,O,X,X,X,X,O
SOTZIJL,O,O,O,O,X,X,X,X,O
SOTZLIJ,O,O,O,O,X,X,X,X,O
SOTZLJI,O,O,O,O,X,O,X,X,O
SOTZJIL,O,O,O,O,X,O,X,X,O
SOTZJLI,O,O,O,O,X,O,X,X,O
SOITLJZ,X,O,O,O,X,X,X,X,O
SOITLZJ,X,O,O,O,X,X,X,X,O
SOITJLZ,X,O,O,O,X,X,X,X,O
SOITJZL,X,O,O,O,X,X,X,X,O
SOITZLJ,X,O,O,O,X,X,X,X,O
SOITZJL,X,O,O,O,X,X,X,X,O
SOILTJZ,X,O,O,O,X,X,X,X,X
SOILTZJ,X,O,X,X,X,X,X,X,X
SOILJTZ,X,O,O,O,X,X,X,X,X
SOILJZT,O,O,O,O,X,X,X,X,X
SOILZTJ,O,X,O,X,X,X,X,X,X
SOILZJT,O,O,O,O,X,X,X,X,X
SOIJTLZ,X,O,O,O,X,X,X,X,X
SOIJTZL,X,O,O,O,X,X,X,X,X
SOIJLTZ,X,O,O,O,X,X,X,X,X
SOIJLZT,O,O,O,O,X,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X,X,X
SOIJZLT,O,O,O,O,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X,X,O
SOIZTJL,O,O,O,X,X,X,X,X,O
SOIZLTJ,O,X,O,X,X,X,X,X,X
SOIZLJT,O,O,O,O,X,X,X,X,X
SOIZJTL,O,O,O,X,X,X,X,X,X
SOIZJLT,O,O,O,O,X,X,X,X,X
SOLTIJZ,X,O,O,O,X,X,X,X,X
SOLTIZJ,X,O,O,O,X,X,X,X,X
SOLTJIZ,X,O,O,O,X,X,X,X,X
SOLTJZI,X,O,O,O,X,X,X,X,X
SOLTZIJ,X,O,O,O,X,X,X,X,X
SOLTZJI,X,O,O,O,X,X,X,X,X
SOLITJZ,X,O,O,O,X,X,X,X,X
SOLITZJ,X,O,X,X,X,X,X,X,X
SOLIJTZ,X,O,O,O,X,X,X,X,X
SOLIJZT,O,O,O,O,X,X,X,X,X
SOLIZTJ,O,X,O,X,X,X,X,X,X
SOLIZJT,O,O,O,O,X,X,X,X,X
SOLJTIZ,X,O,O,O,X,X,X,X,X
SOLJTZI,X,O,O,O,X,X,X,X,X
SOLJITZ,X,O,O,O,X,X,X,X,X
SOLJIZT,O,O,O,O,X,X,X,X,X
SOLJZTI,O,X,O,X,X,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X,X,X
SOLZTIJ,O,X,O,X,X,X,X,X,X
SOLZTJI,O,X,O,X,X,X,X,X,X
SOLZITJ,O,X,O,X,X,X,X,X,X
SOLZIJT,O,O,O,O,X,X,X,X,X
SOLZJTI,O,X,O,X,X,O,X,X,X
SOLZJIT,O,O,O,O,X,O,X,X,X
SOJTILZ,O,O,O,O,X,X,X,X,X
SOJTIZL,O,O,O,O,X,X,X,X,X
SOJTLIZ,O,O,O,O,X,X,X,X,X
SOJTLZI,O,O,O,O,X,X,X,X,X
SOJTZIL,O,O,O,O,X,X,X,X,X
SOJTZLI,O,O,O,O,X,X,X,X,X
SOJITLZ,X,O,O,O,X,X,X,X,X
SOJITZL,X,O,O,O,X,X,X,X,X
SOJILTZ,X,O,O,O,X,X,X,X,X
SOJILZT,O,O,O,O,X,X,X,X,X
SOJIZTL,O,O,O,X,X,X,X,X,X
SOJIZLT,O,O,O,O,X,X,X,X,X
SOJLTIZ,X,O,O,O,X,X,X,X,X
SOJLTZI,X,O,O,O,X,X,X,X,X
SOJLITZ,X,O,O,O,X,X,X,X,X
SOJLIZT,O,O,O,O,X,X,X,X,X
SOJLZTI,O,X,O,X,X,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X,X,X
SOJZTIL,O,O,O,O,X,X,X,X,X
SOJZTLI,O,O,O,O,X,X,X,X,X
SOJZITL,O,O,O,X,X,X,X,X,X
SOJZILT,O,O,O,O,X,X,X,X,X
SOJZLTI,O,X,O,X,X,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X,X,X
