sequence,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFciBFhBfsBimBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFTdBFhBUnBGrByx?BXrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB0nBCrB2x?BTrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiBTmBWwBis?B0sB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFUhBFiBXmBOsBSw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBTdBcmBVsBWw?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFlcBciBamBfsBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFVhBXiB8qB+rBTn?ByxB
LOTZJSI,X,X,O,O,X,X,X,O,O,X,X,X
LOTZSIJ,O,X,O,O,X,X,X,O,O,X,X,O
LOTZSJI,O,X,O,O,X,X,X,O,O,X,X,O
LOITJSZ,O,X,X,X,O,O,X,X,O,X,O,X
LOITJZS,O,X,O,O,X,X,X,O,O,X,X,X
LOITSJZ,O,X,X,X,O,O,X,X,X,X,X,X
LOITSZJ,O,X,X,O,O,X,X,O,O,O,O,X
LOITZJS,X,X,O,O,X,X,X,O,O,X,X,X
LOITZSJ,O,X,O,O,X,X,X,O,O,X,X,O
LOIJTSZ,O,X,X,X,O,O,O,X,O,X,O,X
LOIJTZS,O,X,O,O,X,X,O,O,O,X,X,X
LOIJSTZ,O,X,O,X,O,O,O,X,O,X,O,X
LOIJSZT,O,X,O,X,X,X,O,X,X,X,O,X
LOIJZTS,O,X,O,O,X,X,O,O,O,X,X,X
LOIJZST,O,X,X,O,X,X,O,X,X,X,O,X
LOISTJZ,O,X,X,X,O,O,X,X,X,X,X,X
LOISTZJ,O,X,O,O,O,X,X,O,O,O,O,X
LOISJTZ,O,X,X,X,X,X,X,X,O,X,O,X
LOISJZT,O,X,X,X,X,X,X,X,X,X,O,X
LOISZTJ,O,X,O,O,X,X,X,O,X,X,O,X
LOISZJT,O,O,X,O,X,X,X,X,X,X,O,X
LOIZTJS,X,X,O,O,X,X,X,O,O,X,X,X
LOIZTSJ,O,X,O,O,X,X,X,O,O,X,O,O
LOIZJTS,O,O,O,O,X,X,X,O,O,X,X,X
LOIZJST,O,O,X,O,X,X,X,X,X,X,O,X
LOIZSTJ,O,X,O,O,X,X,X,O,X,X,O,O
LOIZSJT,O,O,X,O,X,X,X,X,X,X,O,X
LOJTISZ,O,X,X,X,O,O,O,X,O,X,O,X
LOJTIZS,O,X,O,O,X,X,O,O,O,X,X,X
LOJTSIZ,O,X,X,X,O,O,O,X,O,X,O,X
LOJTSZI,O,X,X,X,O,O,O,X,O,X,O,X
LOJTZIS,O,O,O,O,X,X,O,O,O,X,X,X
LOJTZSI,O,O,O,O,X,X,O,O,O,X,X,X
LOJITSZ,O,X,X,X,O,O,O,X,O,X,O,X
LOJITZS,O,X,O,O,X,X,O,O,O,X,X,X
LOJISTZ,O,X,O,X,O,O,O,X,O,X,O,X
LOJISZT,O,X,O,X,X,X,O,X,X,X,O,X
LOJIZTS,O,X,O,O,X,X,O,O,O,X,X,X
LOJIZST,O,X,X,O,X,X,O,X,X,X,O,X
LOJSTIZ,O,X,O,X,O,O,O,X,O,X,O,X
LOJSTZI,O,X,O,X,O,O,O,X,O,X,O,X
LOJSITZ,O,X,O,X,O,O,O,X,O,X,O,X
LOJSIZT,O,X,O,X,X,X,O,X,X,X,O,X
LOJSZTI,O,X,O,X,X,X,O,X,X,X,O,X
LOJSZIT,O,X,O,X,X,X,O,X,X,X,O,X
LOJZTIS,O,O,O,O,X,X,O,O,O,X,X,X
LOJZTSI,O,O,O,O,X,X,O,O,O,X,X,X
LOJZITS,O,O,O,O,X,X,O,O,O,X,X,X
LOJZIST,O,O,X,O,X,X,O,X,X,X,O,X
LOJZSTI,O,O,X,O,X,X,O,X,X,X,O,X
LOJZSIT,O,O,X,O,X,X,O,X,X,X,O,X
LOSTIJZ,O,X,X,X,O,O,X,X,X,O,X,X
LOSTIZJ,O,X,O,O,O,X,X,O,O,O,O,X
LOSTJIZ,O,X,X,X,O,O,X,X,X,O,X,X
LOSTJZI,O,X,X,X,O,O,X,X,X,O,X,X
LOSTZIJ,O,X,O,X,O,X,X,O,O,O,O,X
LOSTZJI,O,X,O,X,O,X,X,O,O,O,O,X
LOSITJZ,O,X,X,X,O,O,X,X,X,X,X,X
LOSITZJ,O,X,O,O,O,X,X,O,O,O,O,X
LOSIJTZ,O,X,X,X,X,X,X,X,O,X,O,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X,O,X
LOSIZTJ,O,X,O,O,X,X,X,O,X,X,O,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X,O,X
LOSJTIZ,O,X,X,X,X,X,X,X,O,X,O,X
LOSJTZI,O,X,X,X,X,X,X,X,O,X,O,X
LOSJITZ,O,X,X,X,X,X,X,X,O,X,O,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X,O,X
LOSJZTI,O,X,X,X,X,X,X,X,X,X,O,X
LOSJZIT,O,X,X,X,X,X,X,X,X,X,O,X
LOSZTIJ,O,X,O,O,X,X,X,O,X,X,O,O
LOSZTJI,O,X,O,O,X,X,X,O,X,X,O,O
LOSZITJ,O,X,O,O,X,X,X,O,X,X,O,O
LOSZIJT,O,O,X,O,X,X,X,X,X,X,O,X
LOSZJTI,O,O,X,O,X,X,X,X,X,X,O,X
LOSZJIT,O,O,X,O,X,X,X,X,X,X,O,X
LOZTIJS,X,X,O,O,X,X,X,O,O,X,X,X
LOZTISJ,O,X,O,O,X,X,X,O,O,X,O,O
LOZTJIS,X,X,O,O,X,X,X,O,O,X,X,X
LOZTJSI,X,X,O,O,X,X,X,O,O,X,X,X
LOZTSIJ,O,X,O,O,X,X,X,O,O,X,X,O
LOZTSJI,O,X,O,O,X,X,X,O,O,X,X,O
LOZITJS,X,X,O,O,X,X,X,O,O,X,X,X
LOZITSJ,O,X,O,O,X,X,X,O,O,X,O,O
LOZIJTS,O,O,O,O,X,X,X,O,O,X,X,X
LOZIJST,O,O,X,O,X,X,X,X,X,X,O,X
LOZISTJ,O,X,O,O,X,X,X,O,X,X,O,O
LOZISJT,O,O,X,O,X,X,X,X,X,X,O,X
LOZJTIS,O,O,O,O,X,X,X,O,O,X,X,X
LOZJTSI,O,O,O,O,X,X,X,O,O,X,X,X
LOZJITS,O,O,O,O,X,X,X,O,O,X,X,X
LOZJIST,O,O,X,O,X,X,X,X,X,X,O,X
LOZJSTI,O,O,X,O,X,X,X,X,X,X,O,X
LOZJSIT,O,O,X,O,X,X,X,X,X,X,O,X
LOZSTIJ,O,X,O,O,X,X,X,O,X,X,O,O
LOZSTJI,O,X,O,O,X,X,X,O,X,X,O,O
LOZSITJ,O,X,O,O,X,X,X,O,X,X,O,O
LOZSIJT,O,O,X,O,X,X,X,X,X,X,O,X
LOZSJTI,O,O,X,O,X,X,X,X,X,X,O,X
LOZSJIT,O,O,X,O,X,X,X,X,X,X,O,X
JTILSZO,O,X,X,O,O,O,X,X,O,X,O,X
JTILSOZ,O,X,X,X,O,O,X,X,O,X,X,X
JTILZSO,O,X,O,O,X,O,X,X,O,X,X,O
JTILZOS,X,X,X,O,X,X,X,X,O,X,X,X
JTILOSZ,O,X,X,X,X,O,O,X,O,X,X,X
JTILOZS,O,X,X,O,X,X,O,X,O,X,X,X
JTISLZO,X,X,O,X,O,O,X,X,X,O,X,X
JTISLOZ,X,X,X,X,O,O,X,X,X,X,X,X
JTISZLO,X,X,O,X,O,O,X,X,O,O,O,X
JTISZOL,X,X,O,X,O,O,X,X,O,O,O,X
JTISOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JTISOZL,X,X,O,X,O,O,X,X,O,X,X,X
JTIZLSO,X,O,O,X,X,X,X,O,O,X,X,X
JTIZLOS,X,X,X,X,X,X,X,O,O,X,X,X
JTIZSLO,X,O,O,X,O,O,X,O,O,X,X,O
JTIZSOL,X,O,O,X,O,O,X,X,O,X,X,O
JTIZOLS,X,X,X,X,X,X,X,O,O,X,X,X
JTIZOSL,X,O,O,X,X,X,X,O,O,X,X,X
JTIOLSZ,O,X,X,X,O,X,O,X,O,X,X,X
JTIOLZS,O,X,X,O,X,X,O,X,O,X,X,X
JTIOSLZ,X,X,X,X,O,O,O,X,X,X,X,X
JTIOSZL,X,X,X,X,O,O,O,X,O,X,X,X
JTIOZLS,X,X,X,X,X,X,X,X,O,X,X,X
JTIOZSL,X,X,O,X,O,X,O,X,O,X,X,X
JTLISZO,O,X,X,O,O,O,X,X,O,X,O,X
JTLISOZ,O,X,X,X,O,O,X,X,O,X,X,X
JTLIZSO,O,O,O,O,X,O,X,O,O,X,X,O
JTLIZOS,X,O,X,O,X,X,X,O,O,X,X,X
JTLIOSZ,O,X,X,X,X,O,O,X,O,X,X,X
JTLIOZS,O,X,X,O,X,X,O,X,O,X,X,X
JTLSIZO,O,X,X,O,O,O,X,X,O,X,O,X
JTLSIOZ,O,X,X,X,O,O,X,X,O,X,X,X
JTLSZIO,O,O,X,O,O,O,X,X,O,X,O,X
JTLSZOI,O,O,X,O,O,O,X,X,O,X,O,X
JTLSOIZ,O,X,X,X,O,O,X,X,O,X,X,X
JTLSOZI,O,X,X,X,O,O,X,X,O,X,X,X
JTLZISO,O,O,O,O,X,O,X,O,O,X,X,O
JTLZIOS,X,O,X,O,X,X,X,O,O,X,X,X
JTLZSIO,O,O,O,O,X,O,X,O,O,X,X,O
JTLZSOI,O,O,O,O,X,O,X,O,O,X,X,O
JTLZOIS,O,O,X,O,X,X,X,O,O,X,X,X
JTLZOSI,O,O,X,O,X,X,X,O,O,X,X,X
JTLOISZ,O,X,X,X,X,O,O,X,O,X,X,X
JTLOIZS,O,X,X,O,X,X,O,X,O,X,X,X
JTLOSIZ,O,X,X,X,X,O,O,X,O,X,X,X
JTLOSZI,O,X,X,X,X,O,O,X,O,X,X,X
JTLOZIS,O,O,X,O,X,X,O,X,O,X,X,X
JTLOZSI,O,O,X,O,X,X,O,X,O,X,X,X
JTSILZO,X,X,O,X,O,O,X,X,X,O,X,X
JTSILOZ,X,X,X,X,O,O,X,X,X,O,X,X
JTSIZLO,X,X,O,X,O,O,X,X,O,O,O,X
JTSIZOL,X,X,O,X,O,O,X,X,O,O,O,X
JTSIOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JTSIOZL,X,X,O,X,O,O,X,X,O,X,X,X
JTSLIZO,O,X,O,X,O,O,X,X,X,O,O,X
JTSLIOZ,O,X,X,X,O,O,X,X,X,O,X,X
JTSLZIO,O,X,O,X,O,O,X,X,X,O,O,X
JTSLZOI,O,X,O,X,O,O,X,X,X,O,O,X
JTSLOIZ,O,X,X,X,O,O,X,X,X,O,X,X
JTSLOZI,O,X,X,X,O,O,X,X,X,O,X,X
JTSZILO,X,O,O,X,O,O,X,X,O,O,O,X
JTSZIOL,X,O,O,X,O,O,X,X,O,O,O,X
JTSZLIO,X,O,O,X,O,O,X,X,O,O,O,X
JTSZLOI,X,O,O,X,O,O,X,X,O,O,O,X
JTSZOIL,X,O,O,X,O,O,X,X,O,O,O,X
JTSZOLI,X,O,O,X,O,O,X,X,O,O,X,X
JTSOILZ,X,X,X,X,O,O,X,X,X,X,X,X
JTSOIZL,X,X,O,X,O,O,X,X,O,X,X,X
JTSOLIZ,X,X,X,X,O,O,X,X,X,O,X,X
JTSOLZI,X,X,X,X,O,O,X,X,X,O,X,X
JTSOZIL,X,X,O,X,O,O,X,X,O,O,X,X
JTSOZLI,X,X,O,X,O,O,X,X,O,O,X,X
JTZILSO,X,O,O,X,X,X,X,O,O,X,X,X
JTZILOS,X,O,X,X,X,X,X,O,O,X,X,X
JTZISLO,X,O,O,X,O,O,X,O,O,X,X,O
JTZISOL,X,O,O,X,O,O,X,X,O,X,X,O
JTZIOLS,X,X,X,X,X,X,X,O,O,X,X,X
JTZIOSL,X,O,O,X,X,X,X,O,O,X,X,X
JTZLISO,O,O,O,X,X,X,X,O,O,X,X,X
JTZLIOS,X,O,X,X,X,X,X,O,O,X,X,X
JTZLSIO,O,O,O,X,X,X,X,O,O,X,X,X
JTZLSOI,O,O,O,X,X,X,X,O,O,X,X,X
JTZLOIS,O,O,X,X,X,X,X,O,O,X,X,X
JTZLOSI,O,O,X,X,X,X,X,O,O,X,X,X
JTZSILO,X,O,O,X,O,O,X,O,O,X,X,O
JTZSIOL,X,O,O,X,O,O,X,X,O,X,X,O
JTZSLIO,X,O,O,X,O,O,X,O,O,X,X,O
JTZSLOI,X,O,O,X,O,O,X,O,O,X,X,O
JTZSOIL,X,O,O,X,O,O,X,X,O,X,X,O
JTZSOLI,X,O,O,X,O,O,X,X,O,X,X,O
JTZOILS,X,X,X,X,X,X,X,O,O,X,X,X
JTZOISL,X,O,O,X,X,X,X,O,O,X,X,X
JTZOLIS,X,X,X,X,X,X,X,O,O,X,X,X
JTZOLSI,X,X,X,X,X,X,X,O,O,X,X,X
JTZOSIL,X,O,O,X,X,X,X,O,O,X,X,X
JTZOSLI,X,O,O,X,X,X,X,O,O,X,X,X
JTOILSZ,O,X,X,X,O,X,O,X,O,X,X,X
JTOILZS,O,X,X,O,X,X,O,X,O,X,X,X
JTOISLZ,X,X,X,X,O,O,O,X,X,X,X,X
JTOISZL,X,X,X,X,O,O,O,X,O,X,X,X
JTOIZLS,X,X,X,X,X,X,X,X,O,X,X,X
JTOIZSL,X,X,O,X,O,X,O,X,O,X,X,X
JTOLISZ,O,X,X,X,O,X,O,X,O,X,X,X
JTOLIZS,O,X,X,O,X,X,O,X,O,X,X,X
JTOLSIZ,O,X,X,X,O,X,O,X,O,X,X,X
JTOLSZI,O,X,X,X,O,X,O,X,O,X,X,X
JTOLZIS,O,X,X,X,X,X,O,X,O,X,X,X
JTOLZSI,O,X,X,X,X,X,O,X,O,X,X,X
JTOSILZ,X,X,X,X,O,O,O,X,X,X,X,X
JTOSIZL,X,X,X,X,O,O,O,X,O,X,X,X
JTOSLIZ,X,X,X,X,O,O,O,X,X,X,X,X
JTOSLZI,X,X,X,X,O,O,O,X,X,X,X,X
JTOSZIL,X,X,X,X,O,O,O,X,O,X,X,X
JTOSZLI,X,X,X,X,O,O,O,X,O,X,X,X
JTOZILS,X,X,X,X,X,X,X,X,O,X,X,X
JTOZISL,X,O,O,X,O,X,O,X,O,X,X,X
JTOZLIS,X,X,X,X,X,X,X,X,O,X,X,X
JTOZLSI,X,X,X,X,X,X,X,X,O,X,X,X
JTOZSIL,X,O,O,X,O,X,O,X,O,X,X,X
JTOZSLI,X,O,O,X,O,X,O,X,O,X,X,X
JITLSZO,O,X,X,O,O,O,X,X,O,X,O,X
JITLSOZ,O,X,X,X,O,O,X,X,O,X,X,X
JITLZSO,O,X,O,O,X,O,X,X,O,X,X,O
JITLZOS,X,X,X,O,X,X,X,X,O,X,X,X
JITLOSZ,O,X,X,X,X,O,O,X,O,X,X,X
JITLOZS,O,X,X,O,X,X,O,X,O,X,X,X
JITSLZO,X,X,O,X,O,O,X,X,X,O,X,X
JITSLOZ,X,X,X,X,O,O,X,X,X,X,X,X
JITSZLO,X,X,O,X,O,O,X,X,O,O,O,X
JITSZOL,X,X,O,X,O,O,X,X,O,O,O,X
JITSOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JITSOZL,X,X,O,X,O,O,X,X,O,X,X,X
JITZLSO,X,O,O,X,X,X,X,O,O,X,X,X
JITZLOS,X,X,X,X,X,X,X,O,O,X,X,X
JITZSLO,X,O,O,X,O,O,X,O,O,X,X,O
JITZSOL,X,O,O,X,O,O,X,X,O,X,X,O
JITZOLS,X,X,X,X,X,X,X,O,O,X,X,X
JITZOSL,X,O,O,X,X,X,X,O,O,X,X,X
JITOLSZ,O,X,X,X,O,X,O,X,O,X,X,X
JITOLZS,O,X,X,O,X,X,O,X,O,X,X,X
JITOSLZ,X,X,X,X,O,O,O,X,X,X,X,X
JITOSZL,X,X,X,X,O,O,O,X,O,X,X,X
JITOZLS,X,X,X,X,X,X,X,X,O,X,X,X
JITOZSL,X,X,O,X,O,X,O,X,O,X,X,X
JILTSZO,O,X,X,O,O,O,X,X,O,O,O,X
JILTSOZ,O,X,X,X,O,O,X,X,O,X,X,X
JILTZSO,O,O,O,O,X,O,X,O,O,X,X,O
JILTZOS,X,O,X,O,X,X,X,O,O,X,X,X
JILTOSZ,O,X,X,X,X,O,O,X,O,X,X,X
JILTOZS,O,X,X,O,X,X,O,X,O,X,X,X
JILSTZO,O,X,O,O,O,O,X,X,O,O,O,X
JILSTOZ,O,X,X,X,O,O,X,X,O,X,X,X
JILSZTO,O,O,O,O,X,O,X,X,X,X,O,X
JILSZOT,X,O,X,O,X,X,X,X,X,X,O,X
JILSOTZ,O,X,X,X,X,O,O,X,O,X,X,X
JILSOZT,X,X,X,X,X,X,O,X,X,X,O,X
JILZTSO,O,O,O,O,X,O,X,O,O,X,X,O
JILZTOS,X,O,X,O,X,X,X,O,O,X,X,X
JILZSTO,O,O,X,O,X,O,X,X,X,X,O,O
JILZSOT,X,O,X,O,X,X,X,X,X,X,O,X
JILZOTS,X,O,X,O,X,X,O,X,O,X,X,X
JILZOST,X,O,X,O,X,X,O,X,X,X,X,X
JILOTSZ,O,X,X,X,O,O,O,X,O,X,O,X
JILOTZS,O,X,X,O,X,X,O,X,O,X,X,X
JILOSTZ,O,X,X,X,O,O,O,X,O,X,O,X
JILOSZT,O,X,X,X,X,X,O,X,X,X,O,X
JILOZTS,O,X,X,O,X,X,O,X,O,X,X,X
JILOZST,O,X,X,O,X,X,O,X,X,X,O,X
JISTLZO,X,X,O,X,O,O,X,X,X,O,X,X
JISTLOZ,X,X,X,X,O,O,X,X,X,X,X,X
JISTZLO,X,X,O,X,O,O,X,X,O,O,O,X
JISTZOL,X,X,O,X,O,O,X,X,O,O,O,X
JISTOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JISTOZL,X,X,O,X,O,O,X,X,O,X,X,X
JISLTZO,O,X,O,O,O,O,X,X,O,X,O,X
JISLTOZ,O,X,X,X,O,O,X,X,O,X,X,X
JISLZTO,O,O,O,O,X,O,X,X,X,X,O,X
JISLZOT,X,O,X,O,X,X,X,X,X,X,O,X
JISLOTZ,O,X,X,X,X,O,O,X,O,X,X,X
JISLOZT,X,X,X,X,X,X,O,X,X,X,O,X
JISZTLO,X,O,O,X,O,O,X,X,X,X,O,X
JISZTOL,X,O,O,X,O,O,X,X,X,X,O,X
JISZLTO,X,O,O,X,X,X,X,X,X,X,O,X
JISZLOT,X,O,X,X,X,X,X,X,X,X,O,X
JISZOTL,X,O,O,X,X,X,X,X,X,X,O,X
JISZOLT,X,O,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,O,O,O,X,X,X,X,X
JISOTZL,X,X,O,X,O,O,O,X,O,X,X,X
JISOLTZ,O,X,X,X,O,X,O,X,O,X,X,X
JISOLZT,O,X,X,X,X,X,O,X,X,X,X,X
JISOZTL,X,X,O,X,O,X,O,X,X,X,O,X
JISOZLT,X,X,X,X,X,X,O,X,X,X,X,X
JIZTLSO,X,O,O,X,X,X,X,O,O,X,X,X
JIZTLOS,X,O,X,X,X,X,X,O,O,X,X,X
JIZTSLO,X,O,O,X,O,O,X,O,O,X,O,O
JIZTSOL,X,O,O,X,O,O,X,X,O,X,X,O
JIZTOLS,X,X,X,X,X,X,X,O,O,X,X,X
JIZTOSL,X,O,O,X,X,X,X,O,O,X,X,X
JIZLTSO,O,O,O,O,X,O,X,O,O,X,X,O
JIZLTOS,X,O,X,O,X,X,X,O,O,X,X,X
JIZLSTO,O,O,X,O,X,O,X,X,X,X,O,O
JIZLSOT,X,O,X,O,X,X,X,X,X,X,O,X
JIZLOTS,X,O,X,O,X,X,O,X,O,X,X,X
JIZLOST,X,O,X,O,X,X,O,X,X,X,X,X
JIZSTLO,X,O,O,X,O,O,X,X,X,X,O,O
JIZSTOL,X,O,O,X,O,O,X,X,X,X,O,O
JIZSLTO,X,O,O,X,X,X,X,X,X,X,O,O
JIZSLOT,X,O,X,X,X,X,X,X,X,X,X,X
JIZSOTL,X,O,O,X,X,X,X,X,X,X,O,X
JIZSOLT,X,O,X,X,X,X,X,X,X,X,X,X
JIZOTLS,X,X,O,X,X,X,X,X,O,X,X,X
JIZOTSL,X,O,O,X,O,X,O,X,O,X,O,X
JIZOLTS,O,O,O,X,X,X,O,X,O,X,X,X
JIZOLST,O,O,X,X,X,X,O,X,X,X,X,X
JIZOSTL,X,O,O,X,O,X,O,X,X,X,O,X
JIZOSLT,X,O,X,X,X,X,O,X,X,X,X,X
JIOTLSZ,O,X,X,X,O,X,O,X,O,X,O,X
JIOTLZS,O,X,O,O,X,X,O,X,O,X,X,X
JIOTSLZ,X,X,O,X,O,O,O,X,X,X,X,X
JIOTSZL,X,X,O,X,O,O,O,X,O,X,O,X
JIOTZLS,X,X,O,X,X,X,X,O,O,X,X,X
JIOTZSL,X,X,O,X,O,X,O,O,O,X,X,X
JIOLTSZ,O,X,X,X,O,O,O,X,O,X,O,X
JIOLTZS,O,X,O,O,X,X,O,O,O,X,X,X
JIOLSTZ,O,X,O,X,O,O,O,X,O,X,O,X
JIOLSZT,O,X,O,X,X,X,O,X,X,X,O,X
JIOLZTS,O,X,O,O,X,X,O,O,O,X,X,X
JIOLZST,O,X,X,O,X,X,O,X,X,X,O,X
JIOSTLZ,X,X,O,X,O,O,O,X,X,X,X,X
JIOSTZL,X,X,O,X,O,O,O,X,O,X,O,X
JIOSLTZ,O,X,O,X,O,X,O,X,O,X,O,X
JIOSLZT,O,X,O,X,X,X,O,X,X,X,O,X
JIOSZTL,X,X,O,X,O,X,O,X,X,X,O,X
JIOSZLT,X,X,O,X,X,X,O,X,X,X,O,X
JIOZTLS,X,X,O,X,X,X,X,O,O,X,X,X
JIOZTSL,X,X,O,X,O,X,O,O,O,X,O,X
JIOZLTS,O,X,O,X,X,X,O,O,O,X,X,X
JIOZLST,O,X,X,X,X,X,O,X,X,X,O,X
JIOZSTL,X,X,O,X,O,X,O,X,X,X,O,X
JIOZSLT,X,X,O,X,X,X,O,X,X,X,O,X
JLTISZO,O,X,X,O,O,O,X,X,O,O,O,X
JLTISOZ,O,X,X,X,O,O,X,X,O,X,X,X
JLTIZSO,O,O,O,O,X,O,X,O,O,X,X,O
JLTIZOS,X,O,X,O,X,X,X,O,O,X,X,X
JLTIOSZ,O,X,X,X,X,O,O,X,O,X,X,X
JLTIOZS,O,X,X,O,X,X,O,X,O,X,X,X
JLTSIZO,O,X,X,O,O,O,X,X,O,O,O,X
JLTSIOZ,O,X,X,X,O,O,X,X,O,O,X,X
JLTSZIO,O,O,X,O,O,O,X,X,O,O,O,X
JLTSZOI,O,O,X,O,O,O,X,X,O,O,O,X
JLTSOIZ,O,X,X,X,O,O,X,X,O,O,X,X
JLTSOZI,O,X,X,X,O,O,X,X,O,O,X,X
JLTZISO,O,O,O,O,X,O,X,O,O,X,X,O
JLTZIOS,X,O,X,O,X,X,X,O,O,X,X,X
JLTZSIO,O,O,O,O,X,O,X,O,O,X,X,O
JLTZSOI,O,O,O,O,X,O,X,O,O,X,X,O
JLTZOIS,O,O,X,O,X,X,X,O,O,X,X,X
JLTZOSI,O,O,X,O,X,X,X,O,O,X,X,X
JLTOISZ,O,X,X,X,X,O,O,X,O,X,X,X
JLTOIZS,O,X,X,O,X,X,O,X,O,X,X,X
JLTOSIZ,O,X,X,X,X,O,O,X,O,X,X,X
JLTOSZI,O,X,X,X,X,O,O,X,O,X,X,X
JLTOZIS,O,O,X,O,X,X,O,X,O,X,X,X
JLTOZSI,O,O,X,O,X,X,O,X,O,X,X,X
JLITSZO,O,X,X,O,O,O,X,X,O,O,O,X
JLITSOZ,O,X,X,X,O,O,X,X,O,X,X,X
JLITZSO,O,O,O,O,X,O,X,O,O,X,X,O
JLITZOS,X,O,X,O,X,X,X,O,O,X,X,X
JLITOSZ,O,X,X,X,X,O,O,X,O,X,X,X
JLITOZS,O,X,X,O,X,X,O,X,O,X,X,X
JLISTZO,O,X,O,O,O,O,X,X,O,O,O,X
JLISTOZ,O,X,X,X,O,O,X,X,O,X,X,X
JLISZTO,O,O,O,O,X,O,X,X,X,X,O,X
JLISZOT,X,O,X,O,X,X,X,X,X,X,O,X
JLISOTZ,O,X,X,X,X,O,O,X,O,X,X,X
JLISOZT,X,X,X,X,X,X,O,X,X,X,O,X
JLIZTSO,O,O,O,O,X,O,X,O,O,X,X,O
JLIZTOS,X,O,X,O,X,X,X,O,O,X,X,X
JLIZSTO,O,O,X,O,X,O,X,X,X,X,O,O
JLIZSOT,X,O,X,O,X,X,X,X,X,X,O,X
JLIZOTS,X,O,X,O,X,X,O,X,O,X,X,X
JLIZOST,X,O,X,O,X,X,O,X,X,X,X,X
JLIOTSZ,O,X,X,X,O,O,O,X,O,X,O,X
JLIOTZS,O,X,X,O,X,X,O,X,O,X,X,X
JLIOSTZ,O,X,X,X,O,O,O,X,O,X,O,X
JLIOSZT,O,X,X,X,X,X,O,X,X,X,O,X
JLIOZTS,O,X,X,O,X,X,O,X,O,X,X,X
JLIOZST,O,X,X,O,X,X,O,X,X,X,O,X
JLSTIZO,O,X,O,O,O,O,X,X,O,O,O,X
JLSTIOZ,O,X,X,X,O,O,X,X,O,O,X,X
JLSTZIO,O,O,O,O,O,O,X,X,O,O,O,X
JLSTZOI,O,O,O,O,O,O,X,X,O,O,O,X
JLSTOIZ,O,X,X,X,O,O,X,X,O,O,X,X
JLSTOZI,O,X,X,X,O,O,X,X,O,O,X,X
JLSITZO,O,X,O,O,O,O,X,X,O,O,O,X
JLSITOZ,O,X,X,X,O,O,X,X,O,X,X,X
JLSIZTO,O,O,O,O,X,O,X,X,X,X,O,X
JLSIZOT,X,O,X,O,X,X,X,X,X,X,O,X
JLSIOTZ,O,X,X,X,X,O,O,X,O,X,X,X
JLSIOZT,X,X,X,X,X,X,O,X,X,X,O,X
JLSZTIO,O,O,O,O,X,O,X,X,X,X,O,O
JLSZTOI,O,O,O,O,X,O,X,X,X,X,O,O
JLSZITO,O,O,O,O,X,O,X,X,X,X,O,O
JLSZIOT,X,O,X,O,X,X,X,X,X,X,O,X
JLSZOTI,X,O,X,O,X,X,X,X,X,X,O,X
JLSZOIT,X,O,X,O,X,X,X,X,X,X,O,X
JLSOTIZ,O,X,X,X,X,O,O,X,O,X,X,X
JLSOTZI,O,X,X,X,X,O,O,X,O,X,X,X
JLSOITZ,O,X,X,X,X,O,O,X,O,X,X,X
JLSOIZT,X,X,X,X,X,X,O,X,X,X,O,X
JLSOZTI,X,X,X,X,X,X,O,X,X,X,O,X
JLSOZIT,X,X,X,X,X,X,O,X,X,X,O,X
JLZTISO,O,O,O,O,X,O,X,O,O,X,X,O
JLZTIOS,X,O,X,O,X,X,X,O,O,X,X,X
JLZTSIO,O,O,O,O,X,O,X,O,O,X,X,O
JLZTSOI,O,O,O,O,X,O,X,O,O,X,X,O
JLZTOIS,O,O,X,O,X,X,X,O,O,X,X,X
JLZTOSI,O,O,X,O,X,X,X,O,O,X,X,X
JLZITSO,O,O,O,O,X,O,X,O,O,X,X,O
JLZITOS,X,O,X,O,X,X,X,O,O,X,X,X
JLZISTO,O,O,X,O,X,O,X,X,X,X,O,O
