sequence,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeX8IvhFxdBcmB6nBT?jBdsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jex8IvhF6jB3hBziBN?sBUmBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFeiBfjB6jBc?sB5mBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Je08IvhFxdBamB9nBT?jBfsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFWiBxdBTjBc?sBCrB3rB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhF5hB0dB6jB2?nBzqBXsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez8IvhFGeBUjBxmBC?rBXsBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFRdB+jB3iBq?rBUnBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Je08IvhFxdB9nBTjBK?rBfsBuqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFXeBSoBUnB5?mBzqBOsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFfiB8iB+jBS?rBTnBRwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFXdBTeBWoBU?nBSrBRwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jex8IvhFXeBUhBSoBN?sBurBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhF6jBXiB8nB5?mBOsBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeX8IvhFTeBcmBxnB6?nBdsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFTeBCiBxnB3?mBcsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFRdB+jBUiBq?rB3nBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez8IvhFGeB8qBqrBx?nB3nBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeC9IvhFTeB8qBWsBx?sBdrBXsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeWCJvhFxdBTjB8qBC?nBXsBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFCdBxiBTjB3?mBcsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez9IvhF+jBRhBUiBC?rBXsBNrB
IZOSLJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IZOSJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IZOSJLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
IOTLJSZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTLJZS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
IOTLSJZ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
IOTLSZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
IOTLZJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
IOTLZSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
IOTJLSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
IOTJSLZ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTJSZL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
IOTJZSL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTSLJZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTSLZJ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTSJLZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTSJZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IOTSZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IOTZLSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
IOTZJLS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
IOTZJSL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
IOTZSLJ,O,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
IOTZSJL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOLTJZS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
IOLTSJZ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
IOLTSZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
IOLTZJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
IOLTZSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
IOLJTSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOLJTZS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
IOLJSTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLJSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLJZTS,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IOLJZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IOLSTJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLSJZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
IOLSZJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOLZTJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLZJTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
IOLZSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJTLSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOJTLZS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
IOJTSLZ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTSZL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
IOJTZSL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOJLTSZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOJLTZS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
IOJLSTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJLSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJLZTS,O,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
IOJLZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IOJSTLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJSTZL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSZTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOJZTLS,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X
IOJZTSL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
IOJZLTS,O,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
IOJZLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O
IOJZSTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
IOJZSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
IOSTLJZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSTLZJ,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSTJLZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSTJZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSTZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSLJZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSLZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSLZJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSJTLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSJTZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJLZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJZTL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
IOSZTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSZTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSZLJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSZJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSZJLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
IOZTLJS,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IOZTLSJ,O,X,X,O,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
IOZTJLS,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
IOZTJSL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
IOZTSLJ,O,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X
IOZTSJL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZLJTS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
IOZLSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
IOZLSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
IOZJTLS,O,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
IOZJTSL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
IOZJLTS,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
IOZJLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X
IOZJSTL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
IOZJSLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
IOZSTLJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
IOZSTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
IOZSLJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOZSJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZSJLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LTIJSZO,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIJZSO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LTIJZOS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LTIJOZS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LTISJZO,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTISJOZ,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTISZJO,O,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTISZOJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTISOJZ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LTISOZJ,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LTIZJSO,O,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTIZJOS,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LTIZSJO,O,X,X,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LTIZSOJ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTIZOJS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZOSJ,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIOJZS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIOSJZ,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LTIOSZJ,O,X,O,O,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LTIOZJS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LTIOZSJ,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LTJISZO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LTJIZOS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
LTJIOSZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LTJIOZS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LTJSIZO,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJSZIO,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJSZOI,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJSOIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJSOZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTJZISO,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X
LTJZIOS,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X
LTJZSIO,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LTJZSOI,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJZOIS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJZOSI,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LTJOISZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJOIZS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LTJOSIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJOSZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LTJOZIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTJOZSI,O,O,X,O,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
LTSIJZO,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSIZJO,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSJIZO,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSJZIO,X,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSJZOI,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSJOIZ,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSJOZI,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSZJIO,O,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LTSZJOI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSZOIJ,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTSZOJI,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTSOIJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSOJZI,X,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTSOZJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTZIJSO,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTZIJOS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
LTZISJO,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZISOJ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LTZIOJS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZIOSJ,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LTZJISO,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
LTZJIOS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
LTZJSIO,O,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LTZJSOI,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTZJOIS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTZJOSI,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LTZSIJO,O,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZSJIO,O,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LTZSJOI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTZSOIJ,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTZSOJI,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTZOJIS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTZOJSI,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
LTZOSIJ,O,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTZOSJI,O,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOISJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOISZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOIZSJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTOJISZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJSIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOJZIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOJZSI,O,O,X,O,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
LTOSIJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOSJZI,X,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOSZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LTOZIJS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOZISJ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LTOZJIS,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LTOZJSI,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LITJSZO,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
