sequence,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFxcByiB?WnBllBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhF6hBZiB?zdBllB+sBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?1mB6nBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFRiB3iB?6qBOrBlmBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?0mB6sBzqBFsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdB+mB?llB6sBZnBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdBWnB?llBxrBKsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhF3cBiiB?unBxlBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je2BJvhFRdB3iB?llBcrBTsB6qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFyiBWnB?llBxrBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFyiBWnB?llBxrB0qBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFmdBCiB?llBxrBTsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhF8hBunB?llByrBzqB3sB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhFylBRiB?UiBfsBusBzqB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFmdBCiB?llBxrBTsB0qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFzhBllB?xrBusB0qBisB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeT8IvhF1lB3iB?SrBZnBusB0qB
IOZLJST,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZLSJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJLST,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJSTL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJSLT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSTJL,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSJLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,O,O,O,X,O,O,X,X,O,X,X,X
LTIJSOZ,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LTIJZSO,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LTIJZOS,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
LTIJOSZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LTIJOZS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTISJZO,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
LTISJOZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
LTISZJO,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LTISZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LTISOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LTISOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
LTIZJSO,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
LTIZJOS,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
LTIZSJO,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LTIZSOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTIZOJS,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
LTIZOSJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X
LTIOJZS,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X
LTIOSJZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O,O
LTIOSZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O
LTIOZJS,X,X,X,X,X,O,O,X,X,O,X,O,X,X,O,X,X
LTIOZSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTJISZO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTJISOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJIZSO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJIOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTJSIOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTJSZIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTJSOIZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTJSOZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJZISO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJZSIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJZOIS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJZOSI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJOISZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LTJOSZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJOZSI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSIJZO,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTSIJOZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
LTSIZJO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTSIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTSIOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LTSIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
LTSJIZO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTSJIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTSJZIO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSJZOI,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTSJOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTSJOZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTSZJIO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZJOI,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTSZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSZOJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTSOJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTSOJZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOZJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LTZIJOS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
LTZISJO,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LTZISOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTZIOJS,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
LTZIOSJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LTZJISO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZJSIO,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZJSOI,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTZJOIS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZJOSI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZSIJO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTZSJIO,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZSJOI,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTZSOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZSOJI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZOJSI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZOSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZOSJI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
LTOIJZS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
LTOISZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LTOIZJS,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LTOJISZ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
LTOJIZS,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
LTOJSZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOJZIS,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOJZSI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOSIJZ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
LTOSIZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O
LTOSJIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
LTOSJZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
LTOSZJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LTOZJIS,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LTOZJSI,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LTOZSIJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
LTOZSJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,O,O,O,X,O,O,X,X,O,X,X,X
LITJSOZ,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LITJZSO,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LITJZOS,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
LITJOSZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LITJOZS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LITSJZO,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
LITSJOZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITSZJO,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LITSZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LITSOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
LITSOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LITZJSO,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
LITZJOS,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
LITZSJO,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LITZSOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LITZOJS,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
LITZOSJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LITOJSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,O,X
LITOJZS,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X
LITOSJZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X
LITOSZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LITOZJS,X,X,X,X,X,O,O,X,X,O,X,O,X,X,O,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJTSZO,X,X,X,X,X,O,O,O,X,O,O,X,X,O,X,X,X
LIJTSOZ,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LIJTZSO,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LIJTZOS,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
LIJTOSZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJSZTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSZOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJSOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJZTOS,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJZSTO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZSOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
LISTJOZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISTZJO,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LISTZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LISTOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJTZO,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
LISJTOZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISJZTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJZOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LISZTOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LISZJTO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X
LIZTJOS,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LIZTSJO,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIZTOJS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X
LIZJTOS,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LIZJSTO,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZJSOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJTO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X
LIOTJZS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
LIOTSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOTZJS,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOJTSZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X
LIOJTZS,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOJSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LIOSTZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOSJTZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOZJTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJTISOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJTSIOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJTSOIZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTZISO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTZSIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTZOIS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTZOSI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTOISZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTOZSI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJITSZO,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X
LJITSOZ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJITZSO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LJITZOS,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X
LJITOSZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJISTOZ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJISZTO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISZOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISOZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIZTOS,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LJIZSTO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJSTIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJSTOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
