sequence,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhF6hBZiBGeBz?iBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBqiBTeB+?mBllB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFZiBqiBTeB+?mBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFSiBTeBllBR?nBmmBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jem7IvhFRdBcjB1lBC?iBXnBzqB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeT8IvhFxdBOnBXjBl?lBcrB6qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jel7IvhFqiBTeBmhB3?hBRrB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeqCJvhFTeBRhBllB3?mBmmB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBSjB+mBz?iBllB0qB
JSLTIOZ,O,O,O,X,X,X,X,O,O
JSLTZIO,O,O,O,X,O,X,X,X,O
JSLTZOI,O,O,O,X,O,X,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,O,O
JSLTOZI,O,O,O,X,O,X,X,X,X
JSLITZO,O,O,O,X,X,X,X,X,O
JSLITOZ,O,O,O,X,X,X,X,X,O
JSLIZTO,O,X,X,X,X,O,X,X,O
JSLIZOT,O,O,X,X,X,X,X,X,O
JSLIOTZ,O,O,O,X,X,X,X,O,O
JSLIOZT,O,O,X,X,X,X,X,X,O
JSLZTIO,O,X,X,X,O,O,X,X,X
JSLZTOI,X,X,X,X,O,O,X,X,X
JSLZITO,O,X,X,X,O,O,X,X,O
JSLZIOT,O,O,X,X,O,X,X,X,O
JSLZOTI,O,X,X,X,O,X,X,X,X
JSLZOIT,O,O,X,X,O,X,X,X,X
JSLOTIZ,O,O,O,X,O,X,X,O,X
JSLOTZI,O,O,O,X,O,X,X,X,X
JSLOITZ,O,O,O,X,X,X,X,O,O
JSLOIZT,O,O,X,X,X,X,X,X,O
JSLOZTI,O,X,X,X,O,X,X,X,X
JSLOZIT,O,O,X,X,O,X,X,X,X
JSZTILO,O,X,X,X,O,O,X,X,X
JSZTIOL,O,X,X,X,O,O,X,X,X
JSZTLIO,O,X,X,X,O,O,X,X,X
JSZTLOI,O,X,X,X,O,O,X,X,X
JSZTOIL,O,X,X,X,O,O,X,X,X
JSZTOLI,O,X,X,X,O,O,X,X,X
JSZITLO,O,X,X,X,O,O,X,X,X
JSZITOL,O,X,X,X,O,O,X,X,X
JSZILTO,O,X,X,X,O,O,X,X,O
JSZILOT,O,O,X,X,O,X,X,X,O
JSZIOTL,O,X,X,X,O,O,X,X,X
JSZIOLT,O,X,X,X,O,X,X,X,X
JSZLTIO,O,X,X,X,O,O,X,X,X
JSZLTOI,X,X,X,X,O,O,X,X,X
JSZLITO,O,X,X,X,O,O,X,X,O
JSZLIOT,O,O,X,X,O,X,X,X,O
JSZLOTI,O,X,X,X,O,X,X,X,X
JSZLOIT,O,O,X,X,O,X,X,X,X
JSZOTIL,O,X,X,X,O,O,X,X,X
JSZOTLI,O,X,X,X,O,O,X,X,X
JSZOITL,O,X,X,X,O,O,X,X,X
JSZOILT,O,X,X,X,O,X,X,X,X
JSZOLTI,O,X,X,X,O,X,X,X,X
JSZOLIT,O,O,X,X,O,X,X,X,X
JSOTILZ,O,O,X,O,O,X,X,O,X
JSOTIZL,O,X,X,O,O,X,X,X,X
JSOTLIZ,O,O,O,X,O,X,X,O,X
JSOTLZI,O,O,O,X,O,X,X,X,X
JSOTZIL,O,X,X,O,O,X,X,X,X
JSOTZLI,O,O,O,X,O,X,X,X,X
JSOITLZ,O,X,X,O,X,X,X,X,X
JSOITZL,O,X,X,O,X,X,X,X,X
JSOILTZ,O,O,X,O,X,X,X,O,O
JSOILZT,O,O,X,X,X,X,X,X,O
JSOIZTL,O,X,X,X,X,O,X,X,X
JSOIZLT,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,X,O,X,X,O,X
JSOLTZI,O,O,O,X,O,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,O,O
JSOLIZT,O,O,X,X,X,X,X,X,O
JSOLZTI,O,X,X,X,O,X,X,X,X
JSOLZIT,O,O,X,X,O,X,X,X,X
JSOZTIL,O,X,X,X,O,O,X,X,X
JSOZTLI,O,X,X,X,O,O,X,X,X
JSOZITL,O,X,X,X,O,O,X,X,X
JSOZILT,O,X,X,X,O,X,X,X,X
JSOZLTI,O,X,X,X,O,X,X,X,X
JSOZLIT,O,O,X,X,O,X,X,X,X
JZTILSO,O,O,O,X,O,X,X,X,O
JZTILOS,O,O,O,O,X,X,X,X,X
JZTISLO,O,O,O,X,O,O,X,X,O
JZTISOL,X,X,X,X,O,O,X,X,X
JZTIOLS,O,X,O,O,X,X,X,X,X
JZTIOSL,O,X,X,X,O,O,X,X,X
JZTLISO,O,O,O,X,O,X,X,X,O
JZTLIOS,O,O,O,X,X,X,X,X,X
JZTLSIO,O,O,O,X,O,O,X,X,O
JZTLSOI,X,O,O,X,O,O,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X,X
JZTLOSI,O,O,O,X,X,O,X,X,X
JZTSILO,O,O,O,X,O,O,X,X,O
JZTSIOL,X,X,X,X,O,O,X,X,X
JZTSLIO,O,O,O,X,O,O,X,X,O
JZTSLOI,X,O,O,X,O,O,X,X,X
JZTSOIL,O,X,X,X,O,O,X,X,X
JZTSOLI,O,O,O,X,O,O,X,X,X
JZTOILS,O,X,O,O,X,X,X,X,X
JZTOISL,O,X,X,X,O,O,X,X,X
JZTOLIS,O,O,O,X,X,X,X,X,X
JZTOLSI,O,O,O,X,X,O,X,X,X
JZTOSIL,O,X,X,X,O,O,X,X,X
JZTOSLI,O,O,O,X,O,O,X,X,X
JZITLSO,O,O,O,X,O,X,X,X,O
JZITLOS,O,O,O,X,X,X,X,X,X
JZITSLO,O,O,O,X,O,O,X,X,O
JZITSOL,X,X,X,X,O,O,X,X,X
JZITOLS,O,X,O,X,X,X,X,X,X
JZITOSL,O,X,X,X,O,O,X,X,X
JZILTSO,X,O,O,X,O,X,X,X,O
JZILTOS,O,O,O,X,X,X,X,X,X
JZILSTO,X,X,X,X,X,X,X,X,O
JZILSOT,O,O,X,X,X,X,X,X,O
JZILOTS,O,O,O,X,X,X,X,X,X
JZILOST,O,O,X,X,X,X,X,X,X
JZISTLO,O,X,X,X,O,O,X,X,X
JZISTOL,O,X,X,X,O,O,X,X,X
JZISLTO,O,X,X,X,O,O,X,X,O
JZISLOT,O,O,X,X,O,X,X,X,O
JZISOTL,O,X,X,X,O,O,X,X,X
JZISOLT,O,X,X,X,O,X,X,X,X
JZIOTLS,O,X,X,X,O,X,X,X,X
JZIOTSL,O,X,X,X,O,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,O,X,X,X,X
JZIOSLT,O,X,X,X,O,X,X,X,X
JZLTISO,O,O,O,X,O,X,X,X,O
JZLTIOS,O,O,O,X,X,X,X,X,X
JZLTSIO,O,O,O,X,O,O,X,X,O
JZLTSOI,X,O,O,X,O,O,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,X
JZLTOSI,O,O,O,X,X,O,X,X,X
JZLITSO,X,O,O,X,O,X,X,X,O
JZLITOS,O,O,O,X,X,X,X,X,X
JZLISTO,X,X,X,X,X,X,X,X,O
JZLISOT,O,O,X,X,X,X,X,X,O
JZLIOTS,O,O,O,X,X,X,X,X,X
JZLIOST,O,O,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,X,O,X,X,X
JZLSTOI,X,X,X,X,X,O,X,X,X
JZLSITO,O,X,X,X,X,O,X,X,O
JZLSIOT,O,O,X,X,X,X,X,X,O
JZLSOTI,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,O,O,X,X,X
JZSTIOL,O,X,X,X,O,O,X,X,X
JZSTLIO,O,X,X,X,O,O,X,X,X
JZSTLOI,O,X,X,X,O,O,X,X,X
JZSTOIL,O,X,X,X,O,O,X,X,X
JZSTOLI,O,X,X,X,O,O,X,X,X
JZSITLO,O,X,X,X,O,O,X,X,X
JZSITOL,O,X,X,X,O,O,X,X,X
JZSILTO,O,X,X,X,O,O,X,X,O
JZSILOT,O,O,X,X,O,X,X,X,O
JZSIOTL,O,X,X,X,O,O,X,X,X
JZSIOLT,O,X,X,X,O,X,X,X,X
JZSLTIO,O,X,X,X,O,O,X,X,X
JZSLTOI,X,X,X,X,O,O,X,X,X
JZSLITO,O,X,X,X,O,O,X,X,O
JZSLIOT,O,O,X,X,O,X,X,X,O
JZSLOTI,O,X,X,X,O,X,X,X,X
JZSLOIT,O,O,X,X,O,X,X,X,X
JZSOTIL,O,X,X,X,O,O,X,X,X
JZSOTLI,O,X,X,X,O,O,X,X,X
JZSOITL,O,X,X,X,O,O,X,X,X
JZSOILT,O,X,X,X,O,X,X,X,X
JZSOLTI,O,X,X,X,O,X,X,X,X
JZSOLIT,O,O,X,X,O,X,X,X,X
JZOTILS,O,X,O,O,O,X,X,X,X
JZOTISL,O,X,X,X,O,O,X,X,X
JZOTLIS,O,O,O,X,O,X,X,X,X
JZOTLSI,O,O,O,X,O,O,X,X,X
JZOTSIL,O,X,X,X,O,O,X,X,X
JZOTSLI,O,O,O,X,O,O,X,X,X
JZOITLS,O,X,X,X,O,X,X,X,X
JZOITSL,O,X,X,X,O,X,X,X,X
JZOILTS,O,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,O,X,X,X,X
JZOISLT,O,X,X,X,O,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,O,O,X,X,X
JZOSTLI,O,X,X,X,O,O,X,X,X
JZOSITL,O,X,X,X,O,O,X,X,X
JZOSILT,O,X,X,X,O,X,X,X,X
JZOSLTI,O,X,X,X,O,X,X,X,X
JZOSLIT,O,O,X,X,O,X,X,X,X
JOTILSZ,X,O,O,O,X,X,O,O,O
JOTILZS,O,O,O,O,X,X,O,X,X
JOTISLZ,O,O,X,O,O,X,O,X,O
JOTISZL,O,X,X,O,O,X,X,X,X
JOTIZLS,O,X,O,O,O,X,O,X,X
JOTIZSL,O,X,X,X,O,X,O,X,X
JOTLISZ,X,O,O,X,X,X,O,O,O
JOTLIZS,O,O,O,X,X,X,O,X,X
JOTLSIZ,X,O,O,X,O,X,X,O,O
JOTLSZI,X,O,O,X,O,X,X,X,X
JOTLZIS,O,O,O,X,O,X,X,X,X
JOTLZSI,O,O,O,X,O,X,X,X,X
JOTSILZ,O,O,X,X,O,X,X,O,O
JOTSIZL,O,X,X,X,O,X,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,O,O
JOTSLZI,O,O,O,X,O,X,X,X,X
JOTSZIL,O,X,X,X,O,X,X,X,X
JOTSZLI,O,O,O,X,O,X,X,X,X
JOTZILS,O,X,O,O,O,X,X,X,X
JOTZISL,O,X,X,X,O,X,X,X,X
JOTZLIS,O,O,O,X,O,X,X,X,X
JOTZLSI,O,O,O,X,O,X,X,X,X
JOTZSIL,O,X,X,X,O,X,X,X,X
JOTZSLI,O,O,O,X,O,X,X,X,X
JOITLSZ,X,O,O,O,X,X,O,X,O
JOITLZS,O,O,O,O,X,X,O,X,X
JOITSLZ,O,O,X,O,X,X,O,X,O
JOITSZL,O,X,X,O,X,X,X,X,X
JOITZLS,O,X,O,O,X,X,O,X,X
JOITZSL,O,X,X,X,X,X,O,X,X
JOILTSZ,X,O,O,O,X,X,O,X,O
JOILTZS,O,O,O,O,X,X,O,X,X
JOILSTZ,O,O,O,O,X,X,O,X,O
JOILSZT,O,O,X,X,X,X,X,X,O
JOILZTS,O,O,O,X,X,X,O,X,X
JOILZST,O,O,X,X,X,X,O,X,X
JOISTLZ,O,X,X,O,X,X,O,X,X
JOISTZL,O,X,X,O,X,X,X,X,X
JOISLTZ,O,O,X,O,X,X,O,X,O
JOISLZT,O,O,X,X,X,X,X,X,O
JOISZTL,O,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X,X,X
JOIZTLS,O,X,X,X,X,X,O,X,X
JOIZTSL,O,X,X,X,X,X,O,X,X
JOIZLTS,O,X,X,X,X,X,O,X,X
JOIZLST,O,X,X,X,X,X,O,X,X
JOIZSTL,O,X,X,X,X,X,O,X,X
JOIZSLT,O,X,X,X,X,X,O,X,X
JOLTISZ,X,O,O,X,X,X,O,O,O
JOLTIZS,O,O,O,X,X,X,O,X,X
JOLTSIZ,X,O,O,X,X,X,X,O,O
JOLTSZI,X,O,O,X,X,X,X,X,X
JOLTZIS,O,O,O,X,X,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X,X,X
JOLITSZ,X,O,O,X,X,X,O,X,O
JOLITZS,O,O,O,X,X,X,O,X,X
JOLISTZ,O,O,O,X,X,X,O,X,O
JOLISZT,O,O,X,X,X,X,X,X,O
JOLIZTS,O,O,O,X,X,X,O,X,X
JOLIZST,O,O,X,X,X,X,O,X,X
JOLSTIZ,O,O,O,X,X,X,X,O,X
JOLSTZI,O,O,O,X,X,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X,O,O
JOLSIZT,O,O,X,X,X,X,X,X,O
JOLSZTI,O,X,X,X,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,X,X
JOLZTSI,O,O,O,X,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X
JOSTILZ,O,O,X,O,O,X,X,O,X
JOSTIZL,O,X,X,O,O,X,X,X,X
JOSTLIZ,O,O,O,X,O,X,X,O,X
JOSTLZI,O,O,O,X,O,X,X,X,X
JOSTZIL,O,X,X,O,O,X,X,X,X
JOSTZLI,O,O,O,X,O,X,X,X,X
JOSITLZ,O,X,X,O,X,X,X,X,X
JOSITZL,O,X,X,O,X,X,X,X,X
JOSILTZ,O,O,X,O,X,X,X,O,O
JOSILZT,O,O,X,X,X,X,X,X,O
JOSIZTL,O,X,X,X,X,O,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,X,O,X,X,O,X
JOSLTZI,O,O,O,X,O,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,O,O
JOSLIZT,O,O,X,X,X,X,X,X,O
JOSLZTI,O,X,X,X,O,X,X,X,X
JOSLZIT,O,O,X,X,O,X,X,X,X
JOSZTIL,O,X,X,X,O,O,X,X,X
JOSZTLI,O,X,X,X,O,O,X,X,X
JOSZITL,O,X,X,X,O,O,X,X,X
JOSZILT,O,X,X,X,O,X,X,X,X
JOSZLTI,O,X,X,X,O,X,X,X,X
JOSZLIT,O,O,X,X,O,X,X,X,X
JOZTILS,O,X,O,O,O,X,X,X,X
JOZTISL,O,X,X,X,O,O,X,X,X
JOZTLIS,O,O,O,X,O,X,X,X,X
JOZTLSI,O,O,O,X,O,O,X,X,X
JOZTSIL,O,X,X,X,O,O,X,X,X
JOZTSLI,O,O,O,X,O,O,X,X,X
JOZITLS,O,X,X,X,O,X,X,X,X
JOZITSL,O,X,X,X,O,X,X,X,X
JOZILTS,O,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,O,X,X,X,X
JOZISLT,O,X,X,X,O,X,X,X,X
JOZLTIS,O,O,O,X,X,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,O,O,X,X,X
JOZSTLI,O,X,X,X,O,O,X,X,X
JOZSITL,O,X,X,X,O,O,X,X,X
JOZSILT,O,X,X,X,O,X,X,X,X
JOZSLTI,O,X,X,X,O,X,X,X,X
JOZSLIT,O,O,X,X,O,X,X,X,X
STILJZO,O,O,X,O,O,X,X,X,O
STILJOZ,O,O,X,O,X,X,O,O,O
STILZJO,O,X,X,O,O,X,O,X,X
STILZOJ,O,X,X,O,O,X,O,O,X
STILOJZ,O,O,X,O,X,X,O,O,X
STILOZJ,O,X,X,O,X,X,O,O,X
STIJLZO,O,O,X,O,O,X,X,X,O
STIJLOZ,O,O,X,O,X,X,O,O,O
STIJZLO,O,O,X,O,O,O,X,X,O
STIJZOL,O,X,X,O,O,O,X,X,X
STIJOLZ,O,O,X,O,X,X,O,O,O
STIJOZL,O,X,X,O,X,X,X,X,X
STIZLJO,O,X,X,O,O,X,O,X,X
STIZLOJ,O,X,X,O,O,X,O,O,X
STIZJLO,O,X,X,O,O,X,O,X,X
STIZJOL,O,X,X,O,O,X,O,X,X
STIZOLJ,O,X,X,O,X,X,O,O,X
STIZOJL,O,X,X,O,O,X,O,X,X
STIOLJZ,O,O,X,O,X,X,O,O,X
STIOLZJ,O,X,X,O,X,X,O,O,X
STIOJLZ,O,O,X,O,X,X,O,O,X
STIOJZL,O,X,X,O,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,O,O,X
STIOZJL,O,X,X,O,X,X,O,X,X
STLIJZO,O,O,X,O,O,X,X,X,O
STLIJOZ,O,O,X,O,X,X,O,O,O
STLIZJO,O,X,X,O,O,X,O,X,X
STLIZOJ,O,X,X,O,O,X,O,O,X
STLIOJZ,O,O,X,O,X,X,O,O,X
STLIOZJ,O,X,X,O,X,X,O,O,X
STLJIZO,O,O,O,X,O,X,X,X,O
STLJIOZ,O,O,O,X,X,X,X,O,O
STLJZIO,O,O,O,X,O,X,X,X,O
STLJZOI,O,O,O,X,O,X,X,X,X
STLJOIZ,O,O,O,X,X,X,X,O,O
STLJOZI,O,O,O,X,O,X,X,X,X
STLZIJO,O,X,X,O,O,X,X,X,X
STLZIOJ,O,X,X,O,O,X,X,O,X
STLZJIO,O,O,O,X,O,X,X,X,O
STLZJOI,O,O,O,X,O,X,X,X,X
STLZOIJ,O,X,X,O,O,X,X,O,X
STLZOJI,O,O,O,X,O,X,X,X,X
STLOIJZ,O,O,X,O,O,X,O,O,X
STLOIZJ,O,X,X,O,O,X,O,O,X
STLOJIZ,O,O,O,X,O,X,X,O,O
STLOJZI,O,O,O,X,O,X,X,X,X
STLOZIJ,O,X,X,O,O,X,X,O,X
STLOZJI,O,O,O,X,O,X,X,X,X
STJILZO,O,O,O,O,O,X,X,X,O
STJILOZ,O,O,O,O,X,X,X,O,O
STJIZLO,O,O,O,O,O,O,X,X,O
STJIZOL,O,X,X,O,O,O,X,X,X
STJIOLZ,O,O,X,O,X,X,X,O,O
STJIOZL,O,X,X,O,X,X,X,X,X
STJLIZO,O,O,O,X,O,X,X,X,O
STJLIOZ,O,O,O,X,X,X,X,O,O
STJLZIO,O,O,O,X,O,X,X,X,O
STJLZOI,O,O,O,X,O,X,X,X,X
STJLOIZ,O,O,O,X,X,X,X,O,O
STJLOZI,O,O,O,X,O,X,X,X,X
STJZILO,O,O,O,O,O,O,X,X,O
STJZIOL,O,X,X,O,O,O,X,X,X
STJZLIO,O,O,O,X,O,O,X,X,O
STJZLOI,O,O,O,X,O,O,X,X,X
STJZOIL,O,X,X,O,O,O,X,X,X
STJZOLI,O,O,O,X,O,O,X,X,X
STJOILZ,O,O,X,O,X,X,X,O,O
STJOIZL,O,X,X,O,X,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X,O,O
STJOLZI,O,O,O,X,O,X,X,X,X
STJOZIL,O,X,X,O,O,X,X,X,X
STJOZLI,O,O,O,X,O,X,X,X,X
STZILJO,O,X,X,O,O,X,X,X,X
STZILOJ,O,X,X,O,O,X,X,O,X
STZIJLO,O,X,X,O,O,O,X,X,X
STZIJOL,O,X,X,O,O,O,X,X,X
STZIOLJ,O,X,X,O,O,X,X,O,X
STZIOJL,O,X,X,O,O,O,X,X,X
STZLIJO,O,X,X,O,O,X,X,X,X
STZLIOJ,O,X,X,O,O,X,X,O,X
STZLJIO,O,O,O,X,O,O,X,X,O
STZLJOI,O,O,O,X,O,O,X,X,X
STZLOIJ,O,X,X,O,O,X,X,O,X
STZLOJI,O,O,O,X,O,O,X,X,X
STZJILO,O,O,O,O,O,O,X,X,O
STZJIOL,O,X,X,O,O,O,X,X,X
STZJLIO,O,O,O,X,O,O,X,X,O
STZJLOI,O,O,O,X,O,O,X,X,X
STZJOIL,O,X,X,O,O,O,X,X,X
STZJOLI,O,O,O,X,O,O,X,X,X
STZOILJ,O,X,X,O,O,X,X,O,X
STZOIJL,O,X,X,O,O,O,X,X,X
STZOLIJ,O,X,X,O,O,X,X,O,X
STZOLJI,O,O,O,X,O,O,X,X,X
STZOJIL,O,X,X,O,O,O,X,X,X
STZOJLI,O,O,O,X,O,O,X,X,X
STOILJZ,O,O,X,O,O,X,O,O,X
STOILZJ,O,X,X,O,O,X,O,O,X
STOIJLZ,O,O,X,O,O,X,O,O,X
STOIJZL,O,X,X,O,O,X,X,X,X
STOIZLJ,O,X,X,O,O,X,O,O,X
STOIZJL,O,X,X,O,O,X,O,X,X
STOLIJZ,O,O,X,O,O,X,O,O,X
STOLIZJ,O,X,X,O,O,X,O,O,X
STOLJIZ,O,O,O,X,O,X,X,O,O
STOLJZI,O,O,O,X,O,X,X,X,X
STOLZIJ,O,X,X,O,O,X,X,O,X
STOLZJI,O,O,O,X,O,X,X,X,X
STOJILZ,O,O,X,O,O,X,X,O,O
STOJIZL,O,X,X,O,O,X,X,X,X
STOJLIZ,O,O,O,X,O,X,X,O,O
STOJLZI,O,O,O,X,O,X,X,X,X
STOJZIL,O,X,X,O,O,X,X,X,X
STOJZLI,O,O,O,X,O,X,X,X,X
STOZILJ,O,X,X,O,O,X,X,O,X
STOZIJL,O,X,X,O,O,X,X,X,X
STOZLIJ,O,X,X,O,O,X,X,O,X
STOZLJI,O,O,O,X,O,X,X,X,X
STOZJIL,O,X,X,O,O,X,X,X,X
STOZJLI,O,O,O,X,O,X,X,X,X
SITLJZO,O,X,X,O,O,X,X,X,X
SITLJOZ,O,X,X,O,X,X,O,O,X
SITLZJO,O,X,X,O,O,X,O,X,X
SITLZOJ,O,X,X,O,O,X,O,O,X
SITLOJZ,O,X,X,O,X,X,O,O,X
SITLOZJ,O,X,X,O,X,X,O,O,X
SITJLZO,O,X,X,O,O,X,X,X,X
SITJLOZ,O,X,X,O,X,X,O,O,X
SITJZLO,O,X,X,O,O,O,X,X,X
SITJZOL,O,X,X,O,O,O,X,X,X
SITJOLZ,O,X,X,O,X,X,O,O,X
SITJOZL,O,X,X,O,X,X,X,X,X
SITZLJO,O,X,X,O,O,X,O,X,X
SITZLOJ,O,X,X,O,O,X,O,O,X
SITZJLO,O,X,X,O,O,X,O,X,X
SITZJOL,O,X,X,O,O,X,O,X,X
SITZOLJ,O,X,X,O,X,X,O,O,X
SITZOJL,O,X,X,O,O,X,O,X,X
SITOLJZ,O,X,X,O,X,X,O,O,X
SITOLZJ,O,X,X,O,X,X,O,O,X
SITOJLZ,O,X,X,O,X,X,O,O,X
SITOJZL,O,X,X,O,X,X,X,X,X
SITOZLJ,O,X,X,O,X,X,O,O,X
SITOZJL,O,X,X,O,X,X,O,X,X
SILTJZO,O,X,X,O,O,X,X,X,X
SILTJOZ,O,X,X,O,X,X,O,O,X
SILTZJO,O,X,X,O,O,X,O,X,X
SILTZOJ,O,X,X,O,O,X,O,O,X
SILTOJZ,O,X,X,O,X,X,O,O,X
SILTOZJ,O,X,X,O,X,X,O,O,X
SILJTZO,O,O,O,O,X,X,X,X,O
SILJTOZ,O,O,O,O,X,X,O,X,O
SILJZTO,O,X,X,X,X,O,X,X,O
SILJZOT,O,O,X,X,X,X,X,X,O
SILJOTZ,O,O,O,O,X,X,O,O,O
SILJOZT,O,O,X,X,X,X,X,X,O
SILZTJO,O,X,X,O,O,X,O,X,X
SILZTOJ,O,X,X,O,O,X,O,X,X
SILZJTO,O,X,X,X,O,X,O,X,X
SILZJOT,O,X,X,X,O,X,O,X,X
SILZOTJ,O,X,X,O,O,X,O,O,X
SILZOJT,O,X,X,X,O,X,O,X,X
SILOTJZ,O,X,X,O,O,X,O,O,X
SILOTZJ,O,X,X,O,O,X,O,O,X
SILOJTZ,O,O,O,O,X,X,O,O,X
SILOJZT,O,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,O,X,O,O,X
SILOZJT,O,X,X,X,O,X,O,X,X
SIJTLZO,O,O,O,O,X,X,X,X,O
SIJTLOZ,O,O,O,O,X,X,O,X,O
SIJTZLO,O,O,O,O,X,O,X,X,O
SIJTZOL,O,X,X,O,X,O,X,X,X
SIJTOLZ,O,O,X,O,X,X,O,X,O
SIJTOZL,O,X,X,O,X,X,X,X,X
SIJLTZO,O,O,O,O,X,X,X,X,O
SIJLTOZ,O,O,O,O,X,X,O,X,O
SIJLZTO,O,X,X,X,X,O,X,X,O
SIJLZOT,O,O,X,X,X,X,X,X,O
SIJLOTZ,O,O,O,O,X,X,O,O,O
SIJLOZT,O,O,X,X,X,X,X,X,O
SIJZTLO,O,X,X,X,X,O,X,X,X
SIJZTOL,O,X,X,X,X,O,X,X,X
SIJZLTO,O,X,X,X,X,O,X,X,O
SIJZLOT,O,O,X,X,X,X,X,X,O
SIJZOTL,O,X,X,X,X,O,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,X,X,O,X,X
SIJOTZL,O,X,X,O,X,X,X,X,X
SIJOLTZ,O,O,X,O,X,X,O,O,O
SIJOLZT,O,O,X,X,X,X,X,X,O
SIJOZTL,O,X,X,X,X,O,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,O,O,X,O,X,X
SIZTLOJ,O,X,X,O,O,X,O,X,X
SIZTJLO,O,X,X,O,O,O,O,X,X
SIZTJOL,O,X,X,O,O,O,O,X,X
SIZTOLJ,O,X,X,O,O,X,O,X,X
SIZTOJL,O,X,X,O,O,O,O,X,X
SIZLTJO,O,X,X,O,O,X,O,X,X
SIZLTOJ,O,X,X,O,O,X,O,X,X
SIZLJTO,O,X,X,X,O,X,O,X,X
SIZLJOT,O,X,X,X,O,X,O,X,X
SIZLOTJ,O,X,X,O,O,X,O,O,X
SIZLOJT,O,X,X,X,O,X,O,X,X
SIZJTLO,O,X,X,X,O,O,O,X,X
SIZJTOL,O,X,X,X,O,O,O,X,X
SIZJLTO,O,X,X,X,O,O,O,X,X
SIZJLOT,O,X,X,X,O,X,O,X,X
SIZJOTL,O,X,X,X,O,O,O,X,X
SIZJOLT,O,X,X,X,O,X,O,X,X
SIZOTLJ,O,X,X,O,O,X,O,X,X
SIZOTJL,O,X,X,O,O,X,O,X,X
SIZOLTJ,O,X,X,O,O,X,O,O,X
SIZOLJT,O,X,X,X,O,X,O,X,X
SIZOJTL,O,X,X,X,O,X,O,X,X
SIZOJLT,O,X,X,X,O,X,O,X,X
