sequence,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFfhBxcBTfBC?iBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBxcBq?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhF0cBTfBmgBf?sBlnB6sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?iBlmBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFCcBxhB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFRcBSiBTfBU?hBVsB3sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBRcBciBF?hBfsBusB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFqiBRhB3fBF?hB8mBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFRhB1nB3fBU?hBCnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBfhBViBR?nB0mB+sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBSiBR?nBlmBTsB
LTJZOSI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LTJOISZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LTJOSIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LTJOSZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LTJOZIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LTJOZSI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTSIJZO,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X
LTSIJOZ,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
LTSIZJO,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
LTSIZOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LTSIOJZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LTSIOZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTSJIZO,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X
LTSJIOZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
LTSJZOI,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LTSJOIZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LTSJOZI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LTSZIJO,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
LTSZIOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LTSZJIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
LTSZJOI,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LTSZOIJ,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTSZOJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTSOIJZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LTSOIZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTSOJIZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LTSOJZI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTSOZJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZIJSO,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X
LTZIJOS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
LTZISJO,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZISOJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZIOJS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZJISO,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZJIOS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LTZJSIO,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZJSOI,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZJOIS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LTZJOSI,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZSIJO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LTZSIOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LTZSJIO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LTZSJOI,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZSOIJ,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZSOJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZOIJS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTZOISJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTZOJIS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LTZOJSI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZOSIJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTZOSJI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTOIJSZ,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X
LTOIJZS,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X
LTOISJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
LTOISZJ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X
LTOIZJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LTOJISZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOJIZS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOJSIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOJSZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOJZIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOJZSI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTOSIJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTOSJIZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOSJZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOSZIJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTOSZJI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTOZIJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOZISJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOZJIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOZJSI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTOZSIJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTOZSJI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LITJSZO,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X
LITJSOZ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
LITJZSO,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LITJZOS,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X
LITJOSZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
LITJOZS,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LITSJZO,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LITSJOZ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
LITSZJO,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O
LITSZOJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LITSOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LITSOZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LITZJSO,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O
LITZJOS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LITZSJO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LITZSOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LITZOJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOJSZ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
LITOJZS,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LITOSJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LITOZJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTSZO,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X
LIJTSOZ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
LIJTZSO,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LIJTZOS,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X
LIJTOSZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
LIJTOZS,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LIJSTOZ,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LIJSZTO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O
LIJSZOT,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X,O
LIJSOTZ,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LIJSOZT,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LIJZTSO,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O
LIJZTOS,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X
LIJZSTO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LIJZSOT,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LIJZOTS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LIJZOST,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOTZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISTJZO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LISTJOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LISTZJO,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O
LISTZOJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LISTOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LISJTZO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LISJTOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJZTO,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O
LISJZOT,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O
LISJOTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
LISZTJO,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O
LISZTOJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LISZJTO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O
LISZJOT,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O
LISZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O
LISOTJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISOJTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOZJT,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O
LIZTJSO,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O
LIZTJOS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZTSJO,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O
LIZTSOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIZTOJS,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZJTSO,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,O
LIZJTOS,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X
LIZJSTO,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O
LIZJSOT,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O
LIZJOTS,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIZJOST,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIZSTJO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LIZSTOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LIZSJOT,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LIZSOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LIZOTJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZOJTS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LIZOSTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIOTJSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOTJZS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOTSJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOTZJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LIOJZTS,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LIOJZST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOSTJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOSJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LIOZTJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOZJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIOZSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJTISZO,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
LJTISOZ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
LJTIZOS,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJTSIZO,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
LJTSIOZ,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LJTSZIO,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
LJTSZOI,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LJTSOIZ,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LJTSOZI,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LJTZISO,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJTZSIO,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X
LJTZSOI,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LJTZOIS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJTZOSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJTOISZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJTOSIZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTOSZI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTOZIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJITSOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJITZOS,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJITOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJITOZS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJISTOZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJISZOT,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJISOTZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJISOZT,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJIZTSO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJIZTOS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
LJIZSTO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJIZSOT,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJIZOTS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJIZOST,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSTIZO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSTIOZ,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJSTZIO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSTZOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LJSTOIZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSTOZI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSITZO,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
LJSITOZ,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJSIZTO,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LJSIZOT,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,X
LJSIOTZ,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJSIOZT,O,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LJSZTIO,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LJSZTOI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSZITO,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LJSZIOT,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
LJSZOTI,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSZOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LJSOTIZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSOTZI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSOITZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSOIZT,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJSOZTI,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSOZIT,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZTISO,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJZTSIO,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
LJZTSOI,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LJZTOIS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJZTOSI,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZITSO,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LJZITOS,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
LJZISTO,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X
LJZISOT,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X
LJZIOTS,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
LJZIOST,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LJZSTIO,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
LJZSTOI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LJZSITO,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
LJZSIOT,X,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X
LJZSOTI,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LJZSOIT,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LJZOTIS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJZOTSI,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZOITS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJZOIST,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LJZOSTI,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZOSIT,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LJOTISZ,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
LJOTIZS,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X
LJOTSIZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOTSZI,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJOTZIS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LJOITZS,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJOISTZ,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOISZT,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJOIZTS,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJOIZST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJOSTIZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOSTZI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOSITZ,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOSIZT,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJOSZTI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJOSZIT,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOZTIS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJOZTSI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOZITS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
LJOZIST,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
LJOZSTI,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOZSIT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LSTIJZO,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
LSTIZJO,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LSTIZOJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSTIOJZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSTJIZO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
