sequence,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRcB3fBGhBTiBll?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcB/kBUgBFhBSn?BTqB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFXbBVhBUdBClBxm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jel6IvhFcgBicB/kBGiBRm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcBTfB/lBFhBSn?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Je2/IvhFRbBzcBSnB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFuhBRgBTiB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFxbB/iBqkB0hBll?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFuhBifBTiBfqBll?B8qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRgBGiBzhB0kBll?B3qB
JIOTZSL,X,X,O,O,X,X,X,X,X,X
JIOLTSZ,X,X,O,O,X,X,X,X,X,X
JIOLTZS,X,X,O,O,X,X,X,X,X,X
JIOLSTZ,X,X,O,O,X,X,X,X,X,X
JIOLSZT,X,X,O,O,X,X,X,X,X,X
JIOLZTS,X,X,O,O,X,X,X,X,X,X
JIOLZST,X,X,O,O,X,X,X,X,X,X
JIOSTLZ,X,X,O,O,X,X,X,X,X,X
JIOSTZL,X,X,O,O,X,X,X,X,X,X
JIOSLTZ,O,X,O,O,X,X,X,X,X,X
JIOSLZT,O,X,O,O,X,X,X,X,X,X
JIOSZTL,X,X,O,O,X,X,X,X,X,X
JIOSZLT,X,X,O,O,X,X,X,X,X,X
JIOZTLS,X,X,O,O,X,X,X,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X,X
JIOZLTS,X,X,O,O,X,X,X,X,X,X
JIOZLST,X,X,O,O,X,X,X,X,X,X
JIOZSTL,X,X,O,O,X,X,X,X,X,X
JIOZSLT,O,X,O,O,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,X,X,X,X,X
JLTISOZ,O,O,O,X,X,X,X,X,X,X
JLTIZSO,X,O,O,O,O,X,X,X,X,X
JLTIZOS,X,O,O,X,O,X,X,X,X,X
JLTIOSZ,X,O,O,X,X,X,X,X,X,X
JLTIOZS,X,O,O,X,X,X,X,X,X,X
JLTSIZO,O,O,O,O,X,X,X,X,X,X
JLTSIOZ,O,O,O,X,X,X,X,X,X,X
JLTSZIO,O,O,O,X,O,X,X,O,X,X
JLTSZOI,X,O,O,X,O,X,X,O,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X,X
JLTSOZI,X,O,O,O,X,X,X,X,X,X
JLTZISO,X,O,O,X,O,O,X,X,X,O
JLTZIOS,X,O,X,X,O,O,X,X,X,O
JLTZSIO,X,O,O,X,O,O,X,X,X,X
JLTZSOI,X,O,O,X,O,O,X,X,X,X
JLTZOIS,X,O,X,X,O,O,X,X,X,X
JLTZOSI,X,O,O,X,O,O,X,X,X,X
JLTOISZ,X,O,X,O,X,X,X,X,X,X
JLTOIZS,X,O,X,O,O,X,X,X,X,X
JLTOSIZ,X,O,X,O,X,X,X,X,X,X
JLTOSZI,X,O,O,O,X,X,X,X,X,X
JLTOZIS,X,O,X,X,O,O,X,X,X,X
JLTOZSI,X,O,O,O,O,O,X,X,X,X
JLITSZO,O,O,O,O,X,X,X,X,X,X
JLITSOZ,O,O,O,X,X,X,X,X,X,X
JLITZSO,X,O,O,O,O,X,X,X,X,X
JLITZOS,X,O,O,X,O,X,X,X,X,X
JLITOSZ,X,O,O,X,X,X,X,X,X,X
JLITOZS,X,O,O,X,X,X,X,X,X,X
JLISTZO,X,O,O,O,X,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,X
JLISZTO,X,O,O,O,X,X,X,O,X,X
JLISZOT,O,O,O,O,X,X,X,O,X,X
JLISOTZ,O,O,O,O,X,X,X,X,X,X
JLISOZT,O,O,O,O,X,X,X,X,X,X
JLIZTSO,X,X,O,O,O,X,X,X,X,X
JLIZTOS,X,X,O,X,O,X,X,X,X,X
JLIZSTO,O,X,O,O,O,X,X,X,X,X
JLIZSOT,O,X,O,O,O,X,X,X,X,X
JLIZOTS,X,X,O,X,O,X,X,X,X,X
JLIZOST,X,X,O,O,O,X,X,X,X,X
JLIOTSZ,X,O,O,O,X,X,X,X,X,X
JLIOTZS,X,O,O,O,O,X,X,X,X,X
JLIOSTZ,X,O,O,O,X,X,X,X,X,X
JLIOSZT,X,O,O,O,O,X,X,X,X,X
JLIOZTS,X,X,O,O,O,X,X,X,X,X
JLIOZST,X,X,O,O,O,X,X,X,X,X
JLSTIZO,X,O,O,O,X,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,X,X,X,X,X
JLSTZIO,X,O,O,X,O,X,X,O,X,X
JLSTZOI,X,O,O,X,O,X,X,O,X,X
JLSTOIZ,X,O,X,O,X,X,X,X,O,X
JLSTOZI,X,O,O,O,X,X,X,X,O,X
JLSITZO,X,O,O,O,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X,X,X
JLSIZTO,X,O,O,O,X,X,X,O,X,X
JLSIZOT,O,O,O,O,X,X,X,O,X,X
JLSIOTZ,O,O,O,O,X,X,X,X,X,X
JLSIOZT,O,O,O,O,X,X,X,X,X,X
JLSZTIO,X,O,O,X,O,X,X,O,X,X
JLSZTOI,X,O,O,X,O,X,X,O,X,X
JLSZITO,X,O,O,O,O,X,X,O,X,X
JLSZIOT,O,O,X,O,O,X,X,O,X,X
JLSZOTI,X,O,X,O,O,X,X,O,X,X
JLSZOIT,X,O,X,O,O,X,X,O,X,X
JLSOTIZ,X,O,X,O,X,X,X,X,O,X
JLSOTZI,X,O,O,O,X,X,X,X,O,X
JLSOITZ,O,O,O,O,X,X,X,X,O,X
JLSOIZT,O,O,X,O,O,X,X,X,X,X
JLSOZTI,X,O,X,O,O,X,X,O,O,X
JLSOZIT,X,O,X,O,O,X,X,O,X,X
JLZTISO,X,O,O,X,O,O,X,X,X,O
JLZTIOS,X,O,X,X,O,O,X,X,X,O
JLZTSIO,X,O,O,X,O,O,X,X,X,X
JLZTSOI,X,O,O,X,O,O,X,X,X,X
JLZTOIS,X,O,X,X,O,O,X,X,X,X
JLZTOSI,X,O,O,X,O,O,X,X,X,X
JLZITSO,X,X,O,O,O,O,X,X,X,O
JLZITOS,X,X,O,X,O,O,X,X,X,O
JLZISTO,O,X,O,O,O,O,X,X,X,O
JLZISOT,O,X,O,O,O,O,X,X,X,O
JLZIOTS,X,X,O,X,O,O,X,X,X,O
JLZIOST,X,X,O,O,O,O,X,X,X,O
JLZSTIO,O,O,O,X,O,O,X,O,X,X
JLZSTOI,X,O,O,X,O,O,X,O,X,X
JLZSITO,O,O,O,O,O,O,X,O,X,O
JLZSIOT,O,O,X,O,O,O,X,O,X,O
JLZSOTI,X,O,X,O,O,O,X,O,X,X
JLZSOIT,O,O,X,O,O,O,X,O,X,X
JLZOTIS,X,O,X,X,O,O,X,X,X,X
JLZOTSI,X,O,X,O,O,O,X,X,X,X
JLZOITS,X,X,X,O,O,O,X,X,X,O
JLZOIST,X,X,X,O,O,O,X,X,X,O
JLZOSTI,X,O,X,O,O,O,X,X,X,X
JLZOSIT,X,O,X,O,O,O,X,X,X,X
JLOTISZ,X,O,O,O,X,X,X,X,X,X
JLOTIZS,X,O,O,O,O,X,X,X,X,X
JLOTSIZ,X,O,O,O,X,X,X,X,O,X
JLOTSZI,X,O,O,O,X,X,X,X,O,X
JLOTZIS,X,O,O,X,O,O,X,X,X,X
JLOTZSI,X,O,O,O,O,O,X,X,X,X
JLOITSZ,X,O,O,O,X,X,X,X,X,X
JLOITZS,X,O,O,O,O,X,X,X,X,X
JLOISTZ,X,O,O,O,X,X,X,X,O,X
JLOISZT,X,O,O,O,O,X,X,X,X,X
JLOIZTS,X,X,O,O,O,X,X,X,X,X
JLOIZST,X,X,O,O,O,X,X,X,X,X
JLOSTIZ,X,O,O,O,X,X,X,X,O,X
JLOSTZI,X,O,O,O,X,X,X,X,O,X
JLOSITZ,X,O,O,O,X,X,X,X,O,X
JLOSIZT,X,O,O,O,O,X,X,X,X,X
JLOSZTI,X,O,O,O,O,X,X,O,O,X
JLOSZIT,X,O,O,O,O,X,X,O,X,X
JLOZTIS,X,O,O,X,O,O,X,X,X,X
JLOZTSI,X,O,O,O,O,O,X,X,X,X
JLOZITS,X,X,O,O,O,O,X,X,X,X
JLOZIST,X,X,O,O,O,O,X,X,X,X
JLOZSTI,X,O,O,O,O,O,X,X,O,X
JLOZSIT,X,O,O,O,O,O,X,X,X,X
JSTILZO,O,O,X,O,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X,X,X
JSTIZLO,O,O,X,O,X,X,X,X,X,X
JSTIZOL,X,O,X,O,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,X
JSTIOZL,X,O,X,O,X,X,X,X,X,X
JSTLIZO,O,O,X,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X,X,X,X
JSTLZIO,O,O,X,X,X,X,X,O,X,X
JSTLZOI,X,X,X,X,X,X,X,O,X,X
JSTLOIZ,O,X,X,O,X,X,X,X,O,X
JSTLOZI,O,X,X,O,X,X,X,X,O,X
JSTZILO,O,O,X,X,X,X,X,O,X,O
JSTZIOL,X,O,X,X,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,X,O,X,X
JSTZLOI,X,X,X,X,X,X,X,O,X,X
JSTZOIL,X,O,X,O,X,X,X,X,X,X
JSTZOLI,X,X,X,O,X,X,X,X,X,X
JSTOILZ,O,O,X,O,X,X,X,X,O,X
JSTOIZL,O,O,X,O,X,X,X,X,X,X
JSTOLIZ,O,X,X,O,X,X,X,X,O,X
JSTOLZI,O,X,X,O,X,X,X,X,O,X
JSTOZIL,O,O,X,O,X,X,X,X,X,X
JSTOZLI,O,X,X,O,X,X,X,X,O,X
JSITLZO,O,O,O,O,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X
JSITZLO,O,O,O,O,X,X,X,X,X,X
JSITZOL,X,O,O,O,X,X,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X
JSITOZL,X,O,O,O,X,X,X,X,X,X
JSILTZO,X,O,O,O,X,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,X,X,X
JSILZTO,X,O,O,O,X,X,X,O,X,X
JSILZOT,O,O,O,O,X,X,X,O,X,X
JSILOTZ,O,O,O,O,X,X,X,X,X,X
JSILOZT,O,O,O,O,X,X,X,X,X,X
JSIZTLO,O,O,O,O,X,X,X,O,X,X
JSIZTOL,X,O,O,O,X,X,X,X,X,X
JSIZLTO,O,O,O,O,X,X,X,O,X,X
JSIZLOT,O,O,O,O,X,X,X,O,X,X
JSIZOTL,X,X,O,O,X,X,X,X,X,X
JSIZOLT,O,X,O,O,X,X,X,O,X,X
JSIOTLZ,X,O,O,O,X,X,X,X,X,X
JSIOTZL,X,O,O,O,X,X,X,X,X,X
JSIOLTZ,O,O,O,O,X,X,X,X,X,X
JSIOLZT,O,O,O,O,X,X,X,X,X,X
JSIOZTL,X,O,O,O,X,X,X,X,X,X
JSIOZLT,X,O,O,O,X,X,X,X,X,X
JSLTIZO,O,O,O,O,X,X,X,X,X,X
JSLTIOZ,O,O,O,X,X,X,X,X,X,X
JSLTZIO,O,O,O,X,X,X,X,O,X,X
JSLTZOI,X,O,O,X,X,X,X,O,X,X
JSLTOIZ,O,O,X,O,X,X,X,X,O,X
JSLTOZI,O,O,O,O,X,X,X,X,O,X
JSLITZO,X,O,O,O,X,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,X,X,X
JSLIZTO,X,O,O,O,X,X,X,O,X,X
JSLIZOT,O,O,O,O,X,X,X,O,X,X
JSLIOTZ,O,O,O,O,X,X,X,X,X,X
JSLIOZT,O,O,O,O,X,X,X,X,X,X
JSLZTIO,O,O,O,X,X,X,X,O,X,X
JSLZTOI,O,O,O,X,X,X,X,O,X,X
JSLZITO,O,O,O,O,X,X,X,O,X,X
JSLZIOT,O,O,X,O,X,X,X,O,X,X
JSLZOTI,O,O,X,O,X,X,X,O,X,X
JSLZOIT,O,O,X,O,X,X,X,O,X,X
JSLOTIZ,O,O,X,O,X,X,X,X,O,X
JSLOTZI,O,O,O,O,X,X,X,X,O,X
JSLOITZ,O,O,O,O,X,X,X,X,O,X
JSLOIZT,O,O,X,O,X,X,X,X,X,X
JSLOZTI,O,O,X,O,X,X,X,O,O,X
JSLOZIT,O,O,X,O,X,X,X,O,X,X
JSZTILO,O,O,X,X,X,X,X,O,X,O
JSZTIOL,O,O,X,X,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,X,X,O,X,X
JSZTLOI,O,X,X,X,X,X,X,O,X,X
JSZTOIL,O,O,X,O,X,X,X,X,X,X
JSZTOLI,O,X,X,O,X,X,X,X,X,X
JSZITLO,O,O,X,O,X,X,X,O,X,X
JSZITOL,X,O,X,O,X,X,X,X,X,X
JSZILTO,O,O,X,O,X,X,X,O,X,O
JSZILOT,O,O,X,O,X,X,X,O,X,O
JSZIOTL,X,X,X,O,X,X,X,X,X,X
JSZIOLT,O,X,X,O,X,X,X,O,X,X
JSZLTIO,O,O,X,X,X,X,X,O,X,X
JSZLTOI,O,O,X,X,X,X,X,O,X,X
JSZLITO,O,O,X,O,X,X,X,O,X,O
JSZLIOT,O,O,X,O,X,X,X,O,X,O
JSZLOTI,O,X,X,O,X,X,X,O,X,X
JSZLOIT,O,O,X,O,X,X,X,O,X,X
JSZOTIL,O,X,X,O,X,X,X,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,X,O,X,X
JSZOLTI,O,X,X,O,X,X,X,O,X,X
JSZOLIT,O,X,X,O,X,X,X,O,X,X
JSOTILZ,O,O,X,O,X,X,X,X,O,X
JSOTIZL,O,O,X,O,X,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,O,X
JSOTLZI,O,O,X,O,X,X,X,X,O,X
JSOTZIL,O,O,X,O,X,X,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,O,X
JSOITLZ,O,O,O,O,X,X,X,X,O,X
JSOITZL,X,O,O,O,X,X,X,X,X,X
JSOILTZ,O,O,O,O,X,X,X,X,O,X
JSOILZT,O,O,O,O,X,X,X,X,X,X
JSOIZTL,X,O,O,O,X,X,X,X,X,X
JSOIZLT,O,O,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,X,O,X
JSOLTZI,O,O,O,O,X,X,X,X,O,X
JSOLITZ,O,O,O,O,X,X,X,X,O,X
JSOLIZT,O,O,O,O,X,X,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X,O,O,X
JSOLZIT,O,O,O,O,X,X,X,O,X,X
JSOZTIL,O,O,X,O,X,X,X,X,X,X
JSOZTLI,O,O,X,O,X,X,X,X,O,X
JSOZITL,O,O,X,O,X,X,X,X,X,X
JSOZILT,O,O,X,O,X,X,X,O,X,X
JSOZLTI,O,O,X,O,X,X,X,O,O,X
JSOZLIT,O,O,X,O,X,X,X,O,X,X
JZTILSO,O,X,X,X,X,O,X,X,X,O
JZTILOS,X,X,X,X,X,O,O,X,X,O
JZTISLO,O,X,X,X,O,O,X,X,X,O
JZTISOL,O,X,X,X,O,X,X,X,X,X
JZTIOLS,X,X,X,X,X,O,O,X,X,O
JZTIOSL,O,X,X,X,O,X,O,X,X,X
JZTLISO,O,X,X,X,X,O,X,X,X,O
JZTLIOS,X,X,X,X,X,O,O,X,X,O
JZTLSIO,O,X,X,X,O,O,X,X,X,X
JZTLSOI,O,X,X,X,O,O,X,X,X,X
JZTLOIS,X,X,X,X,X,O,O,X,X,X
JZTLOSI,X,X,X,X,O,O,O,X,X,X
JZTSILO,O,X,X,X,O,O,X,X,X,O
JZTSIOL,O,X,X,X,O,X,X,X,X,X
JZTSLIO,O,X,X,X,O,O,X,X,X,X
JZTSLOI,O,X,X,X,O,O,X,X,X,X
JZTSOIL,O,X,X,X,O,X,X,X,X,X
JZTSOLI,O,X,X,X,O,X,X,X,X,X
JZTOILS,O,X,X,X,X,O,O,X,X,O
JZTOISL,O,X,X,X,O,X,O,X,X,X
JZTOLIS,O,X,X,X,X,O,O,X,X,X
JZTOLSI,O,X,X,X,O,O,O,X,X,X
JZTOSIL,O,X,X,X,O,X,O,X,X,X
JZTOSLI,O,X,X,X,O,X,O,X,X,X
JZITLSO,X,X,O,O,X,O,X,X,X,O
JZITLOS,X,X,O,X,X,O,X,X,X,O
JZITSLO,O,X,O,O,X,O,X,X,X,O
JZITSOL,X,X,O,O,X,X,X,X,X,X
JZITOLS,X,X,O,X,X,O,X,X,X,O
JZITOSL,X,X,O,X,X,X,X,X,X,X
JZILTSO,X,X,O,O,X,O,X,X,X,O
JZILTOS,X,X,O,X,X,O,X,X,X,O
JZILSTO,O,X,O,O,X,O,X,X,X,O
JZILSOT,O,X,O,O,X,O,X,X,X,O
JZILOTS,X,X,O,X,X,O,O,X,X,O
JZILOST,X,X,O,O,X,O,O,X,X,O
JZISTLO,O,X,O,O,X,O,X,X,X,X
JZISTOL,X,X,O,O,X,X,X,X,X,X
JZISLTO,O,X,O,O,X,O,X,X,X,O
JZISLOT,O,X,O,O,X,O,X,X,X,O
JZISOTL,X,X,O,O,X,X,X,X,X,X
JZISOLT,O,X,O,O,X,X,X,X,X,X
JZIOTLS,X,X,O,X,X,O,O,X,X,X
JZIOTSL,X,X,O,X,X,X,X,X,X,X
JZIOLTS,X,X,O,X,X,O,O,X,X,O
JZIOLST,X,X,O,O,X,O,O,X,X,O
JZIOSTL,X,X,O,O,X,X,X,X,X,X
JZIOSLT,O,X,O,O,X,X,O,X,X,X
JZLTISO,X,X,O,X,O,O,X,X,X,O
JZLTIOS,X,X,X,X,O,O,O,X,X,O
JZLTSIO,X,X,O,X,O,O,X,X,X,X
JZLTSOI,X,X,O,X,O,O,X,X,X,X
JZLTOIS,X,X,X,X,O,O,O,X,X,X
JZLTOSI,X,X,O,X,O,O,O,X,X,X
JZLITSO,X,X,O,O,O,O,X,X,X,O
JZLITOS,X,X,O,X,O,O,X,X,X,O
JZLISTO,O,X,O,O,O,O,X,X,X,O
JZLISOT,O,X,O,O,O,O,X,X,X,O
JZLIOTS,X,X,O,X,O,O,O,X,X,O
JZLIOST,X,X,O,O,O,O,O,X,X,O
JZLSTIO,O,X,O,X,O,O,X,O,X,X
JZLSTOI,X,X,O,X,O,O,X,O,X,X
JZLSITO,O,X,O,O,O,O,X,O,X,O
JZLSIOT,O,X,X,O,O,O,X,O,X,O
JZLSOTI,X,X,X,O,O,O,X,O,X,X
JZLSOIT,O,X,X,O,O,O,X,O,X,X
JZLOTIS,X,X,X,X,O,O,O,X,X,X
JZLOTSI,X,X,X,O,O,O,O,X,X,X
JZLOITS,X,X,X,O,O,O,O,X,X,O
JZLOIST,X,X,X,O,O,O,O,X,X,O
JZLOSTI,X,X,X,O,O,O,O,X,X,X
JZLOSIT,X,X,X,O,O,O,O,X,X,X
JZSTILO,O,X,X,X,O,O,X,O,X,O
JZSTIOL,O,X,X,X,O,X,X,X,X,X
JZSTLIO,O,X,X,X,O,O,X,O,X,X
JZSTLOI,O,X,X,X,O,O,X,O,X,X
JZSTOIL,O,X,X,O,O,X,X,X,X,X
JZSTOLI,O,X,X,O,O,X,X,X,X,X
JZSITLO,O,X,X,O,O,O,X,O,X,X
JZSITOL,X,X,X,O,O,X,X,X,X,X
JZSILTO,O,X,X,O,O,O,X,O,X,O
JZSILOT,O,X,X,O,O,O,X,O,X,O
JZSIOTL,X,X,X,O,X,X,X,X,X,X
JZSIOLT,O,X,X,O,X,X,X,O,X,X
JZSLTIO,O,X,X,X,O,O,X,O,X,X
JZSLTOI,O,X,X,X,O,O,X,O,X,X
JZSLITO,O,X,X,O,O,O,X,O,X,O
JZSLIOT,O,X,X,O,O,O,X,O,X,O
JZSLOTI,O,X,X,O,O,O,X,O,X,X
JZSLOIT,O,X,X,O,O,O,X,O,X,X
JZSOTIL,O,X,X,O,O,X,X,X,X,X
JZSOTLI,O,X,X,O,O,X,X,X,X,X
JZSOITL,O,X,X,O,O,X,X,X,X,X
JZSOILT,O,X,X,O,O,X,X,O,X,X
JZSOLTI,O,X,X,O,O,X,X,O,X,X
JZSOLIT,O,X,X,O,O,X,X,O,X,X
JZOTILS,O,X,X,X,X,O,O,X,X,O
JZOTISL,O,X,X,X,O,X,O,X,X,X
JZOTLIS,O,X,X,X,X,O,O,X,X,X
JZOTLSI,O,X,X,O,O,O,O,X,X,X
JZOTSIL,O,X,X,O,O,X,O,X,X,X
JZOTSLI,O,X,X,O,O,X,O,X,X,X
JZOITLS,O,X,O,O,X,O,O,X,X,X
JZOITSL,O,X,O,O,X,X,O,X,X,X
JZOILTS,X,X,O,O,O,O,O,X,X,O
JZOILST,O,X,O,O,O,O,O,X,X,O
JZOISTL,O,X,O,O,O,X,X,X,X,X
JZOISLT,O,X,O,O,O,X,O,X,X,X
JZOLTIS,X,X,O,X,O,O,O,X,X,X
JZOLTSI,X,X,O,O,O,O,O,X,X,X
JZOLITS,X,X,O,O,O,O,O,X,X,O
JZOLIST,O,X,O,O,O,O,O,X,X,O
JZOLSTI,O,X,O,O,O,O,O,X,X,X
JZOLSIT,O,X,O,O,O,O,O,X,X,X
JZOSTIL,O,X,X,O,O,X,O,X,X,X
JZOSTLI,O,X,X,O,O,X,O,X,X,X
JZOSITL,O,X,X,O,O,X,X,X,X,X
JZOSILT,O,X,X,O,O,X,O,X,X,X
JZOSLTI,O,X,X,O,O,X,O,X,X,X
JZOSLIT,O,X,X,O,O,X,O,X,X,X
JOTILSZ,O,O,O,O,X,X,X,X,X,X
JOTILZS,X,O,O,O,X,X,X,X,X,X
JOTISLZ,O,O,O,O,X,X,X,X,X,X
JOTISZL,O,O,O,O,X,X,X,X,X,X
JOTIZLS,X,O,O,O,X,X,O,X,X,X
JOTIZSL,O,O,O,O,X,X,O,X,X,X
JOTLISZ,O,O,O,O,X,X,X,X,X,X
JOTLIZS,X,O,O,O,X,X,X,X,X,X
JOTLSIZ,O,O,O,O,X,X,X,X,O,X
JOTLSZI,O,O,O,O,X,X,X,X,O,X
JOTLZIS,X,X,O,X,X,X,O,X,X,X
JOTLZSI,X,X,O,O,X,X,O,X,X,X
JOTSILZ,O,O,X,O,X,X,X,X,O,X
JOTSIZL,O,O,X,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,X,O,X
JOTSLZI,O,O,X,O,X,X,X,X,O,X
JOTSZIL,O,O,X,O,X,X,O,X,X,X
JOTSZLI,O,O,X,O,X,X,O,X,O,X
JOTZILS,X,O,X,X,X,X,O,X,X,O
JOTZISL,O,O,X,X,X,X,O,X,X,X
JOTZLIS,X,X,X,X,X,X,O,X,X,X
JOTZLSI,X,X,X,O,X,X,O,X,X,X
JOTZSIL,O,O,X,O,X,X,O,X,X,X
JOTZSLI,O,O,X,O,X,X,O,X,X,X
JOITLSZ,O,X,O,O,X,X,X,X,X,X
JOITLZS,X,X,O,O,X,X,X,X,X,X
JOITSLZ,O,X,O,O,X,X,X,X,X,X
JOITSZL,O,X,O,O,X,X,X,X,X,X
JOITZLS,X,X,O,O,X,X,O,X,X,X
JOITZSL,O,X,O,O,X,X,O,X,X,X
JOILTSZ,O,X,O,O,X,X,X,X,X,X
JOILTZS,X,X,O,O,O,X,X,X,X,X
JOILSTZ,O,X,O,O,X,X,X,X,O,X
JOILSZT,O,X,O,O,O,X,X,X,X,X
JOILZTS,X,X,O,O,O,X,X,X,X,X
JOILZST,O,X,O,O,O,X,X,X,X,X
JOISTLZ,O,X,O,O,X,X,X,X,O,X
JOISTZL,O,X,O,O,X,X,X,X,X,X
JOISLTZ,O,X,O,O,X,X,X,X,O,X
JOISLZT,O,X,O,O,X,X,X,X,X,X
JOISZTL,O,X,O,O,X,X,X,X,X,X
JOISZLT,O,X,O,O,X,X,X,X,X,X
JOIZTLS,O,X,O,O,X,X,O,X,X,X
JOIZTSL,O,X,O,O,X,X,O,X,X,X
JOIZLTS,X,X,O,O,O,X,O,X,X,X
JOIZLST,O,X,O,O,O,X,O,X,X,X
JOIZSTL,O,X,O,O,O,X,X,X,X,X
JOIZSLT,O,X,O,O,O,X,O,X,X,X
JOLTISZ,O,O,O,O,X,X,X,X,X,X
JOLTIZS,X,O,O,O,O,X,X,X,X,X
JOLTSIZ,O,O,O,O,X,X,X,X,O,X
JOLTSZI,O,O,O,O,X,X,X,X,O,X
JOLTZIS,X,O,O,X,O,X,O,X,X,X
JOLTZSI,X,O,O,O,O,X,O,X,X,X
JOLITSZ,O,O,O,O,X,X,X,X,X,X
JOLITZS,X,O,O,O,O,X,X,X,X,X
JOLISTZ,O,O,O,O,X,X,X,X,O,X
JOLISZT,O,O,O,O,O,X,X,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X,X,X
JOLIZST,O,X,O,O,O,X,X,X,X,X
JOLSTIZ,O,O,O,O,X,X,X,X,O,X
JOLSTZI,O,O,O,O,X,X,X,X,O,X
JOLSITZ,O,O,O,O,X,X,X,X,O,X
JOLSIZT,O,O,O,O,O,X,X,X,X,X
JOLSZTI,O,O,O,O,O,X,X,O,O,X
JOLSZIT,O,O,O,O,O,X,X,O,X,X
JOLZTIS,X,O,O,X,O,X,O,X,X,X
JOLZTSI,X,O,O,O,O,X,O,X,X,X
JOLZITS,X,X,O,O,O,X,O,X,X,X
JOLZIST,O,X,O,O,O,X,O,X,X,X
JOLZSTI,O,O,O,O,O,X,O,X,O,X
JOLZSIT,O,O,O,O,O,X,O,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X,O,X
JOSTIZL,O,O,X,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,O,X
JOSTLZI,O,O,X,O,X,X,X,X,O,X
JOSTZIL,O,O,X,O,X,X,O,X,X,X
JOSTZLI,O,O,X,O,X,X,O,X,O,X
JOSITLZ,O,O,O,O,X,X,X,X,O,X
JOSITZL,O,O,O,O,X,X,X,X,X,X
JOSILTZ,O,O,O,O,X,X,X,X,O,X
JOSILZT,O,O,O,O,X,X,X,X,X,X
JOSIZTL,O,O,O,O,X,X,X,X,X,X
JOSIZLT,O,O,O,O,X,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,X,X,X,O,X
JOSLTZI,O,O,O,O,X,X,X,X,O,X
JOSLITZ,O,O,O,O,X,X,X,X,O,X
JOSLIZT,O,O,O,O,X,X,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X,O,O,X
JOSLZIT,O,O,O,O,X,X,X,O,X,X
JOSZTIL,O,O,X,O,X,X,O,X,X,X
JOSZTLI,O,O,X,O,X,X,O,X,O,X
JOSZITL,O,O,X,O,X,X,X,X,X,X
JOSZILT,O,O,X,O,X,X,O,O,X,X
JOSZLTI,O,O,X,O,X,X,O,O,O,X
JOSZLIT,O,O,X,O,X,X,O,O,X,X
JOZTILS,O,X,X,X,X,X,O,X,X,O
JOZTISL,O,X,X,X,O,X,O,X,X,X
JOZTLIS,O,X,X,X,X,X,O,X,X,X
JOZTLSI,O,X,X,O,O,X,O,X,X,X
JOZTSIL,O,X,X,O,O,X,O,X,X,X
JOZTSLI,O,X,X,O,O,X,O,X,X,X
JOZITLS,O,X,O,O,X,X,O,X,X,X
JOZITSL,O,X,O,O,X,X,O,X,X,X
JOZILTS,X,X,O,O,O,X,O,X,X,O
JOZILST,O,X,O,O,O,X,O,X,X,O
JOZISTL,O,X,O,O,O,X,X,X,X,X
