sequence,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcBuiBTfBigB8m?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRcB3dBFhBCn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8Je06IvhFlbBRdB2kB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhFxbBldBCgB/mBUn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFRbBzcBuiB3gBlm?BUqB,v115@8gA8HeB8HeG8AeF8BeF8JeT6IvhFxbBldBykBUiBGm?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhF0cBldBTfB2lBCn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcB3dB2kBzgBCn?BUqB,v115@8gA8HeB8HeG8AeF8BeF8Jel6IvhFRdB2kB0gB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFfgB8gBRdBGiBlm?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRdB1lB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFzcBuiBRgB3gBlm?BUqB
LOTZJSI,O,O,O,O,O,O,O,O,O,O,O,X
LOTZSIJ,O,O,O,O,O,O,O,O,X,X,O,X
LOTZSJI,O,O,O,O,O,O,O,O,X,O,O,X
LOITJSZ,X,O,O,O,X,O,O,O,O,O,X,O
LOITJZS,O,O,O,X,X,O,O,O,O,O,O,O
LOITSJZ,X,O,O,X,X,O,O,O,X,O,X,O
LOITSZJ,X,O,O,X,X,O,O,O,X,X,O,X
LOITZJS,O,O,O,X,X,O,O,X,O,X,O,O
LOITZSJ,O,O,O,X,X,O,O,O,X,X,O,X
LOIJTSZ,X,X,O,O,X,O,O,O,O,X,X,O
LOIJTZS,O,X,O,X,X,O,O,O,O,X,O,O
LOIJSTZ,X,X,O,O,X,O,O,O,O,O,X,X
LOIJSZT,O,X,O,O,X,O,O,O,O,X,X,X
LOIJZTS,O,X,O,X,X,O,O,O,O,X,X,X
LOIJZST,O,X,O,X,X,O,O,O,O,X,X,X
LOISTJZ,X,O,O,O,X,O,O,O,X,O,X,X
LOISTZJ,X,O,O,X,X,O,O,O,X,X,O,X
LOISJTZ,X,X,O,O,X,O,O,O,O,O,X,X
LOISJZT,O,O,O,O,X,O,O,O,O,X,X,X
LOISZTJ,O,O,O,O,X,O,O,O,X,X,X,X
LOISZJT,O,O,O,O,X,X,X,X,O,X,X,X
LOIZTJS,O,O,O,X,X,O,O,X,O,X,O,X
LOIZTSJ,O,O,O,X,X,O,O,O,X,X,O,X
LOIZJTS,O,O,O,X,X,O,O,X,O,X,X,X
LOIZJST,O,O,O,X,X,O,O,X,O,X,X,X
LOIZSTJ,O,O,O,X,X,O,O,O,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X,O,X,X,X
LOJTISZ,X,O,O,O,O,O,O,O,O,X,X,O
LOJTIZS,O,O,O,X,X,O,O,O,O,X,O,O
LOJTSIZ,X,O,O,O,O,O,O,O,O,X,X,O
LOJTSZI,X,O,O,X,O,X,O,O,O,X,X,X
LOJTZIS,O,O,O,X,X,O,O,O,O,X,O,O
LOJTZSI,O,O,O,O,O,O,O,O,O,X,O,X
LOJITSZ,X,X,O,O,X,O,O,O,O,X,X,O
LOJITZS,O,X,O,X,X,O,O,O,O,X,O,O
LOJISTZ,X,X,O,O,X,O,O,O,O,O,X,X
LOJISZT,O,X,O,O,X,O,O,O,O,X,X,X
LOJIZTS,O,X,O,X,X,O,O,O,O,X,X,X
LOJIZST,O,X,O,X,X,O,O,O,O,X,X,X
LOJSTIZ,X,O,O,O,O,O,O,O,O,O,X,X
LOJSTZI,X,O,O,X,O,X,O,O,O,O,X,X
LOJSITZ,X,X,O,O,O,O,O,O,O,O,X,X
LOJSIZT,O,O,O,O,X,O,O,O,O,X,X,X
LOJSZTI,O,O,O,O,X,O,O,O,O,O,X,X
LOJSZIT,O,O,O,O,X,O,O,O,O,X,X,X
LOJZTIS,O,O,O,X,X,O,O,O,O,X,O,X
LOJZTSI,O,O,O,O,X,O,O,O,O,X,O,X
LOJZITS,O,O,O,X,X,O,O,O,O,X,X,X
LOJZIST,O,O,O,X,X,O,O,O,O,X,X,X
LOJZSTI,O,O,O,X,X,O,O,O,O,O,X,X
LOJZSIT,O,O,O,X,X,O,O,O,O,X,X,X
LOSTIJZ,X,O,O,O,O,O,O,O,X,O,X,X
LOSTIZJ,X,O,O,X,O,O,O,O,X,X,O,X
LOSTJIZ,X,O,O,O,O,O,O,O,X,O,X,X
LOSTJZI,X,O,O,X,O,X,O,O,X,O,X,X
LOSTZIJ,X,O,O,X,O,O,O,O,X,X,O,X
LOSTZJI,X,O,O,X,O,O,O,O,X,O,O,X
LOSITJZ,X,O,O,O,O,O,O,O,X,O,X,X
LOSITZJ,X,O,O,X,O,O,O,O,X,X,O,X
LOSIJTZ,X,X,O,O,O,O,O,O,O,O,X,X
LOSIJZT,O,O,O,O,X,O,O,O,O,X,X,X
LOSIZTJ,O,O,O,O,X,O,O,O,X,X,X,X
LOSIZJT,O,O,O,O,X,X,X,X,O,X,X,X
LOSJTIZ,X,O,O,O,O,O,O,O,O,O,X,X
LOSJTZI,X,O,O,X,O,X,O,O,O,O,X,X
LOSJITZ,X,X,O,O,O,O,O,O,O,O,X,X
LOSJIZT,O,O,O,O,X,O,O,O,O,X,X,X
LOSJZTI,O,O,O,O,X,O,O,O,O,O,X,X
LOSJZIT,O,O,O,O,X,O,O,O,O,X,X,X
LOSZTIJ,O,O,O,O,X,O,O,O,X,X,X,X
LOSZTJI,O,O,O,O,X,O,O,O,X,O,X,X
LOSZITJ,O,O,O,O,X,O,O,O,X,X,X,X
LOSZIJT,O,O,O,O,X,X,X,X,O,X,X,X
LOSZJTI,O,O,O,O,X,O,O,O,O,O,X,X
LOSZJIT,O,O,O,O,X,O,O,O,O,X,X,X
LOZTIJS,O,O,O,X,X,O,O,X,O,X,O,X
LOZTISJ,O,O,O,X,X,O,O,O,X,X,O,X
LOZTJIS,O,O,O,X,X,O,O,O,O,O,O,X
LOZTJSI,O,O,O,O,X,O,O,O,O,O,O,X
LOZTSIJ,O,O,O,O,X,O,O,O,X,X,O,X
LOZTSJI,O,O,O,O,X,O,O,O,X,O,O,X
LOZITJS,O,O,O,X,X,O,O,X,O,X,O,X
LOZITSJ,O,O,O,X,X,O,O,O,X,X,O,X
LOZIJTS,O,O,O,X,X,O,O,X,O,X,X,X
LOZIJST,O,O,O,X,X,O,O,X,O,X,X,X
LOZISTJ,O,O,O,X,X,O,O,O,X,X,X,X
LOZISJT,O,O,O,X,X,X,X,X,O,X,X,X
LOZJTIS,O,O,O,X,X,O,O,O,O,X,O,X
LOZJTSI,O,O,O,O,X,O,O,O,O,X,O,X
LOZJITS,O,O,O,X,X,O,O,O,O,X,X,X
LOZJIST,O,O,O,X,X,O,O,O,O,X,X,X
LOZJSTI,O,O,O,X,X,O,O,O,O,O,X,X
LOZJSIT,O,O,O,X,X,O,O,O,O,X,X,X
LOZSTIJ,O,O,O,X,X,O,O,O,X,X,X,X
LOZSTJI,O,O,O,X,X,O,O,O,X,O,X,X
LOZSITJ,O,O,O,X,X,O,O,O,X,X,X,X
LOZSIJT,O,O,O,X,X,X,X,X,O,X,X,X
LOZSJTI,O,O,O,X,X,O,O,O,O,O,X,X
LOZSJIT,O,O,O,X,X,O,O,O,O,X,X,X
JTILSZO,X,O,O,O,O,X,O,O,X,O,X,X
JTILSOZ,X,X,O,O,O,O,X,O,X,O,X,O
JTILZSO,X,O,O,O,X,X,O,O,X,O,X,X
JTILZOS,X,O,O,X,X,O,O,X,O,O,X,O
JTILOSZ,X,X,X,O,O,O,O,O,O,O,X,O
JTILOZS,X,X,O,X,X,O,O,X,O,O,X,O
JTISLZO,X,X,X,O,O,X,O,O,X,O,X,X
JTISLOZ,X,X,X,O,O,X,X,O,X,O,X,X
JTISZLO,X,O,X,O,X,X,X,X,X,O,X,X
JTISZOL,X,O,X,O,X,X,X,X,X,X,X,X
JTISOLZ,X,X,X,O,O,X,X,O,O,X,X,X
JTISOZL,X,X,X,O,X,X,X,X,X,X,X,X
JTIZLSO,X,O,O,O,X,X,O,X,X,O,X,X
JTIZLOS,X,O,O,X,X,X,O,X,O,O,X,X
JTIZSLO,X,O,O,O,X,X,X,X,X,O,X,X
JTIZSOL,X,O,O,O,X,X,X,X,X,X,X,X
JTIZOLS,X,X,O,X,X,X,X,X,O,O,X,X
JTIZOSL,X,O,O,X,X,X,X,X,X,X,X,X
JTIOLSZ,X,X,O,X,O,X,O,O,O,O,X,O
JTIOLZS,X,X,O,X,X,X,O,O,O,O,X,O
JTIOSLZ,X,X,X,X,O,X,O,O,O,X,X,X
JTIOSZL,X,X,X,X,X,X,X,X,X,X,X,X
JTIOZLS,X,X,O,X,X,X,O,X,O,O,X,X
JTIOZSL,X,X,O,X,X,X,X,X,X,X,X,X
JTLISZO,X,O,O,O,O,X,O,O,X,O,X,X
JTLISOZ,X,X,O,O,O,O,X,O,X,O,X,O
JTLIZSO,O,O,O,O,X,O,O,O,X,O,X,X
JTLIZOS,O,O,O,X,X,O,O,X,O,O,X,O
JTLIOSZ,X,X,O,O,O,O,O,O,O,O,X,O
JTLIOZS,X,X,O,X,X,O,O,X,O,O,X,O
JTLSIZO,X,O,O,O,O,X,O,O,X,O,X,X
JTLSIOZ,X,X,O,O,O,O,X,O,X,O,X,O
JTLSZIO,X,O,O,O,O,X,O,O,X,O,X,X
JTLSZOI,X,O,O,O,O,X,O,X,O,O,X,X
JTLSOIZ,X,X,O,O,O,O,O,O,O,O,X,O
JTLSOZI,X,O,O,X,O,X,O,O,O,O,X,X
JTLZISO,O,O,O,O,X,O,O,O,X,O,X,X
JTLZIOS,O,O,O,X,X,O,O,X,O,O,O,O
JTLZSIO,O,O,O,O,O,O,O,O,X,O,X,X
JTLZSOI,O,O,O,O,O,O,O,X,O,O,O,X
JTLZOIS,O,O,O,X,X,O,O,X,O,O,O,O
JTLZOSI,O,O,O,O,O,O,O,X,O,O,O,X
JTLOISZ,X,X,O,O,O,O,O,O,O,O,X,O
JTLOIZS,O,X,O,X,X,O,O,O,O,O,O,O
JTLOSIZ,X,X,O,O,O,O,O,O,O,O,X,O
JTLOSZI,X,O,O,X,O,X,O,O,O,O,X,X
JTLOZIS,O,O,O,X,X,O,O,O,O,O,O,O
JTLOZSI,O,O,O,O,O,O,O,O,O,O,O,X
JTSILZO,X,X,X,O,O,X,O,O,X,O,X,X
JTSILOZ,X,X,X,O,O,X,X,O,X,O,X,X
JTSIZLO,X,O,X,O,X,X,X,X,X,O,X,X
JTSIZOL,X,O,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,X,X,X,O,O,X,X,O,O,X,X,X
JTSIOZL,X,X,X,O,X,X,X,X,X,X,X,X
JTSLIZO,X,O,X,O,O,X,O,O,X,O,X,X
JTSLIOZ,X,X,X,O,O,O,X,O,X,O,X,O
JTSLZIO,X,O,X,O,O,X,O,O,X,O,X,X
JTSLZOI,X,O,X,O,O,X,O,X,O,O,X,X
JTSLOIZ,X,X,X,O,O,O,O,O,O,O,X,O
JTSLOZI,X,O,X,X,O,X,O,O,O,O,X,X
JTSZILO,X,O,X,O,X,X,X,X,X,O,X,X
JTSZIOL,X,O,X,O,X,X,X,X,X,X,X,X
JTSZLIO,X,O,X,O,O,X,X,X,X,O,X,X
JTSZLOI,X,O,X,O,O,X,X,X,O,O,X,X
JTSZOIL,X,O,X,O,X,X,X,X,X,X,X,X
JTSZOLI,X,O,X,O,O,X,X,X,O,X,X,X
JTSOILZ,X,X,X,O,O,X,O,O,O,X,X,X
JTSOIZL,X,X,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,X,X,O,O,X,O,O,O,X,X,O
JTSOLZI,X,X,X,O,O,X,O,O,O,X,X,X
JTSOZIL,X,O,X,O,X,X,X,X,X,X,X,X
JTSOZLI,X,O,X,O,O,X,X,X,O,X,X,X
JTZILSO,X,O,O,O,X,O,O,X,X,O,X,X
JTZILOS,X,O,O,X,X,O,O,X,O,O,O,X
JTZISLO,O,O,O,O,X,O,X,X,X,O,X,X
JTZISOL,O,O,O,O,X,X,X,X,X,X,X,X
JTZIOLS,O,X,O,X,X,O,X,X,O,O,O,X
JTZIOSL,O,O,O,X,X,X,X,X,X,X,X,X
JTZLISO,X,O,O,O,X,O,O,X,X,O,X,X
JTZLIOS,X,O,O,X,X,O,O,X,O,O,O,O
JTZLSIO,O,O,O,O,O,O,O,X,X,O,X,X
JTZLSOI,O,O,O,O,O,O,O,X,O,O,O,X
JTZLOIS,O,O,O,X,X,O,O,X,O,O,O,O
JTZLOSI,O,O,O,O,O,O,O,X,O,O,O,X
JTZSILO,O,O,O,O,X,O,X,X,X,O,X,X
JTZSIOL,O,O,O,O,X,X,X,X,X,X,X,X
JTZSLIO,O,O,O,O,O,O,X,X,X,O,X,X
JTZSLOI,O,O,O,O,O,O,X,X,O,O,O,X
JTZSOIL,O,O,O,O,X,X,X,X,X,X,X,X
JTZSOLI,O,O,X,O,O,X,X,X,O,X,O,X
JTZOILS,O,X,O,X,X,O,O,X,O,O,O,X
JTZOISL,O,O,O,X,X,X,X,X,X,X,X,X
JTZOLIS,O,O,O,X,X,O,O,X,O,O,O,O
JTZOLSI,O,O,O,O,O,O,O,X,O,O,O,X
JTZOSIL,O,O,O,O,X,X,X,X,X,X,X,X
JTZOSLI,O,O,X,O,O,X,X,X,O,X,O,X
JTOILSZ,X,X,O,X,O,X,O,O,O,O,X,O
JTOILZS,O,X,O,X,X,X,O,O,O,O,X,O
JTOISLZ,X,X,X,X,O,X,O,O,O,X,X,X
JTOISZL,X,X,X,X,X,X,X,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,O,X,O,O,X,X
JTOIZSL,O,X,O,X,X,X,X,X,X,X,X,X
JTOLISZ,X,X,O,O,O,O,O,O,O,O,X,O
JTOLIZS,O,X,O,X,X,O,O,O,O,O,O,O
JTOLSIZ,X,X,O,O,O,O,O,O,O,O,X,O
JTOLSZI,X,O,O,X,O,X,O,O,O,O,X,X
JTOLZIS,O,O,O,X,X,O,O,O,O,O,O,O
JTOLZSI,O,O,O,O,O,X,O,O,O,O,O,X
JTOSILZ,X,X,X,O,O,X,O,O,O,X,X,X
JTOSIZL,X,X,X,O,X,X,X,X,X,X,X,X
JTOSLIZ,X,X,X,O,O,X,O,O,O,X,X,O
JTOSLZI,X,X,X,X,O,X,O,O,O,X,X,X
JTOSZIL,X,O,X,O,X,X,X,X,X,X,X,X
JTOSZLI,X,O,X,X,O,X,X,X,O,X,X,X
JTOZILS,O,X,O,X,X,X,O,X,O,O,O,X
JTOZISL,O,O,O,X,X,X,X,X,X,X,X,X
JTOZLIS,O,O,O,X,X,X,O,X,O,O,O,O
JTOZLSI,O,O,O,O,O,X,O,X,O,O,O,X
JTOZSIL,O,O,O,O,X,X,X,X,X,X,X,X
JTOZSLI,O,O,X,O,O,X,X,X,O,X,O,X
JITLSZO,X,O,O,O,O,X,O,O,X,O,X,X
JITLSOZ,X,X,O,O,O,O,X,O,X,O,X,O
JITLZSO,X,O,O,O,X,X,O,O,X,O,X,X
JITLZOS,X,O,O,X,X,O,O,X,O,O,X,O
JITLOSZ,X,X,X,O,O,O,O,O,O,O,X,O
JITLOZS,X,X,O,X,X,O,O,X,O,O,X,O
JITSLZO,X,X,X,O,O,X,O,O,X,O,X,X
JITSLOZ,X,X,X,O,O,X,X,O,X,O,X,X
JITSZLO,X,O,X,O,X,X,X,X,X,O,X,X
JITSZOL,X,O,X,O,X,X,X,X,X,X,X,X
JITSOLZ,X,X,X,O,O,X,X,O,O,X,X,X
JITSOZL,X,X,X,O,X,X,X,X,X,X,X,X
JITZLSO,X,O,O,O,X,X,O,X,X,O,X,X
JITZLOS,X,O,O,X,X,X,O,X,O,O,X,X
JITZSLO,X,O,O,O,X,X,X,X,X,O,X,X
JITZSOL,X,O,O,O,X,X,X,X,X,X,X,X
JITZOLS,X,X,O,X,X,X,X,X,O,O,X,X
JITZOSL,X,O,O,X,X,X,X,X,X,X,X,X
JITOLSZ,X,X,O,X,O,X,O,O,O,O,X,O
JITOLZS,X,X,O,X,X,X,O,O,O,O,X,O
JITOSLZ,X,X,X,X,O,X,O,O,O,X,X,X
JITOSZL,X,X,X,X,X,X,X,X,X,X,X,X
JITOZLS,X,X,O,X,X,X,O,X,O,O,X,X
JITOZSL,X,X,O,X,X,X,X,X,X,X,X,X
JILTSZO,X,O,O,O,O,X,O,O,X,O,X,X
JILTSOZ,X,X,O,O,O,O,X,O,X,O,X,O
JILTZSO,O,O,O,O,X,O,O,O,X,O,X,X
JILTZOS,O,O,O,X,X,O,O,X,O,O,X,O
JILTOSZ,X,X,O,O,O,O,O,O,O,O,X,O
JILTOZS,X,X,O,X,X,O,O,X,O,O,X,O
JILSTZO,X,O,O,O,O,X,O,O,X,O,X,X
JILSTOZ,X,X,O,O,O,O,X,O,X,O,X,O
JILSZTO,O,O,O,O,O,O,O,O,X,O,X,X
JILSZOT,X,O,O,O,X,O,X,X,X,X,X,X
JILSOTZ,X,X,O,O,O,O,X,O,X,O,X,X
JILSOZT,X,X,O,O,X,O,X,O,X,X,X,X
JILZTSO,O,O,O,O,X,O,O,O,X,X,X,X
JILZTOS,O,O,O,X,X,O,O,X,O,X,X,O
JILZSTO,O,O,O,O,X,O,O,O,X,O,X,X
JILZSOT,X,O,O,O,X,O,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,O,O,X,O,X,X,X
JILZOST,O,X,O,X,X,O,O,X,O,X,X,X
JILOTSZ,X,X,O,O,X,O,O,O,O,X,X,O
JILOTZS,O,X,O,X,X,O,O,O,O,X,X,O
JILOSTZ,X,X,O,O,X,O,O,O,O,O,X,X
JILOSZT,O,X,O,O,X,O,O,O,O,X,X,X
JILOZTS,O,X,O,X,X,O,O,O,O,X,X,X
JILOZST,O,X,O,X,X,O,O,O,O,X,X,X
JISTLZO,X,X,X,O,O,X,O,O,X,X,X,X
JISTLOZ,X,X,X,O,O,X,X,O,X,X,X,X
JISTZLO,X,O,X,O,X,X,X,X,X,X,X,X
JISTZOL,X,O,X,O,X,X,X,X,X,X,X,X
JISTOLZ,X,X,X,O,O,X,X,O,O,X,X,X
JISTOZL,X,X,X,O,X,X,X,X,X,X,X,X
JISLTZO,X,O,O,O,O,X,O,O,X,O,X,X
JISLTOZ,X,X,O,O,O,X,X,O,X,O,X,X
JISLZTO,X,O,O,O,O,X,O,O,X,O,X,X
JISLZOT,X,O,O,O,X,X,X,X,X,X,X,X
JISLOTZ,X,X,O,O,O,X,X,O,X,O,X,X
JISLOZT,X,X,O,O,X,X,X,O,X,X,X,X
JISZTLO,X,O,O,O,X,X,X,X,X,X,X,X
JISZTOL,X,O,O,O,X,X,X,X,X,X,X,X
JISZLTO,X,O,O,O,X,X,X,O,X,X,X,X
JISZLOT,X,O,X,O,X,X,X,X,X,X,X,X
JISZOTL,X,O,O,O,X,X,X,X,X,X,X,X
JISZOLT,X,O,O,O,X,X,X,O,X,X,X,X
JISOTLZ,X,X,X,O,X,X,X,O,O,X,X,X
JISOTZL,X,X,X,O,X,X,X,X,X,X,X,X
JISOLTZ,X,X,O,O,X,X,X,O,O,X,X,X
JISOLZT,X,X,O,O,X,X,X,O,O,X,X,X
JISOZTL,X,X,O,O,X,X,X,X,X,X,X,X
JISOZLT,X,X,O,O,X,X,X,O,X,X,X,X
JIZTLSO,X,O,O,O,X,O,O,X,X,X,X,X
JIZTLOS,X,O,O,X,X,O,O,X,O,X,O,X
JIZTSLO,O,O,O,O,X,O,X,X,X,X,X,X
JIZTSOL,O,O,O,O,X,X,X,X,X,X,X,X
JIZTOLS,O,X,O,X,X,O,X,X,O,X,O,X
JIZTOSL,O,O,O,X,X,X,X,X,X,X,X,X
JIZLTSO,X,O,O,O,X,O,O,O,X,X,X,X
JIZLTOS,X,O,O,X,X,O,O,X,O,X,X,X
JIZLSTO,X,O,O,X,X,O,O,O,X,O,X,X
JIZLSOT,X,O,O,X,X,O,X,X,X,X,X,X
JIZLOTS,X,X,O,X,X,O,O,X,O,X,X,X
JIZLOST,X,X,O,X,X,O,X,X,O,X,X,X
JIZSTLO,O,O,O,X,X,O,X,X,X,X,X,X
JIZSTOL,O,O,O,X,X,X,X,X,X,X,X,X
JIZSLTO,O,O,O,X,X,O,X,O,X,X,X,X
JIZSLOT,O,O,X,X,X,O,X,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,X,X,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X,O,X,X,X,X
JIZOTLS,O,X,O,X,X,O,X,X,O,X,O,X
JIZOTSL,O,X,O,X,X,X,X,X,X,X,X,X
JIZOLTS,O,X,O,X,X,O,X,O,O,X,X,X
JIZOLST,O,X,O,X,X,O,X,O,O,X,X,X
JIZOSTL,O,X,O,X,X,X,X,X,X,X,X,X
JIZOSLT,O,X,O,X,X,X,X,O,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,O,O,O,X,X,X
JIOTLZS,O,X,O,X,X,X,O,O,O,X,X,X
JIOTSLZ,X,X,X,X,X,X,O,O,O,X,X,X
JIOTSZL,X,X,X,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,O,X,X,X,O,X,O,X,X,X
JIOTZSL,O,X,O,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,O,O,O,X,X,X
JIOLTZS,O,X,O,X,X,X,O,O,O,X,O,X
JIOLSTZ,X,X,O,X,X,X,O,O,O,O,X,X
JIOLSZT,O,X,O,X,X,X,O,O,O,X,X,X
JIOLZTS,O,X,O,X,X,X,O,O,O,X,X,X
JIOLZST,O,X,O,X,X,X,O,O,O,X,X,X
JIOSTLZ,X,X,X,X,X,X,O,O,O,X,X,X
JIOSTZL,X,X,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,O,X,X,X,O,O,O,X,X,X
JIOSLZT,O,X,O,X,X,X,O,O,O,X,X,X
JIOSZTL,O,X,O,X,X,X,X,X,X,X,X,X
JIOSZLT,O,X,O,X,X,X,X,O,X,X,X,X
JIOZTLS,O,X,O,X,X,X,O,X,O,X,O,X
JIOZTSL,O,X,O,X,X,X,X,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,O,O,O,X,X,X
JIOZLST,O,X,O,X,X,X,O,O,O,X,X,X
JIOZSTL,O,X,O,X,X,X,X,X,X,X,X,X
JIOZSLT,O,X,O,X,X,X,X,O,X,X,X,X
JLTISZO,X,O,O,O,O,X,O,O,X,O,X,X
JLTISOZ,X,X,O,O,O,O,X,O,X,O,X,O
JLTIZSO,O,O,O,O,X,O,O,O,X,O,X,X
JLTIZOS,O,O,O,X,X,O,O,X,O,O,X,O
JLTIOSZ,X,X,O,O,O,O,O,O,O,O,X,O
JLTIOZS,X,X,O,X,X,O,O,X,O,O,X,O
JLTSIZO,X,O,O,O,O,X,O,O,X,O,X,X
JLTSIOZ,X,X,O,O,O,O,X,O,X,O,X,O
JLTSZIO,X,O,O,O,O,X,O,O,X,O,X,X
JLTSZOI,X,O,O,O,O,X,O,X,O,O,X,X
JLTSOIZ,X,X,O,O,O,O,O,O,O,O,X,O
JLTSOZI,X,O,O,X,O,X,O,O,O,O,X,X
JLTZISO,O,O,O,O,X,O,O,O,X,O,X,X
JLTZIOS,O,O,O,X,X,O,O,X,O,O,O,O
JLTZSIO,O,O,O,O,O,O,O,O,X,O,X,X
JLTZSOI,O,O,O,O,O,O,O,X,O,O,O,X
JLTZOIS,O,O,O,X,X,O,O,X,O,O,O,O
JLTZOSI,O,O,O,O,O,O,O,X,O,O,O,X
JLTOISZ,X,X,O,O,O,O,O,O,O,O,X,O
JLTOIZS,O,X,O,X,X,O,O,O,O,O,O,O
JLTOSIZ,X,X,O,O,O,O,O,O,O,O,X,O
JLTOSZI,X,O,O,X,O,X,O,O,O,O,X,X
JLTOZIS,O,O,O,X,X,O,O,O,O,O,O,O
JLTOZSI,O,O,O,O,O,O,O,O,O,O,O,X
JLITSZO,X,O,O,O,O,X,O,O,X,O,X,X
JLITSOZ,X,X,O,O,O,O,X,O,X,O,X,O
JLITZSO,O,O,O,O,X,O,O,O,X,O,X,X
JLITZOS,O,O,O,X,X,O,O,X,O,O,X,O
JLITOSZ,X,X,O,O,O,O,O,O,O,O,X,O
JLITOZS,X,X,O,X,X,O,O,X,O,O,X,O
JLISTZO,X,O,O,O,O,X,O,O,X,O,X,X
JLISTOZ,X,X,O,O,O,O,X,O,X,O,X,O
JLISZTO,O,O,O,O,O,O,O,O,X,O,X,X
JLISZOT,X,O,O,O,X,O,X,X,X,X,X,X
JLISOTZ,X,X,O,O,O,O,X,O,X,O,X,X
JLISOZT,X,X,O,O,X,O,X,O,X,X,X,X
JLIZTSO,O,O,O,O,X,O,O,O,X,X,X,X
JLIZTOS,O,O,O,X,X,O,O,X,O,X,X,O
JLIZSTO,O,O,O,O,X,O,O,O,X,O,X,X
JLIZSOT,X,O,O,O,X,O,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,O,O,X,O,X,X,X
JLIZOST,O,X,O,X,X,O,O,X,O,X,X,X
JLIOTSZ,X,X,O,O,X,O,O,O,O,X,X,O
JLIOTZS,O,X,O,X,X,O,O,O,O,X,X,O
JLIOSTZ,X,X,O,O,X,O,O,O,O,O,X,X
JLIOSZT,O,X,O,O,X,O,O,O,O,X,X,X
JLIOZTS,O,X,O,X,X,O,O,O,O,X,X,X
JLIOZST,O,X,O,X,X,O,O,O,O,X,X,X
JLSTIZO,X,O,O,O,O,X,O,O,X,O,X,X
JLSTIOZ,X,X,O,O,O,O,X,O,X,O,X,O
JLSTZIO,X,O,O,O,O,X,O,O,X,O,X,X
JLSTZOI,X,O,O,O,O,X,O,X,O,O,X,X
JLSTOIZ,X,X,O,O,O,O,O,O,O,O,X,O
JLSTOZI,X,O,O,X,O,X,O,O,O,O,X,X
JLSITZO,X,O,O,O,O,X,O,O,X,O,X,X
JLSITOZ,X,X,O,O,O,O,X,O,X,O,X,O
JLSIZTO,O,O,O,O,O,O,O,O,X,O,X,X
JLSIZOT,X,O,O,O,X,O,X,X,X,X,X,X
JLSIOTZ,X,X,O,O,O,O,X,O,X,O,X,X
JLSIOZT,X,O,O,O,X,O,X,O,X,X,X,X
JLSZTIO,O,O,O,O,O,O,O,O,X,O,X,X
JLSZTOI,O,O,O,O,O,O,O,X,O,O,X,X
JLSZITO,O,O,O,O,O,O,O,O,X,O,X,X
JLSZIOT,X,O,O,O,X,O,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,O,O,O,O,O,X,X
JLSZOIT,O,O,O,O,X,O,O,O,O,X,X,X
JLSOTIZ,X,O,O,O,O,O,O,O,O,O,X,X
JLSOTZI,X,O,O,X,O,X,O,O,O,O,X,X
JLSOITZ,X,X,O,O,O,O,O,O,O,O,X,X
JLSOIZT,O,O,O,O,X,O,O,O,O,X,X,X
JLSOZTI,O,O,O,O,X,O,O,O,O,O,X,X
JLSOZIT,O,O,O,O,X,O,O,O,O,X,X,X
JLZTISO,O,O,O,O,X,O,O,O,X,O,X,X
JLZTIOS,O,O,O,X,X,O,O,X,O,O,O,O
JLZTSIO,O,O,O,O,O,O,O,O,X,O,X,X
JLZTSOI,O,O,O,O,O,O,O,X,O,O,O,X
JLZTOIS,O,O,O,X,X,O,O,X,O,O,O,O
JLZTOSI,O,O,O,O,O,O,O,X,O,O,O,X
JLZITSO,O,O,O,O,X,O,O,O,X,X,X,X
JLZITOS,O,O,O,X,X,O,O,X,O,X,X,O
JLZISTO,O,O,O,O,X,O,O,O,X,O,X,X
