sequence,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhFTeB/mBFiBG?oBisB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhF0dB6jBThB2?nBFsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBfjB6jBx?mBUsBFtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBlmBc?sBToBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBTjBl?mBcsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzdB5jB3hBV?sBatBUsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBXjBl?mBctBTsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFxdBCjBlmBT?oB0sBfsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFfiB5jBziB0?mBlnByxB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcB5jB1nB0?mB3sBatB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhF6jBziBlmBx?sBfsB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBCjBlmBx?sBctB3sB
LOTSJIZ,X,O,X,X,X,O,O,X,X,X,X,X
LOTSJZI,X,O,X,X,X,O,O,X,X,X,X,X
LOTSZIJ,X,O,X,X,X,O,O,X,X,X,X,X
LOTSZJI,X,O,X,X,X,O,O,X,X,X,X,X
LOTZIJS,X,X,X,X,X,O,O,O,O,X,X,X
LOTZISJ,X,X,X,X,X,O,O,O,O,X,X,X
LOTZJIS,X,X,X,X,X,O,O,O,O,X,X,X
LOTZJSI,X,X,X,X,X,O,O,O,O,X,X,X
LOTZSIJ,X,X,X,X,X,O,O,O,O,X,X,X
LOTZSJI,X,X,X,X,X,O,O,O,O,X,X,X
LOITJSZ,X,X,X,X,X,O,X,X,X,X,X,X
LOITJZS,X,O,X,X,X,O,X,X,O,X,X,X
LOITSJZ,X,O,X,X,X,O,X,X,X,X,X,X
LOITSZJ,X,O,X,X,X,O,X,X,X,X,X,X
LOITZJS,X,X,X,X,X,O,X,X,O,X,X,X
LOITZSJ,X,X,X,X,X,O,X,X,O,X,X,X
LOIJTSZ,O,X,X,X,X,O,X,X,X,X,X,X
LOIJTZS,X,X,X,X,X,O,X,X,O,X,X,X
LOIJSTZ,O,X,X,X,X,O,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,X,X,O,X,X,X
LOIJZTS,X,X,X,X,X,O,X,O,O,X,X,X
LOIJZST,O,X,X,X,X,X,X,X,O,X,X,X
LOISTJZ,O,O,X,X,X,O,X,X,X,X,X,X
LOISTZJ,X,O,X,X,X,O,X,X,X,X,X,X
LOISJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LOISJZT,O,O,X,X,X,X,X,X,O,X,X,X
LOISZTJ,X,O,X,X,X,X,X,X,O,X,X,X
LOISZJT,X,O,X,X,X,X,X,X,O,X,X,X
LOIZTJS,X,X,X,O,X,O,X,O,O,X,X,X
LOIZTSJ,X,X,X,O,X,O,X,O,O,X,X,X
LOIZJTS,X,X,X,X,X,O,X,O,O,X,X,X
LOIZJST,X,X,X,X,X,X,X,X,O,X,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,O,X,X,X
LOIZSJT,X,X,X,X,X,X,X,X,O,X,X,X
LOJTISZ,O,X,X,X,X,O,O,X,X,X,X,X
LOJTIZS,X,X,X,X,X,O,O,X,O,X,X,X
LOJTSIZ,O,X,X,X,X,O,O,X,X,X,X,X
LOJTSZI,O,X,X,X,X,O,O,X,X,X,X,X
LOJTZIS,X,X,X,X,X,O,O,O,O,X,X,X
LOJTZSI,X,X,X,X,X,O,O,O,O,X,X,X
LOJITSZ,O,X,X,X,X,O,X,X,X,X,X,X
LOJITZS,X,X,X,X,X,O,X,X,O,X,X,X
LOJISTZ,O,X,X,X,X,O,X,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,O,X,X,X
LOJIZTS,X,X,X,X,X,O,X,O,O,X,X,X
LOJIZST,O,X,X,X,X,X,X,X,O,X,X,X
LOJSTIZ,O,X,X,X,X,O,X,X,X,X,X,X
LOJSTZI,O,X,X,X,X,O,X,X,X,X,X,X
LOJSITZ,O,X,X,X,X,O,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,O,X,X,X
LOJSZTI,O,X,X,X,X,X,X,O,O,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,O,X,X,X
LOJZTIS,X,X,X,O,X,O,O,O,O,X,X,X
LOJZTSI,X,X,X,O,X,O,O,O,O,X,X,X
LOJZITS,X,X,X,X,X,O,O,O,O,X,X,X
LOJZIST,O,X,X,X,X,X,O,X,O,X,X,X
LOJZSTI,O,X,X,X,X,X,X,O,O,X,X,X
LOJZSIT,O,X,X,X,X,X,X,X,O,X,X,X
LOSTIJZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSTIZJ,X,O,X,X,X,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSTJZI,O,O,X,X,X,O,X,X,X,X,X,X
LOSTZIJ,X,O,X,X,X,O,X,X,X,X,X,X
LOSTZJI,X,O,X,X,X,O,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSITZJ,X,O,X,X,X,O,X,X,X,X,X,X
LOSIJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSIJZT,O,O,X,X,X,X,X,X,O,X,X,X
LOSIZTJ,X,O,X,X,X,X,X,X,O,X,X,X
LOSIZJT,X,O,X,X,X,X,X,X,O,X,X,X
LOSJTIZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSJTZI,O,O,X,X,X,O,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSJIZT,O,O,X,X,X,X,X,X,O,X,X,X
LOSJZTI,O,O,X,X,X,X,X,O,O,X,X,X
LOSJZIT,O,O,X,X,X,X,X,X,O,X,X,X
LOSZTIJ,X,O,X,X,X,X,X,O,O,X,X,X
LOSZTJI,X,O,X,X,X,X,X,O,O,X,X,X
LOSZITJ,X,O,X,X,X,X,X,X,O,X,X,X
LOSZIJT,X,O,X,X,X,X,X,X,O,X,X,X
LOSZJTI,X,O,X,X,X,X,X,O,O,X,X,X
LOSZJIT,X,O,X,X,X,X,X,X,O,X,X,X
LOZTIJS,X,X,X,O,X,O,O,O,O,X,X,X
LOZTISJ,X,X,X,O,X,O,O,O,O,X,X,X
LOZTJIS,X,X,X,O,X,O,O,O,O,X,X,X
LOZTJSI,X,X,X,O,X,O,O,O,O,X,X,X
LOZTSIJ,X,X,X,O,X,O,O,O,O,X,X,X
LOZTSJI,X,X,X,O,X,O,O,O,O,X,X,X
LOZITJS,X,X,X,O,X,O,O,O,O,X,X,X
LOZITSJ,X,X,X,O,X,O,O,O,O,X,X,X
LOZIJTS,X,X,X,X,X,O,O,O,O,X,X,X
LOZIJST,X,X,X,X,X,X,O,X,O,X,X,X
LOZISTJ,X,X,X,X,X,X,X,X,O,X,X,X
LOZISJT,X,X,X,X,X,X,O,X,O,X,X,X
LOZJTIS,X,X,X,O,X,O,O,O,O,X,X,X
LOZJTSI,X,X,X,O,X,O,O,O,O,X,X,X
LOZJITS,X,X,X,X,X,O,O,O,O,X,X,X
LOZJIST,X,X,X,X,X,X,O,X,O,X,X,X
LOZJSTI,X,X,X,X,X,X,X,O,O,X,X,X
LOZJSIT,X,X,X,X,X,X,X,X,O,X,X,X
LOZSTIJ,X,X,X,X,X,X,X,O,O,X,X,X
LOZSTJI,X,X,X,X,X,X,X,O,O,X,X,X
LOZSITJ,X,X,X,X,X,X,X,X,O,X,X,X
LOZSIJT,X,X,X,X,X,X,X,X,O,X,X,X
LOZSJTI,X,X,X,X,X,X,X,O,O,X,X,X
LOZSJIT,X,X,X,X,X,X,X,X,O,X,X,X
JTILSZO,O,X,O,O,O,O,O,X,X,X,X,X
JTILSOZ,O,X,O,X,X,O,O,X,X,X,X,O
JTILZSO,X,O,X,O,O,X,O,X,O,X,X,X
JTILZOS,X,O,X,O,O,O,O,X,O,X,X,O
JTILOSZ,O,X,O,X,X,O,O,X,X,X,O,O
JTILOZS,X,X,X,O,O,O,O,X,O,X,O,O
JTISLZO,O,O,O,O,O,O,O,X,X,O,X,X
JTISLOZ,O,O,O,X,X,O,O,X,X,X,X,X
JTISZLO,O,O,O,X,X,O,X,X,X,O,X,X
JTISZOL,O,O,O,X,X,X,X,X,X,O,X,X
JTISOLZ,O,O,O,X,X,O,X,X,X,X,X,X
JTISOZL,O,O,O,X,X,X,X,X,X,O,X,X
JTIZLSO,X,O,O,O,O,X,O,X,O,X,X,X
JTIZLOS,X,O,O,O,O,O,O,X,O,X,X,X
JTIZSLO,X,O,O,O,O,X,O,X,O,O,X,X
JTIZSOL,X,X,O,X,O,X,X,X,X,O,X,X
JTIZOLS,X,O,O,O,O,X,O,O,X,X,X,X
JTIZOSL,X,O,O,O,X,X,X,X,X,O,X,X
JTIOLSZ,O,X,O,X,X,O,O,X,X,X,O,X
JTIOLZS,X,O,X,O,O,O,O,X,X,X,O,X
JTIOSLZ,O,O,O,X,X,X,O,X,X,X,O,X
JTIOSZL,O,O,O,X,X,X,X,X,X,X,X,X
JTIOZLS,X,O,O,X,X,X,O,X,X,X,O,X
JTIOZSL,X,O,O,X,X,X,O,X,X,X,X,X
JTLISZO,O,X,O,O,O,O,O,X,X,X,X,X
JTLISOZ,O,X,O,X,X,O,O,X,X,X,X,X
JTLIZSO,X,O,X,O,O,X,O,X,O,X,X,X
JTLIZOS,X,O,X,O,O,O,O,X,O,X,X,X
JTLIOSZ,O,X,O,X,X,O,O,X,X,X,X,X
JTLIOZS,X,X,X,O,O,O,O,X,O,X,X,X
JTLSIZO,O,X,O,O,O,O,O,X,X,X,X,X
JTLSIOZ,O,X,O,X,X,O,O,X,X,X,X,X
JTLSZIO,O,X,O,O,O,O,O,X,X,X,X,X
JTLSZOI,O,X,X,O,O,O,X,X,X,X,X,X
JTLSOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JTLSOZI,O,X,X,X,X,O,O,X,X,X,X,X
JTLZISO,X,O,O,O,O,X,O,X,O,X,X,X
JTLZIOS,X,O,O,O,O,O,O,X,O,X,X,X
JTLZSIO,X,O,O,O,O,X,O,X,O,X,X,X
JTLZSOI,X,O,X,O,O,X,X,X,O,X,X,X
JTLZOIS,X,O,X,O,O,O,O,O,O,X,X,X
JTLZOSI,X,O,X,O,O,O,O,O,O,X,X,X
JTLOISZ,O,X,X,X,X,O,O,X,X,X,X,X
JTLOIZS,X,O,X,O,O,O,O,X,O,X,X,X
JTLOSIZ,O,X,O,X,X,O,O,X,X,X,X,X
JTLOSZI,O,X,X,X,X,O,O,X,X,X,X,X
JTLOZIS,X,O,X,O,O,O,O,X,O,X,X,X
JTLOZSI,X,O,X,O,O,O,O,X,O,X,X,X
JTSILZO,O,O,O,O,O,O,O,X,X,O,X,X
JTSILOZ,O,O,O,X,X,O,O,X,X,X,X,X
JTSIZLO,O,O,O,X,X,O,X,X,X,O,X,X
JTSIZOL,O,O,O,X,X,X,X,X,X,O,X,X
JTSIOLZ,O,O,O,X,X,O,X,X,X,X,X,X
JTSIOZL,O,O,O,X,X,X,X,X,X,O,X,X
JTSLIZO,O,O,O,O,O,O,O,X,X,O,X,X
JTSLIOZ,O,O,O,X,X,O,O,X,X,X,X,X
JTSLZIO,O,O,O,O,O,O,O,X,X,O,X,X
JTSLZOI,O,O,X,O,O,O,X,X,X,O,X,X
JTSLOIZ,O,O,O,X,X,O,O,X,X,X,X,X
JTSLOZI,O,O,X,X,X,O,O,X,X,X,X,X
JTSZILO,O,O,O,O,O,O,O,X,X,O,X,X
JTSZIOL,O,O,O,X,O,X,X,X,X,O,X,X
JTSZLIO,O,O,O,O,O,O,O,X,X,O,X,X
JTSZLOI,O,O,X,O,O,O,X,X,X,O,X,X
JTSZOIL,O,O,X,O,O,X,X,X,X,O,X,X
JTSZOLI,O,O,X,O,O,X,X,O,X,O,X,X
JTSOILZ,O,O,O,X,X,O,O,X,X,X,X,X
JTSOIZL,O,O,O,X,X,X,X,X,X,O,X,X
JTSOLIZ,O,O,O,X,X,O,O,X,X,X,X,X
JTSOLZI,O,O,X,X,X,O,O,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,O,X,X,O,X,X
JTSOZLI,O,O,X,X,X,X,O,X,X,O,X,X
JTZILSO,X,O,O,O,O,X,O,X,O,X,X,X
JTZILOS,X,O,O,O,O,O,O,X,O,X,X,X
JTZISLO,X,O,O,O,O,X,O,X,O,O,X,X
JTZISOL,X,X,O,X,O,X,X,X,X,O,X,X
JTZIOLS,X,O,O,O,O,X,O,O,X,X,X,X
JTZIOSL,X,O,O,O,X,X,X,X,X,O,X,X
JTZLISO,X,O,O,O,O,X,O,X,X,X,X,X
JTZLIOS,X,O,O,O,O,O,O,X,X,X,X,X
JTZLSIO,X,O,O,O,O,X,O,X,X,X,X,X
JTZLSOI,X,O,X,O,O,X,X,X,X,X,X,X
JTZLOIS,X,O,X,O,O,O,O,O,X,X,X,X
JTZLOSI,X,O,X,O,O,O,O,O,X,X,X,X
JTZSILO,X,O,O,O,O,X,O,X,O,O,X,X
JTZSIOL,X,X,O,X,O,X,X,X,X,O,X,X
JTZSLIO,X,O,O,O,O,X,O,X,X,O,X,X
JTZSLOI,X,O,X,O,O,X,X,X,X,O,X,X
JTZSOIL,X,O,X,O,O,X,X,X,X,O,X,X
JTZSOLI,X,O,X,O,O,X,X,O,X,O,X,X
JTZOILS,X,O,O,O,O,X,O,O,X,X,X,X
JTZOISL,X,O,O,O,X,X,O,X,X,O,X,X
JTZOLIS,X,O,X,O,O,X,O,O,X,X,X,X
JTZOLSI,X,O,X,O,O,X,O,O,X,X,X,X
JTZOSIL,X,O,X,O,O,X,O,X,X,O,X,X
JTZOSLI,X,O,X,O,O,X,O,O,X,O,X,X
JTOILSZ,O,X,O,X,X,O,O,X,X,X,X,X
JTOILZS,X,O,X,O,O,O,O,X,X,X,X,X
JTOISLZ,O,O,O,X,X,X,O,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,X,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,O,X,X,X,X,X
JTOIZSL,X,O,O,X,X,X,O,X,X,X,X,X
JTOLISZ,O,X,X,X,X,O,O,X,X,X,X,X
JTOLIZS,X,O,X,O,O,O,O,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,O,O,X,X,X,X,X
JTOLSZI,O,X,X,X,X,O,O,X,X,X,X,X
JTOLZIS,X,O,X,O,O,O,O,O,X,X,X,X
JTOLZSI,X,O,X,O,O,O,O,O,X,X,X,X
JTOSILZ,O,O,O,X,X,X,O,X,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,X,O,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,O,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,O,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,O,X,X,X,X,X
JTOZILS,X,O,O,O,O,X,O,O,X,X,X,X
JTOZISL,X,O,O,O,X,X,O,X,X,X,X,X
JTOZLIS,X,O,X,O,O,X,O,O,X,X,X,X
JTOZLSI,X,O,X,O,O,X,O,O,X,X,X,X
JTOZSIL,X,O,X,O,O,X,O,X,X,X,X,X
JTOZSLI,X,O,X,O,O,X,O,O,X,X,X,X
JITLSZO,O,X,O,O,O,O,O,X,X,X,X,X
JITLSOZ,O,X,O,X,X,O,O,X,X,X,X,O
JITLZSO,X,O,X,O,O,X,O,X,O,X,X,X
JITLZOS,X,O,X,O,O,O,O,X,O,X,X,O
JITLOSZ,O,X,O,X,X,O,O,X,X,X,O,O
JITLOZS,X,X,X,O,O,O,O,X,O,X,O,O
JITSLZO,O,O,O,O,O,O,O,X,X,O,X,X
JITSLOZ,O,O,O,X,X,O,O,X,X,X,X,X
JITSZLO,O,O,O,X,X,O,X,X,X,O,X,X
JITSZOL,O,O,O,X,X,X,X,X,X,O,X,X
JITSOLZ,O,O,O,X,X,O,X,X,X,X,X,X
JITSOZL,O,O,O,X,X,X,X,X,X,O,X,X
JITZLSO,X,O,O,O,O,X,O,X,O,X,X,X
JITZLOS,X,O,O,O,O,O,O,X,O,X,X,X
JITZSLO,X,O,O,O,O,X,O,X,O,O,X,X
JITZSOL,X,X,O,X,O,X,X,X,X,O,X,X
JITZOLS,X,O,O,O,O,X,O,O,X,X,X,X
JITZOSL,X,X,O,O,X,X,X,X,X,O,X,X
JITOLSZ,O,X,O,X,X,O,O,X,X,X,O,X
JITOLZS,X,O,X,O,O,O,O,X,X,X,O,X
JITOSLZ,O,O,O,X,X,X,O,X,X,X,O,X
JITOSZL,O,O,O,X,X,X,X,X,X,X,X,X
JITOZLS,X,O,O,X,X,X,O,X,X,X,O,X
JITOZSL,X,O,O,X,X,X,O,X,X,X,X,X
JILTSZO,O,X,O,X,X,O,X,X,X,X,X,X
JILTSOZ,O,X,O,X,X,O,X,X,X,X,X,O
JILTZSO,X,X,X,X,X,X,X,X,O,X,X,X
JILTZOS,X,X,X,X,X,O,X,X,O,X,X,O
JILTOSZ,O,X,O,X,X,O,X,X,X,X,O,O
JILTOZS,X,X,X,X,X,O,X,X,O,X,O,O
JILSTZO,O,X,O,X,X,O,X,X,X,O,X,X
JILSTOZ,O,X,O,X,X,O,X,X,X,X,X,O
JILSZTO,O,X,O,X,X,X,X,X,O,O,X,X
JILSZOT,O,X,O,X,X,X,X,X,O,O,X,X
JILSOTZ,O,X,O,X,X,O,X,X,X,X,O,X
JILSOZT,O,X,O,X,X,X,X,X,O,X,X,X
JILZTSO,X,X,O,X,X,X,X,X,O,X,X,X
JILZTOS,X,X,O,X,X,O,X,X,O,X,X,O
JILZSTO,O,X,O,X,X,X,X,X,O,O,X,X
JILZSOT,O,X,O,X,X,X,X,X,O,O,X,X
JILZOTS,X,X,O,X,X,O,X,X,O,X,O,X
JILZOST,O,X,O,X,X,X,X,X,O,O,X,X
JILOTSZ,O,X,O,X,X,O,X,X,X,X,O,O
JILOTZS,X,X,X,X,X,O,X,X,O,X,O,O
JILOSTZ,O,X,O,X,X,O,X,X,X,X,O,X
JILOSZT,O,X,O,X,X,X,X,X,O,X,X,X
JILOZTS,X,X,O,X,X,O,X,X,O,X,O,X
JILOZST,O,X,O,X,X,X,X,X,O,X,X,X
JISTLZO,O,O,O,X,X,O,X,X,X,O,X,X
JISTLOZ,O,O,O,X,X,O,X,X,X,X,X,X
JISTZLO,O,O,O,X,X,O,X,X,X,O,X,X
JISTZOL,O,O,O,X,X,X,X,X,X,O,X,X
JISTOLZ,O,O,O,X,X,O,X,X,X,X,X,X
JISTOZL,O,O,O,X,X,X,X,X,X,O,X,X
JISLTZO,O,O,O,X,X,O,X,X,X,O,X,X
JISLTOZ,O,O,O,X,X,O,X,X,X,X,X,O
JISLZTO,O,O,O,X,X,X,X,X,O,O,X,X
JISLZOT,O,O,O,X,X,X,X,X,O,O,X,X
JISLOTZ,O,O,O,X,X,O,X,X,X,X,O,X
JISLOZT,O,O,O,X,X,X,X,X,O,X,X,X
JISZTLO,O,O,O,X,O,O,X,X,O,O,X,X
JISZTOL,O,X,O,X,O,X,X,X,X,O,X,X
JISZLTO,O,O,O,X,O,X,X,X,O,O,X,X
JISZLOT,O,O,O,X,O,X,X,X,O,O,X,X
JISZOTL,O,X,O,X,X,X,X,X,X,O,X,X
JISZOLT,O,O,O,X,O,X,X,X,O,O,X,X
JISOTLZ,O,O,O,X,X,O,X,X,X,X,O,X
JISOTZL,O,O,O,X,X,X,X,X,X,O,X,X
JISOLTZ,O,O,O,X,X,X,X,X,X,X,O,X
JISOLZT,O,O,O,X,X,X,X,X,X,X,X,X
JISOZTL,O,O,O,X,X,X,X,X,X,O,X,X
JISOZLT,O,O,O,X,X,X,X,X,X,O,X,X
JIZTLSO,X,X,O,O,O,X,O,X,O,X,X,X
JIZTLOS,X,X,O,O,O,O,O,X,O,X,X,X
JIZTSLO,X,X,O,O,O,X,O,X,O,O,X,X
JIZTSOL,X,X,O,X,O,X,X,X,X,O,X,X
JIZTOLS,X,X,O,O,O,X,O,O,X,X,X,X
JIZTOSL,X,X,O,O,X,X,X,X,X,O,X,X
JIZLTSO,X,X,O,X,O,X,O,X,O,X,X,X
JIZLTOS,X,X,O,X,X,O,X,X,O,X,X,O
JIZLSTO,O,X,O,X,O,X,O,X,O,O,X,X
JIZLSOT,O,X,O,X,O,X,O,X,O,O,X,X
JIZLOTS,X,X,O,X,X,O,X,X,O,X,O,X
JIZLOST,O,X,O,X,O,X,O,X,O,O,X,X
JIZSTLO,O,X,O,X,O,O,X,X,O,O,X,X
JIZSTOL,O,X,O,X,O,X,X,X,X,O,X,X
JIZSLTO,O,X,O,X,O,X,O,X,O,O,X,X
JIZSLOT,O,X,O,X,O,X,O,X,O,O,X,X
JIZSOTL,O,X,O,X,X,X,X,X,X,O,X,X
JIZSOLT,O,X,O,X,O,X,X,X,O,O,X,X
JIZOTLS,X,X,O,O,X,X,O,O,X,X,O,X
JIZOTSL,X,X,O,O,X,X,O,X,X,O,X,X
JIZOLTS,X,X,O,X,X,X,O,O,O,X,O,X
JIZOLST,O,X,O,X,O,X,O,X,O,O,X,X
JIZOSTL,O,X,O,X,X,X,X,X,X,O,X,X
JIZOSLT,O,X,O,X,X,X,O,X,O,O,X,X
JIOTLSZ,O,X,O,X,X,O,O,X,X,X,O,X
JIOTLZS,X,O,X,X,X,O,O,X,X,X,O,X
JIOTSLZ,O,O,O,X,X,X,O,X,X,X,O,X
JIOTSZL,O,O,O,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,O,X,X,X,O,X,X,X,O,X
JIOTZSL,X,O,O,X,X,X,O,X,X,X,X,X
JIOLTSZ,O,X,O,X,X,O,X,X,X,X,O,O
JIOLTZS,X,X,X,X,X,O,X,X,O,X,O,O
JIOLSTZ,O,X,O,X,X,O,X,X,X,X,O,X
JIOLSZT,O,X,O,X,X,X,X,X,O,X,X,X
JIOLZTS,X,X,O,X,X,O,X,O,O,X,O,X
JIOLZST,O,X,O,X,X,X,X,X,O,X,X,X
JIOSTLZ,O,O,O,X,X,O,X,X,X,X,O,X
JIOSTZL,O,O,O,X,X,X,X,X,X,O,X,X
JIOSLTZ,O,O,O,X,X,X,X,X,X,X,O,X
JIOSLZT,O,O,O,X,X,X,X,X,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X,X,X,O,X,X
JIOSZLT,O,O,O,X,X,X,X,X,X,O,X,X
JIOZTLS,X,X,O,O,X,X,O,O,X,X,O,X
JIOZTSL,X,X,O,O,X,X,O,X,X,O,X,X
JIOZLTS,X,X,O,X,X,X,O,O,O,X,O,X
JIOZLST,O,X,O,X,X,X,O,X,O,O,X,X
JIOZSTL,O,X,O,X,X,X,X,X,X,O,X,X
JIOZSLT,O,X,O,X,X,X,O,X,O,O,X,X
JLTISZO,O,X,O,O,O,O,O,X,X,X,X,X
JLTISOZ,O,X,O,X,X,O,O,X,X,X,X,X
JLTIZSO,X,X,X,O,O,X,O,X,O,X,X,X
JLTIZOS,X,X,X,O,O,O,O,X,O,X,X,X
JLTIOSZ,O,X,O,X,X,O,O,X,X,X,X,X
JLTIOZS,X,X,X,O,O,O,O,X,O,X,X,X
JLTSIZO,O,X,O,O,O,O,O,X,X,X,X,X
JLTSIOZ,O,X,O,X,X,O,O,X,X,X,X,X
JLTSZIO,O,X,O,O,O,O,O,X,X,X,X,X
JLTSZOI,O,X,X,O,O,O,X,X,X,X,X,X
JLTSOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JLTSOZI,O,X,X,X,X,O,O,X,X,X,X,X
JLTZISO,X,X,O,O,O,X,O,X,O,X,X,X
JLTZIOS,X,X,O,O,O,O,O,X,O,X,X,X
JLTZSIO,X,X,O,O,O,X,O,X,O,X,X,X
JLTZSOI,X,X,X,O,O,X,X,X,O,X,X,X
JLTZOIS,X,X,X,O,O,O,O,O,O,X,X,X
JLTZOSI,X,X,X,O,O,O,O,O,O,X,X,X
JLTOISZ,O,X,X,X,X,O,O,X,X,X,X,X
JLTOIZS,X,X,X,O,O,O,O,X,O,X,X,X
JLTOSIZ,O,X,O,X,X,O,O,X,X,X,X,X
JLTOSZI,O,X,X,X,X,O,O,X,X,X,X,X
JLTOZIS,X,X,X,O,O,O,O,X,O,X,X,X
JLTOZSI,X,X,X,O,O,O,O,X,O,X,X,X
JLITSZO,O,X,O,X,X,O,X,X,X,X,X,X
JLITSOZ,O,X,O,X,X,O,X,X,X,X,X,O
JLITZSO,X,X,X,X,X,X,X,X,O,X,X,X
JLITZOS,X,X,X,X,X,O,X,X,O,X,X,O
JLITOSZ,O,X,O,X,X,O,X,X,X,X,O,O
JLITOZS,X,X,X,X,X,O,X,X,O,X,O,O
JLISTZO,O,X,O,X,X,O,X,X,X,O,X,X
JLISTOZ,O,X,O,X,X,O,X,X,X,X,X,O
JLISZTO,O,X,O,X,X,X,X,X,O,O,X,X
JLISZOT,O,X,O,X,X,X,X,X,O,O,X,X
JLISOTZ,O,X,O,X,X,O,X,X,X,X,O,X
JLISOZT,O,X,O,X,X,X,X,X,O,X,X,X
JLIZTSO,X,X,O,X,X,X,X,X,O,X,X,X
JLIZTOS,X,X,O,X,X,O,X,X,O,X,X,O
JLIZSTO,O,X,O,X,X,X,X,X,O,O,X,X
JLIZSOT,O,X,O,X,X,X,X,X,O,O,X,X
JLIZOTS,X,X,O,X,X,O,X,X,O,X,O,X
JLIZOST,O,X,O,X,X,X,X,X,O,O,X,X
JLIOTSZ,O,X,O,X,X,O,X,X,X,X,O,O
JLIOTZS,X,X,X,X,X,O,X,X,O,X,O,O
JLIOSTZ,O,X,O,X,X,O,X,X,X,X,O,X
JLIOSZT,O,X,O,X,X,X,X,X,O,X,X,X
JLIOZTS,X,X,O,X,X,O,X,X,O,X,O,X
JLIOZST,O,X,O,X,X,X,X,X,O,X,X,X
JLSTIZO,O,X,X,X,X,O,X,X,X,O,X,X
JLSTIOZ,O,X,X,X,X,O,X,X,X,X,X,X
JLSTZIO,O,X,X,X,X,O,X,X,X,O,X,X
JLSTZOI,O,X,X,X,X,O,X,X,X,O,X,X
JLSTOIZ,O,X,X,X,X,O,X,X,X,X,X,X
JLSTOZI,O,X,X,X,X,O,X,X,X,X,X,X
JLSITZO,O,X,X,X,X,O,X,X,X,O,X,X
JLSITOZ,O,X,X,X,X,O,X,X,X,X,X,X
JLSIZTO,O,X,X,X,X,X,X,X,O,O,X,X
JLSIZOT,O,X,X,X,X,X,X,X,O,O,X,X
JLSIOTZ,O,X,X,X,X,O,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,O,X,X,X
JLSZTIO,O,X,X,X,O,X,X,X,O,O,X,X
JLSZTOI,O,X,X,X,O,X,X,X,O,O,X,X
JLSZITO,O,X,X,X,O,X,X,X,O,O,X,X
JLSZIOT,O,X,X,X,O,X,X,X,O,O,X,X
JLSZOTI,O,X,X,X,X,X,X,X,O,O,X,X
JLSZOIT,O,X,X,X,X,X,X,X,O,O,X,X
JLSOTIZ,O,X,X,X,X,O,X,X,X,X,X,X
JLSOTZI,O,X,X,X,X,O,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,O,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,O,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,O,X,X,X
JLSOZIT,O,X,X,X,X,X,X,X,O,X,X,X
JLZTISO,X,X,O,O,O,X,O,X,O,X,X,X
