sequence,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBuhB1iB6?jB8rB3sB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBfjB6jBV?nBUsBurB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Jex7IvhFXdB6jBmgBz?iBlrBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Jei7IvhFzdB+jBRhB/?rBFnBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFZhBfjB6jBu?mBUiBVxB,v115@zgB8HeB8HeD8FeD8CeH8CeB8Je2AJvhFRcBCeBTjB/?rBFnBUsB,v115@zgB8HeB8HeD8FeD8CeH8CeB8JeT7IvhFxdBihBGjB0?hBlrB3sB
SIZTJLO,O,O,X,X,O,X,X
SIZTJOL,O,O,X,X,O,X,X
SIZTOLJ,O,O,X,X,O,X,X
SIZTOJL,O,O,X,X,O,X,X
SIZLTJO,O,O,X,X,O,X,X
SIZLTOJ,O,O,X,X,O,X,X
SIZLJTO,O,O,X,X,X,X,X
SIZLJOT,O,O,X,O,X,X,X
SIZLOTJ,O,O,X,X,O,X,X
SIZLOJT,O,O,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X
SIZJLOT,O,O,X,O,X,X,X
SIZJOTL,O,O,X,X,X,X,X
SIZJOLT,O,O,X,O,X,X,X
SIZOTLJ,O,O,X,X,O,X,X
SIZOTJL,O,O,X,X,O,X,X
SIZOLTJ,O,O,X,X,O,X,X
SIZOLJT,O,O,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X
SIOTLJZ,X,X,X,X,O,O,X
SIOTLZJ,X,O,X,X,O,X,X
SIOTJLZ,X,X,X,X,O,O,X
SIOTJZL,X,X,X,X,O,O,X
SIOTZLJ,X,O,X,X,O,O,X
SIOTZJL,X,O,X,X,O,O,X
SIOLTJZ,X,X,X,X,O,O,X
SIOLTZJ,X,O,X,X,O,X,X
SIOLJTZ,X,X,X,O,O,O,X
SIOLJZT,X,O,X,O,X,O,X
SIOLZTJ,O,O,X,X,O,X,X
SIOLZJT,O,O,X,X,X,X,X
SIOJTLZ,X,X,X,O,O,O,X
SIOJTZL,X,X,X,X,O,O,X
SIOJLTZ,X,X,X,O,O,O,X
SIOJLZT,X,O,X,O,X,O,X
SIOJZTL,X,O,X,X,X,X,X
SIOJZLT,X,O,X,O,X,O,X
SIOZTLJ,O,O,X,X,O,X,X
SIOZTJL,O,O,X,X,O,X,X
SIOZLTJ,O,O,X,X,O,X,X
SIOZLJT,O,O,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X
SLTIJZO,X,X,X,O,O,O,X
SLTIJOZ,X,X,X,O,O,O,X
SLTIZJO,X,O,X,O,O,X,X
SLTIZOJ,X,O,X,X,O,X,X
SLTIOJZ,X,X,X,O,O,X,X
SLTIOZJ,X,O,X,X,O,X,X
SLTJIZO,X,X,O,O,X,O,X
SLTJIOZ,X,X,O,O,X,O,X
SLTJZIO,X,X,O,O,X,O,X
SLTJZOI,X,X,O,O,X,X,X
SLTJOIZ,X,X,O,O,X,O,X
SLTJOZI,X,X,O,O,X,O,X
SLTZIJO,X,O,O,O,X,X,X
SLTZIOJ,X,O,O,X,X,X,X
SLTZJIO,X,O,O,O,X,O,X
SLTZJOI,X,O,O,O,X,X,X
SLTZOIJ,X,O,O,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X
SLTOIJZ,X,X,O,O,O,O,X
SLTOIZJ,X,O,O,X,O,X,X
SLTOJIZ,X,X,O,O,X,O,X
SLTOJZI,X,X,O,O,X,O,X
SLTOZIJ,X,O,O,X,X,O,X
SLTOZJI,X,O,O,X,X,O,X
SLITJZO,X,X,X,O,O,X,X
SLITJOZ,X,X,X,O,O,X,X
SLITZJO,X,O,X,O,O,X,X
SLITZOJ,X,O,X,X,O,X,X
SLITOJZ,X,X,X,O,O,X,X
SLITOZJ,X,O,X,X,O,X,X
SLIJTZO,X,X,X,O,O,X,X
SLIJTOZ,X,X,X,O,O,X,X
SLIJZTO,X,O,X,X,X,X,X
SLIJZOT,X,O,X,O,X,X,X
SLIJOTZ,X,X,X,O,O,X,X
SLIJOZT,X,O,X,O,X,X,X
SLIZTJO,O,O,X,X,O,X,X
SLIZTOJ,O,O,X,X,O,X,X
SLIZJTO,O,O,X,X,X,X,X
SLIZJOT,O,O,X,O,X,X,X
SLIZOTJ,O,O,X,X,O,X,X
SLIZOJT,O,O,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X
SLIOTZJ,X,O,X,X,O,X,X
SLIOJTZ,X,X,X,O,O,X,X
SLIOJZT,X,O,X,O,X,X,X
SLIOZTJ,O,O,X,X,O,X,X
SLIOZJT,O,O,X,X,X,X,X
SLJTIZO,X,X,O,O,X,O,X
SLJTIOZ,X,X,O,O,X,O,X
SLJTZIO,X,X,O,O,X,O,X
SLJTZOI,X,X,O,O,X,X,X
SLJTOIZ,X,X,O,O,X,O,X
SLJTOZI,X,X,O,O,X,O,X
SLJITZO,X,X,O,O,O,O,X
SLJITOZ,X,X,O,O,O,O,X
SLJIZTO,X,O,X,X,X,X,X
SLJIZOT,X,O,X,O,X,X,X
SLJIOTZ,X,X,O,O,O,O,X
SLJIOZT,X,O,O,O,X,O,X
SLJZTIO,X,O,X,O,X,X,X
SLJZTOI,X,O,X,O,X,X,X
SLJZITO,X,O,X,X,X,X,X
SLJZIOT,X,O,X,O,X,X,X
SLJZOTI,X,O,X,O,X,X,X
SLJZOIT,X,O,X,O,X,X,X
SLJOTIZ,X,X,O,O,X,O,X
SLJOTZI,X,X,O,O,X,O,X
SLJOITZ,X,X,O,O,O,O,X
SLJOIZT,X,O,O,O,X,O,X
SLJOZTI,X,O,X,O,X,O,X
SLJOZIT,X,O,O,O,X,O,X
SLZTIJO,O,O,X,O,X,X,X
SLZTIOJ,O,O,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X
SLZTJOI,O,O,X,O,X,X,X
SLZTOIJ,O,O,X,X,X,X,X
SLZTOJI,O,O,X,X,X,X,X
SLZITJO,O,O,X,X,O,X,X
SLZITOJ,O,O,X,X,O,X,X
SLZIJTO,O,O,X,X,X,X,X
SLZIJOT,O,O,X,O,X,X,X
SLZIOTJ,O,O,X,X,O,X,X
SLZIOJT,O,O,X,X,X,X,X
SLZJTIO,X,O,X,O,X,X,X
SLZJTOI,X,O,X,O,X,X,X
SLZJITO,X,O,X,X,X,X,X
SLZJIOT,X,O,X,O,X,X,X
SLZJOTI,X,O,X,O,X,X,X
SLZJOIT,X,O,X,O,X,X,X
SLZOTIJ,O,O,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X
SLZOITJ,O,O,X,X,O,X,X
SLZOIJT,O,O,X,X,X,X,X
SLZOJTI,X,O,X,X,X,X,X
SLZOJIT,X,O,X,X,X,X,X
SLOTIJZ,X,X,O,O,O,O,X
SLOTIZJ,X,O,O,X,O,X,X
SLOTJIZ,X,X,O,O,X,O,X
SLOTJZI,X,X,O,O,X,O,X
SLOTZIJ,X,O,O,X,X,O,X
SLOTZJI,X,O,O,X,X,O,X
SLOITJZ,X,X,O,X,O,O,X
SLOITZJ,X,O,X,X,O,X,X
SLOIJTZ,X,X,O,O,O,O,X
SLOIJZT,X,O,O,O,X,O,X
SLOIZTJ,O,O,X,X,O,X,X
SLOIZJT,O,O,O,X,X,X,X
SLOJTIZ,X,X,O,O,X,O,X
SLOJTZI,X,X,O,O,X,O,X
SLOJITZ,X,X,O,O,O,O,X
SLOJIZT,X,O,O,O,X,O,X
SLOJZTI,X,O,X,O,X,O,X
SLOJZIT,X,O,O,O,X,O,X
SLOZTIJ,O,O,X,X,X,X,X
SLOZTJI,O,O,X,X,X,O,X
SLOZITJ,O,O,X,X,O,X,X
SLOZIJT,O,O,O,X,X,X,X
SLOZJTI,X,O,X,X,X,O,X
SLOZJIT,X,O,O,X,X,O,X
SJTILZO,X,X,O,O,X,O,O
SJTILOZ,X,X,O,O,X,O,O
SJTIZLO,X,X,O,O,X,O,O
SJTIZOL,X,X,O,O,X,O,O
SJTIOLZ,X,X,O,O,X,O,O
SJTIOZL,X,X,O,O,X,O,O
SJTLIZO,X,X,O,O,X,O,O
SJTLIOZ,X,X,O,O,X,O,O
SJTLZIO,X,X,O,O,X,O,O
SJTLZOI,X,X,O,O,X,X,O
SJTLOIZ,X,X,O,O,X,O,O
SJTLOZI,X,X,O,O,X,O,O
SJTZILO,X,X,O,O,X,O,O
SJTZIOL,X,X,O,O,X,O,O
SJTZLIO,X,X,O,O,X,O,O
SJTZLOI,X,X,O,O,X,X,O
SJTZOIL,X,X,O,O,X,O,O
SJTZOLI,X,X,O,O,X,O,O
SJTOILZ,X,X,O,O,X,O,O
SJTOIZL,X,X,O,O,X,O,O
SJTOLIZ,X,X,O,O,X,O,O
SJTOLZI,X,X,O,O,X,O,O
SJTOZIL,X,X,O,O,X,O,O
SJTOZLI,X,X,O,O,X,O,O
SJITLZO,X,X,O,O,O,O,O
SJITLOZ,X,X,O,O,O,O,O
SJITZLO,X,X,O,O,O,O,O
SJITZOL,X,X,O,O,O,O,O
SJITOLZ,X,X,O,O,O,O,O
SJITOZL,X,X,O,O,O,O,O
SJILTZO,X,X,O,O,O,O,X
SJILTOZ,X,X,O,O,O,O,X
SJILZTO,X,O,X,X,X,X,X
SJILZOT,X,O,X,O,X,X,X
SJILOTZ,X,X,O,O,O,O,X
SJILOZT,X,O,O,O,X,O,X
SJIZTLO,X,O,X,X,X,O,X
SJIZTOL,X,O,X,X,X,O,X
SJIZLTO,X,O,X,X,X,X,X
SJIZLOT,X,O,X,O,X,X,X
SJIZOTL,X,O,X,X,X,X,X
SJIZOLT,X,O,X,O,X,O,X
SJIOTLZ,X,X,O,O,O,O,O
SJIOTZL,X,X,X,O,O,O,O
SJIOLTZ,X,X,O,O,O,O,X
SJIOLZT,X,O,O,O,X,O,X
SJIOZTL,X,O,X,X,X,X,X
SJIOZLT,X,O,O,O,X,O,X
SJLTIZO,X,X,O,O,X,O,X
SJLTIOZ,X,X,O,O,X,O,X
SJLTZIO,X,X,O,O,X,O,X
SJLTZOI,X,X,O,O,X,X,X
SJLTOIZ,X,X,O,O,X,O,X
SJLTOZI,X,X,O,O,X,O,X
SJLITZO,X,X,O,O,O,O,X
SJLITOZ,X,X,O,O,O,O,X
SJLIZTO,X,O,X,X,X,X,X
SJLIZOT,X,O,X,O,X,X,X
SJLIOTZ,X,X,O,O,O,O,X
SJLIOZT,X,O,O,O,X,O,X
SJLZTIO,X,O,X,O,X,X,X
SJLZTOI,X,O,X,O,X,X,X
SJLZITO,X,O,X,X,X,X,X
SJLZIOT,X,O,X,O,X,X,X
SJLZOTI,X,O,X,O,X,X,X
SJLZOIT,X,O,X,O,X,X,X
SJLOTIZ,X,X,O,O,X,O,X
SJLOTZI,X,X,O,O,X,O,X
SJLOITZ,X,X,O,O,O,O,X
SJLOIZT,X,O,O,O,X,O,X
SJLOZTI,X,O,X,O,X,O,X
SJLOZIT,X,O,O,O,X,O,X
SJZTILO,X,O,X,O,X,O,X
SJZTIOL,X,O,X,O,X,O,X
SJZTLIO,X,O,X,O,X,O,X
SJZTLOI,X,O,X,O,X,X,X
SJZTOIL,X,O,X,O,X,O,X
SJZTOLI,X,O,X,O,X,O,X
SJZITLO,X,O,X,X,X,O,X
SJZITOL,X,O,X,X,X,O,X
SJZILTO,X,O,X,X,X,X,X
SJZILOT,X,O,X,O,X,X,X
SJZIOTL,X,O,X,X,X,X,X
SJZIOLT,X,O,X,O,X,O,X
SJZLTIO,X,O,X,O,X,X,X
SJZLTOI,X,O,X,O,X,X,X
SJZLITO,X,O,X,X,X,X,X
SJZLIOT,X,O,X,O,X,X,X
SJZLOTI,X,O,X,O,X,X,X
SJZLOIT,X,O,X,O,X,X,X
SJZOTIL,X,O,X,O,X,O,X
SJZOTLI,X,O,X,O,X,O,X
SJZOITL,X,O,X,X,X,X,X
SJZOILT,X,O,X,O,X,O,X
SJZOLTI,X,O,X,O,X,O,X
SJZOLIT,X,O,X,O,X,O,X
SJOTILZ,X,X,O,O,X,O,O
SJOTIZL,X,X,O,O,X,O,O
SJOTLIZ,X,X,O,O,X,O,O
SJOTLZI,X,X,O,O,X,O,O
SJOTZIL,X,X,O,O,X,O,O
SJOTZLI,X,X,O,O,X,O,O
SJOITLZ,X,X,O,O,O,O,O
SJOITZL,X,X,X,O,O,O,O
SJOILTZ,X,X,O,O,O,O,X
SJOILZT,X,O,O,O,X,O,X
SJOIZTL,X,O,X,X,X,X,X
SJOIZLT,X,O,O,O,X,O,X
SJOLTIZ,X,X,O,O,X,O,X
SJOLTZI,X,X,O,O,X,O,X
SJOLITZ,X,X,O,O,O,O,X
SJOLIZT,X,O,O,O,X,O,X
SJOLZTI,X,O,X,O,X,O,X
SJOLZIT,X,O,O,O,X,O,X
SJOZTIL,X,O,X,O,X,O,X
SJOZTLI,X,O,X,O,X,O,X
SJOZITL,X,O,X,X,X,X,X
SJOZILT,X,O,O,O,X,O,X
SJOZLTI,X,O,X,O,X,O,X
SJOZLIT,X,O,O,O,X,O,X
SZTILJO,O,O,X,O,X,X,X
SZTILOJ,O,O,X,X,X,X,X
SZTIJLO,O,O,X,O,X,X,X
SZTIJOL,O,O,X,O,X,X,X
SZTIOLJ,O,O,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X
SZTLIJO,O,O,X,O,X,X,X
SZTLIOJ,O,O,X,X,X,X,X
SZTLJIO,O,O,X,O,X,O,X
SZTLJOI,O,O,X,O,X,X,X
SZTLOIJ,O,O,X,X,X,X,X
SZTLOJI,O,O,X,X,X,X,X
SZTJILO,O,O,X,O,X,O,X
SZTJIOL,O,O,X,O,X,O,X
SZTJLIO,O,O,X,O,X,O,X
SZTJLOI,O,O,X,O,X,X,X
SZTJOIL,O,O,X,O,X,O,X
SZTJOLI,O,O,X,O,X,O,X
SZTOILJ,O,O,X,X,X,O,X
SZTOIJL,O,O,X,X,X,O,X
SZTOLIJ,O,O,X,X,X,O,X
SZTOLJI,O,O,X,X,X,O,X
SZTOJIL,O,O,X,X,X,O,X
SZTOJLI,O,O,X,X,X,O,X
SZITLJO,O,O,X,X,O,X,X
SZITLOJ,O,O,X,X,O,X,X
SZITJLO,O,O,X,X,O,X,X
SZITJOL,O,O,X,X,O,X,X
SZITOLJ,O,O,X,X,O,X,X
SZITOJL,O,O,X,X,O,X,X
SZILTJO,O,O,X,X,O,X,X
SZILTOJ,O,O,X,X,O,X,X
SZILJTO,O,O,X,X,X,X,X
SZILJOT,O,O,X,O,X,X,X
SZILOTJ,O,O,X,X,O,X,X
SZILOJT,O,O,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X
SZIJLTO,O,O,X,X,X,X,X
SZIJLOT,O,O,X,O,X,X,X
SZIJOTL,O,O,X,X,X,X,X
SZIJOLT,O,O,X,O,X,X,X
SZIOTLJ,O,O,X,X,O,X,X
SZIOTJL,O,O,X,X,O,X,X
SZIOLTJ,O,O,X,X,O,X,X
SZIOLJT,O,O,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X
SZIOJLT,O,O,X,X,X,X,X
SZLTIJO,O,O,X,O,X,X,X
SZLTIOJ,O,O,X,X,X,X,X
SZLTJIO,O,O,X,O,X,X,X
SZLTJOI,O,O,X,O,X,X,X
SZLTOIJ,O,O,X,X,X,X,X
SZLTOJI,O,O,X,X,X,X,X
SZLITJO,O,O,X,X,O,X,X
SZLITOJ,O,O,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X
SZLIJOT,O,O,X,O,X,X,X
SZLIOTJ,O,O,X,X,O,X,X
SZLIOJT,O,O,X,X,X,X,X
SZLJTIO,X,O,X,O,X,X,X
SZLJTOI,X,O,X,O,X,X,X
SZLJITO,X,O,X,X,X,X,X
SZLJIOT,X,O,X,O,X,X,X
SZLJOTI,X,O,X,O,X,X,X
SZLJOIT,X,O,X,O,X,X,X
SZLOTIJ,O,O,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X
SZLOITJ,O,O,X,X,O,X,X
SZLOIJT,O,O,X,X,X,X,X
SZLOJTI,X,O,X,X,X,X,X
SZLOJIT,X,O,X,X,X,X,X
SZJTILO,O,O,X,O,X,O,X
SZJTIOL,O,O,X,O,X,O,X
SZJTLIO,O,O,X,O,X,O,X
SZJTLOI,O,O,X,O,X,X,X
SZJTOIL,O,O,X,O,X,O,X
SZJTOLI,O,O,X,O,X,O,X
SZJITLO,O,O,X,X,X,O,X
SZJITOL,O,O,X,X,X,O,X
SZJILTO,X,O,X,X,X,X,X
SZJILOT,X,O,X,O,X,X,X
SZJIOTL,O,O,X,X,X,X,X
SZJIOLT,X,O,X,O,X,O,X
SZJLTIO,X,O,X,O,X,X,X
SZJLTOI,X,O,X,O,X,X,X
SZJLITO,X,O,X,X,X,X,X
SZJLIOT,X,O,X,O,X,X,X
SZJLOTI,X,O,X,O,X,X,X
SZJLOIT,X,O,X,O,X,X,X
SZJOTIL,O,O,X,O,X,O,X
SZJOTLI,O,O,X,O,X,O,X
SZJOITL,O,O,X,X,X,X,X
SZJOILT,X,O,X,O,X,O,X
SZJOLTI,X,O,X,O,X,O,X
SZJOLIT,X,O,X,O,X,O,X
SZOTILJ,O,O,X,X,X,O,X
SZOTIJL,O,O,X,X,X,O,X
SZOTLIJ,O,O,X,X,X,O,X
SZOTLJI,O,O,X,X,X,O,X
SZOTJIL,O,O,X,X,X,O,X
SZOTJLI,O,O,X,X,X,O,X
SZOITLJ,O,O,X,X,O,X,X
SZOITJL,O,O,X,X,O,X,X
SZOILTJ,O,O,X,X,O,X,X
SZOILJT,O,O,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,X
SZOLTJI,O,O,X,X,X,O,X
SZOLITJ,O,O,X,X,O,X,X
SZOLIJT,O,O,X,X,X,X,X
SZOLJTI,X,O,X,X,X,O,X
SZOLJIT,X,O,X,X,X,O,X
SZOJTIL,O,O,X,X,X,O,X
SZOJTLI,O,O,X,X,X,O,X
SZOJITL,O,O,X,X,X,X,X
SZOJILT,X,O,X,X,X,O,X
SZOJLTI,X,O,X,X,X,O,X
SZOJLIT,X,O,X,X,X,O,X
SOTILJZ,X,X,O,O,O,O,O
SOTILZJ,X,O,O,X,O,X,X
SOTIJLZ,X,X,O,O,O,O,O
SOTIJZL,X,X,O,O,O,O,O
SOTIZLJ,X,O,O,X,O,O,X
SOTIZJL,X,O,X,X,O,O,X
SOTLIJZ,X,X,O,O,O,O,O
SOTLIZJ,X,O,O,X,O,X,X
SOTLJIZ,X,X,O,O,X,O,O
SOTLJZI,X,X,O,O,X,O,O
SOTLZIJ,X,O,O,X,X,O,X
SOTLZJI,X,O,O,X,X,O,O
SOTJILZ,X,X,O,O,X,O,O
SOTJIZL,X,X,O,O,X,O,O
SOTJLIZ,X,X,O,O,X,O,O
SOTJLZI,X,X,O,O,X,O,O
SOTJZIL,X,X,O,O,X,O,O
SOTJZLI,X,X,O,O,X,O,O
SOTZILJ,X,O,O,X,X,O,X
SOTZIJL,X,O,X,X,X,O,X
SOTZLIJ,X,O,O,X,X,O,X
SOTZLJI,X,O,O,X,X,O,O
SOTZJIL,X,O,O,X,X,O,O
SOTZJLI,X,O,O,X,X,O,O
SOITLJZ,X,X,O,X,O,O,X
SOITLZJ,X,O,X,X,O,X,X
SOITJLZ,X,X,X,X,O,O,X
SOITJZL,X,X,X,X,O,O,X
SOITZLJ,X,O,X,X,O,O,X
SOITZJL,X,O,X,X,O,O,X
SOILTJZ,X,X,O,X,O,O,X
SOILTZJ,X,O,X,X,O,X,X
SOILJTZ,X,X,O,O,O,O,X
SOILJZT,X,O,O,O,X,O,X
SOILZTJ,O,O,X,X,O,X,X
SOILZJT,O,O,O,X,X,X,X
SOIJTLZ,X,X,O,O,O,O,X
SOIJTZL,X,X,X,X,O,O,X
SOIJLTZ,X,X,O,O,O,O,X
SOIJLZT,X,O,O,O,X,O,X
SOIJZTL,X,O,X,X,X,X,X
SOIJZLT,X,O,O,O,X,O,X
SOIZTLJ,O,O,X,X,O,X,X
SOIZTJL,O,O,X,X,O,X,X
SOIZLTJ,O,O,X,X,O,X,X
SOIZLJT,O,O,O,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X
SOLTIJZ,X,X,O,O,O,O,X
SOLTIZJ,X,O,O,X,O,X,X
SOLTJIZ,X,X,O,O,X,O,X
SOLTJZI,X,X,O,O,X,O,X
SOLTZIJ,X,O,O,X,X,O,X
SOLTZJI,X,O,O,X,X,O,X
SOLITJZ,X,X,O,X,O,O,X
SOLITZJ,X,O,X,X,O,X,X
SOLIJTZ,X,X,O,O,O,O,X
SOLIJZT,X,O,O,O,X,O,X
SOLIZTJ,O,O,X,X,O,X,X
SOLIZJT,O,O,O,X,X,X,X
SOLJTIZ,X,X,O,O,X,O,X
SOLJTZI,X,X,O,O,X,O,X
SOLJITZ,X,X,O,O,O,O,X
SOLJIZT,X,O,O,O,X,O,X
SOLJZTI,X,O,X,O,X,O,X
SOLJZIT,X,O,O,O,X,O,X
SOLZTIJ,O,O,X,X,X,X,X
SOLZTJI,O,O,X,X,X,O,X
SOLZITJ,O,O,X,X,O,X,X
SOLZIJT,O,O,O,X,X,X,X
SOLZJTI,X,O,X,X,X,O,X
SOLZJIT,X,O,O,X,X,O,X
SOJTILZ,X,X,O,O,X,O,O
SOJTIZL,X,X,O,O,X,O,O
SOJTLIZ,X,X,O,O,X,O,O
SOJTLZI,X,X,O,O,X,O,O
SOJTZIL,X,X,O,O,X,O,O
SOJTZLI,X,X,O,O,X,O,O
SOJITLZ,X,X,O,O,O,O,O
SOJITZL,X,X,X,O,O,O,O
SOJILTZ,X,X,O,O,O,O,X
SOJILZT,X,O,O,O,X,O,X
SOJIZTL,X,O,X,X,X,X,X
SOJIZLT,X,O,O,O,X,O,X
SOJLTIZ,X,X,O,O,X,O,X
SOJLTZI,X,X,O,O,X,O,X
SOJLITZ,X,X,O,O,O,O,X
SOJLIZT,X,O,O,O,X,O,X
SOJLZTI,X,O,X,O,X,O,X
SOJLZIT,X,O,O,O,X,O,X
SOJZTIL,X,O,X,O,X,O,X
SOJZTLI,X,O,X,O,X,O,X
SOJZITL,X,O,X,X,X,X,X
SOJZILT,X,O,O,O,X,O,X
SOJZLTI,X,O,X,O,X,O,X
SOJZLIT,X,O,O,O,X,O,X
SOZTILJ,O,O,X,X,X,O,X
SOZTIJL,O,O,X,X,X,O,X
SOZTLIJ,O,O,X,X,X,O,X
SOZTLJI,O,O,X,X,X,O,X
SOZTJIL,O,O,X,X,X,O,X
SOZTJLI,O,O,X,X,X,O,X
SOZITLJ,O,O,X,X,O,X,X
SOZITJL,O,O,X,X,O,X,X
SOZILTJ,O,O,X,X,O,X,X
SOZILJT,O,O,O,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X
SOZLTIJ,O,O,X,X,X,X,X
SOZLTJI,O,O,X,X,X,O,X
SOZLITJ,O,O,X,X,O,X,X
SOZLIJT,O,O,O,X,X,X,X
SOZLJTI,X,O,X,X,X,O,X
SOZLJIT,X,O,O,X,X,O,X
SOZJTIL,O,O,X,X,X,O,X
SOZJTLI,O,O,X,X,X,O,X
SOZJITL,O,O,X,X,X,X,X
SOZJILT,X,O,O,X,X,O,X
SOZJLTI,X,O,X,X,X,O,X
SOZJLIT,X,O,O,X,X,O,X
ZTILJSO,O,X,O,X,X,X,X
ZTILJOS,O,X,O,X,X,X,X
ZTILSJO,O,O,O,X,X,X,X
ZTILSOJ,O,O,O,X,X,X,X
ZTILOJS,O,X,X,X,X,X,X
ZTILOSJ,O,O,X,X,X,X,X
ZTIJLSO,O,X,O,X,X,X,X
ZTIJLOS,O,X,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,X,X
ZTIJSOL,O,O,O,X,X,X,X
ZTIJOLS,O,X,O,X,X,X,X
ZTIJOSL,O,O,O,X,X,X,X
ZTISLJO,O,O,O,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,X
ZTISJLO,O,O,O,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X
ZTIOLJS,O,X,O,X,X,X,X
ZTIOLSJ,O,O,O,X,X,X,X
ZTIOJLS,O,X,O,X,X,X,X
ZTIOJSL,O,O,O,X,X,X,X
ZTIOSLJ,O,O,O,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X
ZTLIJSO,O,X,O,X,X,X,X
ZTLIJOS,O,X,O,X,X,X,X
ZTLISJO,O,O,O,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X
ZTLIOJS,O,X,X,X,X,X,X
ZTLIOSJ,O,O,X,X,X,X,X
ZTLJISO,O,X,O,X,X,X,X
ZTLJIOS,O,X,O,X,X,X,O
ZTLJSIO,O,X,O,O,X,X,X
ZTLJSOI,O,X,O,O,X,X,X
ZTLJOIS,O,X,O,X,X,X,O
ZTLJOSI,O,X,O,O,X,X,O
ZTLSIJO,O,O,O,O,X,X,X
ZTLSIOJ,O,O,O,X,X,X,X
ZTLSJIO,O,O,O,O,X,X,O
ZTLSJOI,O,O,O,O,X,X,O
ZTLSOIJ,O,O,O,X,X,X,X
ZTLSOJI,O,O,O,X,X,X,O
ZTLOIJS,O,X,O,X,X,X,X
ZTLOISJ,O,O,O,X,X,X,X
ZTLOJIS,O,X,O,X,X,X,O
ZTLOJSI,O,X,O,X,X,X,O
ZTLOSIJ,O,O,O,X,X,X,X
ZTLOSJI,O,O,O,X,X,X,O
ZTJILSO,O,X,O,X,X,X,X
ZTJILOS,O,X,O,X,X,X,O
ZTJISLO,O,O,O,X,X,X,O
ZTJISOL,O,O,O,X,X,X,O
ZTJIOLS,O,X,O,X,X,X,O
ZTJIOSL,O,O,O,X,X,X,O
ZTJLISO,O,X,O,X,X,X,X
ZTJLIOS,O,X,O,X,X,X,O
ZTJLSIO,O,X,O,O,X,X,X
ZTJLSOI,O,X,O,O,X,X,X
ZTJLOIS,O,X,O,X,X,X,O
ZTJLOSI,O,X,O,O,X,X,O
ZTJSILO,O,O,O,X,X,X,O
ZTJSIOL,O,O,O,X,X,X,O
ZTJSLIO,O,O,O,X,X,X,O
ZTJSLOI,O,O,O,X,X,X,O
ZTJSOIL,O,O,O,X,X,X,O
ZTJSOLI,O,O,O,X,X,X,O
ZTJOILS,O,X,O,X,X,X,O
ZTJOISL,O,O,O,X,X,X,O
ZTJOLIS,O,X,O,X,X,X,O
ZTJOLSI,O,X,O,O,X,X,O
ZTJOSIL,O,O,O,X,X,X,O
ZTJOSLI,O,O,O,X,X,X,O
ZTSILJO,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,X,X,X,X
ZTSIJLO,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,X
ZTSIOLJ,O,O,O,X,X,X,X
ZTSIOJL,O,O,O,X,X,X,X
ZTSLIJO,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X,X
ZTSLJIO,O,O,O,X,X,X,O
ZTSLJOI,O,O,O,X,X,X,O
ZTSLOIJ,O,O,O,X,X,X,X
ZTSLOJI,O,O,O,X,X,X,O
ZTSJILO,O,O,O,X,X,X,O
ZTSJIOL,O,O,O,X,X,X,O
ZTSJLIO,O,O,O,X,X,X,O
