sequence,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFahBUdBFeB5?mBTnBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFxdB0hBliBX?hBmqBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBFeBThB6?nB8rBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jei7IvhFFdBXeBGhBT?nBxqBUrB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex9IvhF0gBlhB3iBT?lBOrBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgBunBi?mBTlB3rB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBThBliB8?rBCoBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFuhBliB3lB8?rBZmBCtB
LOTSJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LOTSJZI,O,O,O,X,X,O,X,X,X,O,X,X
LOTSZIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOTSZJI,O,O,O,X,X,X,O,O,X,X,X,X
LOTZIJS,O,O,X,X,X,X,X,X,X,X,X,X
LOTZISJ,O,O,O,X,X,X,X,X,X,X,X,X
LOTZJIS,O,O,O,X,X,X,X,X,X,X,X,X
LOTZJSI,O,O,O,X,X,O,X,X,X,X,X,X
LOTZSIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,O,O,X,X,X,O
LOITJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,X,X,X,X,X
LOITSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LOIJTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOIJTZS,O,O,X,O,X,X,X,X,X,X,X,X
LOIJSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,O,X,X,X,X,X
LOISJTZ,O,O,X,O,O,X,X,X,X,X,X,X
LOISJZT,O,X,X,O,O,X,X,X,X,X,X,X
LOISZTJ,O,X,X,O,X,X,O,X,X,X,X,X
LOISZJT,O,X,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,O,X,X,X,X,X,X,X,X
LOIZJTS,O,O,X,O,X,X,X,X,X,X,X,X
LOIZJST,O,X,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,O,X,X,X,X,X
LOIZSJT,O,X,X,O,X,X,X,X,X,X,X,X
LOJTISZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,O,O,O,O,O,X,X,X,X,X,X
LOJTSZI,O,O,O,X,O,O,X,O,X,O,X,X
LOJTZIS,O,O,O,X,X,X,X,O,X,O,X,X
LOJTZSI,O,O,O,X,O,O,X,O,X,O,X,X
LOJITSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X,X,X,X,X,X
LOJISTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,O,O,O,X,X,X,X,X,X
LOJSTZI,O,O,O,X,O,O,X,O,X,O,X,X
LOJSITZ,O,O,O,O,O,O,X,X,X,X,X,X
LOJSIZT,O,X,X,O,O,O,X,X,X,X,X,X
LOJSZTI,O,O,O,X,O,O,X,O,X,O,X,X
LOJSZIT,O,X,O,X,O,O,X,O,X,O,X,X
LOJZTIS,O,O,O,X,X,X,X,O,X,O,X,X
LOJZTSI,O,O,O,X,O,O,X,O,X,O,X,X
LOJZITS,O,O,O,X,X,X,X,O,X,O,X,X
LOJZIST,O,X,O,X,X,X,X,O,X,O,X,X
LOJZSTI,O,O,O,X,O,O,X,O,X,O,X,X
LOJZSIT,O,X,O,X,O,O,X,O,X,O,X,X
LOSTIJZ,O,O,O,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LOSTJZI,O,O,O,X,X,O,X,X,X,O,X,X
LOSTZIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSTZJI,O,O,O,X,X,X,O,O,X,X,X,X
LOSITJZ,O,O,O,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSIJTZ,O,O,X,O,O,X,X,X,X,X,X,X
LOSIJZT,O,X,X,O,O,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,O,X,X,O,X,X,X,X,X
LOSIZJT,O,X,X,O,X,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,O,O,O,X,X,X,X,X,X
LOSJTZI,O,O,O,X,O,O,X,O,X,O,X,X
LOSJITZ,O,O,O,O,O,O,X,X,X,X,X,X
LOSJIZT,O,X,X,O,O,O,X,X,X,X,X,X
LOSJZTI,O,O,O,X,O,O,X,O,X,O,X,X
LOSJZIT,O,X,O,X,O,O,X,O,X,O,X,X
LOSZTIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSZTJI,O,O,O,X,X,X,O,O,X,X,X,O
LOSZITJ,O,X,O,O,X,X,O,X,X,X,X,X
LOSZIJT,O,X,O,O,X,X,X,X,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X,X,X,X,X,O
LOSZJIT,O,X,O,X,X,X,X,X,X,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X,X,X,X,X
LOZTISJ,O,O,O,X,X,X,X,X,X,X,X,X
LOZTJIS,O,O,O,X,X,X,X,X,X,X,X,X
LOZTJSI,O,O,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOZTSJI,O,O,O,X,X,X,O,O,X,X,X,O
LOZITJS,O,O,X,O,X,X,X,X,X,X,X,X
LOZITSJ,O,O,O,O,X,X,X,X,X,X,X,X
LOZIJTS,O,O,X,O,X,X,X,X,X,X,X,X
LOZIJST,O,X,X,O,X,X,X,X,X,X,X,X
LOZISTJ,O,X,O,O,X,X,O,X,X,X,X,X
LOZISJT,O,X,O,O,X,X,X,X,X,X,X,X
LOZJTIS,O,O,O,X,X,X,X,X,X,X,X,X
LOZJTSI,O,O,O,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,O,X,X,X,X,X,X,X,X,X
LOZJIST,O,X,O,X,X,X,X,X,X,X,X,X
LOZJSTI,O,O,O,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOZSTJI,O,O,O,X,X,X,O,O,X,X,X,O
LOZSITJ,O,X,O,O,X,X,O,X,X,X,X,X
LOZSIJT,O,X,O,O,X,X,X,X,X,X,X,X
LOZSJTI,O,X,O,X,X,X,X,X,X,X,X,O
LOZSJIT,X,X,O,X,X,X,X,X,X,X,X,X
JTILSZO,O,O,O,X,O,X,X,O,X,X,X,X
JTILSOZ,O,O,O,X,O,X,X,X,X,X,X,X
JTILZSO,O,O,O,X,O,X,X,O,X,X,X,X
JTILZOS,X,O,O,X,X,X,X,O,X,X,X,X
JTILOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTILOZS,X,O,X,X,X,X,X,X,X,X,X,X
JTISLZO,O,O,O,X,O,X,X,X,O,X,X,X
JTISLOZ,O,O,O,X,O,X,X,X,O,X,X,X
JTISZLO,O,X,O,X,O,X,X,O,O,X,X,X
JTISZOL,O,X,O,X,O,X,X,O,X,X,O,X
JTISOLZ,O,O,O,X,O,X,X,X,X,X,X,X
JTISOZL,O,X,O,X,O,X,X,X,X,X,X,X
JTIZLSO,O,O,X,X,X,X,X,O,X,X,X,X
JTIZLOS,X,O,X,X,X,X,X,O,X,X,X,X
JTIZSLO,O,X,O,X,O,X,X,O,X,X,X,X
JTIZSOL,O,X,O,X,O,X,X,O,X,X,O,X
JTIZOLS,X,O,X,X,X,X,X,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,O,X,X,O,X
JTIOLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JTIOLZS,O,O,X,X,X,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,X,X,X,X,X,X,X,X,X
JTIOZLS,O,O,X,X,X,X,X,X,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,X,O,O,X,O,X,O,X,X
JTLISOZ,O,O,O,X,O,O,X,X,X,X,X,X
JTLIZSO,O,O,O,X,O,O,X,O,X,O,X,X
JTLIZOS,X,O,O,X,X,X,X,O,X,O,X,X
JTLIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JTLSIZO,O,O,O,X,O,O,X,O,O,O,X,X
JTLSIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JTLSZIO,O,O,O,X,O,O,X,O,O,O,X,X
JTLSZOI,O,O,O,X,O,O,X,O,O,O,O,X
JTLSOIZ,O,O,O,X,O,O,X,X,O,X,X,X
JTLSOZI,O,O,O,X,O,O,X,O,O,O,X,X
JTLZISO,X,O,O,X,O,O,X,O,X,O,X,X
JTLZIOS,X,O,O,X,X,X,X,O,X,O,X,X
JTLZSIO,X,O,O,X,O,O,X,O,X,O,X,X
JTLZSOI,X,O,O,X,O,O,X,O,X,O,O,X
JTLZOIS,X,O,O,X,X,X,X,O,X,O,X,X
JTLZOSI,X,O,O,X,O,O,X,O,X,O,O,X
JTLOISZ,O,O,X,X,X,X,X,X,X,X,X,X
JTLOIZS,O,O,X,X,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,O,X,O,O,X,X,X,X,X,X
JTLOSZI,O,O,O,X,O,O,X,O,X,O,X,X
JTLOZIS,O,O,O,X,X,X,X,O,X,O,X,X
JTLOZSI,O,O,O,X,O,O,X,O,X,O,X,X
JTSILZO,O,O,O,X,O,O,X,X,O,X,X,X
JTSILOZ,O,O,O,X,O,O,X,X,O,X,X,X
JTSIZLO,O,X,O,X,O,O,X,O,O,X,X,X
JTSIZOL,O,X,O,X,O,X,X,O,X,X,O,X
JTSIOLZ,O,O,O,X,O,X,X,X,X,X,X,X
JTSIOZL,O,X,O,X,O,X,X,X,X,X,X,X
JTSLIZO,O,O,O,X,O,O,X,O,O,O,X,X
JTSLIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JTSLZIO,O,O,O,X,O,O,X,O,O,O,X,X
JTSLZOI,O,O,O,X,O,O,X,O,O,O,O,X
JTSLOIZ,O,O,O,X,O,O,X,X,O,X,X,X
JTSLOZI,O,O,O,X,O,O,X,O,O,O,X,X
JTSZILO,O,X,O,X,O,O,X,O,O,O,X,X
JTSZIOL,O,X,O,X,O,X,X,O,X,X,O,X
JTSZLIO,O,X,O,X,O,O,X,O,O,O,X,X
JTSZLOI,O,X,O,X,O,O,X,O,O,O,O,X
JTSZOIL,O,X,O,X,O,X,X,O,X,X,O,X
JTSZOLI,O,X,O,X,O,X,X,O,O,X,O,X
JTSOILZ,O,O,O,X,O,X,X,X,X,X,X,X
JTSOIZL,O,X,O,X,O,X,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,O,X,X,X,O,X,X,X
JTSOLZI,O,O,O,X,O,X,X,X,O,X,X,X
JTSOZIL,O,X,O,X,O,X,X,O,X,X,O,X
JTSOZLI,O,X,O,X,O,X,X,O,O,X,O,X
JTZILSO,O,O,X,X,X,X,X,O,X,O,X,X
JTZILOS,X,O,X,X,X,X,X,O,X,O,X,X
JTZISLO,O,X,O,X,O,X,X,O,X,O,X,O
JTZISOL,O,X,O,X,O,X,X,O,X,X,O,O
JTZIOLS,X,O,X,X,X,X,X,X,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X,O,X,X,O,X
JTZLISO,X,O,O,X,O,O,X,O,X,O,X,X
JTZLIOS,X,O,O,X,X,X,X,O,X,O,X,X
JTZLSIO,X,O,O,X,O,O,X,O,X,O,X,O
JTZLSOI,X,O,O,X,O,O,X,O,X,O,O,O
JTZLOIS,X,O,O,X,X,X,X,O,X,O,X,X
JTZLOSI,X,O,O,X,O,O,X,O,X,O,O,X
JTZSILO,O,X,O,X,O,O,X,O,O,O,X,O
JTZSIOL,O,X,O,X,O,X,X,O,X,X,O,O
JTZSLIO,O,X,O,X,O,O,X,O,O,O,X,O
JTZSLOI,O,X,O,X,O,O,X,O,O,O,O,O
JTZSOIL,O,X,O,X,O,X,X,O,X,X,O,O
JTZSOLI,O,X,O,X,O,X,X,O,O,X,O,O
JTZOILS,O,O,X,X,X,X,X,X,X,X,X,X
JTZOISL,O,X,O,X,X,X,X,O,X,X,O,X
JTZOLIS,O,O,O,X,X,X,X,O,X,X,X,X
JTZOLSI,O,O,O,X,X,X,X,O,X,X,O,X
JTZOSIL,O,X,O,X,O,X,X,O,X,X,O,O
JTZOSLI,O,X,O,X,O,X,X,O,X,X,O,O
JTOILSZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOILZS,O,O,X,X,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOISZL,O,X,O,X,X,X,X,X,X,X,X,X
JTOIZLS,O,O,X,X,X,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,X,X,X,X,X,X,X
JTOLISZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOLIZS,O,O,X,X,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,O,X,O,X,X,X,X,X,X,X
JTOLSZI,O,O,O,X,O,X,X,O,X,X,X,X
JTOLZIS,O,O,O,X,X,X,X,O,X,X,X,X
JTOLZSI,O,O,O,X,O,X,X,O,X,X,X,X
JTOSILZ,O,O,O,X,O,X,X,X,X,X,X,X
JTOSIZL,O,X,O,X,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,O,X,O,X,X,X,O,X,X,X
JTOSLZI,O,O,O,X,O,X,X,X,O,X,X,X
JTOSZIL,O,X,O,X,O,X,X,O,X,X,O,X
JTOSZLI,O,X,O,X,O,X,X,O,O,X,O,X
JTOZILS,O,O,X,X,X,X,X,X,X,X,X,X
JTOZISL,O,X,O,X,X,X,X,O,X,X,O,X
JTOZLIS,O,O,X,X,X,X,X,O,X,X,X,X
JTOZLSI,O,O,O,X,X,X,X,O,X,X,O,X
JTOZSIL,O,X,O,X,O,X,X,O,X,X,O,O
JTOZSLI,O,X,O,X,O,X,X,O,X,X,O,O
JITLSZO,O,O,O,O,O,X,X,O,X,X,X,X
JITLSOZ,O,O,O,O,O,X,X,X,X,X,X,X
JITLZSO,O,O,O,O,O,X,X,O,X,X,X,X
JITLZOS,X,O,O,X,X,X,X,O,X,X,X,X
JITLOSZ,X,O,X,O,X,X,X,X,X,X,X,X
JITLOZS,X,O,X,O,X,X,X,X,X,X,X,X
JITSLZO,O,O,O,O,O,X,X,X,O,X,X,X
JITSLOZ,O,O,O,O,O,X,X,X,O,X,X,X
JITSZLO,O,X,O,O,O,X,X,O,O,X,X,X
JITSZOL,O,X,O,X,O,X,X,O,X,X,O,X
JITSOLZ,O,O,O,O,O,X,X,X,X,X,X,X
JITSOZL,O,X,O,X,O,X,X,X,X,X,X,X
JITZLSO,O,O,X,O,X,X,X,O,X,X,X,X
JITZLOS,X,O,X,X,X,X,X,O,X,X,X,X
JITZSLO,O,X,O,O,O,X,X,O,X,X,X,X
JITZSOL,O,X,O,X,O,X,X,O,X,X,O,X
JITZOLS,X,O,X,X,X,X,X,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,O,X,X,O,X
JITOLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JITOLZS,O,O,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JITOSZL,O,X,O,O,X,X,X,X,X,X,X,X
JITOZLS,O,O,X,O,X,X,X,X,X,X,X,X
JITOZSL,O,X,O,O,X,X,X,X,X,X,X,X
JILTSZO,O,O,O,O,O,O,X,O,X,O,X,X
JILTSOZ,O,O,O,O,O,O,X,X,X,X,X,X
JILTZSO,O,O,O,O,O,O,X,O,X,O,X,X
JILTZOS,X,O,O,X,X,X,X,O,X,O,X,X
JILTOSZ,X,O,X,O,X,X,X,X,X,X,X,X
JILTOZS,X,O,X,O,X,X,X,X,X,X,X,X
JILSTZO,O,O,O,O,O,O,O,O,O,O,X,X
JILSTOZ,O,O,O,O,O,O,X,X,O,X,X,X
JILSZTO,O,X,O,O,O,O,O,O,O,O,X,X
JILSZOT,O,X,O,X,O,O,X,O,O,O,X,X
JILSOTZ,O,O,O,O,O,O,X,X,O,X,X,X
JILSOZT,O,X,X,O,O,O,X,X,O,X,X,X
JILZTSO,O,O,O,O,O,O,X,O,X,O,X,X
JILZTOS,X,O,O,X,X,X,X,O,X,O,X,X
JILZSTO,O,X,O,O,O,O,O,O,X,O,X,X
JILZSOT,O,X,O,X,O,O,X,O,X,O,X,X
JILZOTS,X,O,O,O,X,X,X,O,X,O,X,X
JILZOST,X,X,O,O,X,X,X,O,X,O,X,X
JILOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JILOTZS,O,O,X,O,X,X,X,X,X,X,X,X
JILOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,O,X,X,X,X,X,X,X,X
JILOZTS,O,O,X,O,X,X,X,X,X,X,X,X
JILOZST,O,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,O,O,O,O,X,X,O,X,X,X
JISTLOZ,O,O,O,O,O,O,X,X,O,X,X,X
JISTZLO,O,X,O,O,O,O,O,O,O,X,X,X
JISTZOL,O,X,O,X,O,X,O,O,X,X,O,X
JISTOLZ,O,O,O,O,O,X,X,X,X,X,X,X
JISTOZL,O,X,O,X,O,X,X,X,X,X,X,X
JISLTZO,O,O,O,O,O,O,O,X,O,O,X,X
JISLTOZ,O,O,O,O,O,O,X,X,O,X,X,X
JISLZTO,O,X,O,O,O,O,O,X,O,O,X,X
JISLZOT,O,X,O,X,O,O,X,X,O,O,X,X
JISLOTZ,O,O,O,O,O,O,X,X,O,X,X,X
JISLOZT,O,X,X,O,O,O,X,X,O,X,X,X
JISZTLO,O,X,O,O,O,O,O,O,X,O,X,X
JISZTOL,O,X,O,X,O,X,O,O,X,X,O,X
JISZLTO,O,X,O,O,O,O,O,O,O,O,X,X
JISZLOT,O,X,O,X,X,O,X,X,O,O,X,X
JISZOTL,O,X,O,X,O,X,X,O,X,X,O,X
JISZOLT,O,X,O,X,X,O,X,X,X,O,O,X
JISOTLZ,O,O,O,O,O,X,X,X,X,X,X,X
JISOTZL,O,X,O,O,O,X,X,X,X,X,X,X
JISOLTZ,O,O,O,O,X,O,X,X,O,X,X,X
JISOLZT,O,X,X,O,X,O,X,X,O,X,X,X
JISOZTL,O,X,O,O,O,X,X,X,X,X,X,X
JISOZLT,O,X,X,O,X,O,X,X,X,X,X,X
JIZTLSO,O,O,X,O,X,X,X,O,X,O,X,X
JIZTLOS,X,O,X,X,X,X,X,O,X,O,X,X
JIZTSLO,O,X,O,O,O,X,X,O,X,O,X,X
JIZTSOL,O,X,O,X,O,X,X,O,X,X,O,X
JIZTOLS,X,O,X,X,X,X,X,X,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X,O,X,X,O,X
JIZLTSO,O,O,O,O,X,O,X,O,X,O,X,X
JIZLTOS,X,O,O,X,X,X,X,X,X,O,X,X
JIZLSTO,O,X,O,O,X,O,O,O,X,O,X,X
JIZLSOT,O,X,O,X,X,O,X,X,X,O,X,X
JIZLOTS,X,O,O,O,X,X,X,X,X,O,X,X
JIZLOST,X,X,O,O,X,X,X,X,X,O,X,X
JIZSTLO,O,X,O,O,O,O,O,O,X,O,X,X
JIZSTOL,O,X,O,X,O,X,O,O,X,X,O,X
JIZSLTO,O,X,O,O,O,O,O,O,O,O,X,X
JIZSLOT,O,X,O,X,X,O,X,X,O,O,X,X
JIZSOTL,O,X,O,X,O,X,X,O,X,X,O,X
JIZSOLT,O,X,O,X,X,O,X,X,X,O,O,X
JIZOTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIZOTSL,O,X,O,O,X,X,X,O,X,X,O,X
JIZOLTS,O,O,O,O,X,X,X,X,X,O,X,X
JIZOLST,O,X,O,O,X,X,X,X,X,O,X,X
JIZOSTL,O,X,O,O,X,X,X,O,X,X,O,X
JIZOSLT,O,X,O,O,X,X,X,X,X,O,O,X
JIOTLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSZL,O,X,O,O,X,X,X,X,X,X,X,X
JIOTZLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTZSL,O,X,O,O,X,X,X,X,X,X,X,X
JIOLTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOLTZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOLSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,O,X,O,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JIOSTZL,O,X,O,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X,O,X,X,X
JIOSLZT,O,X,X,O,X,X,X,X,O,X,X,X
JIOSZTL,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,O,X,X,X,X,X,X,X,X
JIOZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOZTSL,O,X,X,O,X,X,X,X,X,X,X,X
JIOZLTS,O,O,X,O,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,O,X,X,X,X,X,X,X,X
JIOZSTL,O,X,X,O,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,O,X,X,X,X,X,X,X,X
JLTISZO,O,O,O,X,O,O,X,O,X,O,X,X
JLTISOZ,O,O,O,X,O,O,X,X,X,X,X,X
JLTIZSO,O,O,O,X,O,O,X,O,X,O,X,X
JLTIZOS,X,O,O,X,X,X,X,O,X,O,X,X
JLTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JLTSIZO,O,O,O,X,O,O,O,O,O,O,X,X
JLTSIOZ,O,O,O,X,O,O,X,X,O,X,X,X
JLTSZIO,O,O,O,X,O,O,O,O,O,O,X,X
JLTSZOI,O,O,O,X,O,O,O,O,O,O,O,X
JLTSOIZ,O,O,O,X,O,O,X,X,O,X,X,X
JLTSOZI,O,O,O,X,O,O,X,O,O,O,X,X
JLTZISO,X,O,O,X,O,O,X,O,X,O,X,X
JLTZIOS,X,O,O,X,X,X,X,O,X,O,X,X
JLTZSIO,X,O,O,X,O,O,O,O,X,O,X,X
JLTZSOI,X,O,O,X,O,O,O,O,X,O,O,X
JLTZOIS,X,O,O,X,X,X,X,O,X,O,X,X
JLTZOSI,X,O,O,X,O,O,X,O,X,O,O,X
JLTOISZ,O,O,X,X,X,X,X,X,X,X,X,X
JLTOIZS,O,O,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,O,X,O,O,X,X,X,X,X,X
JLTOSZI,O,O,O,X,O,O,X,O,X,O,X,X
JLTOZIS,O,O,O,X,X,X,X,O,X,O,X,X
JLTOZSI,O,O,O,X,O,O,X,O,X,O,X,X
JLITSZO,O,O,O,O,O,O,X,O,X,O,X,X
JLITSOZ,O,O,O,O,O,O,X,X,X,X,X,X
JLITZSO,O,O,O,O,O,O,X,O,X,O,X,X
JLITZOS,X,O,O,X,X,X,X,O,X,O,X,X
JLITOSZ,X,O,X,O,X,X,X,X,X,X,X,X
JLITOZS,X,O,X,O,X,X,X,X,X,X,X,X
JLISTZO,O,O,O,O,O,O,O,O,O,O,X,X
JLISTOZ,O,O,O,O,O,O,X,X,O,X,X,X
JLISZTO,O,X,O,O,O,O,O,O,O,O,X,X
JLISZOT,O,X,O,X,O,O,X,O,O,O,X,X
JLISOTZ,O,O,O,O,O,O,X,X,O,X,X,X
JLISOZT,O,X,X,O,O,O,X,X,O,X,X,X
JLIZTSO,O,O,O,O,O,O,X,O,X,O,X,X
JLIZTOS,X,O,O,X,X,X,X,O,X,O,X,X
JLIZSTO,O,X,O,O,O,O,O,O,X,O,X,X
JLIZSOT,O,X,O,X,O,O,X,O,X,O,X,X
JLIZOTS,X,O,O,O,X,X,X,O,X,O,X,X
JLIZOST,X,X,O,O,X,X,X,O,X,O,X,X
JLIOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JLIOTZS,O,O,X,O,X,X,X,X,X,X,X,X
JLIOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,O,O,X,O,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,O,O,O,O,O,O,O,O,X,X
JLSTIOZ,O,O,O,O,O,O,X,X,O,X,X,X
JLSTZIO,O,O,O,X,O,O,O,O,O,O,X,X
JLSTZOI,O,O,O,X,O,O,O,O,O,O,O,X
JLSTOIZ,O,O,O,O,O,O,X,X,O,X,X,X
JLSTOZI,O,O,O,X,O,O,X,O,O,O,X,X
JLSITZO,O,O,O,O,O,O,O,O,O,O,X,X
JLSITOZ,O,O,O,O,O,O,X,X,O,X,X,X
JLSIZTO,O,X,O,O,O,O,O,O,O,O,X,X
JLSIZOT,O,X,O,X,O,O,X,O,O,O,X,X
JLSIOTZ,O,O,O,O,O,O,X,X,O,X,X,X
JLSIOZT,O,X,X,X,O,O,X,X,O,X,X,X
JLSZTIO,O,O,O,X,O,O,O,O,O,O,X,X
JLSZTOI,O,O,O,X,O,O,O,O,O,O,O,X
JLSZITO,O,X,O,X,O,O,O,O,O,O,X,X
JLSZIOT,O,X,O,X,O,O,X,O,O,O,X,X
JLSZOTI,O,O,O,X,O,O,X,O,O,O,O,X
JLSZOIT,O,X,O,X,O,O,X,O,O,O,O,X
JLSOTIZ,O,O,O,O,O,O,X,X,O,X,X,X
JLSOTZI,O,O,O,X,O,O,X,O,O,O,X,X
JLSOITZ,O,O,O,O,O,O,X,X,O,X,X,X
JLSOIZT,O,X,X,O,O,O,X,X,O,X,X,X
JLSOZTI,O,O,O,X,O,O,X,O,O,O,X,X
JLSOZIT,O,X,O,X,O,O,X,O,O,O,X,X
JLZTISO,X,O,O,X,O,O,X,O,X,O,X,X
