sequence,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGeBqnB/?oBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGjBlmBU?oBXsBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF+hB0dB6jBV?tBzrB/sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBCeB+oBl?mBXsB8sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFUdB1mBXjBG?jBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF8iB+jB3hBF?iBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBfjB6jBW?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBWjBXjBS?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBXeB+oB0?mBlnBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcB3iB+oBF?jB0mBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFTeBFiB0mBG?oB3sBCsB
JTLZSOI,X,X,X,X,O,X,X,X,X,O,X
JTLZOIS,X,X,X,X,X,X,X,X,X,O,X
JTLZOSI,X,X,X,X,X,X,X,X,X,O,X
JTLOISZ,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X,X,X,O
JTLOSIZ,X,X,O,X,X,X,X,X,X,X,X
JTLOSZI,X,X,O,X,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,X,X,X,O
JTLOZSI,X,X,O,X,X,X,X,X,X,X,O
JTSILZO,X,X,X,O,X,X,O,X,X,X,X
JTSILOZ,X,X,X,O,X,X,X,X,X,X,O
JTSIZLO,X,O,X,O,X,X,O,X,X,X,O
JTSIZOL,X,O,X,O,X,X,O,X,X,X,O
JTSIOLZ,X,X,X,O,X,X,X,X,X,X,O
JTSIOZL,X,O,X,O,X,X,X,X,X,X,O
JTSLIZO,X,X,X,O,X,X,O,X,X,X,X
JTSLIOZ,X,X,X,O,X,X,X,X,X,X,O
JTSLZIO,X,X,X,O,X,X,O,X,X,X,X
JTSLZOI,X,X,X,O,X,X,O,X,X,X,X
JTSLOIZ,X,X,X,O,X,X,X,X,X,X,O
JTSLOZI,X,X,X,O,X,X,X,X,X,X,O
JTSZILO,X,O,X,O,X,X,O,X,X,X,O
JTSZIOL,X,O,X,O,X,X,O,X,X,X,O
JTSZLIO,X,O,X,O,X,X,O,X,X,X,O
JTSZLOI,X,O,X,O,X,X,O,X,X,X,O
JTSZOIL,X,O,X,O,X,X,O,X,X,X,O
JTSZOLI,X,O,X,O,X,X,O,X,X,X,O
JTSOILZ,X,X,X,O,X,X,X,X,X,X,O
JTSOIZL,X,O,X,O,X,X,X,X,X,X,O
JTSOLIZ,X,X,X,O,X,X,X,X,X,X,O
JTSOLZI,X,X,X,O,X,X,X,X,X,X,O
JTSOZIL,X,O,X,O,X,X,X,X,X,X,O
JTSOZLI,X,O,X,O,X,X,X,X,X,X,O
JTZILSO,X,O,X,X,O,X,O,X,X,O,X
JTZILOS,X,X,X,X,X,X,O,X,X,O,O
JTZISLO,X,O,X,X,X,X,O,X,X,X,X
JTZISOL,X,O,X,X,X,X,O,X,X,O,O
JTZIOLS,X,X,X,X,X,X,O,X,O,X,O
JTZIOSL,X,O,X,X,X,X,O,X,O,O,O
JTZLISO,X,O,X,X,O,X,O,X,X,O,X
JTZLIOS,X,X,X,X,X,X,O,X,X,O,O
JTZLSIO,X,O,X,X,O,X,O,X,X,O,X
JTZLSOI,X,O,X,X,O,X,O,X,X,O,X
JTZLOIS,X,X,X,X,X,X,O,X,X,O,O
JTZLOSI,X,X,X,X,X,X,O,X,X,O,O
JTZSILO,X,O,X,X,X,X,O,X,X,X,X
JTZSIOL,X,O,X,X,X,X,O,X,X,O,O
JTZSLIO,X,O,X,X,X,X,O,X,X,X,X
JTZSLOI,X,O,X,X,X,X,O,X,X,X,X
JTZSOIL,X,O,X,X,X,X,O,X,X,O,O
JTZSOLI,X,O,X,X,X,X,O,X,X,O,O
JTZOILS,X,X,X,X,X,X,O,X,O,X,O
JTZOISL,X,O,X,X,X,X,O,X,O,O,O
JTZOLIS,X,X,X,X,X,X,O,X,O,X,O
JTZOLSI,X,X,X,X,X,X,O,X,O,X,O
JTZOSIL,X,O,X,X,X,X,O,X,O,O,O
JTZOSLI,X,O,X,X,X,X,O,X,O,O,O
JTOILSZ,X,X,O,X,X,X,X,X,X,X,X
JTOILZS,X,X,O,X,X,X,X,X,X,X,O
JTOISLZ,X,X,O,O,X,X,X,X,X,X,O
JTOISZL,X,O,O,O,X,X,X,X,X,X,O
JTOIZLS,X,X,O,X,X,X,X,X,X,X,O
JTOIZSL,X,X,O,X,X,X,X,X,X,X,O
JTOLISZ,X,X,O,X,X,X,X,X,X,X,X
JTOLIZS,X,X,O,X,X,X,X,X,X,X,O
JTOLSIZ,X,X,O,X,X,X,X,X,X,X,X
JTOLSZI,X,X,O,X,X,X,X,X,X,X,X
JTOLZIS,X,X,O,X,X,X,X,X,X,X,O
JTOLZSI,X,X,O,X,X,X,X,X,X,X,O
JTOSILZ,X,X,O,O,X,X,X,X,X,X,O
JTOSIZL,X,O,O,O,X,X,X,X,X,X,O
JTOSLIZ,X,X,O,O,X,X,X,X,X,X,O
JTOSLZI,X,X,O,O,X,X,X,X,X,X,O
JTOSZIL,X,O,O,O,X,X,X,X,X,X,O
JTOSZLI,X,O,O,O,X,X,X,X,X,X,O
JTOZILS,X,X,O,X,X,X,X,X,X,X,O
JTOZISL,X,X,O,X,X,X,X,X,X,X,O
JTOZLIS,X,X,O,X,X,X,X,X,X,X,O
JTOZLSI,X,X,O,X,X,X,X,X,X,X,O
JTOZSIL,X,X,O,X,X,X,X,X,X,X,O
JTOZSLI,X,X,O,X,X,X,X,X,X,X,O
JITLSZO,X,X,X,X,O,X,X,X,X,O,X
JITLSOZ,X,X,X,X,X,X,X,X,X,O,X
JITLZSO,X,X,X,X,O,X,X,X,X,O,X
JITLZOS,X,X,X,X,X,X,X,X,X,O,X
JITLOSZ,X,X,O,X,X,X,X,X,X,X,X
JITLOZS,X,X,O,X,X,X,X,X,X,X,O
JITSLZO,X,X,X,O,X,X,O,X,X,X,X
JITSLOZ,X,X,X,O,X,X,X,X,X,X,O
JITSZLO,X,O,X,O,X,X,O,X,X,X,O
JITSZOL,X,O,X,O,X,X,O,X,X,X,O
JITSOLZ,X,X,X,O,X,X,X,X,X,X,O
JITSOZL,X,O,X,O,X,X,X,X,X,X,O
JITZLSO,X,O,X,X,O,X,O,X,X,O,X
JITZLOS,X,X,X,X,X,X,O,X,X,O,O
JITZSLO,X,O,X,X,X,X,O,X,X,X,X
JITZSOL,X,O,X,X,X,X,O,X,X,O,O
JITZOLS,X,X,X,X,X,X,O,X,O,X,O
JITZOSL,X,O,X,X,X,X,O,X,O,O,O
JITOLSZ,X,X,O,X,X,X,X,X,X,X,X
JITOLZS,X,X,O,X,X,X,X,X,X,X,O
JITOSLZ,X,X,O,O,X,X,X,X,X,X,O
JITOSZL,X,O,O,O,X,X,X,X,X,X,O
JITOZLS,X,X,O,X,X,X,X,X,X,X,O
JITOZSL,X,X,O,X,X,X,X,X,X,X,O
JILTSZO,X,X,X,X,O,O,X,X,X,O,X
JILTSOZ,X,X,X,X,X,X,X,X,X,O,X
JILTZSO,X,X,X,X,O,O,X,O,X,O,X
JILTZOS,X,X,X,X,X,O,X,O,X,O,X
JILTOSZ,X,X,X,X,X,O,X,X,X,X,X
JILTOZS,X,X,X,X,X,O,X,X,X,X,O
JILSTZO,O,X,X,O,O,O,O,X,X,O,X
JILSTOZ,X,X,X,O,X,X,X,X,X,O,O
JILSZTO,O,X,X,X,X,O,O,O,X,O,O
JILSZOT,O,X,X,X,X,O,O,X,X,O,O
JILSOTZ,X,X,X,X,X,O,X,X,X,O,O
JILSOZT,O,X,X,X,X,O,O,X,X,O,O
JILZTSO,X,X,X,X,X,O,O,O,X,O,X
JILZTOS,X,X,X,X,X,O,O,O,X,O,O
JILZSTO,O,X,X,X,X,O,O,O,X,O,X
JILZSOT,O,X,X,X,X,O,O,X,X,O,X
JILZOTS,X,X,X,X,X,O,X,O,O,O,O
JILZOST,X,X,X,X,X,O,X,X,X,O,X
JILOTSZ,X,X,O,X,O,O,X,X,X,X,X
JILOTZS,X,X,O,X,O,O,X,X,X,X,O
JILOSTZ,X,X,X,X,X,O,X,X,X,O,O
JILOSZT,X,X,X,X,X,O,X,X,X,O,O
JILOZTS,X,X,X,X,X,O,X,O,X,O,O
JILOZST,X,X,X,X,X,O,X,X,X,O,X
JISTLZO,O,X,X,O,X,X,O,X,X,X,X
JISTLOZ,X,X,X,O,X,X,X,X,X,X,O
JISTZLO,O,O,X,O,X,X,O,X,X,X,O
JISTZOL,X,O,X,O,X,X,O,X,X,X,O
JISTOLZ,X,X,X,O,X,X,X,X,X,X,O
JISTOZL,X,O,X,O,X,X,X,X,X,X,O
JISLTZO,O,X,X,O,X,O,O,X,X,O,X
JISLTOZ,X,X,X,O,X,X,X,X,X,O,O
JISLZTO,O,X,X,X,X,O,O,X,X,O,O
JISLZOT,O,X,X,X,X,O,O,X,X,O,O
JISLOTZ,X,X,X,X,X,X,X,X,X,O,O
JISLOZT,O,X,X,X,X,O,O,X,X,O,O
JISZTLO,O,O,X,O,X,X,O,X,X,X,O
JISZTOL,X,O,X,O,X,X,O,X,X,O,O
JISZLTO,O,O,X,X,X,X,O,X,X,O,O
JISZLOT,O,X,X,X,X,X,O,X,X,O,O
JISZOTL,X,O,X,X,X,X,O,X,O,O,O
JISZOLT,O,X,X,X,X,X,O,X,X,O,O
JISOTLZ,X,X,O,O,X,X,X,X,X,X,O
JISOTZL,X,X,O,O,X,X,X,X,X,X,O
JISOLTZ,X,X,X,X,X,O,X,X,X,X,O
JISOLZT,O,X,X,X,X,O,O,X,X,X,O
JISOZTL,X,X,X,X,X,X,O,X,X,X,O
JISOZLT,O,X,X,X,X,X,O,X,X,X,O
JIZTLSO,X,O,X,X,X,X,O,X,X,O,X
JIZTLOS,X,X,X,X,X,X,O,X,X,O,O
JIZTSLO,X,O,X,X,X,X,O,X,X,X,X
JIZTSOL,X,O,X,X,X,X,O,X,X,O,O
JIZTOLS,X,X,X,X,X,X,O,X,O,X,O
JIZTOSL,X,O,X,X,X,X,O,X,O,O,O
JIZLTSO,X,O,X,X,X,X,O,O,X,O,X
JIZLTOS,X,X,X,X,X,X,O,O,X,O,O
JIZLSTO,O,O,X,X,X,X,O,O,X,O,X
JIZLSOT,O,X,X,X,X,X,O,X,X,O,X
JIZLOTS,X,X,X,X,X,X,X,O,O,O,O
JIZLOST,X,X,X,X,X,X,X,X,X,O,X
JIZSTLO,O,O,X,O,X,X,O,X,X,X,O
JIZSTOL,X,O,X,O,X,X,O,X,X,O,O
JIZSLTO,O,O,X,X,X,X,O,X,X,O,O
JIZSLOT,O,X,X,X,X,X,O,X,X,O,O
JIZSOTL,X,O,X,X,X,X,O,X,O,O,O
JIZSOLT,O,X,X,X,X,X,O,X,X,O,O
JIZOTLS,X,X,O,X,X,X,O,X,O,X,O
JIZOTSL,X,O,O,X,X,X,O,X,O,O,O
JIZOLTS,X,X,X,X,X,X,X,X,O,O,O
JIZOLST,X,X,X,X,X,X,X,X,X,O,X
JIZOSTL,X,O,X,X,X,X,O,X,O,O,O
JIZOSLT,X,X,X,X,X,X,O,X,X,O,O
JIOTLSZ,X,X,O,X,O,X,X,X,X,X,X
JIOTLZS,X,X,O,X,O,X,X,X,X,X,O
JIOTSLZ,X,X,O,X,X,X,X,X,X,X,O
JIOTSZL,X,X,O,X,X,X,X,X,X,X,O
JIOTZLS,X,X,O,X,O,X,X,X,X,X,O
JIOTZSL,X,X,O,X,X,X,X,X,X,X,O
JIOLTSZ,X,X,O,X,O,O,X,X,X,X,X
JIOLTZS,X,X,O,X,O,O,X,X,X,X,O
JIOLSTZ,X,X,X,X,X,O,X,X,X,O,O
JIOLSZT,X,X,X,X,X,O,X,X,X,O,O
JIOLZTS,X,X,X,X,X,O,X,X,X,O,O
JIOLZST,X,X,X,X,X,O,X,X,X,O,X
JIOSTLZ,X,X,O,O,X,X,X,X,X,X,O
JIOSTZL,X,X,O,O,X,X,X,X,X,X,O
JIOSLTZ,X,X,X,X,X,O,X,X,X,X,O
JIOSLZT,X,X,X,X,X,O,O,X,X,X,O
JIOSZTL,X,X,X,X,X,X,O,X,X,X,O
JIOSZLT,X,X,X,X,X,X,O,X,X,X,O
JIOZTLS,X,X,O,X,X,X,O,X,O,X,O
JIOZTSL,X,X,O,X,X,X,O,X,O,O,O
JIOZLTS,X,X,X,X,X,X,X,X,O,O,O
JIOZLST,X,X,X,X,X,X,X,X,X,O,X
JIOZSTL,X,X,X,X,X,X,O,X,O,O,O
JIOZSLT,X,X,X,X,X,X,O,X,X,O,O
JLTISZO,X,X,X,X,O,O,X,X,X,O,X
JLTISOZ,X,X,X,X,X,X,X,X,X,O,X
JLTIZSO,X,X,X,X,O,O,X,O,X,O,X
JLTIZOS,X,X,X,X,X,O,X,O,X,O,X
JLTIOSZ,X,X,X,X,X,O,X,X,X,X,X
JLTIOZS,X,X,X,X,X,O,X,X,X,X,O
JLTSIZO,X,X,X,X,O,O,X,X,X,O,X
JLTSIOZ,X,X,X,X,X,X,X,X,X,O,X
JLTSZIO,X,X,X,X,O,O,X,X,X,O,X
JLTSZOI,X,X,X,X,O,O,X,X,X,O,X
JLTSOIZ,X,X,X,X,X,X,X,X,X,O,X
JLTSOZI,X,X,X,X,X,X,X,X,X,O,X
JLTZISO,X,X,X,X,O,O,X,O,X,O,X
JLTZIOS,X,X,X,X,X,O,X,O,X,O,X
JLTZSIO,X,X,X,X,O,O,X,O,X,O,X
JLTZSOI,X,X,X,X,O,O,X,O,X,O,X
JLTZOIS,X,X,X,X,X,O,X,O,X,O,X
JLTZOSI,X,X,X,X,X,O,X,O,X,O,X
JLTOISZ,X,X,X,X,X,O,X,X,X,X,X
JLTOIZS,X,X,X,X,X,O,X,X,X,X,O
JLTOSIZ,X,X,X,X,X,O,X,X,X,X,X
JLTOSZI,X,X,X,X,X,O,X,X,X,X,X
JLTOZIS,X,X,X,X,X,O,X,X,X,X,O
JLTOZSI,X,X,X,X,X,O,X,X,X,X,O
JLITSZO,X,X,X,X,O,O,X,X,X,O,X
JLITSOZ,X,X,X,X,X,X,X,X,X,O,X
JLITZSO,X,X,X,X,O,O,X,O,X,O,X
JLITZOS,X,X,X,X,X,O,X,O,X,O,X
JLITOSZ,X,X,X,X,X,O,X,X,X,X,X
JLITOZS,X,X,X,X,X,O,X,X,X,X,O
JLISTZO,O,X,X,O,O,O,O,X,X,O,X
JLISTOZ,X,X,X,O,X,X,X,X,X,O,O
JLISZTO,O,X,X,X,X,O,O,O,X,O,O
JLISZOT,O,X,X,X,X,O,O,X,X,O,O
JLISOTZ,X,X,X,X,X,O,X,X,X,O,O
JLISOZT,O,X,X,X,X,O,O,X,X,O,O
JLIZTSO,X,X,X,X,X,O,O,O,X,O,X
JLIZTOS,X,X,X,X,X,O,O,O,X,O,O
JLIZSTO,O,X,X,X,X,O,O,O,X,O,X
JLIZSOT,O,X,X,X,X,O,O,X,X,O,X
JLIZOTS,X,X,X,X,X,O,X,O,O,O,O
JLIZOST,X,X,X,X,X,O,X,X,X,O,X
JLIOTSZ,X,X,O,X,O,O,X,X,X,X,X
JLIOTZS,X,X,O,X,O,O,X,X,X,X,O
JLIOSTZ,X,X,X,X,X,O,X,X,X,O,O
JLIOSZT,X,X,X,X,X,O,X,X,X,O,O
JLIOZTS,X,X,X,X,X,O,X,O,X,O,O
JLIOZST,X,X,X,X,X,O,X,X,X,O,X
JLSTIZO,O,X,X,O,O,O,O,X,X,O,X
JLSTIOZ,X,X,X,O,X,X,X,X,X,O,O
JLSTZIO,O,X,X,O,O,O,O,X,X,O,X
JLSTZOI,O,X,X,O,O,O,O,X,X,O,X
JLSTOIZ,X,X,X,O,X,X,X,X,X,O,O
JLSTOZI,X,X,X,O,X,X,X,X,X,O,O
JLSITZO,O,X,X,O,O,O,O,X,X,O,X
JLSITOZ,X,X,X,O,X,X,X,X,X,O,O
JLSIZTO,O,X,X,X,X,O,O,O,X,O,O
JLSIZOT,O,X,X,X,X,O,O,X,X,O,O
JLSIOTZ,X,X,X,X,X,O,X,X,X,O,O
JLSIOZT,O,X,X,X,X,O,O,X,X,O,O
JLSZTIO,O,X,X,X,X,O,O,O,X,O,O
JLSZTOI,O,X,X,X,X,O,O,O,X,O,O
JLSZITO,O,X,X,X,X,O,O,O,X,O,O
JLSZIOT,O,X,X,X,X,O,O,X,X,O,O
JLSZOTI,O,X,X,X,X,O,O,X,X,O,O
JLSZOIT,O,X,X,X,X,O,O,X,X,O,O
JLSOTIZ,X,X,X,X,X,O,X,X,X,O,O
JLSOTZI,X,X,X,X,X,O,X,X,X,O,O
JLSOITZ,X,X,X,X,X,O,X,X,X,O,O
JLSOIZT,O,X,X,X,X,O,O,X,X,O,O
JLSOZTI,O,X,X,X,X,O,O,X,X,O,O
JLSOZIT,O,X,X,X,X,O,O,X,X,O,O
JLZTISO,X,X,X,X,X,O,O,O,X,O,X
JLZTIOS,X,X,X,X,X,O,O,O,X,O,O
JLZTSIO,X,X,X,X,X,O,O,O,X,O,X
JLZTSOI,X,X,X,X,X,O,O,O,X,O,X
JLZTOIS,X,X,X,X,X,O,O,O,X,O,O
JLZTOSI,X,X,X,X,X,O,O,O,X,O,O
JLZITSO,X,X,X,X,X,O,O,O,X,O,X
JLZITOS,X,X,X,X,X,O,O,O,X,O,O
JLZISTO,O,X,X,X,X,O,O,O,X,O,X
JLZISOT,O,X,X,X,X,O,O,X,X,O,X
JLZIOTS,X,X,X,X,X,O,X,O,O,O,O
JLZIOST,X,X,X,X,X,O,X,X,X,O,X
JLZSTIO,O,X,X,X,X,O,O,O,X,O,X
JLZSTOI,O,X,X,X,X,O,O,O,X,O,X
JLZSITO,O,X,X,X,X,O,O,O,X,O,X
JLZSIOT,O,X,X,X,X,O,O,X,X,O,X
JLZSOTI,O,X,X,X,X,O,O,X,X,O,X
JLZSOIT,O,X,X,X,X,O,O,X,X,O,X
JLZOTIS,X,X,X,X,X,O,X,O,O,O,O
JLZOTSI,X,X,X,X,X,O,X,O,O,O,O
JLZOITS,X,X,X,X,X,O,X,O,O,O,O
JLZOIST,X,X,X,X,X,O,X,X,X,O,X
JLZOSTI,X,X,X,X,X,O,X,X,X,O,X
JLZOSIT,X,X,X,X,X,O,X,X,X,O,X
JLOTISZ,X,X,O,X,O,O,X,X,X,X,X
JLOTIZS,X,X,O,X,O,O,X,X,X,X,O
JLOTSIZ,X,X,O,X,O,O,X,X,X,X,X
JLOTSZI,X,X,O,X,O,O,X,X,X,X,X
JLOTZIS,X,X,O,X,O,O,X,X,X,X,O
JLOTZSI,X,X,O,X,O,O,X,X,X,X,O
JLOITSZ,X,X,O,X,O,O,X,X,X,X,X
JLOITZS,X,X,O,X,O,O,X,X,X,X,O
JLOISTZ,X,X,X,X,X,O,X,X,X,O,O
JLOISZT,X,X,X,X,X,O,X,X,X,O,O
JLOIZTS,X,X,X,X,X,O,X,O,X,O,O
JLOIZST,X,X,X,X,X,O,X,X,X,O,X
JLOSTIZ,X,X,X,X,X,O,X,X,X,O,O
JLOSTZI,X,X,X,X,X,O,X,X,X,O,O
JLOSITZ,X,X,X,X,X,O,X,X,X,O,O
JLOSIZT,X,X,X,X,X,O,X,X,X,O,O
JLOSZTI,X,X,X,X,X,O,X,X,X,O,O
JLOSZIT,X,X,X,X,X,O,X,X,X,O,O
JLOZTIS,X,X,X,X,X,O,X,O,X,O,O
JLOZTSI,X,X,X,X,X,O,X,O,X,O,O
JLOZITS,X,X,X,X,X,O,X,O,X,O,O
JLOZIST,X,X,X,X,X,O,X,X,X,O,X
JLOZSTI,X,X,X,X,X,O,X,X,X,O,X
JLOZSIT,X,X,X,X,X,O,X,X,X,O,X
JSTILZO,O,X,X,O,X,X,O,X,X,X,X
JSTILOZ,X,X,X,O,X,X,X,X,X,X,O
JSTIZLO,O,O,X,O,X,X,O,X,X,X,O
JSTIZOL,X,O,X,O,X,X,O,X,X,X,O
JSTIOLZ,X,X,X,O,X,X,X,X,X,X,O
JSTIOZL,X,O,X,O,X,X,X,X,X,X,O
JSTLIZO,O,X,X,O,X,X,O,X,X,X,X
JSTLIOZ,X,X,X,O,X,X,X,X,X,X,O
JSTLZIO,O,X,X,O,X,X,O,X,X,X,X
JSTLZOI,O,X,X,O,X,X,O,X,X,X,X
JSTLOIZ,X,X,X,O,X,X,X,X,X,X,O
JSTLOZI,X,X,X,O,X,X,X,X,X,X,O
JSTZILO,O,O,X,O,X,X,O,X,X,X,O
JSTZIOL,X,O,X,O,X,X,O,X,X,X,O
JSTZLIO,O,O,X,O,X,X,O,X,X,X,O
JSTZLOI,O,O,X,O,X,X,O,X,X,X,O
JSTZOIL,X,O,X,O,X,X,O,X,X,X,O
JSTZOLI,X,O,X,O,X,X,O,X,X,X,O
JSTOILZ,X,X,X,O,X,X,X,X,X,X,O
JSTOIZL,X,O,X,O,X,X,X,X,X,X,O
JSTOLIZ,X,X,X,O,X,X,X,X,X,X,O
JSTOLZI,X,X,X,O,X,X,X,X,X,X,O
JSTOZIL,X,O,X,O,X,X,X,X,X,X,O
JSTOZLI,X,O,X,O,X,X,X,X,X,X,O
JSITLZO,O,X,X,O,X,X,O,X,X,X,X
JSITLOZ,X,X,X,O,X,X,X,X,X,X,O
JSITZLO,O,O,X,O,X,X,O,X,X,X,O
JSITZOL,X,O,X,O,X,X,O,X,X,X,O
JSITOLZ,X,X,X,O,X,X,X,X,X,X,O
JSITOZL,X,O,X,O,X,X,X,X,X,X,O
JSILTZO,O,X,X,O,X,O,O,X,X,O,X
JSILTOZ,X,X,X,O,X,X,X,X,X,O,O
JSILZTO,O,X,X,X,X,O,O,X,X,O,O
JSILZOT,O,X,X,X,X,O,O,X,X,O,O
JSILOTZ,X,X,X,X,X,X,X,X,X,O,O
JSILOZT,O,X,X,X,X,O,O,X,X,O,O
JSIZTLO,O,O,X,O,X,X,O,X,X,X,O
JSIZTOL,X,O,X,O,X,X,O,X,X,O,O
JSIZLTO,O,O,X,X,X,X,O,X,X,O,O
JSIZLOT,O,X,X,X,X,X,O,X,X,O,O
JSIZOTL,X,O,X,X,X,X,O,X,O,O,O
JSIZOLT,O,X,X,X,X,X,O,X,X,O,O
JSIOTLZ,X,X,O,O,X,X,X,X,X,X,O
JSIOTZL,X,X,O,O,X,X,X,X,X,X,O
JSIOLTZ,X,X,X,X,X,O,X,X,X,X,O
JSIOLZT,O,X,X,X,X,O,O,X,X,X,O
JSIOZTL,X,X,X,X,X,X,O,X,X,X,O
JSIOZLT,O,X,X,X,X,X,O,X,X,X,O
JSLTIZO,O,X,X,O,X,O,O,X,X,O,X
JSLTIOZ,X,X,X,O,X,X,X,X,X,O,O
JSLTZIO,O,X,X,O,X,O,O,X,X,O,X
JSLTZOI,O,X,X,O,X,O,O,X,X,O,X
JSLTOIZ,X,X,X,O,X,X,X,X,X,O,O
JSLTOZI,X,X,X,O,X,X,X,X,X,O,O
JSLITZO,O,X,X,O,X,O,O,X,X,O,X
JSLITOZ,X,X,X,O,X,X,X,X,X,O,O
JSLIZTO,O,X,X,X,X,O,O,X,X,O,O
JSLIZOT,O,X,X,X,X,O,O,X,X,O,O
JSLIOTZ,X,X,X,X,X,X,X,X,X,O,O
JSLIOZT,O,X,X,X,X,O,O,X,X,O,O
JSLZTIO,O,X,X,X,X,O,O,X,X,O,O
JSLZTOI,O,X,X,X,X,O,O,X,X,O,O
JSLZITO,O,X,X,X,X,O,O,X,X,O,O
JSLZIOT,O,X,X,X,X,O,O,X,X,O,O
JSLZOTI,O,X,X,X,X,O,O,X,X,O,O
JSLZOIT,O,X,X,X,X,O,O,X,X,O,O
JSLOTIZ,X,X,X,X,X,X,X,X,X,O,O
JSLOTZI,X,X,X,X,X,X,X,X,X,O,O
JSLOITZ,X,X,X,X,X,X,X,X,X,O,O
JSLOIZT,O,X,X,X,X,O,O,X,X,O,O
JSLOZTI,O,X,X,X,X,O,O,X,X,O,O
JSLOZIT,O,X,X,X,X,O,O,X,X,O,O
JSZTILO,O,O,X,O,X,X,O,X,X,X,O
JSZTIOL,X,O,X,O,X,X,O,X,X,O,O
JSZTLIO,O,O,X,O,X,X,O,X,X,X,O
JSZTLOI,O,O,X,O,X,X,O,X,X,X,O
JSZTOIL,X,O,X,O,X,X,O,X,X,O,O
JSZTOLI,X,O,X,O,X,X,O,X,X,O,O
JSZITLO,O,O,X,O,X,X,O,X,X,X,O
JSZITOL,X,O,X,O,X,X,O,X,X,O,O
JSZILTO,O,O,X,X,X,X,O,X,X,O,O
JSZILOT,O,X,X,X,X,X,O,X,X,O,O
JSZIOTL,X,O,X,X,X,X,O,X,O,O,O
JSZIOLT,O,X,X,X,X,X,O,X,X,O,O
JSZLTIO,O,O,X,X,X,X,O,X,X,O,O
JSZLTOI,O,O,X,X,X,X,O,X,X,O,O
JSZLITO,O,O,X,X,X,X,O,X,X,O,O
JSZLIOT,O,X,X,X,X,X,O,X,X,O,O
JSZLOTI,O,X,X,X,X,X,O,X,X,O,O
JSZLOIT,O,X,X,X,X,X,O,X,X,O,O
JSZOTIL,X,O,X,X,X,X,O,X,O,O,O
JSZOTLI,X,O,X,X,X,X,O,X,O,O,O
JSZOITL,X,O,X,X,X,X,O,X,O,O,O
JSZOILT,O,X,X,X,X,X,O,X,X,O,O
JSZOLTI,O,X,X,X,X,X,O,X,X,O,O
JSZOLIT,O,X,X,X,X,X,O,X,X,O,O
JSOTILZ,X,X,O,O,X,X,X,X,X,X,O
JSOTIZL,X,X,O,O,X,X,X,X,X,X,O
JSOTLIZ,X,X,O,O,X,X,X,X,X,X,O
JSOTLZI,X,X,O,O,X,X,X,X,X,X,O
JSOTZIL,X,X,O,O,X,X,X,X,X,X,O
JSOTZLI,X,X,O,O,X,X,X,X,X,X,O
JSOITLZ,X,X,O,O,X,X,X,X,X,X,O
JSOITZL,X,X,O,O,X,X,X,X,X,X,O
JSOILTZ,X,X,X,X,X,O,X,X,X,X,O
JSOILZT,O,X,X,X,X,O,O,X,X,X,O
JSOIZTL,X,X,X,X,X,X,O,X,X,X,O
JSOIZLT,O,X,X,X,X,X,O,X,X,X,O
JSOLTIZ,X,X,X,X,X,O,X,X,X,X,O
JSOLTZI,X,X,X,X,X,O,X,X,X,X,O
JSOLITZ,X,X,X,X,X,O,X,X,X,X,O
JSOLIZT,O,X,X,X,X,O,O,X,X,X,O
JSOLZTI,O,X,X,X,X,O,O,X,X,X,O
JSOLZIT,O,X,X,X,X,O,O,X,X,X,O
JSOZTIL,X,X,X,X,X,X,O,X,X,X,O
JSOZTLI,X,X,X,X,X,X,O,X,X,X,O
JSOZITL,X,X,X,X,X,X,O,X,X,X,O
JSOZILT,O,X,X,X,X,X,O,X,X,X,O
JSOZLTI,O,X,X,X,X,X,O,X,X,X,O
JSOZLIT,O,X,X,X,X,X,O,X,X,X,O
JZTILSO,X,O,X,X,X,X,O,X,X,O,X
JZTILOS,X,X,X,X,X,X,O,X,X,O,O
JZTISLO,X,O,X,X,X,X,O,X,X,X,X
JZTISOL,X,O,X,X,X,X,O,X,X,O,O
JZTIOLS,X,X,X,X,X,X,O,X,O,X,O
JZTIOSL,X,O,X,X,X,X,O,X,O,O,O
JZTLISO,X,O,X,X,X,X,O,X,X,O,X
JZTLIOS,X,X,X,X,X,X,O,X,X,O,O
