sequence,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?igB0kBFmB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?OpB8pBFmBiqB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBckB?igBFmBzpBOpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBTfB?igBFmB0kB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFZkBUgB?amBlfBGhBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je+/IvhFKgBXeB?UhBZkBFmBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBamB?FlB0pBZkBGrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2AJvhFXeBTfB?xlBFmBipB0pB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFTfBxlB?OmBipBcqBlpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jem6IvhFXeBUhB?xkBTkBFmByuB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeO/IvhFXeBRgB?lgBcmBaqBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBUhB?6pBOqBZkBFrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBFmBipBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBaqBFmBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jei6IvhFXeBUhB?xkBzkBFmB2uB
JOZITSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOZILTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZILST,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
JOZISTL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOZISLT,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
JOZLTIS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLTSI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLIST,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
JOZLSTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZLSIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
JOZSTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOZSILT,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
JOZSLTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOZSLIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STILZJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
STILOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
STIJZOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
STIJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STIZLOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STIZJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STIOLJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
STLIJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STLIZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STLIZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STLIOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
STLIOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STLJZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STLJOIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STLZIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
STLZIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STLZJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLZOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STLOIJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
STLOIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJILZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STJIOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STJLZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STJLOIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STJZILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STJZLIO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJZLOI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
STZILOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STZIJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIOLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZIOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZLIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
STZLIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STZLJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STZLJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZLOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZJILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZJLIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STZJLOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
STZJOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZOLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOLJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZOJIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOILJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOIZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOLIJZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STOLIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STOLJZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STOJLZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOZLIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SITLOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SITJZOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SITJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SITZLOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SITZJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOLJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SILTJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SILTZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SILTOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SILTOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SILJTOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X
SILJZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,O,X
SILJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILJOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
SILZTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
SILZTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SILZJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SILZJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
SILZOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
SILOTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SILOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SILOJZT,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
SILOZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SILOZJT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
SIJTLZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SIJTZOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIJTOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
SIJLZOT,O,O,X,X,O,X,X,O,X,X,X,O,O,O,O
SIJLOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJLOZT,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X
SIJZTLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SIJZTOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIJZLTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
SIJZLOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
SIJZOTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIJOTLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIJOZLT,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O
SIZTLJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
SIZTLOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SIZTJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTOLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
SIZLTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SIZLJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZLJOT,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O
SIZLOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIZLOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
SIZJTLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SIZJTOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIZJLTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
SIZJLOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
SIZJOTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIZOTLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZOLTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIZOLJT,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X
SIZOJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZOJLT,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
SIOTLJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLTJZ,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
SIOLTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SIOLJZT,X,X,X,X,O,O,X,O,O,X,O,X,X,O,X
SIOLZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,X,O,O,X,O,O,X,O,X,X,O,X
SIOJTLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOJLTZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SIOJLZT,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SIOJZLT,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X
SIOZTLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOZLTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIOZLJT,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X
SIOZJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOZJLT,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
SLTIJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SLTIJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLTIZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SLTIZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SLTIOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SLTIOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SLTJZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SLTJOIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTZIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
SLTZIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SLTZJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTZJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTZOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTZOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SLTOIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SLITJOZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLITZJO,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SLITZOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SLITOJZ,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SLITOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SLIJTOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,O,X
SLIJZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,O,X
SLIJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLIJOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
SLIZTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
SLIZTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SLIZJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLIZJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
SLIZOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLIZOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
SLIOTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLIOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLIOJZT,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X
SLIOZTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLIOZJT,X,X,X,X,O,O,X,O,O,O,X,X,O,X,X
SLJTIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SLJTZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SLJITZO,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SLJITOZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X
SLJIZOT,O,O,X,X,O,X,X,O,X,O,O,O,O,X,O
SLJIOTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLJIOZT,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X
SLJZTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJZTOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJZITO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SLJZIOT,O,X,X,X,O,X,X,X,X,O,X,O,O,X,O
SLJZOTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLJZOIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLJOTIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLJOITZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SLJOIZT,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
SLJOZTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLJOZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SLZTIJO,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SLZTIOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SLZTJIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZTJOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZTOJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZITJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
SLZITOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SLZIJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SLZIJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
SLZIOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLZIOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
SLZJTIO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLZJTOI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLZJITO,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
SLZJIOT,X,O,X,X,O,X,X,X,X,O,X,O,O,X,O
SLZJOTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SLZJOIT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
