sequence,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFxbB/iBGeBq?lBlmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFlbBGeBxhBz?lBCnB3rB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhF3bBGeBxhBU?iBCmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFShB/iBGeBR?mBllBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Je06IvhFXcBViBGeB6?lBxmBTrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhFGeBxgBTiBC?mB3mBUrB,v115@9gA8GeA8AeC8EeE8CeH8BeD8Jel6IvhFGeB0gBxhBC?nBzlB3rB
JLIOZST,X,O,X,X,X,X,X
JLSTIZO,O,X,O,X,X,X,O
JLSTIOZ,O,X,O,X,X,X,X
JLSTZIO,O,X,O,X,X,X,O
JLSTZOI,O,X,X,X,X,X,X
JLSTOIZ,O,X,O,X,X,X,X
JLSTOZI,O,X,O,X,X,X,X
JLSITZO,O,X,O,X,X,X,O
JLSITOZ,O,X,O,X,X,X,X
JLSIZTO,O,X,O,X,X,X,O
JLSIZOT,O,X,X,O,X,X,X
JLSIOTZ,X,X,O,O,X,X,X
JLSIOZT,O,X,X,O,X,X,X
JLSZTIO,O,X,O,X,X,X,O
JLSZTOI,O,X,X,X,X,X,X
JLSZITO,O,X,O,X,X,X,O
JLSZIOT,O,X,X,O,X,X,X
JLSZOTI,O,O,X,X,X,X,X
JLSZOIT,O,O,X,O,X,X,X
JLSOTIZ,O,O,O,X,X,X,X
JLSOTZI,O,O,O,X,X,X,X
JLSOITZ,X,O,O,O,X,X,X
JLSOIZT,O,O,O,O,X,X,X
JLSOZTI,O,O,O,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X
JLZTISO,O,X,O,X,X,X,O
JLZTIOS,X,X,X,X,X,X,O
JLZTSIO,O,X,O,X,X,X,O
JLZTSOI,O,X,X,X,X,X,X
JLZTOIS,X,O,X,X,X,X,O
JLZTOSI,X,O,X,X,X,X,X
JLZITSO,O,X,O,X,O,X,O
JLZITOS,X,X,X,X,X,X,O
JLZISTO,O,X,O,X,X,X,O
JLZISOT,O,X,X,X,X,X,X
JLZIOTS,X,O,X,X,X,X,O
JLZIOST,X,O,X,X,X,X,X
JLZSTIO,O,X,O,X,X,X,O
JLZSTOI,O,X,X,X,X,X,X
JLZSITO,O,X,O,X,X,X,O
JLZSIOT,O,X,X,O,X,X,X
JLZSOTI,O,O,X,X,X,X,X
JLZSOIT,O,O,X,O,X,X,X
JLZOTIS,X,O,X,X,X,X,O
JLZOTSI,X,O,X,X,X,X,X
JLZOITS,X,O,X,X,O,X,O
JLZOIST,X,O,X,X,X,X,X
JLZOSTI,O,O,X,X,X,X,X
JLZOSIT,O,O,X,O,X,X,X
JLOTISZ,X,O,O,X,X,O,X
JLOTIZS,X,O,O,X,X,O,O
JLOTSIZ,X,O,O,X,X,O,X
JLOTSZI,X,O,O,X,X,X,X
JLOTZIS,X,O,O,X,X,O,O
JLOTZSI,X,O,O,X,X,X,X
JLOITSZ,X,O,O,X,O,O,X
JLOITZS,X,O,O,X,O,O,O
JLOISTZ,X,O,O,X,X,O,X
JLOISZT,X,O,O,X,X,X,X
JLOIZTS,X,O,O,X,O,O,O
JLOIZST,X,O,O,X,X,X,X
JLOSTIZ,O,O,O,X,X,O,X
JLOSTZI,O,O,O,X,X,X,X
JLOSITZ,X,O,O,O,X,O,X
JLOSIZT,O,O,O,O,X,X,X
JLOSZTI,O,O,O,X,X,X,X
JLOSZIT,O,O,O,O,X,X,X
JLOZTIS,X,O,O,X,X,O,O
JLOZTSI,X,O,O,X,X,X,X
JLOZITS,X,O,O,X,O,O,O
JLOZIST,X,O,O,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X
JLOZSIT,O,O,O,O,X,X,X
JSTILZO,O,X,O,X,X,X,X
JSTILOZ,O,X,O,X,X,X,X
JSTIZLO,X,X,X,X,X,X,X
JSTIZOL,X,X,X,O,X,X,X
JSTIOLZ,X,X,O,O,X,X,X
JSTIOZL,X,X,X,O,X,X,X
JSTLIZO,O,X,O,X,X,X,O
JSTLIOZ,O,X,O,X,X,X,X
JSTLZIO,O,X,O,X,X,X,O
JSTLZOI,O,X,X,X,X,X,X
JSTLOIZ,O,X,O,X,X,X,X
JSTLOZI,O,X,O,X,X,X,X
JSTZILO,O,X,X,X,X,X,O
JSTZIOL,X,X,X,O,X,X,X
JSTZLIO,O,X,O,X,X,X,O
JSTZLOI,O,X,X,X,X,X,X
JSTZOIL,X,X,X,O,X,X,X
JSTZOLI,X,X,O,X,X,X,X
JSTOILZ,X,X,O,O,X,O,X
JSTOIZL,X,X,X,O,X,X,X
JSTOLIZ,O,X,O,X,X,O,X
JSTOLZI,O,X,O,X,X,X,X
JSTOZIL,X,X,X,O,X,X,X
JSTOZLI,X,X,O,X,X,X,X
JSITLZO,O,X,O,X,O,X,X
JSITLOZ,O,X,O,X,X,X,X
JSITZLO,X,X,X,X,O,X,X
JSITZOL,X,X,X,O,O,X,X
JSITOLZ,X,X,O,O,X,X,X
JSITOZL,X,X,X,O,O,X,X
JSILTZO,O,X,O,X,X,X,X
JSILTOZ,O,X,O,X,X,X,X
JSILZTO,O,X,O,X,X,X,X
JSILZOT,O,X,X,O,X,X,X
JSILOTZ,X,X,O,O,X,X,X
JSILOZT,O,X,X,O,X,X,X
JSIZTLO,O,X,X,X,O,X,X
JSIZTOL,X,X,X,O,O,X,X
JSIZLTO,O,X,X,X,X,X,X
JSIZLOT,O,X,X,O,X,X,X
JSIZOTL,X,X,X,O,X,X,X
JSIZOLT,O,X,X,O,X,X,X
JSIOTLZ,X,X,O,O,X,X,X
JSIOTZL,X,X,X,O,X,X,X
JSIOLTZ,X,X,O,O,X,X,X
JSIOLZT,X,X,O,O,X,X,X
JSIOZTL,X,X,X,O,X,X,X
JSIOZLT,X,X,X,O,X,X,X
JSLTIZO,O,X,O,X,X,X,O
JSLTIOZ,O,X,O,X,X,X,X
JSLTZIO,O,X,O,X,X,X,O
JSLTZOI,O,X,X,X,X,X,X
JSLTOIZ,O,X,O,X,X,X,X
JSLTOZI,O,X,O,X,X,X,X
JSLITZO,O,X,O,X,X,X,O
JSLITOZ,O,X,O,X,X,X,X
JSLIZTO,O,X,O,X,X,X,O
JSLIZOT,O,X,X,O,X,X,X
JSLIOTZ,X,X,O,O,X,X,X
JSLIOZT,O,X,X,O,X,X,X
JSLZTIO,O,X,O,X,X,X,O
JSLZTOI,O,X,X,X,X,X,X
JSLZITO,O,X,O,X,X,X,O
JSLZIOT,O,X,X,O,X,X,X
JSLZOTI,O,O,X,X,X,X,X
JSLZOIT,O,O,X,O,X,X,X
JSLOTIZ,O,O,O,X,X,X,X
JSLOTZI,O,O,O,X,X,X,X
JSLOITZ,X,O,O,O,X,X,X
JSLOIZT,O,O,O,O,X,X,X
JSLOZTI,O,O,O,X,X,X,X
JSLOZIT,O,O,O,O,X,X,X
JSZTILO,O,X,X,X,X,X,O
JSZTIOL,X,X,X,O,X,X,X
JSZTLIO,O,X,O,X,X,X,O
JSZTLOI,O,X,X,X,X,X,X
JSZTOIL,X,O,X,O,X,X,X
JSZTOLI,X,O,O,X,X,X,X
JSZITLO,O,X,X,X,O,X,O
JSZITOL,X,X,X,O,O,X,X
JSZILTO,O,X,X,X,X,X,X
JSZILOT,O,X,X,O,X,X,X
JSZIOTL,X,X,X,O,X,X,X
JSZIOLT,O,X,X,O,X,X,X
JSZLTIO,O,X,O,X,X,X,O
JSZLTOI,O,X,X,X,X,X,X
JSZLITO,O,X,O,X,X,X,O
JSZLIOT,O,X,X,O,X,X,X
JSZLOTI,O,O,X,X,X,X,X
JSZLOIT,O,O,X,O,X,X,X
JSZOTIL,X,O,X,O,X,X,X
JSZOTLI,X,O,O,X,X,X,X
JSZOITL,X,O,X,O,O,X,X
JSZOILT,O,X,X,O,X,X,X
JSZOLTI,O,O,O,X,X,X,X
JSZOLIT,O,O,O,O,X,X,X
JSOTILZ,X,X,O,O,X,O,X
JSOTIZL,X,O,X,O,X,X,X
JSOTLIZ,O,O,O,X,X,O,X
JSOTLZI,O,O,O,X,X,X,X
JSOTZIL,X,O,X,O,X,X,X
JSOTZLI,X,O,O,X,X,X,X
JSOITLZ,X,X,O,O,O,O,X
JSOITZL,X,O,X,O,O,X,X
JSOILTZ,X,X,O,O,X,X,X
JSOILZT,X,X,O,O,X,X,X
JSOIZTL,X,O,X,O,O,X,X
JSOIZLT,X,X,X,O,X,X,X
JSOLTIZ,O,O,O,X,X,O,X
JSOLTZI,O,O,O,X,X,X,X
JSOLITZ,X,O,O,O,X,O,X
JSOLIZT,O,O,O,O,X,X,X
JSOLZTI,O,O,O,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X
JSOZTIL,X,O,X,O,X,X,X
JSOZTLI,X,O,O,X,X,X,X
JSOZITL,X,O,X,O,O,X,X
JSOZILT,O,X,X,O,X,X,X
JSOZLTI,O,O,O,X,X,X,X
JSOZLIT,O,O,O,O,X,X,X
JZTILSO,X,X,X,X,O,X,O
JZTILOS,X,X,X,X,X,X,O
JZTISLO,X,X,X,X,O,X,O
JZTISOL,X,X,X,X,O,X,X
JZTIOLS,X,O,X,X,X,X,O
JZTIOSL,X,O,X,X,O,X,X
JZTLISO,X,X,O,X,X,X,O
JZTLIOS,X,X,X,X,X,X,O
JZTLSIO,O,X,O,X,X,X,O
JZTLSOI,O,X,X,X,X,X,X
JZTLOIS,X,O,X,X,X,X,O
JZTLOSI,X,O,X,X,X,X,X
JZTSILO,O,X,X,X,X,X,O
JZTSIOL,X,X,X,O,X,X,X
JZTSLIO,O,X,O,X,X,X,O
JZTSLOI,O,X,X,X,X,X,X
JZTSOIL,X,O,X,O,X,X,X
JZTSOLI,X,O,O,X,X,X,X
JZTOILS,X,O,X,X,O,O,O
JZTOISL,X,O,X,X,O,X,X
JZTOLIS,X,O,O,X,X,O,O
JZTOLSI,X,O,O,X,X,X,X
JZTOSIL,X,O,X,O,X,X,X
JZTOSLI,X,O,O,X,X,X,X
JZITLSO,X,X,X,X,O,X,O
JZITLOS,X,X,X,X,X,X,O
JZITSLO,X,X,X,X,O,X,O
JZITSOL,X,X,X,X,O,X,X
JZITOLS,X,O,X,X,X,X,O
JZITOSL,X,O,X,X,O,X,X
JZILTSO,O,X,X,X,O,X,O
JZILTOS,X,X,X,X,X,X,O
JZILSTO,O,X,X,O,X,X,O
JZILSOT,O,X,X,O,X,X,X
JZILOTS,X,O,X,X,X,X,O
JZILOST,X,O,X,X,X,X,X
JZISTLO,O,X,X,X,O,X,O
JZISTOL,X,X,X,O,O,X,X
JZISLTO,O,X,X,X,X,X,X
JZISLOT,O,X,X,O,X,X,X
JZISOTL,X,X,X,O,X,X,X
JZISOLT,O,X,X,O,X,X,X
JZIOTLS,X,O,X,X,O,X,O
JZIOTSL,X,O,X,X,O,X,X
JZIOLTS,X,O,X,X,O,X,X
JZIOLST,X,O,X,X,X,X,X
JZIOSTL,X,O,X,O,O,X,X
JZIOSLT,X,X,X,O,X,X,X
JZLTISO,O,X,O,X,X,X,O
JZLTIOS,X,X,X,X,X,X,O
JZLTSIO,O,X,O,X,X,X,O
JZLTSOI,O,X,X,X,X,X,X
JZLTOIS,X,O,X,X,X,X,O
JZLTOSI,X,O,X,X,X,X,X
JZLITSO,O,X,O,X,O,X,O
JZLITOS,X,X,X,X,X,X,O
JZLISTO,O,X,O,X,X,X,O
JZLISOT,O,X,X,X,X,X,X
JZLIOTS,X,O,X,X,X,X,O
JZLIOST,X,O,X,X,X,X,X
JZLSTIO,O,X,O,X,X,X,O
JZLSTOI,O,X,X,X,X,X,X
JZLSITO,O,X,O,X,X,X,O
JZLSIOT,O,X,X,O,X,X,X
JZLSOTI,O,O,X,X,X,X,X
JZLSOIT,O,O,X,O,X,X,X
JZLOTIS,X,O,X,X,X,X,O
JZLOTSI,X,O,X,X,X,X,X
JZLOITS,X,O,X,X,O,X,O
JZLOIST,X,O,X,X,X,X,X
JZLOSTI,O,O,X,X,X,X,X
JZLOSIT,O,O,X,O,X,X,X
JZSTILO,O,X,X,X,X,X,O
JZSTIOL,X,X,X,O,X,X,X
JZSTLIO,O,X,O,X,X,X,O
JZSTLOI,O,X,X,X,X,X,X
JZSTOIL,X,O,X,O,X,X,X
JZSTOLI,X,O,O,X,X,X,X
JZSITLO,O,X,X,X,O,X,O
JZSITOL,X,X,X,O,O,X,X
JZSILTO,O,X,X,X,X,X,X
JZSILOT,O,X,X,O,X,X,X
JZSIOTL,X,X,X,O,X,X,X
JZSIOLT,O,X,X,O,X,X,X
JZSLTIO,O,X,O,X,X,X,O
JZSLTOI,O,X,X,X,X,X,X
JZSLITO,O,X,O,X,X,X,O
JZSLIOT,O,X,X,O,X,X,X
JZSLOTI,O,O,X,X,X,X,X
JZSLOIT,O,O,X,O,X,X,X
JZSOTIL,X,O,X,O,X,X,X
JZSOTLI,X,O,O,X,X,X,X
JZSOITL,X,O,X,O,O,X,X
JZSOILT,O,X,X,O,X,X,X
JZSOLTI,O,O,O,X,X,X,X
JZSOLIT,O,O,O,O,X,X,X
JZOTILS,X,O,X,X,O,O,O
JZOTISL,X,O,X,X,O,X,X
JZOTLIS,X,O,O,X,X,O,O
JZOTLSI,X,O,O,X,X,X,X
JZOTSIL,X,O,X,O,X,X,X
JZOTSLI,X,O,O,X,X,X,X
JZOITLS,X,O,X,X,O,O,O
JZOITSL,X,O,X,X,O,X,X
JZOILTS,X,O,X,X,O,X,X
JZOILST,X,O,X,O,X,X,X
JZOISTL,X,O,X,O,O,X,X
JZOISLT,X,X,X,O,X,X,X
JZOLTIS,X,O,O,X,X,O,O
JZOLTSI,X,O,O,X,X,X,X
JZOLITS,X,O,O,X,O,O,O
JZOLIST,X,O,O,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X
JZOLSIT,O,O,O,O,X,X,X
JZOSTIL,X,O,X,O,X,X,X
JZOSTLI,X,O,O,X,X,X,X
JZOSITL,X,O,X,O,O,X,X
JZOSILT,O,X,X,O,X,X,X
JZOSLTI,O,O,O,X,X,X,X
JZOSLIT,O,O,O,O,X,X,X
JOTILSZ,X,O,O,X,O,O,X
JOTILZS,X,O,O,X,O,O,X
JOTISLZ,X,X,O,X,O,O,X
JOTISZL,X,O,X,X,O,X,X
JOTIZLS,X,O,X,X,O,O,X
JOTIZSL,X,O,X,X,O,X,X
JOTLISZ,X,O,O,X,X,O,X
JOTLIZS,X,O,O,X,X,O,O
JOTLSIZ,X,O,O,X,X,O,X
JOTLSZI,X,O,O,X,X,X,X
JOTLZIS,X,O,O,X,X,O,O
JOTLZSI,X,O,O,X,X,X,X
JOTSILZ,X,X,O,O,X,O,X
JOTSIZL,X,O,X,O,X,X,X
JOTSLIZ,X,O,O,X,X,O,X
JOTSLZI,X,O,O,X,X,X,X
JOTSZIL,X,O,X,O,X,X,X
JOTSZLI,X,O,O,X,X,X,X
JOTZILS,X,O,X,X,O,O,O
JOTZISL,X,O,X,X,O,X,X
JOTZLIS,X,O,O,X,X,O,O
JOTZLSI,X,O,O,X,X,X,X
JOTZSIL,X,O,X,O,X,X,X
JOTZSLI,X,O,O,X,X,X,X
JOITLSZ,X,O,O,X,O,O,X
JOITLZS,X,O,O,X,O,O,X
JOITSLZ,X,X,O,X,O,O,X
JOITSZL,X,O,X,X,O,X,X
JOITZLS,X,O,X,X,O,O,X
JOITZSL,X,O,X,X,O,X,X
JOILTSZ,X,O,O,X,O,O,X
JOILTZS,X,O,O,X,O,O,X
JOILSTZ,X,O,O,O,X,O,X
JOILSZT,X,O,O,O,X,X,X
JOILZTS,X,O,O,X,O,O,X
JOILZST,X,O,O,O,X,X,X
JOISTLZ,X,X,O,O,O,O,X
JOISTZL,X,O,X,O,O,X,X
JOISLTZ,X,X,O,O,X,X,X
JOISLZT,X,X,O,O,X,X,X
JOISZTL,X,O,X,O,O,X,X
JOISZLT,X,X,X,O,X,X,X
JOIZTLS,X,O,X,X,O,O,X
JOIZTSL,X,O,X,X,O,X,X
JOIZLTS,X,O,X,X,O,X,X
JOIZLST,X,O,X,O,X,X,X
JOIZSTL,X,O,X,O,O,X,X
JOIZSLT,X,X,X,O,X,X,X
JOLTISZ,X,O,O,X,X,O,X
JOLTIZS,X,O,O,X,X,O,O
JOLTSIZ,X,O,O,X,X,O,X
JOLTSZI,X,O,O,X,X,X,X
JOLTZIS,X,O,O,X,X,O,O
JOLTZSI,X,O,O,X,X,X,X
JOLITSZ,X,O,O,X,O,O,X
JOLITZS,X,O,O,X,O,O,O
JOLISTZ,X,O,O,X,X,O,X
JOLISZT,X,O,O,X,X,X,X
JOLIZTS,X,O,O,X,O,O,O
JOLIZST,X,O,O,X,X,X,X
JOLSTIZ,O,O,O,X,X,O,X
JOLSTZI,O,O,O,X,X,X,X
JOLSITZ,X,O,O,O,X,O,X
JOLSIZT,O,O,O,O,X,X,X
JOLSZTI,O,O,O,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X
JOLZTIS,X,O,O,X,X,O,O
JOLZTSI,X,O,O,X,X,X,X
JOLZITS,X,O,O,X,O,O,O
JOLZIST,X,O,O,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X
JOLZSIT,O,O,O,O,X,X,X
JOSTILZ,X,X,O,O,X,O,X
JOSTIZL,X,O,X,O,X,X,X
JOSTLIZ,O,O,O,X,X,O,X
JOSTLZI,O,O,O,X,X,X,X
JOSTZIL,X,O,X,O,X,X,X
JOSTZLI,X,O,O,X,X,X,X
JOSITLZ,X,X,O,O,O,O,X
JOSITZL,X,O,X,O,O,X,X
JOSILTZ,X,X,O,O,X,X,X
JOSILZT,X,X,O,O,X,X,X
JOSIZTL,X,O,X,O,O,X,X
JOSIZLT,X,X,X,O,X,X,X
JOSLTIZ,O,O,O,X,X,O,X
JOSLTZI,O,O,O,X,X,X,X
JOSLITZ,X,O,O,O,X,O,X
JOSLIZT,O,O,O,O,X,X,X
JOSLZTI,O,O,O,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X
JOSZTIL,X,O,X,O,X,X,X
JOSZTLI,X,O,O,X,X,X,X
JOSZITL,X,O,X,O,O,X,X
JOSZILT,O,X,X,O,X,X,X
JOSZLTI,O,O,O,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X
JOZTILS,X,O,X,X,O,O,O
JOZTISL,X,O,X,X,O,X,X
JOZTLIS,X,O,O,X,X,O,O
JOZTLSI,X,O,O,X,X,X,X
JOZTSIL,X,O,X,O,X,X,X
JOZTSLI,X,O,O,X,X,X,X
JOZITLS,X,O,X,X,O,O,O
JOZITSL,X,O,X,X,O,X,X
JOZILTS,X,O,X,X,O,X,X
JOZILST,X,O,X,O,X,X,X
JOZISTL,X,O,X,O,O,X,X
JOZISLT,X,X,X,O,X,X,X
JOZLTIS,X,O,O,X,X,O,O
JOZLTSI,X,O,O,X,X,X,X
JOZLITS,X,O,O,X,O,O,O
JOZLIST,X,O,O,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X
JOZLSIT,O,O,O,O,X,X,X
JOZSTIL,X,O,X,O,X,X,X
JOZSTLI,X,O,O,X,X,X,X
JOZSITL,X,O,X,O,O,X,X
JOZSILT,O,X,X,O,X,X,X
JOZSLTI,O,O,O,X,X,X,X
JOZSLIT,O,O,O,O,X,X,X
STILJZO,O,X,O,X,X,X,X
STILJOZ,O,X,O,X,X,X,X
STILZJO,O,X,O,X,X,X,X
STILZOJ,O,X,X,X,X,X,X
STILOJZ,O,X,O,X,X,O,X
STILOZJ,O,X,X,X,X,X,X
STIJLZO,O,X,O,X,X,X,X
STIJLOZ,O,X,O,X,X,X,X
STIJZLO,X,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,X
STIJOLZ,X,X,O,O,X,X,X
STIJOZL,X,X,X,O,X,X,X
STIZLJO,X,X,X,X,X,X,X
STIZLOJ,X,X,X,X,X,X,X
STIZJLO,X,X,X,X,X,X,X
STIZJOL,X,X,X,O,X,X,X
STIZOLJ,X,X,X,O,X,X,X
STIZOJL,X,X,X,O,X,X,X
STIOLJZ,X,X,O,O,X,X,X
STIOLZJ,X,X,O,O,X,X,X
STIOJLZ,X,X,O,O,X,O,X
STIOJZL,X,X,X,O,X,X,X
STIOZLJ,X,X,X,O,X,X,X
STIOZJL,X,X,X,O,X,X,X
STLIJZO,O,X,O,X,X,X,O
STLIJOZ,O,X,O,X,X,X,X
STLIZJO,O,X,O,X,X,X,O
STLIZOJ,O,X,X,X,X,X,X
STLIOJZ,O,X,O,X,X,O,X
STLIOZJ,O,X,X,X,X,X,X
STLJIZO,O,X,O,X,X,X,O
STLJIOZ,O,X,O,X,X,X,X
STLJZIO,O,X,O,X,X,X,O
STLJZOI,O,X,X,X,X,X,X
STLJOIZ,O,X,O,X,X,X,X
STLJOZI,O,X,O,X,X,X,X
STLZIJO,O,X,O,X,X,X,O
STLZIOJ,O,X,X,X,X,X,X
STLZJIO,O,X,O,X,X,X,O
STLZJOI,O,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,X,X
STLOIJZ,O,X,O,X,X,O,X
STLOIZJ,O,X,O,X,X,X,X
STLOJIZ,O,X,O,X,X,O,X
STLOJZI,O,X,O,X,X,X,X
STLOZIJ,O,X,O,X,X,X,X
STLOZJI,O,X,O,X,X,X,X
STJILZO,O,X,O,X,X,X,X
STJILOZ,O,X,O,X,X,X,X
STJIZLO,X,X,X,X,X,X,X
STJIZOL,X,X,X,O,X,X,X
STJIOLZ,X,X,O,O,X,X,X
STJIOZL,X,X,X,O,X,X,X
STJLIZO,O,X,O,X,X,X,O
STJLIOZ,O,X,O,X,X,X,X
STJLZIO,O,X,O,X,X,X,O
STJLZOI,O,X,X,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X
STJLOZI,O,X,O,X,X,X,X
STJZILO,O,X,X,X,X,X,O
STJZIOL,X,X,X,O,X,X,X
STJZLIO,O,X,O,X,X,X,O
STJZLOI,O,X,X,X,X,X,X
STJZOIL,X,X,X,O,X,X,X
STJZOLI,X,X,O,X,X,X,X
STJOILZ,X,X,O,O,X,O,X
STJOIZL,X,X,X,O,X,X,X
STJOLIZ,O,X,O,X,X,O,X
STJOLZI,O,X,O,X,X,X,X
STJOZIL,X,X,X,O,X,X,X
STJOZLI,X,X,O,X,X,X,X
STZILJO,X,X,X,X,X,X,X
STZILOJ,X,X,X,X,X,X,X
STZIJLO,O,X,X,X,X,X,O
STZIJOL,X,X,X,O,X,X,X
STZIOLJ,X,X,X,O,X,X,X
STZIOJL,X,X,X,O,X,X,X
STZLIJO,O,X,O,X,X,X,O
STZLIOJ,O,X,X,X,X,X,X
STZLJIO,O,X,O,X,X,X,O
STZLJOI,O,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,O
STZJIOL,X,X,X,O,X,X,X
STZJLIO,O,X,O,X,X,X,O
STZJLOI,O,X,X,X,X,X,X
STZJOIL,X,X,X,O,X,X,X
STZJOLI,X,X,O,X,X,X,X
STZOILJ,X,X,X,O,X,X,X
STZOIJL,X,X,X,O,X,X,X
STZOLIJ,X,X,O,X,X,X,X
STZOLJI,X,X,O,X,X,X,X
STZOJIL,X,X,X,O,X,X,X
STZOJLI,X,X,O,X,X,X,X
STOILJZ,X,X,O,O,X,X,X
STOILZJ,X,X,O,O,X,X,X
STOIJLZ,X,X,O,O,X,O,X
STOIJZL,X,X,X,O,X,X,X
STOIZLJ,X,X,X,O,X,X,X
STOIZJL,X,X,X,O,X,X,X
STOLIJZ,O,X,O,X,X,O,X
STOLIZJ,O,X,O,X,X,X,X
STOLJIZ,O,X,O,X,X,O,X
STOLJZI,O,X,O,X,X,X,X
STOLZIJ,O,X,O,X,X,X,X
STOLZJI,O,X,O,X,X,X,X
STOJILZ,X,X,O,O,X,O,X
STOJIZL,X,X,X,O,X,X,X
STOJLIZ,O,X,O,X,X,O,X
STOJLZI,O,X,O,X,X,X,X
STOJZIL,X,X,X,O,X,X,X
STOJZLI,X,X,O,X,X,X,X
STOZILJ,X,X,X,O,X,X,X
STOZIJL,X,X,X,O,X,X,X
STOZLIJ,X,X,O,X,X,X,X
STOZLJI,X,X,O,X,X,X,X
STOZJIL,X,X,X,O,X,X,X
STOZJLI,X,X,O,X,X,X,X
SITLJZO,O,X,O,X,O,X,X
SITLJOZ,O,X,O,X,X,X,X
SITLZJO,O,X,O,X,O,X,X
SITLZOJ,O,X,X,X,X,X,X
SITLOJZ,O,X,O,X,X,O,X
SITLOZJ,O,X,X,X,X,X,X
SITJLZO,O,X,O,X,O,X,X
SITJLOZ,O,X,O,X,X,X,X
SITJZLO,X,X,X,X,O,X,X
SITJZOL,X,X,X,O,O,X,X
SITJOLZ,X,X,O,O,X,X,X
SITJOZL,X,X,X,O,O,X,X
SITZLJO,X,X,X,X,O,X,X
SITZLOJ,X,X,X,X,X,X,X
SITZJLO,X,X,X,X,O,X,X
SITZJOL,X,X,X,O,O,X,X
SITZOLJ,X,X,X,O,X,X,X
SITZOJL,X,X,X,O,O,X,X
SITOLJZ,X,X,O,O,X,X,X
SITOLZJ,X,X,O,O,X,X,X
SITOJLZ,X,X,O,O,X,O,X
SITOJZL,X,X,X,O,O,X,X
SITOZLJ,X,X,X,O,X,X,X
SITOZJL,X,X,X,O,O,X,X
SILTJZO,O,X,O,O,X,X,X
SILTJOZ,O,X,O,X,X,X,X
SILTZJO,O,X,O,O,X,X,X
SILTZOJ,O,X,X,X,X,X,X
SILTOJZ,O,X,O,X,X,O,X
SILTOZJ,O,X,X,X,X,X,X
SILJTZO,O,X,O,O,X,X,X
SILJTOZ,O,X,O,X,X,X,X
SILJZTO,O,X,O,O,X,X,X
SILJZOT,O,X,X,O,X,X,X
SILJOTZ,X,X,O,O,X,X,X
SILJOZT,O,X,X,O,X,X,X
SILZTJO,O,X,O,O,X,X,X
SILZTOJ,O,X,X,X,X,X,X
SILZJTO,O,X,O,O,X,X,X
SILZJOT,O,X,X,O,X,X,X
SILZOTJ,X,X,X,O,X,X,X
SILZOJT,O,X,X,O,X,X,X
SILOTJZ,X,X,O,O,X,O,X
SILOTZJ,X,X,X,O,X,X,X
SILOJTZ,X,X,O,O,X,O,X
SILOJZT,O,X,X,O,X,X,X
SILOZTJ,X,X,X,O,X,X,X
SILOZJT,O,X,X,O,X,X,X
SIJTLZO,O,X,O,X,O,X,X
SIJTLOZ,O,X,O,X,X,X,X
SIJTZLO,X,X,X,X,O,X,X
SIJTZOL,X,X,X,O,O,X,X
SIJTOLZ,X,X,O,O,X,X,X
SIJTOZL,X,X,X,O,O,X,X
SIJLTZO,O,X,O,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,X
SIJLZTO,O,X,O,X,X,X,X
SIJLZOT,O,X,X,O,X,X,X
SIJLOTZ,X,X,O,O,X,X,X
SIJLOZT,O,X,X,O,X,X,X
SIJZTLO,O,X,X,X,O,X,X
SIJZTOL,X,X,X,O,O,X,X
SIJZLTO,O,X,X,X,X,X,X
SIJZLOT,O,X,X,O,X,X,X
SIJZOTL,X,X,X,O,X,X,X
SIJZOLT,O,X,X,O,X,X,X
SIJOTLZ,X,X,O,O,X,X,X
SIJOTZL,X,X,X,O,X,X,X
SIJOLTZ,X,X,O,O,X,X,X
SIJOLZT,X,X,O,O,X,X,X
SIJOZTL,X,X,X,O,X,X,X
SIJOZLT,X,X,X,O,X,X,X
SIZTLJO,X,X,X,X,O,X,X
SIZTLOJ,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,O,X,X
SIZTJOL,X,X,X,O,O,X,X
