sequence,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFCdBejB?5jBlmB0sBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeR8IvhFGeBUhB?FiB/oBqsBzrB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFCdBejB?5jBlmBXsB0sB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFfiBldB?5jB8nB6rB2xB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JefBJvhF0cB5jB?ziBurBinB1xB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8Jez7IvhFUdB5jB?lmB3nBatBWxB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeC8IvhF5jB/mB?FiB8nBesBzsB,v115@zgC8GeC8GeD8FeE8CeA8AeE8DeA8JeG9IvhFRhB6oB?UhBlnBzrBXtB
JOILSTZ,X,X,O,O,X,X,X,X
JOILSZT,X,X,X,O,O,X,X,X
JOILZTS,O,X,X,O,X,X,X,X
JOILZST,X,X,X,O,X,X,X,X
JOISTLZ,O,X,O,X,O,O,X,O
JOISTZL,O,X,O,O,O,O,X,X
JOISLTZ,X,X,O,X,X,X,X,X
JOISLZT,X,X,X,O,O,X,X,X
JOISZTL,O,X,O,O,O,X,X,X
JOISZLT,X,X,X,O,O,X,X,X
JOIZTLS,O,X,O,X,X,X,X,O
JOIZTSL,O,X,O,O,X,X,X,X
JOIZLTS,O,X,X,O,X,X,X,X
JOIZLST,X,X,X,O,X,X,X,X
JOIZSTL,O,X,O,O,O,X,X,X
JOIZSLT,X,X,X,O,O,X,X,X
JOLTISZ,O,O,O,O,X,X,X,O
JOLTIZS,O,X,O,O,X,X,X,O
JOLTSIZ,O,O,O,O,X,X,X,O
JOLTSZI,X,O,X,O,X,X,X,X
JOLTZIS,O,O,O,O,X,X,X,O
JOLTZSI,X,O,X,O,X,X,X,X
JOLITSZ,O,X,O,O,X,X,X,X
JOLITZS,O,X,O,O,X,X,X,X
JOLISTZ,X,X,O,O,X,X,X,X
JOLISZT,X,X,X,O,O,X,X,X
JOLIZTS,O,X,X,O,X,X,X,X
JOLIZST,X,X,X,O,X,X,X,X
JOLSTIZ,X,O,O,O,X,X,X,X
JOLSTZI,X,O,O,O,X,X,X,X
JOLSITZ,X,O,O,O,X,X,X,X
JOLSIZT,X,O,X,O,O,X,X,X
JOLSZTI,X,O,X,O,X,X,X,X
JOLSZIT,X,O,X,O,O,X,X,X
JOLZTIS,O,O,X,O,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,X
JOLZITS,O,X,X,O,X,X,X,X
JOLZIST,X,O,X,O,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,X
JOLZSIT,X,O,X,O,X,X,X,X
JOSTILZ,O,X,O,X,O,O,X,X
JOSTIZL,O,X,O,O,O,O,X,X
JOSTLIZ,O,O,O,X,O,X,X,X
JOSTLZI,X,O,O,X,O,X,X,X
JOSTZIL,X,O,O,O,O,O,X,X
JOSTZLI,X,X,O,O,O,X,X,X
JOSITLZ,O,X,O,X,O,O,X,X
JOSITZL,O,X,O,O,O,O,X,X
JOSILTZ,X,O,O,X,X,X,X,X
JOSILZT,X,O,X,O,O,X,X,X
JOSIZTL,O,O,O,O,O,X,X,X
JOSIZLT,X,O,X,O,O,X,X,X
JOSLTIZ,X,O,O,X,X,X,X,X
JOSLTZI,X,O,O,X,X,X,X,X
JOSLITZ,X,O,O,X,X,X,X,X
JOSLIZT,X,O,X,O,O,X,X,X
JOSLZTI,X,O,X,O,X,X,X,X
JOSLZIT,X,O,X,O,O,X,X,X
JOSZTIL,O,O,O,O,O,X,X,X
JOSZTLI,O,X,O,O,X,X,X,X
JOSZITL,O,O,O,O,O,X,X,X
JOSZILT,X,O,X,O,O,X,X,X
JOSZLTI,X,O,X,O,X,X,X,X
JOSZLIT,X,O,X,O,O,X,X,X
JOZTILS,O,X,O,X,X,X,X,X
JOZTISL,O,X,O,O,X,X,X,X
JOZTLIS,O,X,O,X,X,X,X,X
JOZTLSI,O,X,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,X,X,X
JOZTSLI,O,X,X,O,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X
JOZITSL,O,X,O,O,X,X,X,X
JOZILTS,O,X,X,O,X,X,X,X
JOZILST,X,O,X,O,X,X,X,X
JOZISTL,O,O,O,O,O,X,X,X
JOZISLT,X,O,X,O,O,X,X,X
JOZLTIS,O,O,X,O,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X
JOZLITS,O,X,X,O,X,X,X,X
JOZLIST,X,O,X,O,X,X,X,X
JOZLSTI,X,O,X,O,X,X,X,X
JOZLSIT,X,O,X,O,X,X,X,X
JOZSTIL,O,O,O,O,O,X,X,X
JOZSTLI,O,X,O,O,X,X,X,X
JOZSITL,O,O,O,O,O,X,X,X
JOZSILT,X,O,X,O,O,X,X,X
JOZSLTI,X,O,X,O,X,X,X,X
JOZSLIT,X,O,X,O,O,X,X,X
STILJZO,X,X,O,X,O,O,X,X
STILJOZ,O,X,O,X,O,O,X,X
STILZJO,X,X,X,X,X,O,O,X
STILZOJ,X,X,X,X,X,O,O,X
STILOJZ,O,X,O,X,O,O,X,X
STILOZJ,X,X,X,X,X,O,X,X
STIJLZO,X,X,O,X,O,O,X,X
STIJLOZ,O,X,O,X,O,O,X,X
STIJZLO,O,X,O,X,O,O,X,X
STIJZOL,O,X,O,X,O,O,X,X
STIJOLZ,O,X,O,X,O,O,X,X
STIJOZL,O,X,O,X,O,O,X,X
STIZLJO,O,X,X,X,X,O,O,X
STIZLOJ,O,X,X,X,X,O,O,X
STIZJLO,O,X,X,X,O,O,O,X
STIZJOL,O,X,X,X,O,O,X,X
STIZOLJ,O,X,X,X,X,O,O,X
STIZOJL,O,X,X,X,O,O,X,X
STIOLJZ,O,X,O,X,O,O,X,X
STIOLZJ,X,X,X,X,X,O,X,X
STIOJLZ,O,X,O,X,O,O,X,X
STIOJZL,O,X,O,X,O,O,X,X
STIOZLJ,O,X,X,X,X,O,X,X
STIOZJL,O,X,X,X,O,O,X,X
STLIJZO,X,O,O,X,O,O,X,X
STLIJOZ,O,O,O,X,O,O,X,X
STLIZJO,X,O,X,X,X,O,O,X
STLIZOJ,X,O,X,X,X,O,O,X
STLIOJZ,O,O,O,X,O,O,X,X
STLIOZJ,X,X,X,X,X,O,X,X
STLJIZO,X,O,O,X,O,X,X,X
STLJIOZ,O,O,O,X,O,X,X,X
STLJZIO,X,O,O,X,O,X,X,X
STLJZOI,X,O,O,X,O,X,X,X
STLJOIZ,O,O,O,X,O,X,X,X
STLJOZI,X,O,O,X,O,X,X,X
STLZIJO,O,O,X,X,X,O,O,X
STLZIOJ,O,O,X,X,X,O,O,X
STLZJIO,O,O,O,X,X,X,O,X
STLZJOI,O,O,O,X,X,X,X,X
STLZOIJ,O,O,X,X,X,O,O,X
STLZOJI,O,O,O,X,X,X,X,X
STLOIJZ,O,O,O,X,O,O,X,X
STLOIZJ,X,O,X,X,X,O,X,X
STLOJIZ,O,O,O,X,O,X,X,X
STLOJZI,X,O,O,X,O,X,X,X
STLOZIJ,O,O,X,X,X,O,X,X
STLOZJI,O,O,O,X,X,X,X,X
STJILZO,X,X,O,X,O,O,X,X
STJILOZ,O,X,O,X,O,O,X,X
STJIZLO,O,X,O,X,O,O,X,X
STJIZOL,O,X,O,X,O,O,X,X
STJIOLZ,O,X,O,X,O,O,X,X
STJIOZL,O,X,O,X,O,O,X,X
STJLIZO,X,O,O,X,O,X,X,X
STJLIOZ,O,O,O,X,O,X,X,X
STJLZIO,X,O,O,X,O,X,X,X
STJLZOI,X,O,O,X,O,X,X,X
STJLOIZ,O,O,O,X,O,X,X,X
STJLOZI,X,O,O,X,O,X,X,X
STJZILO,X,O,O,X,O,O,X,X
STJZIOL,X,O,O,X,O,O,X,X
STJZLIO,X,O,O,X,O,X,X,X
STJZLOI,X,O,O,X,O,X,X,X
STJZOIL,X,X,O,X,O,O,X,X
STJZOLI,X,X,O,X,O,X,X,X
STJOILZ,O,X,O,X,O,O,X,X
STJOIZL,O,X,O,X,O,O,X,X
STJOLIZ,O,O,O,X,O,X,X,X
STJOLZI,X,O,O,X,O,X,X,X
STJOZIL,X,O,O,X,O,O,X,X
STJOZLI,X,X,O,X,O,X,X,X
STZILJO,O,O,X,X,X,O,O,X
STZILOJ,O,X,X,X,X,O,O,X
STZIJLO,O,O,X,X,O,O,O,X
STZIJOL,O,O,X,X,O,O,X,X
STZIOLJ,O,X,X,X,X,O,O,X
STZIOJL,O,X,X,X,O,O,X,X
STZLIJO,O,O,X,X,X,O,O,X
STZLIOJ,O,O,X,X,X,O,O,X
STZLJIO,O,O,O,X,X,X,O,X
STZLJOI,O,O,O,X,X,X,X,X
STZLOIJ,O,O,X,X,X,O,O,X
STZLOJI,O,O,O,X,X,X,X,X
STZJILO,O,O,O,X,O,O,O,X
STZJIOL,O,O,O,X,O,O,X,X
STZJLIO,O,O,O,X,O,X,O,X
STZJLOI,O,O,O,X,O,X,X,X
STZJOIL,O,X,O,X,O,O,X,X
STZJOLI,O,X,O,X,O,X,X,X
STZOILJ,O,X,X,X,X,O,O,X
STZOIJL,O,O,X,X,O,O,X,X
STZOLIJ,O,O,X,X,X,O,O,X
STZOLJI,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,X,O,O,X,X
STZOJLI,O,X,O,X,O,X,X,X
STOILJZ,O,X,O,X,O,O,X,X
STOILZJ,X,X,X,X,X,O,X,X
STOIJLZ,O,X,O,X,O,O,X,X
STOIJZL,O,X,O,X,O,O,X,X
STOIZLJ,O,X,X,X,X,O,X,X
STOIZJL,O,X,X,X,O,O,X,X
STOLIJZ,O,O,O,X,O,O,X,X
STOLIZJ,X,O,X,X,X,O,X,X
STOLJIZ,O,O,O,X,O,X,X,X
STOLJZI,X,O,O,X,O,X,X,X
STOLZIJ,O,O,X,X,X,O,X,X
STOLZJI,O,O,O,X,X,X,X,X
STOJILZ,O,X,O,X,O,O,X,X
STOJIZL,O,X,O,X,O,O,X,X
STOJLIZ,O,O,O,X,O,X,X,X
STOJLZI,X,O,O,X,O,X,X,X
STOJZIL,X,O,O,X,O,O,X,X
STOJZLI,X,X,O,X,O,X,X,X
STOZILJ,O,X,X,X,X,O,X,X
STOZIJL,O,O,X,X,O,O,X,X
STOZLIJ,O,O,X,X,X,O,X,X
STOZLJI,O,O,O,X,X,X,X,X
STOZJIL,O,O,O,X,O,O,X,X
STOZJLI,O,X,O,X,O,X,X,X
SITLJZO,X,X,O,X,O,O,X,X
SITLJOZ,O,X,O,X,O,O,X,X
SITLZJO,X,X,X,X,X,O,O,X
SITLZOJ,X,X,X,X,X,O,O,X
SITLOJZ,O,X,O,X,O,O,X,X
SITLOZJ,X,X,X,X,X,O,X,X
SITJLZO,X,X,O,X,O,O,X,X
SITJLOZ,O,X,O,X,O,O,X,X
SITJZLO,O,X,O,X,O,O,X,X
SITJZOL,O,X,O,X,O,O,X,X
SITJOLZ,O,X,O,X,O,O,X,X
SITJOZL,O,X,O,X,O,O,X,X
SITZLJO,O,X,X,X,X,O,O,X
SITZLOJ,O,X,X,X,X,O,O,X
SITZJLO,O,X,X,X,O,O,O,X
SITZJOL,O,X,X,X,O,O,X,X
SITZOLJ,O,X,X,X,X,O,O,X
SITZOJL,O,X,X,X,O,O,X,X
SITOLJZ,O,X,O,X,O,O,X,X
SITOLZJ,X,X,X,X,X,O,X,X
SITOJLZ,O,X,O,X,O,O,X,X
SITOJZL,O,X,O,X,O,O,X,X
SITOZLJ,O,X,X,X,X,O,X,X
SITOZJL,O,X,X,X,O,O,X,X
SILTJZO,X,O,X,X,O,O,X,X
SILTJOZ,X,O,X,X,O,O,X,X
SILTZJO,X,O,X,O,X,O,O,X
SILTZOJ,X,O,X,O,X,O,O,X
SILTOJZ,X,O,X,X,O,O,X,X
SILTOZJ,X,X,X,O,X,O,X,X
SILJTZO,X,O,O,O,X,X,X,X
SILJTOZ,X,O,O,O,X,X,X,X
SILJZTO,X,O,X,O,X,X,O,X
SILJZOT,X,O,X,O,O,X,X,X
SILJOTZ,X,O,O,O,X,X,X,X
SILJOZT,X,O,X,O,O,X,X,X
SILZTJO,X,O,X,O,X,X,O,X
SILZTOJ,X,O,X,O,X,X,O,X
SILZJTO,X,O,X,O,X,X,O,X
SILZJOT,X,O,X,O,O,X,X,X
SILZOTJ,X,X,X,O,X,X,O,X
SILZOJT,X,O,X,O,O,X,X,X
SILOTJZ,X,O,X,X,O,O,X,X
SILOTZJ,X,O,X,O,X,O,X,X
SILOJTZ,X,O,O,O,X,X,X,X
SILOJZT,X,O,X,O,O,X,X,X
SILOZTJ,X,O,X,O,X,X,O,X
SILOZJT,X,O,X,O,O,X,X,X
SIJTLZO,X,X,O,X,O,O,X,X
SIJTLOZ,O,X,O,X,O,O,X,X
SIJTZLO,O,X,O,O,O,O,X,X
SIJTZOL,O,X,O,O,O,O,X,X
SIJTOLZ,O,X,O,X,O,O,X,X
SIJTOZL,O,X,O,O,O,O,X,X
SIJLTZO,X,O,O,O,X,X,X,X
SIJLTOZ,X,O,O,O,X,X,X,X
SIJLZTO,X,O,X,O,X,X,O,X
SIJLZOT,X,O,X,O,O,X,X,X
SIJLOTZ,X,O,O,O,X,X,X,X
SIJLOZT,X,O,X,O,O,X,X,X
SIJZTLO,O,O,O,O,X,X,O,X
SIJZTOL,O,O,O,O,O,X,X,X
SIJZLTO,X,O,X,O,X,X,O,X
SIJZLOT,X,O,X,O,O,X,X,X
SIJZOTL,O,O,O,O,O,X,X,X
SIJZOLT,X,O,X,O,O,X,X,X
SIJOTLZ,O,X,O,X,O,O,X,X
SIJOTZL,O,X,O,O,O,O,X,X
SIJOLTZ,X,O,O,X,X,X,X,X
SIJOLZT,X,O,X,O,O,X,X,X
SIJOZTL,O,O,O,O,O,X,X,X
SIJOZLT,X,O,X,O,O,X,X,X
SIZTLJO,O,O,X,X,X,O,O,X
SIZTLOJ,O,X,X,X,X,O,O,X
SIZTJLO,O,O,X,O,O,O,O,X
SIZTJOL,O,O,X,O,O,O,X,X
SIZTOLJ,O,X,X,X,X,O,O,X
SIZTOJL,O,X,X,X,O,O,X,X
SIZLTJO,X,O,X,O,X,X,O,X
SIZLTOJ,X,O,X,O,X,X,O,X
SIZLJTO,X,O,X,O,X,X,O,X
SIZLJOT,X,O,X,O,O,X,X,X
SIZLOTJ,X,X,X,O,X,X,O,X
SIZLOJT,X,O,X,O,O,X,X,X
SIZJTLO,O,O,O,O,X,X,O,X
SIZJTOL,O,O,O,O,O,X,X,X
SIZJLTO,X,O,X,O,X,X,O,X
SIZJLOT,X,O,X,O,O,X,X,X
SIZJOTL,O,O,O,O,O,X,X,X
SIZJOLT,X,O,X,O,O,X,X,X
SIZOTLJ,O,X,X,X,X,O,O,X
SIZOTJL,O,O,X,X,O,O,X,X
SIZOLTJ,X,O,X,O,X,X,O,X
SIZOLJT,X,O,X,O,O,X,X,X
SIZOJTL,O,O,O,O,O,X,X,X
SIZOJLT,X,O,X,O,O,X,X,X
SIOTLJZ,O,X,O,X,O,O,X,X
SIOTLZJ,X,X,X,X,X,O,X,X
SIOTJLZ,O,X,O,X,O,O,X,X
SIOTJZL,O,X,O,X,O,O,X,X
SIOTZLJ,O,X,X,X,X,O,X,X
SIOTZJL,O,X,X,X,O,O,X,X
SIOLTJZ,X,O,X,X,O,O,X,X
SIOLTZJ,X,O,X,O,X,O,X,X
SIOLJTZ,X,O,O,O,X,X,X,X
SIOLJZT,X,O,X,O,O,X,X,X
SIOLZTJ,X,O,X,O,X,X,O,X
SIOLZJT,X,O,X,O,O,X,X,X
SIOJTLZ,O,X,O,X,O,O,X,X
SIOJTZL,O,X,O,O,O,O,X,X
SIOJLTZ,X,O,O,X,X,X,X,X
SIOJLZT,X,O,X,O,O,X,X,X
SIOJZTL,O,O,O,O,O,X,X,X
SIOJZLT,X,O,X,O,O,X,X,X
SIOZTLJ,O,X,X,X,X,O,O,X
SIOZTJL,O,O,X,X,O,O,X,X
SIOZLTJ,X,O,X,O,X,X,O,X
SIOZLJT,X,O,X,O,O,X,X,X
SIOZJTL,O,O,O,O,O,X,X,X
SIOZJLT,X,O,X,O,O,X,X,X
SLTIJZO,X,O,O,X,O,O,X,X
SLTIJOZ,X,O,O,X,O,O,X,X
SLTIZJO,X,O,X,O,X,O,O,X
SLTIZOJ,X,O,X,O,X,O,O,X
SLTIOJZ,X,O,O,X,O,O,X,X
SLTIOZJ,X,X,X,O,X,O,X,X
SLTJIZO,X,O,O,X,O,X,X,X
SLTJIOZ,X,O,O,X,O,X,X,X
SLTJZIO,X,O,O,X,O,X,X,X
SLTJZOI,X,O,O,X,O,X,X,X
SLTJOIZ,X,O,O,X,O,X,X,X
SLTJOZI,X,O,O,X,O,X,X,X
SLTZIJO,X,O,X,O,X,O,O,X
SLTZIOJ,X,O,X,O,X,O,O,X
SLTZJIO,X,O,O,O,X,X,O,X
SLTZJOI,X,O,O,O,X,X,X,X
SLTZOIJ,X,O,X,O,X,O,O,X
SLTZOJI,X,O,O,O,X,X,X,X
SLTOIJZ,X,O,O,X,O,O,X,X
SLTOIZJ,X,O,X,O,X,O,X,X
SLTOJIZ,X,O,O,X,O,X,X,X
SLTOJZI,X,O,O,X,O,X,X,X
SLTOZIJ,X,O,X,O,X,O,X,X
SLTOZJI,X,O,O,O,X,X,X,X
SLITJZO,X,O,X,X,O,O,X,X
SLITJOZ,X,O,X,X,O,O,X,X
SLITZJO,X,O,X,O,X,O,O,X
SLITZOJ,X,O,X,O,X,O,O,X
SLITOJZ,X,O,X,X,O,O,X,X
SLITOZJ,X,X,X,O,X,O,X,X
SLIJTZO,X,O,O,O,X,X,X,X
SLIJTOZ,X,O,O,O,X,X,X,X
SLIJZTO,X,O,X,O,X,X,O,X
SLIJZOT,X,O,X,O,O,X,X,X
SLIJOTZ,X,O,O,O,X,X,X,X
SLIJOZT,X,O,X,O,O,X,X,X
SLIZTJO,X,O,X,O,X,X,O,X
SLIZTOJ,X,O,X,O,X,X,O,X
SLIZJTO,X,O,X,O,X,X,O,X
SLIZJOT,X,O,X,O,O,X,X,X
SLIZOTJ,X,X,X,O,X,X,O,X
SLIZOJT,X,O,X,O,O,X,X,X
SLIOTJZ,X,O,X,X,O,O,X,X
SLIOTZJ,X,O,X,O,X,O,X,X
SLIOJTZ,X,O,O,O,X,X,X,X
SLIOJZT,X,O,X,O,O,X,X,X
SLIOZTJ,X,O,X,O,X,X,O,X
SLIOZJT,X,O,X,O,O,X,X,X
SLJTIZO,X,O,O,O,X,X,X,X
SLJTIOZ,X,O,O,O,X,X,X,X
SLJTZIO,X,O,O,O,X,X,X,X
SLJTZOI,X,O,O,O,X,X,X,X
SLJTOIZ,X,O,O,O,X,X,X,X
SLJTOZI,X,O,O,O,X,X,X,X
SLJITZO,X,O,O,O,X,X,X,X
SLJITOZ,X,O,O,O,X,X,X,X
SLJIZTO,X,O,X,O,X,X,O,X
SLJIZOT,X,O,X,O,O,X,X,X
SLJIOTZ,X,O,O,O,X,X,X,X
SLJIOZT,X,O,X,O,O,X,X,X
SLJZTIO,X,O,X,O,X,X,O,X
SLJZTOI,X,O,X,O,X,X,X,X
SLJZITO,X,O,X,O,X,X,O,X
SLJZIOT,X,O,X,O,O,X,X,X
SLJZOTI,X,O,X,O,X,X,X,X
SLJZOIT,X,O,X,O,O,X,X,X
SLJOTIZ,X,O,O,O,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X,X
SLJOITZ,X,O,O,O,X,X,X,X
SLJOIZT,X,O,X,O,O,X,X,X
SLJOZTI,X,O,X,O,X,X,X,X
SLJOZIT,X,O,X,O,O,X,X,X
SLZTIJO,X,O,X,O,X,X,O,X
SLZTIOJ,X,O,X,O,X,X,O,X
SLZTJIO,X,O,X,O,X,X,O,X
SLZTJOI,X,O,X,O,X,X,X,X
SLZTOIJ,X,O,X,O,X,X,O,X
SLZTOJI,X,O,X,O,X,X,X,X
SLZITJO,X,O,X,O,X,X,O,X
SLZITOJ,X,O,X,O,X,X,O,X
SLZIJTO,X,O,X,O,X,X,O,X
SLZIJOT,X,O,X,O,O,X,X,X
SLZIOTJ,X,X,X,O,X,X,O,X
SLZIOJT,X,O,X,O,O,X,X,X
SLZJTIO,X,O,X,O,X,X,O,X
SLZJTOI,X,O,X,O,X,X,X,X
SLZJITO,X,O,X,O,X,X,O,X
SLZJIOT,X,O,X,O,O,X,X,X
SLZJOTI,X,O,X,O,X,X,X,X
SLZJOIT,X,O,X,O,O,X,X,X
SLZOTIJ,X,O,X,O,X,X,O,X
SLZOTJI,X,O,X,O,X,X,X,X
SLZOITJ,X,O,X,O,X,X,O,X
SLZOIJT,X,O,X,O,O,X,X,X
SLZOJTI,X,O,X,O,X,X,X,X
SLZOJIT,X,O,X,O,X,X,X,X
SLOTIJZ,X,O,O,X,O,O,X,O
SLOTIZJ,X,O,X,O,X,O,X,X
SLOTJIZ,X,O,O,X,O,X,X,O
SLOTJZI,X,O,O,X,O,X,X,X
SLOTZIJ,X,O,X,O,X,O,X,X
SLOTZJI,X,O,O,O,X,X,X,X
SLOITJZ,X,O,X,X,O,O,X,X
SLOITZJ,X,O,X,O,X,O,X,X
SLOIJTZ,X,O,O,O,X,X,X,X
SLOIJZT,X,O,X,O,O,X,X,X
SLOIZTJ,X,O,X,O,X,X,O,X
SLOIZJT,X,O,X,O,O,X,X,X
SLOJTIZ,X,O,O,O,X,X,X,X
SLOJTZI,X,O,O,O,X,X,X,X
SLOJITZ,X,O,O,O,X,X,X,X
SLOJIZT,X,O,X,O,O,X,X,X
SLOJZTI,X,O,X,O,X,X,X,X
SLOJZIT,X,O,X,O,O,X,X,X
SLOZTIJ,X,O,X,O,X,X,O,X
SLOZTJI,X,O,X,O,X,X,X,X
SLOZITJ,X,O,X,O,X,X,O,X
SLOZIJT,X,O,X,O,O,X,X,X
SLOZJTI,X,O,X,O,X,X,X,X
SLOZJIT,X,O,X,O,X,X,X,X
SJTILZO,X,X,O,X,O,O,X,X
SJTILOZ,O,X,O,X,O,O,X,X
SJTIZLO,O,X,O,O,O,O,X,X
SJTIZOL,O,X,O,O,O,O,X,X
SJTIOLZ,O,X,O,X,O,O,X,X
SJTIOZL,O,X,O,O,O,O,X,X
SJTLIZO,X,O,O,X,O,X,X,X
SJTLIOZ,O,O,O,X,O,X,X,X
SJTLZIO,X,O,O,X,O,X,X,X
SJTLZOI,X,O,O,X,O,X,X,X
SJTLOIZ,O,O,O,X,O,X,X,X
SJTLOZI,X,O,O,X,O,X,X,X
SJTZILO,X,O,O,O,O,O,X,X
SJTZIOL,X,O,O,O,O,O,X,X
SJTZLIO,X,O,O,O,O,X,X,X
SJTZLOI,X,O,O,O,O,X,X,X
SJTZOIL,X,X,O,O,O,O,X,X
SJTZOLI,X,X,O,O,O,X,X,X
SJTOILZ,O,X,O,X,O,O,X,X
SJTOIZL,O,X,O,O,O,O,X,X
SJTOLIZ,O,O,O,X,O,X,X,X
SJTOLZI,X,O,O,X,O,X,X,X
SJTOZIL,X,O,O,O,O,O,X,X
SJTOZLI,X,X,O,O,O,X,X,X
SJITLZO,X,X,O,X,O,O,X,X
SJITLOZ,O,X,O,X,O,O,X,X
SJITZLO,O,X,O,O,O,O,X,X
SJITZOL,O,X,O,O,O,O,X,X
SJITOLZ,O,X,O,X,O,O,X,X
SJITOZL,O,X,O,O,O,O,X,X
SJILTZO,X,O,O,O,X,X,X,X
SJILTOZ,X,O,O,O,X,X,X,X
SJILZTO,X,O,X,O,X,X,O,X
SJILZOT,X,O,X,O,O,X,X,X
SJILOTZ,X,O,O,O,X,X,X,X
SJILOZT,X,O,X,O,O,X,X,X
SJIZTLO,O,O,O,O,X,X,O,X
SJIZTOL,O,O,O,O,O,X,X,X
SJIZLTO,X,O,X,O,X,X,O,X
SJIZLOT,X,O,X,O,O,X,X,X
SJIZOTL,O,O,O,O,O,X,X,X
SJIZOLT,X,O,X,O,O,X,X,X
SJIOTLZ,O,X,O,X,O,O,X,X
SJIOTZL,O,X,O,O,O,O,X,X
SJIOLTZ,X,O,O,X,X,X,X,X
SJIOLZT,X,O,X,O,O,X,X,X
SJIOZTL,O,O,O,O,O,X,X,X
SJIOZLT,X,O,X,O,O,X,X,X
SJLTIZO,X,O,O,O,X,X,X,X
SJLTIOZ,X,O,O,O,X,X,X,X
SJLTZIO,X,O,O,O,X,X,X,X
SJLTZOI,X,O,O,O,X,X,X,X
SJLTOIZ,X,O,O,O,X,X,X,X
SJLTOZI,X,O,O,O,X,X,X,X
SJLITZO,X,O,O,O,X,X,X,X
SJLITOZ,X,O,O,O,X,X,X,X
SJLIZTO,X,O,X,O,X,X,O,X
SJLIZOT,X,O,X,O,O,X,X,X
SJLIOTZ,X,O,O,O,X,X,X,X
SJLIOZT,X,O,X,O,O,X,X,X
SJLZTIO,X,O,X,O,X,X,O,X
SJLZTOI,X,O,X,O,X,X,X,X
SJLZITO,X,O,X,O,X,X,O,X
SJLZIOT,X,O,X,O,O,X,X,X
SJLZOTI,X,O,X,O,X,X,X,X
SJLZOIT,X,O,X,O,O,X,X,X
SJLOTIZ,X,O,O,O,X,X,X,X
SJLOTZI,X,O,O,O,X,X,X,X
SJLOITZ,X,O,O,O,X,X,X,X
SJLOIZT,X,O,X,O,O,X,X,X
SJLOZTI,X,O,X,O,X,X,X,X
SJLOZIT,X,O,X,O,O,X,X,X
SJZTILO,O,O,O,O,X,X,O,X
SJZTIOL,O,O,O,O,O,X,X,X
SJZTLIO,O,O,O,O,X,X,O,X
SJZTLOI,O,O,O,O,X,X,X,X
SJZTOIL,O,X,O,O,O,X,X,X
SJZTOLI,O,X,O,O,X,X,X,X
SJZITLO,O,O,O,O,X,X,O,X
SJZITOL,O,O,O,O,O,X,X,X
SJZILTO,X,O,X,O,X,X,O,X
SJZILOT,X,O,X,O,O,X,X,X
SJZIOTL,O,O,O,O,O,X,X,X
SJZIOLT,X,O,X,O,O,X,X,X
SJZLTIO,X,O,X,O,X,X,O,X
SJZLTOI,X,O,X,O,X,X,X,X
SJZLITO,X,O,X,O,X,X,O,X
SJZLIOT,X,O,X,O,O,X,X,X
SJZLOTI,X,O,X,O,X,X,X,X
SJZLOIT,X,O,X,O,O,X,X,X
SJZOTIL,O,O,O,O,O,X,X,X
SJZOTLI,O,X,O,O,X,X,X,X
SJZOITL,O,O,O,O,O,X,X,X
SJZOILT,X,O,X,O,O,X,X,X
SJZOLTI,X,O,X,O,X,X,X,X
SJZOLIT,X,O,X,O,O,X,X,X
SJOTILZ,O,X,O,X,O,O,X,X
SJOTIZL,O,X,O,O,O,O,X,X
SJOTLIZ,O,O,O,X,O,X,X,X
SJOTLZI,X,O,O,X,O,X,X,X
SJOTZIL,X,O,O,O,O,O,X,X
SJOTZLI,X,X,O,O,O,X,X,X
SJOITLZ,O,X,O,X,O,O,X,X
SJOITZL,O,X,O,O,O,O,X,X
SJOILTZ,X,O,O,X,X,X,X,X
SJOILZT,X,O,X,O,O,X,X,X
SJOIZTL,O,O,O,O,O,X,X,X
SJOIZLT,X,O,X,O,O,X,X,X
SJOLTIZ,X,O,O,X,X,X,X,X
SJOLTZI,X,O,O,X,X,X,X,X
SJOLITZ,X,O,O,X,X,X,X,X
SJOLIZT,X,O,X,O,O,X,X,X
SJOLZTI,X,O,X,O,X,X,X,X
SJOLZIT,X,O,X,O,O,X,X,X
SJOZTIL,O,O,O,O,O,X,X,X
SJOZTLI,O,X,O,O,X,X,X,X
SJOZITL,O,O,O,O,O,X,X,X
SJOZILT,X,O,X,O,O,X,X,X
SJOZLTI,X,O,X,O,X,X,X,X
