sequence,v115@EhC8HeB8HeB8BeA8CeD8Jei/IvhFRhBFlB8qBGnBTp?B3rB,v115@EhC8HeB8HeB8BeA8CeD8Jei/IvhFGhB/nBRlBTpB0q?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhFThB/nBOpB8pBqq?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Je2EJvhFRgBSmB/nBTpB0q?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Jel/IvhFRhBKpBXlB8qB+r?BTsB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhF8lBumBikBTnB3p?BVwB,v115@EhC8HeB8HeB8BeA8CeD8JeZEJvhFzfBWmB/nB0mBCq?BVwB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhFlhBKpBWqB/rBTn?B0qB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhFlhBikBUmBTnB3p?BWwB,v115@EhC8HeB8HeB8BeA8CeD8JeZEJvhFSlBThB/nBupB0q?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Je2EJvhFUiBFmBxpBCsB3p?BzqB,v115@EhC8HeB8HeB8BeA8CeD8JeRBJvhF/pBFlB8qB+rBTn?BipB,v115@EhC8HeB8HeB8BeA8CeD8JeOEJvhFzhBRlBSsB3pBUr?BlqB,v115@EhC8HeB8HeB8BeA8CeD8Jei/IvhFXhBVnBUlBTpBxr?BWwB,v115@EhC8HeB8HeB8BeA8CeD8JeXAJvhF8lBVnB2pBxrBTp?BSwB
LTOSIJZ,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LTOSIZJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LTOSJZI,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LTOSZIJ,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LTOSZJI,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LTOZIJS,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
LTOZISJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LTOZJIS,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LTOZJSI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LTOZSJI,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LITJSZO,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LITJSOZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O
LITJZOS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LITJOSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LITSJZO,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LITSJOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LITSZOJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LITSOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LITSOZJ,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X
LITZJSO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O
LITZJOS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LITZSJO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O
LITZSOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LITZOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X
LITOSJZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
LITOZJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X
LITOZSJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
LIJTSZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LIJTZOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIJSTZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIJSTOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIJSZTO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIJSZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LIJZTOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJZSTO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O
LIJZSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIJZOST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LISTJOZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
LISTZJO,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X
LISTZOJ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
LISTOJZ,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X
LISTOZJ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LISJTOZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LISJZTO,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJOTZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISJOZT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISZTJO,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X
LISZTOJ,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X
LISZJTO,X,X,O,X,O,X,X,X,X,O,O,X,O,X,X
LISZJOT,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LISZOTJ,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISOTJZ,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LISOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LISOJZT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISOZTJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTJSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LIZTJOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZTSJO,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O
LIZTSOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LIZTOJS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LIZJTOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZJSTO,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O
LIZJSOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIZJOST,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSTJO,X,X,O,X,O,X,X,O,X,O,O,X,O,X,O
LIZSTOJ,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X
LIZSJTO,X,X,O,X,O,X,X,X,X,O,O,X,O,X,O
LIZSJOT,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LIZSOTJ,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOTJS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIZOJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOTJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
LIOTSJZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOTZJS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
LIOTZSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
LIOJSTZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
LIOJZST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LIOSTZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
LIOSJTZ,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIOSJZT,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIOSZTJ,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOZTJS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
LIOZTSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOZJTS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X
LIOZJST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTISZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJTISOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTIZOS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJTSIZO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTSZIO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTZIOS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTZSIO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOZSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJITSOZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJITZOS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJISTZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJISTOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJISZOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJIZTOS,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIZSTO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O
LJIZSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJIZOST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJIOZST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJSTIOZ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSTZIO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSTZOI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSTOIZ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSTOZI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSITZO,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJSITOZ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSIZTO,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJSIZOT,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X
LJSIOTZ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJSIOZT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJSZTIO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSZTOI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSZITO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJSZIOT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSZOTI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSZOIT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSOTIZ,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJSOTZI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJSOITZ,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJSOIZT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJSOZTI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJSOZIT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LJZTISO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X
LJZTIOS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJZTSIO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LJZTSOI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LJZTOIS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X
LJZITOS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LJZISTO,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJZISOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJZIOST,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJZSTIO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZSTOI,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZSITO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LJZSIOT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZSOTI,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZSOIT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJZOTIS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOIST,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJZOSTI,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LJZOSIT,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LJOTISZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOTSZI,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOTZIS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTZSI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOIZTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOSTZI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOSITZ,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOSIZT,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOSZTI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOSZIT,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZTIS,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOZTSI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJOZITS,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LJOZIST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LJOZSIT,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LSTIJZO,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
LSTIJOZ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LSTIZJO,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X
LSTIZOJ,O,X,O,X,O,O,O,O,X,O,X,X,X,X,X
LSTIOJZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
LSTIOZJ,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X
LSTJIZO,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X
LSTJIOZ,X,O,O,X,O,X,O,O,O,X,X,X,O,X,X
LSTJZIO,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X
LSTJZOI,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X
LSTJOIZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
LSTJOZI,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
LSTZIJO,O,O,O,O,O,O,O,O,X,O,O,X,O,X,X
LSTZIOJ,O,O,O,O,O,O,O,O,X,O,X,X,O,X,X
LSTZJIO,O,O,O,O,O,O,O,O,X,O,X,X,O,X,X
LSTZJOI,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X
LSTZOIJ,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X
LSTZOJI,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X
LSTOIJZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
LSTOIZJ,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X
LSTOJIZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
LSTOJZI,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
LSTOZIJ,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
LSTOZJI,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X
LSITJZO,X,X,X,X,O,O,O,O,O,X,O,X,X,X,X
LSITJOZ,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X
LSITZJO,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
LSITZOJ,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
LSITOJZ,X,X,O,X,O,O,O,O,O,X,X,X,O,X,X
LSITOZJ,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X
LSIJTZO,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X
LSIJTOZ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LSIJZTO,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
LSIJZOT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LSIJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSIJOZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSIZTJO,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X
LSIZTOJ,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X
LSIZJTO,X,X,O,X,O,X,X,X,O,O,O,X,O,X,X
LSIZJOT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LSIZOTJ,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X
LSIZOJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LSIOTJZ,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X
LSIOTZJ,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X
LSIOJZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSIOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSIOZJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LSJTIZO,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LSJTIOZ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LSJTZIO,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X
LSJTZOI,O,X,O,X,O,O,X,X,O,X,X,X,O,X,X
LSJTOIZ,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X
LSJTOZI,O,X,O,X,O,O,X,X,O,X,X,X,O,X,X
LSJITZO,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
LSJITOZ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LSJIZTO,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
LSJIZOT,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X
LSJIOTZ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSJIOZT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSJZTIO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LSJZTOI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LSJZITO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
LSJZIOT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LSJZOTI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LSJZOIT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LSJOTIZ,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
LSJOTZI,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
LSJOITZ,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
LSJOIZT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSJOZTI,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
LSJOZIT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LSZTIJO,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X
LSZTIOJ,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X
LSZTJIO,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X
LSZTJOI,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X
LSZTOIJ,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
LSZTOJI,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X
LSZITJO,O,O,O,O,O,X,X,O,X,O,O,X,O,X,X
LSZITOJ,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X
LSZIJTO,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X
LSZIJOT,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZIOTJ,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSZIOJT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LSZJTIO,X,X,O,O,O,X,X,O,O,O,X,X,O,X,X
LSZJTOI,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
LSZJITO,X,X,O,O,O,X,X,O,O,O,X,X,O,X,X
LSZJIOT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZJOTI,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZJOIT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LSZOTIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X
LSZOTJI,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
LSZOITJ,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X
LSZOIJT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LSZOJTI,X,O,O,O,O,O,X,X,O,X,X,X,O,X,X
LSZOJIT,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
