sequence,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFlcB3dB5jBy?nBTmBmsB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFXdBTeBUhBW?oByrBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFxcBFiB6oBX?jBTmBmsB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jel7IvhFUdBajB5jBO?mBzmBftB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFajB5jBFiBT?mBftBmrB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFXdB6jBziBm?mBUmBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhF8hBzdB+jBa?mBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhF8hBWjBamBT?jBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFxdBCiBTjBO?mBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFUhBFiBTjBf?tBywBGtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8JeC9IvhFUhBxiBTjBX?nBmlBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8JeaDJvhF5jBUhBFiBf?tBmqBzrB
JLZTIOS,O,O,O,X,X,X,X,X,X,X,X,X
JLZTSIO,O,O,O,O,X,X,X,X,X,X,X,X
JLZTSOI,O,O,O,O,X,X,X,X,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,X,X,X,X
JLZTOSI,O,O,O,O,X,X,X,X,X,X,X,X
JLZITSO,O,O,O,X,X,X,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X,X,X,X,X
JLZISTO,O,O,X,X,X,X,X,X,X,X,X,X
JLZISOT,O,X,X,X,X,X,X,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,O,O,O,X,X,X,X,X,X,X,X
JLZSTOI,O,O,O,O,X,X,X,X,X,X,X,X
JLZSITO,O,O,X,O,X,X,X,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,X,X,X,X
JLZSOTI,O,X,X,O,X,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,X,X,X,X,X,X
JLZOTSI,O,X,O,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,O,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,X,O,O,X,X,X,X,X,X,X,X
JLZOSIT,O,X,X,O,X,X,X,X,X,X,X,X
JLOTISZ,O,X,O,O,X,X,X,X,X,X,X,X
JLOTIZS,O,X,O,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLOTSZI,O,X,O,O,X,X,X,X,X,X,X,X
JLOTZIS,O,X,O,X,X,X,X,X,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X,X,X,X,X,X
JLOITSZ,O,X,O,O,X,X,X,X,X,X,X,X
JLOITZS,O,X,O,X,X,X,X,X,X,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,O,X,X,X,X,X,X,X,X
JLOIZTS,O,X,O,X,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLOSTZI,O,X,O,O,X,X,X,X,X,X,X,X
JLOSITZ,O,X,X,O,X,X,X,X,X,X,X,X
JLOSIZT,O,X,X,O,X,X,X,X,X,X,X,X
JLOSZTI,O,X,O,O,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,O,X,X,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,X,X,X,X,X,X
JLOZTSI,O,X,O,O,X,X,X,X,X,X,X,X
JLOZITS,O,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,X,X,X,X
JLOZSTI,O,X,O,O,X,X,X,X,X,X,X,X
JLOZSIT,O,X,X,O,X,X,X,X,X,X,X,X
JSTILZO,X,X,O,O,O,O,O,O,X,X,X,O
JSTILOZ,X,X,X,O,X,O,O,X,X,X,X,X
JSTIZLO,X,X,O,O,O,O,O,O,X,X,O,O
JSTIZOL,X,X,X,O,X,O,O,X,X,X,X,X
JSTIOLZ,X,X,X,O,X,O,O,X,X,X,X,X
JSTIOZL,X,X,X,O,X,O,O,X,X,X,X,X
JSTLIZO,X,X,O,O,O,O,O,O,X,X,X,O
JSTLIOZ,X,X,X,O,X,O,O,X,X,X,X,X
JSTLZIO,X,X,O,O,O,O,O,O,X,X,X,O
JSTLZOI,X,X,O,O,X,X,O,O,O,X,X,X
JSTLOIZ,X,X,X,O,X,O,O,X,O,X,X,X
JSTLOZI,X,X,X,O,X,O,O,O,O,X,X,X
JSTZILO,X,X,O,O,O,O,O,O,X,X,O,O
JSTZIOL,X,X,X,O,X,O,O,X,X,O,X,X
JSTZLIO,X,X,O,O,O,O,O,O,X,X,O,O
JSTZLOI,X,X,O,O,X,X,O,O,O,X,X,X
JSTZOIL,X,X,X,O,X,O,O,X,O,O,X,X
JSTZOLI,X,X,X,O,X,O,O,O,O,O,X,X
JSTOILZ,X,X,X,O,X,O,O,X,O,X,X,X
JSTOIZL,X,X,X,O,X,O,O,X,O,X,X,X
JSTOLIZ,X,X,X,O,X,O,O,X,O,X,X,X
JSTOLZI,X,X,X,O,X,O,O,O,O,X,X,X
JSTOZIL,X,X,X,O,X,O,O,X,O,O,X,X
JSTOZLI,X,X,X,O,X,O,O,O,O,O,X,X
JSITLZO,X,X,X,O,O,O,X,X,X,X,X,O
JSITLOZ,X,X,X,O,X,O,X,X,X,X,X,X
JSITZLO,X,X,X,O,O,O,X,X,X,X,X,O
JSITZOL,X,X,X,O,X,O,X,X,X,X,X,X
JSITOLZ,X,X,X,O,X,O,X,X,X,X,X,X
JSITOZL,X,X,X,O,X,O,X,X,X,X,X,X
JSILTZO,O,X,X,O,O,O,X,X,X,X,X,O
JSILTOZ,O,X,X,O,X,O,X,X,X,X,X,X
JSILZTO,O,X,X,O,O,X,X,O,X,X,X,O
JSILZOT,O,X,X,O,O,X,X,O,X,X,X,X
JSILOTZ,O,X,X,O,O,X,X,X,X,X,X,X
JSILOZT,O,X,X,O,O,X,X,X,X,X,X,X
JSIZTLO,O,X,X,O,O,O,X,X,X,X,X,O
JSIZTOL,X,X,X,O,X,O,X,X,X,O,X,X
JSIZLTO,O,X,X,O,O,X,X,O,X,X,O,O
JSIZLOT,O,X,X,O,O,X,X,O,X,X,X,X
JSIZOTL,X,X,X,O,O,X,X,X,X,O,X,X
JSIZOLT,X,X,X,O,O,X,X,X,X,X,X,X
JSIOTLZ,O,X,X,O,O,O,X,X,X,X,X,X
JSIOTZL,O,X,X,O,O,O,X,X,X,X,X,X
JSIOLTZ,O,X,X,O,O,X,X,X,X,X,X,X
JSIOLZT,O,X,X,O,O,X,X,X,X,X,X,X
JSIOZTL,O,X,X,O,O,X,X,X,X,O,X,X
JSIOZLT,O,X,X,O,O,X,X,X,X,X,X,X
JSLTIZO,O,X,O,O,O,O,O,O,X,X,X,O
JSLTIOZ,O,X,X,O,X,O,O,X,X,X,X,X
JSLTZIO,O,X,O,O,O,O,O,O,X,X,X,O
JSLTZOI,O,X,O,O,X,X,O,O,O,X,X,X
JSLTOIZ,O,X,X,O,X,O,O,X,O,X,X,X
JSLTOZI,O,X,X,O,X,O,O,O,O,X,X,X
JSLITZO,O,X,X,O,O,O,X,X,X,X,X,O
JSLITOZ,O,X,X,O,X,O,X,X,X,X,X,X
JSLIZTO,O,X,X,O,O,X,X,O,X,X,X,O
JSLIZOT,O,X,X,O,O,X,X,O,X,X,X,X
JSLIOTZ,O,X,X,O,O,X,X,X,X,X,X,X
JSLIOZT,O,X,X,O,O,X,X,X,X,X,X,X
JSLZTIO,O,X,O,O,O,X,O,O,X,X,X,O
JSLZTOI,O,X,O,O,X,X,O,O,O,X,X,X
JSLZITO,O,X,X,O,O,X,O,O,X,X,X,O
JSLZIOT,O,X,X,O,O,X,X,O,X,X,X,X
JSLZOTI,O,X,X,O,O,X,X,O,X,X,X,X
JSLZOIT,O,X,X,O,O,X,X,O,X,X,X,X
JSLOTIZ,O,X,O,O,O,X,X,X,X,X,X,X
JSLOTZI,O,X,O,O,O,X,X,X,X,X,X,X
JSLOITZ,O,X,X,O,O,X,X,X,X,X,X,X
JSLOIZT,O,X,X,O,O,X,X,X,X,X,X,X
JSLOZTI,O,X,O,O,O,X,X,O,X,X,X,X
JSLOZIT,O,X,X,O,O,X,X,O,X,X,X,X
JSZTILO,O,X,O,O,O,O,O,O,X,X,O,O
JSZTIOL,X,X,X,O,X,O,O,X,X,O,X,X
JSZTLIO,O,X,O,O,O,O,O,O,X,X,O,O
JSZTLOI,O,X,O,O,X,X,O,O,O,X,X,X
JSZTOIL,X,X,X,O,X,O,O,X,O,O,X,X
JSZTOLI,X,X,X,O,X,O,O,O,O,O,X,X
JSZITLO,O,X,O,O,O,O,O,X,X,X,X,O
JSZITOL,X,X,X,O,X,O,O,X,X,O,X,X
JSZILTO,O,X,X,O,O,X,X,O,X,X,O,O
JSZILOT,O,X,X,O,O,X,X,O,X,X,X,X
JSZIOTL,X,X,X,O,O,X,X,X,X,O,X,X
JSZIOLT,X,X,X,O,O,X,X,X,X,X,X,X
JSZLTIO,O,X,O,O,O,X,O,O,X,X,O,O
JSZLTOI,O,X,O,O,X,X,O,O,O,X,X,X
JSZLITO,O,X,X,O,O,X,O,O,X,X,O,O
JSZLIOT,O,X,X,O,O,X,X,O,X,X,X,X
JSZLOTI,O,X,X,O,O,X,X,O,X,X,X,X
JSZLOIT,O,X,X,O,O,X,X,O,X,X,X,X
JSZOTIL,X,X,X,O,O,X,X,X,X,O,X,X
JSZOTLI,X,X,X,O,O,X,X,X,X,O,X,X
JSZOITL,X,X,X,O,O,X,X,X,X,O,X,X
JSZOILT,X,X,X,O,O,X,X,X,X,X,X,X
JSZOLTI,X,X,X,O,O,X,X,O,X,X,X,X
JSZOLIT,X,X,X,O,O,X,X,O,X,X,X,X
JSOTILZ,O,X,O,O,O,O,X,X,X,X,X,X
JSOTIZL,O,X,O,O,O,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,O,O,O,X,X,X,X,X,X
JSOTLZI,O,X,O,O,O,O,X,X,X,X,X,X
JSOTZIL,O,X,O,O,O,O,X,X,X,O,X,X
JSOTZLI,O,X,O,O,O,O,X,X,X,O,X,X
JSOITLZ,O,X,X,O,O,O,X,X,X,X,X,X
JSOITZL,O,X,X,O,O,O,X,X,X,X,X,X
JSOILTZ,O,X,X,O,O,X,X,X,X,X,X,X
JSOILZT,O,X,X,O,O,X,X,X,X,X,X,X
JSOIZTL,O,X,X,O,O,X,X,X,X,O,X,X
JSOIZLT,O,X,X,O,O,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,O,O,X,X,X,X,X,X,X
JSOLTZI,O,X,O,O,O,X,X,X,X,X,X,X
JSOLITZ,O,X,X,O,O,X,X,X,X,X,X,X
JSOLIZT,O,X,X,O,O,X,X,X,X,X,X,X
JSOLZTI,O,X,O,O,O,X,X,O,X,X,X,X
JSOLZIT,O,X,X,O,O,X,X,O,X,X,X,X
JSOZTIL,O,X,O,O,O,X,X,X,X,O,X,X
JSOZTLI,O,X,O,O,O,X,X,X,X,O,X,X
JSOZITL,O,X,O,O,O,X,X,X,X,O,X,X
JSOZILT,O,X,X,O,O,X,X,X,X,X,X,X
JSOZLTI,O,X,O,O,O,X,X,O,X,X,X,X
JSOZLIT,O,X,X,O,O,X,X,O,X,X,X,X
JZTILSO,O,O,O,X,X,O,X,X,X,X,X,X
JZTILOS,O,O,O,X,X,X,X,X,X,X,X,X
JZTISLO,O,O,O,O,X,O,X,X,X,X,X,X
JZTISOL,X,O,X,O,X,O,X,X,X,O,X,X
JZTIOLS,O,O,O,X,X,O,X,X,X,X,X,X
JZTIOSL,O,O,X,O,X,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,O,X,X,X,X,X,X
JZTLIOS,O,O,O,X,X,X,X,X,X,X,X,X
JZTLSIO,O,O,O,O,X,O,X,X,X,X,X,X
JZTLSOI,O,O,O,O,X,X,X,X,X,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X,X,X,X,X
JZTLOSI,O,O,O,O,X,X,X,X,X,X,X,X
JZTSILO,O,O,O,O,X,O,X,X,X,X,O,O
JZTSIOL,X,O,X,O,X,O,X,X,X,O,X,X
JZTSLIO,O,O,O,O,X,O,X,X,X,X,O,O
JZTSLOI,O,O,O,O,X,X,X,X,O,X,X,X
JZTSOIL,X,O,X,O,X,O,X,X,O,O,X,X
JZTSOLI,X,O,X,O,X,O,X,X,O,O,X,X
JZTOILS,O,O,O,X,X,O,X,X,X,X,X,X
JZTOISL,O,O,X,O,X,O,X,X,O,X,X,X
JZTOLIS,O,O,O,X,X,O,X,X,X,X,X,X
JZTOLSI,O,O,O,O,X,O,X,X,X,X,X,X
JZTOSIL,O,O,X,O,X,O,X,X,O,X,X,X
JZTOSLI,O,O,X,O,X,O,X,X,O,X,X,X
JZITLSO,O,O,O,X,X,O,X,X,X,X,X,X
JZITLOS,O,O,O,X,X,X,X,X,X,X,X,X
JZITSLO,O,O,O,O,X,O,X,X,X,X,X,X
JZITSOL,X,O,X,O,X,O,X,X,X,O,X,X
JZITOLS,O,O,O,X,X,O,X,X,X,X,X,X
JZITOSL,O,O,X,O,X,O,X,X,X,X,X,X
JZILTSO,O,O,O,X,X,X,X,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X,X,X,X,X
JZILSOT,O,X,X,X,X,X,X,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,O,O,O,O,X,X,X,X,X,O
JZISTOL,X,O,X,O,X,O,X,X,X,O,X,X
JZISLTO,O,O,X,O,O,X,X,X,X,X,X,O
JZISLOT,O,X,X,O,O,X,X,X,X,X,X,X
JZISOTL,X,X,X,O,O,X,X,X,X,O,X,X
JZISOLT,X,X,X,O,O,X,X,X,X,X,X,X
JZIOTLS,O,X,O,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,O,O,X,X,X,X,X,X,X,X
JZIOLTS,O,X,O,X,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,O,O,O,X,X,X,X,X,X,X
JZIOSLT,O,X,X,O,O,X,X,X,X,X,X,X
JZLTISO,O,O,O,X,X,X,X,X,X,X,X,X
JZLTIOS,O,O,O,X,X,X,X,X,X,X,X,X
JZLTSIO,O,O,O,O,X,X,X,X,X,X,X,X
JZLTSOI,O,O,O,O,X,X,X,X,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,X,X,X,X
JZLTOSI,O,O,O,O,X,X,X,X,X,X,X,X
JZLITSO,O,O,O,X,X,X,X,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,O,X,X,X,X,X,X,O,X
JZLSTOI,O,O,O,O,X,X,X,X,X,X,X,X
JZLSITO,O,O,X,O,X,X,X,X,X,X,O,X
JZLSIOT,O,X,X,O,X,X,X,X,X,X,X,X
JZLSOTI,O,X,X,O,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X,X,X,X,X,X,X
JZLOTSI,O,X,O,O,X,X,X,X,X,X,X,X
JZLOITS,O,X,O,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,X,O,O,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,O,O,O,X,X,X,X,O,O
JZSTIOL,X,O,X,O,X,O,X,X,X,O,X,X
JZSTLIO,O,O,O,O,O,O,X,X,X,X,O,O
JZSTLOI,O,O,O,O,X,X,X,X,O,X,X,X
JZSTOIL,X,O,X,O,X,O,X,X,O,O,X,X
JZSTOLI,X,O,X,O,X,O,X,X,O,O,X,X
JZSITLO,O,O,O,O,O,O,X,X,X,X,X,O
JZSITOL,X,O,X,O,X,O,X,X,X,O,X,X
JZSILTO,O,O,X,O,O,X,X,X,X,X,O,O
JZSILOT,O,X,X,O,O,X,X,X,X,X,X,X
JZSIOTL,X,X,X,O,O,X,X,X,X,O,X,X
JZSIOLT,X,X,X,O,O,X,X,X,X,X,X,X
JZSLTIO,O,O,O,O,O,X,X,X,X,X,O,O
JZSLTOI,O,O,O,O,X,X,X,X,O,X,X,X
JZSLITO,O,O,X,O,O,X,X,X,X,X,O,O
JZSLIOT,O,X,X,O,O,X,X,X,X,X,X,X
JZSLOTI,O,X,X,O,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,O,O,X,X,X,X,X,X,X
JZSOTIL,X,X,X,O,O,X,X,X,X,O,X,X
JZSOTLI,X,X,X,O,O,X,X,X,X,O,X,X
JZSOITL,X,X,X,O,O,X,X,X,X,O,X,X
JZSOILT,X,X,X,O,O,X,X,X,X,X,X,X
JZSOLTI,X,X,X,O,O,X,X,X,X,X,X,X
JZSOLIT,X,X,X,O,O,X,X,X,X,X,X,X
JZOTILS,O,X,O,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,O,O,X,X,X,X,X,X,X,X
JZOTLIS,O,X,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,X,O,O,X,X,X,X,X,X,X,X
JZOTSIL,O,X,O,O,O,X,X,X,X,X,X,X
JZOTSLI,O,X,O,O,O,X,X,X,X,X,X,X
JZOITLS,O,X,O,X,X,X,X,X,X,X,X,X
JZOITSL,O,X,O,O,X,X,X,X,X,X,X,X
JZOILTS,O,X,O,X,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,X,O,O,O,X,X,X,X,X,X,X
JZOISLT,O,X,X,O,O,X,X,X,X,X,X,X
JZOLTIS,O,X,O,X,X,X,X,X,X,X,X,X
JZOLTSI,O,X,O,O,X,X,X,X,X,X,X,X
JZOLITS,O,X,O,X,X,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,O,O,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,O,X,X,X,X,X,X,X,X
JZOSTIL,O,X,O,O,O,X,X,X,X,X,X,X
JZOSTLI,O,X,O,O,O,X,X,X,X,X,X,X
JZOSITL,O,X,O,O,O,X,X,X,X,X,X,X
JZOSILT,O,X,X,O,O,X,X,X,X,X,X,X
JZOSLTI,O,X,O,O,O,X,X,X,X,X,X,X
JZOSLIT,O,X,X,O,O,X,X,X,X,X,X,X
JOTILSZ,O,X,O,O,X,O,X,X,X,X,X,X
JOTILZS,O,X,O,X,X,O,X,X,X,X,X,X
JOTISLZ,O,X,O,O,X,O,X,X,X,X,X,X
JOTISZL,O,X,O,O,X,O,X,X,X,X,X,X
JOTIZLS,O,X,O,X,X,O,X,X,X,X,X,X
JOTIZSL,O,X,O,O,X,O,X,X,X,X,X,X
JOTLISZ,O,X,O,O,X,O,X,X,X,X,X,X
JOTLIZS,O,X,O,X,X,O,X,X,X,X,X,X
JOTLSIZ,O,X,O,O,X,O,X,X,X,X,X,X
JOTLSZI,O,X,O,O,X,O,X,X,X,X,X,X
JOTLZIS,O,X,O,X,X,O,X,X,X,X,X,X
JOTLZSI,O,X,O,O,X,O,X,X,X,X,X,X
JOTSILZ,O,X,O,O,O,O,X,X,X,X,X,X
JOTSIZL,O,X,O,O,O,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,O,O,O,X,X,X,X,X,X
JOTSLZI,O,X,O,O,O,O,X,X,X,X,X,X
JOTSZIL,O,X,O,O,O,O,X,X,X,X,X,X
JOTSZLI,O,X,O,O,O,O,X,X,X,X,X,X
JOTZILS,O,X,O,X,X,O,X,X,X,X,X,X
JOTZISL,O,X,O,O,X,O,X,X,X,X,X,X
JOTZLIS,O,X,O,X,X,O,X,X,X,X,X,X
JOTZLSI,O,X,O,O,X,O,X,X,X,X,X,X
JOTZSIL,O,X,O,O,O,O,X,X,X,X,X,X
JOTZSLI,O,X,O,O,O,O,X,X,X,X,X,X
JOITLSZ,O,X,O,O,X,O,X,X,X,X,X,X
JOITLZS,O,X,O,X,X,O,X,X,X,X,X,X
JOITSLZ,O,X,O,O,X,O,X,X,X,X,X,X
JOITSZL,O,X,O,O,X,O,X,X,X,X,X,X
JOITZLS,O,X,O,X,X,O,X,X,X,X,X,X
JOITZSL,O,X,O,O,X,O,X,X,X,X,X,X
JOILTSZ,O,X,O,O,X,X,X,X,X,X,X,X
JOILTZS,O,X,O,X,X,X,X,X,X,X,X,X
JOILSTZ,O,X,X,O,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,X,O,X,X,X,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,X,X,O,O,O,X,X,X,X,X,X
JOISTZL,O,X,X,O,O,O,X,X,X,X,X,X
JOISLTZ,O,X,X,O,O,X,X,X,X,X,X,X
JOISLZT,O,X,X,O,O,X,X,X,X,X,X,X
JOISZTL,O,X,X,O,O,X,X,X,X,X,X,X
JOISZLT,O,X,X,O,O,X,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,X,X,X
JOIZTSL,O,X,O,O,X,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,X,O,O,O,X,X,X,X,X,X,X
JOIZSLT,O,X,X,O,O,X,X,X,X,X,X,X
JOLTISZ,O,X,O,O,X,X,X,X,X,X,X,X
JOLTIZS,O,X,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,X,X,X,X,X
JOLTSZI,O,X,O,O,X,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,O,O,X,X,X,X,X,X,X,X
JOLITSZ,O,X,O,O,X,X,X,X,X,X,X,X
JOLITZS,O,X,O,X,X,X,X,X,X,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,O,X,X,X,X,X,X,X,X
JOLSTZI,O,X,O,O,X,X,X,X,X,X,X,X
JOLSITZ,O,X,X,O,X,X,X,X,X,X,X,X
JOLSIZT,O,X,X,O,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,O,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,O,X,X,X,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X,X,X,X,X,X
JOLZITS,O,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,O,O,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,O,X,X,X,X,X,X,X,X
JOSTILZ,O,X,O,O,O,O,X,X,X,X,X,X
JOSTIZL,O,X,O,O,O,O,X,X,X,X,X,X
JOSTLIZ,O,X,O,O,O,O,X,X,X,X,X,X
JOSTLZI,O,X,O,O,O,O,X,X,X,X,X,X
JOSTZIL,O,X,O,O,O,O,X,X,X,X,X,X
JOSTZLI,O,X,O,O,O,O,X,X,X,X,X,X
JOSITLZ,O,X,X,O,O,O,X,X,X,X,X,X
JOSITZL,O,X,X,O,O,O,X,X,X,X,X,X
JOSILTZ,O,X,X,O,O,X,X,X,X,X,X,X
JOSILZT,O,X,X,O,O,X,X,X,X,X,X,X
JOSIZTL,O,X,X,O,O,X,X,X,X,X,X,X
JOSIZLT,O,X,X,O,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,O,O,X,X,X,X,X,X,X
JOSLTZI,O,X,O,O,O,X,X,X,X,X,X,X
JOSLITZ,O,X,X,O,O,X,X,X,X,X,X,X
JOSLIZT,O,X,X,O,O,X,X,X,X,X,X,X
JOSLZTI,O,X,O,O,O,X,X,X,X,X,X,X
JOSLZIT,O,X,X,O,O,X,X,X,X,X,X,X
JOSZTIL,O,X,O,O,O,X,X,X,X,X,X,X
JOSZTLI,O,X,O,O,O,X,X,X,X,X,X,X
JOSZITL,O,X,O,O,O,X,X,X,X,X,X,X
JOSZILT,O,X,X,O,O,X,X,X,X,X,X,X
JOSZLTI,O,X,O,O,O,X,X,X,X,X,X,X
JOSZLIT,O,X,X,O,O,X,X,X,X,X,X,X
JOZTILS,O,X,O,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,O,O,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,X,X,X,X
JOZTSIL,O,X,O,O,O,X,X,X,X,X,X,X
JOZTSLI,O,X,O,O,O,X,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,O,X,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,X,O,O,O,X,X,X,X,X,X,X
JOZISLT,O,X,X,O,O,X,X,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,X,X,X,X,X
JOZLITS,O,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,O,X,X,X,X,X,X,X,X
JOZSTIL,O,X,O,O,O,X,X,X,X,X,X,X
JOZSTLI,O,X,O,O,O,X,X,X,X,X,X,X
JOZSITL,O,X,O,O,O,X,X,X,X,X,X,X
JOZSILT,O,X,X,O,O,X,X,X,X,X,X,X
JOZSLTI,O,X,O,O,O,X,X,X,X,X,X,X
JOZSLIT,O,X,X,O,O,X,X,X,X,X,X,X
STILJZO,X,O,X,O,O,O,O,O,X,X,X,O
STILJOZ,X,O,X,O,X,O,O,X,X,X,X,X
STILZJO,X,O,X,O,O,X,O,O,X,X,O,O
STILZOJ,X,X,X,O,O,X,O,O,O,X,O,O
STILOJZ,X,O,X,O,O,O,X,X,O,X,X,X
STILOZJ,X,X,X,O,O,O,X,X,O,X,X,O
STIJLZO,X,O,X,O,O,O,O,O,X,X,X,O
STIJLOZ,X,O,X,O,X,O,O,X,X,X,X,X
STIJZLO,X,X,X,O,O,O,O,O,X,X,O,O
STIJZOL,X,O,X,O,X,O,O,X,X,X,X,X
STIJOLZ,X,O,X,O,X,O,O,X,X,X,X,X
STIJOZL,X,O,X,O,X,O,O,X,X,X,X,X
STIZLJO,X,O,X,O,O,X,O,O,X,X,O,O
STIZLOJ,X,X,X,O,O,X,O,O,O,O,O,O
