sequence,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBu?qBirB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBuqBF?nB0rBirB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex8IvhFXeBlgBUiBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFxdBlgB3iBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhF3cBFeB5lBT?iB0mB2wB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBFnBC?rBUrBmrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex7IvhFXeB0gBFnBC?rBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBq?qB2rB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBmrBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBOrBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhFchBXeB5lBF?nBTrBOsB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFXeBlgBxmB6?qBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je/AJvhFchBxdBFnBG?rBisBzqB
JILSOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JILSOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JILZTSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JILZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JILZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JILZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JILOSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
JILOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JISTLZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JISTLOZ,O,O,X,X,O,X,X,O,X,X,X,X,X
JISTZLO,X,O,O,O,O,X,X,X,O,O,X,O,O
JISTZOL,O,O,O,O,O,X,X,X,O,O,X,O,X
JISTOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JISTOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
JISLTZO,O,X,X,O,O,X,X,O,O,X,X,X,X
JISLTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JISLZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JISLZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JISLOTZ,O,O,X,X,O,X,X,O,X,X,X,X,X
JISLOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
JISZTLO,X,O,O,O,O,X,X,X,O,O,X,O,O
JISZTOL,O,O,O,O,O,X,X,X,O,O,X,O,X
JISZLTO,O,X,O,O,O,X,X,X,O,X,X,X,X
JISZLOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JISZOTL,O,O,O,O,O,X,X,X,O,X,X,X,X
JISZOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JISOTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JISOTZL,O,O,X,O,O,X,X,X,O,O,O,X,X
JISOLTZ,O,O,X,O,O,X,X,O,X,X,X,X,X
JISOLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JISOZTL,O,O,X,O,O,X,X,X,O,O,X,X,X
JISOZLT,O,O,X,O,O,X,X,X,X,X,X,X,X
JIZTLSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZTLOS,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZTSLO,X,O,O,O,O,X,X,X,O,X,X,O,O
JIZTSOL,X,O,O,O,O,X,X,X,O,X,X,O,X
JIZTOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZTOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZLTSO,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZLTOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZLSTO,O,X,O,X,O,X,X,X,O,X,X,X,X
JIZLSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZLOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZSTLO,X,O,O,O,O,X,X,X,O,O,X,O,O
JIZSTOL,O,O,O,O,O,X,X,X,O,O,X,O,X
JIZSLTO,O,X,O,O,O,X,X,X,O,X,X,X,X
JIZSLOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZSOTL,O,O,O,O,O,X,X,X,O,X,X,X,X
JIZSOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZOTLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZOTSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZOLTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZOSTL,O,O,O,X,O,X,X,X,O,X,X,X,X
JIZOSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X
JIOTSZL,O,O,X,X,O,X,X,X,X,X,O,X,X
JIOTZLS,X,O,X,X,O,X,X,X,X,X,O,X,X
JIOTZSL,X,O,X,X,O,X,X,X,X,X,O,X,X
JIOLTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOLTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOLSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOLZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
JIOLZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOSTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JIOSTZL,O,O,X,O,O,X,X,X,O,O,O,X,X
JIOSLTZ,O,O,X,O,O,X,X,O,X,X,X,X,X
JIOSLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JIOSZTL,O,O,X,O,O,X,X,X,O,O,X,X,X
JIOSZLT,O,O,X,O,O,X,X,X,X,X,X,X,X
JIOZTLS,X,O,X,X,O,X,X,X,X,X,O,X,X
JIOZTSL,X,O,X,X,O,X,X,X,X,X,O,X,X
JIOZLTS,X,X,X,X,O,X,X,X,X,X,O,X,X
JIOZLST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOZSTL,O,O,X,X,O,X,X,X,O,O,X,X,X
JIOZSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JLTISZO,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTISOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTIZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTIZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTIOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTIOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTSIZO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLTSIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLTSZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTSZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTSOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JLTSOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
JLTZISO,X,O,O,X,O,O,O,X,X,X,X,X,X
JLTZIOS,X,O,X,X,O,O,O,X,X,X,X,X,X
JLTZSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTZSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTZOIS,X,O,X,X,O,O,O,X,X,X,X,X,X
JLTZOSI,O,O,X,X,O,O,O,O,X,X,X,X,X
JLTOISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTOIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTOSIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLTOSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLTOZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
JLTOZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLITSZO,O,X,X,X,O,X,X,O,X,X,X,X,X
JLITSOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLITZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLITOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLISTZO,O,X,X,X,O,X,X,O,O,X,X,X,X
JLISTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLISZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JLISZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLISOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLISOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIZTSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLIZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLIZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JLIZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIZOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLIZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
JLIOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLSTIZO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLSTIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLSTZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JLSTZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JLSTOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JLSTOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
JLSITZO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLSITOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
JLSIZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLSIZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLSIOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLSIOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSZTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JLSZTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JLSZITO,O,X,O,O,O,X,X,O,O,X,X,X,X
JLSZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSZOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSZOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSOTIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLSOTZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLSOITZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,O,X,X,X,X,X
JLSOZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JLZTISO,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZTIOS,X,O,X,X,O,X,O,X,X,X,X,X,X
JLZTSIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JLZTSOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JLZTOIS,X,O,X,X,O,X,O,X,X,X,X,X,X
JLZTOSI,O,O,X,X,O,X,O,O,X,X,X,X,X
JLZITSO,X,X,O,X,O,X,O,X,X,X,X,X,X
JLZITOS,X,X,X,X,O,X,O,X,X,X,X,X,X
JLZISTO,O,X,O,X,O,X,X,O,O,X,X,X,X
JLZISOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLZIOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLZSTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JLZSTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JLZSITO,O,X,O,O,O,X,X,O,O,X,X,X,X
JLZSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZSOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZSOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZOTIS,X,O,X,X,O,X,X,X,X,X,X,X,X
JLZOTSI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZOITS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLZOSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZOSIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOTISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOTIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOTSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOTZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
JLOTZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOITSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOITZS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOISTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOIZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
JLOIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOSTIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOSTZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOSITZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOSIZT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOSZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JLOZTIS,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOZTSI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOZITS,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOZSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOZSIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSTILZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JSTILOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSTIZLO,X,O,O,O,O,X,X,X,O,O,X,O,O
JSTIZOL,O,O,O,O,O,X,X,X,O,O,X,O,X
JSTIOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTIOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
JSTLIZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JSTLIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSTLZIO,O,O,O,O,O,O,O,X,O,X,X,X,O
JSTLZOI,O,O,O,O,O,O,O,X,O,X,X,X,O
JSTLOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JSTLOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
JSTZILO,X,O,O,O,O,X,X,X,O,O,X,O,O
JSTZIOL,O,O,O,O,O,X,X,X,O,O,X,O,X
JSTZLIO,X,O,O,O,O,X,O,X,O,O,X,X,O
JSTZLOI,X,O,O,O,O,X,O,X,O,O,X,X,O
JSTZOIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JSTZOLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JSTOILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTOIZL,O,O,X,O,O,X,X,X,O,X,O,O,X
JSTOLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTOLZI,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTOZIL,O,O,O,O,O,X,X,X,O,X,O,O,X
JSTOZLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JSITLZO,O,X,X,O,O,X,X,X,O,X,X,X,X
JSITLOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSITZLO,X,O,O,O,O,X,X,X,O,O,X,O,O
JSITZOL,O,O,O,O,O,X,X,X,O,O,X,O,X
JSITOLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSITOZL,O,O,X,O,O,X,X,X,O,X,X,O,X
JSILTZO,O,X,X,O,O,X,X,O,O,X,X,X,X
JSILTOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
JSILZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JSILZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JSILOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSILOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSIZTLO,X,O,O,O,O,X,X,X,O,O,X,O,O
JSIZTOL,O,O,O,O,O,X,X,X,O,O,X,O,X
JSIZLTO,O,X,O,O,O,X,X,X,O,X,X,X,X
JSIZLOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JSIZOTL,O,O,O,O,O,X,X,X,O,X,X,X,X
JSIZOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSIOTZL,O,O,X,O,O,X,X,X,O,O,O,X,X
JSIOLTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JSIOLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JSIOZTL,O,O,X,O,O,X,X,X,O,O,X,X,X
JSIOZLT,O,O,X,O,O,X,X,X,X,X,X,X,X
JSLTIZO,O,X,X,O,O,X,X,O,O,X,X,X,X
JSLTIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSLTZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JSLTZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JSLTOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JSLTOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
JSLITZO,O,X,X,O,O,X,X,O,O,X,X,X,X
JSLITOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
JSLIZTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JSLIZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JSLIOTZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSLIOZT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLZTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JSLZTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JSLZITO,O,X,O,O,O,X,X,O,O,X,X,X,X
JSLZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLZOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLZOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLOTIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSLOTZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JSLOITZ,O,O,X,X,O,O,X,O,X,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,O,X,X,X,X,X
JSLOZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JSZTILO,X,O,O,O,O,X,X,X,O,O,X,X,O
JSZTIOL,O,O,O,O,O,X,X,X,O,O,X,X,X
JSZTLIO,X,O,O,O,O,X,O,X,O,O,X,X,O
JSZTLOI,X,O,O,O,O,X,O,X,O,O,X,X,O
JSZTOIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JSZTOLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JSZITLO,X,O,O,O,O,X,X,X,O,O,X,X,O
JSZITOL,O,O,O,O,O,X,X,X,O,O,X,X,X
JSZILTO,O,X,O,O,O,X,X,X,O,X,X,X,X
JSZILOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JSZIOTL,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZIOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,X,O,X,O,X,X,X,O
JSZLTOI,O,O,O,O,O,X,O,X,O,X,X,X,O
JSZLITO,O,X,O,O,O,X,X,X,O,X,X,X,X
JSZLIOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JSZLOTI,O,O,X,X,O,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,O,X,X,X,X,X,X,X,X
JSZOTIL,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZOTLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JSZOITL,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZOILT,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZOLTI,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZOLIT,O,O,O,X,O,X,X,X,X,X,X,X,X
JSOTILZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOTIZL,O,O,O,O,O,X,X,X,O,O,O,O,X
JSOTLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOTLZI,O,O,O,O,O,X,X,X,X,X,X,X,X
JSOTZIL,O,O,O,O,O,X,X,X,O,O,O,O,X
JSOTZLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JSOITLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,O,O,O,X,X,X,O,O,O,O,X
JSOILTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JSOILZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JSOIZTL,O,O,O,O,O,X,X,X,O,O,X,O,X
JSOIZLT,O,O,O,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JSOLTZI,O,O,O,O,O,O,X,O,X,X,X,X,X
JSOLITZ,O,O,X,O,O,O,X,O,X,X,X,X,X
JSOLIZT,O,O,X,O,O,X,X,O,X,X,X,X,X
JSOLZTI,O,O,O,O,O,X,X,O,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,O,X,X,X,X,X
JSOZTIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JSOZTLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JSOZITL,O,O,O,O,O,X,X,X,O,O,X,X,X
JSOZILT,O,O,O,O,O,X,X,X,X,X,X,X,X
JSOZLTI,O,O,O,O,O,X,X,X,X,X,X,X,X
JSOZLIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTILSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZTILOS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTISLO,X,O,O,O,O,X,X,X,O,X,X,X,O
JZTISOL,X,O,O,O,O,X,X,X,O,X,X,X,X
JZTIOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTIOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZTLISO,X,O,O,X,O,X,O,X,X,X,X,X,X
JZTLIOS,X,O,X,X,O,X,O,X,X,X,X,X,X
JZTLSIO,X,O,O,O,O,X,O,X,O,X,X,X,O
JZTLSOI,X,O,O,O,O,X,O,X,O,X,X,X,O
JZTLOIS,X,O,X,X,O,X,O,X,X,X,X,X,X
JZTLOSI,X,O,X,X,O,X,O,X,X,X,X,X,X
JZTSILO,X,O,O,O,O,X,X,X,O,O,X,X,O
JZTSIOL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZTSLIO,X,O,O,O,O,X,O,X,O,O,X,X,O
JZTSLOI,X,O,O,O,O,X,O,X,O,O,X,X,O
JZTSOIL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZTSOLI,O,O,O,O,O,X,X,X,O,O,X,X,O
JZTOILS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTOISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZTOLIS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTOLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTOSIL,O,O,O,O,O,X,X,X,O,X,X,X,X
JZTOSLI,O,O,O,O,O,X,X,X,O,X,X,X,O
JZITLSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZITLOS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZITSLO,X,O,O,O,O,X,X,X,O,X,X,X,O
JZITSOL,X,O,O,O,O,X,X,X,O,X,X,X,X
JZITOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZITOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZILTSO,X,X,O,X,O,X,O,X,X,X,X,X,X
JZILTOS,X,X,X,X,O,X,O,X,X,X,X,X,X
JZILSTO,O,X,O,X,O,X,X,X,O,X,X,X,X
JZILSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZILOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JZISTLO,X,O,O,O,O,X,X,X,O,O,X,X,O
JZISTOL,O,O,O,O,O,X,X,X,O,O,X,X,X
JZISLTO,O,X,O,O,O,X,X,X,O,X,X,X,X
JZISLOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZISOTL,O,O,O,O,O,X,X,X,O,X,X,X,X
JZISOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZIOTLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZIOTSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZIOLTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,O,X,X,X,X,X,X,X,X
JZIOSTL,O,O,O,X,O,X,X,X,O,X,X,X,X
JZIOSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLTISO,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLTIOS,X,O,X,X,O,X,O,X,X,X,X,X,X
JZLTSIO,O,O,O,O,O,X,O,X,O,X,X,X,O
JZLTSOI,O,O,O,O,O,X,O,X,O,X,X,X,O
JZLTOIS,X,O,X,X,O,X,O,X,X,X,X,X,X
JZLTOSI,O,O,X,X,O,X,O,X,X,X,X,X,X
JZLITSO,X,X,O,X,O,X,O,X,X,X,X,X,X
JZLITOS,X,X,X,X,O,X,O,X,X,X,X,X,X
JZLISTO,O,X,O,X,O,X,X,X,O,X,X,X,X
JZLISOT,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,O,O,X,O,X,O,X,X,X,O
JZLSTOI,O,O,O,O,O,X,O,X,O,X,X,X,O
JZLSITO,O,X,O,O,O,X,X,X,O,X,X,X,X
JZLSIOT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOTIS,X,O,X,X,O,X,X,X,X,X,X,X,X
