sequence,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhFyh?BGeBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je2AJvhFRc?BCeB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BfjB6jBTgBemBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeOAJvhF8g?BCdBxiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFWj?BRhB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BWjB/lBamBTjBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFzd?B+jBRhB3hB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFyh?BGeBUjBxlBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem7IvhFzc?BfjB6jBxlB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeX8IvhFxd?B2lBCiBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je07IvhFxd?B2lBCiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem8IvhFSj?BxgBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jez8IvhFGe?BUjBxlB/lBamBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeyAJvhFzc?BxlBXoBGoB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFmc?BUjBxlBXmBStBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeC9IvhF/l?BUhBxiBTjBmlBFtB
STLJIOZ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
STLJZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
STLJZOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
STLJOIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STLJOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STLZIJO,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,O
STLZIOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
STLZJIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
STLZJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STLZOIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O
STLZOJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STLOIZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STLOJIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STLOJZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STLOZIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STLOZJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STJILZO,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
STJILOZ,X,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X
STJIZLO,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
STJIZOL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STJIOLZ,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
STJIOZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
STJLIOZ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
STJLZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
STJLZOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
STJLOIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STJLOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STJZILO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
STJZIOL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
STJZLOI,O,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X
STJZOIL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STJZOLI,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STJOILZ,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STJOZIL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STJOZLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
STZILJO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
STZILOJ,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,O
STZIJLO,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O
STZIJOL,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X
STZIOLJ,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,O
STZIOJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
STZLIJO,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O
STZLIOJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O
STZLJIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STZLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
STZLOJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O
STZJIOL,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STZJLIO,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O
STZJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STZJOLI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
STZOIJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STZOLIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
STZOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STZOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
STOILZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
STOIJZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
STOIZJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STOLIJZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STOLIZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STOLJIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STOLJZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STOLZIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STOLZJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STOJILZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
STOJLZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STOJZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJZLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STOZILJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
STOZIJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STOZLIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
STOZLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SITLJOZ,X,O,X,X,O,X,O,X,O,X,X,O,X,O,X,X
SITLZJO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,O
SITLZOJ,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O
SITLOJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SITLOZJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SITJLZO,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
SITJLOZ,X,O,X,X,O,X,O,X,O,X,X,O,X,O,X,X
SITJZLO,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O
SITJZOL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X
SITJOZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITZLJO,O,O,X,O,X,O,X,O,O,X,X,O,O,X,X,O
SITZLOJ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,O
SITZJLO,O,O,X,O,X,O,X,O,O,X,X,O,O,X,X,O
SITZJOL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
SITZOLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
SITZOJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SITOLZJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SITOJZL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
SITOZJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
SILTJZO,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SILTJOZ,X,O,X,X,O,X,O,X,X,X,X,O,X,O,X,X
SILTZJO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X
SILTZOJ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SILTOZJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILJTZO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
SILJZTO,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
SILJZOT,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
SILJOTZ,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
SILJOZT,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SILZTJO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
SILZTOJ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SILZJTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
SILZJOT,O,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X
SILZOTJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SILZOJT,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILOTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SILOJZT,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SILOZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
SIJTLZO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIJTZLO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIJTOZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
SIJLZTO,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
SIJLZOT,X,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
SIJLOTZ,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
SIJLOZT,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SIJZTLO,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
SIJZTOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZLTO,X,O,O,O,X,O,X,X,X,X,X,O,X,X,O,O
SIJZLOT,X,X,O,O,X,O,X,X,O,X,X,O,X,O,O,X
SIJZOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZOLT,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
SIJOTLZ,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIJOTZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIJOLZT,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SIZTLJO,X,O,O,O,X,O,X,X,X,X,X,O,O,X,O,O
SIZTLOJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O
SIZTJLO,X,O,X,O,X,O,X,X,X,X,X,O,O,X,O,O
SIZTJOL,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZTOLJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O
SIZTOJL,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZLTJO,O,O,O,O,X,O,X,X,O,X,X,X,O,X,O,O
SIZLTOJ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,O,O
SIZLJTO,O,O,O,O,X,O,X,X,O,X,X,O,O,X,O,O
SIZLJOT,O,O,O,O,X,O,X,O,O,X,X,O,O,O,O,X
SIZLOTJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,O
SIZLOJT,O,O,O,O,X,O,X,O,O,X,X,X,O,O,O,X
SIZJTLO,X,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X
SIZJTOL,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZJLTO,O,O,O,O,X,O,X,X,X,X,X,O,O,X,O,O
SIZJLOT,O,O,O,O,X,O,X,O,O,X,X,O,O,O,O,X
SIZJOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZJOLT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
SIZOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZOLTJ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
SIZOLJT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
SIZOJTL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZOJLT,O,O,X,O,X,X,X,O,O,X,X,X,O,O,O,X
SIOTLJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOTLZJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOTJZL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SIOTZJL,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOLTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOLJTZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOLJZT,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOJTZL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOJLZT,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SIOJZTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
SIOZLJT,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZJLT,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X
SLTIJZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLTIJOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTIZJO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,O
SLTIZOJ,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O
SLTIOJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLTJIZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLTJIOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTJZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SLTJZOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
SLTJOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
SLTZIJO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
SLTZIOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
SLTZJIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
SLTZJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTZOIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLTZOJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
SLTOJZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
SLTOZIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTOZJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLITJZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLITJOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
SLITZJO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X
SLITZOJ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
SLITOZJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X
SLIJZTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
SLIJZOT,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLIJOZT,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SLIZTJO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
SLIZTOJ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SLIZJTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
SLIZJOT,O,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X
SLIZOTJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SLIZOJT,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLIOTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLIOJTZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLIOJZT,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLIOZJT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
SLJTIZO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLJTIOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLJTZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SLJTZOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
SLJTOIZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
SLJTOZI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJITOZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLJIZTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
SLJIZOT,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJIOZT,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
SLJZTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
SLJZITO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SLJZIOT,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SLJZOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJOTZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOIZT,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
SLJOZTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLZTIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SLZTJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLZTJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZTOIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLZTOJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZITJO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
SLZITOJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SLZIJTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
SLZIJOT,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X
SLZIOTJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SLZIOJT,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLZJTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLZJTOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZJITO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SLZJIOT,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
SLZJOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SLZOTJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SLZOIJT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SLZOJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOTIZJ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLOTJIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOTJZI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLOTZJI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOITZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLOIJTZ,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLOIJZT,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLOIZJT,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOJTZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOJITZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOJIZT,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
SLOJZTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOZTJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
