sequence,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFOiB6jB3gBc?mBziBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFKiBzdB+jB3?gBcmBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBXeBzhBS?oBmlBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBcmBm?iBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFyiB+jB3gBc?mBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBFiB8?nBTmBOsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFlcBCeB/nBT?jBxlBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jel7IvhF3cBciBTeBx?lBCoBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBTeBFiBm?lBfsBCtB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je09IvhF6jBRhBTgBO?mBfsBlsB
JOZTILS,O,O,O,X,X,X,X,O,X,X
JOZTISL,X,O,O,X,X,X,O,O,X,X
JOZTLIS,O,O,O,X,X,X,X,O,X,X
JOZTLSI,O,O,O,X,O,O,X,O,X,X
JOZTSIL,O,O,O,X,O,O,O,X,X,X
JOZTSLI,O,O,O,X,O,O,O,O,X,X
JOZITLS,O,O,O,X,X,X,X,X,X,X
JOZITSL,X,X,O,X,X,X,O,X,X,X
JOZILTS,O,X,X,X,X,X,X,X,O,X
JOZILST,O,X,O,X,X,X,O,X,O,X
JOZISTL,O,X,X,X,X,X,O,X,O,X
JOZISLT,O,X,X,X,X,X,O,X,O,X
JOZLTIS,O,X,O,X,X,X,X,O,O,X
JOZLTSI,O,X,O,X,X,O,X,O,O,X
JOZLITS,O,X,X,X,X,X,X,O,O,X
JOZLIST,O,X,O,X,X,X,O,O,O,X
JOZLSTI,O,X,O,O,O,O,O,O,O,X
JOZLSIT,O,X,O,O,O,O,O,O,O,X
JOZSTIL,O,O,X,X,O,O,O,X,O,X
JOZSTLI,O,O,X,X,O,O,O,O,O,X
JOZSITL,O,O,X,X,O,O,O,X,O,X
JOZSILT,O,X,X,O,O,O,O,X,O,X
JOZSLTI,O,X,X,O,O,O,O,O,O,X
JOZSLIT,O,X,X,O,O,O,O,O,O,X
STILJZO,O,X,X,X,X,X,O,O,O,O
STILJOZ,O,O,X,X,X,X,X,O,O,X
STILZJO,O,X,X,O,X,X,O,O,O,O
STILZOJ,O,X,X,O,X,X,O,O,O,O
STILOJZ,O,X,X,X,X,X,O,O,O,X
STILOZJ,X,X,X,X,X,O,O,O,O,O
STIJLZO,O,X,X,X,X,X,O,O,O,O
STIJLOZ,O,O,X,X,X,X,X,O,O,X
STIJZLO,X,O,X,X,O,X,O,O,O,O
STIJZOL,X,O,X,X,O,X,O,O,O,X
STIJOLZ,O,X,X,X,X,X,O,X,O,X
STIJOZL,X,X,X,X,X,X,O,O,O,X
STIZLJO,O,O,X,O,O,X,O,X,O,O
STIZLOJ,O,O,X,O,X,X,O,X,O,O
STIZJLO,O,O,X,O,O,X,O,O,O,O
STIZJOL,O,O,X,O,O,X,O,O,X,X
STIZOLJ,O,O,X,O,X,X,O,X,O,O
STIZOJL,O,O,X,O,O,X,O,X,X,X
STIOLJZ,O,X,X,X,X,X,O,X,O,X
STIOLZJ,X,X,X,X,X,O,O,X,O,O
STIOJLZ,O,X,X,X,X,X,O,X,X,X
STIOJZL,X,X,X,X,X,X,O,O,X,X
STIOZLJ,X,X,X,X,X,O,O,X,O,O
STIOZJL,X,X,X,X,X,O,O,X,X,X
STLIJZO,O,X,O,X,X,X,O,O,O,O
STLIJOZ,O,O,X,X,X,X,X,O,O,X
STLIZJO,O,X,O,O,X,X,O,O,O,O
STLIZOJ,O,X,O,O,X,X,O,O,O,O
STLIOJZ,O,X,O,X,X,X,X,O,O,X
STLIOZJ,X,X,O,X,X,O,O,O,O,O
STLJIZO,O,X,O,X,X,X,X,X,O,O
STLJIOZ,O,O,X,X,X,X,X,X,O,X
STLJZIO,O,O,O,O,X,X,X,O,O,O
STLJZOI,O,O,O,O,X,X,O,O,O,X
STLJOIZ,X,O,O,X,X,X,X,O,O,X
STLJOZI,X,O,O,X,X,X,X,O,O,X
STLZIJO,O,O,O,O,X,X,O,O,O,O
STLZIOJ,O,O,O,O,X,O,O,O,O,O
STLZJIO,O,O,O,O,X,X,O,O,O,O
STLZJOI,O,O,O,O,X,O,O,O,O,X
STLZOIJ,O,O,O,O,X,O,O,O,O,O
STLZOJI,O,O,O,O,X,O,O,O,O,X
STLOIJZ,O,X,O,X,X,X,X,O,O,X
STLOIZJ,X,X,O,X,X,O,O,O,O,O
STLOJIZ,O,X,O,X,X,X,X,O,O,X
STLOJZI,O,X,O,X,X,X,O,O,O,X
STLOZIJ,O,X,O,X,X,O,O,O,O,O
STLOZJI,O,X,O,X,X,O,O,O,O,X
STJILZO,O,X,X,X,X,X,X,O,O,O
STJILOZ,O,O,X,X,X,X,X,O,O,X
STJIZLO,X,O,X,X,O,X,X,O,O,O
STJIZOL,X,O,X,X,O,X,X,O,O,X
STJIOLZ,O,X,X,X,X,X,X,X,O,X
STJIOZL,X,X,X,X,X,X,X,O,O,X
STJLIZO,O,X,X,X,X,X,X,X,O,O
STJLIOZ,O,O,X,X,X,X,X,X,O,X
STJLZIO,O,O,X,O,O,X,X,O,O,O
STJLZOI,O,O,X,O,O,X,O,O,O,X
STJLOIZ,X,O,X,X,X,X,X,O,O,X
STJLOZI,X,O,X,X,X,X,X,O,O,X
STJZILO,O,O,X,O,O,X,X,O,O,O
STJZIOL,O,O,X,O,O,X,X,O,O,X
STJZLIO,O,O,X,O,O,X,X,O,O,O
STJZLOI,O,O,X,O,O,X,O,O,O,X
STJZOIL,O,O,X,O,O,X,X,X,O,X
STJZOLI,O,O,X,O,O,X,O,O,O,X
STJOILZ,O,X,X,X,X,X,X,X,O,X
STJOIZL,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,O,X,X,X,X,X,X,O,X
STJOLZI,O,O,X,X,X,X,O,X,O,X
STJOZIL,O,O,X,X,X,X,X,X,O,X
STJOZLI,O,O,X,X,X,X,O,X,O,X
STZILJO,O,O,O,O,O,X,O,X,O,O
STZILOJ,O,O,O,O,X,O,O,X,O,O
STZIJLO,O,O,X,O,O,X,O,X,O,O
STZIJOL,O,O,X,O,O,X,O,X,X,X
STZIOLJ,O,O,O,O,X,X,O,X,O,O
STZIOJL,O,O,X,O,O,X,O,X,X,X
STZLIJO,O,O,O,O,O,X,O,X,O,O
STZLIOJ,O,O,O,O,X,O,O,X,O,O
STZLJIO,O,O,O,O,O,X,O,X,O,O
STZLJOI,O,O,O,O,O,O,O,X,O,X
STZLOIJ,O,O,O,O,X,O,O,X,O,O
STZLOJI,O,O,O,O,X,O,O,X,O,X
STZJILO,O,O,X,O,O,X,O,X,O,O
STZJIOL,O,O,X,O,O,X,O,X,O,X
STZJLIO,O,O,X,O,O,X,O,X,O,O
STZJLOI,O,O,X,O,O,O,O,X,O,X
STZJOIL,O,O,X,O,O,X,O,X,O,X
STZJOLI,O,O,X,O,O,X,O,X,O,X
STZOILJ,O,O,O,O,X,O,O,X,O,O
STZOIJL,O,O,X,O,O,O,O,X,X,X
STZOLIJ,O,O,O,O,X,O,O,X,O,O
STZOLJI,O,O,O,O,X,O,O,X,O,X
STZOJIL,O,O,X,O,O,O,O,X,X,X
STZOJLI,O,O,X,O,O,O,O,X,X,X
STOILJZ,O,X,O,X,X,X,O,X,O,X
STOILZJ,X,X,O,X,X,O,O,X,O,O
STOIJLZ,O,X,X,X,X,X,O,X,X,X
STOIJZL,X,X,X,X,X,X,O,X,X,X
STOIZLJ,X,X,O,X,X,O,O,X,O,O
STOIZJL,X,X,X,X,X,O,O,X,X,X
STOLIJZ,O,X,O,X,X,X,O,X,O,X
STOLIZJ,X,X,O,X,X,O,O,X,O,O
STOLJIZ,O,X,O,X,X,X,X,X,O,X
STOLJZI,O,X,O,X,X,X,O,X,O,X
STOLZIJ,O,X,O,X,X,O,O,X,O,O
STOLZJI,O,X,O,X,X,O,O,X,O,X
STOJILZ,O,X,O,X,X,X,X,X,O,X
STOJIZL,X,X,O,X,X,X,X,X,O,X
STOJLIZ,O,X,O,X,X,X,X,X,O,X
STOJLZI,O,X,O,X,X,X,O,X,O,X
STOJZIL,O,X,O,X,X,X,X,X,O,X
STOJZLI,O,X,O,X,X,X,O,X,O,X
STOZILJ,O,X,O,X,X,O,O,X,O,O
STOZIJL,O,X,X,X,X,O,O,X,X,X
STOZLIJ,O,X,O,X,X,O,O,X,O,O
STOZLJI,O,X,O,X,X,O,O,X,O,X
STOZJIL,O,X,X,X,X,O,O,X,X,X
STOZJLI,O,X,X,X,X,O,O,X,X,X
SITLJZO,O,X,X,X,X,X,O,O,O,O
SITLJOZ,O,O,X,X,X,X,X,O,O,X
SITLZJO,O,X,X,O,X,X,O,O,O,O
SITLZOJ,O,X,X,O,X,X,O,O,O,O
SITLOJZ,O,X,X,X,X,X,O,O,O,X
SITLOZJ,X,X,X,X,X,O,O,O,O,O
SITJLZO,O,X,X,X,X,X,O,O,O,O
SITJLOZ,O,O,X,X,X,X,O,O,O,X
SITJZLO,X,O,X,X,O,X,O,O,O,O
SITJZOL,X,O,X,X,O,X,O,O,O,X
SITJOLZ,O,X,X,X,X,X,O,X,O,X
SITJOZL,X,X,X,X,X,X,O,O,O,X
SITZLJO,O,O,X,O,O,X,O,X,O,O
SITZLOJ,O,O,X,O,X,X,O,X,O,O
SITZJLO,O,O,X,O,O,X,O,O,O,O
SITZJOL,O,O,X,O,O,X,O,O,X,X
SITZOLJ,O,O,X,O,X,X,O,X,O,O
SITZOJL,O,O,X,O,O,X,O,X,X,X
SITOLJZ,O,X,X,X,X,X,O,X,O,X
SITOLZJ,X,X,X,X,X,O,O,X,O,O
SITOJLZ,O,X,X,X,X,X,O,X,X,X
SITOJZL,X,X,X,X,X,X,O,O,X,X
SITOZLJ,X,X,X,X,X,O,O,X,O,O
SITOZJL,X,X,X,X,X,O,O,X,X,X
SILTJZO,O,X,X,X,X,X,O,O,O,O
SILTJOZ,O,X,X,X,X,X,X,O,O,X
SILTZJO,O,X,X,O,X,X,O,O,O,O
SILTZOJ,O,X,X,O,X,X,O,O,O,O
SILTOJZ,O,X,X,X,X,X,O,O,O,X
SILTOZJ,X,X,X,X,X,O,O,O,O,O
SILJTZO,X,X,X,X,X,X,O,O,O,X
SILJTOZ,X,X,X,X,X,X,X,O,O,X
SILJZTO,O,O,X,O,O,X,O,O,O,O
SILJZOT,O,X,X,O,O,X,X,O,O,O
SILJOTZ,X,X,X,X,X,X,X,O,O,X
SILJOZT,X,X,X,X,X,O,X,O,O,X
SILZTJO,O,O,X,O,O,X,O,O,O,O
SILZTOJ,O,O,X,O,X,O,O,O,O,O
SILZJTO,O,O,X,O,O,X,O,O,X,O
SILZJOT,O,X,X,O,O,X,O,O,O,O
SILZOTJ,O,X,X,O,X,O,O,O,O,O
SILZOJT,O,X,X,O,X,O,O,O,O,O
SILOTJZ,X,X,X,X,X,X,O,O,O,X
SILOTZJ,X,X,X,X,X,O,O,O,O,X
SILOJTZ,X,X,X,X,X,X,O,O,O,X
SILOJZT,O,X,X,X,X,O,O,O,O,X
SILOZTJ,O,X,X,O,X,O,O,O,O,O
SILOZJT,O,X,X,O,X,O,O,O,O,O
SIJTLZO,X,X,X,X,X,X,O,O,O,O
SIJTLOZ,X,O,X,X,X,X,O,O,O,X
SIJTZLO,X,O,X,X,O,X,O,O,O,O
SIJTZOL,X,O,X,X,O,X,O,O,O,X
SIJTOLZ,X,X,X,X,X,X,O,X,O,X
SIJTOZL,X,X,X,X,X,X,O,O,O,X
SIJLTZO,X,X,X,X,X,X,O,O,O,X
SIJLTOZ,X,X,X,X,X,X,O,O,O,X
SIJLZTO,O,O,X,O,O,X,O,O,O,O
SIJLZOT,O,X,X,O,O,X,O,O,O,O
SIJLOTZ,X,X,X,X,X,X,O,O,O,X
SIJLOZT,X,X,X,X,X,O,O,O,O,X
SIJZTLO,O,O,X,O,O,X,O,O,O,X
SIJZTOL,O,O,X,O,O,X,O,O,O,X
SIJZLTO,O,O,X,O,O,X,O,O,O,O
SIJZLOT,O,X,X,O,O,X,O,O,O,O
SIJZOTL,O,O,X,X,O,X,O,O,O,X
SIJZOLT,O,X,X,O,O,X,O,O,O,X
SIJOTLZ,X,X,X,X,X,X,O,X,X,X
SIJOTZL,X,X,X,X,X,X,O,O,X,X
SIJOLTZ,X,X,X,X,X,X,O,X,X,X
SIJOLZT,X,X,X,X,X,O,O,X,X,X
SIJOZTL,X,O,X,X,O,O,O,O,X,X
SIJOZLT,X,X,X,X,O,O,O,O,X,X
SIZTLJO,O,O,X,O,O,X,O,X,O,O
SIZTLOJ,O,O,X,O,X,O,O,X,O,O
SIZTJLO,O,O,X,O,O,X,O,O,O,O
SIZTJOL,O,O,X,O,O,X,O,O,X,X
SIZTOLJ,O,O,X,O,X,X,O,X,O,O
SIZTOJL,O,O,X,O,O,X,O,X,X,X
SIZLTJO,O,O,X,O,O,X,O,X,O,O
SIZLTOJ,O,O,X,O,X,O,O,X,O,O
SIZLJTO,O,O,X,O,O,X,O,X,X,O
SIZLJOT,O,X,X,O,O,X,O,X,O,O
SIZLOTJ,O,X,X,O,X,O,O,X,O,O
SIZLOJT,O,X,X,O,X,O,O,X,O,O
SIZJTLO,O,O,X,O,O,X,O,O,O,X
SIZJTOL,O,O,X,O,O,X,O,O,X,X
SIZJLTO,O,O,X,O,O,X,O,O,X,O
SIZJLOT,O,X,X,O,O,X,O,O,O,O
SIZJOTL,O,O,X,X,O,X,O,O,X,X
SIZJOLT,O,X,X,O,O,X,O,O,X,X
SIZOTLJ,O,O,X,O,X,O,O,X,O,X
SIZOTJL,O,O,X,O,O,O,O,X,X,X
SIZOLTJ,O,X,X,O,X,O,O,X,O,O
SIZOLJT,O,X,X,O,X,O,O,X,O,O
SIZOJTL,O,O,X,X,O,O,O,X,X,X
SIZOJLT,O,X,X,O,O,O,O,X,X,X
SIOTLJZ,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,X,X,X,X,X,O,O,X,X,O
SIOTJLZ,X,X,X,X,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,X,O,O,X,X
SIOTZLJ,X,X,X,X,X,O,O,X,X,O
SIOTZJL,X,X,X,X,X,O,O,X,X,X
SIOLTJZ,X,X,X,X,X,X,O,X,X,X
SIOLTZJ,X,X,X,X,X,O,O,X,X,X
SIOLJTZ,X,X,X,X,X,X,O,X,X,X
SIOLJZT,O,X,X,X,X,O,O,X,X,X
SIOLZTJ,O,X,X,O,X,O,O,X,X,O
SIOLZJT,O,X,X,O,X,O,O,X,X,O
SIOJTLZ,X,X,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,X,X,O,O,X,X
SIOJLTZ,X,X,X,X,X,X,O,X,X,X
SIOJLZT,O,X,X,X,X,O,O,X,X,X
SIOJZTL,X,O,X,X,O,O,O,O,X,X
SIOJZLT,X,X,X,X,O,O,O,O,X,X
SIOZTLJ,O,O,X,O,X,O,O,X,X,X
SIOZTJL,O,O,X,O,O,O,O,X,X,X
SIOZLTJ,O,X,X,O,X,O,O,X,X,O
SIOZLJT,O,X,X,O,X,O,O,X,X,O
SIOZJTL,O,O,X,X,O,O,O,X,X,X
SIOZJLT,O,X,X,O,O,O,O,X,X,X
SLTIJZO,O,X,O,X,X,X,O,O,O,O
SLTIJOZ,O,X,X,X,X,X,X,O,O,X
SLTIZJO,O,X,O,O,X,X,O,O,O,O
SLTIZOJ,O,X,O,O,X,X,O,O,O,O
SLTIOJZ,O,X,O,X,X,X,X,O,O,X
SLTIOZJ,X,X,O,X,X,O,O,O,O,O
SLTJIZO,O,X,O,X,X,X,X,X,O,O
SLTJIOZ,O,X,O,X,X,X,X,X,O,X
SLTJZIO,O,X,O,O,X,X,X,O,O,O
SLTJZOI,O,X,O,O,X,X,O,O,O,X
SLTJOIZ,X,X,O,X,X,X,X,O,O,X
SLTJOZI,X,X,O,X,X,X,X,O,O,X
SLTZIJO,O,X,O,O,X,X,O,O,O,O
SLTZIOJ,O,X,O,O,X,O,O,O,O,O
SLTZJIO,O,X,O,O,X,X,O,O,O,O
SLTZJOI,O,X,O,O,X,O,O,O,O,X
SLTZOIJ,O,X,O,O,X,O,O,O,O,O
SLTZOJI,O,X,O,O,X,O,O,O,O,X
SLTOIJZ,O,X,O,X,X,X,X,O,O,X
SLTOIZJ,X,X,O,X,X,O,O,O,O,O
SLTOJIZ,O,X,O,X,X,X,X,O,O,X
SLTOJZI,O,X,O,X,X,X,O,O,O,X
SLTOZIJ,O,X,O,X,X,O,O,O,O,O
SLTOZJI,O,X,O,X,X,O,O,O,O,X
SLITJZO,O,X,O,X,X,X,O,O,O,O
SLITJOZ,O,X,X,X,X,X,X,O,O,X
SLITZJO,O,X,O,O,X,X,O,O,O,O
SLITZOJ,O,X,O,O,X,X,O,O,O,O
SLITOJZ,O,X,O,X,X,X,O,O,O,X
SLITOZJ,X,X,O,X,X,O,O,O,O,O
SLIJTZO,X,X,O,X,X,X,O,O,O,X
SLIJTOZ,X,X,O,X,X,X,X,O,O,X
SLIJZTO,O,O,O,O,O,X,O,O,O,O
SLIJZOT,O,X,O,O,O,X,X,O,O,O
SLIJOTZ,X,X,X,X,X,X,X,O,O,X
SLIJOZT,X,X,O,X,X,O,X,O,O,X
SLIZTJO,O,O,O,O,O,X,O,O,O,O
SLIZTOJ,O,O,O,O,X,O,O,O,O,O
SLIZJTO,O,O,O,O,O,X,O,O,X,O
SLIZJOT,O,X,O,O,O,X,O,O,O,O
SLIZOTJ,O,X,O,O,X,O,O,O,O,O
SLIZOJT,O,X,O,O,X,O,O,O,O,O
SLIOTJZ,X,X,X,X,X,X,O,O,O,X
SLIOTZJ,X,X,X,X,X,O,O,O,O,X
SLIOJTZ,X,X,X,X,X,X,O,O,O,X
SLIOJZT,O,X,O,X,X,O,O,O,O,X
SLIOZTJ,O,X,O,O,X,O,O,O,O,O
SLIOZJT,O,X,O,O,X,O,O,O,O,O
SLJTIZO,X,X,O,X,X,X,X,X,O,O
SLJTIOZ,X,X,O,X,X,X,X,X,O,X
SLJTZIO,X,X,O,O,X,X,X,O,O,O
SLJTZOI,X,X,O,O,X,X,O,O,O,X
SLJTOIZ,X,X,O,X,X,X,X,O,O,X
SLJTOZI,X,X,O,X,X,X,X,O,O,X
SLJITZO,X,X,O,X,X,X,O,O,O,X
SLJITOZ,X,X,O,X,X,X,X,O,O,X
SLJIZTO,O,O,O,O,O,X,O,O,O,O
SLJIZOT,O,X,O,O,O,X,X,O,O,O
SLJIOTZ,X,X,X,X,X,X,X,O,O,X
SLJIOZT,X,X,O,X,X,O,X,O,O,X
SLJZTIO,O,O,O,O,O,X,O,O,O,X
SLJZTOI,O,O,O,O,O,O,O,O,O,X
SLJZITO,O,O,O,O,O,X,O,O,O,X
SLJZIOT,O,X,O,O,O,X,O,O,O,X
SLJZOTI,O,X,O,O,O,O,O,O,O,X
SLJZOIT,O,X,O,O,O,O,O,O,O,X
SLJOTIZ,X,X,O,X,X,X,X,O,O,X
SLJOTZI,X,X,O,X,X,X,X,O,O,X
SLJOITZ,X,X,X,X,X,X,X,O,O,X
SLJOIZT,X,X,O,X,X,O,X,O,O,X
SLJOZTI,O,X,O,X,X,O,X,O,O,X
SLJOZIT,O,X,O,X,X,O,X,O,O,X
SLZTIJO,O,O,O,O,O,X,O,O,O,O
SLZTIOJ,O,O,O,O,X,O,O,O,O,O
SLZTJIO,O,O,O,O,O,X,O,O,O,O
SLZTJOI,O,O,O,O,O,O,O,O,O,X
SLZTOIJ,O,O,O,O,X,O,O,O,O,O
SLZTOJI,O,O,O,O,X,O,O,O,O,X
SLZITJO,O,O,O,O,O,X,O,O,O,O
SLZITOJ,O,O,O,O,X,O,O,O,O,O
SLZIJTO,O,O,O,O,O,X,O,O,X,O
SLZIJOT,O,X,O,O,O,X,O,O,O,O
SLZIOTJ,O,X,O,O,X,O,O,O,O,O
SLZIOJT,O,X,O,O,X,O,O,O,O,O
SLZJTIO,O,O,O,O,O,X,O,X,O,X
SLZJTOI,O,O,O,O,O,O,O,O,O,X
SLZJITO,O,O,O,O,O,X,O,X,O,X
SLZJIOT,O,X,O,O,O,X,O,X,O,X
SLZJOTI,O,X,O,O,O,O,O,O,O,X
SLZJOIT,O,X,O,O,O,O,O,X,O,X
SLZOTIJ,O,X,O,O,X,O,O,O,O,X
SLZOTJI,O,X,O,O,X,O,O,O,O,X
SLZOITJ,O,X,O,O,X,O,O,O,O,X
SLZOIJT,O,X,O,O,X,O,O,O,O,X
SLZOJTI,O,X,O,O,X,O,O,O,O,X
SLZOJIT,O,X,O,O,X,O,O,X,O,X
SLOTIJZ,O,X,O,X,X,X,O,O,O,X
SLOTIZJ,X,X,O,X,X,O,O,O,O,O
SLOTJIZ,O,X,O,X,X,X,X,O,O,X
SLOTJZI,O,X,O,X,X,X,O,O,O,X
SLOTZIJ,O,X,O,X,X,O,O,O,O,O
SLOTZJI,O,X,O,X,X,O,O,O,O,X
SLOITJZ,X,X,X,X,X,X,O,O,O,X
SLOITZJ,X,X,X,X,X,O,O,O,O,X
SLOIJTZ,X,X,X,X,X,X,O,O,O,X
SLOIJZT,O,X,O,X,X,O,O,O,O,X
SLOIZTJ,O,X,O,O,X,O,O,O,O,O
SLOIZJT,O,X,O,O,X,O,O,O,O,O
SLOJTIZ,X,X,O,X,X,X,X,O,O,X
SLOJTZI,X,X,O,X,X,X,O,O,O,X
SLOJITZ,X,X,X,X,X,X,O,O,O,X
SLOJIZT,O,X,O,X,X,O,O,O,O,X
SLOJZTI,O,X,O,X,X,O,O,O,O,X
SLOJZIT,O,X,O,X,X,O,O,O,O,X
SLOZTIJ,O,X,O,O,X,O,O,O,O,X
SLOZTJI,O,X,O,O,X,O,O,O,O,X
SLOZITJ,O,X,O,O,X,O,O,O,O,X
SLOZIJT,O,X,O,O,X,O,O,O,O,X
SLOZJTI,O,X,O,O,X,O,O,O,O,X
SLOZJIT,O,X,O,O,X,O,O,X,O,X
SJTILZO,X,X,X,X,X,X,O,O,O,O
SJTILOZ,X,O,X,X,X,X,X,O,O,X
SJTIZLO,X,O,X,X,O,X,O,O,O,O
SJTIZOL,X,O,X,X,O,X,O,O,O,X
SJTIOLZ,X,X,X,X,X,X,O,X,O,X
SJTIOZL,X,X,X,X,X,X,O,O,O,X
SJTLIZO,X,X,O,X,X,X,O,X,O,O
SJTLIOZ,X,O,O,X,X,X,X,X,O,X
SJTLZIO,X,O,O,O,O,X,O,O,O,O
SJTLZOI,X,O,O,O,O,X,O,O,O,X
SJTLOIZ,X,O,O,X,X,X,O,O,O,X
SJTLOZI,X,O,O,X,X,X,O,O,O,X
SJTZILO,X,O,O,O,O,X,O,O,O,O
SJTZIOL,X,O,O,O,O,X,O,O,O,X
SJTZLIO,X,O,O,O,O,X,O,O,O,O
SJTZLOI,X,O,O,O,O,X,O,O,O,X
SJTZOIL,X,O,O,O,O,X,O,X,O,X
SJTZOLI,X,O,O,O,O,X,O,O,O,X
SJTOILZ,X,X,O,X,X,X,O,X,O,X
SJTOIZL,X,X,O,X,X,X,O,X,O,X
SJTOLIZ,X,O,O,X,X,X,O,X,O,X
SJTOLZI,X,O,O,X,X,X,O,X,O,X
SJTOZIL,X,O,O,X,X,X,O,X,O,X
SJTOZLI,X,O,O,X,X,X,O,X,O,X
SJITLZO,X,X,X,X,X,X,O,O,O,O
SJITLOZ,X,O,X,X,X,X,O,O,O,X
SJITZLO,X,O,X,X,O,X,O,O,O,O
SJITZOL,X,O,X,X,O,X,O,O,O,X
SJITOLZ,X,X,X,X,X,X,O,X,O,X
SJITOZL,X,X,X,X,X,X,O,O,O,X
SJILTZO,X,X,X,X,X,X,O,O,O,X
SJILTOZ,X,X,X,X,X,X,O,O,O,X
SJILZTO,O,O,X,O,O,X,O,O,O,O
SJILZOT,O,X,X,O,O,X,O,O,O,O
SJILOTZ,X,X,X,X,X,X,O,O,O,X
SJILOZT,X,X,X,X,X,O,O,O,O,X
SJIZTLO,O,O,X,O,O,X,O,O,O,X
SJIZTOL,O,O,X,O,O,X,O,O,O,X
SJIZLTO,O,O,X,O,O,X,O,O,O,O
SJIZLOT,O,X,X,O,O,X,O,O,O,O
SJIZOTL,O,O,X,X,O,X,O,O,O,X
SJIZOLT,O,X,X,O,O,X,O,O,O,X
SJIOTLZ,X,X,X,X,X,X,O,X,X,X
SJIOTZL,X,X,X,X,X,X,O,O,X,X
SJIOLTZ,X,X,X,X,X,X,O,X,X,X
SJIOLZT,X,X,X,X,X,O,O,X,X,X
SJIOZTL,X,O,X,X,O,O,O,O,X,X
SJIOZLT,X,X,X,X,O,O,O,O,X,X
SJLTIZO,X,X,O,X,X,X,O,X,O,O
SJLTIOZ,X,X,O,X,X,X,X,X,O,X
SJLTZIO,X,X,O,O,O,X,O,O,O,O
SJLTZOI,X,X,O,O,O,X,O,O,O,X
SJLTOIZ,X,X,O,X,X,X,O,O,O,X
SJLTOZI,X,X,O,X,X,X,O,O,O,X
SJLITZO,X,X,O,X,X,X,O,O,O,X
SJLITOZ,X,X,O,X,X,X,X,O,O,X
SJLIZTO,O,O,O,O,O,X,O,O,O,O
SJLIZOT,O,X,O,O,O,X,O,O,O,O
SJLIOTZ,X,X,X,X,X,X,X,O,O,X
SJLIOZT,X,X,O,X,X,O,X,O,O,X
SJLZTIO,O,O,O,O,O,X,O,O,O,X
SJLZTOI,O,O,O,O,O,O,O,O,O,X
SJLZITO,O,O,O,O,O,X,O,O,O,X
SJLZIOT,O,X,O,O,O,X,O,O,O,X
SJLZOTI,O,X,O,O,O,O,O,O,O,X
SJLZOIT,O,X,O,O,O,O,O,O,O,X
SJLOTIZ,X,X,O,X,X,X,O,O,O,X
SJLOTZI,X,X,O,X,X,X,O,O,O,X
SJLOITZ,X,X,X,X,X,X,O,O,O,X
SJLOIZT,X,X,O,X,X,O,O,O,O,X
SJLOZTI,O,X,O,X,X,O,O,O,O,X
SJLOZIT,O,X,O,X,X,O,O,O,O,X
SJZTILO,O,O,O,O,O,X,O,O,O,X
SJZTIOL,O,O,O,O,O,X,O,O,O,X
SJZTLIO,O,O,O,O,O,X,O,O,O,X
SJZTLOI,O,O,O,O,O,O,O,O,O,X
SJZTOIL,O,O,O,O,O,X,O,X,O,X
SJZTOLI,O,O,O,O,O,X,O,O,O,X
SJZITLO,O,O,O,O,O,X,O,O,O,X
SJZITOL,O,O,O,O,O,X,O,X,O,X
SJZILTO,O,O,O,O,O,X,O,O,O,X
SJZILOT,O,X,O,O,O,X,O,O,O,X
SJZIOTL,O,O,X,X,O,X,O,X,O,X
SJZIOLT,O,X,X,O,O,X,O,X,O,X
SJZLTIO,O,O,O,O,O,X,O,O,O,X
SJZLTOI,O,O,O,O,O,O,O,O,O,X
SJZLITO,O,O,O,O,O,X,O,O,O,X
SJZLIOT,O,X,O,O,O,X,O,O,O,X
SJZLOTI,O,X,O,O,O,O,O,O,O,X
SJZLOIT,O,X,O,O,O,O,O,O,O,X
SJZOTIL,O,O,X,X,O,O,O,X,O,X
SJZOTLI,O,O,X,X,O,O,O,O,O,X
SJZOITL,O,O,X,X,O,O,O,X,O,X
SJZOILT,O,X,X,O,O,O,O,X,O,X
SJZOLTI,O,X,X,O,O,O,O,O,O,X
SJZOLIT,O,X,X,O,O,O,O,O,O,X
SJOTILZ,X,X,X,X,X,X,O,X,O,X
SJOTIZL,X,X,X,X,X,X,O,X,O,X
SJOTLIZ,X,O,X,X,X,X,O,X,O,X
