sequence,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufB3bBqiBT?eBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBGeBqkBz?iBllB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhF3bBGeBqkBz?iBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel6IvhF3bBuiBcjBK?kBRlBTqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFlbBuiBcjBy?kBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFCeB0gBXjBx?pBmpBlqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel7IvhFGeBifBziB0?fBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufBqiBTeB0?gBVqB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeG+IvhFxfBziB0kBl?lBikB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jei6IvhFGeB1kB0gBz?iBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBFjBGqBf?qBzqBCtB
JZTLOIS,O,X,X,O,X,X,X,O,X,X,X
JZTLOSI,O,X,X,O,X,X,X,O,X,X,X
JZTSILO,O,X,X,X,O,X,X,O,X,X,X
JZTSIOL,O,X,X,X,O,X,X,X,X,X,X
JZTSLIO,O,X,X,O,X,X,X,O,X,X,X
JZTSLOI,O,X,X,O,X,X,X,O,X,X,X
JZTSOIL,O,X,X,X,X,X,X,X,X,X,X
JZTSOLI,O,X,X,O,X,X,X,X,X,X,X
JZTOILS,O,X,X,X,O,X,X,O,O,X,X
JZTOISL,O,X,X,X,O,X,X,X,O,X,X
JZTOLIS,O,X,X,O,X,X,X,O,O,X,X
JZTOLSI,O,X,X,O,X,X,X,O,X,X,X
JZTOSIL,O,X,X,X,X,X,X,X,O,X,X
JZTOSLI,O,X,X,O,X,X,X,X,X,X,X
JZITLSO,O,X,X,X,O,X,X,X,X,X,X
JZITLOS,O,X,X,X,O,X,X,X,X,O,X
JZITSLO,O,X,X,X,O,O,X,X,X,X,O
JZITSOL,O,X,X,X,O,O,X,X,X,X,O
JZITOLS,O,X,X,X,O,X,X,X,X,O,X
JZITOSL,O,X,X,X,O,O,X,X,X,O,X
JZILTSO,O,X,X,O,O,X,X,X,X,X,X
JZILTOS,O,X,X,O,O,X,X,X,X,X,X
JZILSTO,O,X,X,O,O,O,X,X,X,X,X
JZILSOT,O,X,X,O,O,O,X,X,X,X,X
JZILOTS,O,X,X,O,O,X,X,X,X,X,X
JZILOST,O,X,X,O,O,O,X,X,X,X,X
JZISTLO,O,X,X,X,O,O,X,X,X,X,O
JZISTOL,X,X,X,X,O,O,X,X,X,X,O
JZISLTO,O,X,X,O,O,O,X,X,X,X,O
JZISLOT,O,X,X,O,O,O,X,X,X,X,X
JZISOTL,X,X,X,X,O,O,X,X,X,X,O
JZISOLT,O,X,X,O,O,O,X,X,X,X,X
JZIOTLS,X,X,X,X,O,X,X,X,O,O,X
JZIOTSL,X,X,X,X,O,O,X,X,O,O,X
JZIOLTS,O,X,X,O,O,X,X,X,O,O,X
JZIOLST,O,X,X,O,O,O,X,X,X,X,X
JZIOSTL,X,X,X,X,O,O,X,X,O,O,X
JZIOSLT,O,X,X,O,O,O,X,X,X,X,X
JZLTISO,O,X,X,O,O,X,X,O,X,X,X
JZLTIOS,O,X,X,O,O,X,X,O,X,X,X
JZLTSIO,O,X,X,O,X,X,X,O,X,X,X
JZLTSOI,O,X,X,O,X,X,X,O,X,X,X
JZLTOIS,O,X,X,O,X,X,X,O,X,X,X
JZLTOSI,O,X,X,O,X,X,X,O,X,X,X
JZLITSO,O,X,X,O,O,X,X,X,X,X,X
JZLITOS,O,X,X,O,O,X,X,X,X,X,X
JZLISTO,O,X,X,O,O,X,X,X,X,X,X
JZLISOT,O,X,X,O,O,X,X,X,X,X,X
JZLIOTS,O,X,X,O,O,X,X,X,X,X,X
JZLIOST,O,X,X,O,O,X,X,X,X,X,X
JZLSTIO,O,X,X,O,X,X,X,X,X,X,X
JZLSTOI,O,X,X,O,X,X,X,X,X,X,X
JZLSITO,O,X,X,O,X,X,X,X,X,X,X
JZLSIOT,O,X,X,O,X,X,X,X,X,X,X
JZLSOTI,O,X,X,O,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,O,X,X,X
JZLOTSI,O,X,X,O,X,X,X,O,X,X,X
JZLOITS,O,X,X,O,X,X,X,X,X,X,X
JZLOIST,O,X,X,O,X,X,X,X,X,X,X
JZLOSTI,O,X,X,O,X,X,X,X,X,X,X
JZLOSIT,O,X,X,O,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,O,X,X,X,X,X,X
JZSTIOL,X,X,X,X,O,X,X,X,X,X,X
JZSTLIO,O,X,X,O,X,X,X,X,X,X,X
JZSTLOI,O,X,X,O,X,X,X,X,X,X,X
JZSTOIL,X,X,X,X,X,X,X,X,X,X,X
JZSTOLI,X,X,X,O,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,O,O,X,X,X,X,X
JZSITOL,X,X,X,X,O,O,X,X,X,X,X
JZSILTO,O,X,X,O,O,O,X,X,X,X,X
JZSILOT,O,X,X,O,O,O,X,X,X,X,X
JZSIOTL,X,X,X,X,O,O,X,X,X,X,X
JZSIOLT,O,X,X,O,O,O,X,X,X,X,X
JZSLTIO,O,X,X,O,X,X,X,X,X,X,X
JZSLTOI,O,X,X,O,X,X,X,X,X,X,X
JZSLITO,O,X,X,O,X,O,X,X,X,X,X
JZSLIOT,O,X,X,O,X,O,X,X,X,X,X
JZSLOTI,O,X,X,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X,X,X
JZSOTIL,X,X,X,X,X,X,X,X,X,X,X
JZSOTLI,X,X,X,O,X,X,X,X,X,X,X
JZSOITL,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,O,X,X,X,X,X,X,X
JZSOLTI,O,X,X,O,X,X,X,X,X,X,X
JZSOLIT,O,X,X,O,X,X,X,X,X,X,X
JZOTILS,X,X,X,X,O,X,X,X,O,O,X
JZOTISL,X,X,X,X,O,X,X,X,O,O,X
JZOTLIS,X,X,X,O,X,X,X,X,O,X,X
JZOTLSI,X,X,X,O,X,X,X,X,X,X,X
JZOTSIL,X,X,X,X,X,X,X,X,O,X,X
JZOTSLI,X,X,X,O,X,X,X,X,X,X,X
JZOITLS,X,X,X,X,O,X,X,X,O,O,X
JZOITSL,X,X,X,X,O,X,X,X,O,O,X
JZOILTS,O,X,X,O,O,X,X,X,O,O,X
JZOILST,O,X,X,O,O,X,X,X,X,X,X
JZOISTL,X,X,X,X,O,X,X,X,O,O,X
JZOISLT,O,X,X,O,O,X,X,X,X,X,X
JZOLTIS,O,X,X,O,X,X,X,X,O,X,X
JZOLTSI,O,X,X,O,X,X,X,X,X,X,X
JZOLITS,O,X,X,O,X,X,X,X,O,O,X
JZOLIST,O,X,X,O,X,X,X,X,X,X,X
JZOLSTI,O,X,X,O,X,X,X,X,X,X,X
JZOLSIT,O,X,X,O,X,X,X,X,X,X,X
JZOSTIL,X,X,X,X,X,X,X,X,O,X,X
JZOSTLI,X,X,X,O,X,X,X,X,X,X,X
JZOSITL,X,X,X,X,X,X,X,X,O,O,X
JZOSILT,O,X,X,O,X,X,X,X,X,X,X
JZOSLTI,O,X,X,O,X,X,X,X,X,X,X
JZOSLIT,O,X,X,O,X,X,X,X,X,X,X
JOTILSZ,X,O,O,X,X,X,O,X,X,O,X
JOTILZS,X,O,O,X,X,X,O,X,O,O,X
JOTISLZ,X,X,O,X,X,X,O,X,X,O,X
JOTISZL,X,X,X,X,X,X,O,X,O,O,O
JOTIZLS,X,X,X,X,X,X,O,X,O,O,X
JOTIZSL,X,X,X,X,X,X,O,X,O,O,X
JOTLISZ,X,O,O,X,X,X,O,X,X,X,X
JOTLIZS,X,O,O,X,X,X,O,X,O,X,X
JOTLSIZ,X,O,O,X,X,X,X,X,X,X,X
JOTLSZI,X,O,O,X,X,X,X,X,X,X,X
JOTLZIS,X,O,O,X,X,X,X,X,O,X,X
JOTLZSI,X,O,O,X,X,X,X,X,X,X,X
JOTSILZ,X,X,O,X,X,X,O,X,X,X,X
JOTSIZL,X,X,X,X,X,X,O,X,O,X,X
JOTSLIZ,X,O,O,X,X,X,X,X,X,X,X
JOTSLZI,X,O,O,X,X,X,X,X,X,X,X
JOTSZIL,X,X,X,X,X,X,X,X,O,X,X
JOTSZLI,X,X,O,X,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,X,O,X,O,O,X
JOTZISL,X,X,X,X,X,X,O,X,O,O,X
JOTZLIS,X,O,O,X,X,X,X,X,O,X,X
JOTZLSI,X,O,O,X,X,X,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,X,X,O,X,X
JOTZSLI,X,X,O,X,X,X,X,X,X,X,X
JOITLSZ,X,O,O,X,X,X,O,X,X,O,X
JOITLZS,X,O,O,X,X,X,O,X,O,O,X
JOITSLZ,X,X,O,X,X,X,O,X,X,O,X
JOITSZL,X,X,X,X,X,X,O,X,O,O,O
JOITZLS,X,X,X,X,X,X,O,X,O,O,X
JOITZSL,X,X,X,X,X,X,O,X,O,O,X
JOILTSZ,X,O,O,X,X,X,O,X,X,O,X
JOILTZS,X,O,O,X,X,X,O,X,X,O,X
JOILSTZ,X,O,O,X,X,X,O,X,X,X,X
JOILSZT,X,O,X,X,X,X,O,X,X,X,X
JOILZTS,X,O,O,X,X,X,O,X,X,O,X
JOILZST,X,O,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,O,X,X,X,O,X,X,O,X
JOISTZL,X,X,X,X,X,X,O,X,X,O,O
JOISLTZ,X,O,O,X,X,X,O,X,X,X,X
JOISLZT,X,O,X,X,X,X,O,X,X,X,X
JOISZTL,X,X,X,X,X,X,O,X,X,O,O
JOISZLT,X,X,X,X,X,X,O,X,X,X,X
JOIZTLS,X,X,X,X,X,X,O,X,O,O,X
JOIZTSL,X,X,X,X,X,X,O,X,O,O,X
JOIZLTS,X,O,O,X,X,X,O,X,O,O,X
JOIZLST,X,O,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,X,O,X,O,O,X
JOIZSLT,X,X,X,X,X,X,O,X,X,X,X
JOLTISZ,X,O,O,X,X,X,O,X,X,X,X
JOLTIZS,X,O,O,X,X,X,O,X,O,X,X
JOLTSIZ,X,O,O,X,X,X,X,X,X,X,X
JOLTSZI,X,O,O,O,X,X,X,X,X,X,X
JOLTZIS,X,O,O,O,X,X,X,X,O,X,X
JOLTZSI,X,O,O,O,X,X,X,X,X,X,X
JOLITSZ,X,O,O,O,X,X,O,X,X,O,X
JOLITZS,X,O,O,O,X,X,O,X,X,O,X
JOLISTZ,X,O,O,O,X,X,O,X,X,X,X
JOLISZT,X,O,X,O,X,X,O,X,X,X,X
JOLIZTS,X,O,O,O,X,X,O,X,X,O,X
JOLIZST,X,O,X,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,O,X,X,X,X,X,X,X,X
JOLSTZI,X,O,O,O,X,X,X,X,X,X,X
JOLSITZ,X,O,O,O,X,X,X,X,X,X,X
JOLSIZT,X,O,X,O,X,X,X,X,X,X,X
JOLSZTI,X,X,X,O,X,X,X,X,X,X,X
JOLSZIT,X,O,X,O,X,X,X,X,X,X,X
JOLZTIS,X,O,O,O,X,X,X,X,O,X,X
JOLZTSI,X,O,O,O,X,X,X,X,X,X,X
JOLZITS,X,O,O,O,X,X,X,X,O,O,X
JOLZIST,X,O,X,O,X,X,X,X,X,X,X
JOLZSTI,X,X,X,O,X,X,X,X,X,X,X
JOLZSIT,X,O,X,O,X,X,X,X,X,X,X
JOSTILZ,X,X,O,X,X,X,O,X,X,X,X
JOSTIZL,X,X,X,X,X,X,O,X,O,X,X
JOSTLIZ,X,O,O,X,X,X,X,X,X,X,X
JOSTLZI,X,O,O,X,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,X,X,X,O,X,X
JOSTZLI,X,X,O,X,X,X,X,X,X,X,X
JOSITLZ,X,X,O,X,X,X,O,X,X,O,X
JOSITZL,X,X,X,X,X,X,O,X,X,O,X
JOSILTZ,X,O,O,X,X,X,O,X,X,X,X
JOSILZT,X,O,X,X,X,X,O,X,X,X,X
JOSIZTL,X,X,X,X,X,X,O,X,X,O,X
JOSIZLT,X,X,X,X,X,X,O,X,X,X,X
JOSLTIZ,X,O,O,X,X,X,X,X,X,X,X
JOSLTZI,X,O,O,O,X,X,X,X,X,X,X
JOSLITZ,X,O,O,O,X,X,X,X,X,X,X
JOSLIZT,X,O,X,O,X,X,X,X,X,X,X
JOSLZTI,X,X,X,O,X,X,X,X,X,X,X
JOSLZIT,X,O,X,O,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,X,X,X,X,O,X,X
JOSZTLI,X,X,O,O,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X,X,O,O,X
JOSZILT,X,X,X,O,X,X,X,X,X,X,X
JOSZLTI,X,X,X,O,X,X,X,X,X,X,X
JOSZLIT,X,X,X,O,X,X,X,X,X,X,X
JOZTILS,X,X,X,X,X,X,O,X,O,O,X
JOZTISL,X,X,X,X,X,X,O,X,O,O,X
JOZTLIS,X,O,O,O,X,X,X,X,O,X,X
JOZTLSI,X,O,O,O,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,X,X,X,X,O,X,X
JOZTSLI,X,X,O,O,X,X,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,O,X,O,O,X
JOZITSL,X,X,X,X,X,X,O,X,O,O,X
JOZILTS,X,O,O,O,X,X,O,X,O,O,X
JOZILST,X,O,X,O,X,X,X,X,X,X,X
JOZISTL,X,X,X,X,X,X,O,X,O,O,X
JOZISLT,X,X,X,O,X,X,O,X,X,X,X
JOZLTIS,X,O,O,O,X,X,X,X,O,X,X
JOZLTSI,X,O,O,O,X,X,X,X,X,X,X
JOZLITS,X,O,O,O,X,X,X,X,O,O,X
JOZLIST,X,O,X,O,X,X,X,X,X,X,X
JOZLSTI,X,X,X,O,X,X,X,X,X,X,X
JOZLSIT,X,O,X,O,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,X,X,X,O,X,X
JOZSTLI,X,X,O,O,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,O,O,X
JOZSILT,X,X,X,O,X,X,X,X,X,X,X
JOZSLTI,X,X,X,O,X,X,X,X,X,X,X
JOZSLIT,X,X,X,O,X,X,X,X,X,X,X
STILJZO,O,X,X,X,O,O,X,O,X,X,X
STILJOZ,O,X,O,X,O,O,O,O,X,X,X
STILZJO,O,X,X,X,O,O,X,O,X,X,X
STILZOJ,O,X,O,X,O,X,O,O,X,X,X
STILOJZ,O,X,O,X,O,X,O,O,X,X,X
STILOZJ,O,X,O,X,O,X,O,O,X,X,X
STIJLZO,O,X,X,X,O,O,X,O,X,X,O
STIJLOZ,O,X,X,X,O,O,O,O,X,X,X
STIJZLO,O,X,X,X,O,O,X,O,X,X,O
STIJZOL,X,X,X,X,O,O,X,X,X,X,O
STIJOLZ,O,X,X,X,X,O,O,X,X,X,X
STIJOZL,X,X,X,X,X,O,O,X,X,X,O
STIZLJO,O,X,X,X,O,O,X,O,X,X,X
STIZLOJ,O,X,X,X,O,X,O,O,X,X,X
STIZJLO,O,X,X,X,O,O,X,O,X,X,X
STIZJOL,X,X,X,X,O,O,X,X,X,X,X
STIZOLJ,X,X,X,X,O,X,O,X,X,X,X
STIZOJL,X,X,X,X,O,X,O,X,X,X,X
STIOLJZ,O,X,O,X,O,X,O,X,X,X,X
STIOLZJ,O,X,O,X,O,X,O,X,X,X,X
STIOJLZ,O,X,O,X,X,X,O,X,X,X,X
STIOJZL,X,X,X,X,X,X,O,X,O,X,X
STIOZLJ,X,X,X,X,O,X,O,X,X,X,X
STIOZJL,X,X,X,X,O,X,O,X,X,X,X
STLIJZO,O,X,X,O,X,O,X,O,X,X,X
STLIJOZ,O,X,O,X,X,O,X,O,X,X,X
STLIZJO,O,X,X,O,X,O,X,O,X,X,X
STLIZOJ,O,O,O,O,X,X,X,O,X,X,X
STLIOJZ,O,O,O,X,X,X,X,O,X,X,X
STLIOZJ,O,O,O,O,X,X,X,O,X,X,X
STLJIZO,O,X,X,X,X,X,X,O,X,X,X
STLJIOZ,O,X,O,X,X,X,X,O,X,X,X
STLJZIO,O,X,X,O,X,X,X,O,X,X,X
STLJZOI,O,X,X,O,X,X,X,O,X,X,X
STLJOIZ,O,X,O,X,X,X,X,O,X,X,X
STLJOZI,O,X,O,X,X,X,X,O,X,X,X
STLZIJO,O,X,X,O,X,O,X,O,X,X,X
STLZIOJ,O,O,O,O,X,X,X,O,X,X,X
STLZJIO,O,X,X,O,X,X,X,O,X,X,X
STLZJOI,O,X,X,O,X,X,X,O,X,X,X
STLZOIJ,O,O,O,X,X,X,X,O,X,X,X
STLZOJI,O,O,O,O,X,X,X,O,X,X,X
STLOIJZ,O,O,O,X,X,X,X,O,X,X,X
STLOIZJ,O,O,O,X,X,X,X,O,X,X,X
STLOJIZ,O,O,O,X,X,X,X,O,X,X,X
STLOJZI,O,O,O,X,X,X,X,O,X,X,X
STLOZIJ,O,O,O,X,X,X,X,O,X,X,X
STLOZJI,O,O,O,O,X,X,X,O,X,X,X
STJILZO,O,X,X,X,X,X,X,O,X,X,O
STJILOZ,O,X,X,X,X,X,X,O,X,X,X
STJIZLO,O,X,X,X,X,X,X,O,X,X,O
STJIZOL,X,X,X,X,X,X,X,X,X,X,O
STJIOLZ,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,X,X,X,O
STJLIZO,O,X,X,X,X,X,X,O,X,X,X
STJLIOZ,O,X,O,X,X,X,X,O,X,X,X
STJLZIO,O,X,X,X,X,X,X,O,X,X,X
STJLZOI,O,X,X,X,X,X,X,O,X,X,X
STJLOIZ,O,X,O,X,X,X,X,O,X,X,X
STJLOZI,O,X,O,X,X,X,X,O,X,X,X
STJZILO,O,X,X,X,X,X,X,O,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,O,X,X,X
STJZLOI,O,X,X,X,X,X,X,O,X,X,X
STJZOIL,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X,X,X,X
STJOLZI,O,X,O,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,O,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,O,O,X,O,X,X,X
STZILOJ,O,X,X,X,O,X,X,O,X,X,X
STZIJLO,O,X,X,X,O,O,X,O,X,X,X
STZIJOL,X,X,X,X,O,O,X,X,X,X,X
STZIOLJ,X,X,X,X,O,X,X,X,X,X,X
STZIOJL,X,X,X,X,O,X,X,X,O,X,X
STZLIJO,O,X,X,O,X,O,X,O,X,X,X
STZLIOJ,O,X,O,O,X,X,X,O,X,X,X
STZLJIO,O,X,X,O,X,X,X,O,X,X,X
STZLJOI,O,X,X,O,X,X,X,O,X,X,X
STZLOIJ,O,X,O,X,X,X,X,O,X,X,X
STZLOJI,O,X,O,O,X,X,X,O,X,X,X
STZJILO,O,X,X,X,O,X,X,O,X,X,X
STZJIOL,X,X,X,X,O,X,X,X,X,X,X
STZJLIO,O,X,X,O,X,X,X,O,X,X,X
STZJLOI,O,X,X,O,X,X,X,O,X,X,X
STZJOIL,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,O,X,X,X,X,X,X,X
STZOILJ,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,X,X,X,X,X,X,X,O,X,X
STZOLIJ,X,X,O,O,X,X,X,X,X,X,X
STZOLJI,X,X,O,O,X,X,X,X,X,X,X
STZOJIL,X,X,X,X,X,X,X,X,O,X,X
STZOJLI,X,X,O,O,X,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,O,X,X,X,X
STOILZJ,O,X,O,X,X,X,O,X,X,X,X
STOIJLZ,O,X,O,X,X,X,O,X,X,X,X
STOIJZL,X,X,X,X,X,X,O,X,O,X,X
STOIZLJ,X,X,X,X,X,X,O,X,X,X,X
STOIZJL,X,X,X,X,X,X,O,X,X,X,X
STOLIJZ,O,O,O,O,X,X,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,X,X,X,X,X
STOLJIZ,O,O,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,X,X,X,X,X,X,X
STOLZJI,O,O,O,O,X,X,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,O,X,X,X,X
STOJIZL,X,X,X,X,X,X,O,X,O,X,X
STOJLIZ,O,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,X,X,X,X,X,O,X,X
STOJZLI,X,X,O,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,X,X,X,X,X,X,O,X,X
STOZLIJ,X,X,O,O,X,X,X,X,X,X,X
STOZLJI,X,X,O,O,X,X,X,X,X,X,X
STOZJIL,X,X,X,X,X,X,X,X,O,X,X
STOZJLI,X,X,O,O,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,O,O,X,O,X,X,X
SITLJOZ,O,X,O,X,O,O,O,O,X,X,X
SITLZJO,O,X,X,X,O,O,X,O,X,X,X
SITLZOJ,O,X,O,X,O,X,O,O,X,O,X
SITLOJZ,O,X,O,X,O,X,O,O,X,O,X
SITLOZJ,O,X,O,X,O,X,O,O,X,O,X
SITJLZO,O,X,X,X,O,O,X,O,X,X,O
SITJLOZ,O,X,X,X,O,O,O,O,X,X,X
SITJZLO,O,X,X,X,O,O,X,O,X,X,O
SITJZOL,X,X,X,X,O,O,X,X,X,X,O
SITJOLZ,O,X,X,X,X,O,O,X,X,X,X
SITJOZL,X,X,X,X,X,O,O,X,X,X,O
SITZLJO,O,X,X,X,O,O,X,O,X,X,X
SITZLOJ,O,X,X,X,O,X,O,O,X,O,X
SITZJLO,O,X,X,X,O,O,X,O,X,X,X
SITZJOL,X,X,X,X,O,O,X,X,X,X,X
SITZOLJ,X,X,X,X,O,X,O,X,X,O,X
SITZOJL,X,X,X,X,O,X,O,X,X,O,X
SITOLJZ,O,X,O,X,O,X,O,X,X,O,X
SITOLZJ,O,X,O,X,O,X,O,X,X,O,X
SITOJLZ,O,X,O,X,X,X,O,X,X,O,X
SITOJZL,X,X,X,X,X,X,O,X,X,O,X
SITOZLJ,X,X,X,X,O,X,O,X,X,O,X
SITOZJL,X,X,X,X,O,X,O,X,X,O,X
SILTJZO,O,X,X,O,O,O,X,O,X,X,X
SILTJOZ,O,X,O,X,O,O,O,O,X,X,X
SILTZJO,O,X,X,O,O,O,X,O,X,X,X
SILTZOJ,O,O,O,O,O,X,O,O,X,X,X
SILTOJZ,O,O,O,X,O,X,O,O,X,X,X
SILTOZJ,O,O,O,O,O,X,O,O,X,X,X
SILJTZO,X,X,X,O,O,O,X,X,X,X,X
SILJTOZ,O,X,X,X,O,O,O,X,X,X,X
SILJZTO,X,X,X,O,O,O,X,X,X,X,X
SILJZOT,O,X,X,O,O,O,X,X,X,X,X
SILJOTZ,O,X,X,X,O,O,O,X,X,X,X
SILJOZT,O,X,X,X,O,O,O,X,X,X,X
SILZTJO,O,X,X,O,O,O,X,X,X,X,X
SILZTOJ,O,X,X,O,O,X,O,X,X,X,X
SILZJTO,O,X,X,O,O,O,X,X,X,X,X
SILZJOT,O,X,X,O,O,O,X,X,X,X,X
SILZOTJ,O,X,X,O,O,X,O,X,X,X,X
SILZOJT,O,O,X,O,O,O,O,X,X,X,X
SILOTJZ,O,O,O,X,O,X,O,O,X,X,X
SILOTZJ,O,O,O,O,O,X,O,O,X,X,X
SILOJTZ,O,O,O,X,O,O,O,X,X,X,X
SILOJZT,O,O,X,X,O,O,O,X,X,X,X
SILOZTJ,O,X,X,O,O,X,O,X,X,X,X
SILOZJT,O,O,X,O,O,O,O,X,X,X,X
SIJTLZO,X,X,X,X,O,O,X,X,X,X,O
SIJTLOZ,O,X,X,X,O,O,O,X,X,X,X
SIJTZLO,X,X,X,X,O,O,X,X,X,X,O
SIJTZOL,X,X,X,X,O,O,X,X,X,X,O
SIJTOLZ,X,X,X,X,X,O,O,X,X,X,X
SIJTOZL,X,X,X,X,X,O,O,X,X,X,O
SIJLTZO,X,X,X,X,O,O,X,X,X,X,O
SIJLTOZ,O,X,X,X,O,O,O,X,X,X,X
SIJLZTO,X,X,X,X,O,O,X,X,X,X,O
SIJLZOT,O,X,X,X,O,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,O,O,X,X,X,X
SIJLOZT,O,X,X,X,O,O,O,X,X,X,X
SIJZTLO,X,X,X,X,O,O,X,X,X,X,O
SIJZTOL,X,X,X,X,O,O,X,X,X,X,O
SIJZLTO,X,X,X,X,O,O,X,X,X,X,O
SIJZLOT,O,X,X,X,O,O,X,X,X,X,X
SIJZOTL,X,X,X,X,O,O,X,X,X,X,O
SIJZOLT,X,X,X,X,O,O,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,O,X,X,X,X
SIJOTZL,X,X,X,X,X,O,O,X,X,X,O
SIJOLTZ,O,X,X,X,X,O,O,X,X,X,X
SIJOLZT,O,X,X,X,X,O,O,X,X,X,X
SIJOZTL,X,X,X,X,X,O,O,X,X,X,O
SIJOZLT,X,X,X,X,X,O,O,X,X,X,X
SIZTLJO,O,X,X,X,O,O,X,X,X,X,X
SIZTLOJ,O,X,X,X,O,X,O,X,X,O,X
SIZTJLO,O,X,X,X,O,O,X,X,X,X,X
SIZTJOL,O,X,X,X,O,O,X,X,X,X,X
SIZTOLJ,O,X,X,X,O,X,O,X,X,O,X
SIZTOJL,O,X,X,X,O,X,O,X,X,O,X
SIZLTJO,O,X,X,O,O,O,X,X,X,X,X
SIZLTOJ,O,X,X,O,O,X,O,X,X,X,X
SIZLJTO,O,X,X,O,O,O,X,X,X,X,X
SIZLJOT,O,X,X,O,O,O,X,X,X,X,X
SIZLOTJ,O,X,X,O,O,X,O,X,X,X,X
SIZLOJT,O,X,X,O,O,O,O,X,X,X,X
SIZJTLO,O,X,X,X,O,O,X,X,X,X,X
SIZJTOL,X,X,X,X,O,O,X,X,X,X,X
SIZJLTO,O,X,X,O,O,O,X,X,X,X,X
SIZJLOT,O,X,X,O,O,O,X,X,X,X,X
SIZJOTL,X,X,X,X,O,O,X,X,X,X,X
SIZJOLT,O,X,X,O,O,O,X,X,X,X,X
SIZOTLJ,X,X,X,X,O,X,O,X,X,O,X
SIZOTJL,X,X,X,X,O,X,O,X,X,O,X
SIZOLTJ,O,X,X,O,O,X,O,X,X,X,X
SIZOLJT,O,X,X,O,O,O,O,X,X,X,X
SIZOJTL,X,X,X,X,O,O,O,X,X,O,X
SIZOJLT,O,X,X,O,O,O,O,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,O,X,X,O,X
SIOTLZJ,X,X,O,X,O,X,O,X,X,O,X
SIOTJLZ,X,X,O,X,X,X,O,X,X,O,X
SIOTJZL,X,X,X,X,X,X,O,X,X,O,X
SIOTZLJ,X,X,X,X,O,X,O,X,X,O,X
SIOTZJL,X,X,X,X,O,X,O,X,X,O,X
