sequence,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhF0cBTeBflBl?gBOrBCqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBifB3?gB1pBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFFbB0cBTeBq?kB3gBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeO/IvhFXbB0cBTeB1?pBxlBarB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBFmBmqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBlgBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFTeBflB0gBl?hBClBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhFTeBKkBflB0?gBlhBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex7IvhFTeBOkBXgBl?hBarB0pB
SIZOJLT,O,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,O,X,X,X,X,X
SIOTLZJ,X,O,X,O,X,X,O,X,X
SIOTJLZ,O,X,X,O,X,X,X,X,X
SIOTJZL,O,O,X,O,X,X,O,X,X
SIOTZLJ,X,O,X,O,X,X,O,X,X
SIOTZJL,X,O,X,O,X,X,O,X,X
SIOLTJZ,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,O,X,X
SIOLJTZ,O,X,O,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X
SIOLZTJ,X,O,O,X,X,X,O,X,X
SIOLZJT,X,X,O,X,X,X,X,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,O,X,X
SIOJLTZ,O,X,O,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,O,X,X
SIOJZLT,O,X,O,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,X,O,X,X
SIOZTJL,X,O,X,O,X,X,O,X,X
SIOZLTJ,X,O,O,X,X,X,O,X,X
SIOZLJT,X,X,O,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,O,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X
SLTIJZO,X,O,O,X,O,O,X,X,O
SLTIJOZ,X,O,O,X,O,O,X,X,O
SLTIZJO,X,O,O,X,O,O,X,O,O
SLTIZOJ,X,O,O,X,O,O,O,O,O
SLTIOJZ,X,O,O,X,O,O,X,X,O
SLTIOZJ,X,O,O,X,O,O,O,O,O
SLTJIZO,X,O,O,X,O,O,X,X,O
SLTJIOZ,X,O,O,X,O,O,X,X,O
SLTJZIO,X,O,O,X,O,O,X,O,O
SLTJZOI,X,O,O,X,O,O,X,O,O
SLTJOIZ,X,O,O,X,O,O,X,X,O
SLTJOZI,X,O,O,X,O,O,X,O,O
SLTZIJO,X,O,O,X,O,O,X,O,O
SLTZIOJ,X,O,O,X,O,O,O,O,O
SLTZJIO,X,O,O,X,O,O,X,O,O
SLTZJOI,X,O,O,X,O,O,X,O,O
SLTZOIJ,X,O,O,X,O,O,O,O,O
SLTZOJI,X,O,O,X,O,O,X,O,O
SLTOIJZ,X,O,O,X,O,O,X,X,O
SLTOIZJ,X,O,O,X,O,O,O,O,O
SLTOJIZ,X,O,O,X,O,O,X,X,O
SLTOJZI,X,O,O,X,O,O,X,O,O
SLTOZIJ,X,O,O,X,O,O,O,O,O
SLTOZJI,X,O,O,X,O,O,X,O,O
SLITJZO,X,X,O,X,O,O,X,X,O
SLITJOZ,X,X,O,X,O,O,X,X,O
SLITZJO,X,X,O,X,O,O,X,O,O
SLITZOJ,X,X,O,X,O,O,O,O,O
SLITOJZ,X,X,O,X,O,O,X,X,O
SLITOZJ,X,X,O,X,O,O,O,O,O
SLIJTZO,O,X,O,X,O,O,X,X,O
SLIJTOZ,O,X,O,X,O,O,X,X,O
SLIJZTO,O,X,O,X,X,O,X,O,X
SLIJZOT,O,X,O,X,O,O,X,O,X
SLIJOTZ,O,X,O,X,O,O,X,X,O
SLIJOZT,O,X,O,X,O,O,X,O,X
SLIZTJO,X,X,O,X,O,O,X,O,X
SLIZTOJ,X,X,O,X,O,O,O,O,X
SLIZJTO,X,X,O,X,X,O,X,O,X
SLIZJOT,X,X,O,X,O,O,X,O,X
SLIZOTJ,X,O,O,X,O,O,O,O,X
SLIZOJT,X,X,O,X,O,O,X,O,X
SLIOTJZ,X,X,O,X,O,O,X,X,O
SLIOTZJ,X,X,O,X,O,O,O,O,O
SLIOJTZ,O,X,O,X,O,O,X,X,O
SLIOJZT,O,X,O,X,O,O,X,O,X
SLIOZTJ,X,O,O,X,O,O,O,O,X
SLIOZJT,X,X,O,X,O,O,X,O,X
SLJTIZO,O,X,O,X,O,O,X,X,O
SLJTIOZ,O,X,O,X,O,O,X,X,O
SLJTZIO,O,X,O,X,O,O,X,O,O
SLJTZOI,O,X,O,X,O,O,X,O,O
SLJTOIZ,O,X,O,X,O,O,X,X,O
SLJTOZI,O,X,O,X,O,O,X,O,O
SLJITZO,O,X,O,X,O,O,X,X,O
SLJITOZ,O,X,O,X,O,O,X,X,O
SLJIZTO,O,X,O,X,X,O,X,O,X
SLJIZOT,O,X,O,X,O,O,X,O,X
SLJIOTZ,O,X,O,X,O,O,X,X,O
SLJIOZT,O,X,O,X,O,O,X,O,X
SLJZTIO,O,X,O,X,X,O,X,O,O
SLJZTOI,O,X,O,X,X,O,X,O,O
SLJZITO,O,X,O,X,X,O,X,O,X
SLJZIOT,O,X,O,X,O,O,X,O,X
SLJZOTI,O,X,O,X,X,O,X,O,O
SLJZOIT,O,X,O,X,O,O,X,O,X
SLJOTIZ,O,X,O,X,O,O,X,X,O
SLJOTZI,O,X,O,X,O,O,X,O,O
SLJOITZ,O,X,O,X,O,O,X,X,O
SLJOIZT,O,X,O,X,O,O,X,O,X
SLJOZTI,O,X,O,X,X,O,X,O,O
SLJOZIT,O,X,O,X,O,O,X,O,X
SLZTIJO,X,O,O,X,O,O,X,O,O
SLZTIOJ,X,O,O,X,O,O,O,O,O
SLZTJIO,X,O,O,X,O,O,X,O,O
SLZTJOI,X,O,O,X,O,O,X,O,O
SLZTOIJ,X,O,O,X,O,O,O,O,O
SLZTOJI,X,O,O,X,O,O,X,O,O
SLZITJO,X,X,O,X,O,O,X,O,X
SLZITOJ,X,X,O,X,O,O,O,O,X
SLZIJTO,X,X,O,X,X,O,X,O,X
SLZIJOT,X,X,O,X,O,O,X,O,X
SLZIOTJ,X,O,O,X,O,O,O,O,X
SLZIOJT,X,X,O,X,O,O,X,O,X
SLZJTIO,X,X,O,X,X,O,X,O,O
SLZJTOI,X,X,O,X,X,O,X,O,O
SLZJITO,X,X,O,X,X,O,X,O,X
SLZJIOT,X,X,O,X,O,O,X,O,X
SLZJOTI,X,X,O,X,X,O,X,O,O
SLZJOIT,X,X,O,X,O,O,X,O,X
SLZOTIJ,X,O,O,X,O,O,O,O,O
SLZOTJI,X,O,O,X,O,O,X,O,O
SLZOITJ,X,O,O,X,O,O,O,O,X
SLZOIJT,X,X,O,X,O,O,X,O,X
SLZOJTI,X,X,O,X,X,O,X,O,O
SLZOJIT,X,X,O,X,O,O,X,O,X
SLOTIJZ,X,O,O,X,O,O,X,X,O
SLOTIZJ,X,O,O,X,O,O,O,O,O
SLOTJIZ,X,O,O,X,O,O,X,X,O
SLOTJZI,X,O,O,X,O,O,X,O,O
SLOTZIJ,X,O,O,X,O,O,O,O,O
SLOTZJI,X,O,O,X,O,O,X,O,O
SLOITJZ,X,X,O,X,O,O,X,X,O
SLOITZJ,X,X,O,X,O,O,O,O,O
SLOIJTZ,O,X,O,X,O,O,X,X,O
SLOIJZT,O,X,O,X,O,O,X,O,X
SLOIZTJ,X,O,O,X,O,O,O,O,X
SLOIZJT,X,X,O,X,O,O,X,O,X
SLOJTIZ,O,X,O,X,O,O,X,X,O
SLOJTZI,O,X,O,X,O,O,X,O,O
SLOJITZ,O,X,O,X,O,O,X,X,O
SLOJIZT,O,X,O,X,O,O,X,O,X
SLOJZTI,O,X,O,X,X,O,X,O,O
SLOJZIT,O,X,O,X,O,O,X,O,X
SLOZTIJ,X,O,O,X,O,O,O,O,O
SLOZTJI,X,O,O,X,O,O,X,O,O
SLOZITJ,X,O,O,X,O,O,O,O,X
SLOZIJT,X,X,O,X,O,O,X,O,X
SLOZJTI,X,X,O,X,X,O,X,O,O
SLOZJIT,X,X,O,X,O,O,X,O,X
SJTILZO,O,O,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X,X
SJTIZLO,O,O,X,X,X,X,X,X,X
SJTIZOL,O,O,X,X,X,X,O,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X,O,X,X
SJTLIZO,O,O,O,X,X,X,X,X,X
SJTLIOZ,O,O,O,X,X,X,X,X,X
SJTLZIO,O,O,O,X,X,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,X,X
SJTLOZI,O,O,O,X,X,X,X,X,X
SJTZILO,O,O,X,X,X,X,X,X,X
SJTZIOL,O,O,X,X,X,X,O,X,X
SJTZLIO,O,O,O,X,X,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X,X,X
SJTZOIL,O,O,X,X,X,X,O,X,X
SJTZOLI,O,O,O,X,X,X,X,X,X
SJTOILZ,O,O,X,X,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,O,X,X
SJTOLIZ,O,O,O,X,X,X,X,X,X
SJTOLZI,O,O,O,X,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,O,X,X
SJTOZLI,O,O,O,X,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,O,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X
SJITOZL,O,O,X,X,X,X,O,X,X
SJILTZO,O,X,O,X,X,X,X,X,X
SJILTOZ,O,X,O,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,X,X,X,X
SJILZOT,O,O,O,X,X,X,X,X,X
SJILOTZ,O,X,O,X,X,X,X,X,X
SJILOZT,O,O,O,X,X,X,X,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,O,X,X
SJIZLTO,O,X,O,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X
SJIZOTL,O,O,X,X,X,X,O,X,X
SJIZOLT,O,O,O,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X,X
SJIOTZL,O,O,X,X,X,X,O,X,X
SJIOLTZ,O,X,O,X,X,X,X,X,X
SJIOLZT,O,O,O,X,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,O,X,X
SJIOZLT,O,O,O,X,X,X,X,X,X
SJLTIZO,O,O,O,X,X,O,X,X,O
SJLTIOZ,O,O,O,X,X,O,X,X,O
SJLTZIO,O,O,O,X,X,O,X,X,O
SJLTZOI,O,O,O,X,X,O,X,X,O
SJLTOIZ,O,O,O,X,X,O,X,X,O
SJLTOZI,O,O,O,X,X,O,X,X,O
SJLITZO,O,X,O,X,X,O,X,X,O
SJLITOZ,O,X,O,X,X,O,X,X,O
SJLIZTO,O,X,O,X,X,O,X,X,X
SJLIZOT,O,O,O,X,X,O,X,X,X
SJLIOTZ,O,X,O,X,X,O,X,X,O
SJLIOZT,O,O,O,X,X,O,X,X,X
SJLZTIO,O,O,O,X,X,O,X,X,O
SJLZTOI,O,O,O,X,X,O,X,X,O
SJLZITO,O,X,O,X,X,O,X,X,X
SJLZIOT,O,O,O,X,X,O,X,X,X
SJLZOTI,O,O,O,X,X,O,X,X,O
SJLZOIT,O,O,O,X,X,O,X,X,X
SJLOTIZ,O,O,O,X,X,O,X,X,O
SJLOTZI,O,O,O,X,X,O,X,X,O
SJLOITZ,O,X,O,X,X,O,X,X,O
SJLOIZT,O,O,O,X,X,O,X,X,X
SJLOZTI,O,O,O,X,X,O,X,X,O
SJLOZIT,O,O,O,X,X,O,X,X,X
SJZTILO,O,O,X,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,O,X,X
SJZTLIO,O,O,O,X,X,X,X,X,X
SJZTLOI,O,O,O,X,X,X,X,X,X
SJZTOIL,O,O,X,X,X,X,O,X,X
SJZTOLI,O,O,O,X,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,O,X,X
SJZILTO,O,X,O,X,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,X,X
SJZIOTL,O,O,X,X,X,X,O,X,X
SJZIOLT,O,O,O,X,X,X,X,X,X
SJZLTIO,O,O,O,X,X,O,X,X,X
SJZLTOI,O,O,O,X,X,O,X,X,X
SJZLITO,O,X,O,X,X,O,X,X,X
SJZLIOT,O,O,O,X,X,O,X,X,X
SJZLOTI,O,O,O,X,X,O,X,X,X
SJZLOIT,O,O,O,X,X,O,X,X,X
SJZOTIL,O,O,X,X,X,X,O,X,X
SJZOTLI,O,O,O,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,O,X,X
SJZOILT,O,O,O,X,X,X,X,X,X
SJZOLTI,O,O,O,X,X,O,X,X,X
SJZOLIT,O,O,O,X,X,O,X,X,X
SJOTILZ,O,O,X,X,X,X,X,X,X
SJOTIZL,O,O,X,X,X,X,O,X,X
SJOTLIZ,O,O,O,X,X,X,X,X,X
SJOTLZI,O,O,O,X,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,O,X,X
SJOTZLI,O,O,O,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X,X,X
SJOITZL,O,O,X,X,X,X,O,X,X
SJOILTZ,O,X,O,X,X,X,X,X,X
SJOILZT,O,O,O,X,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,O,X,X
SJOIZLT,O,O,O,X,X,X,X,X,X
SJOLTIZ,O,O,O,X,X,O,X,X,O
SJOLTZI,O,O,O,X,X,O,X,X,O
SJOLITZ,O,X,O,X,X,O,X,X,O
SJOLIZT,O,O,O,X,X,O,X,X,X
SJOLZTI,O,O,O,X,X,O,X,X,O
SJOLZIT,O,O,O,X,X,O,X,X,X
SJOZTIL,O,O,X,X,X,X,O,X,X
SJOZTLI,O,O,O,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,O,X,X
SJOZILT,O,O,O,X,X,X,X,X,X
SJOZLTI,O,O,O,X,X,O,X,X,X
SJOZLIT,O,O,O,X,X,O,X,X,X
SZTILJO,X,O,X,O,X,X,X,X,X
SZTILOJ,X,O,X,O,X,X,O,X,X
SZTIJLO,X,X,X,O,X,X,X,X,X
SZTIJOL,X,O,X,O,X,X,O,X,X
SZTIOLJ,X,O,X,O,X,X,O,X,X
SZTIOJL,X,O,X,O,X,X,O,X,X
SZTLIJO,X,O,O,X,O,X,X,X,X
SZTLIOJ,X,O,O,X,O,X,O,X,X
SZTLJIO,X,O,O,X,O,X,X,X,X
SZTLJOI,X,O,O,O,O,X,X,X,X
SZTLOIJ,X,O,O,X,O,X,O,X,X
SZTLOJI,X,O,O,O,O,X,X,X,X
SZTJILO,X,X,X,O,X,X,X,X,X
SZTJIOL,X,O,X,O,X,X,O,X,X
SZTJLIO,X,O,X,X,X,X,X,X,X
SZTJLOI,X,O,X,O,X,X,X,X,X
SZTJOIL,X,O,X,O,X,X,O,X,X
SZTJOLI,X,O,X,O,X,X,X,X,X
SZTOILJ,X,O,X,O,X,X,O,X,X
SZTOIJL,X,O,X,O,X,X,O,X,X
SZTOLIJ,X,O,O,X,O,X,O,X,X
SZTOLJI,X,O,O,O,O,X,X,X,X
SZTOJIL,X,O,X,O,X,X,O,X,X
SZTOJLI,X,O,X,O,X,X,X,X,X
SZITLJO,X,O,X,O,X,X,X,X,X
SZITLOJ,X,O,X,O,X,X,O,X,X
SZITJLO,X,X,X,O,X,X,X,X,X
SZITJOL,X,O,X,O,X,X,O,X,X
SZITOLJ,X,O,X,O,X,X,O,X,X
SZITOJL,X,O,X,O,X,X,O,X,X
SZILTJO,X,X,O,X,X,X,X,X,X
SZILTOJ,X,X,O,X,X,X,O,X,X
SZILJTO,X,X,O,X,X,X,X,X,X
SZILJOT,X,X,O,X,X,X,X,X,X
SZILOTJ,X,O,O,X,X,X,O,X,X
SZILOJT,X,X,O,X,X,X,X,X,X
SZIJTLO,O,X,X,X,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X,O,X,X
SZIJLTO,O,X,X,X,X,X,X,X,X
SZIJLOT,O,X,X,X,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,O,X,X
SZIJOLT,O,X,X,X,X,X,X,X,X
SZIOTLJ,X,O,X,O,X,X,O,X,X
SZIOTJL,X,O,X,O,X,X,O,X,X
SZIOLTJ,X,O,O,X,X,X,O,X,X
SZIOLJT,X,X,O,X,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,O,X,X
SZIOJLT,O,X,X,X,X,X,X,X,X
SZLTIJO,X,O,O,X,O,O,X,X,X
SZLTIOJ,X,O,O,X,O,O,O,X,X
SZLTJIO,X,O,O,X,O,O,X,X,X
SZLTJOI,X,O,O,X,O,O,X,X,X
SZLTOIJ,X,O,O,X,O,O,O,X,X
SZLTOJI,X,O,O,X,O,O,X,X,X
SZLITJO,X,X,O,X,X,O,X,X,X
SZLITOJ,X,X,O,X,O,O,O,X,X
SZLIJTO,X,X,O,X,X,X,X,X,X
SZLIJOT,X,X,O,X,O,O,X,X,X
SZLIOTJ,X,O,O,X,O,O,O,X,X
SZLIOJT,X,X,O,X,O,O,X,X,X
SZLJTIO,X,X,O,X,X,O,X,X,X
SZLJTOI,X,X,O,X,X,O,X,X,X
SZLJITO,X,X,O,X,X,X,X,X,X
SZLJIOT,X,X,O,X,O,O,X,X,X
SZLJOTI,X,X,O,X,X,O,X,X,X
SZLJOIT,X,X,O,X,O,O,X,X,X
SZLOTIJ,X,O,O,X,O,O,O,X,X
SZLOTJI,X,O,O,X,O,O,X,X,X
SZLOITJ,X,O,O,X,O,O,O,X,X
SZLOIJT,X,X,O,X,O,O,X,X,X
SZLOJTI,X,X,O,X,X,O,X,X,X
SZLOJIT,X,X,O,X,O,O,X,X,X
SZJTILO,O,X,X,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,O,X,X
SZJTLIO,O,O,X,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,O,X,X
SZJTOLI,O,O,X,X,X,X,X,X,X
SZJITLO,O,X,X,X,X,X,X,X,X
SZJITOL,O,X,X,X,X,X,O,X,X
SZJILTO,O,X,X,X,X,X,X,X,X
SZJILOT,O,X,X,X,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,O,X,X
SZJIOLT,O,X,X,X,X,X,X,X,X
SZJLTIO,O,X,O,X,X,X,X,X,X
SZJLTOI,O,X,O,X,X,X,X,X,X
SZJLITO,O,X,O,X,X,X,X,X,X
SZJLIOT,O,X,O,X,X,X,X,X,X
SZJLOTI,O,X,O,X,X,X,X,X,X
SZJLOIT,O,X,O,X,X,X,X,X,X
SZJOTIL,O,O,X,X,X,X,O,X,X
SZJOTLI,O,O,X,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,O,X,X
SZJOILT,O,X,X,X,X,X,X,X,X
SZJOLTI,O,X,O,X,X,X,X,X,X
SZJOLIT,O,X,O,X,X,X,X,X,X
SZOTILJ,X,O,X,O,X,X,O,X,X
SZOTIJL,X,O,X,O,X,X,O,X,X
SZOTLIJ,X,O,O,X,O,X,O,X,X
SZOTLJI,X,O,O,O,O,X,X,X,X
SZOTJIL,X,O,X,O,X,X,O,X,X
SZOTJLI,X,O,X,O,X,X,X,X,X
SZOITLJ,X,O,X,O,X,X,O,X,X
SZOITJL,X,O,X,O,X,X,O,X,X
SZOILTJ,X,O,O,X,X,X,O,X,X
SZOILJT,X,X,O,X,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,O,X,X
SZOIJLT,O,X,X,X,X,X,X,X,X
SZOLTIJ,X,O,O,X,O,O,O,X,X
SZOLTJI,X,O,O,X,O,O,X,X,X
SZOLITJ,X,O,O,X,O,O,O,X,X
SZOLIJT,X,X,O,X,O,O,X,X,X
SZOLJTI,X,X,O,X,X,O,X,X,X
SZOLJIT,X,X,O,X,O,O,X,X,X
SZOJTIL,O,O,X,X,X,X,O,X,X
SZOJTLI,O,O,X,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,O,X,X
SZOJILT,O,X,X,X,X,X,X,X,X
SZOJLTI,O,X,O,X,X,X,X,X,X
SZOJLIT,O,X,O,X,X,X,X,X,X
SOTILJZ,X,O,X,O,X,X,X,X,X
SOTILZJ,X,O,X,O,X,X,O,X,X
SOTIJLZ,O,X,X,O,X,X,X,X,X
SOTIJZL,O,O,X,O,X,X,O,X,X
SOTIZLJ,X,O,X,O,X,X,O,X,X
SOTIZJL,X,O,X,O,X,X,O,X,X
SOTLIJZ,X,O,O,O,O,X,X,X,X
SOTLIZJ,X,O,O,O,O,X,O,O,X
SOTLJIZ,X,O,O,O,O,X,X,X,X
SOTLJZI,X,O,O,O,O,X,X,O,X
SOTLZIJ,X,O,O,X,O,X,O,O,X
SOTLZJI,X,O,O,O,O,X,X,O,X
SOTJILZ,O,O,X,O,X,X,X,X,X
SOTJIZL,O,O,X,O,X,X,O,X,X
SOTJLIZ,O,O,X,O,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X,X
SOTJZIL,O,O,X,O,X,X,O,X,X
SOTJZLI,O,O,X,O,X,X,X,X,X
SOTZILJ,X,O,X,O,X,X,O,X,X
SOTZIJL,X,O,X,O,X,X,O,X,X
SOTZLIJ,X,O,O,X,O,X,O,X,X
SOTZLJI,X,O,O,O,O,X,X,X,X
SOTZJIL,X,O,X,O,X,X,O,X,X
SOTZJLI,X,O,X,O,X,X,X,X,X
SOITLJZ,X,O,X,O,X,X,X,X,X
SOITLZJ,X,O,X,O,X,X,O,X,X
SOITJLZ,O,X,X,O,X,X,X,X,X
SOITJZL,O,O,X,O,X,X,O,X,X
SOITZLJ,X,O,X,O,X,X,O,X,X
SOITZJL,X,O,X,O,X,X,O,X,X
SOILTJZ,X,X,O,X,X,X,X,X,X
SOILTZJ,X,X,O,X,X,X,O,X,X
SOILJTZ,O,X,O,X,X,X,X,X,X
SOILJZT,O,X,O,X,X,X,X,X,X
SOILZTJ,X,O,O,X,X,X,O,X,X
SOILZJT,X,X,O,X,X,X,X,X,X
SOIJTLZ,O,X,X,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,O,X,X
SOIJLTZ,O,X,O,X,X,X,X,X,X
SOIJLZT,O,X,O,X,X,X,X,X,X
SOIJZTL,O,O,X,X,X,X,O,X,X
SOIJZLT,O,X,O,X,X,X,X,X,X
SOIZTLJ,X,O,X,O,X,X,O,X,X
SOIZTJL,X,O,X,O,X,X,O,X,X
SOIZLTJ,X,O,O,X,X,X,O,X,X
SOIZLJT,X,X,O,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,X,O,X,X
SOIZJLT,O,X,X,X,X,X,X,X,X
SOLTIJZ,X,O,O,X,O,O,X,X,O
SOLTIZJ,X,O,O,X,O,O,O,O,O
SOLTJIZ,X,O,O,X,O,O,X,X,O
SOLTJZI,X,O,O,X,O,O,X,O,O
SOLTZIJ,X,O,O,X,O,O,O,O,O
SOLTZJI,X,O,O,X,O,O,X,O,O
SOLITJZ,X,X,O,X,O,O,X,X,O
SOLITZJ,X,X,O,X,O,O,O,O,O
SOLIJTZ,O,X,O,X,O,O,X,X,O
SOLIJZT,O,X,O,X,O,O,X,O,X
SOLIZTJ,X,O,O,X,O,O,O,O,X
SOLIZJT,X,X,O,X,O,O,X,O,X
SOLJTIZ,O,X,O,X,O,O,X,X,O
SOLJTZI,O,X,O,X,O,O,X,O,O
SOLJITZ,O,X,O,X,O,O,X,X,O
SOLJIZT,O,X,O,X,O,O,X,O,X
SOLJZTI,O,X,O,X,X,O,X,O,O
SOLJZIT,O,X,O,X,O,O,X,O,X
SOLZTIJ,X,O,O,X,O,O,O,O,O
SOLZTJI,X,O,O,X,O,O,X,O,O
SOLZITJ,X,O,O,X,O,O,O,O,X
SOLZIJT,X,X,O,X,O,O,X,O,X
SOLZJTI,X,X,O,X,X,O,X,O,O
SOLZJIT,X,X,O,X,O,O,X,O,X
SOJTILZ,O,O,X,X,X,X,X,X,X
SOJTIZL,O,O,X,X,X,X,O,X,X
SOJTLIZ,O,O,O,X,X,X,X,X,X
SOJTLZI,O,O,O,X,X,X,X,X,X
SOJTZIL,O,O,X,X,X,X,O,X,X
SOJTZLI,O,O,O,X,X,X,X,X,X
SOJITLZ,O,O,X,X,X,X,X,X,X
SOJITZL,O,O,X,X,X,X,O,X,X
SOJILTZ,O,X,O,X,X,X,X,X,X
SOJILZT,O,O,O,X,X,X,X,X,X
SOJIZTL,O,O,X,X,X,X,O,X,X
SOJIZLT,O,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,X,X,O,X,X,O
SOJLTZI,O,O,O,X,X,O,X,X,O
SOJLITZ,O,X,O,X,X,O,X,X,O
SOJLIZT,O,O,O,X,X,O,X,X,X
SOJLZTI,O,O,O,X,X,O,X,X,O
SOJLZIT,O,O,O,X,X,O,X,X,X
SOJZTIL,O,O,X,X,X,X,O,X,X
SOJZTLI,O,O,O,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,O,X,X
SOJZILT,O,O,O,X,X,X,X,X,X
SOJZLTI,O,O,O,X,X,O,X,X,X
SOJZLIT,O,O,O,X,X,O,X,X,X
SOZTILJ,X,O,X,O,X,X,O,X,X
SOZTIJL,X,O,X,O,X,X,O,X,X
SOZTLIJ,X,O,O,X,O,X,O,X,X
SOZTLJI,X,O,O,O,O,X,X,X,X
SOZTJIL,X,O,X,O,X,X,O,X,X
SOZTJLI,X,O,X,O,X,X,X,X,X
SOZITLJ,X,O,X,O,X,X,O,X,X
SOZITJL,X,O,X,O,X,X,O,X,X
SOZILTJ,X,O,O,X,X,X,O,X,X
SOZILJT,X,X,O,X,X,X,X,X,X
SOZIJTL,O,O,X,X,X,X,O,X,X
SOZIJLT,O,X,X,X,X,X,X,X,X
SOZLTIJ,X,O,O,X,O,O,O,X,X
SOZLTJI,X,O,O,X,O,O,X,X,X
SOZLITJ,X,O,O,X,O,O,O,X,X
SOZLIJT,X,X,O,X,O,O,X,X,X
SOZLJTI,X,X,O,X,X,O,X,X,X
SOZLJIT,X,X,O,X,O,O,X,X,X
SOZJTIL,O,O,X,X,X,X,O,X,X
SOZJTLI,O,O,X,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,O,X,X
SOZJILT,O,X,X,X,X,X,X,X,X
SOZJLTI,O,X,O,X,X,X,X,X,X
SOZJLIT,O,X,O,X,X,X,X,X,X
ZTILJSO,X,X,X,O,X,X,X,X,X
ZTILJOS,X,O,O,O,O,X,X,X,X
ZTILSJO,X,O,O,O,O,X,X,X,X
ZTILSOJ,X,O,O,O,O,X,X,X,X
ZTILOJS,X,O,O,O,O,X,X,X,X
ZTILOSJ,X,O,O,O,O,X,X,X,X
ZTIJLSO,X,X,X,O,X,X,X,X,X
ZTIJLOS,X,X,X,O,X,X,X,X,X
ZTIJSLO,X,X,X,O,X,X,X,X,X
ZTIJSOL,X,X,X,O,X,X,X,X,X
ZTIJOLS,X,X,X,O,X,X,X,X,X
ZTIJOSL,X,X,X,O,X,X,X,X,X
