sequence,v115@DhB8FeF8EeH8AeF8JeWBJvhFxcBTeB/kBUgBikBlqB,v115@DhB8FeF8EeH8AeF8Jex6IvhF8gBCdBTeB2kB3kBlqB,v115@DhB8FeF8EeH8AeF8JeX7IvhFxcBTeB0kB6qBOpBFrB,v115@DhB8FeF8EeH8AeF8JeZ/IvhFCdBTeBukB3gBFlB8qB,v115@DhB8FeF8EeH8AeF8Je//IvhFFbBxcBTeB2pB0lBCrB,v115@DhB8FeF8EeH8AeF8Je//IvhFRbBCdBTeB2pB0lBlqB,v115@DhB8FeF8EeH8AeF8JeO/IvhFXbBxcBTeB1pB0lBCrB,v115@DhB8FeF8EeH8AeF8JeZ/IvhF3bBCdBTeBFlBukB8qB,v115@DhB8FeF8EeH8AeF8Jex6IvhFCdBTeB2kB1qB3kB8qB
SIOZTJL,O,X,X,X,X,X,O,X,X
SIOZLTJ,X,X,O,X,X,X,X,X,X
SIOZLJT,O,X,O,O,X,X,X,X,X
SIOZJTL,O,X,X,X,O,X,X,X,X
SIOZJLT,O,X,X,O,O,X,X,X,X
SLTIJZO,X,X,X,X,X,X,X,O,X
SLTIJOZ,X,X,X,O,X,X,X,O,X
SLTIZJO,O,X,X,X,X,X,X,O,X
SLTIZOJ,O,X,X,X,X,X,X,O,X
SLTIOJZ,X,X,X,O,X,X,X,O,X
SLTIOZJ,O,X,X,X,X,X,X,O,X
SLTJIZO,X,X,X,X,X,X,X,X,O
SLTJIOZ,X,X,X,O,X,X,X,X,O
SLTJZIO,X,O,X,X,X,X,X,X,O
SLTJZOI,X,O,X,X,X,X,X,X,O
SLTJOIZ,X,X,X,O,X,X,X,X,O
SLTJOZI,X,O,X,X,X,X,X,X,O
SLTZIJO,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,O,X,X,X,O,X
SLTOIZJ,O,X,X,X,X,X,X,O,X
SLTOJIZ,X,X,X,O,X,X,X,X,O
SLTOJZI,X,O,X,X,X,X,X,X,O
SLTOZIJ,O,O,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,X,X,X,O,X
SLITJOZ,X,X,X,O,X,X,X,O,X
SLITZJO,O,X,X,X,X,X,X,O,X
SLITZOJ,O,X,X,X,X,X,X,O,X
SLITOJZ,X,X,X,O,X,X,X,O,X
SLITOZJ,O,X,X,X,X,X,X,O,X
SLIJTZO,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,O,X,X,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,X
SLIJZOT,X,X,X,O,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,X,X
SLIJOZT,X,X,X,O,X,X,X,X,X
SLIZTJO,X,X,O,X,X,X,X,X,X
SLIZTOJ,X,X,O,X,X,X,X,X,X
SLIZJTO,X,X,O,X,X,X,X,X,X
SLIZJOT,O,X,O,O,X,X,X,X,X
SLIZOTJ,X,X,O,X,X,X,X,X,X
SLIZOJT,O,X,O,O,X,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,O,X
SLIOTZJ,O,X,X,X,X,X,X,O,X
SLIOJTZ,X,X,X,O,X,X,X,X,X
SLIOJZT,X,X,X,O,X,X,X,X,X
SLIOZTJ,X,X,O,X,X,X,X,X,X
SLIOZJT,O,X,O,O,X,X,X,X,X
SLJTIZO,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,O,X,O,X,X,X
SLJTZIO,X,X,X,X,X,O,X,X,X
SLJTZOI,X,X,X,X,X,O,X,X,X
SLJTOIZ,X,X,X,O,X,O,X,X,X
SLJTOZI,X,X,X,X,X,O,X,X,X
SLJITZO,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,O,X,O,X,X,X
SLJIZTO,X,X,X,X,X,O,X,X,X
SLJIZOT,X,X,X,O,X,O,X,X,X
SLJIOTZ,X,X,X,O,X,O,X,X,X
SLJIOZT,X,X,X,O,X,O,X,X,X
SLJZTIO,X,X,X,X,X,O,X,X,X
SLJZTOI,X,X,X,X,X,O,X,X,X
SLJZITO,X,X,X,X,X,O,X,X,X
SLJZIOT,X,X,X,O,X,O,X,X,X
SLJZOTI,X,X,X,X,X,O,X,X,X
SLJZOIT,X,X,X,O,X,O,X,X,X
SLJOTIZ,X,X,X,O,X,O,X,X,X
SLJOTZI,X,X,X,X,X,O,X,X,X
SLJOITZ,X,X,X,O,X,O,X,X,X
SLJOIZT,X,X,X,O,X,O,X,X,X
SLJOZTI,X,X,X,X,X,O,X,X,X
SLJOZIT,X,X,X,O,X,O,X,X,X
SLZTIJO,O,X,O,X,X,X,X,X,X
SLZTIOJ,O,X,O,X,X,X,X,X,X
SLZTJIO,O,X,O,X,X,X,X,X,X
SLZTJOI,O,X,O,X,X,X,X,X,X
SLZTOIJ,O,X,O,X,X,X,X,X,X
SLZTOJI,O,X,O,X,X,X,X,X,X
SLZITJO,X,X,O,X,X,X,X,X,X
SLZITOJ,X,X,O,X,X,X,X,X,X
SLZIJTO,X,X,O,X,X,X,X,X,X
SLZIJOT,O,X,O,O,X,X,X,X,X
SLZIOTJ,X,X,O,X,X,X,X,X,X
SLZIOJT,O,X,O,O,X,X,X,X,X
SLZJTIO,X,X,O,X,X,O,X,X,X
SLZJTOI,X,X,O,X,X,O,X,X,X
SLZJITO,X,X,O,X,X,O,X,X,X
SLZJIOT,O,X,O,O,X,O,X,X,X
SLZJOTI,O,X,O,X,X,O,X,X,X
SLZJOIT,O,X,O,O,X,O,X,X,X
SLZOTIJ,O,X,O,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,X
SLZOITJ,X,X,O,X,X,X,X,X,X
SLZOIJT,O,X,O,O,X,X,X,X,X
SLZOJTI,O,X,O,X,X,O,X,X,X
SLZOJIT,O,X,O,O,X,O,X,X,X
SLOTIJZ,X,X,X,O,X,X,X,O,X
SLOTIZJ,O,X,X,X,X,X,X,O,X
SLOTJIZ,X,X,X,O,X,X,X,X,O
SLOTJZI,X,O,X,X,X,X,X,X,O
SLOTZIJ,O,O,X,X,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X,X,X
SLOITJZ,X,X,X,O,X,X,X,O,X
SLOITZJ,O,X,X,X,X,X,X,O,X
SLOIJTZ,X,X,X,O,X,X,X,X,X
SLOIJZT,X,X,X,O,X,X,X,X,X
SLOIZTJ,X,X,O,X,X,X,X,X,X
SLOIZJT,O,X,O,O,X,X,X,X,X
SLOJTIZ,X,X,X,O,X,O,X,X,X
SLOJTZI,X,X,X,X,X,O,X,X,X
SLOJITZ,X,X,X,O,X,O,X,X,X
SLOJIZT,X,X,X,O,X,O,X,X,X
SLOJZTI,X,X,X,X,X,O,X,X,X
SLOJZIT,X,X,X,O,X,O,X,X,X
SLOZTIJ,O,X,O,X,X,X,X,X,X
SLOZTJI,O,X,O,X,X,X,X,X,X
SLOZITJ,X,X,O,X,X,X,X,X,X
SLOZIJT,O,X,O,O,X,X,X,X,X
SLOZJTI,O,X,O,X,X,O,X,X,X
SLOZJIT,O,X,O,O,X,O,X,X,X
SJTILZO,X,X,X,X,X,X,X,X,X
SJTILOZ,X,X,X,O,O,O,X,X,X
SJTIZLO,O,X,X,X,O,X,X,X,X
SJTIZOL,O,X,X,X,O,X,X,X,X
SJTIOLZ,X,X,X,O,O,O,X,X,X
SJTIOZL,O,X,X,X,O,X,X,X,X
SJTLIZO,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,X,X,O,O,O,X,X,X
SJTLZIO,X,X,X,X,X,O,X,X,X
SJTLZOI,X,X,X,X,X,O,X,X,X
SJTLOIZ,X,X,X,O,O,O,X,X,X
SJTLOZI,X,X,X,X,X,O,X,X,X
SJTZILO,O,X,X,X,O,O,X,X,X
SJTZIOL,O,X,X,X,O,O,X,X,X
SJTZLIO,O,X,X,X,O,O,X,X,X
SJTZLOI,O,X,X,X,O,O,X,X,X
SJTZOIL,O,X,X,X,O,O,X,X,X
SJTZOLI,O,X,X,X,O,O,X,X,X
SJTOILZ,X,X,X,O,O,O,X,X,X
SJTOIZL,O,X,X,X,O,X,X,X,X
SJTOLIZ,X,X,X,O,O,O,X,X,X
SJTOLZI,X,X,X,X,X,O,X,X,X
SJTOZIL,O,X,X,X,O,O,X,X,X
SJTOZLI,O,X,X,X,O,O,X,X,X
SJITLZO,X,X,X,X,X,X,X,X,X
SJITLOZ,X,X,X,O,O,O,X,X,X
SJITZLO,O,X,X,X,O,X,X,X,X
SJITZOL,O,X,X,X,O,X,X,X,X
SJITOLZ,X,X,X,O,O,O,X,X,X
SJITOZL,O,X,X,X,O,X,X,X,X
SJILTZO,X,X,X,X,X,X,X,X,X
SJILTOZ,X,X,X,O,O,O,X,X,X
SJILZTO,X,X,X,X,O,O,X,X,X
SJILZOT,X,X,X,O,O,O,X,X,X
SJILOTZ,X,X,X,O,O,O,X,X,X
SJILOZT,X,X,X,O,O,O,X,X,X
SJIZTLO,X,X,X,X,O,O,X,X,X
SJIZTOL,O,X,X,X,O,O,X,X,X
SJIZLTO,X,X,X,X,O,O,X,X,X
SJIZLOT,O,X,X,O,O,O,X,X,X
SJIZOTL,O,X,X,X,O,O,X,X,X
SJIZOLT,O,X,X,O,O,O,X,X,X
SJIOTLZ,X,X,X,O,O,O,X,X,X
SJIOTZL,O,X,X,X,O,X,X,X,X
SJIOLTZ,X,X,X,O,O,O,X,X,X
SJIOLZT,X,X,X,O,O,O,X,X,X
SJIOZTL,O,X,X,X,O,O,X,X,X
SJIOZLT,O,X,X,O,O,O,X,X,X
SJLTIZO,X,X,X,X,X,X,X,X,X
SJLTIOZ,X,X,X,O,O,O,X,X,X
SJLTZIO,X,X,X,X,X,O,X,X,X
SJLTZOI,X,X,X,X,X,O,X,X,X
SJLTOIZ,X,X,X,O,O,O,X,X,X
SJLTOZI,X,X,X,X,X,O,X,X,X
SJLITZO,X,X,X,X,X,X,X,X,X
SJLITOZ,X,X,X,O,O,O,X,X,X
SJLIZTO,X,X,X,X,O,O,X,X,X
SJLIZOT,X,X,X,O,O,O,X,X,X
SJLIOTZ,X,X,X,O,O,O,X,X,X
SJLIOZT,X,X,X,O,O,O,X,X,X
SJLZTIO,X,X,X,X,O,O,X,X,X
SJLZTOI,X,X,X,X,O,O,X,X,X
SJLZITO,X,X,X,X,O,O,X,X,X
SJLZIOT,X,X,X,O,O,O,X,X,X
SJLZOTI,X,X,X,X,O,O,X,X,X
SJLZOIT,X,X,X,O,O,O,X,X,X
SJLOTIZ,X,X,X,O,O,O,X,X,X
SJLOTZI,X,X,X,X,X,O,X,X,X
SJLOITZ,X,X,X,O,O,O,X,X,X
SJLOIZT,X,X,X,O,O,O,X,X,X
SJLOZTI,X,X,X,X,O,O,X,X,X
SJLOZIT,X,X,X,O,O,O,X,X,X
SJZTILO,O,X,X,X,O,O,X,X,X
SJZTIOL,O,X,X,X,O,O,X,X,X
SJZTLIO,O,X,X,X,O,O,X,X,X
SJZTLOI,O,X,X,X,O,O,X,X,X
SJZTOIL,O,X,X,X,O,O,X,X,X
SJZTOLI,O,X,X,X,O,O,X,X,X
SJZITLO,X,X,X,X,O,O,X,X,X
SJZITOL,O,X,X,X,O,O,X,X,X
SJZILTO,X,X,X,X,O,O,X,X,X
SJZILOT,O,X,X,O,O,O,X,X,X
SJZIOTL,O,X,X,X,O,O,X,X,X
SJZIOLT,O,X,X,O,O,O,X,X,X
SJZLTIO,X,X,X,X,O,O,X,X,X
SJZLTOI,X,X,X,X,O,O,X,X,X
SJZLITO,X,X,X,X,O,O,X,X,X
SJZLIOT,O,X,X,O,O,O,X,X,X
SJZLOTI,O,X,X,X,O,O,X,X,X
SJZLOIT,O,X,X,O,O,O,X,X,X
SJZOTIL,O,X,X,X,O,O,X,X,X
SJZOTLI,O,X,X,X,O,O,X,X,X
SJZOITL,O,X,X,X,O,O,X,X,X
SJZOILT,O,X,X,O,O,O,X,X,X
SJZOLTI,O,X,X,X,O,O,X,X,X
SJZOLIT,O,X,X,O,O,O,X,X,X
SJOTILZ,X,X,X,O,O,O,X,X,X
SJOTIZL,O,X,X,X,O,X,X,X,X
SJOTLIZ,X,X,X,O,O,O,X,X,X
SJOTLZI,X,X,X,X,X,O,X,X,X
SJOTZIL,O,X,X,X,O,O,X,X,X
SJOTZLI,O,X,X,X,O,O,X,X,X
SJOITLZ,X,X,X,O,O,O,X,X,X
SJOITZL,O,X,X,X,O,X,X,X,X
SJOILTZ,X,X,X,O,O,O,X,X,X
SJOILZT,X,X,X,O,O,O,X,X,X
SJOIZTL,O,X,X,X,O,O,X,X,X
SJOIZLT,O,X,X,O,O,O,X,X,X
SJOLTIZ,X,X,X,O,O,O,X,X,X
SJOLTZI,X,X,X,X,X,O,X,X,X
SJOLITZ,X,X,X,O,O,O,X,X,X
SJOLIZT,X,X,X,O,O,O,X,X,X
SJOLZTI,X,X,X,X,O,O,X,X,X
SJOLZIT,X,X,X,O,O,O,X,X,X
SJOZTIL,O,X,X,X,O,O,X,X,X
SJOZTLI,O,X,X,X,O,O,X,X,X
SJOZITL,O,X,X,X,O,O,X,X,X
SJOZILT,O,X,X,O,O,O,X,X,X
SJOZLTI,O,X,X,X,O,O,X,X,X
SJOZLIT,O,X,X,O,O,O,X,X,X
SZTILJO,O,X,X,X,X,X,O,X,X
SZTILOJ,O,X,X,X,X,X,O,X,X
SZTIJLO,O,X,X,X,X,X,O,X,X
SZTIJOL,O,X,X,X,X,X,O,X,X
SZTIOLJ,O,X,X,X,X,X,O,X,X
SZTIOJL,O,X,X,X,X,X,O,X,X
SZTLIJO,O,X,X,X,X,X,O,X,X
SZTLIOJ,O,X,X,X,X,X,O,X,X
SZTLJIO,O,X,X,X,X,X,O,X,X
SZTLJOI,O,X,X,X,X,X,O,X,X
SZTLOIJ,O,X,X,X,X,X,O,X,X
SZTLOJI,O,X,X,X,X,X,O,X,X
SZTJILO,O,X,X,X,X,X,O,X,X
SZTJIOL,O,X,X,X,X,X,O,X,X
SZTJLIO,O,X,X,X,X,X,O,X,X
SZTJLOI,O,X,X,X,X,X,O,X,X
SZTJOIL,O,X,X,X,X,X,O,X,X
SZTJOLI,O,X,X,X,X,X,O,X,X
SZTOILJ,O,X,X,X,X,X,O,X,X
SZTOIJL,O,X,X,X,X,X,O,X,X
SZTOLIJ,O,X,X,X,X,X,O,X,X
SZTOLJI,O,X,X,X,X,X,O,X,X
SZTOJIL,O,X,X,X,X,X,O,X,X
SZTOJLI,O,X,X,X,X,X,O,X,X
SZITLJO,O,X,X,X,X,X,O,X,X
SZITLOJ,O,X,X,X,X,X,O,X,X
SZITJLO,O,X,X,X,X,X,O,X,X
SZITJOL,O,X,X,X,X,X,O,X,X
SZITOLJ,O,X,X,X,X,X,O,X,X
SZITOJL,O,X,X,X,X,X,O,X,X
SZILTJO,X,X,O,X,X,X,X,X,X
SZILTOJ,X,X,O,X,X,X,X,X,X
SZILJTO,X,X,O,X,X,X,X,X,X
SZILJOT,O,X,O,O,X,X,X,X,X
SZILOTJ,X,X,O,X,X,X,X,X,X
SZILOJT,O,X,O,O,X,X,X,X,X
SZIJTLO,X,X,X,X,O,X,X,X,X
SZIJTOL,O,X,X,X,O,X,X,X,X
SZIJLTO,X,X,X,X,O,X,X,X,X
SZIJLOT,O,X,X,O,O,X,X,X,X
SZIJOTL,O,X,X,X,O,X,X,X,X
SZIJOLT,O,X,X,O,O,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,O,X,X
SZIOTJL,O,X,X,X,X,X,O,X,X
SZIOLTJ,X,X,O,X,X,X,X,X,X
SZIOLJT,O,X,O,O,X,X,X,X,X
SZIOJTL,O,X,X,X,O,X,X,X,X
SZIOJLT,O,X,X,O,O,X,X,X,X
SZLTIJO,O,X,O,X,X,X,X,X,X
SZLTIOJ,O,X,O,X,X,X,X,X,X
SZLTJIO,O,X,O,X,X,X,X,X,X
SZLTJOI,O,X,O,X,X,X,X,X,X
SZLTOIJ,O,X,O,X,X,X,X,X,X
SZLTOJI,O,X,O,X,X,X,X,X,X
SZLITJO,X,X,O,X,X,X,X,X,X
SZLITOJ,X,X,O,X,X,X,X,X,X
SZLIJTO,X,X,O,X,X,X,X,X,X
SZLIJOT,O,X,O,O,X,X,X,X,X
SZLIOTJ,X,X,O,X,X,X,X,X,X
SZLIOJT,O,X,O,O,X,X,X,X,X
SZLJTIO,X,X,O,X,X,O,X,X,X
SZLJTOI,X,X,O,X,X,O,X,X,X
SZLJITO,X,X,O,X,X,O,X,X,X
SZLJIOT,O,X,O,O,X,O,X,X,X
SZLJOTI,O,X,O,X,X,O,X,X,X
SZLJOIT,O,X,O,O,X,O,X,X,X
SZLOTIJ,O,X,O,X,X,X,X,X,X
SZLOTJI,O,X,O,X,X,X,X,X,X
SZLOITJ,X,X,O,X,X,X,X,X,X
SZLOIJT,O,X,O,O,X,X,X,X,X
SZLOJTI,O,X,O,X,X,O,X,X,X
SZLOJIT,O,X,O,O,X,O,X,X,X
SZJTILO,O,X,X,X,O,O,X,X,X
SZJTIOL,O,X,X,X,O,O,X,X,X
SZJTLIO,O,X,X,X,O,O,X,X,X
SZJTLOI,O,X,X,X,O,O,X,X,X
SZJTOIL,O,X,X,X,O,O,X,X,X
SZJTOLI,O,X,X,X,O,O,X,X,X
SZJITLO,X,X,X,X,O,O,X,X,X
SZJITOL,O,X,X,X,O,O,X,X,X
SZJILTO,X,X,X,X,O,O,X,X,X
SZJILOT,O,X,X,O,O,O,X,X,X
SZJIOTL,O,X,X,X,O,O,X,X,X
SZJIOLT,O,X,X,O,O,O,X,X,X
SZJLTIO,X,X,X,X,O,O,X,X,X
SZJLTOI,X,X,X,X,O,O,X,X,X
SZJLITO,X,X,X,X,O,O,X,X,X
SZJLIOT,O,X,X,O,O,O,X,X,X
SZJLOTI,O,X,X,X,O,O,X,X,X
SZJLOIT,O,X,X,O,O,O,X,X,X
SZJOTIL,O,X,X,X,O,O,X,X,X
SZJOTLI,O,X,X,X,O,O,X,X,X
SZJOITL,O,X,X,X,O,O,X,X,X
SZJOILT,O,X,X,O,O,O,X,X,X
SZJOLTI,O,X,X,X,O,O,X,X,X
SZJOLIT,O,X,X,O,O,O,X,X,X
SZOTILJ,O,X,X,X,X,X,O,X,X
SZOTIJL,O,X,X,X,X,X,O,X,X
SZOTLIJ,O,X,X,X,X,X,O,X,X
SZOTLJI,O,X,X,X,X,X,O,X,X
SZOTJIL,O,X,X,X,X,X,O,X,X
SZOTJLI,O,X,X,X,X,X,O,X,X
SZOITLJ,O,X,X,X,X,X,O,X,X
SZOITJL,O,X,X,X,X,X,O,X,X
SZOILTJ,X,X,O,X,X,X,X,X,X
SZOILJT,O,X,O,O,X,X,X,X,X
SZOIJTL,O,X,X,X,O,X,X,X,X
SZOIJLT,O,X,X,O,O,X,X,X,X
SZOLTIJ,O,X,O,X,X,X,X,X,X
SZOLTJI,O,X,O,X,X,X,X,X,X
SZOLITJ,X,X,O,X,X,X,X,X,X
SZOLIJT,O,X,O,O,X,X,X,X,X
SZOLJTI,O,X,O,X,X,O,X,X,X
SZOLJIT,O,X,O,O,X,O,X,X,X
SZOJTIL,O,X,X,X,O,O,X,X,X
SZOJTLI,O,X,X,X,O,O,X,X,X
SZOJITL,O,X,X,X,O,O,X,X,X
SZOJILT,O,X,X,O,O,O,X,X,X
SZOJLTI,O,X,X,X,O,O,X,X,X
SZOJLIT,O,X,X,O,O,O,X,X,X
SOTILJZ,X,X,X,O,X,X,O,O,X
SOTILZJ,O,X,X,X,X,X,X,O,X
SOTIJLZ,X,X,X,O,X,X,O,O,X
SOTIJZL,O,X,X,X,X,X,O,O,X
SOTIZLJ,O,X,X,X,X,X,X,O,X
SOTIZJL,O,X,X,X,X,X,O,O,X
SOTLIJZ,X,X,X,O,X,X,O,O,X
SOTLIZJ,O,X,X,X,X,X,X,O,X
SOTLJIZ,X,X,X,O,X,X,O,X,O
SOTLJZI,X,O,X,X,X,X,X,X,O
SOTLZIJ,O,O,X,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X,X
SOTJILZ,X,X,X,O,X,X,O,X,O
SOTJIZL,O,X,X,X,X,X,O,X,O
SOTJLIZ,X,X,X,O,X,X,O,X,O
SOTJLZI,X,O,X,X,X,X,X,X,O
SOTJZIL,O,O,X,X,X,X,O,X,O
SOTJZLI,O,O,X,X,X,X,O,X,O
SOTZILJ,O,O,X,X,X,X,O,X,X
SOTZIJL,O,X,X,X,X,X,O,X,X
SOTZLIJ,O,O,X,X,X,X,O,X,X
SOTZLJI,O,O,X,X,X,X,O,X,X
SOTZJIL,O,O,X,X,X,X,O,X,X
SOTZJLI,O,O,X,X,X,X,O,X,X
SOITLJZ,X,X,X,O,X,X,O,O,X
SOITLZJ,O,X,X,X,X,X,X,O,X
SOITJLZ,X,X,X,O,X,X,O,O,X
SOITJZL,O,X,X,X,X,X,O,O,X
SOITZLJ,O,X,X,X,X,X,X,O,X
SOITZJL,O,X,X,X,X,X,O,O,X
SOILTJZ,X,X,X,O,X,X,X,O,X
SOILTZJ,O,X,X,X,X,X,X,O,X
SOILJTZ,X,X,X,O,X,X,X,X,X
SOILJZT,X,X,X,O,X,X,X,X,X
SOILZTJ,X,X,O,X,X,X,X,X,X
SOILZJT,O,X,O,O,X,X,X,X,X
SOIJTLZ,X,X,X,O,O,X,X,X,X
SOIJTZL,O,X,X,X,O,X,X,X,X
SOIJLTZ,X,X,X,O,O,X,X,X,X
SOIJLZT,X,X,X,O,O,X,X,X,X
SOIJZTL,O,X,X,X,O,X,X,X,X
SOIJZLT,O,X,X,O,O,X,X,X,X
SOIZTLJ,O,X,X,X,X,X,O,X,X
SOIZTJL,O,X,X,X,X,X,O,X,X
SOIZLTJ,X,X,O,X,X,X,X,X,X
SOIZLJT,O,X,O,O,X,X,X,X,X
SOIZJTL,O,X,X,X,O,X,X,X,X
SOIZJLT,O,X,X,O,O,X,X,X,X
SOLTIJZ,X,X,X,O,X,X,X,O,X
SOLTIZJ,O,X,X,X,X,X,X,O,X
SOLTJIZ,X,X,X,O,X,X,X,X,O
SOLTJZI,X,O,X,X,X,X,X,X,O
SOLTZIJ,O,O,X,X,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X,X,X
SOLITJZ,X,X,X,O,X,X,X,O,X
SOLITZJ,O,X,X,X,X,X,X,O,X
SOLIJTZ,X,X,X,O,X,X,X,X,X
SOLIJZT,X,X,X,O,X,X,X,X,X
SOLIZTJ,X,X,O,X,X,X,X,X,X
SOLIZJT,O,X,O,O,X,X,X,X,X
SOLJTIZ,X,X,X,O,X,O,X,X,X
SOLJTZI,X,X,X,X,X,O,X,X,X
SOLJITZ,X,X,X,O,X,O,X,X,X
SOLJIZT,X,X,X,O,X,O,X,X,X
SOLJZTI,X,X,X,X,X,O,X,X,X
SOLJZIT,X,X,X,O,X,O,X,X,X
SOLZTIJ,O,X,O,X,X,X,X,X,X
SOLZTJI,O,X,O,X,X,X,X,X,X
SOLZITJ,X,X,O,X,X,X,X,X,X
SOLZIJT,O,X,O,O,X,X,X,X,X
SOLZJTI,O,X,O,X,X,O,X,X,X
SOLZJIT,O,X,O,O,X,O,X,X,X
SOJTILZ,X,X,X,O,O,O,X,X,X
SOJTIZL,O,X,X,X,O,X,X,X,X
SOJTLIZ,X,X,X,O,O,O,X,X,X
SOJTLZI,X,X,X,X,X,O,X,X,X
SOJTZIL,O,X,X,X,O,O,X,X,X
SOJTZLI,O,X,X,X,O,O,X,X,X
SOJITLZ,X,X,X,O,O,O,X,X,X
SOJITZL,O,X,X,X,O,X,X,X,X
SOJILTZ,X,X,X,O,O,O,X,X,X
SOJILZT,X,X,X,O,O,O,X,X,X
SOJIZTL,O,X,X,X,O,O,X,X,X
SOJIZLT,O,X,X,O,O,O,X,X,X
SOJLTIZ,X,X,X,O,O,O,X,X,X
SOJLTZI,X,X,X,X,X,O,X,X,X
SOJLITZ,X,X,X,O,O,O,X,X,X
SOJLIZT,X,X,X,O,O,O,X,X,X
SOJLZTI,X,X,X,X,O,O,X,X,X
SOJLZIT,X,X,X,O,O,O,X,X,X
SOJZTIL,O,X,X,X,O,O,X,X,X
SOJZTLI,O,X,X,X,O,O,X,X,X
SOJZITL,O,X,X,X,O,O,X,X,X
SOJZILT,O,X,X,O,O,O,X,X,X
SOJZLTI,O,X,X,X,O,O,X,X,X
SOJZLIT,O,X,X,O,O,O,X,X,X
SOZTILJ,O,X,X,X,X,X,O,X,X
SOZTIJL,O,X,X,X,X,X,O,X,X
SOZTLIJ,O,X,X,X,X,X,O,X,X
SOZTLJI,O,X,X,X,X,X,O,X,X
SOZTJIL,O,X,X,X,X,X,O,X,X
SOZTJLI,O,X,X,X,X,X,O,X,X
SOZITLJ,O,X,X,X,X,X,O,X,X
SOZITJL,O,X,X,X,X,X,O,X,X
SOZILTJ,X,X,O,X,X,X,X,X,X
SOZILJT,O,X,O,O,X,X,X,X,X
SOZIJTL,O,X,X,X,O,X,X,X,X
SOZIJLT,O,X,X,O,O,X,X,X,X
SOZLTIJ,O,X,O,X,X,X,X,X,X
SOZLTJI,O,X,O,X,X,X,X,X,X
SOZLITJ,X,X,O,X,X,X,X,X,X
SOZLIJT,O,X,O,O,X,X,X,X,X
SOZLJTI,O,X,O,X,X,O,X,X,X
SOZLJIT,O,X,O,O,X,O,X,X,X
SOZJTIL,O,X,X,X,O,O,X,X,X
SOZJTLI,O,X,X,X,O,O,X,X,X
SOZJITL,O,X,X,X,O,O,X,X,X
SOZJILT,O,X,X,O,O,O,X,X,X
SOZJLTI,O,X,X,X,O,O,X,X,X
SOZJLIT,O,X,X,O,O,O,X,X,X
ZTILJSO,X,O,O,X,X,X,O,O,X
ZTILJOS,X,O,O,X,X,X,O,O,X
ZTILSJO,X,X,O,X,X,X,O,O,X
ZTILSOJ,X,O,O,X,X,X,O,O,X
ZTILOJS,X,O,O,X,X,X,O,O,X
ZTILOSJ,X,O,O,X,X,X,O,O,X
ZTIJLSO,X,O,X,X,X,X,O,O,X
ZTIJLOS,X,O,X,X,X,X,O,O,X
ZTIJSLO,X,O,X,X,O,X,O,O,X
ZTIJSOL,X,O,X,X,O,X,O,O,X
ZTIJOLS,X,O,X,X,X,X,O,O,X
ZTIJOSL,X,O,X,X,O,X,O,O,X
ZTISLJO,O,X,X,X,X,X,O,O,X
ZTISLOJ,O,O,X,X,X,X,O,O,X
ZTISJLO,O,X,X,X,X,X,O,O,X
ZTISJOL,O,X,X,X,X,X,O,O,X
ZTISOLJ,O,O,X,X,X,X,O,O,X
ZTISOJL,O,X,X,X,X,X,O,O,X
ZTIOLJS,X,O,O,X,X,X,O,O,X
ZTIOLSJ,X,O,O,X,X,X,O,O,X
ZTIOJLS,X,O,X,X,X,X,O,O,X
ZTIOJSL,X,O,X,X,O,X,O,O,X
ZTIOSLJ,O,O,X,X,X,X,O,O,X
ZTIOSJL,O,X,X,X,X,X,O,O,X
ZTLIJSO,X,O,O,X,X,X,O,O,X
ZTLIJOS,X,O,O,X,X,X,O,O,X
ZTLISJO,X,X,O,X,X,X,O,O,X
ZTLISOJ,X,O,O,X,X,X,O,O,X
ZTLIOJS,X,O,O,X,X,X,O,O,X
ZTLIOSJ,X,O,O,X,X,X,O,O,X
ZTLJISO,X,O,O,X,X,X,O,X,X
ZTLJIOS,X,O,O,X,X,X,O,X,X
ZTLJSIO,X,O,O,X,X,O,O,X,O
ZTLJSOI,X,O,O,X,X,O,O,X,O
ZTLJOIS,X,O,O,X,X,X,O,X,X
