sequence,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jei/IvhFUhBGiBZoBF?lB/sBTpB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFCgBXhBmiB8?pBFnBzsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jel/IvhFUhBRiBKpBX?lBTnBetB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBKpBzkBF?nB8sBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlBT?nBetBipB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFZoB/pBFlBT?nBipBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Je0/IvhFVmBZoBKpBT?nBXlBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFVmB3iBzkBe?tBUnBCqB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBypBFnB8?sBTpBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlB2?sBzsBipB
JIZOLTS,X,O,O,X,X,X,X,X,X,X
JIZOLST,O,O,O,X,O,X,X,X,X,X
JIZOSTL,O,O,X,X,O,O,X,O,X,X
JIZOSLT,O,O,O,X,O,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,X,X,O,X,X
JIOTLZS,O,O,O,X,X,X,O,X,X,X
JIOTSLZ,O,O,X,X,O,X,X,O,X,X
JIOTSZL,O,O,X,X,O,X,X,O,X,X
JIOTZLS,O,O,O,X,X,X,X,X,X,X
JIOTZSL,O,O,X,X,O,X,X,O,X,X
JIOLTSZ,X,X,O,X,X,X,X,O,X,X
JIOLTZS,X,X,O,X,X,X,O,X,X,X
JIOLSTZ,O,X,O,X,O,X,X,O,X,X
JIOLSZT,O,O,O,X,O,X,X,X,X,X
JIOLZTS,X,O,O,X,X,X,O,X,X,X
JIOLZST,O,O,O,X,O,X,X,X,X,X
JIOSTLZ,O,O,X,X,O,X,X,O,X,X
JIOSTZL,O,O,X,X,O,O,X,O,X,X
JIOSLTZ,O,X,O,X,O,X,X,O,X,X
JIOSLZT,O,O,O,X,O,X,X,X,X,X
JIOSZTL,O,O,X,X,O,O,X,O,X,X
JIOSZLT,O,O,O,X,O,X,X,X,X,X
JIOZTLS,O,O,O,X,X,X,X,X,X,X
JIOZTSL,O,O,X,X,O,X,X,O,X,X
JIOZLTS,X,O,O,X,X,X,X,X,X,X
JIOZLST,O,O,O,X,O,X,X,X,X,X
JIOZSTL,O,O,X,X,O,O,X,O,X,X
JIOZSLT,O,O,O,X,O,X,X,X,X,X
JLTISZO,X,X,O,X,X,X,X,X,X,X
JLTISOZ,X,X,O,X,X,X,X,O,X,X
JLTIZSO,X,X,O,X,X,X,X,X,X,X
JLTIZOS,X,X,O,X,X,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,X,X,O,X,X
JLTIOZS,X,X,O,X,X,X,O,X,X,X
JLTSIZO,X,X,O,X,X,X,X,X,X,X
JLTSIOZ,X,X,O,X,X,X,X,O,X,X
JLTSZIO,X,X,O,X,X,X,X,X,X,X
JLTSZOI,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,X,X,O,X,X,X,X,O,X,X
JLTSOZI,X,X,O,X,X,X,X,X,X,X
JLTZISO,X,X,O,X,X,X,X,X,X,X
JLTZIOS,X,X,O,X,X,X,O,X,X,X
JLTZSIO,X,X,O,X,X,X,X,X,X,X
JLTZSOI,X,X,O,X,X,X,X,X,X,X
JLTZOIS,X,X,O,X,X,X,O,X,X,X
JLTZOSI,X,X,O,X,X,X,X,X,X,X
JLTOISZ,X,X,O,X,X,X,X,O,X,X
JLTOIZS,X,X,O,X,X,X,O,X,X,X
JLTOSIZ,X,X,O,X,X,X,X,O,X,X
JLTOSZI,X,X,O,X,X,X,X,X,X,X
JLTOZIS,X,X,O,X,X,X,O,X,X,X
JLTOZSI,X,X,O,X,X,X,X,X,X,X
JLITSZO,X,X,O,X,X,X,X,X,X,X
JLITSOZ,X,X,O,X,X,X,X,O,X,X
JLITZSO,X,X,O,X,X,X,X,X,X,X
JLITZOS,X,X,O,X,X,X,O,X,X,X
JLITOSZ,X,X,O,X,X,X,X,O,X,X
JLITOZS,X,X,O,X,X,X,O,X,X,X
JLISTZO,X,X,O,X,X,X,X,X,X,X
JLISTOZ,X,X,O,X,X,X,X,O,X,X
JLISZTO,X,X,O,X,X,X,X,X,X,X
JLISZOT,X,X,O,X,X,X,X,X,X,X
JLISOTZ,X,X,O,X,X,X,X,O,X,X
JLISOZT,X,X,O,X,X,X,X,X,X,X
JLIZTSO,X,X,O,X,X,X,X,X,X,X
JLIZTOS,X,X,O,X,X,X,O,X,X,X
JLIZSTO,X,X,O,X,X,X,X,X,X,X
JLIZSOT,X,X,O,X,X,X,X,X,X,X
JLIZOTS,X,X,O,X,X,X,O,X,X,X
JLIZOST,X,X,O,X,X,X,X,X,X,X
JLIOTSZ,X,X,O,X,X,X,X,O,X,X
JLIOTZS,X,X,O,X,X,X,O,X,X,X
JLIOSTZ,X,X,O,X,X,X,X,O,X,X
JLIOSZT,X,X,O,X,X,X,X,X,X,X
JLIOZTS,X,X,O,X,X,X,O,X,X,X
JLIOZST,X,X,O,X,X,X,X,X,X,X
JLSTIZO,X,X,O,X,X,X,X,X,X,X
JLSTIOZ,X,X,O,X,X,X,X,O,X,X
JLSTZIO,X,X,O,X,X,X,X,X,X,X
JLSTZOI,X,X,O,X,O,X,X,X,X,O
JLSTOIZ,X,X,O,X,O,X,X,O,X,O
JLSTOZI,X,X,O,X,O,X,X,X,X,O
JLSITZO,X,X,O,X,X,X,X,X,X,X
JLSITOZ,X,X,O,X,X,X,X,O,X,X
JLSIZTO,X,X,O,X,X,X,X,X,X,X
JLSIZOT,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,X,X,O,X,X,X,X,O,X,X
JLSIOZT,X,X,O,X,X,X,X,X,X,X
JLSZTIO,X,X,O,X,X,X,X,X,X,X
JLSZTOI,X,X,O,O,O,X,X,X,O,O
JLSZITO,X,X,O,X,X,X,X,X,X,X
JLSZIOT,X,X,O,X,X,X,X,X,X,X
JLSZOTI,X,X,O,O,O,X,X,X,X,X
JLSZOIT,X,X,O,O,O,X,X,X,X,X
JLSOTIZ,X,X,O,X,O,X,X,O,X,X
JLSOTZI,X,X,O,X,O,X,X,X,X,X
JLSOITZ,X,X,O,X,O,X,X,O,X,X
JLSOIZT,X,X,O,O,O,X,X,X,X,X
JLSOZTI,X,X,O,O,O,X,X,X,X,X
JLSOZIT,X,X,O,O,O,X,X,X,X,X
JLZTISO,X,X,O,X,X,X,X,X,X,X
JLZTIOS,X,X,O,X,X,X,O,X,X,X
JLZTSIO,X,X,O,X,X,X,X,X,X,X
JLZTSOI,X,X,O,O,X,X,X,X,O,X
JLZTOIS,X,X,O,O,X,X,O,X,O,X
JLZTOSI,X,X,O,O,X,X,X,X,O,X
JLZITSO,X,X,O,X,X,X,X,X,X,X
JLZITOS,X,X,O,X,X,X,O,X,X,X
JLZISTO,X,X,O,X,X,X,X,X,X,X
JLZISOT,X,X,O,X,X,X,X,X,X,X
JLZIOTS,X,X,O,X,X,X,O,X,X,X
JLZIOST,X,X,O,X,X,X,X,X,X,X
JLZSTIO,X,X,O,X,X,X,X,X,X,X
JLZSTOI,X,X,O,O,O,X,X,X,O,O
JLZSITO,X,X,O,X,X,X,X,X,X,X
JLZSIOT,X,X,O,X,X,X,X,X,X,X
JLZSOTI,X,X,O,O,O,X,X,X,X,X
JLZSOIT,X,X,O,O,O,X,X,X,X,X
JLZOTIS,X,X,O,O,X,X,O,X,X,X
JLZOTSI,X,X,O,O,X,X,X,X,X,X
JLZOITS,X,X,O,O,X,X,O,X,X,X
JLZOIST,X,X,O,O,O,X,X,X,X,X
JLZOSTI,X,X,O,O,O,X,X,X,X,X
JLZOSIT,X,X,O,O,O,X,X,X,X,X
JLOTISZ,X,X,O,X,X,X,X,O,X,X
JLOTIZS,X,X,O,X,X,X,O,X,X,X
JLOTSIZ,X,X,O,X,X,X,X,O,X,X
JLOTSZI,X,X,O,X,X,X,X,X,X,X
JLOTZIS,X,X,O,X,X,X,O,X,X,X
JLOTZSI,X,X,O,X,X,X,X,X,X,X
JLOITSZ,X,X,O,X,X,X,X,O,X,X
JLOITZS,X,X,O,X,X,X,O,X,X,X
JLOISTZ,X,X,O,X,O,X,X,O,X,X
JLOISZT,X,X,O,O,O,X,X,X,X,X
JLOIZTS,X,X,O,O,X,X,O,X,X,X
JLOIZST,X,X,O,O,O,X,X,X,X,X
JLOSTIZ,X,X,O,X,O,X,X,O,X,X
JLOSTZI,X,X,O,X,O,X,X,X,X,X
JLOSITZ,X,X,O,X,O,X,X,O,X,X
JLOSIZT,X,X,O,O,O,X,X,X,X,X
JLOSZTI,X,X,O,O,O,X,X,X,X,X
JLOSZIT,X,X,O,O,O,X,X,X,X,X
JLOZTIS,X,X,O,O,X,X,O,X,X,X
JLOZTSI,X,X,O,O,X,X,X,X,X,X
JLOZITS,X,X,O,O,X,X,O,X,X,X
JLOZIST,X,X,O,O,O,X,X,X,X,X
JLOZSTI,X,X,O,O,O,X,X,X,X,X
JLOZSIT,X,X,O,O,O,X,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X,X,X
JSTILOZ,O,X,X,X,X,X,X,O,X,X
JSTIZLO,O,O,X,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,O,O,X,O,X,O
JSTIOLZ,O,X,X,X,O,X,X,O,X,O
JSTIOZL,O,O,X,X,O,O,X,O,X,O
JSTLIZO,O,O,X,X,X,X,X,X,X,X
JSTLIOZ,O,X,X,X,X,X,X,O,X,X
JSTLZIO,O,O,X,X,X,X,X,X,X,X
JSTLZOI,O,O,X,X,O,X,X,X,X,O
JSTLOIZ,O,X,X,X,O,X,X,O,X,O
JSTLOZI,O,X,X,X,O,X,X,X,X,O
JSTZILO,O,O,X,X,X,X,X,X,X,X
JSTZIOL,O,O,X,X,O,O,X,O,X,O
JSTZLIO,O,O,X,X,X,X,X,X,X,X
JSTZLOI,O,O,X,X,O,X,X,X,X,O
JSTZOIL,O,O,X,X,O,O,X,O,X,O
JSTZOLI,O,O,X,X,O,X,X,X,X,O
JSTOILZ,O,X,X,X,O,X,X,O,X,O
JSTOIZL,O,O,X,X,O,O,X,O,X,O
JSTOLIZ,O,X,X,X,O,X,X,O,X,O
JSTOLZI,O,X,X,X,O,X,X,X,X,O
JSTOZIL,O,O,X,X,O,O,X,O,X,O
JSTOZLI,O,O,X,X,O,X,X,X,X,O
JSITLZO,O,O,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,O,X,X
JSITZLO,O,O,X,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,O,O,X,O,X,O
JSITOLZ,O,X,X,X,O,X,X,O,X,O
JSITOZL,O,O,X,X,O,O,X,O,X,O
JSILTZO,O,X,O,X,X,X,X,X,X,X
JSILTOZ,O,X,O,X,X,X,X,O,X,X
JSILZTO,O,X,O,X,X,X,X,X,X,X
JSILZOT,O,X,O,X,X,X,X,X,X,X
JSILOTZ,O,X,O,X,X,X,X,O,X,X
JSILOZT,O,X,O,X,X,X,X,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,O,O,X,O,X,O
JSIZLTO,O,O,O,X,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X,X
JSIZOTL,O,O,X,X,O,O,X,O,X,X
JSIZOLT,O,O,X,X,O,X,X,X,X,X
JSIOTLZ,O,O,X,X,O,X,X,O,X,X
JSIOTZL,O,O,X,X,O,O,X,O,X,X
JSIOLTZ,O,X,X,X,O,X,X,O,X,X
JSIOLZT,O,O,X,X,O,X,X,X,X,X
JSIOZTL,O,O,X,X,O,O,X,O,X,X
JSIOZLT,O,O,X,X,O,X,X,X,X,X
JSLTIZO,O,X,O,X,X,X,X,X,X,X
JSLTIOZ,O,X,O,X,X,X,X,O,X,X
JSLTZIO,O,X,O,X,X,X,X,X,X,X
JSLTZOI,O,X,O,X,O,X,X,X,X,O
JSLTOIZ,O,X,O,X,O,X,X,O,X,O
JSLTOZI,O,X,O,X,O,X,X,X,X,O
JSLITZO,O,X,O,X,X,X,X,X,X,X
JSLITOZ,O,X,O,X,X,X,X,O,X,X
JSLIZTO,O,X,O,X,X,X,X,X,X,X
JSLIZOT,O,X,O,X,X,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,X,X,O,X,X
JSLIOZT,O,X,O,X,X,X,X,X,X,X
JSLZTIO,O,X,O,X,X,X,X,X,X,X
JSLZTOI,O,X,O,O,O,X,X,X,O,O
JSLZITO,O,X,O,X,X,X,X,X,X,X
JSLZIOT,O,X,O,X,X,X,X,X,X,X
JSLZOTI,O,X,O,O,O,X,X,X,X,X
JSLZOIT,O,X,O,O,O,X,X,X,X,X
JSLOTIZ,O,X,O,X,O,X,X,O,X,X
JSLOTZI,O,X,O,X,O,X,X,X,X,X
JSLOITZ,O,X,O,X,O,X,X,O,X,X
JSLOIZT,O,X,O,O,O,X,X,X,X,X
JSLOZTI,O,X,O,O,O,X,X,X,X,X
JSLOZIT,O,X,O,O,O,X,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,X,X,X
JSZTIOL,O,O,X,X,O,O,X,O,X,O
JSZTLIO,O,O,X,X,X,X,X,X,X,X
JSZTLOI,O,O,X,O,O,X,X,X,O,O
JSZTOIL,O,O,X,X,O,O,X,O,X,O
JSZTOLI,O,O,X,X,O,X,X,X,X,O
JSZITLO,O,O,X,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,O,O,X,O,X,O
JSZILTO,O,O,O,X,X,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,X,X,X
JSZIOTL,O,O,X,X,O,O,X,O,X,X
JSZIOLT,O,O,X,X,O,X,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X,X,X,X
JSZLTOI,O,O,O,O,O,X,X,X,O,O
JSZLITO,O,O,O,X,X,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X,X,X
JSZLOTI,O,O,O,O,O,X,X,X,X,X
JSZLOIT,O,O,O,O,O,X,X,X,X,X
JSZOTIL,O,O,X,X,O,O,X,O,X,O
JSZOTLI,O,O,X,X,O,X,X,X,X,O
JSZOITL,O,O,X,X,O,O,X,O,X,X
JSZOILT,O,O,O,X,O,X,X,X,X,X
JSZOLTI,O,O,O,X,O,X,X,X,X,X
JSZOLIT,O,O,O,X,O,X,X,X,X,X
JSOTILZ,O,O,X,X,O,X,X,O,X,O
JSOTIZL,O,O,X,X,O,O,X,O,X,O
JSOTLIZ,O,O,X,X,O,X,X,O,X,O
JSOTLZI,O,O,X,X,O,X,X,X,X,O
JSOTZIL,O,O,X,X,O,O,X,O,X,O
JSOTZLI,O,O,X,X,O,X,X,X,X,O
JSOITLZ,O,O,X,X,O,X,X,O,X,X
JSOITZL,O,O,X,X,O,O,X,O,X,X
JSOILTZ,O,X,O,X,O,X,X,O,X,X
JSOILZT,O,O,O,X,O,X,X,X,X,X
JSOIZTL,O,O,X,X,O,O,X,O,X,X
JSOIZLT,O,O,O,X,O,X,X,X,X,X
JSOLTIZ,O,X,O,X,O,X,X,O,X,X
JSOLTZI,O,X,O,X,O,X,X,X,X,X
JSOLITZ,O,X,O,X,O,X,X,O,X,X
JSOLIZT,O,O,O,X,O,X,X,X,X,X
JSOLZTI,O,O,O,X,O,X,X,X,X,X
JSOLZIT,O,O,O,X,O,X,X,X,X,X
JSOZTIL,O,O,X,X,O,O,X,O,X,O
JSOZTLI,O,O,X,X,O,X,X,X,X,O
JSOZITL,O,O,X,X,O,O,X,O,X,X
JSOZILT,O,O,O,X,O,X,X,X,X,X
JSOZLTI,O,O,O,X,O,X,X,X,X,X
JSOZLIT,O,O,O,X,O,X,X,X,X,X
JZTILSO,O,O,O,X,X,X,X,X,X,X
JZTILOS,X,O,O,X,X,X,X,X,X,X
JZTISLO,O,O,X,X,X,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,O,X,X
JZTIOLS,X,O,X,X,X,X,X,X,X,X
JZTIOSL,X,O,X,X,X,X,X,O,X,X
JZTLISO,O,O,O,X,X,X,X,X,X,X
JZTLIOS,X,O,O,X,X,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,X,X,X,X
JZTLSOI,O,O,O,O,X,X,X,X,O,X
JZTLOIS,X,O,O,O,X,X,X,X,O,X
JZTLOSI,X,O,O,O,X,X,X,X,O,X
JZTSILO,O,O,X,X,X,X,X,X,X,X
JZTSIOL,O,O,X,X,O,X,X,O,X,O
JZTSLIO,O,O,X,X,X,X,X,X,X,X
JZTSLOI,O,O,X,O,O,X,X,X,O,O
JZTSOIL,O,O,X,X,O,X,X,O,X,O
JZTSOLI,O,O,X,X,O,X,X,X,X,O
JZTOILS,X,O,O,X,X,X,X,X,X,X
JZTOISL,X,O,X,X,O,X,X,O,X,X
JZTOLIS,X,O,O,X,X,X,X,X,X,X
JZTOLSI,X,O,O,X,X,X,X,X,X,X
JZTOSIL,X,O,X,X,O,X,X,O,X,X
JZTOSLI,X,O,X,X,O,X,X,X,X,X
JZITLSO,O,O,O,X,X,X,X,X,X,X
JZITLOS,X,O,O,X,X,X,X,X,X,X
JZITSLO,O,O,X,X,X,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X,O,X,X
JZITOLS,X,O,X,X,X,X,X,X,X,X
JZITOSL,X,O,X,X,X,X,X,O,X,X
JZILTSO,X,O,O,X,X,X,X,X,X,X
JZILTOS,X,O,O,X,X,X,X,X,X,X
JZILSTO,X,O,O,X,X,X,X,X,X,X
JZILSOT,X,O,O,X,X,X,X,X,X,X
JZILOTS,X,O,O,X,X,X,X,X,X,X
JZILOST,X,O,O,X,X,X,X,X,X,X
JZISTLO,O,O,X,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,O,O,X,O,X,O
JZISLTO,O,O,O,X,X,X,X,X,X,X
JZISLOT,O,O,O,X,X,X,X,X,X,X
JZISOTL,O,O,X,X,O,O,X,O,X,X
JZISOLT,O,O,X,X,O,X,X,X,X,X
JZIOTLS,O,O,O,X,X,X,X,X,X,X
JZIOTSL,O,O,X,X,O,X,X,O,X,X
JZIOLTS,X,O,O,X,X,X,X,X,X,X
JZIOLST,O,O,O,X,O,X,X,X,X,X
JZIOSTL,O,O,X,X,O,O,X,O,X,X
JZIOSLT,O,O,O,X,O,X,X,X,X,X
JZLTISO,X,O,O,X,X,X,X,X,X,X
JZLTIOS,X,O,O,X,X,X,X,X,X,X
JZLTSIO,X,O,O,X,X,X,X,X,X,X
JZLTSOI,X,O,O,O,X,X,X,X,O,X
JZLTOIS,X,O,O,O,X,X,X,X,O,X
JZLTOSI,X,O,O,O,X,X,X,X,O,X
JZLITSO,X,O,O,X,X,X,X,X,X,X
JZLITOS,X,O,O,X,X,X,X,X,X,X
JZLISTO,X,O,O,X,X,X,X,X,X,X
JZLISOT,X,O,O,X,X,X,X,X,X,X
JZLIOTS,X,O,O,X,X,X,X,X,X,X
JZLIOST,X,O,O,X,X,X,X,X,X,X
JZLSTIO,X,O,O,X,X,X,X,X,X,X
JZLSTOI,X,O,O,O,O,X,X,X,O,O
JZLSITO,X,O,O,X,X,X,X,X,X,X
JZLSIOT,X,O,O,X,X,X,X,X,X,X
JZLSOTI,X,O,O,O,O,X,X,X,X,X
JZLSOIT,X,O,O,O,O,X,X,X,X,X
JZLOTIS,X,O,O,O,X,X,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X,X,X
JZLOITS,X,O,O,O,X,X,X,X,X,X
JZLOIST,X,O,O,O,O,X,X,X,X,X
JZLOSTI,X,O,O,O,O,X,X,X,X,X
JZLOSIT,X,O,O,O,O,X,X,X,X,X
JZSTILO,O,O,X,X,X,X,X,X,X,X
JZSTIOL,O,O,X,X,O,O,X,O,X,O
JZSTLIO,O,O,X,X,X,X,X,X,X,X
JZSTLOI,O,O,X,O,O,X,X,X,O,O
JZSTOIL,O,O,X,X,O,O,X,O,X,O
JZSTOLI,O,O,X,X,O,X,X,X,X,O
JZSITLO,O,O,X,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,O,O,X,O,X,O
JZSILTO,O,O,O,X,X,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,X,X,X
JZSIOTL,O,O,X,X,O,O,X,O,X,X
JZSIOLT,O,O,X,X,O,X,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X,X,X,X
JZSLTOI,O,O,O,O,O,X,X,X,O,O
JZSLITO,O,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,X,X,X
JZSLOTI,O,O,O,O,O,X,X,X,X,X
JZSLOIT,O,O,O,O,O,X,X,X,X,X
JZSOTIL,O,O,X,X,O,O,X,O,X,O
JZSOTLI,O,O,X,X,O,X,X,X,X,O
JZSOITL,O,O,X,X,O,O,X,O,X,X
JZSOILT,O,O,O,X,O,X,X,X,X,X
JZSOLTI,O,O,O,X,O,X,X,X,X,X
JZSOLIT,O,O,O,X,O,X,X,X,X,X
JZOTILS,O,O,O,X,X,X,X,X,X,X
JZOTISL,O,O,X,X,O,X,X,O,X,X
JZOTLIS,O,O,O,X,X,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,O,X,X,O,X,X
JZOTSLI,O,O,X,X,O,X,X,X,X,X
JZOITLS,O,O,O,X,X,X,X,X,X,X
JZOITSL,O,O,X,X,O,X,X,O,X,X
JZOILTS,X,O,O,X,X,X,X,X,X,X
JZOILST,O,O,O,X,O,X,X,X,X,X
JZOISTL,O,O,X,X,O,O,X,O,X,X
JZOISLT,O,O,O,X,O,X,X,X,X,X
JZOLTIS,X,O,O,X,X,X,X,X,X,X
JZOLTSI,X,O,O,X,X,X,X,X,X,X
JZOLITS,X,O,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,X,O,X,X,X,X,X
JZOLSTI,O,O,O,X,O,X,X,X,X,X
JZOLSIT,O,O,O,X,O,X,X,X,X,X
JZOSTIL,O,O,X,X,O,O,X,O,X,O
JZOSTLI,O,O,X,X,O,X,X,X,X,O
JZOSITL,O,O,X,X,O,O,X,O,X,X
JZOSILT,O,O,O,X,O,X,X,X,X,X
JZOSLTI,O,O,O,X,O,X,X,X,X,X
JZOSLIT,O,O,O,X,O,X,X,X,X,X
JOTILSZ,O,O,O,X,X,X,X,O,X,X
JOTILZS,O,O,O,X,X,X,O,X,X,X
JOTISLZ,O,O,X,X,O,X,X,O,X,X
JOTISZL,O,O,X,X,O,X,X,O,X,X
JOTIZLS,O,O,O,X,X,X,X,X,X,X
JOTIZSL,O,O,X,X,O,X,X,O,X,X
JOTLISZ,O,O,O,X,X,X,X,O,X,X
JOTLIZS,O,O,O,X,X,X,O,X,X,X
JOTLSIZ,O,O,O,X,X,X,X,O,X,X
JOTLSZI,O,O,O,X,X,X,X,X,X,X
JOTLZIS,O,O,O,X,X,X,O,X,X,X
JOTLZSI,O,O,O,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,O,X,X,O,X,X
JOTSIZL,O,O,X,X,O,X,X,O,X,X
JOTSLIZ,O,O,X,X,O,X,X,O,X,X
JOTSLZI,O,O,X,X,O,X,X,X,X,X
JOTSZIL,O,O,X,X,O,X,X,O,X,X
JOTSZLI,O,O,X,X,O,X,X,X,X,X
JOTZILS,O,O,O,X,X,X,X,X,X,X
JOTZISL,O,O,X,X,O,X,X,O,X,X
JOTZLIS,O,O,O,X,X,X,X,X,X,X
JOTZLSI,O,O,O,X,X,X,X,X,X,X
JOTZSIL,O,O,X,X,O,X,X,O,X,X
JOTZSLI,O,O,X,X,O,X,X,X,X,X
JOITLSZ,O,O,O,X,X,X,X,O,X,X
JOITLZS,O,O,O,X,X,X,O,X,X,X
JOITSLZ,O,O,X,X,O,X,X,O,X,X
JOITSZL,O,O,X,X,O,X,X,O,X,X
JOITZLS,O,O,O,X,X,X,X,X,X,X
JOITZSL,O,O,X,X,O,X,X,O,X,X
JOILTSZ,X,X,O,X,X,X,X,O,X,X
JOILTZS,X,X,O,X,X,X,O,X,X,X
JOILSTZ,O,X,O,X,O,X,X,O,X,X
JOILSZT,O,O,O,X,O,X,X,X,X,X
JOILZTS,X,O,O,X,X,X,O,X,X,X
JOILZST,O,O,O,X,O,X,X,X,X,X
JOISTLZ,O,O,X,X,O,X,X,O,X,X
JOISTZL,O,O,X,X,O,O,X,O,X,X
JOISLTZ,O,X,O,X,O,X,X,O,X,X
JOISLZT,O,O,O,X,O,X,X,X,X,X
JOISZTL,O,O,X,X,O,O,X,O,X,X
JOISZLT,O,O,O,X,O,X,X,X,X,X
JOIZTLS,O,O,O,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,O,X,X,O,X,X
JOIZLTS,X,O,O,X,X,X,X,X,X,X
JOIZLST,O,O,O,X,O,X,X,X,X,X
JOIZSTL,O,O,X,X,O,O,X,O,X,X
JOIZSLT,O,O,O,X,O,X,X,X,X,X
JOLTISZ,X,X,O,X,X,X,X,O,X,X
JOLTIZS,X,X,O,X,X,X,O,X,X,X
JOLTSIZ,X,X,O,X,X,X,X,O,X,X
JOLTSZI,X,X,O,X,X,X,X,X,X,X
JOLTZIS,X,X,O,X,X,X,O,X,X,X
JOLTZSI,X,X,O,X,X,X,X,X,X,X
JOLITSZ,X,X,O,X,X,X,X,O,X,X
JOLITZS,X,X,O,X,X,X,O,X,X,X
JOLISTZ,O,X,O,X,O,X,X,O,X,X
JOLISZT,O,O,O,X,O,X,X,X,X,X
JOLIZTS,X,O,O,X,X,X,O,X,X,X
JOLIZST,O,O,O,X,O,X,X,X,X,X
JOLSTIZ,O,X,O,X,O,X,X,O,X,X
JOLSTZI,O,X,O,X,O,X,X,X,X,X
JOLSITZ,O,X,O,X,O,X,X,O,X,X
JOLSIZT,O,O,O,X,O,X,X,X,X,X
JOLSZTI,O,O,O,X,O,X,X,X,X,X
JOLSZIT,O,O,O,X,O,X,X,X,X,X
JOLZTIS,X,O,O,X,X,X,O,X,X,X
JOLZTSI,X,O,O,X,X,X,X,X,X,X
JOLZITS,X,O,O,X,X,X,O,X,X,X
JOLZIST,O,O,O,X,O,X,X,X,X,X
JOLZSTI,O,O,O,X,O,X,X,X,X,X
JOLZSIT,O,O,O,X,O,X,X,X,X,X
JOSTILZ,O,O,X,X,O,X,X,O,X,O
JOSTIZL,O,O,X,X,O,O,X,O,X,O
JOSTLIZ,O,O,X,X,O,X,X,O,X,O
JOSTLZI,O,O,X,X,O,X,X,X,X,O
JOSTZIL,O,O,X,X,O,O,X,O,X,O
JOSTZLI,O,O,X,X,O,X,X,X,X,O
JOSITLZ,O,O,X,X,O,X,X,O,X,X
JOSITZL,O,O,X,X,O,O,X,O,X,X
JOSILTZ,O,X,O,X,O,X,X,O,X,X
JOSILZT,O,O,O,X,O,X,X,X,X,X
JOSIZTL,O,O,X,X,O,O,X,O,X,X
JOSIZLT,O,O,O,X,O,X,X,X,X,X
JOSLTIZ,O,X,O,X,O,X,X,O,X,X
JOSLTZI,O,X,O,X,O,X,X,X,X,X
JOSLITZ,O,X,O,X,O,X,X,O,X,X
JOSLIZT,O,O,O,X,O,X,X,X,X,X
JOSLZTI,O,O,O,X,O,X,X,X,X,X
JOSLZIT,O,O,O,X,O,X,X,X,X,X
JOSZTIL,O,O,X,X,O,O,X,O,X,O
JOSZTLI,O,O,X,X,O,X,X,X,X,O
JOSZITL,O,O,X,X,O,O,X,O,X,X
JOSZILT,O,O,O,X,O,X,X,X,X,X
JOSZLTI,O,O,O,X,O,X,X,X,X,X
JOSZLIT,O,O,O,X,O,X,X,X,X,X
