sequence,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbBOhB8hBfjB6jBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbBicBGeB3hBUjBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8JeR7Iv?hFzcBfjB6jBukBUhBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hF2gBzcBfjB6jBUhBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbB2hBSjB3hBUjBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFibBzcBUhBXoBGoBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbB2hBFjB3hBctBCtB
ZTJSILO,O,O,O,O,X,X,X
ZTJSIOL,O,O,O,O,X,X,O
ZTJSLIO,O,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,X,X,X
ZTJSOIL,O,O,O,O,X,X,O
ZTJSOLI,O,O,O,O,X,X,X
ZTJOILS,O,O,O,X,O,X,O
ZTJOISL,O,O,O,O,X,X,O
ZTJOLIS,O,O,O,X,O,X,O
ZTJOLSI,O,O,O,X,X,X,X
ZTJOSIL,O,O,O,O,X,X,O
ZTJOSLI,O,O,O,O,X,X,X
ZTSILJO,O,O,O,O,X,O,X
ZTSILOJ,O,O,O,O,X,O,X
ZTSIJLO,O,O,O,O,X,O,X
ZTSIJOL,O,O,O,O,X,O,O
ZTSIOLJ,O,O,O,O,X,O,X
ZTSIOJL,O,O,O,O,X,O,O
ZTSLIJO,O,O,O,O,X,O,X
ZTSLIOJ,O,O,O,O,X,O,X
ZTSLJIO,O,O,O,O,X,X,X
ZTSLJOI,O,O,O,O,X,X,X
ZTSLOIJ,O,O,O,O,X,O,X
ZTSLOJI,O,O,O,O,X,X,X
ZTSJILO,O,O,O,O,X,X,X
ZTSJIOL,O,O,O,O,X,X,O
ZTSJLIO,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,X,X,X
ZTSJOIL,O,O,O,O,X,X,O
ZTSJOLI,O,O,O,O,X,X,X
ZTSOILJ,O,O,O,O,X,O,X
ZTSOIJL,O,O,O,O,X,O,O
ZTSOLIJ,O,O,O,O,X,O,X
ZTSOLJI,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,X,X,O
ZTSOJLI,O,O,O,O,X,X,X
ZTOILJS,O,O,X,X,O,X,O
ZTOILSJ,O,O,O,X,X,O,X
ZTOIJLS,O,O,O,X,O,X,O
ZTOIJSL,O,O,O,O,X,X,O
ZTOISLJ,O,O,O,O,X,O,X
ZTOISJL,O,O,O,O,X,O,O
ZTOLIJS,O,O,X,X,O,X,O
ZTOLISJ,O,O,O,X,X,O,X
ZTOLJIS,O,O,O,X,O,X,O
ZTOLJSI,O,O,O,X,X,X,X
ZTOLSIJ,O,O,O,X,X,O,X
ZTOLSJI,O,O,O,X,X,X,X
ZTOJILS,O,O,O,X,O,X,O
ZTOJISL,O,O,O,O,X,X,O
ZTOJLIS,O,O,O,X,O,X,O
ZTOJLSI,O,O,O,X,X,X,X
ZTOJSIL,O,O,O,O,X,X,O
ZTOJSLI,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,O,X,O,X
ZTOSIJL,O,O,O,O,X,O,O
ZTOSLIJ,O,O,O,O,X,O,X
ZTOSLJI,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,X,X,O
ZTOSJLI,O,O,O,O,X,X,X
ZITLJSO,O,O,X,X,X,X,X
ZITLJOS,O,O,X,X,O,X,O
ZITLSJO,O,O,O,X,X,O,X
ZITLSOJ,O,O,O,X,X,O,X
ZITLOJS,O,O,X,X,O,X,O
ZITLOSJ,O,O,O,X,X,O,X
ZITJLSO,O,O,O,X,X,X,X
ZITJLOS,O,O,O,X,O,X,O
ZITJSLO,O,O,O,O,X,X,X
ZITJSOL,O,O,O,O,X,X,O
ZITJOLS,O,O,O,X,O,X,O
ZITJOSL,O,O,O,O,X,X,O
ZITSLJO,O,O,O,O,X,O,X
ZITSLOJ,O,O,O,O,X,O,X
ZITSJLO,O,O,O,O,X,O,X
ZITSJOL,O,O,O,O,X,O,O
ZITSOLJ,O,O,O,O,X,O,X
ZITSOJL,O,O,O,O,X,O,O
ZITOLJS,O,O,X,X,O,X,O
ZITOLSJ,O,O,O,X,X,O,X
ZITOJLS,O,O,O,X,O,X,O
ZITOJSL,O,O,O,O,X,X,O
ZITOSLJ,O,O,O,O,X,O,X
ZITOSJL,O,O,O,O,X,O,O
ZILTJSO,O,X,X,X,X,X,X
ZILTJOS,O,X,X,X,X,X,O
ZILTSJO,O,X,O,X,X,O,X
ZILTSOJ,O,X,O,X,X,O,X
ZILTOJS,O,X,X,X,X,X,O
ZILTOSJ,O,X,O,X,X,O,X
ZILJTSO,O,X,X,X,X,X,X
ZILJTOS,O,X,X,X,X,X,O
ZILJSTO,O,O,X,X,X,O,X
ZILJSOT,O,O,X,X,X,O,X
ZILJOTS,O,X,X,X,O,X,O
ZILJOST,O,O,X,X,O,O,X
ZILSTJO,O,O,X,X,X,O,X
ZILSTOJ,O,O,O,X,X,O,X
ZILSJTO,O,O,X,X,X,O,X
ZILSJOT,O,O,O,X,X,O,X
ZILSOTJ,O,O,O,X,X,O,X
ZILSOJT,O,O,O,X,X,O,X
ZILOTJS,O,X,X,X,X,X,O
ZILOTSJ,O,X,O,X,X,O,X
ZILOJTS,O,X,X,X,O,X,O
ZILOJST,O,O,X,X,O,O,X
ZILOSTJ,O,O,O,X,X,O,X
ZILOSJT,O,O,O,X,X,O,X
ZIJTLSO,O,X,O,X,X,X,X
ZIJTLOS,O,X,O,X,O,X,O
ZIJTSLO,O,O,O,O,X,X,X
ZIJTSOL,O,O,O,O,X,X,O
ZIJTOLS,O,X,O,X,O,X,O
ZIJTOSL,O,O,O,O,X,X,O
ZIJLTSO,O,X,O,X,X,X,X
ZIJLTOS,O,X,O,X,X,X,O
ZIJLSTO,O,O,O,X,X,O,X
ZIJLSOT,O,O,O,X,X,O,X
ZIJLOTS,O,X,O,X,O,X,O
ZIJLOST,O,O,O,X,O,O,X
ZIJSTLO,O,O,O,X,X,O,X
ZIJSTOL,O,O,O,X,X,O,O
ZIJSLTO,O,O,O,X,X,O,X
ZIJSLOT,O,O,O,O,X,O,X
ZIJSOTL,O,O,O,X,X,O,O
ZIJSOLT,O,O,O,O,X,O,X
ZIJOTLS,O,X,O,X,O,X,O
ZIJOTSL,O,O,O,O,X,X,O
ZIJOLTS,O,X,O,X,O,X,O
ZIJOLST,O,O,O,X,O,O,X
ZIJOSTL,O,O,O,X,X,O,O
ZIJOSLT,O,O,O,O,X,O,X
ZISTLJO,O,O,O,X,X,O,X
ZISTLOJ,O,O,O,X,X,O,X
ZISTJLO,O,O,O,X,X,O,X
ZISTJOL,O,O,O,X,X,O,O
ZISTOLJ,O,O,O,X,X,O,X
ZISTOJL,O,O,O,X,X,O,O
ZISLTJO,O,O,X,X,X,O,X
ZISLTOJ,O,O,O,X,X,O,X
ZISLJTO,O,O,O,X,X,O,X
ZISLJOT,O,O,O,O,X,O,X
ZISLOTJ,O,O,O,X,X,O,X
ZISLOJT,O,O,O,O,X,O,X
ZISJTLO,O,O,O,X,X,O,X
ZISJTOL,O,O,O,X,X,O,O
ZISJLTO,O,O,O,X,X,O,X
ZISJLOT,O,O,O,O,X,O,X
ZISJOTL,O,O,O,X,X,O,O
ZISJOLT,O,O,O,O,X,O,X
ZISOTLJ,O,O,O,X,X,O,X
ZISOTJL,O,O,O,X,X,O,O
ZISOLTJ,O,O,O,X,X,O,X
ZISOLJT,O,O,O,O,X,O,X
ZISOJTL,O,O,O,X,X,O,O
ZISOJLT,O,O,O,O,X,O,X
ZIOTLJS,O,O,X,X,O,X,O
ZIOTLSJ,O,O,O,X,X,O,X
ZIOTJLS,O,O,O,X,O,X,O
ZIOTJSL,O,O,O,O,X,X,O
ZIOTSLJ,O,O,O,O,X,O,X
ZIOTSJL,O,O,O,O,X,O,O
ZIOLTJS,O,X,X,X,X,X,O
ZIOLTSJ,O,X,O,X,X,O,X
ZIOLJTS,O,X,X,X,O,X,O
ZIOLJST,O,O,X,X,O,O,X
ZIOLSTJ,O,O,O,X,X,O,X
ZIOLSJT,O,O,O,X,X,O,X
ZIOJTLS,O,X,O,X,O,X,O
ZIOJTSL,O,O,O,O,X,X,O
ZIOJLTS,O,X,O,X,O,X,O
ZIOJLST,O,O,O,X,O,O,X
ZIOJSTL,O,O,O,X,X,O,O
ZIOJSLT,O,O,O,O,X,O,X
ZIOSTLJ,O,O,O,X,X,O,X
ZIOSTJL,O,O,O,X,X,O,O
ZIOSLTJ,O,O,O,X,X,O,X
ZIOSLJT,O,O,O,O,X,O,X
ZIOSJTL,O,O,O,X,X,O,O
ZIOSJLT,O,O,O,O,X,O,X
ZLTIJSO,O,X,X,X,X,X,X
ZLTIJOS,O,X,X,X,X,X,O
ZLTISJO,O,X,O,X,X,O,X
ZLTISOJ,O,X,O,X,X,O,X
ZLTIOJS,O,X,X,X,X,X,O
ZLTIOSJ,O,X,O,X,X,O,X
ZLTJISO,O,X,O,X,X,X,X
ZLTJIOS,O,X,O,X,X,X,O
ZLTJSIO,O,X,O,X,X,X,X
ZLTJSOI,O,X,O,X,X,X,X
ZLTJOIS,O,X,O,X,X,X,O
ZLTJOSI,O,X,O,X,X,X,X
ZLTSIJO,O,X,O,X,X,O,X
ZLTSIOJ,O,X,O,X,X,O,X
ZLTSJIO,O,X,O,X,X,X,X
ZLTSJOI,O,X,O,X,X,X,X
ZLTSOIJ,O,X,O,X,X,O,X
ZLTSOJI,O,X,O,X,X,X,X
ZLTOIJS,O,X,X,X,X,X,O
ZLTOISJ,O,X,O,X,X,O,X
ZLTOJIS,O,X,O,X,X,X,O
ZLTOJSI,O,X,O,X,X,X,X
ZLTOSIJ,O,X,O,X,X,O,X
ZLTOSJI,O,X,O,X,X,X,X
ZLITJSO,O,X,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X,O
ZLITSJO,O,X,O,X,X,O,X
ZLITSOJ,O,X,O,X,X,O,X
ZLITOJS,O,X,X,X,X,X,O
ZLITOSJ,O,X,O,X,X,O,X
ZLIJTSO,O,X,X,X,X,X,X
ZLIJTOS,O,X,X,X,X,X,O
ZLIJSTO,O,O,X,X,X,O,X
ZLIJSOT,O,O,X,X,X,O,X
ZLIJOTS,O,X,X,X,O,X,O
ZLIJOST,O,O,X,X,O,O,X
ZLISTJO,O,O,X,X,X,O,X
ZLISTOJ,O,O,O,X,X,O,X
ZLISJTO,O,O,X,X,X,O,X
ZLISJOT,O,O,O,X,X,O,X
ZLISOTJ,O,O,O,X,X,O,X
ZLISOJT,O,O,O,X,X,O,X
ZLIOTJS,O,X,X,X,X,X,O
ZLIOTSJ,O,X,O,X,X,O,X
ZLIOJTS,O,X,X,X,O,X,O
ZLIOJST,O,O,X,X,O,O,X
ZLIOSTJ,O,O,O,X,X,O,X
ZLIOSJT,O,O,O,X,X,O,X
ZLJTISO,O,X,O,X,X,X,X
ZLJTIOS,O,X,O,X,X,X,O
ZLJTSIO,O,X,O,X,X,X,X
ZLJTSOI,O,X,O,X,X,X,X
ZLJTOIS,O,X,O,X,X,X,O
ZLJTOSI,O,X,O,X,X,X,X
ZLJITSO,O,X,O,X,X,X,X
ZLJITOS,O,X,O,X,X,X,O
ZLJISTO,O,O,O,X,X,O,X
ZLJISOT,O,O,O,X,X,O,X
ZLJIOTS,O,X,O,X,O,X,O
ZLJIOST,O,O,O,X,O,O,X
ZLJSTIO,O,O,O,X,X,X,X
ZLJSTOI,O,O,O,X,X,X,X
ZLJSITO,O,O,O,X,X,O,X
ZLJSIOT,O,O,O,X,X,O,X
ZLJSOTI,O,O,O,X,X,X,X
ZLJSOIT,O,O,O,X,X,O,X
ZLJOTIS,O,X,O,X,X,X,O
ZLJOTSI,O,X,O,X,X,X,X
ZLJOITS,O,X,O,X,O,X,O
ZLJOIST,O,O,O,X,O,O,X
ZLJOSTI,O,O,O,X,X,X,X
ZLJOSIT,O,O,O,X,X,O,X
ZLSTIJO,O,O,X,X,X,O,X
ZLSTIOJ,O,O,O,X,X,O,X
ZLSTJIO,O,O,O,X,X,X,X
ZLSTJOI,O,O,O,X,X,X,X
ZLSTOIJ,O,O,O,X,X,O,X
ZLSTOJI,O,O,O,X,X,X,X
ZLSITJO,O,O,X,X,X,O,X
ZLSITOJ,O,O,O,X,X,O,X
ZLSIJTO,O,O,O,X,X,O,X
ZLSIJOT,O,O,O,X,X,O,X
ZLSIOTJ,O,O,O,X,X,O,X
ZLSIOJT,O,O,O,X,X,O,X
ZLSJTIO,O,O,O,X,X,X,X
ZLSJTOI,O,O,O,X,X,X,X
ZLSJITO,O,O,O,X,X,O,X
ZLSJIOT,O,O,O,X,X,O,X
ZLSJOTI,O,O,O,X,X,X,X
ZLSJOIT,O,O,O,X,X,O,X
ZLSOTIJ,O,O,O,X,X,O,X
ZLSOTJI,O,O,O,X,X,X,X
ZLSOITJ,O,O,O,X,X,O,X
ZLSOIJT,O,O,O,X,X,O,X
ZLSOJTI,O,O,O,X,X,X,X
ZLSOJIT,O,O,O,X,X,O,X
ZLOTIJS,O,X,X,X,X,X,O
ZLOTISJ,O,X,O,X,X,O,X
ZLOTJIS,O,X,O,X,X,X,O
ZLOTJSI,O,X,O,X,X,X,X
ZLOTSIJ,O,X,O,X,X,O,X
ZLOTSJI,O,X,O,X,X,X,X
ZLOITJS,O,X,X,X,X,X,O
ZLOITSJ,O,X,O,X,X,O,X
ZLOIJTS,O,X,X,X,O,X,O
ZLOIJST,O,O,X,X,O,O,X
ZLOISTJ,O,O,O,X,X,O,X
ZLOISJT,O,O,O,X,X,O,X
ZLOJTIS,O,X,O,X,X,X,O
ZLOJTSI,O,X,O,X,X,X,X
ZLOJITS,O,X,O,X,O,X,O
ZLOJIST,O,O,O,X,O,O,X
ZLOJSTI,O,O,O,X,X,X,X
ZLOJSIT,O,O,O,X,X,O,X
ZLOSTIJ,O,O,O,X,X,O,X
ZLOSTJI,O,O,O,X,X,X,X
ZLOSITJ,O,O,O,X,X,O,X
ZLOSIJT,O,O,O,X,X,O,X
ZLOSJTI,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,X,X,O,X
ZJTILSO,O,X,O,X,X,X,X
ZJTILOS,O,X,O,X,O,X,O
ZJTISLO,O,O,O,O,X,X,X
ZJTISOL,O,O,O,O,X,X,O
ZJTIOLS,O,X,O,X,O,X,O
ZJTIOSL,O,O,O,O,X,X,O
ZJTLISO,O,X,O,X,X,X,X
ZJTLIOS,O,X,O,X,O,X,O
ZJTLSIO,O,X,O,X,X,X,X
ZJTLSOI,O,X,O,X,X,X,X
ZJTLOIS,O,X,O,X,O,X,O
ZJTLOSI,O,X,O,X,X,X,X
ZJTSILO,O,O,O,O,X,X,X
ZJTSIOL,O,O,O,O,X,X,O
ZJTSLIO,O,O,O,O,X,X,X
ZJTSLOI,O,O,O,O,X,X,X
ZJTSOIL,O,O,O,O,X,X,O
ZJTSOLI,O,O,O,O,X,X,X
ZJTOILS,O,X,O,X,O,X,O
ZJTOISL,O,O,O,O,X,X,O
ZJTOLIS,O,X,O,X,O,X,O
ZJTOLSI,O,X,O,X,X,X,X
ZJTOSIL,O,O,O,O,X,X,O
ZJTOSLI,O,O,O,O,X,X,X
ZJITLSO,O,X,O,X,X,X,X
ZJITLOS,O,X,O,X,O,X,O
ZJITSLO,O,O,O,O,X,X,X
ZJITSOL,O,O,O,O,X,X,O
ZJITOLS,O,X,O,X,O,X,O
ZJITOSL,O,O,O,O,X,X,O
ZJILTSO,O,X,O,X,X,X,X
ZJILTOS,O,X,O,X,X,X,O
ZJILSTO,O,O,O,X,X,O,X
ZJILSOT,O,O,O,X,X,O,X
ZJILOTS,O,X,O,X,O,X,O
ZJILOST,O,O,O,X,O,O,X
ZJISTLO,O,O,O,X,X,O,X
ZJISTOL,O,O,O,X,X,O,O
ZJISLTO,O,O,O,X,X,O,X
ZJISLOT,O,O,O,O,X,O,X
ZJISOTL,O,O,O,X,X,O,O
ZJISOLT,O,O,O,O,X,O,X
ZJIOTLS,O,X,O,X,O,X,O
ZJIOTSL,O,O,O,O,X,X,O
ZJIOLTS,O,X,O,X,O,X,O
ZJIOLST,O,O,O,X,O,O,X
ZJIOSTL,O,O,O,X,X,O,O
ZJIOSLT,O,O,O,O,X,O,X
ZJLTISO,O,X,O,X,X,X,X
ZJLTIOS,O,X,O,X,X,X,O
ZJLTSIO,O,X,O,X,X,X,X
ZJLTSOI,O,X,O,X,X,X,X
ZJLTOIS,O,X,O,X,X,X,O
ZJLTOSI,O,X,O,X,X,X,X
ZJLITSO,O,X,O,X,X,X,X
ZJLITOS,O,X,O,X,X,X,O
ZJLISTO,O,O,O,X,X,O,X
ZJLISOT,O,O,O,X,X,O,X
ZJLIOTS,O,X,O,X,O,X,O
ZJLIOST,O,O,O,X,O,O,X
ZJLSTIO,O,O,O,X,X,X,X
ZJLSTOI,O,O,O,X,X,X,X
ZJLSITO,O,O,O,X,X,O,X
ZJLSIOT,O,O,O,X,X,O,X
ZJLSOTI,O,O,O,X,X,X,X
ZJLSOIT,O,O,O,X,X,O,X
ZJLOTIS,O,X,O,X,X,X,O
ZJLOTSI,O,X,O,X,X,X,X
ZJLOITS,O,X,O,X,O,X,O
ZJLOIST,O,O,O,X,O,O,X
ZJLOSTI,O,O,O,X,X,X,X
ZJLOSIT,O,O,O,X,X,O,X
ZJSTILO,O,O,O,X,X,X,X
ZJSTIOL,O,O,O,X,X,X,O
ZJSTLIO,O,O,O,X,X,X,X
ZJSTLOI,O,O,O,X,X,X,X
ZJSTOIL,O,O,O,X,X,X,O
ZJSTOLI,O,O,O,X,X,X,X
ZJSITLO,O,O,O,X,X,O,X
ZJSITOL,O,O,O,X,X,O,O
ZJSILTO,O,O,O,X,X,O,X
ZJSILOT,O,O,O,O,X,O,X
ZJSIOTL,O,O,O,X,X,O,O
ZJSIOLT,O,O,O,O,X,O,X
ZJSLTIO,O,O,O,X,X,X,X
ZJSLTOI,O,O,O,X,X,X,X
ZJSLITO,O,O,O,X,X,O,X
ZJSLIOT,O,O,O,O,X,O,X
ZJSLOTI,O,O,O,X,X,X,X
ZJSLOIT,O,O,O,O,X,O,X
ZJSOTIL,O,O,O,X,X,X,O
ZJSOTLI,O,O,O,X,X,X,X
ZJSOITL,O,O,O,X,X,O,O
ZJSOILT,O,O,O,O,X,O,X
ZJSOLTI,O,O,O,X,X,X,X
ZJSOLIT,O,O,O,O,X,O,X
ZJOTILS,O,X,O,X,O,X,O
ZJOTISL,O,O,O,O,X,X,O
ZJOTLIS,O,X,O,X,O,X,O
ZJOTLSI,O,X,O,X,X,X,X
ZJOTSIL,O,O,O,O,X,X,O
ZJOTSLI,O,O,O,O,X,X,X
ZJOITLS,O,X,O,X,O,X,O
ZJOITSL,O,O,O,O,X,X,O
ZJOILTS,O,X,O,X,O,X,O
ZJOILST,O,O,O,X,O,O,X
ZJOISTL,O,O,O,X,X,O,O
ZJOISLT,O,O,O,O,X,O,X
ZJOLTIS,O,X,O,X,X,X,O
ZJOLTSI,O,X,O,X,X,X,X
ZJOLITS,O,X,O,X,O,X,O
ZJOLIST,O,O,O,X,O,O,X
ZJOLSTI,O,O,O,X,X,X,X
ZJOLSIT,O,O,O,X,X,O,X
ZJOSTIL,O,O,O,X,X,X,O
ZJOSTLI,O,O,O,X,X,X,X
ZJOSITL,O,O,O,X,X,O,O
ZJOSILT,O,O,O,O,X,O,X
ZJOSLTI,O,O,O,X,X,X,X
ZJOSLIT,O,O,O,O,X,O,X
ZSTILJO,O,O,O,X,X,O,X
ZSTILOJ,O,O,O,X,X,O,X
ZSTIJLO,O,O,O,X,X,O,X
ZSTIJOL,O,O,O,X,X,O,O
ZSTIOLJ,O,O,O,X,X,O,X
ZSTIOJL,O,O,O,X,X,O,O
ZSTLIJO,O,O,O,X,X,O,X
ZSTLIOJ,O,O,O,X,X,O,X
ZSTLJIO,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,X,X,X,X
ZSTLOIJ,O,O,O,X,X,O,X
ZSTLOJI,O,O,O,X,X,X,X
ZSTJILO,O,O,O,X,X,X,X
ZSTJIOL,O,O,O,X,X,X,O
ZSTJLIO,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,X,X,X,X
ZSTJOIL,O,O,O,X,X,X,O
ZSTJOLI,O,O,O,X,X,X,X
ZSTOILJ,O,O,O,X,X,O,X
ZSTOIJL,O,O,O,X,X,O,O
ZSTOLIJ,O,O,O,X,X,O,X
ZSTOLJI,O,O,O,X,X,X,X
ZSTOJIL,O,O,O,X,X,X,O
ZSTOJLI,O,O,O,X,X,X,X
ZSITLJO,O,O,O,X,X,O,X
ZSITLOJ,O,O,O,X,X,O,X
ZSITJLO,O,O,O,X,X,O,X
ZSITJOL,O,O,O,X,X,O,O
ZSITOLJ,O,O,O,X,X,O,X
ZSITOJL,O,O,O,X,X,O,O
ZSILTJO,O,O,X,X,X,O,X
ZSILTOJ,O,O,O,X,X,O,X
ZSILJTO,O,O,O,X,X,O,X
ZSILJOT,O,O,O,O,X,O,X
ZSILOTJ,O,O,O,X,X,O,X
ZSILOJT,O,O,O,O,X,O,X
ZSIJTLO,O,O,O,X,X,O,X
ZSIJTOL,O,O,O,X,X,O,O
ZSIJLTO,O,O,O,X,X,O,X
ZSIJLOT,O,O,O,O,X,O,X
ZSIJOTL,O,O,O,X,X,O,O
ZSIJOLT,O,O,O,O,X,O,X
ZSIOTLJ,O,O,O,X,X,O,X
ZSIOTJL,O,O,O,X,X,O,O
ZSIOLTJ,O,O,O,X,X,O,X
ZSIOLJT,O,O,O,O,X,O,X
ZSIOJTL,O,O,O,X,X,O,O
ZSIOJLT,O,O,O,O,X,O,X
ZSLTIJO,O,O,X,X,X,O,X
ZSLTIOJ,O,O,O,X,X,O,X
ZSLTJIO,O,O,O,X,X,X,X
ZSLTJOI,O,O,O,X,X,X,X
ZSLTOIJ,O,O,O,X,X,O,X
ZSLTOJI,O,O,O,X,X,X,X
ZSLITJO,O,O,X,X,X,O,X
ZSLITOJ,O,O,O,X,X,O,X
ZSLIJTO,O,O,O,X,X,O,X
ZSLIJOT,O,O,O,O,X,O,X
ZSLIOTJ,O,O,O,X,X,O,X
ZSLIOJT,O,O,O,O,X,O,X
ZSLJTIO,O,O,O,X,X,X,X
ZSLJTOI,O,O,O,X,X,X,X
ZSLJITO,O,O,O,X,X,O,X
ZSLJIOT,O,O,O,O,X,O,X
ZSLJOTI,O,O,O,X,X,X,X
ZSLJOIT,O,O,O,O,X,O,X
ZSLOTIJ,O,O,O,X,X,O,X
ZSLOTJI,O,O,O,X,X,X,X
ZSLOITJ,O,O,O,X,X,O,X
ZSLOIJT,O,O,O,O,X,O,X
ZSLOJTI,O,O,O,X,X,X,X
ZSLOJIT,O,O,O,O,X,O,X
ZSJTILO,O,O,O,X,X,X,X
ZSJTIOL,O,O,O,X,X,X,O
ZSJTLIO,O,O,O,X,X,X,X
ZSJTLOI,O,O,O,X,X,X,X
ZSJTOIL,O,O,O,X,X,X,O
ZSJTOLI,O,O,O,X,X,X,X
ZSJITLO,O,O,O,X,X,O,X
ZSJITOL,O,O,O,X,X,O,O
ZSJILTO,O,O,O,X,X,O,X
ZSJILOT,O,O,O,O,X,O,X
ZSJIOTL,O,O,O,X,X,O,O
ZSJIOLT,O,O,O,O,X,O,X
ZSJLTIO,O,O,O,X,X,X,X
ZSJLTOI,O,O,O,X,X,X,X
ZSJLITO,O,O,O,X,X,O,X
ZSJLIOT,O,O,O,O,X,O,X
ZSJLOTI,O,O,O,X,X,X,X
ZSJLOIT,O,O,O,O,X,O,X
ZSJOTIL,O,O,O,X,X,X,O
ZSJOTLI,O,O,O,X,X,X,X
ZSJOITL,O,O,O,X,X,O,O
ZSJOILT,O,O,O,O,X,O,X
ZSJOLTI,O,O,O,X,X,X,X
ZSJOLIT,O,O,O,O,X,O,X
ZSOTILJ,O,O,O,X,X,O,X
ZSOTIJL,O,O,O,X,X,O,O
ZSOTLIJ,O,O,O,X,X,O,X
ZSOTLJI,O,O,O,X,X,X,X
ZSOTJIL,O,O,O,X,X,X,O
ZSOTJLI,O,O,O,X,X,X,X
ZSOITLJ,O,O,O,X,X,O,X
ZSOITJL,O,O,O,X,X,O,O
ZSOILTJ,O,O,O,X,X,O,X
ZSOILJT,O,O,O,O,X,O,X
ZSOIJTL,O,O,O,X,X,O,O
ZSOIJLT,O,O,O,O,X,O,X
ZSOLTIJ,O,O,O,X,X,O,X
ZSOLTJI,O,O,O,X,X,X,X
ZSOLITJ,O,O,O,X,X,O,X
ZSOLIJT,O,O,O,O,X,O,X
ZSOLJTI,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,O,X,O,X
ZSOJTIL,O,O,O,X,X,X,O
ZSOJTLI,O,O,O,X,X,X,X
ZSOJITL,O,O,O,X,X,O,O
ZSOJILT,O,O,O,O,X,O,X
ZSOJLTI,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,O,X,O,X
ZOTILJS,O,O,X,X,O,X,O
ZOTILSJ,O,O,O,X,X,O,X
ZOTIJLS,O,O,O,X,O,X,O
ZOTIJSL,O,O,O,O,X,X,O
ZOTISLJ,O,O,O,O,X,O,X
ZOTISJL,O,O,O,O,X,O,O
ZOTLIJS,O,O,X,X,O,X,O
ZOTLISJ,O,O,O,X,X,O,X
ZOTLJIS,O,O,O,X,O,X,O
ZOTLJSI,O,O,O,X,X,X,X
ZOTLSIJ,O,O,O,X,X,O,X
ZOTLSJI,O,O,O,X,X,X,X
ZOTJILS,O,O,O,X,O,X,O
ZOTJISL,O,O,O,O,X,X,O
ZOTJLIS,O,O,O,X,O,X,O
ZOTJLSI,O,O,O,X,X,X,X
ZOTJSIL,O,O,O,O,X,X,O
ZOTJSLI,O,O,O,O,X,X,X
ZOTSILJ,O,O,O,O,X,O,X
ZOTSIJL,O,O,O,O,X,O,O
ZOTSLIJ,O,O,O,O,X,O,X
ZOTSLJI,O,O,O,O,X,X,X
ZOTSJIL,O,O,O,O,X,X,O
ZOTSJLI,O,O,O,O,X,X,X
ZOITLJS,O,O,X,X,O,X,O
ZOITLSJ,O,O,O,X,X,O,X
ZOITJLS,O,O,O,X,O,X,O
ZOITJSL,O,O,O,O,X,X,O
ZOITSLJ,O,O,O,O,X,O,X
ZOITSJL,O,O,O,O,X,O,O
ZOILTJS,O,X,X,X,X,X,O
ZOILTSJ,O,X,O,X,X,O,X
ZOILJTS,O,X,X,X,O,X,O
ZOILJST,O,O,X,X,O,O,X
ZOILSTJ,O,O,O,X,X,O,X
ZOILSJT,O,O,O,X,X,O,X
ZOIJTLS,O,X,O,X,O,X,O
ZOIJTSL,O,O,O,O,X,X,O
ZOIJLTS,O,X,O,X,O,X,O
ZOIJLST,O,O,O,X,O,O,X
ZOIJSTL,O,O,O,X,X,O,O
ZOIJSLT,O,O,O,O,X,O,X
ZOISTLJ,O,O,O,X,X,O,X
ZOISTJL,O,O,O,X,X,O,O
ZOISLTJ,O,O,O,X,X,O,X
ZOISLJT,O,O,O,O,X,O,X
ZOISJTL,O,O,O,X,X,O,O
ZOISJLT,O,O,O,O,X,O,X
ZOLTIJS,O,X,X,X,X,X,O
ZOLTISJ,O,X,O,X,X,O,X
ZOLTJIS,O,X,O,X,X,X,O
ZOLTJSI,O,X,O,X,X,X,X
ZOLTSIJ,O,X,O,X,X,O,X
ZOLTSJI,O,X,O,X,X,X,X
