sequence,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBfiB?xdBCjBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jBaoB3iBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jB3iBaoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBfiB?xdBGjBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFGeB3gB?RiBUiBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFRdBSjB?UiB3gBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFzcBGeB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFfiBxdB?TgBSoBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhFyhBTgB?3iBcoBGoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBFdB?5jBmnB8nBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dBTgB?OsBXtB6tBlrB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFRdBcjB?TgBXnBStBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jez8IvhFGeBigB?/oBRsBcsBlqB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFzcBSjB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhF5jB3gB?mnB8nBzmBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFUdB5jB?TgBlnBaoBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dB6jB?TgBXnBVtBmrB
JZOILTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOILST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
JZOLTIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLITS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JZOSTLI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JZOSITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOSILT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
JZOSLTI,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
JZOSLIT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
JOTILSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X
JOTILZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOTISLZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X
JOTISZL,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
JOTIZLS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOTIZSL,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
JOTLISZ,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
JOTLIZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOTLSIZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
JOTLSZI,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTLZIS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
JOTLZSI,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOTSILZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
JOTSIZL,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
JOTSLIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
JOTSLZI,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O
JOTSZIL,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
JOTSZLI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
JOTZILS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOTZISL,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
JOTZLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOTZLSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
JOITLZS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOITSLZ,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X
JOITSZL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X
JOITZLS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOITZSL,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
JOILTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOILTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOILSTZ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOILSZT,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
JOILZTS,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOILZST,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOISTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
JOISTZL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
JOISLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
JOISLZT,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X
JOISZTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
JOISZLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
JOIZTLS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOIZTSL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
JOIZLTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOIZSLT,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
JOLTISZ,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X
JOLTIZS,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X
JOLTSIZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTSZI,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLTZIS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLTZSI,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOLITZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOLISTZ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOLISZT,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
JOLIZTS,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLIZST,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLSTIZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOLSTZI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOLSITZ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOLSIZT,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
JOLSZTI,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOLSZIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOLZTIS,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLZTSI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLZITS,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLZIST,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLZSTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLZSIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSTILZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
JOSTIZL,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,O
JOSTLIZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
JOSTLZI,X,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O
JOSTZIL,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
JOSTZLI,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
JOSITLZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
JOSITZL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O
JOSILTZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
JOSILZT,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X
JOSIZTL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
JOSIZLT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
JOSLTIZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
JOSLTZI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOSLITZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
JOSLIZT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X
JOSLZTI,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOSLZIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOSZTIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOSZTLI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZILT,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOSZLTI,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOSZLIT,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOZTILS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
JOZTISL,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
JOZTLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOZITSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
JOZILTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZISLT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
JOZLTIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLTSI,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLITS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLIST,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLSTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLSIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZSTIL,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
JOZSTLI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
JOZSITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZSILT,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
JOZSLTI,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
JOZSLIT,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
STILJZO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STILJOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
STILZJO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
STILZOJ,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O
STILOJZ,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O
STILOZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STIJLZO,X,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STIJLOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
STIJZLO,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STIJZOL,O,X,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X
STIJOLZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X
STIJOZL,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
STIZLJO,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
STIZLOJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
STIZJLO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
STIZJOL,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
STIZOLJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
STIZOJL,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O
STIOLJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
STIOLZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
STIOJLZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O
STIOJZL,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
STIOZLJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
STIOZJL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
STLIJZO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STLIJOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
STLIZJO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
STLIZOJ,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O
STLIOJZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STLIOZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STLJIZO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STLJIOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
STLJZIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STLJZOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLJOIZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STLJOZI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STLZIJO,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STLZIOJ,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O
STLZJIO,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLZOIJ,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
STLZOJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
STLOIJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STLOIZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STLOJIZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STLOJZI,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O
STLOZIJ,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
STLOZJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
STJILZO,X,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STJILOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
STJIZLO,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STJIZOL,O,X,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X
STJIOLZ,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X
STJIOZL,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
STJLIZO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
STJLIOZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
STJLZIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STJLZOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STJLOIZ,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STJLOZI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STJZILO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJZOIL,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
STJZOLI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
STJOILZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,O
STJOIZL,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O
STJOLIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
STJOLZI,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
STJOZIL,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
STJOZLI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
STZILJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZIJLO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZIOJL,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
STZLIJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
STZLJIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZLOIJ,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,O
STZLOJI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
STZJILO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZJOIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZJOLI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZOILJ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STZOIJL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
STZOLIJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O
STZOLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STZOJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STZOJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STOILJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
STOILZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
STOIJLZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
STOIJZL,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
STOIZLJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O
STOIZJL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O
STOLIJZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STOLIZJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STOLJIZ,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
STOLJZI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
STOLZIJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
STOLZJI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
STOJILZ,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
STOJIZL,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
STOJLIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
STOJLZI,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O
STOJZIL,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
STOJZLI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
STOZILJ,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STOZIJL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
STOZLIJ,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O
STOZLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STOZJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STOZJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
SITLJZO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X
SITLJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SITLZJO,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SITLZOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SITLOJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SITLOZJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SITJLZO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X
SITJLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SITJZLO,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X
SITJZOL,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SITJOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SITJOZL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SITZLJO,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SITZLOJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SITZJLO,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SITZJOL,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SITZOLJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SITZOJL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SITOLJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
SITOLZJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
SITOJLZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
SITOJZL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
SITOZLJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
SITOZJL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
SILTJZO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X
SILTJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SILTZJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SILTZOJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SILTOJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
SILJTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SILJZTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
SILJZOT,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SILJOZT,X,X,X,O,O,X,X,X,X,O,X,X,O,X,O,X,X
SILZTJO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SILZTOJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SILZJTO,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
SILZJOT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
SILZOTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SILZOJT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOTJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
SILOJZT,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X,X
SILOZTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOZJT,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SIJTLZO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
SIJTLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIJTZOL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIJTOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLTZO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
SIJLTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIJLZTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
