sequence,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je08IvhFxdBflBlgBO?rB6qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhF0cBxdBWlB/?mBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je07IvhFxdBzfBumBX?hBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBu?qBirB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Jex9IvhFflB0gBlhB6?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBq?qB2rB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhF+gBxdBlhBy?qBzrBXrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBmrBTrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFOhBxdBSlB1?rB0qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFxdBUhBFlBa?sBTmBWwB
JZTLOSI,X,X,X,X,X,X,X,X,X,O,O
JZTSILO,O,O,X,X,X,X,X,X,O,O,O
JZTSIOL,O,O,X,O,X,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X,O,O,O
JZTSLOI,O,O,X,X,X,X,X,X,O,O,O
JZTSOIL,O,O,X,O,X,X,X,X,X,X,X
JZTSOLI,O,O,X,O,X,X,X,X,X,X,O
JZTOILS,X,X,O,X,X,X,X,X,X,O,X
JZTOISL,X,O,O,X,X,X,X,X,X,X,X
JZTOLIS,X,X,O,X,X,X,X,X,X,O,O
JZTOLSI,X,X,O,X,X,X,X,X,X,O,O
JZTOSIL,X,O,O,X,X,X,X,X,X,X,X
JZTOSLI,X,O,O,X,X,X,X,X,X,X,O
JZITLSO,X,X,X,X,X,X,X,X,X,O,X
JZITLOS,X,X,X,X,X,X,X,X,X,O,X
JZITSLO,O,O,X,X,X,X,X,X,O,O,X
JZITSOL,O,O,X,O,X,X,X,X,X,X,X
JZITOLS,X,X,O,X,X,X,X,X,X,O,X
JZITOSL,X,O,O,X,X,X,X,X,X,X,X
JZILTSO,X,O,X,O,X,X,X,X,X,O,X
JZILTOS,X,O,O,X,X,X,X,X,X,O,X
JZILSTO,O,O,X,O,X,X,X,X,O,O,X
JZILSOT,X,O,X,O,X,X,X,X,O,X,X
JZILOTS,X,O,O,X,X,X,X,X,X,X,X
JZILOST,X,O,O,X,X,X,X,X,X,X,X
JZISTLO,O,X,X,X,X,X,X,X,O,X,X
JZISTOL,O,X,X,O,X,X,X,X,X,X,X
JZISLTO,O,X,X,O,X,O,X,X,O,X,X
JZISLOT,X,X,X,O,X,X,X,X,O,X,X
JZISOTL,O,X,X,O,X,X,X,X,X,X,X
JZISOLT,X,X,X,O,X,O,X,X,O,X,X
JZIOTLS,X,X,O,X,X,X,X,X,X,X,X
JZIOTSL,O,O,O,X,X,X,X,X,X,X,X
JZIOLTS,X,O,O,X,X,X,X,O,X,X,X
JZIOLST,O,O,O,X,X,X,X,O,X,X,X
JZIOSTL,O,X,O,X,X,X,X,X,X,X,X
JZIOSLT,O,X,O,X,X,O,X,X,O,X,X
JZLTISO,X,O,X,O,X,X,X,X,X,O,X
JZLTIOS,X,O,O,X,X,X,X,O,X,O,X
JZLTSIO,X,O,X,O,X,X,X,X,X,O,X
JZLTSOI,X,O,X,O,X,X,X,O,X,O,X
JZLTOIS,X,O,O,X,X,X,X,O,X,O,X
JZLTOSI,X,O,O,X,X,X,X,O,X,O,X
JZLITSO,X,O,X,O,X,X,X,X,X,O,X
JZLITOS,X,O,O,X,X,X,X,O,X,O,X
JZLISTO,O,O,X,O,X,X,X,X,O,O,X
JZLISOT,X,O,X,O,X,X,X,X,O,X,X
JZLIOTS,X,O,O,X,X,X,X,X,X,X,X
JZLIOST,X,O,O,X,X,X,X,X,X,X,X
JZLSTIO,O,O,X,O,X,X,X,X,O,O,X
JZLSTOI,O,O,X,O,X,X,X,O,O,O,X
JZLSITO,O,O,X,O,X,X,X,X,O,O,X
JZLSIOT,X,O,X,O,X,X,X,X,O,X,X
JZLSOTI,X,O,X,O,X,X,X,X,O,X,X
JZLSOIT,X,O,X,O,X,X,X,X,O,X,X
JZLOTIS,X,O,O,X,X,X,X,O,X,X,X
JZLOTSI,X,O,O,X,X,X,X,O,X,X,X
JZLOITS,X,O,O,X,X,X,X,X,X,X,X
JZLOIST,X,O,O,X,X,X,X,X,X,X,X
JZLOSTI,X,O,O,X,X,X,X,X,X,X,X
JZLOSIT,X,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,X,X,X,X,O,X,X
JZSTIOL,O,X,X,O,X,X,X,X,X,X,X
JZSTLIO,O,X,X,X,X,X,X,X,O,X,X
JZSTLOI,O,X,X,X,X,X,X,X,O,X,X
JZSTOIL,O,X,X,O,X,X,X,X,X,X,X
JZSTOLI,O,X,X,O,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,X,X,X,O,X,X
JZSITOL,O,X,X,O,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,X,O,X,X,O,X,X
JZSILOT,X,X,X,O,X,X,X,X,O,X,X
JZSIOTL,O,X,X,O,X,X,X,X,X,X,X
JZSIOLT,X,X,X,O,X,O,X,X,O,X,X
JZSLTIO,O,X,X,O,X,O,X,X,O,X,X
JZSLTOI,O,X,X,O,X,O,X,X,O,X,X
JZSLITO,O,X,X,O,X,O,X,X,O,X,X
JZSLIOT,X,X,X,O,X,X,X,X,O,X,X
JZSLOTI,X,X,X,O,X,X,X,X,O,X,X
JZSLOIT,X,X,X,O,X,X,X,X,O,X,X
JZSOTIL,O,X,X,O,X,X,X,X,X,X,X
JZSOTLI,O,X,X,O,X,X,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X
JZSOILT,X,X,X,O,X,O,X,X,O,X,X
JZSOLTI,X,X,X,O,X,O,X,X,O,X,X
JZSOLIT,X,X,X,O,X,O,X,X,O,X,X
JZOTILS,X,X,O,X,X,X,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,X,X,X,X,X
JZOTLIS,X,X,O,X,X,X,X,X,X,X,X
JZOTLSI,X,X,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,O,X,X,X,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X,X,X,X,X
JZOITLS,X,X,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,O,X,X,X,X,X,X,X,X
JZOILTS,X,O,O,X,X,X,X,O,X,X,X
JZOILST,O,O,O,X,X,X,X,O,X,X,X
JZOISTL,O,X,O,X,X,X,X,X,X,X,X
JZOISLT,O,X,O,X,X,O,X,X,O,X,X
JZOLTIS,X,O,O,X,X,X,X,O,X,X,X
JZOLTSI,X,O,O,X,X,X,X,O,X,X,X
JZOLITS,X,O,O,X,X,X,X,O,X,X,X
JZOLIST,O,O,O,X,X,X,X,O,X,X,X
JZOLSTI,O,O,O,X,X,X,X,O,X,X,X
JZOLSIT,O,O,O,X,X,X,X,O,X,X,X
JZOSTIL,O,X,O,X,X,X,X,X,X,X,X
JZOSTLI,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,O,X,X,X,X,X,X,X,X
JZOSILT,O,X,O,X,X,O,X,X,O,X,X
JZOSLTI,O,X,X,X,X,O,X,X,O,X,X
JZOSLIT,O,X,O,X,X,O,X,X,O,X,X
JOTILSZ,X,O,O,X,X,X,X,X,X,X,X
JOTILZS,X,O,O,X,X,X,X,O,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X,X,X,X
JOTISZL,O,O,O,O,O,X,X,X,X,X,X
JOTIZLS,X,X,O,X,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,X,X
JOTLISZ,X,O,O,X,X,X,X,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X,O,X,X,X
JOTLSIZ,X,O,O,X,X,X,X,X,X,X,X
JOTLSZI,X,O,O,X,X,X,X,X,X,X,X
JOTLZIS,X,O,O,X,X,X,X,O,X,X,X
JOTLZSI,X,O,O,X,X,X,X,O,X,X,X
JOTSILZ,O,O,X,O,X,X,X,X,X,X,X
JOTSIZL,O,O,O,O,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X,X,X
JOTSZIL,O,O,O,O,O,X,X,X,X,X,X
JOTSZLI,O,O,O,O,O,X,X,X,X,X,O
JOTZILS,X,X,O,X,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,X,X,X,X,X
JOTZLIS,X,X,O,X,X,X,X,X,X,X,O
JOTZLSI,X,X,O,X,X,X,X,X,X,X,O
JOTZSIL,O,O,O,X,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,X,X,X,X,X,X,O
JOITLSZ,X,O,O,X,X,X,X,X,X,X,X
JOITLZS,X,O,O,X,X,X,X,O,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X,X,X
JOITSZL,O,O,O,O,O,X,X,X,X,X,X
JOITZLS,X,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,O,O,X,X,X,X,X,X,X,X
JOILTSZ,X,O,O,O,X,X,X,X,X,X,X
JOILTZS,X,O,O,X,X,X,X,O,X,X,X
JOILSTZ,O,O,O,O,X,X,X,X,X,X,X
JOILSZT,O,O,O,O,X,X,X,X,X,X,X
JOILZTS,X,O,O,X,X,X,X,O,X,X,X
JOILZST,O,O,O,X,X,X,X,O,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X
JOISTZL,O,O,O,O,O,X,X,X,X,X,X
JOISLTZ,O,O,O,O,X,X,X,X,X,X,X
JOISLZT,O,O,O,O,X,X,X,X,X,X,X
JOISZTL,O,X,O,O,O,X,X,X,X,X,X
JOISZLT,O,X,O,O,X,X,X,X,X,X,X
JOIZTLS,X,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,O,X,X,X,X,X,X,X,X
JOIZLTS,X,O,O,X,X,X,X,O,X,X,X
JOIZLST,O,O,O,X,X,X,X,O,X,X,X
JOIZSTL,O,X,O,X,X,X,X,X,X,X,X
JOIZSLT,O,X,O,X,X,O,X,X,O,X,X
JOLTISZ,X,O,O,O,X,X,X,X,X,X,X
JOLTIZS,X,O,O,X,X,X,X,O,X,X,X
JOLTSIZ,X,O,O,O,X,X,X,X,X,X,X
JOLTSZI,X,O,O,O,X,X,X,X,X,X,X
JOLTZIS,X,O,O,X,X,X,X,O,X,X,X
JOLTZSI,X,O,O,X,X,X,X,O,X,X,X
JOLITSZ,X,O,O,O,X,X,X,X,X,X,X
JOLITZS,X,O,O,X,X,X,X,O,X,X,X
JOLISTZ,O,O,O,O,X,X,X,X,X,X,X
JOLISZT,O,O,O,O,X,X,X,X,X,X,X
JOLIZTS,X,O,O,X,X,X,X,O,X,X,X
JOLIZST,O,O,O,X,X,X,X,O,X,X,X
JOLSTIZ,O,O,O,O,X,X,X,X,X,X,X
JOLSTZI,O,O,O,O,X,X,X,X,X,X,X
JOLSITZ,O,O,O,O,X,X,X,X,X,X,X
JOLSIZT,O,O,O,O,X,X,X,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,X,X
JOLZTIS,X,O,O,X,X,X,X,O,X,X,X
JOLZTSI,X,O,O,X,X,X,X,O,X,X,X
JOLZITS,X,O,O,X,X,X,X,O,X,X,X
JOLZIST,O,O,O,X,X,X,X,O,X,X,X
JOLZSTI,O,O,O,X,X,X,X,O,X,X,X
JOLZSIT,O,O,O,X,X,X,X,O,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X,X,X,X
JOSTIZL,O,O,O,O,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X,X
JOSTZIL,O,O,O,O,O,X,X,X,X,X,X
JOSTZLI,O,O,O,O,O,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X
JOSITZL,O,O,O,O,O,X,X,X,X,X,X
JOSILTZ,O,O,O,O,X,X,X,X,X,X,X
JOSILZT,O,O,O,O,X,X,X,X,X,X,X
JOSIZTL,O,X,O,O,O,X,X,X,X,X,X
JOSIZLT,O,X,O,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,X,X,X,X,X,X
JOSLTZI,O,O,O,O,X,X,X,X,X,X,X
JOSLITZ,O,O,O,O,X,X,X,X,X,X,X
JOSLIZT,O,O,O,O,X,X,X,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X,X,X
JOSZTIL,O,X,O,O,O,X,X,X,X,X,X
JOSZTLI,O,X,X,O,O,X,X,X,X,X,X
JOSZITL,O,X,O,O,O,X,X,X,X,X,X
JOSZILT,O,X,O,O,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,X,X,X,X,X,X,X
JOSZLIT,O,X,O,O,X,X,X,X,X,X,X
JOZTILS,X,X,O,X,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,X,X,X,X,X
JOZTLIS,X,X,O,X,X,X,X,X,X,X,X
JOZTLSI,X,X,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,X,X,X,X,X,X,X,X
JOZITLS,X,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,X,X,X,X,X
JOZILTS,X,O,O,X,X,X,X,O,X,X,X
JOZILST,O,O,O,X,X,X,X,O,X,X,X
JOZISTL,O,X,O,X,X,X,X,X,X,X,X
JOZISLT,O,X,O,X,X,O,X,X,O,X,X
JOZLTIS,X,O,O,X,X,X,X,O,X,X,X
JOZLTSI,X,O,O,X,X,X,X,O,X,X,X
JOZLITS,X,O,O,X,X,X,X,O,X,X,X
JOZLIST,O,O,O,X,X,X,X,O,X,X,X
JOZLSTI,O,O,O,X,X,X,X,O,X,X,X
JOZLSIT,O,O,O,X,X,X,X,O,X,X,X
JOZSTIL,O,X,O,X,X,X,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,O,X,X,X,X,X,X,X,X
JOZSILT,O,X,O,X,X,O,X,X,O,X,X
JOZSLTI,O,X,X,X,X,O,X,X,O,X,X
JOZSLIT,O,X,O,X,X,O,X,X,O,X,X
STILJZO,X,O,X,O,X,X,O,X,X,X,X
STILJOZ,X,O,X,O,X,X,O,X,X,X,X
STILZJO,X,O,X,X,O,X,X,X,X,X,O
STILZOJ,X,X,X,X,O,X,O,X,X,X,O
STILOJZ,X,X,X,O,X,X,O,X,X,X,X
STILOZJ,X,X,X,X,X,X,O,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,X,X,X
STIJLOZ,X,O,X,O,X,X,O,X,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,X,X,O
STIJZOL,O,O,X,O,O,X,X,X,X,X,X
STIJOLZ,O,O,X,O,X,X,X,X,X,X,X
STIJOZL,O,O,X,O,X,X,X,X,X,X,X
STIZLJO,X,O,X,X,O,X,X,X,X,X,O
STIZLOJ,X,X,X,X,O,X,O,X,X,X,O
STIZJLO,O,O,X,X,O,X,X,X,X,X,O
STIZJOL,O,O,X,X,O,X,X,X,X,X,X
STIZOLJ,X,X,X,X,O,X,X,X,X,X,O
STIZOJL,X,O,X,O,O,X,X,X,X,X,X
STIOLJZ,X,X,X,O,X,X,O,X,X,X,X
STIOLZJ,X,X,X,X,O,X,O,O,X,X,X
STIOJLZ,O,O,X,O,X,X,X,X,X,X,X
STIOJZL,O,O,X,O,O,X,X,X,X,X,X
STIOZLJ,X,X,X,X,O,X,X,X,X,X,O
STIOZJL,O,O,X,O,O,X,X,X,X,X,X
STLIJZO,X,O,X,O,X,X,O,X,X,X,X
STLIJOZ,X,O,X,O,X,X,O,X,X,X,X
STLIZJO,X,O,X,X,O,X,X,X,X,X,O
STLIZOJ,X,X,X,X,O,X,O,X,X,X,O
STLIOJZ,X,X,X,O,X,X,O,X,X,X,X
STLIOZJ,X,X,X,X,X,X,O,X,X,X,X
STLJIZO,O,O,X,O,X,X,O,X,X,X,X
STLJIOZ,X,O,X,O,X,X,O,X,X,X,X
STLJZIO,O,O,X,O,X,X,O,X,X,X,O
STLJZOI,O,O,X,O,X,X,O,X,X,X,O
STLJOIZ,O,O,X,O,X,X,O,X,X,X,X
STLJOZI,O,O,X,O,X,X,O,X,X,X,X
STLZIJO,X,O,X,X,O,X,X,X,X,X,O
STLZIOJ,X,X,X,X,O,X,O,X,X,X,O
STLZJIO,X,O,X,X,O,X,X,X,X,X,O
STLZJOI,X,O,X,X,O,X,X,O,X,X,O
STLZOIJ,X,X,X,X,O,X,O,X,X,X,O
STLZOJI,X,X,X,X,O,X,O,X,X,X,O
STLOIJZ,X,X,X,O,X,X,O,X,X,X,X
STLOIZJ,X,X,X,X,X,X,O,X,X,X,X
STLOJIZ,X,X,X,O,X,X,O,X,X,X,X
STLOJZI,X,X,X,O,X,X,O,X,X,X,X
STLOZIJ,X,X,X,X,X,X,O,X,X,X,X
STLOZJI,X,X,X,X,X,X,O,X,X,X,X
STJILZO,O,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,O,X,O,X,X,O,X,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,X,X,O
STJIZOL,O,O,X,O,O,X,X,X,X,X,X
STJIOLZ,O,O,X,O,X,X,X,X,X,X,X
STJIOZL,O,O,O,O,X,X,X,X,X,X,X
STJLIZO,O,O,X,O,X,X,X,X,X,X,X
STJLIOZ,X,O,X,O,X,X,O,X,X,X,X
STJLZIO,O,O,X,O,X,X,X,X,X,X,O
STJLZOI,O,O,X,O,X,X,X,X,X,X,O
STJLOIZ,O,O,X,O,X,X,O,X,X,X,X
STJLOZI,O,O,X,O,X,X,O,X,X,X,X
STJZILO,O,O,X,X,O,X,X,X,X,X,O
STJZIOL,O,O,X,O,O,X,X,X,X,X,X
STJZLIO,O,O,X,X,O,X,X,X,X,X,O
STJZLOI,O,O,X,X,O,X,X,X,X,X,O
STJZOIL,O,O,X,O,O,X,X,X,X,X,X
STJZOLI,O,O,X,O,O,X,X,X,X,X,O
STJOILZ,O,O,X,O,X,X,X,X,X,X,X
STJOIZL,O,O,O,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X,X,X
STJOZIL,O,O,O,O,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,X,X,X,X,X,X,O
STZILJO,X,O,X,X,O,X,X,X,X,X,O
STZILOJ,X,X,X,X,O,X,O,X,X,X,O
STZIJLO,O,O,X,X,O,X,X,X,X,X,O
STZIJOL,O,O,X,X,O,X,X,X,X,X,X
STZIOLJ,X,X,X,X,O,X,X,X,X,X,O
STZIOJL,X,O,X,O,O,X,X,X,X,X,X
STZLIJO,X,O,X,X,O,X,X,X,X,X,O
STZLIOJ,X,X,X,X,O,X,O,X,X,X,O
STZLJIO,X,O,X,X,O,X,X,X,X,X,O
STZLJOI,X,O,X,X,O,X,X,X,X,X,O
STZLOIJ,X,X,X,X,O,X,O,X,X,X,O
STZLOJI,X,X,X,X,O,X,O,X,X,X,O
STZJILO,O,O,X,X,O,X,X,X,X,X,O
STZJIOL,O,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,O,X,X,O,X,X,X,X,X,O
STZJLOI,O,O,X,X,O,X,X,X,X,X,O
STZJOIL,O,O,X,X,O,X,X,X,X,X,X
STZJOLI,O,O,X,X,O,X,X,X,X,X,O
STZOILJ,X,X,X,X,O,X,X,X,X,X,O
STZOIJL,X,O,X,O,O,X,X,X,X,X,X
STZOLIJ,X,X,X,X,O,X,X,X,X,X,O
STZOLJI,X,X,X,X,O,X,X,X,X,X,O
STZOJIL,X,O,X,O,O,X,X,X,X,X,X
STZOJLI,X,O,X,O,O,X,X,X,X,X,O
STOILJZ,X,X,X,O,X,X,O,X,X,X,X
STOILZJ,X,X,X,X,O,X,O,O,X,X,X
STOIJLZ,O,O,X,O,X,X,X,X,X,X,X
STOIJZL,O,O,X,O,O,X,X,X,X,X,X
STOIZLJ,X,X,X,X,O,X,X,X,X,X,O
STOIZJL,O,O,X,O,O,X,X,X,X,X,X
STOLIJZ,X,X,X,O,X,X,O,X,X,X,X
STOLIZJ,X,X,X,X,O,X,O,O,X,X,X
STOLJIZ,X,X,X,O,X,X,O,X,X,X,X
STOLJZI,X,X,X,O,X,X,O,X,X,X,X
STOLZIJ,X,X,X,X,O,X,O,O,X,X,X
STOLZJI,X,X,X,X,O,X,O,O,X,X,X
STOJILZ,O,O,X,O,X,X,X,X,X,X,X
STOJIZL,O,O,O,O,O,X,X,X,X,X,X
STOJLIZ,O,O,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,X,X,X,X,X,O
STOZILJ,X,X,X,X,O,X,X,X,X,X,O
STOZIJL,O,O,X,O,O,X,X,X,X,X,X
STOZLIJ,X,X,X,X,O,X,X,X,X,X,O
STOZLJI,X,X,X,X,O,X,X,X,X,X,O
STOZJIL,O,O,O,O,O,X,X,X,X,X,X
STOZJLI,O,O,O,O,O,X,X,X,X,X,O
SITLJZO,X,O,X,O,X,X,O,X,X,X,X
SITLJOZ,X,O,X,O,X,X,O,X,X,X,X
SITLZJO,X,O,X,X,O,X,X,X,X,X,O
SITLZOJ,X,X,X,X,O,X,O,X,X,X,O
SITLOJZ,X,X,X,O,X,X,O,X,X,X,X
SITLOZJ,X,X,X,X,X,X,O,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,X,X,X,X
SITJLOZ,X,O,X,O,X,X,O,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X,O
SITJZOL,O,O,X,O,O,X,X,X,X,X,X
SITJOLZ,O,O,X,O,X,X,X,X,X,X,X
SITJOZL,O,O,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,O,X,X,X,X,X,O
SITZLOJ,X,X,X,X,O,X,O,X,X,X,O
SITZJLO,O,O,X,X,O,X,X,X,X,X,O
SITZJOL,O,O,X,X,O,X,X,X,X,X,X
SITZOLJ,X,X,X,X,O,X,X,X,X,X,O
SITZOJL,X,O,X,O,O,X,X,X,X,X,X
SITOLJZ,X,X,X,O,X,X,O,X,X,X,X
SITOLZJ,X,X,X,X,O,X,O,O,X,X,X
SITOJLZ,O,O,X,O,X,X,X,X,X,X,X
SITOJZL,O,O,X,O,O,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,X,X,X,X,O
SITOZJL,O,O,X,O,O,X,X,X,X,X,X
SILTJZO,X,O,X,O,X,X,O,X,X,X,X
SILTJOZ,X,O,X,O,X,X,O,X,X,X,X
SILTZJO,X,O,X,X,O,X,X,X,X,O,X
SILTZOJ,X,O,X,X,O,X,O,X,X,O,X
SILTOJZ,X,O,X,O,X,X,O,X,X,X,X
SILTOZJ,X,O,X,X,X,X,O,X,X,X,X
SILJTZO,O,O,X,O,X,X,O,X,X,X,X
SILJTOZ,X,O,O,O,X,X,O,X,X,X,X
SILJZTO,O,O,X,O,X,X,O,X,X,O,X
SILJZOT,X,O,X,O,X,X,O,X,X,X,X
SILJOTZ,X,O,O,O,X,X,O,X,X,X,X
SILJOZT,X,O,O,O,X,X,O,X,X,X,X
SILZTJO,X,O,X,X,O,X,X,X,X,O,X
SILZTOJ,X,O,X,X,O,X,O,X,X,O,X
SILZJTO,O,O,X,O,X,X,O,X,X,O,X
SILZJOT,X,O,X,O,X,X,O,X,X,X,X
SILZOTJ,X,O,X,X,X,X,O,X,X,O,X
SILZOJT,X,O,X,X,X,X,O,X,X,X,X
SILOTJZ,X,O,X,O,X,X,O,X,X,X,X
SILOTZJ,X,O,X,X,O,X,O,X,X,X,X
SILOJTZ,O,O,O,O,X,X,O,X,X,X,X
SILOJZT,O,O,O,O,X,X,O,X,X,X,X
SILOZTJ,X,O,X,X,O,X,O,X,X,O,X
SILOZJT,O,O,X,X,X,X,O,X,X,X,X
SIJTLZO,O,O,X,O,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,O,X,X,O,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,X,X
SIJTZOL,O,O,X,O,O,X,X,X,X,X,X
SIJTOLZ,O,O,X,O,X,X,X,X,X,X,X
SIJTOZL,O,O,O,O,X,X,X,X,X,X,X
SIJLTZO,O,O,X,O,X,X,O,X,X,X,X
SIJLTOZ,X,O,O,O,X,X,O,X,X,X,X
SIJLZTO,O,O,X,O,X,X,O,X,X,X,X
SIJLZOT,X,O,X,O,X,X,O,X,X,X,X
SIJLOTZ,X,O,O,O,X,X,O,X,X,X,X
SIJLOZT,X,O,O,O,X,X,O,X,X,X,X
SIJZTLO,O,X,X,X,O,X,X,X,O,X,X
SIJZTOL,O,X,X,O,O,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,X,X,X,O,X,X
SIJZLOT,X,X,X,O,X,X,X,X,O,X,X
SIJZOTL,O,X,X,O,X,X,X,X,X,X,X
SIJZOLT,X,X,X,O,X,X,X,X,O,X,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X
SIJOTZL,O,O,O,O,O,X,X,X,X,X,X
SIJOLTZ,O,O,O,O,X,X,O,X,X,X,X
SIJOLZT,O,O,O,O,X,X,O,X,X,X,X
SIJOZTL,O,X,O,O,O,X,X,X,X,X,X
SIJOZLT,O,X,O,O,X,X,X,X,X,X,X
SIZTLJO,X,X,X,X,O,O,X,X,O,O,X
SIZTLOJ,X,X,X,X,O,O,O,X,O,O,X
SIZTJLO,O,X,X,X,O,X,X,X,O,O,X
SIZTJOL,O,X,X,X,O,X,X,X,X,X,X
SIZTOLJ,X,X,X,X,O,O,X,X,X,X,X
SIZTOJL,X,X,X,O,O,X,X,X,X,X,X
SIZLTJO,X,O,X,X,O,O,X,X,O,O,X
SIZLTOJ,X,O,X,X,O,O,O,X,O,O,X
SIZLJTO,O,O,X,O,X,O,O,X,O,O,X
SIZLJOT,X,O,X,O,X,X,O,X,O,X,X
SIZLOTJ,X,O,X,X,X,O,O,X,O,O,X
SIZLOJT,X,O,X,X,X,O,O,X,O,X,X
SIZJTLO,O,X,X,X,O,X,X,X,O,X,X
SIZJTOL,O,X,X,O,O,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,O,X,X,O,X,X
SIZJLOT,X,X,X,O,X,X,X,X,O,X,X
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X
SIZJOLT,X,X,X,O,X,O,X,X,O,X,X
SIZOTLJ,X,X,X,X,O,O,X,X,X,X,X
SIZOTJL,O,X,X,O,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,O,O,O,O,O,X,X
SIZOLJT,O,X,X,X,X,O,O,O,O,X,X
SIZOJTL,O,X,X,O,O,X,X,X,X,X,X
SIZOJLT,O,X,X,O,X,O,X,X,O,X,X
SIOTLJZ,X,X,X,O,X,X,O,X,X,X,X
SIOTLZJ,X,X,X,X,O,X,O,O,X,X,X
SIOTJLZ,O,X,X,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,O,O,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,O,X,X,X,X,X,X
SIOTZJL,O,X,X,O,O,X,X,X,X,X,X
SIOLTJZ,X,X,X,O,X,X,O,X,X,X,X
