sequence,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFuf?BcgBCeBXjBzpBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFCb?BuiBcjBXgBzpBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFCe?BTfBOlBXjB0pBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?BXgBziB2pBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFcg?BqiBTeBfqBlsBupB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFqi?BTeBXgB2pBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JecAJvhFTe?BOkBfqBysB5nBlpB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?B0fBziB2pBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeC+IvhFxf?BXjBTfBOlB0pBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jel6IvhFcg?BTeBysBmpB5nB/pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFCe?BOlBXjBTkBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?B0fBziB/pBOqBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFqi?BTeB0fB2pBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFui?BcjBTfBypBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeuCJvhFcj?BxfBTfBypBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeG+IvhFxf?BziBikBXlBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFOl?BTkB3nBFoB0pBCtB
STLOJIZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
STLOJZI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
STLOZIJ,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STLOZJI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
STJILZO,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
STJILOZ,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X
STJIZLO,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJLIZO,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
STJLIOZ,O,X,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X
STJLZIO,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X
STJLZOI,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
STJLOIZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STJLOZI,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
STJZILO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X
STJZLOI,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STJOLIZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STJOLZI,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STJOZIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STJOZLI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STZILJO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STZILOJ,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
STZIJLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
STZLIOJ,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
STZLJIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
STZLJOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
STZLOIJ,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STZLOJI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
STZJILO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
STZJLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZOILJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOILJZ,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
STOILZJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIZLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,O,X
STOLIZJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
STOLJIZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
STOLJZI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STOLZIJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STOJILZ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STOJLIZ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
STOJLZI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STOJZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STOJZLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STOZILJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STOZJIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLJZO,O,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X
SITLJOZ,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X
SITLZJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SITLZOJ,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SITLOJZ,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X
SITLOZJ,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SITJLZO,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SITJLOZ,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SITJZLO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SITZLOJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SITZJLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SITZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SITOLZJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SILTJOZ,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
SILTZJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SILTZOJ,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SILTOJZ,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
SILTOZJ,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SILJTZO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X
SILJTOZ,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SILZTOJ,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SILZJTO,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
SILZJOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SILZOJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTZJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTLZO,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJTZLO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SIJLZOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZTLOJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SIZTJLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZLTOJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZLJTO,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SIZLJOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZLOJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZJLOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIOTLZJ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOLZJT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJLTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SLTIJOZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLTIZJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
SLTIZOJ,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SLTIOJZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
SLTIOZJ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLTJIZO,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLTJIOZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SLTJZIO,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
SLTZIOJ,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
SLTZJIO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
SLTZJOI,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLTZOIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTZOJI,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLTOIJZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
SLTOIZJ,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
SLTOJIZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X
SLTOJZI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTOZJI,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SLITJZO,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLITJOZ,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
SLITZJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
SLITZOJ,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SLITOJZ,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
SLITOZJ,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SLIJTZO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X
SLIJTOZ,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
SLIJZTO,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X
SLIJZOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SLIZTOJ,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SLIZJTO,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLJTIZO,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJTZIO,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJTZOI,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJITZO,X,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,X
SLJITOZ,X,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
SLJIZTO,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJZTOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJZITO,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLJZOTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SLJOITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOZTI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOZIT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZTIOJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZTJIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZTOJI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZITJO,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SLZITOJ,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SLZIJTO,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLZIOJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZJTOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZJITO,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLZJOTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZOTIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZOITJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZOJIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOTIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOTJIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOTZJI,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLOITJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SLOIJTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLOIZJT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLOJTIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SLOJITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOJIZT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
