sequence,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFzgBfnBxiBGoBFr?BUtB,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFFhB8mBziB5oBfr?BmsB,v115@9gA8IeB8HeB8HeD8AeC8LeaFJvhFRhBGjBfrB0mBln?BTtB,v115@9gA8IeB8HeB8HeD8AeC8LeFAJvhFXhBxiBzmBStBmq?BUtB,v115@9gA8IeB8HeB8HeD8AeC8LeRAJvhF3hBTlBlnBctBir?BGtB,v115@9gA8IeB8HeB8HeD8AeC8LeUAJvhFRhBSoBlmB3nBmq?BTtB,v115@9gA8IeB8HeB8HeD8AeC8LeFAJvhFxhB3lBcrBTnBOt?B6tB
SIZLOTJ,O,O,O,X,X,X,X
SIZLOJT,X,O,O,X,X,X,X
SIZJTLO,O,O,O,X,X,X,X
SIZJTOL,O,O,O,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X
SIZJLOT,O,O,O,X,X,X,X
SIZJOTL,O,O,O,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X
SIZOLTJ,O,O,O,X,O,X,X
SIZOLJT,X,O,O,X,O,X,X
SIZOJTL,X,O,O,X,X,X,X
SIZOJLT,X,O,O,X,X,X,X
SIOTLJZ,O,X,O,X,X,X,X
SIOTLZJ,O,O,O,X,X,X,X
SIOTJLZ,O,X,O,X,X,X,X
SIOTJZL,X,X,O,X,X,X,O
SIOTZLJ,O,O,O,X,X,X,O
SIOTZJL,X,O,O,X,X,X,O
SIOLTJZ,O,X,O,X,X,X,X
SIOLTZJ,O,O,O,X,O,X,X
SIOLJTZ,X,O,O,X,X,X,X
SIOLJZT,X,O,O,X,O,X,X
SIOLZTJ,X,O,O,X,O,X,X
SIOLZJT,X,O,O,X,O,X,X
SIOJTLZ,X,O,O,X,X,X,X
SIOJTZL,X,O,O,X,X,X,O
SIOJLTZ,X,O,O,X,X,X,X
SIOJLZT,X,O,O,X,X,X,X
SIOJZTL,X,O,O,X,X,X,X
SIOJZLT,X,O,O,X,X,X,X
SIOZTLJ,X,O,O,X,X,X,X
SIOZTJL,X,O,O,X,X,X,X
SIOZLTJ,X,O,O,X,O,X,X
SIOZLJT,X,O,O,X,O,X,X
SIOZJTL,X,O,O,X,X,X,X
SIOZJLT,X,O,O,X,X,X,X
SLTIJZO,X,O,O,X,X,X,X
SLTIJOZ,O,O,O,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X
SLTIOJZ,O,X,O,O,X,X,X
SLTIOZJ,O,O,O,X,X,X,X
SLTJIZO,X,O,O,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X
SLTJZOI,O,O,O,X,X,X,O
SLTJOIZ,O,O,O,X,X,X,X
SLTJOZI,O,O,O,X,X,X,O
SLTZIJO,O,O,O,X,X,X,X
SLTZIOJ,O,O,O,X,O,X,O
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,O,X,O
SLTZOIJ,O,O,O,X,O,X,O
SLTZOJI,O,O,O,X,O,X,O
SLTOIJZ,O,X,O,O,X,X,X
SLTOIZJ,O,O,O,X,O,X,X
SLTOJIZ,O,X,O,O,X,X,X
SLTOJZI,O,X,O,O,X,X,O
SLTOZIJ,O,O,O,X,O,X,O
SLTOZJI,O,O,O,X,O,X,O
SLITJZO,X,O,O,X,X,X,X
SLITJOZ,O,O,O,X,X,X,X
SLITZJO,O,O,O,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X
SLITOJZ,O,X,O,O,X,X,X
SLITOZJ,O,O,O,X,X,X,X
SLIJTZO,X,O,O,O,X,X,X
SLIJTOZ,O,O,O,O,X,X,X
SLIJZTO,X,O,O,O,X,X,X
SLIJZOT,X,O,O,X,X,X,X
SLIJOTZ,X,O,O,O,X,X,X
SLIJOZT,X,O,O,X,X,X,X
SLIZTJO,O,O,O,X,X,X,X
SLIZTOJ,O,O,O,X,O,X,X
SLIZJTO,O,O,O,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X
SLIZOTJ,O,O,O,X,O,X,X
SLIZOJT,X,O,O,X,O,X,X
SLIOTJZ,O,X,O,O,X,X,X
SLIOTZJ,O,O,O,X,O,X,X
SLIOJTZ,X,O,O,O,X,X,X
SLIOJZT,X,O,O,O,O,X,X
SLIOZTJ,X,O,O,X,O,X,X
SLIOZJT,X,O,O,O,O,X,X
SLJTIZO,X,O,O,O,X,X,X
SLJTIOZ,O,O,O,O,X,X,X
SLJTZIO,O,O,O,O,X,X,X
SLJTZOI,O,O,O,X,X,X,O
SLJTOIZ,O,O,O,O,X,X,X
SLJTOZI,O,O,O,O,X,X,O
SLJITZO,X,O,O,O,X,X,X
SLJITOZ,O,O,O,O,X,X,X
SLJIZTO,X,O,O,O,X,X,X
SLJIZOT,X,O,O,X,X,X,X
SLJIOTZ,X,O,O,O,X,X,X
SLJIOZT,X,O,O,X,X,X,X
SLJZTIO,O,O,O,O,X,X,X
SLJZTOI,O,O,O,X,O,X,X
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,O,O,X,X,X,X
SLJZOTI,O,O,O,X,O,X,X
SLJZOIT,O,O,O,X,O,X,X
SLJOTIZ,X,O,O,O,X,X,X
SLJOTZI,X,O,O,O,X,X,O
SLJOITZ,X,O,O,O,X,X,X
SLJOIZT,X,O,O,O,O,X,X
SLJOZTI,X,O,O,O,O,X,X
SLJOZIT,X,O,O,O,O,X,X
SLZTIJO,O,O,O,X,X,X,X
SLZTIOJ,O,O,O,X,O,X,X
SLZTJIO,O,O,O,X,X,X,X
SLZTJOI,O,O,O,X,O,X,X
SLZTOIJ,O,O,O,X,O,X,X
SLZTOJI,O,O,O,X,O,X,X
SLZITJO,O,O,O,X,X,X,X
SLZITOJ,O,O,O,X,O,X,X
SLZIJTO,O,O,O,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X
SLZIOTJ,O,O,O,X,O,X,X
SLZIOJT,X,O,O,X,O,X,X
SLZJTIO,O,O,O,X,X,X,X
SLZJTOI,O,O,O,X,O,X,X
SLZJITO,O,O,O,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X
SLZJOTI,O,O,O,X,O,X,X
SLZJOIT,O,O,O,X,O,X,X
SLZOTIJ,O,O,O,X,O,X,X
SLZOTJI,O,O,O,X,O,X,X
SLZOITJ,O,O,O,X,O,X,X
SLZOIJT,X,O,O,X,O,X,X
SLZOJTI,O,O,O,X,O,X,X
SLZOJIT,O,O,O,X,O,X,X
SLOTIJZ,O,X,O,O,X,X,X
SLOTIZJ,O,O,O,X,O,X,X
SLOTJIZ,O,X,O,O,X,X,X
SLOTJZI,O,X,O,O,X,X,O
SLOTZIJ,O,O,O,X,O,X,O
SLOTZJI,O,O,O,X,O,X,O
SLOITJZ,O,X,O,O,X,X,X
SLOITZJ,O,O,O,X,O,X,X
SLOIJTZ,X,O,O,O,X,X,X
SLOIJZT,X,O,O,O,O,X,X
SLOIZTJ,X,O,O,X,O,X,X
SLOIZJT,X,O,O,O,O,X,X
SLOJTIZ,X,O,O,O,X,X,X
SLOJTZI,X,O,O,O,X,X,O
SLOJITZ,X,O,O,O,X,X,X
SLOJIZT,X,O,O,O,O,X,X
SLOJZTI,X,O,O,O,O,X,X
SLOJZIT,X,O,O,O,O,X,X
SLOZTIJ,O,O,O,X,O,X,X
SLOZTJI,O,O,O,X,O,X,X
SLOZITJ,O,O,O,X,O,X,X
SLOZIJT,X,O,O,O,O,X,X
SLOZJTI,O,O,O,O,O,X,X
SLOZJIT,O,O,O,O,O,X,X
SJTILZO,X,O,O,O,X,X,X
SJTILOZ,O,O,O,O,X,X,X
SJTIZLO,X,O,O,X,X,X,X
SJTIZOL,X,O,O,X,X,O,O
SJTIOLZ,O,O,O,O,X,O,X
SJTIOZL,X,O,X,O,X,O,O
SJTLIZO,X,O,O,O,X,X,X
SJTLIOZ,O,O,O,O,X,X,X
SJTLZIO,O,O,O,O,X,X,X
SJTLZOI,O,O,O,X,X,X,O
SJTLOIZ,O,O,O,O,X,X,X
SJTLOZI,O,O,O,O,X,X,O
SJTZILO,O,O,O,X,X,X,X
SJTZIOL,O,O,O,X,X,O,O
SJTZLIO,O,O,O,O,X,X,X
SJTZLOI,O,O,O,X,X,X,O
SJTZOIL,O,O,O,O,X,O,O
SJTZOLI,O,O,O,O,X,O,O
SJTOILZ,O,O,O,O,X,O,X
SJTOIZL,X,O,X,O,X,O,O
SJTOLIZ,O,O,O,O,X,O,X
SJTOLZI,O,O,O,O,X,O,O
SJTOZIL,O,O,O,O,X,O,O
SJTOZLI,O,O,O,O,X,O,O
SJITLZO,X,O,O,O,X,X,X
SJITLOZ,O,O,O,O,X,X,X
SJITZLO,X,O,O,X,X,X,X
SJITZOL,X,O,X,X,X,X,O
SJITOLZ,O,O,O,O,X,X,X
SJITOZL,X,O,X,O,X,X,O
SJILTZO,X,O,O,O,X,X,X
SJILTOZ,O,O,O,O,X,X,X
SJILZTO,X,O,O,O,X,X,X
SJILZOT,X,O,O,X,X,X,X
SJILOTZ,X,O,O,O,X,X,X
SJILOZT,X,O,O,X,X,X,X
SJIZTLO,X,O,O,X,X,X,X
SJIZTOL,X,O,O,X,X,X,X
SJIZLTO,X,O,O,X,X,X,X
SJIZLOT,X,O,O,X,X,X,X
SJIZOTL,X,O,O,X,X,X,X
SJIZOLT,X,O,O,X,X,X,X
SJIOTLZ,X,O,O,O,X,X,X
SJIOTZL,X,O,O,O,X,X,O
SJIOLTZ,X,O,O,O,X,X,X
SJIOLZT,X,O,O,O,X,X,X
SJIOZTL,X,O,O,O,X,X,X
SJIOZLT,X,O,O,X,X,X,X
SJLTIZO,X,O,O,O,X,X,X
SJLTIOZ,O,O,O,O,X,X,X
SJLTZIO,O,O,O,O,X,X,X
SJLTZOI,O,O,O,X,X,X,O
SJLTOIZ,O,O,O,O,X,X,X
SJLTOZI,O,O,O,O,X,X,O
SJLITZO,X,O,O,O,X,X,X
SJLITOZ,O,O,O,O,X,X,X
SJLIZTO,X,O,O,O,X,X,X
SJLIZOT,X,O,O,X,X,X,X
SJLIOTZ,X,O,O,O,X,X,X
SJLIOZT,X,O,O,X,X,X,X
SJLZTIO,O,O,O,O,X,X,X
SJLZTOI,O,O,O,X,X,X,X
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,O,O,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,O,O,X,X,X,X
SJLOTIZ,X,O,O,O,X,X,X
SJLOTZI,X,O,O,O,X,X,O
SJLOITZ,X,O,O,O,X,X,X
SJLOIZT,X,O,O,O,X,X,X
SJLOZTI,X,O,O,O,X,X,X
SJLOZIT,X,O,O,O,X,X,X
SJZTILO,O,O,O,X,X,X,X
SJZTIOL,O,O,O,X,X,O,O
SJZTLIO,O,O,O,O,X,X,X
SJZTLOI,O,O,O,X,X,X,O
SJZTOIL,O,O,O,O,X,O,O
SJZTOLI,O,O,O,O,X,O,O
SJZITLO,O,O,O,X,X,X,X
SJZITOL,O,O,O,X,X,O,O
SJZILTO,O,O,O,X,X,X,X
SJZILOT,O,O,O,X,X,X,X
SJZIOTL,O,O,O,X,X,O,O
SJZIOLT,O,O,O,X,X,X,O
SJZLTIO,O,O,O,O,X,X,X
SJZLTOI,O,O,O,X,X,X,O
SJZLITO,O,O,O,O,X,X,X
SJZLIOT,O,O,O,X,X,X,X
SJZLOTI,O,O,O,X,X,X,O
SJZLOIT,O,O,O,X,X,X,O
SJZOTIL,O,O,O,O,X,O,O
SJZOTLI,O,O,O,O,X,O,O
SJZOITL,O,O,O,O,X,O,O
SJZOILT,O,O,O,X,X,X,O
SJZOLTI,O,O,O,O,X,O,O
SJZOLIT,O,O,O,O,X,X,O
SJOTILZ,X,O,O,O,X,O,X
SJOTIZL,X,O,O,O,X,O,O
SJOTLIZ,X,O,O,O,X,O,X
SJOTLZI,X,O,O,O,X,O,O
SJOTZIL,X,O,O,O,X,O,O
SJOTZLI,X,O,O,O,X,O,O
SJOITLZ,X,O,O,O,X,X,X
SJOITZL,X,O,O,O,X,X,O
SJOILTZ,X,O,O,O,X,X,X
SJOILZT,X,O,O,O,X,X,X
SJOIZTL,X,O,O,O,X,X,O
SJOIZLT,X,O,O,X,X,X,O
SJOLTIZ,X,O,O,O,X,O,X
SJOLTZI,X,O,O,O,X,O,O
SJOLITZ,X,O,O,O,X,X,X
SJOLIZT,X,O,O,O,X,X,X
SJOLZTI,X,O,O,O,X,O,X
SJOLZIT,X,O,O,O,X,X,X
SJOZTIL,X,O,O,O,X,O,O
SJOZTLI,X,O,O,O,X,O,O
SJOZITL,X,O,O,O,X,O,O
SJOZILT,X,O,O,X,X,X,O
SJOZLTI,X,O,O,O,X,O,O
SJOZLIT,X,O,O,O,X,X,O
SZTILJO,O,O,O,X,X,X,X
SZTILOJ,O,O,O,X,X,X,O
SZTIJLO,O,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,X,O
SZTIOLJ,O,O,O,X,O,O,O
SZTIOJL,O,O,O,X,X,X,O
SZTLIJO,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,X,X,O
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,X,X,O
SZTLOIJ,O,O,O,X,O,X,O
SZTLOJI,O,O,O,X,O,X,O
SZTJILO,O,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,X,O
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,O,X,X,X,O
SZTJOIL,O,O,O,X,X,X,O
SZTJOLI,O,O,O,X,O,X,O
SZTOILJ,O,O,O,X,O,O,O
SZTOIJL,O,O,O,X,X,X,O
SZTOLIJ,O,O,O,X,O,O,O
SZTOLJI,O,O,O,X,O,O,O
SZTOJIL,O,O,O,X,X,X,O
SZTOJLI,O,O,O,X,O,X,O
SZITLJO,O,O,O,X,X,X,X
SZITLOJ,O,O,O,X,X,X,O
SZITJLO,O,O,O,X,X,X,X
SZITJOL,O,O,O,X,X,X,O
SZITOLJ,O,O,O,X,X,O,O
SZITOJL,O,O,O,X,X,X,O
SZILTJO,O,O,O,X,X,X,X
SZILTOJ,O,O,O,X,X,X,O
SZILJTO,O,O,O,X,X,X,X
SZILJOT,O,O,O,X,X,X,X
SZILOTJ,O,O,O,X,X,X,O
SZILOJT,X,O,O,X,X,X,O
SZIJTLO,O,O,O,X,X,X,X
SZIJTOL,O,O,O,X,X,X,O
SZIJLTO,O,O,O,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X
SZIJOTL,O,O,O,X,X,X,O
SZIJOLT,O,O,O,X,X,X,O
SZIOTLJ,O,O,O,X,X,O,O
SZIOTJL,O,O,O,X,X,X,O
SZIOLTJ,O,O,O,X,O,X,O
SZIOLJT,X,O,O,X,O,X,O
SZIOJTL,X,O,O,X,X,X,O
SZIOJLT,X,O,O,X,X,X,O
SZLTIJO,O,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,O,X,O
SZLTJIO,O,O,O,X,X,X,X
SZLTJOI,O,O,O,X,O,X,O
SZLTOIJ,O,O,O,X,O,X,O
SZLTOJI,O,O,O,X,O,X,O
SZLITJO,O,O,O,X,X,X,X
SZLITOJ,O,O,O,X,O,X,O
SZLIJTO,O,O,O,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X
SZLIOTJ,O,O,O,X,O,X,O
SZLIOJT,X,O,O,X,O,X,O
SZLJTIO,O,O,O,X,X,X,X
SZLJTOI,O,O,O,X,O,X,O
SZLJITO,O,O,O,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X
SZLJOTI,O,O,O,X,O,X,O
SZLJOIT,O,O,O,X,O,X,O
SZLOTIJ,O,O,O,X,O,X,O
SZLOTJI,O,O,O,X,O,X,O
SZLOITJ,O,O,O,X,O,X,O
SZLOIJT,X,O,O,X,O,X,O
SZLOJTI,O,O,O,X,O,X,O
SZLOJIT,O,O,O,X,O,X,O
SZJTILO,O,O,O,X,X,X,X
SZJTIOL,O,O,O,X,X,O,O
SZJTLIO,O,O,O,X,X,X,X
SZJTLOI,O,O,O,X,X,X,O
SZJTOIL,O,O,O,X,X,O,O
SZJTOLI,O,O,O,X,X,O,O
SZJITLO,O,O,O,X,X,X,X
SZJITOL,O,O,O,X,X,O,O
SZJILTO,O,O,O,X,X,X,X
SZJILOT,O,O,O,X,X,X,X
SZJIOTL,O,O,O,X,X,O,O
SZJIOLT,O,O,O,X,X,X,O
SZJLTIO,O,O,O,X,X,X,X
SZJLTOI,O,O,O,X,X,X,O
SZJLITO,O,O,O,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X
SZJLOTI,O,O,O,X,X,X,O
SZJLOIT,O,O,O,X,X,X,O
SZJOTIL,O,O,O,X,X,O,O
SZJOTLI,O,O,O,X,X,O,O
SZJOITL,O,O,O,X,X,O,O
SZJOILT,O,O,O,X,X,X,O
SZJOLTI,O,O,O,X,X,O,O
SZJOLIT,O,O,O,X,X,X,O
SZOTILJ,O,O,O,X,O,O,O
SZOTIJL,O,O,O,X,X,X,O
SZOTLIJ,O,O,O,X,O,O,O
SZOTLJI,O,O,O,X,O,O,O
SZOTJIL,O,O,O,X,X,X,O
SZOTJLI,O,O,O,X,O,X,O
SZOITLJ,O,O,O,X,X,O,O
SZOITJL,O,O,O,X,X,X,O
SZOILTJ,O,O,O,X,O,X,O
SZOILJT,X,O,O,X,O,X,O
SZOIJTL,X,O,O,X,X,X,O
SZOIJLT,X,O,O,X,X,X,O
SZOLTIJ,O,O,O,X,O,O,O
SZOLTJI,O,O,O,X,O,O,O
SZOLITJ,O,O,O,X,O,X,O
SZOLIJT,X,O,O,X,O,X,O
SZOLJTI,O,O,O,X,O,O,O
SZOLJIT,O,O,O,X,O,X,O
SZOJTIL,O,O,O,X,X,O,O
SZOJTLI,O,O,O,X,X,O,O
SZOJITL,O,O,O,X,X,O,O
SZOJILT,O,O,O,X,X,X,O
SZOJLTI,O,O,O,X,X,O,O
SZOJLIT,O,O,O,X,X,X,O
SOTILJZ,O,X,O,X,X,X,X
SOTILZJ,O,O,O,X,X,O,X
SOTIJLZ,O,X,O,O,X,X,X
SOTIJZL,X,X,O,O,X,X,O
SOTIZLJ,O,O,O,X,X,O,O
SOTIZJL,O,O,O,X,X,X,O
SOTLIJZ,O,X,O,O,X,X,X
SOTLIZJ,O,O,O,X,X,O,X
SOTLJIZ,O,X,O,O,X,O,X
SOTLJZI,O,X,O,O,X,O,O
SOTLZIJ,O,O,O,X,X,O,O
SOTLZJI,O,O,O,X,X,O,O
SOTJILZ,O,X,O,O,X,O,X
SOTJIZL,X,X,O,O,X,O,O
SOTJLIZ,O,X,O,O,X,O,X
SOTJLZI,O,X,O,O,X,O,O
SOTJZIL,O,X,O,O,X,O,O
SOTJZLI,O,X,O,O,X,O,O
SOTZILJ,O,O,O,X,X,O,O
SOTZIJL,O,O,O,X,X,X,O
SOTZLIJ,O,O,O,X,X,O,O
SOTZLJI,O,O,O,X,X,O,O
SOTZJIL,O,O,O,X,X,X,O
SOTZJLI,O,O,O,X,X,X,O
SOITLJZ,O,X,O,X,X,X,X
SOITLZJ,O,O,O,X,X,X,X
SOITJLZ,O,X,O,O,X,X,X
SOITJZL,X,X,O,O,X,X,O
SOITZLJ,O,O,O,X,X,X,O
SOITZJL,X,O,O,X,X,X,O
SOILTJZ,O,X,O,O,X,X,X
SOILTZJ,O,O,O,X,O,X,X
SOILJTZ,X,O,O,O,X,X,X
SOILJZT,X,O,O,O,O,X,X
SOILZTJ,X,O,O,X,O,X,X
SOILZJT,X,O,O,O,O,X,X
SOIJTLZ,X,O,O,O,X,X,X
SOIJTZL,X,O,O,O,X,X,O
SOIJLTZ,X,O,O,O,X,X,X
SOIJLZT,X,O,O,O,X,X,X
SOIJZTL,X,O,O,O,X,X,O
SOIJZLT,X,O,O,X,X,X,O
SOIZTLJ,X,O,O,X,X,X,O
SOIZTJL,X,O,O,X,X,X,O
SOIZLTJ,X,O,O,X,O,X,O
SOIZLJT,X,O,O,X,O,X,O
SOIZJTL,X,O,O,O,X,X,O
SOIZJLT,X,O,O,X,X,X,O
SOLTIJZ,O,X,O,O,X,X,X
SOLTIZJ,O,O,O,X,O,O,X
SOLTJIZ,O,X,O,O,X,O,X
SOLTJZI,O,X,O,O,X,O,O
SOLTZIJ,O,O,O,X,O,O,O
SOLTZJI,O,O,O,X,O,O,O
SOLITJZ,O,X,O,O,X,X,X
SOLITZJ,O,O,O,X,O,X,X
SOLIJTZ,X,O,O,O,X,X,X
SOLIJZT,X,O,O,O,O,X,X
SOLIZTJ,X,O,O,X,O,X,X
SOLIZJT,X,O,O,O,O,X,X
SOLJTIZ,X,O,O,O,X,O,X
SOLJTZI,X,O,O,O,X,O,O
SOLJITZ,X,O,O,O,X,X,X
SOLJIZT,X,O,O,O,O,X,X
SOLJZTI,X,O,O,O,O,O,X
SOLJZIT,X,O,O,O,O,X,X
SOLZTIJ,O,O,O,X,O,O,X
SOLZTJI,O,O,O,X,O,O,X
SOLZITJ,O,O,O,X,O,X,X
SOLZIJT,X,O,O,O,O,X,X
SOLZJTI,O,O,O,O,O,O,X
SOLZJIT,O,O,O,O,O,X,X
SOJTILZ,X,O,O,O,X,O,X
SOJTIZL,X,O,O,O,X,O,O
SOJTLIZ,X,O,O,O,X,O,X
SOJTLZI,X,O,O,O,X,O,O
SOJTZIL,X,O,O,O,X,O,O
SOJTZLI,X,O,O,O,X,O,O
SOJITLZ,X,O,O,O,X,X,X
SOJITZL,X,O,O,O,X,X,O
SOJILTZ,X,O,O,O,X,X,X
SOJILZT,X,O,O,O,X,X,X
SOJIZTL,X,O,O,O,X,X,O
SOJIZLT,X,O,O,X,X,X,O
SOJLTIZ,X,O,O,O,X,O,X
SOJLTZI,X,O,O,O,X,O,O
SOJLITZ,X,O,O,O,X,X,X
SOJLIZT,X,O,O,O,X,X,X
SOJLZTI,X,O,O,O,X,O,X
SOJLZIT,X,O,O,O,X,X,X
SOJZTIL,X,O,O,O,X,O,O
SOJZTLI,X,O,O,O,X,O,O
SOJZITL,X,O,O,O,X,O,O
SOJZILT,X,O,O,X,X,X,O
SOJZLTI,X,O,O,O,X,O,O
SOJZLIT,X,O,O,O,X,X,O
SOZTILJ,O,O,O,X,O,O,O
SOZTIJL,O,O,O,X,X,X,O
SOZTLIJ,O,O,O,X,O,O,O
SOZTLJI,O,O,O,X,O,O,O
SOZTJIL,O,O,O,X,X,X,O
SOZTJLI,O,O,O,X,O,X,O
SOZITLJ,O,O,O,X,X,O,O
SOZITJL,O,O,O,X,X,X,O
SOZILTJ,O,O,O,X,O,X,O
SOZILJT,X,O,O,X,O,X,O
SOZIJTL,X,O,O,O,X,X,O
SOZIJLT,X,O,O,X,X,X,O
SOZLTIJ,O,O,O,X,O,O,O
SOZLTJI,O,O,O,X,O,O,O
SOZLITJ,O,O,O,X,O,X,O
SOZLIJT,X,O,O,O,O,X,O
SOZLJTI,O,O,O,O,O,O,O
SOZLJIT,O,O,O,O,O,X,O
SOZJTIL,O,O,O,O,X,O,O
SOZJTLI,O,O,O,O,X,O,O
SOZJITL,O,O,O,O,X,O,O
SOZJILT,O,O,O,X,X,X,O
SOZJLTI,O,O,O,O,X,O,O
SOZJLIT,O,O,O,O,X,X,O
ZTILJSO,O,O,O,X,X,X,X
ZTILJOS,O,O,X,X,X,X,X
ZTILSJO,O,O,X,X,X,X,X
ZTILSOJ,O,O,X,X,X,X,X
ZTILOJS,O,X,X,X,X,O,X
ZTILOSJ,O,X,X,X,X,O,X
ZTIJLSO,O,O,O,X,X,X,X
ZTIJLOS,O,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X
ZTIJOLS,O,O,X,X,X,O,X
ZTIJOSL,O,O,X,X,X,X,X
ZTISLJO,O,O,X,X,X,X,X
ZTISLOJ,O,O,X,X,X,X,O
ZTISJLO,O,O,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,O
ZTISOLJ,O,O,X,X,O,O,O
ZTISOJL,O,O,X,X,X,X,O
ZTIOLJS,O,X,X,X,O,O,X
ZTIOLSJ,O,X,X,X,O,O,X
ZTIOJLS,O,X,X,X,X,O,X
ZTIOJSL,O,X,X,X,X,X,O
ZTIOSLJ,O,X,X,X,O,O,O
ZTIOSJL,O,X,X,X,X,X,O
ZTLIJSO,O,O,O,X,X,X,X
ZTLIJOS,O,O,X,X,X,X,X
ZTLISJO,O,O,X,X,X,X,X
ZTLISOJ,O,O,X,X,O,X,X
ZTLIOJS,O,X,X,O,O,O,X
ZTLIOSJ,O,X,X,X,O,O,X
ZTLJISO,O,O,O,X,X,X,X
ZTLJIOS,O,O,X,X,X,X,X
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,X,O,X,X
ZTLJOIS,O,O,X,X,O,X,X
ZTLJOSI,O,O,X,X,O,X,X
ZTLSIJO,O,O,O,X,X,X,X
ZTLSIOJ,O,O,O,X,O,X,X
ZTLSJIO,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,X,O,X,X
ZTLSOIJ,O,O,O,X,O,X,X
ZTLSOJI,O,O,O,X,O,X,X
ZTLOIJS,O,X,X,O,O,O,X
ZTLOISJ,O,X,X,X,O,O,X
ZTLOJIS,O,X,X,O,O,O,X
ZTLOJSI,O,X,X,O,O,O,X
ZTLOSIJ,O,X,X,X,O,O,X
ZTLOSJI,O,X,X,X,O,O,X
ZTJILSO,O,O,O,X,X,X,X
ZTJILOS,O,O,X,X,X,O,X
ZTJISLO,O,O,X,X,X,X,X
ZTJISOL,O,O,X,X,X,O,X
ZTJIOLS,O,O,X,X,X,O,X
ZTJIOSL,O,O,X,X,X,O,X
ZTJLISO,O,O,O,X,X,X,X
ZTJLIOS,O,O,X,X,X,O,X
ZTJLSIO,O,O,O,X,X,X,X
ZTJLSOI,O,O,O,X,X,X,X
ZTJLOIS,O,O,X,X,X,O,X
ZTJLOSI,O,O,X,X,X,O,X
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,O,O
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,X,X,X,O
ZTJSOIL,O,O,O,X,X,O,O
ZTJSOLI,O,O,O,X,O,O,O
ZTJOILS,O,O,X,X,X,O,X
ZTJOISL,O,O,X,X,X,O,O
ZTJOLIS,O,O,X,X,O,O,X
ZTJOLSI,O,O,X,X,O,O,X
ZTJOSIL,O,O,X,X,X,O,O
ZTJOSLI,O,O,X,X,O,O,O
ZTSILJO,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,X,X,X,O
ZTSIJLO,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,O
ZTSIOLJ,O,O,O,X,O,O,O
ZTSIOJL,O,O,O,X,X,X,O
ZTSLIJO,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X,O
ZTSLJIO,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,O
ZTSLOIJ,O,O,O,X,O,X,O
ZTSLOJI,O,O,O,X,O,X,O
ZTSJILO,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,X,X,X,O
ZTSJLIO,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,X,X,X,O
ZTSJOIL,O,O,O,X,X,X,O
ZTSJOLI,O,O,O,X,O,X,O
ZTSOILJ,O,O,O,X,O,O,O
ZTSOIJL,O,O,O,X,X,X,O
ZTSOLIJ,O,O,O,X,O,O,O
ZTSOLJI,O,O,O,X,O,O,O
ZTSOJIL,O,O,O,X,X,X,O
ZTSOJLI,O,O,O,X,O,X,O
