sequence,v115@6gB8HeB8FeD8EeE8AeB8AeG8Jei6IvhFzcB5jBckBm?gB3gBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JecAJvhFmcB5jBTfBX?hBikBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8Je/AJvhFahBzcB5jBO?kB0fBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeaBJvhFzcB5jBOkBX?gBcqBlpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeK/IvhFfgBlbBzcB5?jB8lBmpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeO/IvhFzcB5jB8lB3?kBFlBiqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeeBJvhFzcB5jB/kBF?gBikBcqB
ZOJLIST,O,X,X,O,O,X,X
ZOJLSTI,X,X,X,O,O,X,X
ZOJLSIT,O,X,X,O,O,X,X
ZOJSTIL,X,X,X,O,X,O,O
ZOJSTLI,X,X,X,O,X,X,X
ZOJSITL,X,X,X,O,X,O,O
ZOJSILT,O,X,X,O,O,O,X
ZOJSLTI,X,X,X,O,O,X,X
ZOJSLIT,O,X,X,O,O,O,X
ZOSTILJ,O,X,X,O,X,X,X
ZOSTIJL,O,X,X,O,X,O,X
ZOSTLIJ,O,X,X,O,X,X,X
ZOSTLJI,O,X,X,O,X,X,X
ZOSTJIL,O,X,X,O,X,O,X
ZOSTJLI,O,X,X,O,X,X,X
ZOSITLJ,O,X,X,O,X,X,X
ZOSITJL,O,X,X,O,X,O,X
ZOSILTJ,O,X,X,O,X,X,X
ZOSILJT,O,X,X,O,X,O,X
ZOSIJTL,X,X,X,O,X,O,O
ZOSIJLT,O,X,X,O,O,O,X
ZOSLTIJ,O,X,X,O,X,X,X
ZOSLTJI,O,X,X,O,X,X,X
ZOSLITJ,O,X,X,O,X,X,X
ZOSLIJT,O,X,X,O,X,O,X
ZOSLJTI,X,X,X,O,X,X,X
ZOSLJIT,O,X,X,O,X,O,X
ZOSJTIL,X,X,X,O,X,O,O
ZOSJTLI,X,X,X,O,X,X,X
ZOSJITL,X,X,X,O,X,O,O
ZOSJILT,O,X,X,O,O,O,X
ZOSJLTI,X,X,X,O,O,X,X
ZOSJLIT,O,X,X,O,O,O,X
OTILJSZ,X,O,O,X,X,X,X
OTILJZS,O,X,O,O,X,X,X
OTILSJZ,X,O,O,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X
OTILZJS,O,X,O,O,X,X,X
OTILZSJ,O,X,O,O,X,X,X
OTIJLSZ,X,O,O,X,O,X,X
OTIJLZS,O,X,O,O,O,X,X
OTIJSLZ,X,O,O,X,X,X,O
OTIJSZL,O,O,O,X,X,X,O
OTIJZLS,O,X,O,O,O,X,X
OTIJZSL,O,O,O,O,X,X,X
OTISLJZ,X,O,O,X,X,X,X
OTISLZJ,X,O,O,X,X,X,X
OTISJLZ,X,O,O,X,X,X,O
OTISJZL,O,O,O,X,X,O,O
OTISZLJ,O,O,O,X,X,X,X
OTISZJL,O,O,O,X,X,O,X
OTIZLJS,O,X,O,O,X,X,X
OTIZLSJ,O,X,O,O,X,X,X
OTIZJLS,O,X,O,O,O,X,X
OTIZJSL,O,O,O,O,X,X,X
OTIZSLJ,O,O,O,O,X,X,X
OTIZSJL,O,O,O,O,X,O,X
OTLIJSZ,X,O,O,X,X,X,X
OTLIJZS,O,X,O,O,X,X,X
OTLISJZ,X,O,O,X,X,X,X
OTLISZJ,X,O,O,X,X,X,X
OTLIZJS,O,X,O,O,X,X,X
OTLIZSJ,O,X,O,O,X,X,X
OTLJISZ,X,O,O,X,X,X,X
OTLJIZS,O,X,O,O,X,X,X
OTLJSIZ,X,O,O,X,X,X,X
OTLJSZI,X,O,O,X,X,X,X
OTLJZIS,O,X,O,O,X,X,X
OTLJZSI,O,X,O,O,X,X,X
OTLSIJZ,X,O,O,X,X,X,X
OTLSIZJ,X,O,O,X,X,X,X
OTLSJIZ,X,O,O,X,X,X,X
OTLSJZI,X,O,O,X,X,X,X
OTLSZIJ,X,O,O,X,X,X,X
OTLSZJI,X,O,O,X,X,X,X
OTLZIJS,O,X,O,O,X,X,X
OTLZISJ,O,X,O,O,X,X,X
OTLZJIS,O,X,O,O,X,X,X
OTLZJSI,O,X,O,O,X,X,X
OTLZSIJ,O,X,O,O,X,X,X
OTLZSJI,O,X,O,O,X,X,X
OTJILSZ,X,O,O,X,O,X,X
OTJILZS,O,X,O,O,O,X,X
OTJISLZ,X,O,O,X,X,X,O
OTJISZL,O,O,O,X,X,X,O
OTJIZLS,O,X,O,O,O,X,X
OTJIZSL,O,O,O,O,X,X,X
OTJLISZ,X,O,O,X,O,X,X
OTJLIZS,O,X,O,O,O,X,X
OTJLSIZ,X,O,O,X,O,X,X
OTJLSZI,X,O,O,X,O,X,X
OTJLZIS,O,X,O,O,O,X,X
OTJLZSI,O,X,O,O,O,X,X
OTJSILZ,X,O,O,X,X,X,O
OTJSIZL,O,O,O,X,X,X,O
OTJSLIZ,X,O,O,X,X,X,O
OTJSLZI,X,O,O,X,X,X,X
OTJSZIL,O,O,O,X,X,X,O
OTJSZLI,O,O,O,X,X,X,X
OTJZILS,O,X,O,O,O,X,X
OTJZISL,O,O,O,O,X,X,X
OTJZLIS,O,X,O,O,O,X,X
OTJZLSI,O,X,O,O,O,X,X
OTJZSIL,O,O,O,O,X,X,X
OTJZSLI,O,O,O,O,X,X,X
OTSILJZ,X,O,O,X,X,X,X
OTSILZJ,X,O,O,X,X,X,X
OTSIJLZ,X,O,O,X,X,X,O
OTSIJZL,O,O,O,X,X,O,O
OTSIZLJ,O,O,O,X,X,X,X
OTSIZJL,O,O,O,X,X,O,X
OTSLIJZ,X,O,O,X,X,X,X
OTSLIZJ,X,O,O,X,X,X,X
OTSLJIZ,X,O,O,X,X,X,X
OTSLJZI,X,O,O,X,X,X,X
OTSLZIJ,X,O,O,X,X,X,X
OTSLZJI,X,O,O,X,X,X,X
OTSJILZ,X,O,O,X,X,X,O
OTSJIZL,O,O,O,X,X,O,O
OTSJLIZ,X,O,O,X,X,X,O
OTSJLZI,X,O,O,X,X,X,X
OTSJZIL,O,O,O,X,X,O,O
OTSJZLI,O,O,O,X,X,X,X
OTSZILJ,O,O,O,X,X,X,X
OTSZIJL,O,O,O,X,X,O,X
OTSZLIJ,O,O,O,X,X,X,X
OTSZLJI,O,O,O,X,X,X,X
OTSZJIL,O,O,O,X,X,O,X
OTSZJLI,O,O,O,X,X,X,X
OTZILJS,O,X,O,O,X,X,X
OTZILSJ,O,X,O,O,X,X,X
OTZIJLS,O,X,O,O,O,X,X
OTZIJSL,O,O,O,O,X,X,X
OTZISLJ,O,O,O,O,X,X,X
OTZISJL,O,O,O,O,X,O,X
OTZLIJS,O,X,O,O,X,X,X
OTZLISJ,O,X,O,O,X,X,X
OTZLJIS,O,X,O,O,X,X,X
OTZLJSI,O,X,O,O,X,X,X
OTZLSIJ,O,X,O,O,X,X,X
OTZLSJI,O,X,O,O,X,X,X
OTZJILS,O,X,O,O,O,X,X
OTZJISL,O,O,O,O,X,X,X
OTZJLIS,O,X,O,O,O,X,X
OTZJLSI,O,X,O,O,O,X,X
OTZJSIL,O,O,O,O,X,X,X
OTZJSLI,O,O,O,O,X,X,X
OTZSILJ,O,O,O,O,X,X,X
OTZSIJL,O,O,O,O,X,O,X
OTZSLIJ,O,O,O,O,X,X,X
OTZSLJI,O,O,O,O,X,X,X
OTZSJIL,O,O,O,O,X,O,X
OTZSJLI,O,O,O,O,X,X,X
OITLJSZ,X,O,O,X,X,X,X
OITLJZS,O,X,O,O,X,X,X
OITLSJZ,X,O,O,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X
OITLZJS,O,X,O,O,X,X,X
OITLZSJ,O,X,O,O,X,X,X
OITJLSZ,X,O,O,X,O,X,X
OITJLZS,O,X,O,O,O,X,X
OITJSLZ,X,O,O,X,X,X,O
OITJSZL,O,O,O,X,X,X,O
OITJZLS,O,X,O,O,O,X,X
OITJZSL,O,O,O,O,X,X,X
OITSLJZ,X,O,O,X,X,X,X
OITSLZJ,X,O,O,X,X,X,X
OITSJLZ,X,O,O,X,X,X,O
OITSJZL,O,O,O,X,X,O,O
OITSZLJ,O,O,O,X,X,X,X
OITSZJL,O,O,O,X,X,O,X
OITZLJS,O,X,O,O,X,X,X
OITZLSJ,O,X,O,O,X,X,X
OITZJLS,O,X,O,O,O,X,X
OITZJSL,O,O,O,O,X,X,X
OITZSLJ,O,O,O,O,X,X,X
OITZSJL,O,O,O,O,X,O,X
OILTJSZ,X,X,O,X,X,X,X
OILTJZS,O,X,O,O,X,X,X
OILTSJZ,X,X,O,X,X,X,X
OILTSZJ,X,X,O,X,X,X,X
OILTZJS,O,X,O,O,X,X,X
OILTZSJ,O,X,O,O,X,X,X
OILJTSZ,X,X,O,X,O,X,X
OILJTZS,O,X,O,O,O,X,X
OILJSTZ,X,X,X,X,O,X,O
OILJSZT,X,X,X,O,O,X,X
OILJZTS,O,X,X,O,O,X,X
OILJZST,O,X,X,O,O,X,X
OILSTJZ,X,X,O,X,X,X,X
OILSTZJ,X,X,O,X,X,X,X
OILSJTZ,X,X,X,X,X,X,O
OILSJZT,X,X,X,O,X,O,X
OILSZTJ,X,X,X,O,X,X,X
OILSZJT,X,X,X,O,X,O,X
OILZTJS,O,X,O,O,X,X,X
OILZTSJ,O,X,O,O,X,X,X
OILZJTS,O,X,X,O,O,X,X
OILZJST,O,X,X,O,O,X,X
OILZSTJ,O,X,X,O,X,X,X
OILZSJT,O,X,X,O,X,O,X
OIJTLSZ,X,O,O,X,O,X,X
OIJTLZS,O,X,O,O,O,X,X
OIJTSLZ,X,O,O,X,X,X,O
OIJTSZL,O,O,O,X,X,X,O
OIJTZLS,O,X,O,O,O,X,X
OIJTZSL,O,O,O,O,X,X,X
OIJLTSZ,X,X,O,X,O,X,X
OIJLTZS,O,X,O,O,O,X,X
OIJLSTZ,X,X,X,X,O,X,O
OIJLSZT,X,X,X,O,O,X,X
OIJLZTS,O,X,X,O,O,X,X
OIJLZST,O,X,X,O,O,X,X
OIJSTLZ,X,O,O,X,X,X,O
OIJSTZL,O,O,O,X,X,O,O
OIJSLTZ,X,X,X,X,O,X,O
OIJSLZT,X,X,X,O,O,O,X
OIJSZTL,X,O,X,O,X,O,O
OIJSZLT,O,X,X,O,O,O,X
OIJZTLS,O,X,O,O,O,X,X
OIJZTSL,O,X,O,O,X,X,X
OIJZLTS,O,X,X,O,O,X,X
OIJZLST,O,X,X,O,O,X,X
OIJZSTL,X,X,X,O,X,O,O
OIJZSLT,O,X,X,O,O,O,X
OISTLJZ,X,O,O,X,X,X,X
OISTLZJ,X,O,O,X,X,X,X
OISTJLZ,X,O,O,X,X,X,O
OISTJZL,O,O,O,X,X,O,O
OISTZLJ,O,O,O,X,X,X,X
OISTZJL,O,O,O,X,X,O,X
OISLTJZ,X,X,O,X,X,X,X
OISLTZJ,X,X,O,X,X,X,X
OISLJTZ,X,X,X,X,X,X,O
OISLJZT,X,X,X,O,X,O,X
OISLZTJ,X,X,X,O,X,X,X
OISLZJT,X,X,X,O,X,O,X
OISJTLZ,X,O,O,X,X,X,O
OISJTZL,O,O,O,X,X,O,O
OISJLTZ,X,X,X,X,O,X,O
OISJLZT,X,X,X,O,O,O,X
OISJZTL,X,O,X,O,X,O,O
OISJZLT,O,X,X,O,O,O,X
OISZTLJ,O,O,X,O,X,X,X
OISZTJL,O,O,X,O,X,O,X
OISZLTJ,O,X,X,O,X,X,X
OISZLJT,O,X,X,O,X,O,X
OISZJTL,X,O,X,O,X,O,O
OISZJLT,O,X,X,O,O,O,X
OIZTLJS,O,X,O,O,X,X,X
OIZTLSJ,O,X,O,O,X,X,X
OIZTJLS,O,X,O,O,O,X,X
OIZTJSL,O,X,O,O,X,X,X
OIZTSLJ,O,X,O,O,X,X,X
OIZTSJL,O,X,O,O,X,O,X
OIZLTJS,O,X,O,O,X,X,X
OIZLTSJ,O,X,O,O,X,X,X
OIZLJTS,O,X,X,O,O,X,X
OIZLJST,O,X,X,O,O,X,X
OIZLSTJ,O,X,X,O,X,X,X
OIZLSJT,O,X,X,O,X,O,X
OIZJTLS,O,X,O,O,O,X,X
OIZJTSL,O,X,O,O,X,X,X
OIZJLTS,O,X,X,O,O,X,X
OIZJLST,O,X,X,O,O,X,X
OIZJSTL,X,X,X,O,X,O,O
OIZJSLT,O,X,X,O,O,O,X
OIZSTLJ,O,X,X,O,X,X,X
OIZSTJL,O,X,X,O,X,O,X
OIZSLTJ,O,X,X,O,X,X,X
OIZSLJT,O,X,X,O,X,O,X
OIZSJTL,X,X,X,O,X,O,O
OIZSJLT,O,X,X,O,O,O,X
OLTIJSZ,X,X,O,X,X,X,X
OLTIJZS,O,X,O,O,X,X,X
OLTISJZ,X,X,O,X,X,X,X
OLTISZJ,X,X,O,X,X,X,X
OLTIZJS,O,X,O,O,X,X,X
OLTIZSJ,O,X,O,O,X,X,X
OLTJISZ,X,X,O,X,X,X,X
OLTJIZS,O,X,O,O,X,X,X
OLTJSIZ,X,X,O,X,X,X,X
OLTJSZI,X,X,O,X,X,X,X
OLTJZIS,O,X,O,O,X,X,X
OLTJZSI,O,X,O,O,X,X,X
OLTSIJZ,X,X,O,X,X,X,X
OLTSIZJ,X,X,O,X,X,X,X
OLTSJIZ,X,X,O,X,X,X,X
OLTSJZI,X,X,O,X,X,X,X
OLTSZIJ,X,X,O,X,X,X,X
OLTSZJI,X,X,O,X,X,X,X
OLTZIJS,O,X,O,O,X,X,X
OLTZISJ,O,X,O,O,X,X,X
OLTZJIS,O,X,O,O,X,X,X
OLTZJSI,O,X,O,O,X,X,X
OLTZSIJ,O,X,O,O,X,X,X
OLTZSJI,O,X,O,O,X,X,X
OLITJSZ,X,X,O,X,X,X,X
OLITJZS,O,X,O,O,X,X,X
OLITSJZ,X,X,O,X,X,X,X
OLITSZJ,X,X,O,X,X,X,X
OLITZJS,O,X,O,O,X,X,X
OLITZSJ,O,X,O,O,X,X,X
OLIJTSZ,X,X,O,X,O,X,X
OLIJTZS,O,X,O,O,O,X,X
OLIJSTZ,X,X,X,X,O,X,O
OLIJSZT,X,X,X,O,O,X,X
OLIJZTS,O,X,X,O,O,X,X
OLIJZST,O,X,X,O,O,X,X
OLISTJZ,X,X,O,X,X,X,X
OLISTZJ,X,X,O,X,X,X,X
OLISJTZ,X,X,X,X,X,X,O
OLISJZT,X,X,X,O,X,O,X
OLISZTJ,X,X,X,O,X,X,X
OLISZJT,X,X,X,O,X,O,X
OLIZTJS,O,X,O,O,X,X,X
OLIZTSJ,O,X,O,O,X,X,X
OLIZJTS,O,X,X,O,O,X,X
OLIZJST,O,X,X,O,O,X,X
OLIZSTJ,O,X,X,O,X,X,X
OLIZSJT,O,X,X,O,X,O,X
OLJTISZ,X,X,O,X,O,X,X
OLJTIZS,O,X,O,O,O,X,X
OLJTSIZ,X,X,O,X,O,X,X
OLJTSZI,X,X,O,X,O,X,X
OLJTZIS,O,X,O,O,O,X,X
OLJTZSI,O,X,O,O,O,X,X
OLJITSZ,X,X,O,X,O,X,X
OLJITZS,O,X,O,O,O,X,X
OLJISTZ,X,X,X,X,O,X,O
OLJISZT,X,X,X,O,O,X,X
OLJIZTS,O,X,X,O,O,X,X
OLJIZST,O,X,X,O,O,X,X
OLJSTIZ,X,X,X,X,O,X,O
OLJSTZI,X,X,X,X,O,X,X
OLJSITZ,X,X,X,X,O,X,O
OLJSIZT,X,X,X,O,O,X,X
OLJSZTI,X,X,X,O,O,X,X
OLJSZIT,X,X,X,O,O,X,X
OLJZTIS,O,X,X,O,O,X,X
OLJZTSI,X,X,X,O,O,X,X
OLJZITS,O,X,X,O,O,X,X
OLJZIST,O,X,X,O,O,X,X
OLJZSTI,X,X,X,O,O,X,X
OLJZSIT,O,X,X,O,O,X,X
OLSTIJZ,X,X,O,X,X,X,X
OLSTIZJ,X,X,O,X,X,X,X
OLSTJIZ,X,X,O,X,X,X,X
OLSTJZI,X,X,O,X,X,X,X
OLSTZIJ,X,X,O,X,X,X,X
OLSTZJI,X,X,O,X,X,X,X
OLSITJZ,X,X,O,X,X,X,X
OLSITZJ,X,X,O,X,X,X,X
OLSIJTZ,X,X,X,X,X,X,O
OLSIJZT,X,X,X,O,X,O,X
OLSIZTJ,X,X,X,O,X,X,X
OLSIZJT,X,X,X,O,X,O,X
OLSJTIZ,X,X,X,X,X,X,O
OLSJTZI,X,X,X,X,X,X,X
OLSJITZ,X,X,X,X,X,X,O
OLSJIZT,X,X,X,O,X,O,X
OLSJZTI,X,X,X,O,X,X,X
OLSJZIT,X,X,X,O,X,O,X
OLSZTIJ,X,X,X,O,X,X,X
OLSZTJI,X,X,X,O,X,X,X
OLSZITJ,X,X,X,O,X,X,X
OLSZIJT,X,X,X,O,X,O,X
OLSZJTI,X,X,X,O,X,X,X
OLSZJIT,X,X,X,O,X,O,X
OLZTIJS,O,X,O,O,X,X,X
OLZTISJ,O,X,O,O,X,X,X
OLZTJIS,O,X,O,O,X,X,X
OLZTJSI,O,X,O,O,X,X,X
OLZTSIJ,O,X,O,O,X,X,X
OLZTSJI,O,X,O,O,X,X,X
OLZITJS,O,X,O,O,X,X,X
OLZITSJ,O,X,O,O,X,X,X
OLZIJTS,O,X,X,O,O,X,X
OLZIJST,O,X,X,O,O,X,X
OLZISTJ,O,X,X,O,X,X,X
OLZISJT,O,X,X,O,X,O,X
OLZJTIS,O,X,X,O,O,X,X
OLZJTSI,O,X,X,O,O,X,X
OLZJITS,O,X,X,O,O,X,X
OLZJIST,O,X,X,O,O,X,X
OLZJSTI,X,X,X,O,O,X,X
OLZJSIT,O,X,X,O,O,X,X
OLZSTIJ,O,X,X,O,X,X,X
OLZSTJI,O,X,X,O,X,X,X
OLZSITJ,O,X,X,O,X,X,X
OLZSIJT,O,X,X,O,X,O,X
OLZSJTI,X,X,X,O,X,X,X
OLZSJIT,O,X,X,O,X,O,X
OJTILSZ,X,O,O,X,O,X,X
OJTILZS,O,X,O,O,O,X,X
OJTISLZ,X,O,O,X,X,X,O
OJTISZL,O,O,O,X,X,X,O
OJTIZLS,O,X,O,O,O,X,X
OJTIZSL,O,O,O,O,X,X,X
OJTLISZ,X,O,O,X,O,X,X
OJTLIZS,O,X,O,O,O,X,X
OJTLSIZ,X,O,O,X,O,X,X
OJTLSZI,X,O,O,X,O,X,X
OJTLZIS,O,X,O,O,O,X,X
OJTLZSI,O,X,O,O,O,X,X
OJTSILZ,X,O,O,X,X,X,O
OJTSIZL,O,O,O,X,X,X,O
OJTSLIZ,X,O,O,X,X,X,O
OJTSLZI,X,O,O,X,X,X,X
OJTSZIL,O,O,O,X,X,X,O
OJTSZLI,O,O,O,X,X,X,X
OJTZILS,O,X,O,O,O,X,X
OJTZISL,O,O,O,O,X,X,X
OJTZLIS,O,X,O,O,O,X,X
OJTZLSI,O,X,O,O,O,X,X
OJTZSIL,O,O,O,O,X,X,X
OJTZSLI,O,O,O,O,X,X,X
OJITLSZ,X,O,O,X,O,X,X
OJITLZS,O,X,O,O,O,X,X
OJITSLZ,X,O,O,X,X,X,O
OJITSZL,O,O,O,X,X,X,O
OJITZLS,O,X,O,O,O,X,X
OJITZSL,O,O,O,O,X,X,X
OJILTSZ,X,X,O,X,O,X,X
OJILTZS,O,X,O,O,O,X,X
OJILSTZ,X,X,X,X,O,X,O
OJILSZT,X,X,X,O,O,X,X
OJILZTS,O,X,X,O,O,X,X
OJILZST,O,X,X,O,O,X,X
OJISTLZ,X,O,O,X,X,X,O
OJISTZL,O,O,O,X,X,O,O
OJISLTZ,X,X,X,X,O,X,O
OJISLZT,X,X,X,O,O,O,X
OJISZTL,X,O,X,O,X,O,O
OJISZLT,O,X,X,O,O,O,X
OJIZTLS,O,X,O,O,O,X,X
OJIZTSL,O,X,O,O,X,X,X
OJIZLTS,O,X,X,O,O,X,X
OJIZLST,O,X,X,O,O,X,X
OJIZSTL,X,X,X,O,X,O,O
OJIZSLT,O,X,X,O,O,O,X
OJLTISZ,X,X,O,X,O,X,X
OJLTIZS,O,X,O,O,O,X,X
OJLTSIZ,X,X,O,X,O,X,X
OJLTSZI,X,X,O,X,O,X,X
OJLTZIS,O,X,O,O,O,X,X
OJLTZSI,O,X,O,O,O,X,X
OJLITSZ,X,X,O,X,O,X,X
OJLITZS,O,X,O,O,O,X,X
OJLISTZ,X,X,X,X,O,X,O
OJLISZT,X,X,X,O,O,X,X
OJLIZTS,O,X,X,O,O,X,X
OJLIZST,O,X,X,O,O,X,X
OJLSTIZ,X,X,X,X,O,X,O
OJLSTZI,X,X,X,X,O,X,X
OJLSITZ,X,X,X,X,O,X,O
OJLSIZT,X,X,X,O,O,X,X
OJLSZTI,X,X,X,O,O,X,X
OJLSZIT,X,X,X,O,O,X,X
OJLZTIS,O,X,X,O,O,X,X
OJLZTSI,X,X,X,O,O,X,X
OJLZITS,O,X,X,O,O,X,X
OJLZIST,O,X,X,O,O,X,X
OJLZSTI,X,X,X,O,O,X,X
OJLZSIT,O,X,X,O,O,X,X
OJSTILZ,X,O,O,X,X,X,O
OJSTIZL,O,O,O,X,X,O,O
OJSTLIZ,X,O,O,X,X,X,O
OJSTLZI,X,O,O,X,X,X,X
OJSTZIL,O,O,O,X,X,O,O
OJSTZLI,O,O,O,X,X,X,X
OJSITLZ,X,O,O,X,X,X,O
OJSITZL,O,O,O,X,X,O,O
OJSILTZ,X,X,X,X,O,X,O
OJSILZT,X,X,X,O,O,O,X
OJSIZTL,X,O,X,O,X,O,O
OJSIZLT,O,X,X,O,O,O,X
OJSLTIZ,X,X,X,X,O,X,O
OJSLTZI,X,X,X,X,O,X,X
OJSLITZ,X,X,X,X,O,X,O
OJSLIZT,X,X,X,O,O,O,X
OJSLZTI,X,X,X,O,O,X,X
OJSLZIT,X,X,X,O,O,O,X
OJSZTIL,X,O,X,O,X,O,O
OJSZTLI,X,O,X,O,X,X,X
OJSZITL,X,O,X,O,X,O,O
OJSZILT,O,X,X,O,O,O,X
OJSZLTI,X,X,X,O,O,X,X
OJSZLIT,O,X,X,O,O,O,X
OJZTILS,O,X,O,O,O,X,X
OJZTISL,O,X,O,O,X,X,X
OJZTLIS,O,X,O,O,O,X,X
OJZTLSI,O,X,O,O,O,X,X
OJZTSIL,O,X,O,O,X,X,X
OJZTSLI,O,X,O,O,X,X,X
OJZITLS,O,X,O,O,O,X,X
OJZITSL,O,X,O,O,X,X,X
OJZILTS,O,X,X,O,O,X,X
OJZILST,O,X,X,O,O,X,X
OJZISTL,X,X,X,O,X,O,O
OJZISLT,O,X,X,O,O,O,X
OJZLTIS,O,X,X,O,O,X,X
OJZLTSI,O,X,X,O,O,X,X
OJZLITS,O,X,X,O,O,X,X
OJZLIST,O,X,X,O,O,X,X
OJZLSTI,X,X,X,O,O,X,X
OJZLSIT,O,X,X,O,O,X,X
OJZSTIL,X,X,X,O,X,O,O
OJZSTLI,X,X,X,O,X,X,X
OJZSITL,X,X,X,O,X,O,O
OJZSILT,O,X,X,O,O,O,X
OJZSLTI,X,X,X,O,O,X,X
OJZSLIT,O,X,X,O,O,O,X
OSTILJZ,X,O,O,X,X,X,X
OSTILZJ,X,O,O,X,X,X,X
OSTIJLZ,X,O,O,X,X,X,O
OSTIJZL,O,O,O,X,X,O,O
OSTIZLJ,O,O,O,X,X,X,X
OSTIZJL,O,O,O,X,X,O,X
OSTLIJZ,X,O,O,X,X,X,X
OSTLIZJ,X,O,O,X,X,X,X
OSTLJIZ,X,O,O,X,X,X,X
OSTLJZI,X,O,O,X,X,X,X
OSTLZIJ,X,O,O,X,X,X,X
OSTLZJI,X,O,O,X,X,X,X
OSTJILZ,X,O,O,X,X,X,O
OSTJIZL,O,O,O,X,X,O,O
OSTJLIZ,X,O,O,X,X,X,O
OSTJLZI,X,O,O,X,X,X,X
OSTJZIL,O,O,O,X,X,O,O
OSTJZLI,O,O,O,X,X,X,X
OSTZILJ,O,O,O,X,X,X,X
OSTZIJL,O,O,O,X,X,O,X
OSTZLIJ,O,O,O,X,X,X,X
OSTZLJI,O,O,O,X,X,X,X
OSTZJIL,O,O,O,X,X,O,X
OSTZJLI,O,O,O,X,X,X,X
OSITLJZ,X,O,O,X,X,X,X
OSITLZJ,X,O,O,X,X,X,X
OSITJLZ,X,O,O,X,X,X,O
OSITJZL,O,O,O,X,X,O,O
OSITZLJ,O,O,O,X,X,X,X
OSITZJL,O,O,O,X,X,O,X
OSILTJZ,X,X,O,X,X,X,X
OSILTZJ,X,X,O,X,X,X,X
OSILJTZ,X,X,X,X,X,X,O
OSILJZT,X,X,X,O,X,O,X
OSILZTJ,X,X,X,O,X,X,X
OSILZJT,X,X,X,O,X,O,X
OSIJTLZ,X,O,O,X,X,X,O
OSIJTZL,O,O,O,X,X,O,O
OSIJLTZ,X,X,X,X,O,X,O
OSIJLZT,X,X,X,O,O,O,X
OSIJZTL,X,O,X,O,X,O,O
OSIJZLT,O,X,X,O,O,O,X
OSIZTLJ,O,O,X,O,X,X,X
OSIZTJL,O,O,X,O,X,O,X
OSIZLTJ,O,X,X,O,X,X,X
OSIZLJT,O,X,X,O,X,O,X
OSIZJTL,X,O,X,O,X,O,O
OSIZJLT,O,X,X,O,O,O,X
OSLTIJZ,X,X,O,X,X,X,X
OSLTIZJ,X,X,O,X,X,X,X
OSLTJIZ,X,X,O,X,X,X,X
OSLTJZI,X,X,O,X,X,X,X
OSLTZIJ,X,X,O,X,X,X,X
OSLTZJI,X,X,O,X,X,X,X
OSLITJZ,X,X,O,X,X,X,X
OSLITZJ,X,X,O,X,X,X,X
OSLIJTZ,X,X,X,X,X,X,O
OSLIJZT,X,X,X,O,X,O,X
OSLIZTJ,X,X,X,O,X,X,X
OSLIZJT,X,X,X,O,X,O,X
OSLJTIZ,X,X,X,X,X,X,O
OSLJTZI,X,X,X,X,X,X,X
OSLJITZ,X,X,X,X,X,X,O
OSLJIZT,X,X,X,O,X,O,X
OSLJZTI,X,X,X,O,X,X,X
OSLJZIT,X,X,X,O,X,O,X
OSLZTIJ,X,X,X,O,X,X,X
OSLZTJI,X,X,X,O,X,X,X
OSLZITJ,X,X,X,O,X,X,X
OSLZIJT,X,X,X,O,X,O,X
OSLZJTI,X,X,X,O,X,X,X
OSLZJIT,X,X,X,O,X,O,X
OSJTILZ,X,O,O,X,X,X,O
OSJTIZL,O,O,O,X,X,O,O
OSJTLIZ,X,O,O,X,X,X,O
OSJTLZI,X,O,O,X,X,X,X
OSJTZIL,O,O,O,X,X,O,O
OSJTZLI,O,O,O,X,X,X,X
OSJITLZ,X,O,O,X,X,X,O
OSJITZL,O,O,O,X,X,O,O
OSJILTZ,X,X,X,X,O,X,O
OSJILZT,X,X,X,O,O,O,X
OSJIZTL,X,O,X,O,X,O,O
OSJIZLT,O,X,X,O,O,O,X
OSJLTIZ,X,X,X,X,O,X,O
OSJLTZI,X,X,X,X,O,X,X
OSJLITZ,X,X,X,X,O,X,O
OSJLIZT,X,X,X,O,O,O,X
OSJLZTI,X,X,X,O,O,X,X
OSJLZIT,X,X,X,O,O,O,X
OSJZTIL,X,O,X,O,X,O,O
OSJZTLI,X,O,X,O,X,X,X
OSJZITL,X,O,X,O,X,O,O
OSJZILT,O,X,X,O,O,O,X
OSJZLTI,X,X,X,O,O,X,X
OSJZLIT,O,X,X,O,O,O,X
OSZTILJ,O,O,X,O,X,X,X
OSZTIJL,O,O,X,O,X,O,X
OSZTLIJ,O,O,X,O,X,X,X
OSZTLJI,O,O,X,O,X,X,X
OSZTJIL,O,O,X,O,X,O,X
OSZTJLI,O,O,X,O,X,X,X
OSZITLJ,O,O,X,O,X,X,X
OSZITJL,O,O,X,O,X,O,X
OSZILTJ,O,X,X,O,X,X,X
OSZILJT,O,X,X,O,X,O,X
