sequence,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFOgBfiB?xdBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeO/IvhFXbBRdB?SjBUiBzkBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFfiB6iB?TeBmfB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBGeB?ykB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFGdBTeB?/kBalBUiBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeOAJvhFfiBxdB?TfBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBSjB?mfB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFGeBykB?RiBUiBXlBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFSjBTfB?elBUiBfsBlsB
SIZLOJT,O,O,O,X,O,X,X,X,X
SIZJTLO,X,O,O,X,X,X,X,X,X
SIZJTOL,O,X,O,X,O,X,X,X,X
SIZJLTO,O,O,O,X,O,X,X,X,X
SIZJLOT,O,O,O,X,O,X,X,X,X
SIZJOTL,O,X,O,X,O,X,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X,X
SIZOTLJ,X,X,O,X,O,X,X,X,X
SIZOTJL,O,X,X,X,O,X,X,X,X
SIZOLTJ,O,X,O,X,O,X,X,X,X
SIZOLJT,O,O,O,X,O,X,X,X,X
SIZOJTL,O,X,O,X,O,X,X,X,X
SIZOJLT,O,O,O,O,O,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,X,X
SIOTLZJ,X,X,O,X,O,X,X,X,X
SIOTJLZ,X,X,O,O,X,X,X,X,X
SIOTJZL,X,X,X,X,O,X,X,X,X
SIOTZLJ,X,X,O,X,O,X,X,X,X
SIOTZJL,X,X,X,X,O,X,X,X,X
SIOLTJZ,X,X,X,O,O,O,X,X,X
SIOLTZJ,X,X,O,X,O,X,X,X,X
SIOLJTZ,X,X,X,O,O,O,X,X,X
SIOLJZT,X,X,O,O,O,O,X,X,X
SIOLZTJ,X,X,O,O,O,X,X,X,X
SIOLZJT,X,X,O,O,O,O,X,X,X
SIOJTLZ,X,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X
SIOJLTZ,X,X,X,O,X,O,X,X,X
SIOJLZT,X,X,O,O,X,O,X,X,X
SIOJZTL,O,X,X,X,O,X,X,X,X
SIOJZLT,O,X,X,O,O,X,X,X,X
SIOZTLJ,X,X,O,X,O,X,X,X,X
SIOZTJL,O,X,X,X,O,X,X,X,X
SIOZLTJ,X,X,O,X,O,X,X,X,X
SIOZLJT,O,X,O,X,O,X,X,X,X
SIOZJTL,O,X,O,X,O,X,X,X,X
SIOZJLT,O,X,O,O,O,X,X,X,X
SLTIJZO,O,O,X,O,O,X,X,X,X
SLTIJOZ,X,O,X,O,O,O,X,O,X
SLTIZJO,O,O,X,O,O,X,X,X,X
SLTIZOJ,O,O,X,O,O,X,X,X,X
SLTIOJZ,X,O,X,O,O,O,X,O,X
SLTIOZJ,X,X,O,O,O,X,X,X,X
SLTJIZO,O,O,X,O,O,X,X,X,X
SLTJIOZ,X,O,X,O,O,O,X,O,X
SLTJZIO,O,O,X,O,O,X,X,X,X
SLTJZOI,O,O,X,O,O,X,X,X,X
SLTJOIZ,X,O,X,O,O,O,X,O,X
SLTJOZI,X,O,X,O,O,O,X,X,X
SLTZIJO,O,O,X,O,O,X,X,X,X
SLTZIOJ,O,O,O,O,O,X,X,X,X
SLTZJIO,O,O,O,O,O,X,X,X,X
SLTZJOI,O,O,O,O,O,X,X,X,X
SLTZOIJ,O,O,O,O,O,X,X,X,X
SLTZOJI,O,O,O,O,O,X,X,X,X
SLTOIJZ,X,O,X,O,O,O,X,O,X
SLTOIZJ,X,X,O,O,O,X,X,X,X
SLTOJIZ,X,O,X,O,O,O,X,O,X
SLTOJZI,X,O,X,O,O,O,X,X,X
SLTOZIJ,X,O,O,O,O,X,X,X,X
SLTOZJI,X,O,O,O,O,X,X,X,X
SLITJZO,O,O,X,O,O,X,X,X,X
SLITJOZ,X,X,X,O,O,O,X,X,X
SLITZJO,O,X,X,O,O,X,X,X,X
SLITZOJ,O,X,X,O,O,X,X,X,X
SLITOJZ,X,X,X,O,O,O,X,X,X
SLITOZJ,X,X,O,O,O,X,X,X,X
SLIJTZO,O,O,X,O,O,X,X,X,X
SLIJTOZ,X,X,X,O,O,O,X,X,X
SLIJZTO,O,O,X,O,O,X,X,X,X
SLIJZOT,O,O,X,O,O,O,X,X,X
SLIJOTZ,X,X,X,O,O,O,X,X,X
SLIJOZT,O,O,O,O,O,O,X,O,X
SLIZTJO,O,O,X,O,O,X,X,X,X
SLIZTOJ,O,X,O,O,O,X,X,X,X
SLIZJTO,O,O,O,O,O,X,X,X,X
SLIZJOT,O,O,O,O,O,O,X,X,X
SLIZOTJ,O,X,O,O,O,X,X,X,X
SLIZOJT,O,O,O,O,O,O,X,X,X
SLIOTJZ,X,O,X,O,O,O,X,X,X
SLIOTZJ,X,X,O,O,O,X,X,X,X
SLIOJTZ,X,O,X,O,O,O,X,X,X
SLIOJZT,O,O,O,O,O,O,X,O,X
SLIOZTJ,O,X,O,X,O,X,X,X,X
SLIOZJT,O,O,O,X,O,O,X,X,X
SLJTIZO,O,O,X,O,O,X,X,X,X
SLJTIOZ,X,O,X,O,O,O,X,O,X
SLJTZIO,O,O,X,O,O,X,X,X,X
SLJTZOI,O,O,X,O,O,X,X,X,X
SLJTOIZ,X,O,X,O,O,O,X,O,X
SLJTOZI,X,O,X,O,O,O,X,X,X
SLJITZO,O,O,X,O,O,X,X,X,X
SLJITOZ,X,X,X,O,O,O,X,X,X
SLJIZTO,O,O,X,O,O,X,X,X,X
SLJIZOT,O,O,X,O,O,O,X,X,X
SLJIOTZ,X,X,X,O,O,O,X,X,X
SLJIOZT,O,O,O,O,O,O,X,O,X
SLJZTIO,O,O,O,O,O,X,X,X,X
SLJZTOI,O,X,O,O,O,X,X,X,X
SLJZITO,O,O,O,O,O,X,X,X,X
SLJZIOT,O,O,O,O,O,O,X,X,X
SLJZOTI,O,X,O,O,O,O,X,X,O
SLJZOIT,O,O,O,O,O,O,X,X,O
SLJOTIZ,X,X,X,O,O,O,X,O,X
SLJOTZI,X,X,X,O,O,O,X,X,X
SLJOITZ,X,X,X,O,O,O,X,X,X
SLJOIZT,O,O,O,O,O,O,X,O,O
SLJOZTI,O,X,O,O,O,O,X,X,O
SLJOZIT,O,O,O,O,O,O,X,X,O
SLZTIJO,O,O,X,O,O,X,X,X,X
SLZTIOJ,O,X,O,O,O,X,X,X,X
SLZTJIO,O,O,O,O,O,X,X,X,X
SLZTJOI,O,X,O,O,O,X,X,X,X
SLZTOIJ,O,X,O,O,O,X,X,X,X
SLZTOJI,O,X,O,O,O,X,X,X,X
SLZITJO,O,O,X,O,O,X,X,X,X
SLZITOJ,O,X,O,O,O,X,X,X,X
SLZIJTO,O,O,O,O,O,X,X,X,X
SLZIJOT,O,O,O,O,O,O,X,X,X
SLZIOTJ,O,O,O,O,O,X,X,X,X
SLZIOJT,O,O,O,O,O,O,X,X,X
SLZJTIO,O,O,O,O,O,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X
SLZJITO,O,O,O,O,O,X,X,X,X
SLZJIOT,O,O,O,O,O,O,O,X,X
SLZJOTI,O,X,O,O,O,O,O,X,O
SLZJOIT,O,O,O,O,O,O,O,X,O
SLZOTIJ,O,O,O,O,O,X,X,X,X
SLZOTJI,O,O,O,O,O,X,X,X,X
SLZOITJ,O,O,O,O,O,X,X,X,X
SLZOIJT,O,O,O,O,O,O,X,X,X
SLZOJTI,O,O,O,O,O,O,O,X,X
SLZOJIT,O,O,O,O,O,O,O,X,X
SLOTIJZ,X,O,X,O,O,O,X,O,X
SLOTIZJ,X,X,O,O,O,X,X,X,X
SLOTJIZ,X,O,X,O,O,O,X,O,X
SLOTJZI,X,O,X,O,O,O,X,X,X
SLOTZIJ,X,O,O,O,O,X,X,X,X
SLOTZJI,X,O,O,O,O,X,X,X,X
SLOITJZ,X,O,X,O,O,O,X,X,X
SLOITZJ,X,X,O,O,O,X,X,X,X
SLOIJTZ,X,O,X,O,O,O,X,X,X
SLOIJZT,O,O,O,O,O,O,X,O,X
SLOIZTJ,O,O,O,O,O,X,X,X,X
SLOIZJT,O,O,O,O,O,O,X,X,X
SLOJTIZ,X,O,X,O,O,O,X,O,X
SLOJTZI,X,O,X,O,O,O,X,X,X
SLOJITZ,X,O,X,O,O,O,X,X,X
SLOJIZT,O,O,O,O,O,O,X,O,X
SLOJZTI,O,O,O,O,O,O,X,X,X
SLOJZIT,O,O,O,O,O,O,X,X,X
SLOZTIJ,O,O,O,O,O,X,X,X,X
SLOZTJI,O,O,O,O,O,X,X,X,X
SLOZITJ,O,O,O,O,O,X,X,X,X
SLOZIJT,O,O,O,O,O,O,X,X,X
SLOZJTI,O,O,O,O,O,O,O,X,X
SLOZJIT,O,O,O,O,O,O,O,X,X
SJTILZO,O,O,X,O,X,O,X,X,X
SJTILOZ,O,O,X,O,X,O,X,O,X
SJTIZLO,O,O,X,X,O,X,X,X,X
SJTIZOL,O,O,X,O,O,X,X,X,X
SJTIOLZ,X,X,X,O,X,O,X,X,X
SJTIOZL,O,X,X,O,O,X,X,X,X
SJTLIZO,O,O,X,O,O,O,X,X,X
SJTLIOZ,O,O,X,O,O,O,X,O,X
SJTLZIO,O,O,X,O,O,O,X,X,X
SJTLZOI,O,O,X,O,O,O,X,X,X
SJTLOIZ,O,O,X,O,O,O,X,O,X
SJTLOZI,O,O,X,O,O,O,X,X,X
SJTZILO,O,O,X,X,O,X,X,X,X
SJTZIOL,O,O,X,O,O,X,X,X,X
SJTZLIO,O,O,X,O,O,O,X,X,X
SJTZLOI,O,O,X,O,O,O,X,X,X
SJTZOIL,O,O,X,O,O,X,X,X,X
SJTZOLI,O,O,X,O,O,O,X,X,X
SJTOILZ,X,X,X,O,X,O,X,X,X
SJTOIZL,O,X,X,O,O,X,X,X,X
SJTOLIZ,O,O,X,O,O,O,X,X,X
SJTOLZI,O,O,X,O,O,O,X,X,X
SJTOZIL,O,O,X,O,O,X,X,X,X
SJTOZLI,O,O,X,O,O,O,X,X,X
SJITLZO,X,O,X,X,X,X,X,X,X
SJITLOZ,X,O,X,O,X,X,X,X,X
SJITZLO,X,O,X,X,O,X,X,X,X
SJITZOL,O,O,X,O,O,X,X,X,X
SJITOLZ,X,X,X,O,X,X,X,X,X
SJITOZL,X,X,X,O,O,X,X,X,X
SJILTZO,O,O,X,O,X,X,X,X,X
SJILTOZ,X,X,X,O,X,O,X,X,X
SJILZTO,O,O,X,O,X,X,X,X,X
SJILZOT,O,O,X,O,X,O,X,X,X
SJILOTZ,X,X,X,O,X,O,X,X,X
SJILOZT,O,O,O,O,X,O,X,O,X
SJIZTLO,X,O,X,X,X,X,X,X,X
SJIZTOL,O,X,X,X,O,X,X,X,X
SJIZLTO,O,O,X,X,X,X,X,X,X
SJIZLOT,O,O,X,X,O,X,X,X,X
SJIZOTL,O,X,X,X,O,X,X,X,X
SJIZOLT,O,O,X,O,O,X,X,X,X
SJIOTLZ,X,X,X,O,X,X,X,X,X
SJIOTZL,X,X,X,X,O,X,X,X,X
SJIOLTZ,X,X,X,O,X,O,X,X,X
SJIOLZT,X,X,O,O,X,O,X,X,X
SJIOZTL,O,X,X,X,O,X,X,X,X
SJIOZLT,O,X,X,O,O,X,X,X,X
SJLTIZO,O,O,X,O,O,X,X,X,X
SJLTIOZ,X,O,X,O,O,O,X,O,X
SJLTZIO,O,O,X,O,O,X,X,X,X
SJLTZOI,O,O,X,O,O,X,X,X,X
SJLTOIZ,X,O,X,O,O,O,X,O,X
SJLTOZI,X,O,X,O,O,O,X,X,X
SJLITZO,O,O,X,O,O,X,X,X,X
SJLITOZ,X,X,X,O,O,O,X,X,X
SJLIZTO,O,O,X,O,O,X,X,X,X
SJLIZOT,O,O,X,O,O,O,X,X,X
SJLIOTZ,X,X,X,O,O,O,X,X,X
SJLIOZT,O,O,O,O,O,O,X,O,X
SJLZTIO,O,O,O,O,O,X,X,X,X
SJLZTOI,O,X,O,O,O,X,X,X,X
SJLZITO,O,O,O,O,O,X,X,X,X
SJLZIOT,O,O,O,O,O,O,X,X,X
SJLZOTI,O,X,O,O,O,O,X,X,O
SJLZOIT,O,O,O,O,O,O,X,X,O
SJLOTIZ,X,X,X,O,O,O,X,O,X
SJLOTZI,X,X,X,O,O,O,X,X,X
SJLOITZ,X,X,X,O,O,O,X,X,X
SJLOIZT,O,O,O,O,O,O,X,O,O
SJLOZTI,O,X,O,O,O,O,X,X,O
SJLOZIT,O,O,O,O,O,O,X,X,O
SJZTILO,O,O,O,X,X,X,X,X,X
SJZTIOL,O,O,O,X,O,X,X,X,X
SJZTLIO,O,O,O,X,O,X,X,X,X
SJZTLOI,O,O,O,X,O,X,X,X,X
SJZTOIL,O,O,O,X,O,X,X,X,X
SJZTOLI,O,O,O,X,O,X,X,X,X
SJZITLO,X,O,O,X,X,X,X,X,X
SJZITOL,O,X,O,X,O,X,X,X,X
SJZILTO,O,O,O,X,O,X,X,X,X
SJZILOT,O,O,O,X,O,X,X,X,X
SJZIOTL,O,X,O,X,O,X,X,X,X
SJZIOLT,O,O,O,O,O,X,X,X,X
SJZLTIO,O,O,O,O,O,X,X,X,X
SJZLTOI,O,X,O,O,O,X,X,X,X
SJZLITO,O,O,O,O,O,X,X,X,X
SJZLIOT,O,O,O,O,O,O,X,X,X
SJZLOTI,O,X,O,O,O,O,X,X,O
SJZLOIT,O,O,O,O,O,O,X,X,O
SJZOTIL,O,X,O,X,O,X,X,X,X
SJZOTLI,O,X,O,X,O,X,X,X,X
SJZOITL,O,X,O,X,O,X,X,X,X
SJZOILT,O,O,O,O,O,X,X,X,O
SJZOLTI,O,X,O,O,O,O,X,X,O
SJZOLIT,O,O,O,O,O,O,X,X,O
SJOTILZ,X,X,X,O,X,O,X,X,X
SJOTIZL,X,X,X,X,O,X,X,X,X
SJOTLIZ,X,O,X,O,O,O,X,X,X
SJOTLZI,X,O,X,O,O,O,X,X,X
SJOTZIL,X,O,X,X,O,X,X,X,X
SJOTZLI,X,O,X,X,O,O,X,X,X
SJOITLZ,X,X,X,O,X,X,X,X,X
SJOITZL,X,X,X,X,O,X,X,X,X
SJOILTZ,X,X,X,O,X,O,X,X,X
SJOILZT,X,X,O,O,X,O,X,X,O
SJOIZTL,O,X,X,X,O,X,X,X,X
SJOIZLT,O,X,X,O,O,X,X,X,O
SJOLTIZ,X,X,X,O,O,O,X,X,X
SJOLTZI,X,X,X,O,O,O,X,X,X
SJOLITZ,X,X,X,O,O,O,X,X,X
SJOLIZT,O,O,O,O,O,O,X,X,O
SJOLZTI,O,X,O,O,O,O,X,X,O
SJOLZIT,O,O,O,O,O,O,X,X,O
SJOZTIL,O,X,O,X,O,X,X,X,X
SJOZTLI,O,X,O,X,O,X,X,X,X
SJOZITL,O,X,O,X,O,X,X,X,X
SJOZILT,O,O,O,O,O,X,X,X,O
SJOZLTI,O,X,O,O,O,O,X,X,O
SJOZLIT,O,O,O,O,O,O,X,X,O
SZTILJO,O,O,O,X,O,X,X,X,X
SZTILOJ,O,O,O,X,O,X,X,X,X
SZTIJLO,O,O,O,X,O,X,X,X,X
SZTIJOL,O,O,O,X,O,X,X,X,X
SZTIOLJ,O,O,O,X,O,X,X,X,X
SZTIOJL,O,O,O,X,O,X,X,X,X
SZTLIJO,O,O,O,X,O,X,X,X,X
SZTLIOJ,O,O,O,X,O,X,X,X,X
SZTLJIO,O,O,O,X,O,X,O,X,X
SZTLJOI,O,O,O,X,O,X,O,X,X
SZTLOIJ,O,O,O,X,O,X,X,X,X
SZTLOJI,O,O,O,X,O,X,O,X,X
SZTJILO,O,O,O,X,O,X,O,X,X
SZTJIOL,O,O,O,X,O,X,O,X,X
SZTJLIO,O,O,O,X,O,X,O,X,X
SZTJLOI,O,O,O,X,O,X,O,X,X
SZTJOIL,O,O,O,X,O,X,O,X,X
SZTJOLI,O,O,O,X,O,X,O,X,X
SZTOILJ,O,O,O,X,O,X,X,X,X
SZTOIJL,O,O,O,X,O,X,X,X,X
SZTOLIJ,O,O,O,X,O,X,X,X,X
SZTOLJI,O,O,O,X,O,X,O,X,X
SZTOJIL,O,O,O,X,O,X,O,X,X
SZTOJLI,O,O,O,X,O,X,O,X,X
SZITLJO,X,O,O,X,O,X,X,X,X
SZITLOJ,X,X,O,X,O,X,X,X,X
SZITJLO,X,O,O,X,O,X,X,X,X
SZITJOL,O,X,O,X,O,X,X,X,X
SZITOLJ,X,X,O,X,O,X,X,X,X
SZITOJL,O,X,O,X,O,X,X,X,X
SZILTJO,O,O,X,X,O,X,X,X,X
SZILTOJ,O,X,O,X,O,X,X,X,X
SZILJTO,O,O,O,X,O,X,X,X,X
SZILJOT,O,O,O,X,O,X,X,X,X
SZILOTJ,O,O,O,X,O,X,X,X,X
SZILOJT,O,O,O,X,O,X,X,X,X
SZIJTLO,X,O,O,X,X,X,X,X,X
SZIJTOL,O,X,O,X,O,X,X,X,X
SZIJLTO,O,O,O,X,O,X,X,X,X
SZIJLOT,O,O,O,X,O,X,X,X,X
SZIJOTL,O,X,O,X,O,X,X,X,X
SZIJOLT,O,O,O,O,O,X,X,X,X
SZIOTLJ,X,O,O,X,O,X,X,X,X
SZIOTJL,O,O,O,X,O,X,X,X,X
SZIOLTJ,O,O,O,X,O,X,X,X,X
SZIOLJT,O,O,O,X,O,X,X,X,X
SZIOJTL,O,O,O,X,O,X,X,X,X
SZIOJLT,O,O,O,O,O,X,X,X,X
SZLTIJO,O,O,X,O,O,X,X,X,X
SZLTIOJ,O,X,O,O,O,X,X,X,X
SZLTJIO,O,O,O,O,O,X,X,X,X
SZLTJOI,O,X,O,O,O,X,X,X,X
SZLTOIJ,O,X,O,O,O,X,X,X,X
SZLTOJI,O,X,O,O,O,X,X,X,X
SZLITJO,O,O,X,O,O,X,X,X,X
SZLITOJ,O,X,O,O,O,X,X,X,X
SZLIJTO,O,O,O,O,O,X,X,X,X
SZLIJOT,O,O,O,O,O,O,X,X,X
SZLIOTJ,O,O,O,O,O,X,X,X,X
SZLIOJT,O,O,O,O,O,O,X,X,X
SZLJTIO,O,O,O,O,O,X,X,X,X
SZLJTOI,O,X,O,O,O,X,X,X,X
SZLJITO,O,O,O,O,O,X,X,X,X
SZLJIOT,O,O,O,O,O,O,O,X,X
SZLJOTI,O,X,O,O,O,O,O,X,O
SZLJOIT,O,O,O,O,O,O,O,X,O
SZLOTIJ,O,O,O,O,O,X,X,X,X
SZLOTJI,O,O,O,O,O,X,X,X,X
SZLOITJ,O,O,O,O,O,X,X,X,X
SZLOIJT,O,O,O,O,O,O,X,X,X
SZLOJTI,O,O,O,O,O,O,O,X,X
SZLOJIT,O,O,O,O,O,O,O,X,X
SZJTILO,O,O,O,X,X,X,O,X,X
SZJTIOL,O,O,O,X,O,X,O,X,X
SZJTLIO,O,O,O,X,O,X,O,X,X
SZJTLOI,O,O,O,X,O,X,O,X,X
SZJTOIL,O,O,O,X,O,X,O,X,X
SZJTOLI,O,O,O,X,O,X,O,X,X
SZJITLO,X,O,O,X,X,X,O,X,X
SZJITOL,O,X,O,X,O,X,O,X,X
SZJILTO,O,O,O,X,O,X,X,X,X
SZJILOT,O,O,O,X,O,X,O,X,X
SZJIOTL,O,X,O,X,O,X,X,X,X
SZJIOLT,O,O,O,O,O,X,O,X,X
SZJLTIO,O,O,O,O,O,X,X,X,X
SZJLTOI,O,X,O,O,O,X,X,X,X
SZJLITO,O,O,O,O,O,X,X,X,X
SZJLIOT,O,O,O,O,O,O,O,X,X
SZJLOTI,O,X,O,O,O,O,O,X,O
SZJLOIT,O,O,O,O,O,O,O,X,O
SZJOTIL,O,X,O,X,O,X,X,X,X
SZJOTLI,O,X,O,X,O,X,X,X,X
SZJOITL,O,X,O,X,O,X,X,X,X
SZJOILT,O,O,O,O,O,X,O,X,O
SZJOLTI,O,X,O,O,O,O,O,X,O
SZJOLIT,O,O,O,O,O,O,O,X,O
SZOTILJ,O,O,O,X,O,X,X,X,X
SZOTIJL,O,O,O,X,O,X,X,X,X
SZOTLIJ,O,O,O,X,O,X,X,X,X
SZOTLJI,O,O,O,X,O,X,X,X,X
SZOTJIL,O,O,O,X,O,X,X,X,X
SZOTJLI,O,O,O,X,O,X,X,X,X
SZOITLJ,X,O,O,X,O,X,X,X,X
SZOITJL,O,O,O,X,O,X,X,X,X
SZOILTJ,O,O,O,X,O,X,X,X,X
SZOILJT,O,O,O,X,O,X,X,X,X
SZOIJTL,O,O,O,X,O,X,X,X,X
SZOIJLT,O,O,O,O,O,X,X,X,X
SZOLTIJ,O,O,O,O,O,X,X,X,X
SZOLTJI,O,O,O,O,O,X,X,X,X
SZOLITJ,O,O,O,O,O,X,X,X,X
SZOLIJT,O,O,O,O,O,O,X,X,X
SZOLJTI,O,O,O,O,O,O,O,X,X
SZOLJIT,O,O,O,O,O,O,O,X,X
SZOJTIL,O,O,O,X,O,X,X,X,X
SZOJTLI,O,O,O,X,O,X,X,X,X
SZOJITL,O,O,O,X,O,X,X,X,X
SZOJILT,O,O,O,O,O,X,O,X,X
SZOJLTI,O,O,O,O,O,O,O,X,X
SZOJLIT,O,O,O,O,O,O,O,X,X
SOTILJZ,X,O,O,X,O,O,X,X,X
SOTILZJ,X,O,O,X,O,O,X,X,X
SOTIJLZ,X,O,O,O,X,O,X,X,X
SOTIJZL,X,O,X,X,O,X,X,X,X
SOTIZLJ,X,O,O,X,O,X,X,X,X
SOTIZJL,X,O,O,X,O,X,X,X,X
SOTLIJZ,X,O,O,O,O,O,X,X,X
SOTLIZJ,X,O,O,X,O,O,X,X,X
SOTLJIZ,X,O,O,O,O,O,X,X,X
SOTLJZI,X,O,O,O,O,O,X,X,X
SOTLZIJ,X,O,O,O,O,O,X,X,X
SOTLZJI,X,O,O,O,O,O,X,X,X
SOTJILZ,X,O,O,O,X,O,X,X,X
SOTJIZL,X,O,X,X,O,X,X,X,X
SOTJLIZ,X,O,O,O,O,O,X,X,X
SOTJLZI,X,O,O,O,O,O,X,X,X
SOTJZIL,X,O,O,X,O,X,X,X,X
SOTJZLI,X,O,O,X,O,O,X,X,X
SOTZILJ,X,O,O,X,O,X,X,X,X
SOTZIJL,X,O,O,X,O,X,X,X,X
SOTZLIJ,X,O,O,X,O,O,X,X,X
SOTZLJI,X,O,O,X,O,O,X,X,X
SOTZJIL,X,O,O,X,O,X,X,X,X
SOTZJLI,X,O,O,X,O,O,X,X,X
SOITLJZ,X,O,O,X,O,X,X,X,X
SOITLZJ,X,O,O,X,O,X,X,X,X
SOITJLZ,X,O,O,O,X,X,X,X,X
SOITJZL,X,O,X,X,O,X,X,X,X
SOITZLJ,X,O,O,X,O,X,X,X,X
SOITZJL,X,O,X,X,O,X,X,X,X
SOILTJZ,X,O,X,O,O,O,X,X,X
SOILTZJ,X,X,O,X,O,X,X,X,X
SOILJTZ,X,O,X,O,O,O,X,X,X
SOILJZT,X,O,O,O,O,O,X,X,X
SOILZTJ,X,O,O,O,O,X,X,X,X
SOILZJT,X,O,O,O,O,O,X,X,X
SOIJTLZ,X,O,X,O,X,X,X,X,X
SOIJTZL,X,O,X,X,O,X,X,X,X
SOIJLTZ,X,O,X,O,X,O,X,X,X
SOIJLZT,X,O,O,O,X,O,X,X,X
SOIJZTL,O,O,X,X,O,X,X,X,X
SOIJZLT,O,O,X,O,O,X,X,X,X
SOIZTLJ,X,O,O,X,O,X,X,X,X
SOIZTJL,O,O,X,X,O,X,X,X,X
SOIZLTJ,X,O,O,X,O,X,X,X,X
SOIZLJT,O,O,O,X,O,X,X,X,X
SOIZJTL,O,O,O,X,O,X,X,X,X
SOIZJLT,O,O,O,O,O,X,X,X,X
SOLTIJZ,X,O,X,O,O,O,X,X,X
SOLTIZJ,X,O,O,O,O,X,X,X,X
SOLTJIZ,X,O,X,O,O,O,X,X,X
SOLTJZI,X,O,X,O,O,O,X,X,X
SOLTZIJ,X,O,O,O,O,X,X,X,X
SOLTZJI,X,O,O,O,O,X,X,X,X
SOLITJZ,X,O,X,O,O,O,X,X,X
SOLITZJ,X,X,O,O,O,X,X,X,X
SOLIJTZ,X,O,X,O,O,O,X,X,X
SOLIJZT,O,O,O,O,O,O,X,X,X
SOLIZTJ,O,O,O,O,O,X,X,X,X
SOLIZJT,O,O,O,O,O,O,X,X,X
SOLJTIZ,X,O,X,O,O,O,X,X,X
SOLJTZI,X,O,X,O,O,O,X,X,X
SOLJITZ,X,O,X,O,O,O,X,X,X
SOLJIZT,O,O,O,O,O,O,X,X,X
SOLJZTI,O,O,O,O,O,O,X,X,X
SOLJZIT,O,O,O,O,O,O,X,X,X
SOLZTIJ,O,O,O,O,O,X,X,X,X
SOLZTJI,O,O,O,O,O,X,X,X,X
SOLZITJ,O,O,O,O,O,X,X,X,X
SOLZIJT,O,O,O,O,O,O,X,X,X
SOLZJTI,O,O,O,O,O,O,O,X,X
SOLZJIT,O,O,O,O,O,O,O,X,X
SOJTILZ,X,O,X,O,X,O,X,X,X
SOJTIZL,X,O,X,X,O,X,X,X,X
SOJTLIZ,X,O,X,O,O,O,X,X,X
SOJTLZI,X,O,X,O,O,O,X,X,X
SOJTZIL,X,O,X,X,O,X,X,X,X
SOJTZLI,X,O,X,X,O,O,X,X,X
SOJITLZ,X,O,X,O,X,X,X,X,X
SOJITZL,X,O,X,X,O,X,X,X,X
SOJILTZ,X,O,X,O,X,O,X,X,X
SOJILZT,X,O,O,O,X,O,X,X,X
SOJIZTL,O,O,X,X,O,X,X,X,X
SOJIZLT,O,O,X,O,O,X,X,X,X
SOJLTIZ,X,O,X,O,O,O,X,X,X
SOJLTZI,X,O,X,O,O,O,X,X,X
SOJLITZ,X,O,X,O,O,O,X,X,X
SOJLIZT,O,O,O,O,O,O,X,X,X
SOJLZTI,O,O,O,O,O,O,X,X,X
SOJLZIT,O,O,O,O,O,O,X,X,X
SOJZTIL,O,O,O,X,O,X,X,X,X
SOJZTLI,O,O,O,X,O,X,X,X,X
SOJZITL,O,O,O,X,O,X,X,X,X
SOJZILT,O,O,O,O,O,X,X,X,X
SOJZLTI,O,O,O,O,O,O,X,X,X
SOJZLIT,O,O,O,O,O,O,X,X,X
SOZTILJ,X,O,O,X,O,X,X,X,X
SOZTIJL,O,O,O,X,O,X,X,X,X
SOZTLIJ,O,O,O,X,O,X,X,X,X
SOZTLJI,O,O,O,X,O,X,X,X,X
SOZTJIL,O,O,O,X,O,X,X,X,X
SOZTJLI,O,O,O,X,O,X,X,X,X
SOZITLJ,X,O,O,X,O,X,X,X,X
SOZITJL,O,O,O,X,O,X,X,X,X
SOZILTJ,O,O,O,X,O,X,X,X,X
SOZILJT,O,O,O,X,O,X,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X,X
SOZIJLT,O,O,O,O,O,X,X,X,X
SOZLTIJ,O,O,O,O,O,X,X,X,X
SOZLTJI,O,O,O,O,O,X,X,X,X
SOZLITJ,O,O,O,O,O,X,X,X,X
SOZLIJT,O,O,O,O,O,O,X,X,X
SOZLJTI,O,O,O,O,O,O,O,X,X
SOZLJIT,O,O,O,O,O,O,O,X,X
SOZJTIL,O,O,O,X,O,X,X,X,X
SOZJTLI,O,O,O,X,O,X,X,X,X
SOZJITL,O,O,O,X,O,X,X,X,X
SOZJILT,O,O,O,O,O,X,O,X,X
SOZJLTI,O,O,O,O,O,O,O,X,X
