sequence,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFRcB3gBcmBTiBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFmcB/lBFhBSnBUq?BTrB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgBOmB0hBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFlcB/lBamBTiB+r?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBOmBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/lBFhBTiB+rBim?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFicBTgBGiBVrBUq?B3rB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFUdBFhBXlBCnBzl?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFqhB/iBzgBVqBUm?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhF/iBlmBRqBcqBTr?BCrB,v115@6gE8FeD8FeC8EeF8DeD8Jez7IvhFUdBZlBWnBqqB/r?BlpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFTcB/iB0gBVqBur?ByvB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFUdBTgBerBCnBFq?B/rB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBerB6r?BFqB,v115@6gE8FeD8FeC8EeF8DeD8JeR8IvhF0gBTiBFqBXrB6r?BmpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFVhB/lBTiBumBKr?BUqB,v115@6gE8FeD8FeC8EeF8DeD8JeU8IvhF/iBTgBlmBRqBmp?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFShB/iBlmBRqBTq?BUrB,v115@6gE8FeD8FeC8EeF8DeD8JeOAJvhFTcB/iBqlBlmB0k?BxvB,v115@6gE8FeD8FeC8EeF8DeD8JeU9IvhFxgBmfBzgBFqBXr?BCsB
JOLZTIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZITS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZSIT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSTILZ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOSTIZL,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOSTLIZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
JOSTLZI,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOSTZIL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOSTZLI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JOSITLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLTIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLITS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLSIT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSTIL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSITL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZSLTI,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZSLIT,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
STILJZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
STILJOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
STILZJO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
STILZOJ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
STILOJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X
STILOZJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,O
STIJLZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
STIJLOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
STIJZLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
STIJOZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STIZLJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
STIZLOJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
STIZJLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
STIZOJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STIOLJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
STIOLZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X
STIOJLZ,X,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O,O,X
STIOJZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
STIOZLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,O,X
STIOZJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
STLIJZO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O
STLIJOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
STLIZJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O
STLIZOJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,O
STLIOJZ,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O,O,X
STLIOZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O
STLJIZO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O
STLJIOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STLJZOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STLJOIZ,O,X,O,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
STLJOZI,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLZIOJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLZJIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLZJOI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
STLZOJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
STLOIJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
STLOIZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O
STLOJIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STLOJZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STLOZIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
STLOZJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
STJILOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
STJIZLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
STJIOZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STJLIZO,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O
STJLIOZ,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STJLZOI,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJLOIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STJLOZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STJZOLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STJOILZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X
STJOIZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STJOLZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X
STJOZIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STJOZLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STZILJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
STZILOJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
STZIJLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZIOLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
STZIOJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STZLIJO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STZLIOJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STZLJIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STZLJOI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
STZLOJI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
STZJILO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STZJLIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STZJOIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STZJOLI,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
STZOILJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X
STZOIJL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STZOLIJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STZOLJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZOJIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STZOJLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOILJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
STOILZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X
STOIJLZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O,O,X
STOIJZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STOIZLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
STOIZJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STOLIJZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
STOLIZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O
STOLJIZ,O,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STOLJZI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOLZIJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
STOLZJI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
STOJILZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X
STOJIZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STOJLIZ,O,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STOJLZI,O,X,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X
STOJZIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STOJZLI,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STOZILJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X
STOZIJL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STOZLIJ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STOZLJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOZJIL,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STOZJLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITLJZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
SITLJOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
SITLZJO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
SITLZOJ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O
SITLOJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X
SITLOZJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SITJLZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
SITJLOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
SITJZLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
SITJOZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
SITZLJO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
SITZLOJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X
SITZJLO,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SITZOLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,O,O,X
SITZOJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
SITOLJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
SITOLZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X
SITOJLZ,X,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O,O,X
SITOJZL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
SITOZLJ,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,O,X
SITOZJL,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
SILTJZO,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,X
SILTJOZ,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SILTZJO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
SILTZOJ,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
SILTOJZ,X,X,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SILTOZJ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SILJTZO,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,X
SILJTOZ,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SILJZTO,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
SILJZOT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SILJOZT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SILZTOJ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SILZJTO,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
SILZJOT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
SILOTZJ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SILOJTZ,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
SILOJZT,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X
SIJTLOZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
SIJTZLO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
SIJTOZL,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
SIJLTZO,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,O,X
SIJLTOZ,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SIJLZTO,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
SIJLZOT,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SIJLOZT,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
SIZTLOJ,X,O,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,O,X
SIZTJLO,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZTJOL,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,X,O,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,O,O,X
SIZTOJL,X,O,X,O,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
SIZLTJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SIZLTOJ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
SIZLJTO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SIZLJOT,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZLOTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZLOJT,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZJTLO,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZJTOL,X,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
SIZJLTO,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZJOTL,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOTLJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SIZOTJL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZOLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOLJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOJTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
SIOTLZJ,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X
