sequence,v115@6gC8IeB8GeC8AeA8CeH8AeE8Je2/IvhFRbBzcBUhB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex6IvhFOhB8hB6kBT?gB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB8hBmgB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB2iB8kBF?hBfrBCsB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeaBJvhFzcBxfB3iBG?lBcrBlpB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jem7IvhFzcBxfB3iB6?kBllBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbByhB8kBW?mB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFFcB2iBClBx?mB/lBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex7IvhF8hBmfBzgB3?iB6kBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhF8kBliBRmBC?mB3mBmqB
JIZOLTS,X,X,X,O,X,X,X,O,X,X
JIZOLST,X,X,X,O,O,X,X,O,X,X
JIZOSTL,X,X,X,O,O,O,X,X,X,X
JIZOSLT,X,X,X,O,O,O,X,X,X,X
JIOTLSZ,O,X,X,X,X,X,X,O,X,X
JIOTLZS,O,X,X,X,X,X,X,O,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,X,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,X,X,O,X,X
JIOLTZS,O,X,X,X,X,X,X,O,X,X
JIOLSTZ,O,X,X,X,X,X,X,O,X,X
JIOLSZT,O,X,X,X,X,X,X,O,X,X
JIOLZTS,O,X,X,X,X,X,X,O,X,X
JIOLZST,O,X,X,X,X,X,X,O,X,X
JIOSTLZ,O,X,X,X,X,O,X,X,X,X
JIOSTZL,O,X,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,X,O,X,O,X,X
JIOSLZT,O,X,X,X,X,O,X,O,X,X
JIOSZTL,O,X,X,X,O,X,X,X,X,X
JIOSZLT,O,X,X,X,O,O,X,X,X,X
JIOZTLS,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,X,O,X,X
JIOZLST,X,X,X,X,O,X,X,O,X,X
JIOZSTL,X,X,X,X,O,O,X,X,X,X
JIOZSLT,X,X,X,X,O,O,X,X,X,X
JLTISZO,O,O,O,X,X,X,X,O,X,X
JLTISOZ,O,O,O,X,X,X,X,O,X,X
JLTIZSO,O,O,O,X,X,X,X,O,X,X
JLTIZOS,O,O,O,X,X,X,X,O,X,X
JLTIOSZ,O,O,O,X,X,X,X,O,X,X
JLTIOZS,O,O,O,X,X,X,X,O,X,X
JLTSIZO,O,O,O,O,X,X,X,X,X,X
JLTSIOZ,O,O,O,O,X,X,X,X,X,X
JLTSZIO,O,O,O,O,X,X,X,X,X,X
JLTSZOI,O,O,O,O,X,X,X,X,O,X
JLTSOIZ,O,O,O,O,X,X,X,X,X,X
JLTSOZI,O,O,O,O,X,X,X,X,O,X
JLTZISO,O,O,O,X,X,X,X,X,X,X
JLTZIOS,O,O,O,O,X,X,X,X,X,X
JLTZSIO,O,O,O,O,X,X,X,X,X,X
JLTZSOI,O,O,O,O,X,X,X,X,X,X
JLTZOIS,O,O,O,O,X,X,X,X,X,X
JLTZOSI,O,O,O,O,X,X,X,X,X,X
JLTOISZ,O,O,O,X,X,X,X,O,X,X
JLTOIZS,O,O,O,X,X,X,X,O,X,X
JLTOSIZ,O,O,O,X,X,X,X,X,X,X
JLTOSZI,O,O,O,X,X,X,X,X,O,X
JLTOZIS,O,O,O,X,X,X,X,X,X,X
JLTOZSI,O,O,O,X,X,X,X,X,X,X
JLITSZO,O,O,X,X,X,X,X,O,X,X
JLITSOZ,O,O,X,X,X,X,X,O,X,X
JLITZSO,O,O,X,X,X,X,X,O,X,X
JLITZOS,O,O,X,X,X,X,X,O,X,X
JLITOSZ,O,O,X,X,X,X,X,O,X,X
JLITOZS,O,O,X,X,X,X,X,O,X,X
JLISTZO,O,O,X,O,X,X,X,O,X,X
JLISTOZ,O,O,X,O,X,X,X,O,X,X
JLISZTO,O,O,O,O,O,X,X,O,X,X
JLISZOT,O,O,O,O,O,X,X,O,X,X
JLISOTZ,O,O,X,X,X,X,X,O,X,X
JLISOZT,O,O,O,X,X,X,X,O,X,X
JLIZTSO,O,X,X,X,O,X,X,O,X,X
JLIZTOS,O,X,X,O,X,X,X,O,X,X
JLIZSTO,O,X,X,O,O,X,X,O,X,X
JLIZSOT,O,X,X,O,O,X,X,O,X,X
JLIZOTS,O,X,X,O,X,X,X,O,X,X
JLIZOST,O,X,X,O,O,X,X,O,X,X
JLIOTSZ,O,O,X,X,X,X,X,O,X,X
JLIOTZS,O,O,X,X,X,X,X,O,X,X
JLIOSTZ,O,O,X,X,X,X,X,O,X,X
JLIOSZT,O,O,O,X,X,X,X,O,X,X
JLIOZTS,O,X,X,X,X,X,X,O,X,X
JLIOZST,O,X,X,X,X,X,X,O,X,X
JLSTIZO,O,O,O,O,X,X,X,X,X,X
JLSTIOZ,O,O,O,O,X,X,X,X,X,X
JLSTZIO,O,O,O,O,X,X,X,X,X,X
JLSTZOI,O,O,O,O,X,X,X,X,O,X
JLSTOIZ,O,O,O,O,X,X,X,X,X,X
JLSTOZI,O,O,O,O,X,X,X,X,O,X
JLSITZO,O,O,X,O,X,X,X,O,X,X
JLSITOZ,O,O,X,O,X,X,X,O,X,X
JLSIZTO,O,O,O,O,O,X,X,O,X,X
JLSIZOT,O,O,O,O,O,X,X,O,X,X
JLSIOTZ,O,O,X,X,X,X,X,O,X,X
JLSIOZT,O,O,O,X,X,X,X,O,X,X
JLSZTIO,O,O,O,O,O,X,X,X,X,X
JLSZTOI,O,O,O,O,O,X,X,X,O,X
JLSZITO,O,O,O,O,O,X,X,X,X,X
JLSZIOT,O,O,O,O,O,X,X,X,X,X
JLSZOTI,O,O,O,O,O,X,X,X,X,X
JLSZOIT,O,O,O,O,O,X,X,X,X,X
JLSOTIZ,O,O,O,O,X,X,X,X,X,X
JLSOTZI,O,O,O,O,X,X,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X,O,X,X
JLSOIZT,O,O,O,X,X,X,X,O,X,X
JLSOZTI,O,O,O,O,X,X,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X,X,X
JLZTISO,O,X,X,X,O,X,X,X,X,X
JLZTIOS,O,X,X,O,X,X,X,X,X,X
JLZTSIO,O,X,X,O,O,X,X,X,X,X
JLZTSOI,O,X,X,O,O,X,X,X,X,X
JLZTOIS,O,X,X,O,X,X,X,X,X,X
JLZTOSI,O,X,X,O,X,X,X,X,X,X
JLZITSO,O,X,X,X,O,X,X,O,X,X
JLZITOS,O,X,X,O,X,X,X,O,X,X
JLZISTO,O,X,X,O,O,X,X,O,X,X
JLZISOT,O,X,X,O,O,X,X,O,X,X
JLZIOTS,O,X,X,O,X,X,X,O,X,X
JLZIOST,O,X,X,O,O,X,X,O,X,X
JLZSTIO,O,X,O,O,O,X,X,X,X,X
JLZSTOI,O,X,O,O,O,X,X,X,X,X
JLZSITO,O,X,O,O,O,X,X,X,X,X
JLZSIOT,O,X,O,O,O,X,X,X,X,X
JLZSOTI,O,X,O,O,O,X,X,X,X,X
JLZSOIT,O,X,O,O,O,X,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X,X,X
JLZOTSI,X,X,X,O,X,X,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,O,X,X
JLZOIST,O,X,X,O,O,X,X,O,X,X
JLZOSTI,O,X,O,O,O,X,X,X,X,X
JLZOSIT,O,X,O,O,O,X,X,X,X,X
JLOTISZ,O,O,O,X,X,X,X,O,X,X
JLOTIZS,O,O,O,X,X,X,X,O,X,X
JLOTSIZ,O,O,O,X,X,X,X,X,X,X
JLOTSZI,O,O,O,X,X,X,X,X,X,X
JLOTZIS,O,O,O,X,X,X,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X,O,X,X
JLOITZS,O,O,X,X,X,X,X,O,X,X
JLOISTZ,O,O,X,X,X,X,X,O,X,X
JLOISZT,O,O,O,X,X,X,X,O,X,X
JLOIZTS,O,X,X,X,X,X,X,O,X,X
JLOIZST,O,X,X,X,X,X,X,O,X,X
JLOSTIZ,O,O,O,O,X,X,X,X,X,X
JLOSTZI,O,O,O,O,X,X,X,X,X,X
JLOSITZ,O,O,X,X,X,X,X,O,X,X
JLOSIZT,O,O,O,X,X,X,X,O,X,X
JLOSZTI,O,O,O,O,X,X,X,X,X,X
JLOSZIT,O,O,O,O,X,X,X,X,X,X
JLOZTIS,O,X,X,O,X,X,X,X,X,X
JLOZTSI,X,X,X,O,X,X,X,X,X,X
JLOZITS,O,X,X,O,X,X,X,O,X,X
JLOZIST,O,X,X,O,X,X,X,O,X,X
JLOZSTI,O,X,O,O,X,X,X,X,X,X
JLOZSIT,O,X,O,O,X,X,X,X,X,X
JSTILZO,O,X,O,O,X,X,O,X,X,X
JSTILOZ,O,X,O,O,X,X,O,X,X,X
JSTIZLO,O,X,O,O,O,O,O,X,X,X
JSTIZOL,O,X,O,O,O,O,O,X,O,X
JSTIOLZ,O,X,X,X,X,X,O,X,X,X
JSTIOZL,O,X,O,O,X,X,O,X,O,X
JSTLIZO,O,O,O,O,X,X,O,X,X,X
JSTLIOZ,O,O,O,O,X,X,O,X,X,X
JSTLZIO,O,O,O,O,X,X,O,X,X,X
JSTLZOI,O,O,O,O,X,X,O,X,O,X
JSTLOIZ,O,O,O,O,X,X,O,X,X,X
JSTLOZI,O,O,O,O,X,X,O,X,O,X
JSTZILO,O,O,O,O,O,X,O,X,X,X
JSTZIOL,O,O,O,O,O,X,O,X,O,X
JSTZLIO,O,O,O,O,O,X,O,X,X,X
JSTZLOI,O,O,O,O,O,X,O,X,O,X
JSTZOIL,O,O,O,O,O,X,O,X,O,X
JSTZOLI,O,O,O,O,O,X,O,X,O,X
JSTOILZ,O,X,X,X,X,X,O,X,X,X
JSTOIZL,O,O,O,O,X,X,O,X,O,X
JSTOLIZ,O,O,O,X,X,X,O,X,X,X
JSTOLZI,O,O,O,X,X,X,O,X,O,X
JSTOZIL,O,O,O,O,X,X,O,X,O,X
JSTOZLI,O,O,O,O,X,X,O,X,O,X
JSITLZO,O,X,X,O,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,X,X,X
JSITZLO,O,X,X,O,O,O,X,X,X,X
JSITZOL,O,X,X,O,O,O,X,X,O,X
JSITOLZ,O,X,X,X,X,O,X,X,X,X
JSITOZL,O,X,X,O,X,X,X,X,O,X
JSILTZO,O,X,X,O,X,X,X,O,X,X
JSILTOZ,O,X,X,O,X,X,X,O,X,X
JSILZTO,O,X,X,O,O,X,X,O,X,X
JSILZOT,O,X,X,O,O,X,X,O,X,X
JSILOTZ,O,X,X,X,X,O,X,O,X,X
JSILOZT,O,X,X,X,X,O,X,O,X,X
JSIZTLO,O,X,X,O,O,X,X,X,X,X
JSIZTOL,O,X,X,O,O,O,X,X,O,X
JSIZLTO,O,X,X,O,O,X,X,X,X,X
JSIZLOT,O,X,X,O,O,O,X,X,X,X
JSIZOTL,O,X,X,O,O,O,X,X,X,X
JSIZOLT,O,X,X,O,O,O,X,X,X,X
JSIOTLZ,O,X,X,X,X,O,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,O,X,O,X,X
JSIOLZT,O,X,X,X,X,O,X,O,X,X
JSIOZTL,O,X,X,X,O,X,X,X,X,X
JSIOZLT,O,X,X,X,O,O,X,X,X,X
JSLTIZO,O,O,O,O,X,X,O,X,X,X
JSLTIOZ,O,O,O,O,X,X,O,X,X,X
JSLTZIO,O,O,O,O,X,X,O,X,X,X
JSLTZOI,O,O,O,O,X,X,O,X,O,X
JSLTOIZ,O,O,O,O,X,X,O,X,X,X
JSLTOZI,O,O,O,O,X,X,O,X,O,X
JSLITZO,O,O,X,O,X,X,O,O,X,X
JSLITOZ,O,O,X,O,X,X,O,O,X,X
JSLIZTO,O,O,O,O,O,X,X,O,X,X
JSLIZOT,O,O,O,O,O,X,X,O,X,X
JSLIOTZ,O,O,X,X,X,X,X,O,X,X
JSLIOZT,O,O,O,X,X,X,X,O,X,X
JSLZTIO,O,O,O,O,O,X,X,X,X,X
JSLZTOI,O,O,O,O,O,X,X,X,O,X
JSLZITO,O,O,O,O,O,X,X,X,X,X
JSLZIOT,O,O,O,O,O,X,X,X,X,X
JSLZOTI,O,O,O,O,O,X,X,X,X,X
JSLZOIT,O,O,O,O,O,X,X,X,X,X
JSLOTIZ,O,O,O,O,X,X,X,X,X,X
JSLOTZI,O,O,O,O,X,X,X,X,X,X
JSLOITZ,O,O,X,X,X,X,X,O,X,X
JSLOIZT,O,O,O,X,X,X,X,O,X,X
JSLOZTI,O,O,O,O,X,X,X,X,X,X
JSLOZIT,O,O,O,O,X,X,X,X,X,X
JSZTILO,O,O,O,O,O,O,O,X,X,X
JSZTIOL,O,O,O,O,O,O,O,X,O,X
JSZTLIO,O,O,O,O,O,O,O,X,X,X
JSZTLOI,O,O,O,O,O,O,O,X,O,X
JSZTOIL,O,O,O,O,O,O,O,X,O,X
JSZTOLI,O,O,O,O,O,O,O,X,O,X
JSZITLO,O,X,O,O,O,X,X,X,X,X
JSZITOL,O,X,O,O,O,O,X,X,O,X
JSZILTO,O,O,O,O,O,X,X,X,X,X
JSZILOT,O,O,O,O,O,O,X,X,X,X
JSZIOTL,O,O,O,O,O,O,X,X,X,X
JSZIOLT,O,O,O,O,O,O,X,X,X,X
JSZLTIO,O,O,O,O,O,X,X,X,X,X
JSZLTOI,O,O,O,O,O,X,X,X,O,X
JSZLITO,O,O,O,O,O,X,X,X,X,X
JSZLIOT,O,O,O,O,O,X,X,X,X,X
JSZLOTI,O,O,O,O,O,X,X,X,X,X
JSZLOIT,O,O,O,O,O,X,X,X,X,X
JSZOTIL,O,O,O,O,O,O,O,X,O,X
JSZOTLI,O,O,O,O,O,O,O,X,O,X
JSZOITL,O,O,O,O,O,O,X,X,X,X
JSZOILT,O,O,O,O,O,O,X,X,X,X
JSZOLTI,X,O,O,O,O,X,X,X,X,X
JSZOLIT,O,O,O,O,O,X,X,X,X,X
JSOTILZ,O,X,X,X,X,X,X,X,X,X
JSOTIZL,O,O,O,O,X,X,X,X,O,X
JSOTLIZ,O,O,O,X,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,X,X,X,O,X
JSOTZIL,O,O,O,O,X,X,X,X,O,X
JSOTZLI,O,O,O,O,X,X,X,X,O,X
JSOITLZ,O,X,X,X,X,O,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X,X,X
JSOILTZ,O,X,X,X,X,O,X,O,X,X
JSOILZT,O,X,X,X,X,O,X,O,X,X
JSOIZTL,O,O,X,X,O,X,X,X,X,X
JSOIZLT,O,O,X,X,O,O,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,X,X,X
JSOLTZI,O,O,O,O,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,O,X,X
JSOLIZT,O,O,O,X,X,X,X,O,X,X
JSOLZTI,O,O,O,O,X,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X,X,X
JSOZTIL,O,O,O,O,O,O,X,X,O,X
JSOZTLI,O,O,O,O,O,O,X,X,O,X
JSOZITL,O,O,O,O,O,O,X,X,X,X
JSOZILT,O,O,O,O,O,O,X,X,X,X
JSOZLTI,X,O,O,O,O,X,X,X,X,X
JSOZLIT,O,O,O,O,O,X,X,X,X,X
JZTILSO,O,X,X,X,O,O,O,X,X,X
JZTILOS,O,X,X,X,X,X,O,X,X,O
JZTISLO,O,X,X,X,O,O,O,X,X,X
JZTISOL,O,X,X,X,O,O,O,X,X,X
JZTIOLS,O,X,X,O,X,X,O,X,X,O
JZTIOSL,O,X,X,O,X,O,O,X,X,X
JZTLISO,O,X,X,X,O,O,O,X,X,X
JZTLIOS,O,X,X,O,X,X,O,X,X,X
JZTLSIO,O,X,X,O,O,O,O,X,X,X
JZTLSOI,O,X,X,O,O,O,O,X,X,X
JZTLOIS,O,X,X,O,X,X,O,X,X,X
JZTLOSI,O,X,X,O,X,X,O,X,X,X
JZTSILO,O,X,X,O,O,O,O,X,X,X
JZTSIOL,O,X,X,O,O,O,O,X,O,X
JZTSLIO,O,X,X,O,O,O,O,X,X,X
JZTSLOI,O,X,X,O,O,O,O,X,O,X
JZTSOIL,O,X,X,O,O,O,O,X,O,X
JZTSOLI,O,X,X,O,O,O,O,X,O,X
JZTOILS,O,X,X,O,X,X,O,X,X,O
JZTOISL,O,X,X,O,X,O,O,X,X,X
JZTOLIS,O,X,X,O,X,X,O,X,X,X
JZTOLSI,X,X,X,O,X,X,O,X,X,X
JZTOSIL,O,X,X,O,X,O,O,X,O,X
JZTOSLI,O,X,X,O,X,O,O,X,O,X
JZITLSO,O,X,X,X,O,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,X,X
JZITSLO,O,X,X,X,O,X,X,X,X,X
JZITSOL,O,X,X,X,O,O,X,X,X,X
JZITOLS,O,X,X,O,X,X,X,X,X,X
JZITOSL,O,X,X,O,X,X,X,X,X,X
JZILTSO,O,X,X,X,O,X,X,O,X,X
JZILTOS,O,X,X,O,X,X,X,O,X,X
JZILSTO,O,X,X,O,O,X,X,O,X,X
JZILSOT,O,X,X,O,O,O,X,O,X,X
JZILOTS,O,X,X,O,X,X,X,O,X,X
JZILOST,O,X,X,O,O,X,X,O,X,X
JZISTLO,O,X,X,O,O,X,X,X,X,X
JZISTOL,O,X,X,O,O,O,X,X,X,X
JZISLTO,O,X,X,O,O,X,X,X,X,X
JZISLOT,O,X,X,O,O,O,X,X,X,X
JZISOTL,O,X,X,O,O,O,X,X,X,X
JZISOLT,O,X,X,O,O,O,X,X,X,X
JZIOTLS,X,X,X,O,X,X,X,X,X,X
JZIOTSL,X,X,X,O,X,X,X,X,X,X
JZIOLTS,X,X,X,O,X,X,X,O,X,X
JZIOLST,X,X,X,O,O,X,X,O,X,X
JZIOSTL,X,X,X,O,O,O,X,X,X,X
JZIOSLT,X,X,X,O,O,O,X,X,X,X
JZLTISO,O,X,X,X,O,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,X,X,X
JZLTSIO,O,X,X,O,O,X,X,X,X,X
JZLTSOI,O,X,X,O,O,X,X,X,X,X
JZLTOIS,O,X,X,O,X,X,X,X,X,X
JZLTOSI,O,X,X,O,X,X,X,X,X,X
JZLITSO,O,X,X,X,O,X,X,O,X,X
JZLITOS,O,X,X,O,X,X,X,O,X,X
JZLISTO,O,X,X,O,O,X,X,O,X,X
JZLISOT,O,X,X,O,O,X,X,O,X,X
JZLIOTS,O,X,X,O,X,X,X,O,X,X
JZLIOST,O,X,X,O,O,X,X,O,X,X
JZLSTIO,O,X,X,O,O,X,X,X,X,X
JZLSTOI,O,X,X,O,O,X,X,X,X,X
JZLSITO,O,X,X,O,O,X,X,X,X,X
JZLSIOT,O,X,X,O,O,X,X,X,X,X
JZLSOTI,O,X,X,O,O,X,X,X,X,X
JZLSOIT,O,X,X,O,O,X,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,X,X,X
JZLOTSI,X,X,X,O,X,X,X,X,X,X
JZLOITS,O,X,X,O,X,X,X,O,X,X
JZLOIST,O,X,X,O,O,X,X,O,X,X
JZLOSTI,O,X,X,O,O,X,X,X,X,X
JZLOSIT,O,X,X,O,O,X,X,X,X,X
JZSTILO,O,X,X,O,O,O,O,X,X,X
JZSTIOL,O,X,X,O,O,O,O,X,O,X
JZSTLIO,O,X,X,O,O,O,O,X,X,X
JZSTLOI,O,X,X,O,O,O,O,X,O,X
JZSTOIL,O,X,X,O,O,O,O,X,O,X
JZSTOLI,O,X,X,O,O,O,O,X,O,X
JZSITLO,O,X,X,O,O,X,X,X,X,X
JZSITOL,O,X,X,O,O,O,X,X,O,X
JZSILTO,O,X,X,O,O,X,X,X,X,X
JZSILOT,O,X,X,O,O,O,X,X,X,X
JZSIOTL,O,X,X,O,O,O,X,X,X,X
JZSIOLT,O,X,X,O,O,O,X,X,X,X
JZSLTIO,O,X,X,O,O,X,X,X,X,X
JZSLTOI,O,X,X,O,O,X,X,X,O,X
JZSLITO,O,X,X,O,O,X,X,X,X,X
JZSLIOT,O,X,X,O,O,X,X,X,X,X
JZSLOTI,O,X,X,O,O,X,X,X,X,X
JZSLOIT,O,X,X,O,O,X,X,X,X,X
JZSOTIL,O,X,X,O,O,O,O,X,O,X
JZSOTLI,O,X,X,O,O,O,O,X,O,X
JZSOITL,O,X,X,O,O,O,X,X,X,X
JZSOILT,O,X,X,O,O,O,X,X,X,X
JZSOLTI,X,X,X,O,O,X,X,X,X,X
JZSOLIT,O,X,X,O,O,X,X,X,X,X
JZOTILS,X,X,X,O,X,X,O,X,X,O
JZOTISL,X,X,X,O,X,X,O,X,X,X
JZOTLIS,X,X,X,O,X,X,O,X,X,X
JZOTLSI,X,X,X,O,X,X,O,X,X,X
JZOTSIL,X,X,X,O,X,X,O,X,X,X
JZOTSLI,X,X,X,O,X,X,O,X,X,X
JZOITLS,X,X,X,O,X,X,X,X,X,X
JZOITSL,X,X,X,O,X,X,X,X,X,X
JZOILTS,X,X,X,O,X,X,X,O,X,X
JZOILST,X,X,X,O,O,X,X,O,X,X
JZOISTL,X,X,X,O,O,X,X,X,X,X
JZOISLT,X,X,X,O,O,X,X,X,X,X
JZOLTIS,X,X,X,O,X,X,X,X,X,X
JZOLTSI,X,X,X,O,X,X,X,X,X,X
JZOLITS,X,X,X,O,X,X,X,O,X,X
JZOLIST,X,X,X,O,O,X,X,O,X,X
JZOLSTI,X,X,X,O,O,X,X,X,X,X
JZOLSIT,X,X,X,O,O,X,X,X,X,X
JZOSTIL,X,X,X,O,O,X,O,X,X,X
JZOSTLI,X,X,X,O,O,X,O,X,X,X
JZOSITL,X,X,X,O,O,X,X,X,X,X
JZOSILT,X,X,X,O,O,X,X,X,X,X
JZOSLTI,X,X,X,O,O,X,X,X,X,X
JZOSLIT,X,X,X,O,O,X,X,X,X,X
JOTILSZ,O,X,X,X,X,X,X,O,X,X
JOTILZS,O,X,X,X,X,X,X,O,X,X
JOTISLZ,O,X,X,X,X,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,X,X,O,X
JOTIZLS,O,O,O,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,X
JOTLISZ,O,O,O,X,X,X,X,O,X,X
JOTLIZS,O,O,O,X,X,X,X,O,X,X
JOTLSIZ,O,O,O,X,X,X,X,X,X,X
JOTLSZI,O,O,O,X,X,X,X,X,O,X
JOTLZIS,O,O,O,X,X,X,X,X,X,X
JOTLZSI,O,O,O,X,X,X,X,X,X,X
JOTSILZ,O,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X,O,X
JOTSLIZ,O,O,O,X,X,X,X,X,X,X
JOTSLZI,O,O,O,X,X,X,X,X,O,X
JOTSZIL,O,O,O,X,X,X,X,X,O,X
JOTSZLI,O,O,O,X,X,X,X,X,O,X
JOTZILS,O,O,O,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,X,X,X,X,X,X
JOTZLSI,X,O,O,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,X,X,O,X
JOTZSLI,O,O,O,X,X,X,X,X,O,X
JOITLSZ,O,X,X,X,X,X,X,O,X,X
JOITLZS,O,X,X,X,X,X,X,O,X,X
JOITSLZ,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X,X,O,X,X
JOILTZS,O,X,X,X,X,X,X,O,X,X
JOILSTZ,O,X,X,X,X,X,X,O,X,X
JOILSZT,O,X,X,X,X,X,X,O,X,X
JOILZTS,O,X,X,X,X,X,X,O,X,X
JOILZST,O,X,X,X,X,X,X,O,X,X
JOISTLZ,O,X,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X,O,X,X
JOISLZT,O,X,X,X,X,X,X,O,X,X
JOISZTL,O,O,X,X,O,X,X,X,X,X
JOISZLT,O,O,X,X,O,X,X,X,X,X
JOIZTLS,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,X,X,X,X,X,X,X,X
JOIZLTS,X,X,X,X,X,X,X,O,X,X
JOIZLST,X,X,X,X,O,X,X,O,X,X
JOIZSTL,X,X,X,X,O,X,X,X,X,X
JOIZSLT,X,X,X,X,O,X,X,X,X,X
JOLTISZ,O,O,O,X,X,X,X,O,X,X
JOLTIZS,O,O,O,X,X,X,X,O,X,X
JOLTSIZ,O,O,O,X,X,X,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X,X,X,X
JOLTZIS,O,O,O,X,X,X,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X,O,X,X
JOLITZS,O,O,X,X,X,X,X,O,X,X
JOLISTZ,O,O,X,X,X,X,X,O,X,X
JOLISZT,O,O,O,X,X,X,X,O,X,X
JOLIZTS,O,X,X,X,X,X,X,O,X,X
JOLIZST,O,X,X,X,X,X,X,O,X,X
JOLSTIZ,O,O,O,O,X,X,X,X,X,X
JOLSTZI,O,O,O,O,X,X,X,X,X,X
JOLSITZ,O,O,X,X,X,X,X,O,X,X
JOLSIZT,O,O,O,X,X,X,X,O,X,X
JOLSZTI,O,O,O,O,X,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,X
JOLZTIS,O,X,X,O,X,X,X,X,X,X
JOLZTSI,X,X,X,O,X,X,X,X,X,X
JOLZITS,O,X,X,O,X,X,X,O,X,X
JOLZIST,O,X,X,O,X,X,X,O,X,X
JOLZSTI,O,X,O,O,X,X,X,X,X,X
JOLZSIT,O,X,O,O,X,X,X,X,X,X
JOSTILZ,O,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,O,O,X,X,X,X,O,X
JOSTLIZ,O,O,O,X,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X,X,O,X
JOSTZIL,O,O,O,O,X,X,X,X,O,X
JOSTZLI,O,O,O,O,X,X,X,X,O,X
JOSITLZ,O,X,X,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,O,X,X
JOSILZT,O,X,X,X,X,X,X,O,X,X
JOSIZTL,O,O,X,X,O,X,X,X,X,X
JOSIZLT,O,O,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,X,X,X,X,X
JOSLTZI,O,O,O,O,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,O,X,X
JOSLIZT,O,O,O,X,X,X,X,O,X,X
JOSLZTI,O,O,O,O,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X,X
JOSZTIL,O,O,O,O,O,X,X,X,O,X
JOSZTLI,O,O,O,O,O,X,X,X,O,X
JOSZITL,O,O,O,O,O,X,X,X,X,X
JOSZILT,O,O,O,O,O,X,X,X,X,X
JOSZLTI,X,O,O,O,O,X,X,X,X,X
JOSZLIT,O,O,O,O,O,X,X,X,X,X
