sequence,v115@5gC8GeC8FeD8EeE8DeG8JeT6IvhFNgBGcB5jB8lBKp?BfqB,v115@5gC8GeC8FeD8EeE8DeG8JeO/IvhFdgBqgBTcB5jBcp?BXqB,v115@5gC8GeC8FeD8EeE8DeG8Jei6IvhFugBchB5jB3fBNq?BTpB,v115@5gC8GeC8FeD8EeE8DeG8JeX7IvhFTcB5jB2kBtlBip?B0pB,v115@5gC8GeC8FeD8EeE8DeG8JeT6IvhFGcB5jB8lBikB3p?BNqB,v115@5gC8GeC8FeD8EeE8DeG8Jei6IvhFcgBTcB5jB9kB3l?B2uB,v115@5gC8GeC8FeD8EeE8DeG8JeO/IvhFCcB5jBXhBUlBTp?BdqB,v115@5gC8GeC8FeD8EeE8DeG8JeX7IvhFTcB5jBtlBmpBKp?B0pB,v115@5gC8GeC8FeD8EeE8DeG8Je//IvhFTcB5jB0gBKpBdq?BGqB
SIOLTZJ,X,O,X,O,O,X,X,X,X
SIOLJTZ,X,X,X,X,X,O,X,X,X
SIOLJZT,X,O,X,X,O,O,O,X,X
SIOLZTJ,X,O,X,X,O,X,X,X,X
SIOLZJT,X,O,X,X,O,O,O,X,X
SIOJTLZ,X,X,X,X,X,O,X,O,X
SIOJTZL,X,X,X,X,X,O,O,X,X
SIOJLTZ,X,X,X,X,X,O,X,X,X
SIOJLZT,X,O,X,X,X,O,O,X,X
SIOJZTL,X,X,X,X,X,O,O,X,X
SIOJZLT,X,O,X,X,O,O,O,X,X
SIOZTLJ,X,O,O,X,X,X,X,X,X
SIOZTJL,X,O,O,X,X,O,O,X,X
SIOZLTJ,X,O,X,X,O,X,X,X,X
SIOZLJT,X,O,X,X,O,O,O,X,X
SIOZJTL,X,O,X,X,X,O,O,X,X
SIOZJLT,X,O,X,X,O,O,O,X,X
SLTIJZO,O,X,X,O,X,X,X,X,O
SLTIJOZ,O,X,X,O,X,X,X,X,X
SLTIZJO,O,O,X,O,O,X,X,X,O
SLTIZOJ,O,O,X,O,O,X,X,X,O
SLTIOJZ,O,X,X,O,X,X,X,X,X
SLTIOZJ,O,O,X,O,O,X,X,X,O
SLTJIZO,O,X,X,O,X,X,X,X,O
SLTJIOZ,O,X,X,O,X,X,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X,O
SLTJZOI,O,X,X,O,X,X,X,X,O
SLTJOIZ,O,X,X,O,X,X,X,X,X
SLTJOZI,O,X,X,O,X,X,X,X,X
SLTZIJO,O,O,X,O,O,X,X,X,O
SLTZIOJ,O,O,X,O,O,X,X,X,O
SLTZJIO,O,O,X,O,O,X,X,X,O
SLTZJOI,O,O,X,O,X,X,X,X,O
SLTZOIJ,O,O,X,O,O,X,X,X,O
SLTZOJI,O,O,X,O,X,X,X,X,O
SLTOIJZ,O,X,X,O,X,X,X,X,X
SLTOIZJ,O,O,X,O,O,X,X,X,O
SLTOJIZ,O,X,X,O,X,X,X,X,X
SLTOJZI,O,X,X,O,X,X,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,X,O
SLTOZJI,O,O,X,O,X,X,X,X,O
SLITJZO,O,X,X,O,X,X,X,X,O
SLITJOZ,O,X,X,O,X,X,X,X,X
SLITZJO,O,O,X,O,O,X,X,X,O
SLITZOJ,O,O,X,O,O,X,X,X,O
SLITOJZ,O,X,X,O,X,X,X,X,X
SLITOZJ,O,O,X,O,O,X,X,X,O
SLIJTZO,O,X,X,O,X,O,X,X,O
SLIJTOZ,O,X,X,O,X,O,X,X,X
SLIJZTO,O,O,X,X,O,O,X,X,X
SLIJZOT,O,O,X,X,O,O,X,X,X
SLIJOTZ,O,X,X,X,X,O,X,X,X
SLIJOZT,O,O,X,X,O,O,X,X,X
SLIZTJO,O,O,X,X,O,X,X,X,O
SLIZTOJ,O,O,X,X,O,X,X,X,O
SLIZJTO,O,O,X,X,O,O,X,X,X
SLIZJOT,O,O,X,X,O,O,X,X,X
SLIZOTJ,O,O,X,X,O,X,X,X,X
SLIZOJT,O,O,X,X,O,O,X,X,X
SLIOTJZ,O,X,X,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,O,X,X,X,O
SLIOJTZ,O,X,X,X,X,O,X,X,X
SLIOJZT,O,O,X,X,O,O,O,X,X
SLIOZTJ,O,O,X,X,O,X,X,X,X
SLIOZJT,O,O,X,X,O,O,O,X,X
SLJTIZO,O,X,X,O,X,O,X,X,O
SLJTIOZ,O,X,X,O,X,O,X,X,X
SLJTZIO,O,X,X,O,X,O,X,X,O
SLJTZOI,O,X,X,O,X,O,X,X,O
SLJTOIZ,O,X,X,O,X,O,X,X,X
SLJTOZI,O,X,X,O,X,O,X,X,X
SLJITZO,O,X,X,O,X,O,X,X,O
SLJITOZ,O,X,X,O,X,O,X,X,X
SLJIZTO,O,O,X,X,O,O,X,X,X
SLJIZOT,O,O,X,X,O,O,X,X,X
SLJIOTZ,O,X,X,X,X,O,X,X,X
SLJIOZT,O,O,X,X,O,O,X,X,X
SLJZTIO,O,O,X,X,O,O,X,X,X
SLJZTOI,O,O,X,X,X,O,X,X,X
SLJZITO,O,O,X,X,O,O,X,X,X
SLJZIOT,O,O,X,X,O,O,X,X,X
SLJZOTI,O,O,X,X,X,O,X,X,X
SLJZOIT,O,O,X,X,O,O,X,X,X
SLJOTIZ,O,X,X,X,X,O,X,X,X
SLJOTZI,O,X,X,X,X,O,X,X,X
SLJOITZ,O,X,X,X,X,O,X,X,X
SLJOIZT,O,O,X,X,O,O,X,X,X
SLJOZTI,O,O,X,X,X,O,X,X,X
SLJOZIT,O,O,X,X,O,O,X,X,X
SLZTIJO,O,O,X,X,O,X,X,X,O
SLZTIOJ,O,O,X,X,O,X,X,X,O
SLZTJIO,O,O,X,X,O,X,X,X,O
SLZTJOI,O,O,X,X,X,X,X,X,O
SLZTOIJ,O,O,X,X,O,X,X,X,O
SLZTOJI,O,O,X,X,X,X,X,X,O
SLZITJO,O,O,X,X,O,X,X,X,O
SLZITOJ,O,O,X,X,O,X,X,X,O
SLZIJTO,O,O,X,X,O,O,X,X,X
SLZIJOT,O,O,X,X,O,O,X,X,X
SLZIOTJ,O,O,X,X,O,X,X,X,X
SLZIOJT,O,O,X,X,O,O,X,X,X
SLZJTIO,O,O,X,X,O,O,X,X,X
SLZJTOI,O,O,X,X,X,O,X,X,X
SLZJITO,O,O,X,X,O,O,X,X,X
SLZJIOT,O,O,X,X,O,O,X,X,X
SLZJOTI,O,O,X,X,X,O,X,X,X
SLZJOIT,O,O,X,X,O,O,X,X,X
SLZOTIJ,O,O,X,X,O,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X,X
SLZOITJ,O,O,X,X,O,X,X,X,X
SLZOIJT,O,O,X,X,O,O,X,X,X
SLZOJTI,O,O,X,X,X,O,X,X,X
SLZOJIT,O,O,X,X,O,O,X,X,X
SLOTIJZ,O,X,X,O,X,X,X,X,X
SLOTIZJ,O,O,X,O,O,X,X,X,O
SLOTJIZ,O,X,X,O,X,X,X,X,X
SLOTJZI,O,X,X,O,X,X,X,X,X
SLOTZIJ,O,O,X,O,O,X,X,X,O
SLOTZJI,O,O,X,O,X,X,X,X,O
SLOITJZ,O,X,X,O,X,X,X,X,X
SLOITZJ,O,O,X,O,O,X,X,X,O
SLOIJTZ,O,X,X,X,X,O,X,X,X
SLOIJZT,O,O,X,X,O,O,O,X,X
SLOIZTJ,O,O,X,X,O,X,X,X,X
SLOIZJT,O,O,X,X,O,O,O,X,X
SLOJTIZ,O,X,X,X,X,O,X,X,X
SLOJTZI,O,X,X,X,X,O,X,X,X
SLOJITZ,O,X,X,X,X,O,X,X,X
SLOJIZT,O,O,X,X,O,O,O,X,X
SLOJZTI,O,O,X,X,X,O,X,X,X
SLOJZIT,O,O,X,X,O,O,O,X,X
SLOZTIJ,O,O,X,X,O,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X,X
SLOZITJ,O,O,X,X,O,X,X,X,X
SLOZIJT,O,O,X,X,O,O,O,X,X
SLOZJTI,O,O,X,X,X,O,X,X,X
SLOZJIT,O,O,X,X,O,O,O,X,X
SJTILZO,X,X,X,X,X,O,X,O,X
SJTILOZ,X,X,X,X,X,O,X,O,X
SJTIZLO,X,X,X,X,O,O,X,X,X
SJTIZOL,X,X,X,X,X,O,X,X,X
SJTIOLZ,X,X,X,X,X,O,X,O,X
SJTIOZL,X,X,X,X,X,O,X,X,X
SJTLIZO,X,X,X,X,X,O,X,X,X
SJTLIOZ,X,X,X,X,X,O,X,X,X
SJTLZIO,X,X,X,X,X,O,X,X,X
SJTLZOI,X,X,X,X,X,O,X,X,X
SJTLOIZ,X,X,X,X,X,O,X,X,X
SJTLOZI,X,X,X,X,X,O,X,X,X
SJTZILO,X,X,X,X,O,O,X,X,X
SJTZIOL,X,X,X,X,X,O,X,X,X
SJTZLIO,X,X,X,X,O,O,X,X,X
SJTZLOI,X,X,X,X,X,O,X,X,X
SJTZOIL,X,X,X,X,X,O,X,X,X
SJTZOLI,X,X,X,X,X,O,X,X,X
SJTOILZ,X,X,X,X,X,O,X,O,X
SJTOIZL,X,X,X,X,X,O,X,X,X
SJTOLIZ,X,X,X,X,X,O,X,X,X
SJTOLZI,X,X,X,X,X,O,X,X,X
SJTOZIL,X,X,X,X,X,O,X,X,X
SJTOZLI,X,X,X,X,X,O,X,X,X
SJITLZO,X,X,X,X,X,O,X,O,X
SJITLOZ,X,X,X,X,X,O,X,O,X
SJITZLO,X,X,X,X,O,O,X,X,X
SJITZOL,X,X,X,X,X,O,X,X,X
SJITOLZ,X,X,X,X,X,O,X,O,X
SJITOZL,X,X,X,X,X,O,X,X,X
SJILTZO,O,X,X,X,X,O,X,X,X
SJILTOZ,X,X,X,X,X,O,X,X,X
SJILZTO,O,O,X,X,O,O,X,X,X
SJILZOT,O,O,X,X,O,O,X,X,X
SJILOTZ,X,X,X,X,X,O,X,X,X
SJILOZT,O,O,X,X,O,O,X,X,X
SJIZTLO,X,O,X,X,O,O,X,X,X
SJIZTOL,X,O,X,X,X,O,X,X,X
SJIZLTO,O,O,X,X,O,O,X,X,X
SJIZLOT,O,O,X,X,O,O,X,X,X
SJIZOTL,X,O,X,X,X,O,X,X,X
SJIZOLT,X,O,X,X,O,O,X,X,X
SJIOTLZ,X,X,X,X,X,O,X,O,X
SJIOTZL,X,X,X,X,X,O,O,X,X
SJIOLTZ,X,X,X,X,X,O,X,X,X
SJIOLZT,X,O,X,X,X,O,O,X,X
SJIOZTL,X,X,X,X,X,O,O,X,X
SJIOZLT,X,O,X,X,O,O,O,X,X
SJLTIZO,O,X,X,X,X,O,X,X,X
SJLTIOZ,X,X,X,X,X,O,X,X,X
SJLTZIO,O,X,X,X,X,O,X,X,X
SJLTZOI,O,X,X,X,X,O,X,X,X
SJLTOIZ,X,X,X,X,X,O,X,X,X
SJLTOZI,X,X,X,X,X,O,X,X,X
SJLITZO,O,X,X,X,X,O,X,X,X
SJLITOZ,X,X,X,X,X,O,X,X,X
SJLIZTO,O,O,X,X,O,O,X,X,X
SJLIZOT,O,O,X,X,O,O,X,X,X
SJLIOTZ,X,X,X,X,X,O,X,X,X
SJLIOZT,O,O,X,X,O,O,X,X,X
SJLZTIO,O,O,X,X,O,O,X,X,X
SJLZTOI,O,O,X,X,X,O,X,X,X
SJLZITO,O,O,X,X,O,O,X,X,X
SJLZIOT,O,O,X,X,O,O,X,X,X
SJLZOTI,O,O,X,X,X,O,X,X,X
SJLZOIT,O,O,X,X,O,O,X,X,X
SJLOTIZ,X,X,X,X,X,O,X,X,X
SJLOTZI,X,X,X,X,X,O,X,X,X
SJLOITZ,X,X,X,X,X,O,X,X,X
SJLOIZT,O,O,X,X,O,O,X,X,X
SJLOZTI,O,O,X,X,X,O,X,X,X
SJLOZIT,O,O,X,X,O,O,X,X,X
SJZTILO,X,O,X,X,O,O,X,X,X
SJZTIOL,X,O,X,X,X,O,X,X,X
SJZTLIO,X,O,X,X,O,O,X,X,X
SJZTLOI,X,O,X,X,X,O,X,X,X
SJZTOIL,X,O,X,X,X,O,X,X,X
SJZTOLI,X,O,X,X,X,O,X,X,X
SJZITLO,X,O,X,X,O,O,X,X,X
SJZITOL,X,O,X,X,X,O,X,X,X
SJZILTO,O,O,X,X,O,O,X,X,X
SJZILOT,O,O,X,X,O,O,X,X,X
SJZIOTL,X,O,X,X,X,O,X,X,X
SJZIOLT,X,O,X,X,O,O,X,X,X
SJZLTIO,O,O,X,X,O,O,X,X,X
SJZLTOI,O,O,X,X,X,O,X,X,X
SJZLITO,O,O,X,X,O,O,X,X,X
SJZLIOT,O,O,X,X,O,O,X,X,X
SJZLOTI,O,O,X,X,X,O,X,X,X
SJZLOIT,O,O,X,X,O,O,X,X,X
SJZOTIL,X,O,X,X,X,O,X,X,X
SJZOTLI,X,O,X,X,X,O,X,X,X
SJZOITL,X,O,X,X,X,O,X,X,X
SJZOILT,X,O,X,X,O,O,X,X,X
SJZOLTI,X,O,X,X,X,O,X,X,X
SJZOLIT,X,O,X,X,O,O,X,X,X
SJOTILZ,X,X,X,X,X,O,X,O,X
SJOTIZL,X,X,X,X,X,O,O,X,X
SJOTLIZ,X,X,X,X,X,O,X,X,X
SJOTLZI,X,X,X,X,X,O,X,X,X
SJOTZIL,X,X,X,X,X,O,O,X,X
SJOTZLI,X,X,X,X,X,O,X,X,X
SJOITLZ,X,X,X,X,X,O,X,O,X
SJOITZL,X,X,X,X,X,O,O,X,X
SJOILTZ,X,X,X,X,X,O,X,X,X
SJOILZT,X,O,X,X,X,O,O,X,X
SJOIZTL,X,X,X,X,X,O,O,X,X
SJOIZLT,X,O,X,X,O,O,O,X,X
SJOLTIZ,X,X,X,X,X,O,X,X,X
SJOLTZI,X,X,X,X,X,O,X,X,X
SJOLITZ,X,X,X,X,X,O,X,X,X
SJOLIZT,X,O,X,X,X,O,O,X,X
SJOLZTI,X,O,X,X,X,O,X,X,X
SJOLZIT,X,O,X,X,X,O,O,X,X
SJOZTIL,X,X,X,X,X,O,O,X,X
SJOZTLI,X,X,X,X,X,O,X,X,X
SJOZITL,X,X,X,X,X,O,O,X,X
SJOZILT,X,O,X,X,O,O,O,X,X
SJOZLTI,X,O,X,X,X,O,X,X,X
SJOZLIT,X,O,X,X,O,O,O,X,X
SZTILJO,X,O,O,X,O,X,X,X,X
SZTILOJ,X,O,O,X,O,X,X,X,X
SZTIJLO,X,O,O,X,O,O,X,X,X
SZTIJOL,X,O,O,X,X,O,X,X,X
SZTIOLJ,X,O,O,X,X,X,X,X,X
SZTIOJL,X,O,O,X,X,O,X,X,X
SZTLIJO,X,O,O,X,O,X,X,X,X
SZTLIOJ,X,O,O,X,O,X,X,X,X
SZTLJIO,X,O,O,X,O,X,X,X,X
SZTLJOI,X,O,O,X,X,X,X,X,X
SZTLOIJ,X,O,O,X,O,X,X,X,X
SZTLOJI,X,O,O,X,X,X,X,X,X
SZTJILO,X,O,O,X,O,O,X,X,X
SZTJIOL,X,O,O,X,X,O,X,X,X
SZTJLIO,X,O,O,X,O,O,X,X,X
SZTJLOI,X,O,O,X,X,O,X,X,X
SZTJOIL,X,O,O,X,X,O,X,X,X
SZTJOLI,X,O,O,X,X,O,X,X,X
SZTOILJ,X,O,O,X,X,X,X,X,X
SZTOIJL,X,O,O,X,X,O,X,X,X
SZTOLIJ,X,O,O,X,X,X,X,X,X
SZTOLJI,X,O,O,X,X,X,X,X,X
SZTOJIL,X,O,O,X,X,O,X,X,X
SZTOJLI,X,O,O,X,X,O,X,X,X
SZITLJO,X,O,O,X,O,X,X,X,X
SZITLOJ,X,O,O,X,O,X,X,X,X
SZITJLO,X,O,O,X,O,O,X,X,X
SZITJOL,X,O,O,X,X,O,X,X,X
SZITOLJ,X,O,O,X,X,X,X,X,X
SZITOJL,X,O,O,X,X,O,X,X,X
SZILTJO,O,O,X,X,O,X,X,X,X
SZILTOJ,O,O,X,X,O,X,X,X,X
SZILJTO,O,O,X,X,O,O,X,X,X
SZILJOT,O,O,X,X,O,O,X,X,X
SZILOTJ,O,O,X,X,O,X,X,X,X
SZILOJT,O,O,X,X,O,O,X,X,X
SZIJTLO,X,O,O,X,O,O,X,X,X
SZIJTOL,X,O,O,X,X,O,X,X,X
SZIJLTO,O,O,X,X,O,O,X,X,X
SZIJLOT,O,O,X,X,O,O,X,X,X
SZIJOTL,X,O,X,X,X,O,X,X,X
SZIJOLT,X,O,X,X,O,O,X,X,X
SZIOTLJ,X,O,O,X,X,X,X,X,X
SZIOTJL,X,O,O,X,X,O,O,X,X
SZIOLTJ,X,O,X,X,O,X,X,X,X
SZIOLJT,X,O,X,X,O,O,O,X,X
SZIOJTL,X,O,X,X,X,O,O,X,X
SZIOJLT,X,O,X,X,O,O,O,X,X
SZLTIJO,O,O,X,X,O,X,X,X,X
SZLTIOJ,O,O,X,X,O,X,X,X,X
SZLTJIO,O,O,X,X,O,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X,X,X
SZLTOIJ,O,O,X,X,O,X,X,X,X
SZLTOJI,O,O,X,X,X,X,X,X,X
SZLITJO,O,O,X,X,O,X,X,X,X
SZLITOJ,O,O,X,X,O,X,X,X,X
SZLIJTO,O,O,X,X,O,O,X,X,X
SZLIJOT,O,O,X,X,O,O,X,X,X
SZLIOTJ,O,O,X,X,O,X,X,X,X
SZLIOJT,O,O,X,X,O,O,X,X,X
SZLJTIO,O,O,X,X,O,O,X,X,X
SZLJTOI,O,O,X,X,X,O,X,X,X
SZLJITO,O,O,X,X,O,O,X,X,X
SZLJIOT,O,O,X,X,O,O,X,X,X
SZLJOTI,O,O,X,X,X,O,X,X,X
SZLJOIT,O,O,X,X,O,O,X,X,X
SZLOTIJ,O,O,X,X,O,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X,X,X
SZLOITJ,O,O,X,X,O,X,X,X,X
SZLOIJT,O,O,X,X,O,O,X,X,X
SZLOJTI,O,O,X,X,X,O,X,X,X
SZLOJIT,O,O,X,X,O,O,X,X,X
SZJTILO,X,O,O,X,O,O,X,X,X
SZJTIOL,X,O,O,X,X,O,X,X,X
SZJTLIO,X,O,O,X,O,O,X,X,X
SZJTLOI,X,O,O,X,X,O,X,X,X
SZJTOIL,X,O,O,X,X,O,X,X,X
SZJTOLI,X,O,O,X,X,O,X,X,X
SZJITLO,X,O,O,X,O,O,X,X,X
SZJITOL,X,O,O,X,X,O,X,X,X
SZJILTO,O,O,X,X,O,O,X,X,X
SZJILOT,O,O,X,X,O,O,X,X,X
SZJIOTL,X,O,X,X,X,O,X,X,X
SZJIOLT,X,O,X,X,O,O,X,X,X
SZJLTIO,O,O,X,X,O,O,X,X,X
SZJLTOI,O,O,X,X,X,O,X,X,X
SZJLITO,O,O,X,X,O,O,X,X,X
SZJLIOT,O,O,X,X,O,O,X,X,X
SZJLOTI,O,O,X,X,X,O,X,X,X
SZJLOIT,O,O,X,X,O,O,X,X,X
SZJOTIL,X,O,X,X,X,O,X,X,X
SZJOTLI,X,O,X,X,X,O,X,X,X
SZJOITL,X,O,X,X,X,O,X,X,X
SZJOILT,X,O,X,X,O,O,X,X,X
SZJOLTI,X,O,X,X,X,O,X,X,X
SZJOLIT,X,O,X,X,O,O,X,X,X
SZOTILJ,X,O,O,X,X,X,X,X,X
SZOTIJL,X,O,O,X,X,O,O,X,X
SZOTLIJ,X,O,O,X,X,X,X,X,X
SZOTLJI,X,O,O,X,X,X,X,X,X
SZOTJIL,X,O,O,X,X,O,O,X,X
SZOTJLI,X,O,O,X,X,O,X,X,X
SZOITLJ,X,O,O,X,X,X,X,X,X
SZOITJL,X,O,O,X,X,O,O,X,X
SZOILTJ,X,O,X,X,O,X,X,X,X
SZOILJT,X,O,X,X,O,O,O,X,X
SZOIJTL,X,O,X,X,X,O,O,X,X
SZOIJLT,X,O,X,X,O,O,O,X,X
SZOLTIJ,X,O,X,X,O,X,X,X,X
SZOLTJI,X,O,X,X,X,X,X,X,X
SZOLITJ,X,O,X,X,O,X,X,X,X
SZOLIJT,X,O,X,X,O,O,O,X,X
SZOLJTI,X,O,X,X,X,O,X,X,X
SZOLJIT,X,O,X,X,O,O,O,X,X
SZOJTIL,X,O,X,X,X,O,O,X,X
SZOJTLI,X,O,X,X,X,O,X,X,X
SZOJITL,X,O,X,X,X,O,O,X,X
SZOJILT,X,O,X,X,O,O,O,X,X
SZOJLTI,X,O,X,X,X,O,X,X,X
SZOJLIT,X,O,X,X,O,O,O,X,X
SOTILJZ,X,X,O,O,X,X,X,X,X
SOTILZJ,X,O,O,O,X,X,X,X,X
SOTIJLZ,X,X,O,X,X,O,X,O,X
SOTIJZL,X,X,O,X,X,O,O,X,X
SOTIZLJ,X,O,O,X,X,X,X,X,X
SOTIZJL,X,X,O,X,X,O,O,X,X
SOTLIJZ,X,X,O,O,X,X,X,X,X
SOTLIZJ,X,O,O,O,X,X,X,X,X
SOTLJIZ,X,X,O,O,X,X,X,X,X
SOTLJZI,X,X,O,O,X,X,X,X,X
SOTLZIJ,X,O,O,O,X,X,X,X,X
SOTLZJI,X,O,O,O,X,X,X,X,X
SOTJILZ,X,X,O,X,X,O,X,O,X
SOTJIZL,X,X,O,X,X,O,O,X,X
SOTJLIZ,X,X,O,X,X,O,X,X,X
SOTJLZI,X,X,O,X,X,O,X,X,X
SOTJZIL,X,X,O,X,X,O,O,X,X
SOTJZLI,X,X,O,X,X,O,X,X,X
SOTZILJ,X,O,O,X,X,X,X,X,X
SOTZIJL,X,X,O,X,X,O,O,X,X
SOTZLIJ,X,O,O,X,X,X,X,X,X
SOTZLJI,X,O,O,X,X,X,X,X,X
SOTZJIL,X,X,O,X,X,O,O,X,X
SOTZJLI,X,X,O,X,X,O,X,X,X
SOITLJZ,X,X,O,O,X,X,X,X,X
SOITLZJ,X,O,O,O,X,X,X,X,X
SOITJLZ,X,X,O,X,X,O,X,O,X
SOITJZL,X,X,O,X,X,O,O,X,X
SOITZLJ,X,O,O,X,X,X,X,X,X
SOITZJL,X,X,O,X,X,O,O,X,X
SOILTJZ,X,X,X,O,X,X,X,X,X
SOILTZJ,X,O,X,O,O,X,X,X,X
SOILJTZ,X,X,X,X,X,O,X,X,X
SOILJZT,X,O,X,X,O,O,O,X,X
SOILZTJ,X,O,X,X,O,X,X,X,X
SOILZJT,X,O,X,X,O,O,O,X,X
SOIJTLZ,X,X,X,X,X,O,X,O,X
SOIJTZL,X,X,X,X,X,O,O,X,X
SOIJLTZ,X,X,X,X,X,O,X,X,X
SOIJLZT,X,O,X,X,X,O,O,X,X
SOIJZTL,X,X,X,X,X,O,O,X,X
SOIJZLT,X,O,X,X,O,O,O,X,X
SOIZTLJ,X,O,O,X,X,X,X,X,X
SOIZTJL,X,O,O,X,X,O,O,X,X
SOIZLTJ,X,O,X,X,O,X,X,X,X
SOIZLJT,X,O,X,X,O,O,O,X,X
SOIZJTL,X,O,X,X,X,O,O,X,X
SOIZJLT,X,O,X,X,O,O,O,X,X
SOLTIJZ,X,X,X,O,X,X,X,X,X
SOLTIZJ,X,O,X,O,O,X,X,X,X
SOLTJIZ,X,X,X,O,X,X,X,X,X
SOLTJZI,X,X,X,O,X,X,X,X,X
SOLTZIJ,X,O,X,O,O,X,X,X,X
SOLTZJI,X,O,X,O,X,X,X,X,X
SOLITJZ,X,X,X,O,X,X,X,X,X
SOLITZJ,X,O,X,O,O,X,X,X,X
SOLIJTZ,X,X,X,X,X,O,X,X,X
SOLIJZT,X,O,X,X,O,O,O,X,X
SOLIZTJ,X,O,X,X,O,X,X,X,X
SOLIZJT,X,O,X,X,O,O,O,X,X
SOLJTIZ,X,X,X,X,X,O,X,X,X
SOLJTZI,X,X,X,X,X,O,X,X,X
SOLJITZ,X,X,X,X,X,O,X,X,X
SOLJIZT,X,O,X,X,O,O,O,X,X
SOLJZTI,X,O,X,X,X,O,X,X,X
SOLJZIT,X,O,X,X,O,O,O,X,X
SOLZTIJ,X,O,X,X,O,X,X,X,X
SOLZTJI,X,O,X,X,X,X,X,X,X
SOLZITJ,X,O,X,X,O,X,X,X,X
SOLZIJT,X,O,X,X,O,O,O,X,X
SOLZJTI,X,O,X,X,X,O,X,X,X
SOLZJIT,X,O,X,X,O,O,O,X,X
SOJTILZ,X,X,X,X,X,O,X,O,X
SOJTIZL,X,X,X,X,X,O,O,X,X
SOJTLIZ,X,X,X,X,X,O,X,X,X
SOJTLZI,X,X,X,X,X,O,X,X,X
SOJTZIL,X,X,X,X,X,O,O,X,X
SOJTZLI,X,X,X,X,X,O,X,X,X
SOJITLZ,X,X,X,X,X,O,X,O,X
SOJITZL,X,X,X,X,X,O,O,X,X
SOJILTZ,X,X,X,X,X,O,X,X,X
SOJILZT,X,O,X,X,X,O,O,X,X
SOJIZTL,X,X,X,X,X,O,O,X,X
SOJIZLT,X,O,X,X,O,O,O,X,X
SOJLTIZ,X,X,X,X,X,O,X,X,X
SOJLTZI,X,X,X,X,X,O,X,X,X
SOJLITZ,X,X,X,X,X,O,X,X,X
SOJLIZT,X,O,X,X,X,O,O,X,X
SOJLZTI,X,O,X,X,X,O,X,X,X
SOJLZIT,X,O,X,X,X,O,O,X,X
SOJZTIL,X,X,X,X,X,O,O,X,X
SOJZTLI,X,X,X,X,X,O,X,X,X
SOJZITL,X,X,X,X,X,O,O,X,X
SOJZILT,X,O,X,X,O,O,O,X,X
SOJZLTI,X,O,X,X,X,O,X,X,X
SOJZLIT,X,O,X,X,O,O,O,X,X
SOZTILJ,X,O,O,X,X,X,X,X,X
SOZTIJL,X,O,O,X,X,O,O,X,X
SOZTLIJ,X,O,O,X,X,X,X,X,X
SOZTLJI,X,O,O,X,X,X,X,X,X
SOZTJIL,X,O,O,X,X,O,O,X,X
SOZTJLI,X,O,O,X,X,O,X,X,X
SOZITLJ,X,O,O,X,X,X,X,X,X
SOZITJL,X,O,O,X,X,O,O,X,X
SOZILTJ,X,O,X,X,O,X,X,X,X
SOZILJT,X,O,X,X,O,O,O,X,X
SOZIJTL,X,O,X,X,X,O,O,X,X
SOZIJLT,X,O,X,X,O,O,O,X,X
SOZLTIJ,X,O,X,X,O,X,X,X,X
SOZLTJI,X,O,X,X,X,X,X,X,X
SOZLITJ,X,O,X,X,O,X,X,X,X
SOZLIJT,X,O,X,X,O,O,O,X,X
SOZLJTI,X,O,X,X,X,O,X,X,X
SOZLJIT,X,O,X,X,O,O,O,X,X
SOZJTIL,X,O,X,X,X,O,O,X,X
SOZJTLI,X,O,X,X,X,O,X,X,X
SOZJITL,X,O,X,X,X,O,O,X,X
SOZJILT,X,O,X,X,O,O,O,X,X
SOZJLTI,X,O,X,X,X,O,X,X,X
SOZJLIT,X,O,X,X,O,O,O,X,X
ZTILJSO,O,O,O,O,X,X,X,X,X
ZTILJOS,X,O,O,O,X,X,X,X,X
ZTILSJO,O,O,O,O,X,X,X,X,X
ZTILSOJ,O,O,O,O,X,X,X,X,X
ZTILOJS,X,O,O,O,X,X,X,X,X
ZTILOSJ,X,O,O,O,X,X,X,X,X
ZTIJLSO,O,O,O,X,X,X,X,O,X
ZTIJLOS,X,O,O,X,X,X,X,O,X
ZTIJSLO,X,O,O,X,O,X,X,X,X
ZTIJSOL,X,X,O,X,X,X,X,X,X
ZTIJOLS,X,O,O,X,X,X,X,O,X
ZTIJOSL,X,X,O,X,X,X,X,X,X
ZTISLJO,X,O,O,X,O,X,X,X,X
ZTISLOJ,X,O,O,X,O,X,X,X,X
ZTISJLO,X,O,O,X,O,X,X,X,X
ZTISJOL,X,X,O,X,X,X,X,X,X
ZTISOLJ,X,X,O,X,X,X,X,X,X
ZTISOJL,X,X,O,X,X,X,X,X,X
ZTIOLJS,X,O,O,O,X,X,X,X,X
ZTIOLSJ,X,O,O,O,X,X,X,X,X
ZTIOJLS,X,O,O,X,X,X,X,O,X
ZTIOJSL,X,X,O,X,X,X,X,X,X
