sequence,v115@zgC8GeB8HeB8HeF8AeI8Ne37IvhFzcBGeBylBUjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeaBJvhFUdBGeBTgBfnBVt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFehBzcBfjB6jBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeU8IvhFFdBXeBTgBSoBmm?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFUdBFeB2lBfnBSt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBCeBXhBTjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Ne/CJvhFajBTgB0hB2xB5o?BFrB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFyhBzdB+jBXhBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFxdB2lBUjBFnBfs?BSyB,v115@zgC8GeB8HeB8HeF8AeI8NeF8IvhFxdBTgBmmBftB6t?BUsB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBzdBXhBFnB5o?ByxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFxcB+jBXhBFnBKt?BTsB
JLZISOT,O,X,O,O,O,X,O,X,X,X,X,X
JLZIOTS,O,X,X,O,O,X,X,O,X,X,X,X
JLZIOST,O,X,O,O,O,X,O,X,X,X,X,X
JLZSTIO,O,X,O,O,O,X,X,X,X,O,X,O
JLZSTOI,O,X,O,O,O,X,X,X,X,X,X,O
JLZSITO,O,X,O,O,O,X,X,X,X,O,X,X
JLZSIOT,O,X,O,X,O,X,O,X,X,X,X,X
JLZSOTI,O,X,O,O,O,X,O,X,X,X,X,X
JLZSOIT,O,X,O,X,O,X,O,X,X,X,X,X
JLZOTIS,O,X,X,X,O,X,X,O,O,X,X,X
JLZOTSI,O,X,X,O,O,X,X,O,O,X,X,X
JLZOITS,O,X,X,X,O,X,X,O,X,X,X,X
JLZOIST,O,X,O,X,O,X,O,X,X,X,X,X
JLZOSTI,O,X,O,O,O,X,O,X,X,X,X,X
JLZOSIT,O,X,O,X,O,X,O,X,X,X,X,X
JLOTISZ,X,X,X,X,O,X,O,X,X,O,X,X
JLOTIZS,X,X,X,X,O,X,X,O,X,O,X,X
JLOTSIZ,X,X,X,O,O,X,O,X,X,O,X,X
JLOTSZI,X,X,X,O,O,X,O,O,X,X,X,X
JLOTZIS,X,X,X,O,O,X,X,O,O,X,X,X
JLOTZSI,X,X,X,O,O,X,X,O,O,X,X,X
JLOITSZ,X,X,X,O,O,X,O,X,X,O,X,X
JLOITZS,X,X,X,O,O,X,X,X,X,O,X,X
JLOISTZ,X,X,X,O,O,X,O,X,X,X,X,X
JLOISZT,X,X,X,O,O,X,O,X,X,X,X,X
JLOIZTS,X,X,X,O,O,X,X,X,X,X,X,X
JLOIZST,X,X,X,O,O,X,O,X,X,X,X,X
JLOSTIZ,X,X,X,O,O,X,O,X,X,O,X,X
JLOSTZI,X,X,X,O,O,X,O,X,X,X,X,X
JLOSITZ,X,X,X,O,O,X,O,X,X,O,X,X
JLOSIZT,X,X,X,O,O,X,O,X,X,X,X,X
JLOSZTI,X,X,X,O,O,X,O,X,X,X,X,X
JLOSZIT,X,X,X,O,O,X,O,X,X,X,X,X
JLOZTIS,X,X,X,O,O,X,X,O,O,X,X,X
JLOZTSI,X,X,X,O,O,X,X,O,O,X,X,X
JLOZITS,X,X,X,O,O,X,X,O,X,X,X,X
JLOZIST,X,X,X,O,O,X,O,X,X,X,X,X
JLOZSTI,X,X,X,O,O,X,O,X,X,X,X,X
JLOZSIT,X,X,X,O,O,X,O,X,X,X,X,X
JSTILZO,X,X,O,O,O,X,X,X,X,O,X,X
JSTILOZ,X,X,X,O,O,X,O,X,X,O,X,X
JSTIZLO,X,X,O,O,O,X,X,X,X,O,X,X
JSTIZOL,X,X,O,X,O,X,X,X,X,O,X,X
JSTIOLZ,X,X,X,X,O,X,O,X,X,O,X,X
JSTIOZL,X,X,X,X,O,X,O,X,X,O,X,X
JSTLIZO,X,X,X,X,X,X,X,X,X,O,X,X
JSTLIOZ,X,X,X,X,X,X,O,X,X,O,X,X
JSTLZIO,X,X,O,X,X,X,X,X,X,O,X,X
JSTLZOI,X,X,O,X,X,X,X,O,X,X,X,X
JSTLOIZ,X,X,X,X,X,X,O,X,X,O,X,X
JSTLOZI,X,X,X,X,X,X,O,O,X,X,X,X
JSTZILO,X,X,O,O,O,X,X,X,O,O,X,X
JSTZIOL,X,X,O,X,O,X,X,X,O,O,X,X
JSTZLIO,X,X,O,X,X,X,X,X,O,O,X,X
JSTZLOI,X,X,O,X,O,X,X,O,O,X,X,X
JSTZOIL,X,X,O,X,O,X,X,X,O,X,X,X
JSTZOLI,X,X,O,X,O,X,X,O,O,X,X,X
JSTOILZ,X,X,X,X,O,X,O,X,X,O,X,X
JSTOIZL,X,X,X,X,O,X,O,X,X,O,X,X
JSTOLIZ,X,X,X,X,X,X,O,X,X,O,X,X
JSTOLZI,X,X,X,X,X,X,O,O,X,X,X,X
JSTOZIL,X,X,X,X,O,X,O,X,O,X,X,X
JSTOZLI,X,X,X,X,O,X,O,O,O,X,X,X
JSITLZO,X,O,X,O,O,X,X,X,X,O,X,X
JSITLOZ,X,O,X,O,O,X,O,X,X,O,X,X
JSITZLO,X,O,X,O,O,X,X,X,X,O,X,X
JSITZOL,X,O,X,X,O,X,X,X,X,O,X,X
JSITOLZ,X,O,X,X,O,X,O,X,X,O,X,X
JSITOZL,X,O,X,X,O,X,O,X,X,O,X,X
JSILTZO,X,O,X,O,O,X,X,X,X,O,X,X
JSILTOZ,X,O,X,O,O,X,O,X,X,O,X,X
JSILZTO,X,O,X,O,O,X,X,X,X,O,X,X
JSILZOT,X,X,X,O,O,X,O,X,X,X,X,X
JSILOTZ,X,X,X,O,O,X,O,X,X,O,X,X
JSILOZT,X,X,X,O,O,X,O,X,X,X,X,X
JSIZTLO,X,O,X,O,O,X,X,X,X,O,X,X
JSIZTOL,X,O,X,X,O,X,X,X,X,O,X,X
JSIZLTO,X,O,X,O,O,X,X,X,X,X,X,X
JSIZLOT,X,X,X,O,O,X,O,X,X,X,X,X
JSIZOTL,X,O,X,X,O,X,O,X,X,X,X,X
JSIZOLT,X,O,X,X,O,X,O,X,X,X,X,X
JSIOTLZ,X,O,X,X,O,X,O,X,X,O,X,X
JSIOTZL,X,O,X,X,O,X,O,X,X,O,X,X
JSIOLTZ,X,O,X,X,O,X,O,X,X,X,X,X
JSIOLZT,X,O,X,X,O,X,O,X,X,X,X,X
JSIOZTL,X,O,X,X,O,X,O,X,X,X,X,X
JSIOZLT,X,O,X,X,O,X,O,X,X,X,X,X
JSLTIZO,X,X,X,X,O,X,X,X,X,O,X,X
JSLTIOZ,X,X,X,X,O,X,O,X,X,O,X,X
JSLTZIO,X,X,O,X,O,X,X,X,X,O,X,X
JSLTZOI,X,X,O,X,O,X,X,X,X,X,X,X
JSLTOIZ,X,X,X,X,O,X,O,X,X,O,X,X
JSLTOZI,X,X,X,X,O,X,O,X,X,X,X,X
JSLITZO,X,O,X,X,O,X,X,X,X,O,X,X
JSLITOZ,X,O,X,X,O,X,O,X,X,O,X,X
JSLIZTO,X,O,X,X,O,X,X,X,X,O,X,X
JSLIZOT,X,X,X,X,O,X,O,X,X,X,X,X
JSLIOTZ,X,X,X,X,O,X,O,X,X,O,X,X
JSLIOZT,X,X,X,X,O,X,O,X,X,X,X,X
JSLZTIO,X,X,O,X,O,X,X,X,X,O,X,X
JSLZTOI,X,X,O,X,O,X,X,X,X,X,X,X
JSLZITO,X,O,O,X,O,X,X,X,X,O,X,X
JSLZIOT,X,X,O,X,O,X,O,X,X,X,X,X
JSLZOTI,X,X,O,X,O,X,O,X,X,X,X,X
JSLZOIT,X,X,O,X,O,X,O,X,X,X,X,X
JSLOTIZ,X,X,X,X,O,X,O,X,X,O,X,X
JSLOTZI,X,X,X,X,O,X,O,X,X,X,X,X
JSLOITZ,X,X,X,X,O,X,O,X,X,O,X,X
JSLOIZT,X,X,X,X,O,X,O,X,X,X,X,X
JSLOZTI,X,X,X,X,O,X,O,X,X,X,X,X
JSLOZIT,X,X,X,X,O,X,O,X,X,X,X,X
JSZTILO,X,X,O,O,O,X,X,X,O,O,X,O
JSZTIOL,X,X,O,X,O,X,X,X,O,O,X,O
JSZTLIO,X,X,O,X,X,X,X,X,O,O,X,O
JSZTLOI,X,X,O,X,O,X,X,O,O,X,X,O
JSZTOIL,X,X,O,X,O,X,X,X,O,X,X,O
JSZTOLI,X,X,O,X,O,X,X,O,O,X,X,O
JSZITLO,X,O,O,O,O,X,X,O,X,O,X,O
JSZITOL,X,O,O,X,O,X,X,O,X,O,X,O
JSZILTO,X,O,O,O,O,X,X,X,X,X,X,X
JSZILOT,X,X,O,O,O,X,O,X,X,X,X,X
JSZIOTL,X,O,O,X,O,X,O,O,X,X,X,X
JSZIOLT,X,O,O,X,O,X,O,X,X,X,X,X
JSZLTIO,X,X,O,X,X,X,X,X,X,O,X,O
JSZLTOI,X,X,O,X,O,X,X,X,X,X,X,O
JSZLITO,X,O,O,X,O,X,X,X,X,O,X,X
JSZLIOT,X,X,O,X,O,X,O,X,X,X,X,X
JSZLOTI,X,X,O,X,O,X,O,X,X,X,X,X
JSZLOIT,X,X,O,X,O,X,O,X,X,X,X,X
JSZOTIL,X,X,O,X,O,X,O,X,O,X,X,O
JSZOTLI,X,X,O,X,O,X,O,O,O,X,X,O
JSZOITL,X,O,O,X,O,X,O,O,X,X,X,X
JSZOILT,X,O,O,X,O,X,O,X,X,X,X,X
JSZOLTI,X,X,O,X,O,X,O,X,X,X,X,X
JSZOLIT,X,O,O,X,O,X,O,X,X,X,X,X
JSOTILZ,X,X,X,X,O,X,O,X,X,O,X,X
JSOTIZL,X,X,X,X,O,X,O,X,X,O,X,X
JSOTLIZ,X,X,X,X,X,X,O,X,X,O,X,X
JSOTLZI,X,X,X,X,X,X,O,O,X,X,X,X
JSOTZIL,X,X,X,X,O,X,O,X,O,X,X,X
JSOTZLI,X,X,X,X,O,X,O,O,O,X,X,X
JSOITLZ,X,O,X,X,O,X,O,X,X,O,X,X
JSOITZL,X,O,X,X,O,X,O,X,X,O,X,X
JSOILTZ,X,O,X,X,O,X,O,X,X,X,X,X
JSOILZT,X,O,X,X,O,X,O,X,X,X,X,X
JSOIZTL,X,O,X,X,O,X,O,X,X,X,X,X
JSOIZLT,X,O,X,X,O,X,O,X,X,X,X,X
JSOLTIZ,X,X,X,X,O,X,O,X,X,O,X,X
JSOLTZI,X,X,X,X,O,X,O,X,X,X,X,X
JSOLITZ,X,O,X,X,O,X,O,X,X,O,X,X
JSOLIZT,X,O,X,X,O,X,O,X,X,X,X,X
JSOLZTI,X,X,X,X,O,X,O,X,X,X,X,X
JSOLZIT,X,O,X,X,O,X,O,X,X,X,X,X
JSOZTIL,X,X,X,X,O,X,O,X,O,X,X,X
JSOZTLI,X,X,X,X,O,X,O,O,O,X,X,X
JSOZITL,X,O,X,X,O,X,O,O,X,X,X,X
JSOZILT,X,O,X,X,O,X,O,X,X,X,X,X
JSOZLTI,X,X,X,X,O,X,O,X,X,X,X,X
JSOZLIT,X,O,X,X,O,X,O,X,X,X,X,X
JZTILSO,O,X,O,O,X,O,X,O,O,X,O,X
JZTILOS,O,X,O,O,X,O,X,O,O,X,O,X
JZTISLO,X,X,O,O,X,O,X,O,O,X,O,X
JZTISOL,X,X,O,X,X,O,X,O,O,X,O,X
JZTIOLS,O,X,O,O,X,O,X,O,O,X,O,X
JZTIOSL,X,X,O,X,X,O,X,O,O,X,O,X
JZTLISO,O,X,O,O,X,O,X,O,O,O,O,X
JZTLIOS,O,X,O,O,X,O,X,O,O,O,O,X
JZTLSIO,O,X,O,X,X,O,X,X,O,O,O,X
JZTLSOI,O,X,O,X,X,O,X,O,O,X,O,X
JZTLOIS,O,X,O,X,X,O,X,O,O,X,O,X
JZTLOSI,O,X,O,X,X,O,X,O,O,X,O,X
JZTSILO,X,X,O,O,X,O,X,X,O,O,O,O
JZTSIOL,X,X,O,X,X,O,X,X,O,O,O,O
JZTSLIO,O,X,O,X,X,O,X,X,O,O,O,O
JZTSLOI,O,X,O,X,X,O,X,O,O,X,O,O
JZTSOIL,X,X,O,X,X,X,X,X,O,X,O,O
JZTSOLI,O,X,O,X,X,X,X,O,O,X,X,O
JZTOILS,O,X,O,O,X,O,X,O,O,X,O,X
JZTOISL,X,X,O,X,X,O,X,O,O,X,O,X
JZTOLIS,O,X,O,X,X,O,X,O,O,X,O,X
JZTOLSI,O,X,O,X,X,O,X,O,O,X,O,X
JZTOSIL,X,X,O,X,X,X,X,X,O,X,O,X
JZTOSLI,O,X,O,X,X,X,X,O,O,X,X,X
JZITLSO,O,X,O,O,X,O,X,O,O,X,X,X
JZITLOS,O,X,O,O,X,O,X,O,O,X,X,X
JZITSLO,X,X,O,O,X,O,X,O,O,X,X,X
JZITSOL,X,X,O,X,X,O,X,O,O,X,X,X
JZITOLS,O,X,O,O,X,O,X,O,O,X,X,X
JZITOSL,X,X,O,X,X,O,X,O,O,X,X,X
JZILTSO,O,X,O,O,X,X,X,O,X,X,X,X
JZILTOS,O,X,O,O,X,X,X,O,X,X,X,X
JZILSTO,O,X,O,O,X,X,X,X,X,X,X,X
JZILSOT,O,X,O,O,X,X,O,X,X,X,X,X
JZILOTS,O,X,X,O,X,X,X,O,X,X,X,X
JZILOST,O,X,O,O,X,X,O,X,X,X,X,X
JZISTLO,X,X,O,O,X,O,X,O,X,X,X,O
JZISTOL,X,X,O,X,X,O,X,O,X,X,X,O
JZISLTO,X,X,O,O,X,X,X,X,X,X,X,X
JZISLOT,X,X,O,O,X,O,O,X,X,X,X,X
JZISOTL,X,X,O,X,X,O,O,O,X,X,X,X
JZISOLT,X,X,O,X,X,O,O,X,X,X,X,X
JZIOTLS,X,X,O,O,X,O,X,O,O,X,X,X
JZIOTSL,X,X,O,X,X,O,O,O,O,X,X,X
JZIOLTS,X,X,X,O,X,O,X,O,X,X,X,X
JZIOLST,X,X,O,O,X,O,O,X,X,X,X,X
JZIOSTL,X,X,O,X,X,O,O,O,X,X,X,X
JZIOSLT,X,X,O,X,X,O,O,X,X,X,X,X
JZLTISO,O,X,O,O,O,X,X,X,O,O,X,X
JZLTIOS,O,X,O,O,O,X,X,O,O,O,X,X
JZLTSIO,O,X,O,X,O,X,X,X,O,O,X,X
JZLTSOI,O,X,O,X,O,X,X,O,O,X,X,X
JZLTOIS,O,X,O,X,O,X,X,O,O,X,X,X
JZLTOSI,O,X,O,X,O,X,X,O,O,X,X,X
JZLITSO,O,X,O,O,O,X,X,O,X,O,X,X
JZLITOS,O,X,O,O,O,X,X,O,X,O,X,X
JZLISTO,O,X,O,O,O,X,X,X,X,X,X,X
JZLISOT,O,X,O,O,O,X,O,X,X,X,X,X
JZLIOTS,O,X,X,O,O,X,X,O,X,X,X,X
JZLIOST,O,X,O,O,O,X,O,X,X,X,X,X
JZLSTIO,O,X,O,X,O,X,X,X,X,O,X,O
JZLSTOI,O,X,O,X,O,X,X,X,X,X,X,O
JZLSITO,O,X,O,X,O,X,X,X,X,O,X,X
JZLSIOT,O,X,O,X,O,X,O,X,X,X,X,X
JZLSOTI,O,X,O,X,O,X,O,X,X,X,X,X
JZLSOIT,O,X,O,X,O,X,O,X,X,X,X,X
JZLOTIS,O,X,X,X,O,X,X,O,O,X,X,X
JZLOTSI,O,X,X,X,O,X,X,O,O,X,X,X
JZLOITS,O,X,X,X,O,X,X,O,X,X,X,X
JZLOIST,O,X,O,X,O,X,O,X,X,X,X,X
JZLOSTI,O,X,O,X,O,X,O,X,X,X,X,X
JZLOSIT,O,X,O,X,O,X,O,X,X,X,X,X
JZSTILO,X,X,O,O,O,O,X,X,O,O,O,O
JZSTIOL,X,X,O,X,O,O,X,X,O,O,O,O
JZSTLIO,O,X,O,X,X,O,X,X,O,O,O,O
JZSTLOI,O,X,O,X,O,O,X,O,O,X,O,O
JZSTOIL,X,X,O,X,O,O,X,X,O,X,O,O
JZSTOLI,O,X,O,X,O,O,X,O,O,X,O,O
JZSITLO,X,X,O,O,O,O,X,O,X,O,X,O
JZSITOL,X,X,O,X,O,O,X,O,X,O,X,O
JZSILTO,X,X,O,O,O,X,X,X,X,X,X,X
JZSILOT,X,X,O,O,O,O,O,X,X,X,X,X
JZSIOTL,X,X,O,X,O,O,O,O,X,X,X,X
JZSIOLT,X,X,O,X,O,O,O,X,X,X,X,X
JZSLTIO,O,X,O,X,X,X,X,X,X,O,X,O
JZSLTOI,O,X,O,X,O,X,X,X,X,X,X,O
JZSLITO,O,X,O,X,O,X,X,X,X,O,X,X
JZSLIOT,O,X,O,X,O,X,O,X,X,X,X,X
JZSLOTI,O,X,O,X,O,O,O,X,X,X,X,X
JZSLOIT,O,X,O,X,O,O,O,X,X,X,X,X
JZSOTIL,X,X,O,X,O,O,O,X,O,X,X,O
JZSOTLI,X,X,O,X,O,O,O,O,O,X,X,O
JZSOITL,X,X,O,X,O,O,O,O,X,X,X,X
JZSOILT,X,X,O,X,O,O,O,X,X,X,X,X
JZSOLTI,X,X,O,X,O,O,O,X,X,X,X,X
JZSOLIT,X,X,O,X,O,O,O,X,X,X,X,X
JZOTILS,O,X,O,O,X,O,X,O,O,X,X,X
JZOTISL,X,X,O,X,X,X,O,O,O,X,X,X
JZOTLIS,O,X,O,X,X,O,X,O,O,X,X,X
JZOTLSI,O,X,O,X,X,O,X,O,O,X,X,X
JZOTSIL,X,X,O,X,X,X,O,X,O,X,X,X
JZOTSLI,O,X,O,X,X,O,O,O,O,X,X,X
JZOITLS,X,X,O,O,X,O,X,O,O,X,X,X
JZOITSL,X,X,O,X,X,O,O,O,O,X,X,X
JZOILTS,X,X,X,O,O,O,X,O,X,X,X,X
JZOILST,X,X,O,O,O,O,O,X,X,X,X,X
JZOISTL,X,X,O,X,O,O,O,O,X,X,X,X
JZOISLT,X,X,O,X,O,O,O,X,X,X,X,X
JZOLTIS,O,X,X,X,O,O,X,O,O,X,X,X
JZOLTSI,O,X,X,X,O,O,X,O,O,X,X,X
JZOLITS,O,X,X,X,O,O,X,O,X,X,X,X
JZOLIST,O,X,O,X,O,O,O,X,X,X,X,X
JZOLSTI,O,X,O,X,O,O,O,X,X,X,X,X
JZOLSIT,O,X,O,X,O,O,O,X,X,X,X,X
JZOSTIL,X,X,O,X,O,O,O,X,O,X,X,O
JZOSTLI,X,X,O,X,O,O,O,O,O,X,X,O
JZOSITL,X,X,O,X,O,O,O,O,X,X,X,X
JZOSILT,X,X,O,X,O,O,O,X,X,X,X,X
JZOSLTI,X,X,O,X,O,O,O,X,X,X,X,X
JZOSLIT,X,X,O,X,O,O,O,X,X,X,X,X
JOTILSZ,X,O,X,O,O,X,O,X,X,O,X,X
JOTILZS,X,O,X,O,O,X,X,O,X,O,X,X
JOTISLZ,X,O,X,O,O,X,O,X,X,O,X,X
JOTISZL,X,O,X,O,O,X,O,X,X,O,X,X
JOTIZLS,X,O,X,O,X,X,X,O,O,X,X,X
JOTIZSL,X,O,X,O,X,X,O,X,O,X,X,X
JOTLISZ,X,O,X,O,O,X,O,X,X,O,X,X
JOTLIZS,X,O,X,O,O,X,X,O,X,O,X,X
JOTLSIZ,X,O,X,X,O,X,O,X,X,O,X,X
JOTLSZI,X,O,X,X,O,X,O,O,X,O,X,X
JOTLZIS,X,O,X,O,O,O,X,O,O,O,X,X
JOTLZSI,X,O,X,X,O,O,X,O,O,O,X,X
JOTSILZ,X,O,X,O,O,X,O,X,X,O,X,X
JOTSIZL,X,O,X,O,O,X,O,X,X,O,X,X
JOTSLIZ,X,O,X,X,X,X,O,X,X,O,X,X
JOTSLZI,X,O,X,X,X,X,O,O,X,O,X,X
JOTSZIL,X,O,X,O,O,X,O,X,O,O,X,X
JOTSZLI,X,O,X,X,O,X,O,O,O,O,X,X
JOTZILS,X,O,X,O,X,O,X,O,O,X,X,X
JOTZISL,X,O,X,O,X,X,O,O,O,X,X,X
JOTZLIS,X,O,X,O,X,O,X,O,O,O,X,X
JOTZLSI,X,O,X,X,X,O,X,O,O,O,X,X
JOTZSIL,X,O,X,O,X,X,O,X,O,O,X,X
JOTZSLI,X,O,X,X,X,O,O,O,O,O,X,X
JOITLSZ,X,O,X,O,O,X,O,X,X,O,X,X
JOITLZS,X,O,X,O,O,X,X,O,X,O,X,X
JOITSLZ,X,O,X,O,O,X,O,X,X,O,X,X
JOITSZL,X,O,X,O,O,X,O,X,X,O,X,X
JOITZLS,X,O,X,O,X,X,X,O,O,X,X,X
JOITZSL,X,O,X,O,X,X,O,X,O,X,X,X
JOILTSZ,X,O,X,O,O,X,O,X,X,O,X,X
JOILTZS,X,O,X,O,O,X,X,X,X,O,X,X
JOILSTZ,X,O,X,O,O,X,O,X,X,O,X,X
JOILSZT,X,O,X,O,O,X,O,X,X,O,X,X
JOILZTS,X,X,X,O,O,X,X,X,X,O,X,X
JOILZST,X,X,X,O,O,X,O,X,X,X,X,X
JOISTLZ,X,O,X,O,O,X,O,X,X,O,X,X
JOISTZL,X,O,X,O,O,X,O,X,X,O,X,X
JOISLTZ,X,O,X,O,O,X,O,X,X,O,X,X
JOISLZT,X,O,X,O,O,X,O,X,X,O,X,X
JOISZTL,X,O,X,O,O,X,O,X,X,O,X,X
JOISZLT,X,O,X,O,O,X,O,X,X,X,X,X
JOIZTLS,X,X,X,O,X,X,X,O,O,X,X,X
JOIZTSL,X,X,X,O,X,X,O,O,O,X,X,X
JOIZLTS,X,X,X,O,O,X,X,O,X,X,X,X
JOIZLST,X,X,X,O,O,X,O,X,X,X,X,X
JOIZSTL,X,X,X,O,O,X,O,O,X,X,X,X
JOIZSLT,X,X,X,O,O,X,O,X,X,X,X,X
JOLTISZ,X,O,X,O,O,X,O,X,X,O,X,X
JOLTIZS,X,O,X,O,O,X,X,O,X,O,X,X
JOLTSIZ,X,O,X,O,O,X,O,X,X,O,X,X
JOLTSZI,X,O,X,O,O,X,O,O,X,O,X,X
JOLTZIS,X,O,X,O,O,O,X,O,O,O,X,X
JOLTZSI,X,O,X,O,O,O,X,O,O,O,X,X
JOLITSZ,X,O,X,O,O,X,O,X,X,O,X,X
JOLITZS,X,O,X,O,O,X,X,X,X,O,X,X
JOLISTZ,X,O,X,O,O,X,O,X,X,O,X,X
JOLISZT,X,O,X,O,O,X,O,X,X,O,X,X
JOLIZTS,X,X,X,O,O,X,X,X,X,O,X,X
JOLIZST,X,X,X,O,O,X,O,X,X,X,X,X
JOLSTIZ,X,X,X,O,O,X,O,X,X,O,X,X
JOLSTZI,X,X,X,O,O,X,O,X,X,O,X,X
JOLSITZ,X,O,X,O,O,X,O,X,X,O,X,X
JOLSIZT,X,O,X,O,O,X,O,X,X,O,X,X
JOLSZTI,X,X,X,O,O,X,O,X,X,O,X,X
JOLSZIT,X,O,X,O,O,X,O,X,X,O,X,X
JOLZTIS,X,X,X,O,O,O,X,O,O,O,X,X
JOLZTSI,X,X,X,O,O,O,X,O,O,O,X,X
JOLZITS,X,X,X,O,O,O,X,O,X,O,X,X
JOLZIST,X,X,X,O,O,O,O,X,X,X,X,X
JOLZSTI,X,X,X,O,O,O,O,X,X,O,X,X
JOLZSIT,X,X,X,O,O,O,O,X,X,O,X,X
JOSTILZ,X,X,X,O,O,X,O,X,X,O,X,X
JOSTIZL,X,X,X,O,O,X,O,X,X,O,X,X
JOSTLIZ,X,X,X,X,X,X,O,X,X,O,X,X
JOSTLZI,X,X,X,X,X,X,O,O,X,O,X,X
JOSTZIL,X,X,X,O,O,X,O,X,O,O,X,X
JOSTZLI,X,X,X,X,O,X,O,O,O,O,X,X
JOSITLZ,X,O,X,O,O,X,O,X,X,O,X,X
JOSITZL,X,O,X,O,O,X,O,X,X,O,X,X
JOSILTZ,X,O,X,O,O,X,O,X,X,O,X,X
JOSILZT,X,O,X,O,O,X,O,X,X,O,X,X
JOSIZTL,X,O,X,O,O,X,O,X,X,O,X,X
JOSIZLT,X,O,X,O,O,X,O,X,X,X,X,X
JOSLTIZ,X,X,X,X,O,X,O,X,X,O,X,X
JOSLTZI,X,X,X,X,O,X,O,X,X,O,X,X
JOSLITZ,X,O,X,X,O,X,O,X,X,O,X,X
JOSLIZT,X,O,X,X,O,X,O,X,X,O,X,X
JOSLZTI,X,X,X,X,O,X,O,X,X,O,X,X
JOSLZIT,X,O,X,X,O,X,O,X,X,O,X,X
JOSZTIL,X,X,X,O,O,X,O,X,O,O,X,X
JOSZTLI,X,X,X,X,O,X,O,O,O,O,X,X
JOSZITL,X,O,X,O,O,X,O,O,X,O,X,X
JOSZILT,X,O,X,O,O,X,O,X,X,X,X,X
JOSZLTI,X,X,X,X,O,X,O,X,X,O,X,X
JOSZLIT,X,O,X,X,O,X,O,X,X,O,X,X
JOZTILS,X,X,X,O,X,O,X,O,O,X,X,X
JOZTISL,X,X,X,O,X,X,O,O,O,X,X,X
JOZTLIS,X,X,X,O,X,O,X,O,O,O,X,X
JOZTLSI,X,X,X,O,X,O,X,O,O,O,X,X
JOZTSIL,X,X,X,O,X,X,O,X,O,O,X,X
JOZTSLI,X,X,X,X,X,O,O,O,O,O,X,X
JOZITLS,X,X,X,O,X,O,X,O,O,X,X,X
JOZITSL,X,X,X,O,X,O,O,O,O,X,X,X
JOZILTS,X,X,X,O,O,O,X,O,X,X,X,X
JOZILST,X,X,X,O,O,O,O,X,X,X,X,X
JOZISTL,X,X,X,O,O,O,O,O,X,X,X,X
JOZISLT,X,X,X,O,O,O,O,X,X,X,X,X
JOZLTIS,X,X,X,O,O,O,X,O,O,O,X,X
JOZLTSI,X,X,X,O,O,O,X,O,O,O,X,X
JOZLITS,X,X,X,O,O,O,X,O,X,O,X,X
JOZLIST,X,X,X,O,O,O,O,X,X,X,X,X
JOZLSTI,X,X,X,O,O,O,O,X,X,O,X,X
JOZLSIT,X,X,X,O,O,O,O,X,X,O,X,X
JOZSTIL,X,X,X,O,O,O,O,X,O,O,X,O
JOZSTLI,X,X,X,X,O,O,O,O,O,O,X,O
JOZSITL,X,X,X,O,O,O,O,O,X,O,X,X
JOZSILT,X,X,X,O,O,O,O,X,X,X,X,X
JOZSLTI,X,X,X,X,O,O,O,X,X,O,X,X
JOZSLIT,X,X,X,X,O,O,O,X,X,O,X,X
STILJZO,O,O,O,X,O,X,X,O,X,X,X,X
STILJOZ,O,O,X,X,O,X,X,O,X,X,X,X
STILZJO,O,O,O,X,O,O,X,O,X,X,O,X
STILZOJ,O,O,O,X,O,X,X,X,X,X,O,X
STILOJZ,O,O,X,X,O,X,X,X,X,X,X,X
STILOZJ,O,O,O,X,O,X,X,X,X,X,O,X
STIJLZO,X,O,O,X,O,X,X,O,X,X,X,X
STIJLOZ,X,O,X,X,O,X,X,O,X,X,X,X
STIJZLO,X,O,O,X,O,X,X,O,X,X,X,X
STIJZOL,X,O,O,X,O,X,X,O,X,X,X,X
STIJOLZ,X,O,X,X,O,X,X,O,X,X,X,X
STIJOZL,X,O,X,X,O,X,X,O,X,X,X,X
STIZLJO,O,O,O,X,O,O,X,O,X,X,O,X
STIZLOJ,O,O,O,X,O,X,X,X,X,X,O,X
STIZJLO,O,O,O,X,O,O,X,O,X,X,O,X
STIZJOL,O,O,O,X,O,O,X,O,X,X,O,X
STIZOLJ,O,O,O,X,X,O,X,X,X,X,X,X
STIZOJL,O,O,O,X,O,O,X,X,X,X,O,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,O,X,X,O,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,X,O,X,X,X,X,X,X
