sequence,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBUdBTgBKmBWn?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBUdBTgBOmBCn?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBuhBigBTiBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBRcBGhBTiBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFUbBRcB6mBTiBml?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFUbBRcBylB+mBTi?BFqB,v115@6gC8HeC8GeC8EeF8AeG8JeT6IvhFmcBxgBSnBXgBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhFRcB0fBfmB6mBTi?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBigBGiBzhBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFRcBFgB8lB+mBTi?BfqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBugBxhBUiBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jey/IvhFzbBGiB0fBRmB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jey/IvhFRcBzgBGiB0fB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBzcB2lBSnBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFRcB8lBGiBzkB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBugBUdBxmBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFTcB/iBWlBlmBRq?BcqB,v115@6gC8HeC8GeC8EeF8AeG8Jex6IvhFTcB/iB6kB0lBlm?BOqB,v115@6gC8HeC8GeC8EeF8AeG8JeT6IvhFUdBClBxmB/mB1q?BOqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhF0fBRhBSnBzgB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhFCcB/iB0fBRmBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je2/IvhFzbBViBUgBfqBxr?BSwB
IOLTSZJ,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
IOLTZJS,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLJTSZ,X,X,X,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O
IOLJTZS,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,X,X,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IOLJSZT,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
IOLJZTS,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLJZST,X,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
IOLSTJZ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
IOLSTZJ,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
IOLSJTZ,X,X,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O
IOLSJZT,X,X,X,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
IOLSZTJ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOLSZJT,X,X,X,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IOLZTJS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZJTS,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLZJST,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
IOLZSTJ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZSJT,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
IOJTLSZ,X,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O
IOJTLZS,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
IOJTSZL,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
IOJTZLS,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJTZSL,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
IOJLTSZ,X,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,O
IOJLTZS,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,X,X,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IOJLSZT,X,X,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
IOJSTLZ,X,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,O
IOJSTZL,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O
IOJSLTZ,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O
IOJSLZT,X,X,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
IOJSZTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
IOJSZLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
IOJZTLS,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
IOJZLTS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,O,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
IOJZSTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O
IOSTLZJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSTJLZ,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,O
IOSTJZL,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O
IOSTZLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSTZJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
IOSLTJZ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
IOSLTZJ,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
IOSLJTZ,X,X,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O
IOSLJZT,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X
IOSLZTJ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOSLZJT,X,X,X,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IOSJTLZ,X,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,O
IOSJTZL,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O
IOSJLTZ,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O
IOSJLZT,X,X,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
IOSJZTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
IOSJZLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IOSZTJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOSZLTJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
IOSZLJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IOSZJTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
IOSZJLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
IOZTLJS,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZTJLS,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOZTSLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOZTSJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOZLTJS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLJTS,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
IOZLSTJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLSJT,X,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
IOZJTLS,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
IOZJLTS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZJLST,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
IOZJSTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOZSTJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
IOZSLTJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZSLJT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
IOZSJTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
IOZSJLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,O,X,X,O,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LTIJSOZ,O,O,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,X,O,X,X,X
LTIJZSO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTIJZOS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIJOSZ,O,O,X,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
LTIJOZS,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTISJZO,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LTISJOZ,O,O,O,X,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O,X,X,X
LTISZJO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X
LTISZOJ,X,O,O,X,O,O,X,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
LTISOJZ,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X
LTISOZJ,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
LTIZJSO,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LTIZJOS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIZSJO,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X
LTIZSOJ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X
LTIZOJS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIZOSJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTIOJSZ,O,O,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X
LTIOJZS,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTIOSJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
LTIOSZJ,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LTIOZJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIOZSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJISZO,O,O,X,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LTJISOZ,O,O,X,X,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X
LTJIZSO,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LTJIZOS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LTJIOSZ,O,O,X,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
LTJIOZS,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LTJSIZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LTJSIOZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X
LTJSZIO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LTJSZOI,O,O,O,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LTJSOIZ,O,O,O,X,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X,X,X
LTJSOZI,O,O,O,X,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LTJZISO,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTJZIOS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LTJZSIO,O,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LTJZSOI,O,O,O,X,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTJZOIS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTJZOSI,O,O,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTJOISZ,O,O,O,X,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LTJOIZS,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
LTJOSZI,O,O,O,X,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
LTJOZIS,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSIJZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X
LTSIJOZ,O,O,O,X,O,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X,X,X
LTSIZJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X
LTSIZOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
LTSIOJZ,O,O,O,O,X,X,O,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X
LTSIOZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
LTSJIZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LTSJIOZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X
LTSJZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
LTSJZOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
LTSJOIZ,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X
LTSJOZI,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
LTSZIJO,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X,O,O,X
LTSZIOJ,X,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
LTSZJIO,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
LTSZJOI,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
LTSZOIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LTSZOJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LTSOIJZ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X
LTSOIZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X
LTSOJIZ,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
LTSOJZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
LTSOZIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X
LTSOZJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LTZIJSO,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZIJOS,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LTZISJO,X,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X
LTZISOJ,X,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LTZIOJS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTZIOSJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZJIOS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LTZJSIO,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
LTZJSOI,O,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZJOIS,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTZJOSI,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X
LTZSIOJ,X,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O,X
LTZSJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,O,O,X
LTZSJOI,O,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X
LTZSOIJ,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZSOJI,O,O,O,O,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZOIJS,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZOISJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTZOJSI,O,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LTOIJZS,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOISJZ,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X
LTOISZJ,O,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LTOIZJS,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTOIZSJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOJISZ,O,O,O,X,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X
LTOJIZS,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,O,X,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOJSZI,O,O,O,X,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOJZSI,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOSJZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOSZJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOZIJS,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTOZISJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTOZJSI,O,O,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LITJSOZ,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X,O,X,X,O,X,X,X
LITJZSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LITJZOS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LITJOSZ,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O
LITJOZS,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LITSJOZ,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X,O,X,O,O,X,X,O
LITSZJO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X
LITSZOJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
LITSOJZ,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,O,O,X,X,O
LITSOZJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
LITZJSO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LITZJOS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LITZSJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X
LITZSOJ,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LITZOJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LITZOSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITOJSZ,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O
LITOJZS,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOSJZ,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O
LITOSZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LITOZJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LITOZSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJTSZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIJTSOZ,O,O,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
LIJTZSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIJTZOS,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LIJTOSZ,O,O,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,O
LIJTOZS,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
LIJSTOZ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,O,O,X,X,X
LIJSZTO,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X
LIJSZOT,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
