sequence,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB0?iBqrB/sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigB0mBl?nBGsBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFXcBmfB0mBl?nBCsBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxgB0iBigBl?mBXsBGsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jei6IvhFRcBciBFgBT?hB3nBWxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBFiB0?mBusBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBXdBigB1?nBGsB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBlmB3?nB8rB+sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBFhBRnB6?sBXnB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFmfBFhBXiB0?iB6rBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhBlmB3?nB6sB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBUhBF?iBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhB1nB/?mBUnBSxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT9IvhFxfB0hBmfBF?hBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB8?mB3nBSxB
LIJTZOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJSTOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJSZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LIJSZOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LIJSOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJSOZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LIJZTSO,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIJZTOS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIJZSOT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LIJZOTS,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LIJZOST,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LIJOTSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJOSZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LIJOZTS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIJOZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LISTJZO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LISTJOZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LISTZJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISTZOJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LISTOJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LISTOZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LISJTZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LISJTOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LISJZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LISJZOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LISJOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LISJOZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LISZTJO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LISZTOJ,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X
LISZJTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISZJOT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LISZOTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LISZOJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
LISOTJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LISOTZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LISOJTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LISOJZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LISOZTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LISOZJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
LIZTJSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTJOS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTSJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTSOJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZTOSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LIZJTSO,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIZJTOS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIZJSTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIZJSOT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LIZJOTS,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LIZJOST,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LIZSTJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZSJTO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZSJOT,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZOTJS,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LIZOTSJ,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LIZOJTS,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
LIZOJST,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LIZOSTJ,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LIZOSJT,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIOTJSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOTSJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOJSZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LIOJZTS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIOJZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOSTJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LIOSTZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LIOSJTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOSJZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LIOSZTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LIOSZJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LIOZTSJ,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LIOZJTS,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
LIOZJST,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LIOZSTJ,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LIOZSJT,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LJTISZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LJTIZSO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LJTIZOS,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
LJTIOZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJTSIZO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTSIOZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTSZIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTSZOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTSOIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTSOZI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LJTZISO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJTZIOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJTZSIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJTZSOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJTZOIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJTZOSI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJTOISZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
LJTOIZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
LJTOSZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
LJTOZIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJTOZSI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LJITSZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJITZSO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LJITZOS,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJITOZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJISTOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJISZTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJISZOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LJISOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJISOZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LJIZTSO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJIZTOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJIZSTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LJIZSOT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJIZOTS,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LJIZOST,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJIOTSZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJIOTZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJIOSZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJIOZTS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJIOZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSTIZO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJSTIOZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJSTZIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJSTZOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJSTOIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJSTOZI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LJSITZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSITOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSIZTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSIZOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LJSIOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSIOZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LJSZTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
LJSZTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
LJSZITO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSZIOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O
LJSZOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJSZOIT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O
LJSOTIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJSOTZI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LJSOITZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSOIZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LJSOZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJSOZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O
LJZTISO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZTIOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZTSIO,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZTSOI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZTOIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZTOSI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZITSO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZITOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJZISTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LJZISOT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJZIOTS,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LJZIOST,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJZSTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJZSTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJZSITO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJZSIOT,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LJZSOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJZSOIT,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LJZOTIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJZOTSI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJZOITS,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LJZOIST,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJZOSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJZOSIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOTISZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
LJOTIZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
LJOTSZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
LJOTZIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOTZSI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LJOITSZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJOITZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOISZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOIZTS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOIZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOSTIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
LJOSTZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
LJOSITZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOSIZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOSZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJOSZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJOZTIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOZTSI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOZITS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOZIST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOZSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOZSIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSTIJZO,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSTIJOZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTIZJO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTIZOJ,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LSTIOJZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LSTIOZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LSTJIZO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTJIOZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTJZIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTJZOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTJOIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTJOZI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTZIJO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTZIOJ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
LSTZJIO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTZJOI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTZOIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
LSTZOJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTOIJZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LSTOIZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LSTOJIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTOJZI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTOZIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
LSTOZJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSITJZO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LSITJOZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LSITZJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSITZOJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSITOJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LSITOZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSIJTZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSIJTOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSIJZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSIJZOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LSIJOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSIJOZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LSIZTJO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSIZTOJ,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X
LSIZJTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSIZJOT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSIZOTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LSIZOJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
LSIOTJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LSIOTZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSIOJTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSIOJZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LSIOZTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LSIOZJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
LSJTIZO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSJTIOZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSJTZIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSJTZOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSJTOIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSJTOZI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LSJITZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJITOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJIZTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJIZOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LSJIOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJIOZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LSJZTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
LSJZTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
LSJZITO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJZIOT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O
LSJZOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LSJZOIT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O
LSJOTIZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSJOTZI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LSJOITZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJOIZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LSJOZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LSJOZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O
LSZTIJO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,O
LSZTIOJ,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O
LSZTJIO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O
LSZTJOI,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O
LSZTOIJ,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O
LSZTOJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
LSZITJO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSZITOJ,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X
LSZIJTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSZIJOT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O
LSZIOTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,O
LSZIOJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O
LSZJTIO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
LSZJTOI,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
LSZJITO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSZJIOT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O
LSZJOTI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
LSZJOIT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O
LSZOTIJ,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O
LSZOTJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
LSZOITJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,O
LSZOIJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O
LSZOJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LSZOJIT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O
LSOTIJZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LSOTIZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X
LSOTJIZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LSOTJZI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LSOTZIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
LSOTZJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSOITJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LSOITZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSOIJTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSOIJZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LSOIZTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LSOIZJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
LSOJTIZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
LSOJTZI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LSOJITZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSOJIZT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
LSOJZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LSOJZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O
LSOZTIJ,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O
LSOZTJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
LSOZITJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,O
LSOZIJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O
LSOZJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LSOZJIT,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O
LZTIJSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTISJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTISOJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
LZTIOJS,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LZTIOSJ,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
LZTJISO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LZTJIOS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LZTJSIO,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LZTJSOI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LZTJOIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LZTJOSI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LZTSIJO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
