sequence,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFagBRcBulBF?iB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUdBFhBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFUbBRcB6mBO?nBllBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeT6IvhF2gBRcBFiBC?lB0mBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhF0fB6lB/mBF?iBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jei6IvhFRcB3gBFiBW?qB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFRbBUdBFhBS?qBzmBeqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jey/IvhF5gB/mBFiB0?fBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUhBFiBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFVhBUdB6kB2?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex/IvhF/mBFiB0fB6?lBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeKBJvhFxfBFiBGlBX?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeR8IvhFFiBGlB0mB/?kBilBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFygBFiBxlBu?pBcqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2AJvhF6kBFiBxlB3?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jem6IvhF5gBicB0fB1?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFlcB0fB6lB2?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFFiBfqBxlB8?lBzmBCqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhF5gBOhBViB8?pBzmBaqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFFiBxlB8lBe?qBCqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeU9IvhF6kBZlBXhBz?mBulBlpB
TLOSZJI,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLOZIJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLOZISJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
TLOZJIS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLOZJSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TLOZSIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
TLOZSJI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJILSZO,O,X,O,X,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X
TJILSOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TJILZSO,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJILZOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJILOSZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJILOZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJISLZO,O,O,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X,O,X
TJISLOZ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TJISZLO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
TJISZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TJISOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TJIZLSO,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJIZLOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJIZSLO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
TJIZSOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIZOLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJIZOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIOLSZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
TJIOLZS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJIOSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJIOZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJLISZO,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
TJLISOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLIZSO,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJLIZOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJLIOSZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJLIOZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJLSIZO,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X
TJLSIOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TJLSZOI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJLZIOS,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJLZSIO,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
TJLZSOI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJLZOIS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJLZOSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJLOIZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJLOSIZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJLOSZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJLOZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJLOZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJSILZO,O,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X
TJSILOZ,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJSIZLO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
TJSIZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TJSIOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TJSLIZO,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X
TJSLIOZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TJSLZOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
TJSZIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSZLIO,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TJSZLOI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSOLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSOLZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJSOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSOZLI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZILSO,O,O,X,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
TJZILOS,O,O,X,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
TJZISLO,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X
TJZISOL,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TJZIOLS,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X
TJZIOSL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TJZLISO,O,O,O,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
TJZLIOS,O,O,X,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
TJZLSIO,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X
TJZLSOI,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TJZLOIS,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X
TJZLOSI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZSILO,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O,O,O,X,X,X
TJZSIOL,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
TJZSLIO,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X
TJZSLOI,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZSOIL,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZSOLI,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZOILS,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X
TJZOISL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
TJZOLIS,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X
TJZOLSI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJZOSIL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TJZOSLI,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TJOILSZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJOILZS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJOISLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOIZSL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOLISZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJOLIZS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJOLSIZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOLSZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOLZIS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOLZSI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOSILZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJOSLIZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOSLZI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TJOSZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOSZLI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TJOZILS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOZISL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOZLIS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOZLSI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOZSIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TJOZSLI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
TSILJZO,O,O,O,O,X,X,X,O,O,X,O,O,X,O,O,X,X,O,X,O,X
TSILJOZ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TSILZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
TSILZOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSILOJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSILOZJ,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
TSIJLZO,O,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X
TSIJLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TSIJZLO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X
TSIJZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TSIJOLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TSIZLJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
TSIZLOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TSIZJLO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
TSIZJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TSIZOLJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TSIZOJL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
TSIOLJZ,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSIOLZJ,O,X,X,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
TSIOJLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
TSIOZLJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TSIOZJL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
TSLIJZO,O,O,O,O,X,X,X,O,O,O,O,O,X,O,O,X,X,O,X,O,X
TSLIJOZ,O,O,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TSLIZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
TSLIZOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLIOJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSLIOZJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
TSLJIZO,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
TSLJIOZ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLZIOJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLZJOI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TSLOJIZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLOZJI,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSJILZO,O,O,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,O,X,O,X
TSJILOZ,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJIZLO,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X
TSJIZOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
TSJIOLZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
TSJLIZO,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
TSJLIOZ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TSJZIOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJZLIO,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TSJOLIZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
TSZILOJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
TSZIJLO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
TSZIJOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TSZIOLJ,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
TSZIOJL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,X
TSZLIJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZLIOJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZLJOI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
TSZJIOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TSZJLIO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZJLOI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TSZOIJL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TSZOLIJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSZOLJI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSZOJIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZOJLI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSOILJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSOILZJ,O,O,X,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
TSOIJLZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X
TSOIZLJ,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X
TSOIZJL,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X
TSOLIJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TSOLJIZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
TSOLZIJ,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TSOLZJI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
TSOJILZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
TSOJLIZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
TSOJZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOJZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
TSOZILJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X
TSOZIJL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
TSOZLIJ,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TSOZLJI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
TSOZJIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
TSOZJLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
TZILJSO,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
TZILJOS,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
TZILSJO,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZILSOJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZILOJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZILOSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZIJLSO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
TZIJLOS,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
TZIJSLO,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
