sequence,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?GiBllBasBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?CiBllBOsBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhF6iBTeB?+mBZnBllB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhF6iBTeB?+mBZnBllBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGdBTeB?ZmBUiB6qBfsB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jem7IvhFRdBSjB?1lBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxdBzhB?CjBllBmrBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhFxdBzhB?CjBllBmrB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeT8IvhFGeB3iB?llBcrBZnB6qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeBylB?RiBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je5BJvhFTeBylB?cnBfrBOsBlqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeB3iB?xlB0mBzqBasB
JLSZITO,O,O,X,X,O,O,X,X,X,O,X,X
JLSZIOT,O,O,X,X,O,O,X,X,X,X,X,X
JLSZOTI,O,O,X,X,O,O,X,X,X,X,X,X
JLSZOIT,O,O,X,X,O,O,X,X,X,X,X,X
JLSOTIZ,O,O,X,X,O,X,O,O,X,O,X,O
JLSOTZI,O,O,X,X,O,X,O,O,X,X,X,X
JLSOITZ,O,O,O,X,O,X,O,O,X,O,X,O
JLSOIZT,O,O,O,X,O,X,X,O,X,O,X,O
JLSOZTI,O,O,X,X,O,O,X,O,X,X,X,X
JLSOZIT,O,O,X,X,O,O,X,O,X,X,X,X
JLZTISO,O,O,X,X,X,O,X,X,X,O,X,X
JLZTIOS,O,O,X,X,X,X,O,X,X,X,X,X
JLZTSIO,O,O,X,X,X,O,X,X,O,O,X,X
JLZTSOI,O,O,X,X,X,O,O,X,O,X,X,X
JLZTOIS,O,O,X,X,X,X,O,O,X,X,X,X
JLZTOSI,O,O,X,X,X,X,O,O,X,X,X,X
JLZITSO,X,X,X,X,X,O,X,X,X,O,X,X
JLZITOS,O,O,X,X,X,X,X,X,X,X,X,X
JLZISTO,O,O,X,X,X,X,X,X,X,X,O,X
JLZISOT,O,O,X,X,X,X,X,X,X,X,O,X
JLZIOTS,O,O,X,X,X,X,O,O,X,X,X,X
JLZIOST,O,O,X,X,X,X,X,O,X,X,O,X
JLZSTIO,O,O,X,X,X,X,X,X,O,O,X,X
JLZSTOI,O,O,X,X,X,X,X,X,O,X,X,X
JLZSITO,O,O,X,X,X,X,X,X,X,O,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X,X,X,X
JLZOTIS,O,O,X,X,X,X,O,O,X,X,X,X
JLZOTSI,O,O,X,X,X,X,O,O,X,X,X,X
JLZOITS,O,O,X,X,X,X,O,O,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,O,X,X,O,X
JLZOSTI,O,O,X,X,X,X,X,O,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,O,X,X,X,X
JLOTISZ,O,O,O,O,O,O,O,O,X,O,X,O
JLOTIZS,O,O,O,O,X,O,O,O,X,O,X,X
JLOTSIZ,O,O,O,X,O,O,O,O,X,O,X,O
JLOTSZI,O,O,X,X,O,O,O,O,X,O,X,X
JLOTZIS,O,O,X,O,X,O,O,O,X,O,X,X
JLOTZSI,O,O,X,X,X,O,O,O,X,O,X,X
JLOITSZ,O,O,O,O,O,O,O,O,X,O,X,O
JLOITZS,O,O,O,O,X,O,O,O,X,O,X,X
JLOISTZ,O,O,O,O,O,X,O,O,X,O,X,O
JLOISZT,O,O,O,X,O,X,X,O,X,O,X,O
JLOIZTS,O,O,O,O,X,X,O,O,X,O,X,X
JLOIZST,O,O,O,X,X,X,X,O,X,X,O,X
JLOSTIZ,O,O,X,X,O,X,O,O,X,O,X,O
JLOSTZI,O,O,X,X,O,X,O,O,X,O,X,X
JLOSITZ,O,O,O,X,O,X,O,O,X,O,X,O
JLOSIZT,O,O,O,X,O,X,X,O,X,O,X,O
JLOSZTI,O,O,X,X,O,O,X,O,X,O,X,X
JLOSZIT,O,O,X,X,O,O,X,O,X,O,X,X
JLOZTIS,O,O,X,X,X,X,O,O,X,O,X,X
JLOZTSI,O,O,X,X,X,X,O,O,X,O,X,X
JLOZITS,O,O,X,X,X,X,O,O,X,O,X,X
JLOZIST,O,O,X,X,X,X,X,O,X,X,O,X
JLOZSTI,O,O,X,X,X,X,X,O,X,O,X,X
JLOZSIT,O,O,X,X,X,X,X,O,X,O,X,X
JSTILZO,O,O,O,O,X,O,X,X,X,O,X,X
JSTILOZ,O,O,O,O,X,O,X,X,X,O,X,X
JSTIZLO,O,O,O,O,O,O,X,X,X,X,X,X
JSTIZOL,O,O,O,O,O,O,X,X,X,X,X,X
JSTIOLZ,O,O,O,O,X,X,X,O,X,O,X,O
JSTIOZL,O,O,O,O,O,X,X,X,X,X,X,O
JSTLIZO,O,O,O,X,X,O,X,X,X,O,X,X
JSTLIOZ,O,O,O,X,X,O,X,X,X,O,X,X
JSTLZIO,O,O,X,X,X,O,X,X,X,O,X,X
JSTLZOI,O,O,X,X,X,O,O,X,X,X,X,X
JSTLOIZ,O,O,O,X,X,O,O,O,X,O,X,X
JSTLOZI,O,O,X,X,X,O,O,O,X,X,X,X
JSTZILO,O,O,O,O,X,O,X,X,O,X,X,X
JSTZIOL,O,O,O,O,O,O,X,X,O,X,X,X
JSTZLIO,O,O,X,X,X,O,X,X,O,X,X,X
JSTZLOI,O,O,X,X,O,O,O,X,O,X,X,X
JSTZOIL,O,O,O,O,O,O,X,X,O,X,X,X
JSTZOLI,O,O,X,X,O,O,O,O,O,X,X,X
JSTOILZ,O,O,O,O,X,X,X,O,X,O,X,O
JSTOIZL,O,O,O,O,O,X,X,X,X,X,X,O
JSTOLIZ,O,O,O,X,X,O,O,O,X,O,X,O
JSTOLZI,O,O,X,X,X,O,O,O,X,O,X,X
JSTOZIL,O,O,O,O,O,O,X,X,X,X,X,O
JSTOZLI,O,O,X,X,O,O,O,O,X,X,X,X
JSITLZO,O,O,O,O,X,X,X,X,X,O,X,X
JSITLOZ,O,O,O,O,X,X,X,X,X,O,X,X
JSITZLO,O,O,O,O,O,X,X,X,X,X,X,X
JSITZOL,O,O,O,O,O,X,X,X,X,X,X,X
JSITOLZ,O,O,O,O,X,X,X,X,X,O,X,O
JSITOZL,O,O,O,O,O,X,X,X,X,X,X,O
JSILTZO,O,O,O,O,X,X,X,X,X,O,X,X
JSILTOZ,O,O,O,O,X,X,X,X,X,O,X,X
JSILZTO,O,O,X,X,X,X,X,X,X,O,X,X
JSILZOT,O,O,O,X,X,X,X,X,X,X,X,X
JSILOTZ,O,O,O,O,X,X,X,X,X,O,X,O
JSILOZT,O,O,O,X,X,X,X,X,X,O,X,O
JSIZTLO,X,O,X,X,O,X,X,X,O,X,X,X
JSIZTOL,O,O,X,X,O,X,X,X,O,X,X,X
JSIZLTO,X,O,X,X,O,X,X,X,X,O,X,X
JSIZLOT,O,O,O,X,O,X,X,X,X,X,X,X
JSIZOTL,O,O,X,X,O,X,X,X,X,X,X,O
JSIZOLT,O,O,O,X,O,X,X,X,X,O,X,O
JSIOTLZ,O,O,O,O,X,X,X,X,X,O,X,O
JSIOTZL,O,O,O,O,O,X,X,X,X,X,X,O
JSIOLTZ,O,O,O,O,X,X,X,X,X,O,X,O
JSIOLZT,O,O,O,X,X,X,X,X,X,O,X,O
JSIOZTL,O,O,X,X,O,X,X,X,X,X,X,O
JSIOZLT,O,O,O,X,O,X,X,X,X,O,X,O
JSLTIZO,O,O,X,X,O,O,X,X,X,O,X,X
JSLTIOZ,O,O,X,X,O,O,X,X,X,O,X,X
JSLTZIO,O,O,X,X,O,O,X,X,X,O,X,X
JSLTZOI,O,O,X,X,O,O,O,X,X,X,X,X
JSLTOIZ,O,O,X,X,O,O,O,O,X,O,X,X
JSLTOZI,O,O,X,X,O,O,O,O,X,X,X,X
JSLITZO,O,O,X,X,O,O,X,X,X,O,X,X
JSLITOZ,O,O,O,X,O,O,X,X,X,O,X,X
JSLIZTO,O,O,X,X,O,X,X,X,X,O,X,X
JSLIZOT,O,O,O,X,O,X,X,X,X,X,X,X
JSLIOTZ,O,O,O,X,O,X,O,O,X,O,X,O
JSLIOZT,O,O,O,X,O,X,X,O,X,O,X,O
JSLZTIO,O,O,X,X,O,O,X,X,O,O,X,X
JSLZTOI,O,O,X,X,O,O,X,X,O,X,X,X
JSLZITO,O,O,X,X,O,O,X,X,X,O,X,X
JSLZIOT,O,O,X,X,O,O,X,X,X,X,X,X
JSLZOTI,O,O,X,X,O,O,X,X,X,X,X,X
JSLZOIT,O,O,X,X,O,O,X,X,X,X,X,X
JSLOTIZ,O,O,X,X,O,X,O,O,X,O,X,O
JSLOTZI,O,O,X,X,O,X,O,O,X,X,X,X
JSLOITZ,O,O,O,X,O,X,O,O,X,O,X,O
JSLOIZT,O,O,O,X,O,X,X,O,X,O,X,O
JSLOZTI,O,O,X,X,O,O,X,O,X,X,X,X
JSLOZIT,O,O,X,X,O,O,X,O,X,X,X,X
JSZTILO,O,O,X,X,O,O,X,X,O,X,X,X
JSZTIOL,O,O,X,X,O,O,X,X,O,X,X,X
JSZTLIO,O,O,X,X,O,O,X,X,O,X,X,X
JSZTLOI,O,O,X,X,O,O,X,X,O,X,X,X
JSZTOIL,O,O,X,X,O,O,X,X,O,X,X,X
JSZTOLI,O,O,X,X,O,O,X,X,O,X,X,X
JSZITLO,X,O,X,X,O,O,X,X,O,X,X,X
JSZITOL,O,O,X,X,O,O,X,X,O,X,X,X
JSZILTO,X,O,X,X,O,O,X,X,X,O,X,X
JSZILOT,O,O,O,X,O,O,X,X,X,X,X,X
JSZIOTL,O,O,X,X,O,O,X,X,X,X,X,O
JSZIOLT,O,O,O,X,O,O,X,X,X,O,X,O
JSZLTIO,O,O,X,X,O,O,X,X,O,O,X,X
JSZLTOI,O,O,X,X,O,O,X,X,O,X,X,X
JSZLITO,O,O,X,X,O,O,X,X,X,O,X,X
JSZLIOT,O,O,X,X,O,O,X,X,X,X,X,X
JSZLOTI,O,O,X,X,O,O,X,X,X,X,X,X
JSZLOIT,O,O,X,X,O,O,X,X,X,X,X,X
JSZOTIL,O,O,X,X,O,O,X,X,O,X,X,O
JSZOTLI,O,O,X,X,O,O,X,X,O,X,X,X
JSZOITL,O,O,X,X,O,O,X,X,X,X,X,O
JSZOILT,O,O,O,X,O,O,X,X,X,O,X,O
JSZOLTI,O,O,X,X,O,O,X,X,X,X,X,X
JSZOLIT,O,O,X,X,O,O,X,X,X,X,X,X
JSOTILZ,O,O,O,O,X,X,X,O,X,O,X,O
JSOTIZL,O,O,O,O,O,X,X,X,X,X,X,O
JSOTLIZ,O,O,O,X,X,X,O,O,X,O,X,O
JSOTLZI,O,O,X,X,X,X,O,O,X,O,X,X
JSOTZIL,O,O,O,O,O,X,X,X,X,X,X,O
JSOTZLI,O,O,X,X,O,X,O,O,X,X,X,X
JSOITLZ,O,O,O,O,X,X,X,X,X,O,X,O
JSOITZL,O,O,O,O,O,X,X,X,X,X,X,O
JSOILTZ,O,O,O,O,X,X,X,O,X,O,X,O
JSOILZT,O,O,O,X,X,X,X,O,X,O,X,O
JSOIZTL,O,O,X,X,O,X,X,X,X,X,X,O
JSOIZLT,O,O,O,X,O,X,X,X,X,O,X,O
JSOLTIZ,O,O,X,X,O,X,O,O,X,O,X,O
JSOLTZI,O,O,X,X,O,X,O,O,X,O,X,X
JSOLITZ,O,O,O,X,O,X,O,O,X,O,X,O
JSOLIZT,O,O,O,X,O,X,X,O,X,O,X,O
JSOLZTI,O,O,X,X,O,O,X,O,X,O,X,X
JSOLZIT,O,O,X,X,O,O,X,O,X,O,X,X
JSOZTIL,O,O,X,X,O,O,X,X,O,X,X,O
JSOZTLI,O,O,X,X,O,O,X,X,O,X,X,X
JSOZITL,O,O,X,X,O,O,X,X,X,X,X,O
JSOZILT,O,O,O,X,O,O,X,X,X,O,X,O
JSOZLTI,O,O,X,X,O,O,X,O,X,X,X,X
JSOZLIT,O,O,X,X,O,O,X,O,X,X,X,X
JZTILSO,X,O,O,O,X,X,X,X,X,X,X,X
JZTILOS,O,O,O,O,X,X,O,X,X,X,X,X
JZTISLO,X,O,O,O,X,X,X,X,O,X,X,X
JZTISOL,O,O,O,O,X,X,X,X,O,X,X,X
JZTIOLS,O,O,O,O,X,X,O,X,X,X,X,X
JZTIOSL,O,O,O,O,X,X,X,X,X,X,X,X
JZTLISO,O,O,X,O,X,O,X,X,X,O,X,X
JZTLIOS,O,O,X,O,X,X,O,X,X,X,X,X
JZTLSIO,O,O,X,X,X,O,X,X,O,O,X,X
JZTLSOI,O,O,X,X,X,O,O,X,O,X,X,X
JZTLOIS,O,O,X,O,X,X,O,O,X,X,X,X
JZTLOSI,O,O,X,X,X,X,O,O,X,X,X,X
JZTSILO,X,O,O,O,X,O,X,X,O,X,X,X
JZTSIOL,O,O,O,O,X,O,X,X,O,X,X,X
JZTSLIO,X,O,X,X,X,O,X,X,O,X,X,X
JZTSLOI,X,O,X,X,X,O,O,X,O,X,X,X
JZTSOIL,O,O,O,O,X,O,X,X,O,X,X,X
JZTSOLI,O,O,X,X,X,O,O,O,O,X,X,X
JZTOILS,O,O,O,O,X,X,O,X,X,X,X,X
JZTOISL,O,O,O,O,X,X,X,X,X,X,X,O
JZTOLIS,O,O,X,O,X,X,O,O,X,O,X,X
JZTOLSI,O,O,X,X,X,X,O,O,X,O,X,X
JZTOSIL,O,O,O,O,X,X,X,X,O,X,X,O
JZTOSLI,O,O,X,X,X,X,O,O,O,X,X,X
JZITLSO,X,X,O,O,X,X,X,X,X,X,X,X
JZITLOS,O,O,O,O,X,X,X,X,X,X,X,X
JZITSLO,X,X,O,O,X,X,X,X,O,X,X,X
JZITSOL,X,X,O,O,X,X,X,X,O,X,X,X
JZITOLS,O,O,O,O,X,X,X,X,X,X,X,X
JZITOSL,O,O,O,O,X,X,X,X,X,X,X,X
JZILTSO,X,X,O,O,X,X,X,X,X,O,X,X
JZILTOS,O,O,O,O,X,X,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,X,X,X,X,O,X
JZILSOT,O,O,O,X,X,X,X,X,X,X,O,X
JZILOTS,O,O,O,O,X,X,X,X,X,X,X,X
JZILOST,O,O,O,X,X,X,X,X,X,X,O,X
JZISTLO,X,X,X,X,X,X,X,X,O,X,X,X
JZISTOL,O,X,X,X,X,X,X,X,O,X,X,X
JZISLTO,X,X,X,X,X,X,X,X,X,O,X,X
JZISLOT,O,O,O,X,X,X,X,X,X,X,X,X
JZISOTL,O,X,X,X,X,X,X,X,X,X,X,O
JZISOLT,O,O,O,X,X,X,X,X,X,O,X,O
JZIOTLS,O,O,O,O,X,X,X,X,X,X,X,X
JZIOTSL,O,O,O,O,X,X,X,X,X,X,X,X
JZIOLTS,O,O,O,O,X,X,X,X,X,O,X,X
JZIOLST,O,O,O,X,X,X,X,X,X,X,O,X
JZIOSTL,O,O,X,X,X,X,X,X,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X,X,X,X,X,X
JZLTISO,O,O,X,X,X,O,X,X,X,O,X,X
JZLTIOS,O,O,X,X,X,X,O,X,X,X,X,X
JZLTSIO,O,O,X,X,X,O,X,X,O,O,X,X
JZLTSOI,O,O,X,X,X,O,O,X,O,X,X,X
JZLTOIS,O,O,X,X,X,X,O,O,X,X,X,X
JZLTOSI,O,O,X,X,X,X,O,O,X,X,X,X
JZLITSO,X,X,X,X,X,O,X,X,X,O,X,X
JZLITOS,O,O,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X,X,X,O,X
JZLISOT,O,O,X,X,X,X,X,X,X,X,O,X
JZLIOTS,O,O,X,X,X,X,O,O,X,X,X,X
JZLIOST,O,O,X,X,X,X,X,O,X,X,O,X
JZLSTIO,O,O,X,X,X,X,X,X,O,O,X,X
JZLSTOI,O,O,X,X,X,X,X,X,O,X,X,X
JZLSITO,O,O,X,X,X,X,X,X,X,O,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,O,X,X,X,X,O,O,X,X,X,X
JZLOTSI,O,O,X,X,X,X,O,O,X,X,X,X
JZLOITS,O,O,X,X,X,X,O,O,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,O,X,X,O,X
JZLOSTI,O,O,X,X,X,X,X,O,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,O,X,X,X,X
JZSTILO,O,O,X,X,X,X,X,X,O,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X,O,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X,O,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X,O,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X,O,X,X,X
JZSTOLI,O,O,X,X,X,X,X,X,O,X,X,X
JZSITLO,X,O,X,X,X,X,X,X,O,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,O,X,X,X
JZSILTO,X,O,X,X,X,X,X,X,X,O,X,X
JZSILOT,O,O,O,X,X,X,X,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X,X,X,X,O
JZSIOLT,O,O,O,X,X,X,X,X,X,O,X,O
JZSLTIO,O,O,X,X,X,X,X,X,O,O,X,X
JZSLTOI,O,O,X,X,X,X,X,X,O,X,X,X
JZSLITO,O,O,X,X,X,X,X,X,X,O,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,X,O,X,X,O
JZSOTLI,O,O,X,X,X,X,X,X,O,X,X,X
JZSOITL,O,O,X,X,X,X,X,X,X,X,X,O
JZSOILT,O,O,O,X,X,X,X,X,X,O,X,O
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,X,X,O,X,X,X,X,X
JZOTISL,O,O,O,O,X,X,X,X,X,X,X,O
JZOTLIS,O,O,X,O,X,X,O,O,X,O,X,X
JZOTLSI,O,O,X,X,X,X,O,O,X,O,X,X
JZOTSIL,O,O,O,O,X,X,X,X,O,X,X,O
JZOTSLI,O,O,X,X,X,X,O,O,O,X,X,X
JZOITLS,O,O,O,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,O,O,X,X,X,X,X,X,X,O
JZOILTS,O,O,O,O,X,X,X,X,X,O,X,X
JZOILST,O,O,O,X,X,X,X,X,X,X,O,X
JZOISTL,O,O,X,X,X,X,X,X,X,X,X,O
JZOISLT,O,O,O,X,X,X,X,X,X,X,X,O
JZOLTIS,O,O,X,X,X,X,O,O,X,O,X,X
JZOLTSI,O,O,X,X,X,X,O,O,X,O,X,X
JZOLITS,O,O,X,X,X,X,O,O,X,O,X,X
JZOLIST,O,O,X,X,X,X,X,O,X,X,O,X
JZOLSTI,O,O,X,X,X,X,X,O,X,O,X,X
JZOLSIT,O,O,X,X,X,X,X,O,X,O,X,X
JZOSTIL,O,O,X,X,X,X,X,X,O,X,X,O
JZOSTLI,O,O,X,X,X,X,X,X,O,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,X,X,O
JZOSILT,O,O,O,X,X,X,X,X,X,O,X,O
JZOSLTI,O,O,X,X,X,X,X,O,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,O,X,X,X,X
JOTILSZ,O,O,O,O,X,O,O,O,X,O,X,O
JOTILZS,O,O,O,O,X,O,O,O,X,O,X,X
JOTISLZ,X,X,O,O,X,O,X,O,X,X,X,O
JOTISZL,O,X,O,O,O,O,X,X,X,X,X,O
JOTIZLS,O,O,O,O,X,X,O,X,X,X,X,X
JOTIZSL,O,O,O,O,X,X,X,X,X,X,X,O
JOTLISZ,O,O,O,O,O,O,O,O,X,O,X,O
JOTLIZS,O,O,O,O,X,O,O,O,X,O,X,X
JOTLSIZ,O,O,O,X,O,O,O,O,X,O,X,O
JOTLSZI,O,O,X,X,O,O,O,O,X,O,X,X
JOTLZIS,O,O,X,O,X,O,O,O,X,O,X,X
JOTLZSI,O,O,X,X,X,O,O,O,X,O,X,X
JOTSILZ,O,O,O,O,X,O,X,O,X,O,X,O
JOTSIZL,O,O,O,O,O,O,X,X,X,X,X,O
JOTSLIZ,O,O,O,X,X,O,O,O,X,O,X,O
JOTSLZI,O,O,X,X,X,O,O,O,X,O,X,X
JOTSZIL,O,O,O,O,O,O,X,X,X,X,X,O
JOTSZLI,O,O,X,X,O,O,O,O,X,X,X,X
JOTZILS,O,O,O,O,X,X,O,X,X,X,X,X
JOTZISL,O,O,O,O,X,X,X,X,X,X,X,O
JOTZLIS,O,O,X,O,X,O,O,O,X,O,X,X
JOTZLSI,O,O,X,X,X,O,O,O,X,O,X,X
JOTZSIL,O,O,O,O,X,O,X,X,X,X,X,O
JOTZSLI,O,O,X,X,X,O,O,O,X,X,X,X
JOITLSZ,O,O,O,O,X,X,O,O,X,O,X,O
JOITLZS,O,O,O,O,X,X,O,O,X,O,X,X
JOITSLZ,X,X,O,O,X,X,X,O,X,X,X,O
JOITSZL,O,X,O,O,O,X,X,X,X,X,X,O
JOITZLS,O,O,O,O,X,X,O,X,X,X,X,X
JOITZSL,O,O,O,O,X,X,X,X,X,X,X,O
JOILTSZ,O,O,O,O,X,X,O,O,X,O,X,O
JOILTZS,O,O,O,O,X,X,O,O,X,O,X,X
JOILSTZ,O,O,O,O,X,X,O,O,X,O,X,O
JOILSZT,O,O,O,X,X,X,X,O,X,O,X,O
JOILZTS,O,O,O,O,X,X,O,O,X,O,X,X
JOILZST,O,O,O,X,X,X,X,O,X,X,O,X
JOISTLZ,O,O,O,O,X,X,X,X,X,O,X,O
JOISTZL,O,O,O,O,O,X,X,X,X,X,X,O
JOISLTZ,O,O,O,O,X,X,X,O,X,O,X,O
JOISLZT,O,O,O,X,X,X,X,O,X,O,X,O
JOISZTL,O,O,X,X,O,X,X,X,X,X,X,O
JOISZLT,O,O,O,X,O,X,X,X,X,O,X,O
JOIZTLS,O,O,O,O,X,X,X,X,X,X,X,X
JOIZTSL,O,X,O,O,X,X,X,X,X,X,X,O
JOIZLTS,O,O,O,O,X,X,X,X,X,O,X,X
JOIZLST,O,O,O,X,X,X,X,X,X,X,O,X
JOIZSTL,O,X,X,X,X,X,X,X,X,X,X,O
JOIZSLT,O,O,O,X,X,X,X,X,X,X,X,O
JOLTISZ,O,O,O,O,O,O,O,O,X,O,X,O
JOLTIZS,O,O,O,O,X,O,O,O,X,O,X,X
JOLTSIZ,O,O,O,X,O,O,O,O,X,O,X,O
JOLTSZI,O,O,X,X,O,O,O,O,X,O,X,X
JOLTZIS,O,O,X,O,X,O,O,O,X,O,X,X
JOLTZSI,O,O,X,X,X,O,O,O,X,O,X,X
JOLITSZ,O,O,O,O,O,O,O,O,X,O,X,O
JOLITZS,O,O,O,O,X,O,O,O,X,O,X,X
JOLISTZ,O,O,O,O,O,X,O,O,X,O,X,O
JOLISZT,O,O,O,X,O,X,X,O,X,O,X,O
JOLIZTS,O,O,O,O,X,X,O,O,X,O,X,X
JOLIZST,O,O,O,X,X,X,X,O,X,X,O,X
JOLSTIZ,O,O,X,X,O,X,O,O,X,O,X,O
JOLSTZI,O,O,X,X,O,X,O,O,X,O,X,X
JOLSITZ,O,O,O,X,O,X,O,O,X,O,X,O
JOLSIZT,O,O,O,X,O,X,X,O,X,O,X,O
JOLSZTI,O,O,X,X,O,O,X,O,X,O,X,X
JOLSZIT,O,O,X,X,O,O,X,O,X,O,X,X
JOLZTIS,O,O,X,X,X,X,O,O,X,O,X,X
JOLZTSI,O,O,X,X,X,X,O,O,X,O,X,X
JOLZITS,O,O,X,X,X,X,O,O,X,O,X,X
JOLZIST,O,O,X,X,X,X,X,O,X,X,O,X
JOLZSTI,O,O,X,X,X,X,X,O,X,O,X,X
JOLZSIT,O,O,X,X,X,X,X,O,X,O,X,X
JOSTILZ,O,O,O,O,X,X,X,O,X,O,X,O
JOSTIZL,O,O,O,O,O,X,X,X,X,X,X,O
JOSTLIZ,O,O,O,X,X,X,O,O,X,O,X,O
JOSTLZI,O,O,X,X,X,X,O,O,X,O,X,X
JOSTZIL,O,O,O,O,O,X,X,X,X,X,X,O
JOSTZLI,O,O,X,X,O,X,O,O,X,X,X,X
JOSITLZ,O,O,O,O,X,X,X,X,X,O,X,O
JOSITZL,O,O,O,O,O,X,X,X,X,X,X,O
JOSILTZ,O,O,O,O,X,X,X,O,X,O,X,O
JOSILZT,O,O,O,X,X,X,X,O,X,O,X,O
JOSIZTL,O,O,X,X,O,X,X,X,X,X,X,O
JOSIZLT,O,O,O,X,O,X,X,X,X,O,X,O
JOSLTIZ,O,O,X,X,O,X,O,O,X,O,X,O
JOSLTZI,O,O,X,X,O,X,O,O,X,O,X,X
JOSLITZ,O,O,O,X,O,X,O,O,X,O,X,O
JOSLIZT,O,O,O,X,O,X,X,O,X,O,X,O
JOSLZTI,O,O,X,X,O,O,X,O,X,O,X,X
JOSLZIT,O,O,X,X,O,O,X,O,X,O,X,X
JOSZTIL,O,O,X,X,O,O,X,X,O,X,X,O
JOSZTLI,O,O,X,X,O,O,X,X,O,X,X,X
JOSZITL,O,O,X,X,O,O,X,X,X,X,X,O
JOSZILT,O,O,O,X,O,O,X,X,X,O,X,O
JOSZLTI,O,O,X,X,O,O,X,O,X,X,X,X
JOSZLIT,O,O,X,X,O,O,X,O,X,X,X,X
JOZTILS,O,O,O,O,X,X,O,X,X,X,X,X
JOZTISL,O,O,O,O,X,X,X,X,X,X,X,O
JOZTLIS,O,O,X,O,X,X,O,O,X,O,X,X
JOZTLSI,O,O,X,X,X,X,O,O,X,O,X,X
JOZTSIL,O,O,O,O,X,X,X,X,O,X,X,O
JOZTSLI,O,O,X,X,X,X,O,O,O,X,X,X
JOZITLS,O,O,O,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,O,O,X,X,X,X,X,X,X,O
JOZILTS,O,O,O,O,X,X,X,X,X,O,X,X
JOZILST,O,O,O,X,X,X,X,X,X,X,O,X
JOZISTL,O,O,X,X,X,X,X,X,X,X,X,O
JOZISLT,O,O,O,X,X,X,X,X,X,X,X,O
JOZLTIS,O,O,X,X,X,X,O,O,X,O,X,X
JOZLTSI,O,O,X,X,X,X,O,O,X,O,X,X
JOZLITS,O,O,X,X,X,X,O,O,X,O,X,X
JOZLIST,O,O,X,X,X,X,X,O,X,X,O,X
JOZLSTI,O,O,X,X,X,X,X,O,X,O,X,X
JOZLSIT,O,O,X,X,X,X,X,O,X,O,X,X
JOZSTIL,O,O,X,X,X,X,X,X,O,X,X,O
JOZSTLI,O,O,X,X,X,X,X,X,O,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,X,O
JOZSILT,O,O,O,X,X,X,X,X,X,O,X,O
JOZSLTI,O,O,X,X,X,X,X,O,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,O,X,X,X,X
STILJZO,O,O,X,X,X,O,X,X,X,O,X,X
