sequence,v115@zgB8HeB8HeD8FeC8EeH8AeC8Je2AJvhFRcBCeBUiBT?jBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei7IvhFzdB+jBRhBU?iBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFxcB6jBemBF?iB8nBfsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhF/hBGdB6jBZ?nB8sBVwB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Je2AJvhFTdB6jB8nBR?rBfsBFrB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jex8IvhFXeBmgBzhBS?oB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeyAJvhFGdBTeB3hBx?nB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jex7IvhFXdB6jB2mBz?iB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFxcB8iB+jBy?mBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei7IvhFFdBTeBXmBx?nBGmBcsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFUeBxhBmhBS?oBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeOCJvhFXeBxgBSoBT?hB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei9IvhF+jBxgB3iBT?hB0lBFsB
JILSZTO,O,X,O,X,O,X,X,X,X,O,X,O,O
JILSZOT,O,O,O,X,O,X,O,X,X,O,X,X,X
JILSOTZ,O,O,O,X,X,X,O,X,X,O,X,O,O
JILSOZT,O,O,O,X,X,X,O,X,X,O,X,X,X
JILZTSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JILZTOS,X,X,O,X,X,X,X,X,X,X,X,X,X
JILZSTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JILZSOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JILZOTS,X,O,O,X,X,X,X,X,X,X,X,X,X
JILZOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JILOTSZ,O,O,O,X,X,X,O,X,X,X,X,X,X
JILOTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JILOSTZ,O,O,O,X,X,X,O,X,X,O,X,X,X
JILOSZT,O,O,O,X,X,X,O,X,X,O,X,X,X
JILOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JILOZST,O,O,O,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,X,X,X,O,X,X,O,X,X,O
JISTLOZ,O,O,O,X,X,X,O,X,X,O,X,X,O
JISTZLO,O,O,O,X,X,X,O,X,X,O,X,X,O
JISTZOL,O,O,O,X,X,X,O,X,X,O,X,X,X
JISTOLZ,O,O,O,X,X,O,O,X,X,O,X,X,O
JISTOZL,O,O,O,X,X,X,O,X,X,O,X,X,X
JISLTZO,O,O,X,X,X,X,X,X,X,O,X,X,O
JISLTOZ,O,O,O,X,X,X,O,X,X,O,X,X,O
JISLZTO,O,X,O,X,O,X,X,X,X,O,X,X,O
JISLZOT,O,O,O,X,O,X,O,X,X,O,X,X,X
JISLOTZ,O,O,O,X,X,X,O,X,X,O,X,X,O
JISLOZT,O,O,O,X,X,X,O,X,X,O,X,X,X
JISZTLO,O,X,O,X,O,X,X,X,X,O,X,X,X
JISZTOL,O,X,O,X,O,X,X,X,X,O,X,X,X
JISZLTO,O,X,O,X,O,X,X,X,X,O,X,X,O
JISZLOT,O,O,O,X,O,X,O,X,X,O,X,X,X
JISZOTL,O,X,O,X,O,X,X,X,X,O,X,X,X
JISZOLT,O,O,O,X,O,X,O,X,X,O,X,X,X
JISOTLZ,O,O,O,X,X,X,O,X,X,O,X,X,X
JISOTZL,O,X,O,X,X,X,O,X,X,O,X,X,X
JISOLTZ,O,O,O,X,X,X,O,X,X,O,X,X,O
JISOLZT,O,O,O,X,X,X,O,X,X,O,X,X,X
JISOZTL,O,X,O,X,X,X,X,X,X,O,X,X,X
JISOZLT,O,O,O,X,X,X,O,X,X,O,X,X,X
JIZTLSO,O,X,X,O,O,X,X,X,O,X,X,X,X
JIZTLOS,O,X,O,O,X,X,X,X,O,X,X,X,X
JIZTSLO,O,X,X,O,O,X,O,X,X,X,X,X,O
JIZTSOL,O,X,X,O,O,X,O,X,O,X,X,X,X
JIZTOLS,O,X,O,O,X,O,X,X,O,X,X,X,X
JIZTOSL,O,X,X,O,X,X,O,X,O,X,X,X,X
JIZLTSO,X,X,X,O,O,X,X,X,X,X,X,X,X
JIZLTOS,X,X,O,O,X,X,X,X,O,X,X,X,X
JIZLSTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZLSOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZLOTS,X,O,O,O,X,X,X,X,O,X,X,X,X
JIZLOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZSTLO,O,X,O,X,O,X,X,X,X,X,X,X,X
JIZSTOL,O,X,O,X,O,X,X,X,O,X,X,X,X
JIZSLTO,O,X,O,X,O,X,X,X,X,X,X,X,O
JIZSLOT,O,X,O,X,O,X,O,X,X,X,X,X,X
JIZSOTL,O,X,O,X,O,X,X,X,O,X,X,X,X
JIZSOLT,O,X,O,X,O,X,O,X,X,X,X,X,X
JIZOTLS,X,X,O,O,X,X,X,X,O,X,X,X,X
JIZOTSL,X,X,X,O,X,X,O,X,O,X,X,X,X
JIZOLTS,O,O,O,O,X,X,X,X,O,X,X,X,X
JIZOLST,O,O,O,X,O,X,X,X,X,X,X,X,X
JIZOSTL,X,X,O,X,O,X,X,X,O,X,X,X,X
JIZOSLT,X,X,O,X,O,X,O,X,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,O,O,X,X,X,X,X,X
JIOTLZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JIOTSLZ,O,O,O,X,X,O,O,X,X,X,X,X,O
JIOTSZL,X,O,O,O,X,X,O,X,X,X,X,X,X
JIOTZLS,O,O,O,O,X,O,X,X,O,X,X,X,X
JIOTZSL,O,X,X,O,X,X,O,X,O,X,X,X,X
JIOLTSZ,O,O,O,X,X,X,O,X,X,X,X,X,X
JIOLTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,O,X,X,O,X,X,X
JIOLSZT,O,O,O,X,X,X,O,X,X,O,X,X,X
JIOLZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,O,O,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,O,X,X,X,O,X,X,O,X,X,X
JIOSTZL,O,X,O,X,X,X,O,X,X,O,X,X,X
JIOSLTZ,O,O,O,X,X,X,O,X,X,O,X,X,O
JIOSLZT,O,O,O,X,X,X,O,X,X,O,X,X,X
JIOSZTL,O,X,O,X,X,X,X,X,X,O,X,X,X
JIOSZLT,O,O,O,X,X,X,O,X,X,O,X,X,X
JIOZTLS,X,X,O,O,X,X,X,X,O,X,X,X,X
JIOZTSL,X,X,X,O,X,X,O,X,O,X,X,X,X
JIOZLTS,O,O,O,O,X,X,X,X,O,X,X,X,X
JIOZLST,O,O,O,X,O,X,X,X,X,X,X,X,X
JIOZSTL,X,X,O,X,O,X,X,X,O,X,X,X,X
JIOZSLT,X,X,O,X,O,X,O,X,X,X,X,X,X
JLTISZO,X,X,X,X,X,X,X,O,X,X,X,O,O
JLTISOZ,X,O,X,X,X,O,X,O,X,X,X,O,O
JLTIZSO,O,X,X,X,O,X,X,O,O,X,X,O,X
JLTIZOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JLTIOSZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JLTIOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTSIZO,X,O,X,X,X,X,O,O,X,X,X,O,O
JLTSIOZ,X,O,O,X,X,O,O,O,X,X,X,O,O
JLTSZIO,X,O,O,O,X,X,O,O,O,X,X,O,O
JLTSZOI,X,O,O,O,X,O,X,X,O,X,X,X,X
JLTSOIZ,X,O,O,X,X,O,O,O,X,X,X,O,O
JLTSOZI,X,O,O,O,X,O,X,X,O,X,X,X,X
JLTZISO,O,X,X,O,O,X,X,O,O,X,X,O,X
JLTZIOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JLTZSIO,O,X,O,O,X,X,X,O,O,X,X,O,X
JLTZSOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JLTZOIS,O,O,O,O,X,O,X,X,O,X,X,X,X
JLTZOSI,O,X,O,O,X,O,X,X,O,X,X,X,X
JLTOISZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JLTOIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JLTOSIZ,O,O,O,X,X,O,X,O,X,X,X,O,X
JLTOSZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JLTOZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JLTOZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,X,X,X,X,O
JLITSOZ,X,O,X,X,X,O,X,X,X,X,X,X,O
JLITZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
JLITZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLITOSZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLITOZS,O,O,O,X,X,O,X,X,X,X,X,X,X
JLISTZO,O,O,X,X,X,X,X,X,X,O,X,O,O
JLISTOZ,O,O,O,X,X,O,X,X,X,O,X,O,O
JLISZTO,O,X,O,X,O,X,X,X,X,O,X,O,O
JLISZOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JLISOTZ,O,O,O,X,X,X,X,X,X,O,X,O,O
JLISOZT,O,O,O,X,X,X,X,X,X,O,X,X,X
JLIZTSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLIZTOS,X,X,O,X,X,X,X,X,X,X,X,X,X
JLIZSTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JLIZSOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JLIZOTS,X,O,O,X,X,X,X,X,X,X,X,X,X
JLIZOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JLIOTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,O,O,X,X,X,X,X,X,O,X,X,X
JLIOSZT,O,O,O,X,X,X,X,X,X,O,X,X,X
JLIOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLIOZST,O,O,O,X,O,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,X,X,X,X,X,X,X,X,O,O
JLSTIOZ,O,O,O,X,X,O,X,X,X,X,X,O,O
JLSTZIO,O,O,O,X,X,X,X,X,X,X,X,O,O
JLSTZOI,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,O,O,X,X,O,X,X,X,X,X,O,O
JLSTOZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X,X,O,X,O,O
JLSITOZ,O,O,O,X,X,O,X,X,X,O,X,O,O
JLSIZTO,O,X,O,X,O,X,X,X,X,O,X,O,O
JLSIZOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JLSIOTZ,O,O,O,X,X,X,X,X,X,O,X,O,O
JLSIOZT,O,O,O,X,X,X,X,X,X,O,X,X,X
JLSZTIO,O,O,O,X,X,X,X,X,X,X,X,O,O
JLSZTOI,X,O,O,X,X,O,X,X,X,X,X,X,X
JLSZITO,O,X,O,X,O,X,X,X,X,X,X,O,O
JLSZIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JLSZOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,O,X,X,X,X,X,O,O
JLSOTZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JLSOITZ,O,O,O,X,X,X,X,X,X,X,X,O,O
JLSOIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLZTISO,X,X,X,O,O,X,X,X,O,X,X,X,X
JLZTIOS,X,O,O,O,X,X,X,X,O,X,X,X,X
JLZTSIO,X,X,O,O,X,X,X,X,O,X,X,X,X
JLZTSOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JLZTOIS,X,O,O,O,X,O,X,X,O,X,X,X,X
JLZTOSI,X,X,O,O,X,O,X,X,O,X,X,X,X
JLZITSO,X,X,X,O,O,X,X,X,X,X,X,X,X
JLZITOS,X,X,O,O,X,X,X,X,O,X,X,X,X
JLZISTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JLZISOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JLZIOTS,X,O,O,O,X,X,X,X,O,X,X,X,X
JLZIOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JLZSTIO,X,O,O,X,X,X,X,X,X,X,X,X,X
JLZSTOI,X,O,O,X,X,O,X,X,X,X,X,X,X
JLZSITO,X,X,O,X,O,X,X,X,X,X,X,X,X
JLZSIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JLZSOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JLZSOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JLZOTIS,X,O,O,O,X,X,X,X,O,X,X,X,X
JLZOTSI,X,X,O,O,X,X,X,X,O,X,X,X,X
JLZOITS,X,O,O,O,X,X,X,X,O,X,X,X,X
JLZOIST,X,O,O,X,O,X,X,X,X,X,X,X,X
JLZOSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JLZOSIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JLOTISZ,O,O,O,X,X,O,X,O,X,X,X,X,X
JLOTIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOTSIZ,O,O,O,X,X,O,X,O,X,X,X,X,X
JLOTSZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JLOTZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JLOTZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JLOITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOITZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOISZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOIZST,O,O,O,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JLOSTZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JLOSITZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JLOZTIS,O,O,O,O,X,X,X,X,O,X,X,X,X
JLOZTSI,O,X,O,O,X,X,X,X,O,X,X,X,X
JLOZITS,O,O,O,O,X,X,X,X,O,X,X,X,X
JLOZIST,O,O,O,X,O,X,X,X,X,X,X,X,X
JLOZSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X,X,X,X,X,O
JSTILOZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JSTIZLO,O,O,O,X,X,X,X,X,X,X,X,X,O
JSTIZOL,O,O,O,X,X,X,X,X,X,X,O,X,X
JSTIOLZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSTIOZL,O,O,O,X,X,X,X,X,X,X,O,X,X
JSTLIZO,O,O,X,X,X,X,X,X,X,X,X,X,O
JSTLIOZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSTLZIO,O,O,O,X,X,X,X,X,O,X,X,X,O
JSTLZOI,O,O,O,X,X,O,X,X,O,X,X,X,X
JSTLOIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSTLOZI,O,O,O,X,X,O,X,X,O,X,X,X,X
JSTZILO,O,O,O,X,X,X,X,X,X,X,X,X,O
JSTZIOL,O,O,O,X,X,X,X,X,O,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X,X,O,X,X,X,O
JSTZLOI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSTZOIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JSTZOLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSTOILZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSTOIZL,O,O,O,X,X,X,X,X,X,X,O,X,X
JSTOLIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSTOLZI,O,O,O,X,X,O,X,X,O,X,X,X,X
JSTOZIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JSTOZLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSITLZO,O,O,X,X,X,X,X,X,X,O,X,X,O
JSITLOZ,O,O,O,X,X,X,X,X,X,O,X,X,O
JSITZLO,O,O,O,X,X,X,X,X,X,O,X,X,O
JSITZOL,O,O,O,X,X,X,X,X,X,O,O,X,X
JSITOLZ,O,O,O,X,X,O,X,X,X,O,X,X,O
JSITOZL,O,O,O,X,X,X,X,X,X,O,O,X,X
JSILTZO,O,O,X,X,X,X,X,X,X,O,X,X,O
JSILTOZ,O,O,O,X,X,X,X,X,X,O,X,X,O
JSILZTO,O,X,O,X,O,X,X,X,X,O,X,X,O
JSILZOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JSILOTZ,O,O,O,X,X,X,X,X,X,O,X,X,O
JSILOZT,O,O,O,X,X,X,X,X,X,O,X,X,X
JSIZTLO,O,X,O,X,O,X,X,X,X,O,X,X,X
JSIZTOL,O,X,O,X,O,X,X,X,X,O,X,X,X
JSIZLTO,O,X,O,X,O,X,X,X,X,O,X,X,O
JSIZLOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JSIZOTL,O,X,O,X,O,X,X,X,X,O,O,X,X
JSIZOLT,O,O,O,X,O,X,X,X,X,O,O,X,X
JSIOTLZ,O,O,O,X,X,X,X,X,X,O,X,X,X
JSIOTZL,O,X,O,X,X,X,X,X,X,O,O,X,X
JSIOLTZ,O,O,O,X,X,X,X,X,X,O,X,X,O
JSIOLZT,O,O,O,X,X,X,X,X,X,O,X,X,X
JSIOZTL,O,X,O,X,X,X,X,X,X,O,O,X,X
JSIOZLT,O,O,O,X,X,X,X,X,X,O,O,X,X
JSLTIZO,O,O,X,X,X,X,X,X,X,X,X,X,O
JSLTIOZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSLTZIO,O,O,O,X,X,X,X,X,X,X,X,X,O
JSLTZOI,O,O,O,X,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSLTOZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,X,X,O,X,X,O
JSLITOZ,O,O,O,X,X,O,X,X,X,O,X,X,O
JSLIZTO,O,X,O,X,O,X,X,X,X,O,X,X,O
JSLIZOT,O,O,O,X,O,X,X,X,X,O,X,X,X
JSLIOTZ,O,O,O,X,X,X,X,X,X,O,X,X,O
JSLIOZT,O,O,O,X,X,X,X,X,X,O,X,X,X
JSLZTIO,O,O,O,X,X,X,X,X,X,X,X,X,O
JSLZTOI,X,O,O,X,X,O,X,X,X,X,X,X,X
JSLZITO,O,X,O,X,O,X,X,X,X,X,X,X,O
JSLZIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JSLZOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JSLOTZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JSLOITZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JSLOIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSLOZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSZTILO,O,O,O,X,X,X,X,X,X,X,X,X,O
JSZTIOL,O,O,O,X,X,X,X,X,O,X,X,X,X
JSZTLIO,O,O,O,X,X,X,X,X,O,X,X,X,O
JSZTLOI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSZTOIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSZITLO,O,X,O,X,O,X,X,X,X,X,X,X,X
JSZITOL,O,X,O,X,O,X,X,X,O,X,X,X,X
JSZILTO,O,X,O,X,O,X,X,X,X,X,X,X,O
JSZILOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZIOTL,O,X,O,X,O,X,X,X,O,X,X,X,X
JSZIOLT,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X,X,X,X,X,X,O
JSZLTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZLITO,O,X,O,X,O,X,X,X,X,X,X,X,O
JSZLIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZLOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSZOTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZOITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZOILT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSZOLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOTILZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JSOTIZL,O,O,O,X,X,X,X,X,X,X,O,X,X
JSOTLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JSOTLZI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSOTZIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JSOITLZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOITZL,O,X,O,X,X,X,X,X,X,X,O,X,X
JSOILTZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JSOILZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,X,O,X,X,X,X,X,X,X,O,X,X
JSOIZLT,O,O,O,X,X,X,X,X,X,X,O,X,X
JSOLTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JSOLTZI,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JSOLIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSOZTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JSOZITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JSOZILT,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOZLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,X,O,O,X,X,X,O,X,X,X,X
JZTILOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTISLO,O,X,X,O,O,X,X,X,X,X,X,X,O
JZTISOL,O,X,X,O,O,X,X,X,O,X,X,X,X
JZTIOLS,O,O,O,O,X,O,X,X,O,X,X,X,X
JZTIOSL,O,X,X,O,X,X,X,X,O,X,X,X,X
JZTLISO,O,X,X,O,O,X,X,X,O,X,X,X,X
JZTLIOS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTLSIO,O,X,O,O,X,X,X,X,O,X,X,X,X
JZTLSOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JZTLOIS,O,O,O,O,X,O,X,X,O,X,X,X,X
JZTLOSI,O,X,O,O,X,O,X,X,O,X,X,X,X
JZTSILO,O,O,O,O,X,X,X,X,X,X,X,X,O
JZTSIOL,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X,O,X,X,X,O
JZTSLOI,X,O,O,O,X,X,X,X,O,X,X,X,X
JZTSOIL,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTSOLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTOILS,O,O,O,O,X,O,X,X,O,X,X,X,X
JZTOISL,O,X,X,O,X,X,X,X,O,X,X,X,X
JZTOLIS,O,O,O,O,X,O,X,X,O,X,X,X,X
JZTOLSI,O,X,O,O,X,O,X,X,O,X,X,X,X
JZTOSIL,O,O,O,O,X,X,X,X,O,X,X,X,X
JZTOSLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZITLSO,O,X,X,O,O,X,X,X,O,X,X,X,X
JZITLOS,O,X,O,O,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,X,O,O,X,X,X,X,X,X,X,O
JZITSOL,O,X,X,O,O,X,X,X,O,X,X,X,X
JZITOLS,O,X,O,O,X,O,X,X,O,X,X,X,X
JZITOSL,O,X,X,O,X,X,X,X,O,X,X,X,X
JZILTSO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZILTOS,X,X,O,O,X,X,X,X,O,X,X,X,X
JZILSTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JZILSOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZILOTS,X,O,O,O,X,X,X,X,O,X,X,X,X
JZILOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JZISTLO,O,X,O,X,O,X,X,X,X,X,X,X,X
JZISTOL,O,X,O,X,O,X,X,X,O,X,X,X,X
JZISLTO,O,X,O,X,O,X,X,X,X,X,X,X,O
JZISLOT,O,X,O,X,O,X,X,X,X,X,X,X,X
JZISOTL,O,X,O,X,O,X,X,X,O,X,X,X,X
JZISOLT,O,X,O,X,O,X,X,X,X,X,X,X,X
JZIOTLS,X,X,O,O,X,X,X,X,O,X,X,X,X
JZIOTSL,X,X,X,O,X,X,X,X,O,X,X,X,X
JZIOLTS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZIOLST,O,O,O,X,O,X,X,X,X,X,X,X,X
JZIOSTL,X,X,O,X,O,X,X,X,O,X,X,X,X
JZIOSLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZLTISO,X,X,X,O,O,X,X,X,O,X,X,X,X
JZLTIOS,X,O,O,O,X,X,X,X,O,X,X,X,X
JZLTSIO,X,X,O,O,X,X,X,X,O,X,X,X,X
JZLTSOI,X,X,O,O,X,O,X,X,O,X,X,X,X
JZLTOIS,X,O,O,O,X,O,X,X,O,X,X,X,X
JZLTOSI,X,X,O,O,X,O,X,X,O,X,X,X,X
JZLITSO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZLITOS,X,X,O,O,X,X,X,X,O,X,X,X,X
JZLISTO,X,X,O,X,O,X,X,X,X,X,X,X,X
JZLISOT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZLIOTS,X,O,O,O,X,X,X,X,O,X,X,X,X
JZLIOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLSTIO,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLSTOI,X,O,O,X,X,O,X,X,X,X,X,X,X
JZLSITO,X,X,O,X,O,X,X,X,X,X,X,X,X
JZLSIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLSOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
