sequence,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jem6IvhFRcBSiBTfB3?gBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhFxbBmgBCiBl?kBcqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jex6IvhFTdBifBGhBf?qBllB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Je06IvhFxbB2kBzgBC?iBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jel6IvhFWhBTdB/kBZ?lBCmB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jex6IvhFKhBGdB/kBF?gBcqBzrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhF0bBxcBzfBS?mBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhFxbBTdBFgBf?qBCmB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jex6IvhFOhBTdB/kBF?gBcqBqrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeK/IvhFfgBxbBTdBW?mBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhFibBWiBUhBx?kBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhFTdBRgBSmBX?gBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeK/IvhFGbBxcBUgBT?hBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jei6IvhFWhBTdB3fBx?lBFqB0rB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jel6IvhFSiB/kBZlBu?lBUmBzrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhF6lBxhB0kBO?qB/rBFsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Je5AJvhFThBmkB/kBa?qBcsBlrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8Jel6IvhFxcB2kBThBS?qBcqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeO/IvhFxbB8lBCiBz?kBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeTBJvhFxkB/kB+lBa?qBcsBlrB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeK/IvhFGbBUgBxhBT?hBFqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeT6IvhFWiB0kBxlBl?lBiqBXsB,v115@7gB8HeB8FeE8CeH8AeB8BeC8JeWCJvhFTfBxlBllB0?kBiqBXsB
IOZLTJS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
IOZLTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOZLJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X
IOZLJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOZLSTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
IOZJTSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
IOZJLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X
IOZJLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOZJSTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
IOZJSLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZSTLJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZSLTJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSLJT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
IOZSJLT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTIJSZO,O,X,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTIJSOZ,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTIJZSO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTIJZOS,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LTIJOSZ,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTIJOZS,O,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,O,X,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTISJOZ,O,X,O,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTISZJO,O,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
LTISZOJ,O,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTISOZJ,O,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIZJSO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTIZJOS,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTIZSJO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTIZSOJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X
LTIZOSJ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTIOJZS,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,O,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTIOZSJ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTJISZO,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJISOZ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJIZSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTJIZOS,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTJIOSZ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,O,X,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJSZIO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTJZIOS,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTJZSIO,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTJZSOI,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTJZOSI,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LTJOSIZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTJOSZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTJOZIS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LTJOZSI,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
LTSIJZO,O,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSIJOZ,O,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSIZJO,O,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LTSIZOJ,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJIZO,O,X,O,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTSJIOZ,O,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSJZIO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,O,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSJOZI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LTSZIOJ,O,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSZJIO,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSZJOI,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,X,O,X,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSZOJI,O,X,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSOZJI,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZIJOS,O,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTZISJO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZISOJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X
LTZIOSJ,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZJISO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZJIOS,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTZJSIO,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZJSOI,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZJOIS,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTZJOSI,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZSIOJ,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTZSJOI,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X
LTZOISJ,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZOJIS,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X
LTZOJSI,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZOSIJ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZOSJI,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOIJZS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LTOISJZ,O,X,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,O,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LTOIZSJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LTOJSIZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOJSZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJZIS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LTOJZSI,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
LTOSIJZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,X,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSJZI,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOSZJI,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LTOZISJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LTOZJSI,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOZSIJ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LITJZSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITJZOS,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LITJOSZ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSJOZ,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSZJO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LITSZOJ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSOZJ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITZJOS,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LITZSJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITZSOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X
LITZOSJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LITOJSZ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LITOZSJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJTZSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJTZOS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJTOSZ,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSZTO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJZSTO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIJZOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LIJOSTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJOZTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJOZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISTJZO,O,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTJOZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LISTZOJ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,O,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTOZJ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJTOZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZTO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZTOJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZTJOS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LIZTSJO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZTSOJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X
LIZTOSJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIZJSTO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZJOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSTJO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOTJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZOTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
LIZOJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
