sequence,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?SlBziB0pBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jei6IvhF+gBxdB?3fBziB0pBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je06IvhF6gBxdB?2kBziBlpB3qB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhF6iBOjB?clBTkB3qBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhFWgBXeB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhFWgB0dB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhFXeBOkB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?qlBziBlpBUqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je//IvhFFbBxdB?ziB2pB0lBSvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhF0dBOkB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je6AJvhFxdBlfB?ziBOkB8pB3qB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je6CJvhFOjBxfB?clBTkB3qBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jei6IvhFxdBWlB?ziB/pBlqBcqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex9IvhFOkBXgB?ziBqlBUqBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeX+IvhFxfBmfB?0iBTkB1qBSvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeX+IvhFxfBOkB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je09IvhFxfBOkB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex9IvhFVlBziB?2pBqlB/pBUqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhF0dBzfB?qlBXjBFlBWvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?ziB1pB0lBSvB
LISTJZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LISTJOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LISTZJO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJTZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJTOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LISJOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LISJOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X
LISZTJO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LISZTOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LISZJTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LISZJOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X
LISZOTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LISZOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LISOTJZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOJTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LISOJZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LISOZTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOZJT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LIZTJSO,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
LIZTJOS,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LIZTSJO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
LIZTSOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTOJS,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZJTSO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZJTOS,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LIZJSTO,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZJSOT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZJOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZJOST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZSTJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIZSJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIZSJOT,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIZOTJS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZOJTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZOJST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOJSTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
LIOJZTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIOSTJZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOSJTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LIOSJZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LIOSZTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSZJT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LIOZTJS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LIOZJTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIOZJST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZSJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTISZO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTISOZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZSO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTIZOS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJTIOSZ,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LJTSIZO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIOZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTSZIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTZIOS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJTZSIO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X
LJTZOSI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJTOIZS,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X
LJTOSIZ,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJTOSZI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTOZIS,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X
LJTOZSI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJITSZO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LJITOSZ,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LJISOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LJISOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X
LJIZTSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIZTOS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJIZSTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIZSOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJIZOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJIZOST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJIOZTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJSTIZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIOZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSTZIO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZTO,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSIZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LJSIOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LJSIOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X
LJSZTIO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJSZOTI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LJSOTIZ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSOIZT,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LJSOZTI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LJZTISO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZTIOS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJZTSIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LJZTOSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZITOS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJZISTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZISOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJZIOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJZIOST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJZSTIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZSOTI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZSOIT,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LJZOTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LJZOTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZOIST,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LJZOSTI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOSIT,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LJOTISZ,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJOTIZS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X
LJOTSIZ,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LJOTSZI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJOTZIS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X
LJOTZSI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJOITSZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LJOISTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LJOIZTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOIZST,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LJOSTIZ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LJOSZTI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LJOZTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LJOZTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOZIST,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LJOZSTI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZSIT,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LSTIJZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTIJOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTIZJO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
LSTIOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LSTIOZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LSTJIZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTJIOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSTJZIO,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTJOZI,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LSTZIJO,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X
LSTZIOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LSTZJIO,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X
LSTOIZJ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
LSTOJIZ,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTOJZI,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITJOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITZJO,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSITOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSITOZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LSIJOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSIJOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X
LSIZTJO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LSIZTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LSIZJTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LSIZJOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X
LSIZOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LSIZOJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LSIOTJZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSIOJTZ,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSIOJZT,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
LSIOZTJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSIOZJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
LSJTIZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJTZIO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJTOZI,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJITOZ,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSJIOZT,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
LSJZTIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LSJOTZI,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LSJOITZ,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LSJOIZT,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSJOZTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSZTIJO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LSZTIOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LSZTJIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
