sequence,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BTeBfmBlhB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?BSjBzgB3iBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFTd?BChBcoB/rBFnBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxdBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFTd?B6jBWnBZoBXhBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFXd?BzgBSnBcoBlrBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBlhBTjB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?B+jBzgB3iBatBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFxc?BTeBFmBXnBOtBCsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFRd?BOnBTmBFoB/rBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFlc?BTeBxmBOtBcnB/rB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxiBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBcoBzmBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFZh?B3dBzmBFoBurBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8JeRBJvhFcn?BTjBlgBCiB/rBOtB
STIZOJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STIOLJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
STIOLZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
STIOJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOZLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
STIOZJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLIJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STLIZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
STLIOJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
STLIOZJ,X,X,O,O,X,O,X,X,X,X,X,O,X,O,X
STLJIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STLJIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
STLJZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STLJZOI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
STLJOIZ,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X
STLJOZI,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
STLZIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
STLZIOJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
STLZJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STLZJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
STLZOIJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
STLZOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
STLOIZJ,X,X,O,O,X,O,X,X,X,X,X,O,X,O,X
STLOJIZ,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
STLOJZI,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
STLOZIJ,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X
STLOZJI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STJILOZ,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
STJIZLO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STJIZOL,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STJIOLZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STJIOZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
STJLIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STJLIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
STJLZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STJLZOI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STJLOIZ,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X
STJLOZI,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
STJZILO,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STJZIOL,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X
STJZLIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STJZLOI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STJZOIL,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X
STJZOLI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STJOIZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X,X,O,O,X,O,X,X,X
STJOLZI,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
STJOZIL,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X
STJOZLI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STZILJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
STZILOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STZIJLO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
STZIJOL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STZIOLJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,O
STZIOJL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
STZLIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
STZLIOJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
STZLJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STZLJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
STZLOIJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
STZLOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STZJILO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
STZJIOL,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
STZJLIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
STZJOIL,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X
STZJOLI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
STZOILJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,O
STZOIJL,O,O,X,O,X,X,O,O,O,X,X,X,X,X,O
STZOLIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
STZOLJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
STZOJIL,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
STZOJLI,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
STOILJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
STOILZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
STOIJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOIJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
STOIZJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STOLIJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
STOLIZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
STOLJIZ,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
STOLJZI,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
STOLZIJ,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X
STOLZJI,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X
STOJILZ,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
STOJIZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
STOJLIZ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
STOJLZI,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X
STOJZIL,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STOJZLI,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
STOZILJ,X,X,O,O,X,O,O,X,X,X,X,O,O,X,O
STOZIJL,X,O,X,O,X,X,O,O,O,X,X,X,X,X,O
STOZLIJ,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X
STOZLJI,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X
STOZJIL,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X
STOZJLI,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X
SITLJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SITLZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SITLOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SITLOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SITJLZO,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SITJLOZ,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
SITJZLO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SITJZOL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SITJOLZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SITJOZL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
SITZLJO,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SITZLOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SITZJLO,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SITZJOL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITZOLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
SITZOJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
SITOLZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
SITOJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
SITOZJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILTJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SILTZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SILTOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SILTOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SILJTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJOZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SILZTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SILZJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SILZOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SILOTJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SILOTZJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILOZTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJTLZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJTLOZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLOZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJZTLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOLZT,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SIZTLJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SIZTJLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIZTOJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZLTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SIZLJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SIZJTLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O
SIZOTLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIZOTJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZOLTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
SIZOLJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOJLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SIOTLJZ,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
SIOTLZJ,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X
SIOTJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOTZLJ,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X
SIOTZJL,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIOLTZJ,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOLZTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SIOLZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIOZTJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIOZLTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
SIOZLJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZJLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SLTIJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLTIZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTIOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLTIOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SLTJIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLTJIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
SLTJZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTJZOI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTJOIZ,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X
SLTJOZI,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
SLTZIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
SLTZIOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SLTZJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SLTZJOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SLTZOIJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SLTZOJI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLTOIZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SLTOJIZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
SLTOJZI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLTOZIJ,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SLTOZJI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLITJZO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLITZJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLITOJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLITOZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SLIJTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLIJZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLIJZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJOZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLIZTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLIZJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SLIZOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLIOTJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLIOTZJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLIOZTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SLIOZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLJTIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJTIOZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
SLJTZIO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLJTZOI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLJTOIZ,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X
SLJTOZI,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
SLJITZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJITOZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJIZTO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLJIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJZTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJZITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
SLJOTZI,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOZTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SLZTJIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZTJOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SLZTOJI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZITJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZIJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
SLZIOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SLZJTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZJTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZJITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
SLZOTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
SLZOITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
SLZOIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SLZOJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SLZOJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLOTIJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLOTIZJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SLOTJIZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
SLOTJZI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLOTZIJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X
SLOTZJI,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SLOITJZ,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLOITZJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOIZTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SLOIZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SLOJTZI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOJZTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SLOJZIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLOZTIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
SLOZTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
SLOZITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
SLOZIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SLOZJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SLOZJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SJTILZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
