sequence,v115@IhA8GeD8FeD8DeC8Jei/IvhF3gBcmBxiBdsBznBWwB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxhBOoBTnBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxhBOoBTnB0rBXrB,v115@IhA8GeD8FeD8DeC8Jei/IvhFThBXjBUrBRsB9qBOsB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxiBmmBznBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBTiBOoBxrBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBxiBmmBznB0rBXrB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9mBxiB0lBmnBXsBzqB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBOoBxmBTnBXrB0rB,v115@IhA8GeD8FeD8DeC8Jei/IvhF9lBOoBxmBTnB0rBXrB
JIOSLZT,X,X,X,X,X,X,X,O,X,X
JIOSZTL,X,O,O,X,O,X,X,O,X,X
JIOSZLT,X,X,X,X,X,X,X,O,X,X
JIOZTLS,O,O,O,X,X,O,O,X,X,X
JIOZTSL,O,X,O,X,X,O,O,X,X,X
JIOZLTS,O,X,O,X,X,O,O,X,X,X
JIOZLST,O,X,X,X,X,X,X,O,X,X
JIOZSTL,X,O,O,X,X,X,O,O,X,X
JIOZSLT,O,X,X,X,X,X,X,O,X,X
JLTISZO,O,X,X,X,X,O,X,O,O,X
JLTISOZ,X,O,X,X,X,O,X,O,O,X
JLTIZSO,O,X,X,X,X,O,X,O,X,O
JLTIZOS,O,X,O,X,X,O,X,X,X,O
JLTIOSZ,O,O,O,X,O,O,X,X,X,X
JLTIOZS,O,O,O,X,X,O,O,X,X,X
JLTSIZO,O,X,X,X,X,O,X,O,O,X
JLTSIOZ,X,O,X,X,O,O,X,O,O,X
JLTSZIO,O,X,X,X,X,X,X,O,O,O
JLTSZOI,O,O,O,X,O,X,X,O,X,X
JLTSOIZ,O,O,O,X,O,X,X,O,O,X
JLTSOZI,O,O,O,X,O,X,X,O,X,X
JLTZISO,O,X,X,X,X,O,X,O,X,O
JLTZIOS,O,X,O,X,X,O,O,X,X,O
JLTZSIO,O,X,X,X,X,X,X,O,O,O
JLTZSOI,O,O,O,X,X,X,O,O,X,X
JLTZOIS,O,O,O,X,X,X,O,X,X,O
JLTZOSI,O,O,O,X,X,X,O,X,X,X
JLTOISZ,O,O,O,X,O,O,X,X,X,X
JLTOIZS,O,O,O,X,X,O,O,X,X,X
JLTOSIZ,O,O,O,X,O,X,X,X,O,X
JLTOSZI,O,O,O,X,O,X,X,X,X,X
JLTOZIS,O,O,O,X,X,X,O,X,X,O
JLTOZSI,O,O,O,X,X,X,O,X,X,X
JLITSZO,O,X,X,X,X,O,X,O,O,X
JLITSOZ,X,O,X,X,X,O,X,O,O,X
JLITZSO,O,X,X,X,X,O,X,O,X,O
JLITZOS,O,X,O,X,X,O,X,X,X,O
JLITOSZ,O,O,O,X,O,O,X,X,X,X
JLITOZS,O,O,O,X,X,O,O,X,X,X
JLISTZO,O,X,X,X,X,O,X,O,O,X
JLISTOZ,X,O,X,X,X,O,X,O,O,X
JLISZTO,O,X,X,O,X,X,X,O,X,X
JLISZOT,O,X,X,O,X,X,X,O,X,X
JLISOTZ,O,O,X,X,X,O,X,O,X,X
JLISOZT,X,X,X,X,X,X,X,O,X,X
JLIZTSO,O,X,X,O,X,O,X,O,X,O
JLIZTOS,O,X,O,O,X,O,X,X,X,O
JLIZSTO,O,X,X,O,X,X,X,O,X,X
JLIZSOT,O,X,X,O,X,X,X,O,X,X
JLIZOTS,O,X,O,O,X,O,X,X,X,X
JLIZOST,O,X,X,O,X,X,X,O,X,X
JLIOTSZ,O,O,O,X,O,O,X,X,X,X
JLIOTZS,O,O,O,X,X,O,O,X,X,X
JLIOSTZ,O,O,X,X,O,O,X,O,X,X
JLIOSZT,X,X,X,X,X,X,X,O,X,X
JLIOZTS,O,X,O,X,X,O,O,X,X,X
JLIOZST,O,X,X,X,X,X,X,O,X,X
JLSTIZO,O,X,X,X,X,O,X,O,O,X
JLSTIOZ,X,O,X,X,O,O,X,O,O,X
JLSTZIO,O,X,X,X,X,X,X,O,O,O
JLSTZOI,O,O,O,X,O,X,X,O,X,X
JLSTOIZ,O,O,O,X,O,X,X,O,O,X
JLSTOZI,O,O,O,X,O,X,X,O,X,X
JLSITZO,O,X,X,X,X,O,X,O,O,X
JLSITOZ,X,O,X,X,X,O,X,O,O,X
JLSIZTO,O,X,X,O,X,X,X,O,X,X
JLSIZOT,O,X,X,O,X,X,X,O,X,X
JLSIOTZ,O,O,X,X,X,O,X,O,X,X
JLSIOZT,X,X,X,X,X,X,X,O,X,X
JLSZTIO,O,X,X,X,X,X,X,O,O,O
JLSZTOI,O,O,O,X,X,X,X,O,X,X
JLSZITO,O,X,X,O,X,X,X,O,X,X
JLSZIOT,O,X,X,O,X,X,X,O,X,X
JLSZOTI,O,O,O,X,X,X,X,O,X,X
JLSZOIT,O,X,X,X,X,X,X,O,X,X
JLSOTIZ,O,O,O,X,O,X,X,O,O,X
JLSOTZI,O,O,O,X,O,X,X,O,X,X
JLSOITZ,O,O,X,X,O,X,X,O,X,X
JLSOIZT,X,X,X,X,X,X,X,O,X,X
JLSOZTI,O,O,O,X,X,X,X,O,X,X
JLSOZIT,O,X,X,X,X,X,X,O,X,X
JLZTISO,O,X,X,X,X,O,X,O,X,O
JLZTIOS,O,X,O,X,X,O,O,X,X,O
JLZTSIO,O,X,X,X,X,X,X,O,O,O
JLZTSOI,O,O,O,X,X,X,O,O,X,X
JLZTOIS,O,O,O,X,X,X,O,X,X,O
JLZTOSI,O,O,O,X,X,X,O,X,X,X
JLZITSO,O,X,X,O,X,O,X,O,X,O
JLZITOS,O,X,O,O,X,O,X,X,X,O
JLZISTO,O,X,X,O,X,X,X,O,X,X
JLZISOT,O,X,X,O,X,X,X,O,X,X
JLZIOTS,O,X,O,O,X,O,X,X,X,X
JLZIOST,O,X,X,O,X,X,X,O,X,X
JLZSTIO,O,X,X,X,X,X,X,O,O,O
JLZSTOI,O,O,O,X,X,X,X,O,X,X
JLZSITO,O,X,X,O,X,X,X,O,X,X
JLZSIOT,O,X,X,O,X,X,X,O,X,X
JLZSOTI,O,O,O,X,X,X,X,O,X,X
JLZSOIT,O,X,X,X,X,X,X,O,X,X
JLZOTIS,O,O,O,X,X,X,O,X,X,O
JLZOTSI,O,O,O,X,X,X,O,X,X,X
JLZOITS,O,X,O,X,X,X,O,X,X,X
JLZOIST,O,X,X,X,X,X,X,O,X,X
JLZOSTI,O,O,O,X,X,X,X,O,X,X
JLZOSIT,O,X,X,X,X,X,X,O,X,X
JLOTISZ,O,O,O,X,O,O,X,X,X,X
JLOTIZS,O,O,O,X,X,O,O,X,X,X
JLOTSIZ,O,O,O,X,O,X,X,X,O,X
JLOTSZI,O,O,O,X,O,X,X,X,X,X
JLOTZIS,O,O,O,X,X,X,O,X,X,O
JLOTZSI,O,O,O,X,X,X,O,X,X,X
JLOITSZ,O,O,O,X,O,O,X,X,X,X
JLOITZS,O,O,O,X,X,O,O,X,X,X
JLOISTZ,O,O,X,X,O,O,X,O,X,X
JLOISZT,X,X,X,X,X,X,X,O,X,X
JLOIZTS,O,X,O,X,X,O,O,X,X,X
JLOIZST,O,X,X,X,X,X,X,O,X,X
JLOSTIZ,O,O,O,X,O,X,X,O,O,X
JLOSTZI,O,O,O,X,O,X,X,O,X,X
JLOSITZ,O,O,X,X,O,X,X,O,X,X
JLOSIZT,X,X,X,X,X,X,X,O,X,X
JLOSZTI,O,O,O,X,X,X,X,O,X,X
JLOSZIT,O,X,X,X,X,X,X,O,X,X
JLOZTIS,O,O,O,X,X,X,O,X,X,O
JLOZTSI,O,O,O,X,X,X,O,X,X,X
JLOZITS,O,X,O,X,X,X,O,X,X,X
JLOZIST,O,X,X,X,X,X,X,O,X,X
JLOZSTI,O,O,O,X,X,X,X,O,X,X
JLOZSIT,O,X,X,X,X,X,X,O,X,X
JSTILZO,O,X,X,X,X,O,X,O,O,X
JSTILOZ,X,O,X,X,O,O,X,O,O,X
JSTIZLO,O,X,X,X,X,O,X,O,O,X
JSTIZOL,O,X,X,X,X,O,X,O,X,X
JSTIOLZ,X,O,X,X,O,O,X,O,O,X
JSTIOZL,X,O,X,X,O,O,X,O,X,X
JSTLIZO,O,X,X,X,X,O,X,O,O,X
JSTLIOZ,X,O,X,X,O,O,X,O,O,X
JSTLZIO,O,X,X,X,X,X,X,O,O,O
JSTLZOI,O,O,O,X,O,X,X,O,X,X
JSTLOIZ,O,O,O,X,O,X,X,O,O,X
JSTLOZI,O,O,O,X,O,X,X,O,X,X
JSTZILO,O,X,X,X,X,X,X,O,O,O
JSTZIOL,O,X,X,X,X,X,X,O,X,X
JSTZLIO,O,X,X,X,X,X,X,O,O,O
JSTZLOI,O,O,O,X,O,X,X,O,X,X
JSTZOIL,O,O,O,X,O,X,X,O,X,X
JSTZOLI,O,O,O,X,O,X,X,O,X,X
JSTOILZ,O,O,O,X,O,X,X,O,O,X
JSTOIZL,O,O,X,X,O,X,X,O,X,X
JSTOLIZ,O,O,O,X,O,X,X,O,O,X
JSTOLZI,O,O,O,X,O,X,X,O,X,X
JSTOZIL,O,O,O,X,O,X,X,O,X,X
JSTOZLI,O,O,O,X,O,X,X,O,X,X
JSITLZO,O,X,X,X,X,O,X,O,O,X
JSITLOZ,X,O,X,X,O,O,X,O,O,X
JSITZLO,O,X,X,X,X,O,X,O,O,X
JSITZOL,O,X,X,X,X,O,X,O,X,X
JSITOLZ,X,O,X,X,O,O,X,O,O,X
JSITOZL,X,O,X,X,O,O,X,O,X,X
JSILTZO,O,X,X,X,X,O,X,O,O,X
JSILTOZ,X,O,X,X,X,O,X,O,O,X
JSILZTO,O,X,X,O,X,X,X,O,X,X
JSILZOT,O,X,X,O,X,X,X,O,X,X
JSILOTZ,O,O,X,X,X,O,X,O,X,X
JSILOZT,X,X,X,X,X,X,X,O,X,X
JSIZTLO,O,X,X,O,X,X,X,O,O,X
JSIZTOL,O,X,X,O,X,X,X,O,X,X
JSIZLTO,O,X,X,O,X,X,X,O,X,X
JSIZLOT,O,X,X,O,X,X,X,O,X,X
JSIZOTL,X,X,X,O,X,X,X,O,X,X
JSIZOLT,O,X,X,O,X,X,X,O,X,X
JSIOTLZ,O,O,X,X,O,O,X,O,O,X
JSIOTZL,O,O,X,X,O,O,X,O,X,X
JSIOLTZ,O,O,X,X,O,O,X,O,X,X
JSIOLZT,X,X,X,X,X,X,X,O,X,X
JSIOZTL,X,O,X,X,O,X,X,O,X,X
JSIOZLT,X,X,X,X,X,X,X,O,X,X
JSLTIZO,O,X,X,X,X,O,X,O,O,X
JSLTIOZ,X,O,X,X,O,O,X,O,O,X
JSLTZIO,O,X,X,X,X,X,X,O,O,O
JSLTZOI,O,O,O,X,O,X,X,O,X,X
JSLTOIZ,O,O,O,X,O,X,X,O,O,X
JSLTOZI,O,O,O,X,O,X,X,O,X,X
JSLITZO,O,X,X,X,X,O,X,O,O,X
JSLITOZ,X,O,X,X,X,O,X,O,O,X
JSLIZTO,O,X,X,O,X,X,X,O,X,X
JSLIZOT,O,X,X,O,X,X,X,O,X,X
JSLIOTZ,O,O,X,X,X,O,X,O,X,X
JSLIOZT,X,X,X,X,X,X,X,O,X,X
JSLZTIO,O,X,X,X,X,X,X,O,O,O
JSLZTOI,O,O,O,X,X,X,X,O,X,X
JSLZITO,O,X,X,O,X,X,X,O,X,X
JSLZIOT,O,X,X,O,X,X,X,O,X,X
JSLZOTI,O,O,O,X,X,X,X,O,X,X
JSLZOIT,O,X,X,X,X,X,X,O,X,X
JSLOTIZ,O,O,O,X,O,X,X,O,O,X
JSLOTZI,O,O,O,X,O,X,X,O,X,X
JSLOITZ,O,O,X,X,O,X,X,O,X,X
JSLOIZT,X,X,X,X,X,X,X,O,X,X
JSLOZTI,O,O,O,X,X,X,X,O,X,X
JSLOZIT,O,X,X,X,X,X,X,O,X,X
JSZTILO,O,X,X,X,X,X,X,O,O,O
JSZTIOL,O,X,X,X,X,X,X,O,X,X
JSZTLIO,O,X,X,X,X,X,X,O,O,O
JSZTLOI,O,O,O,X,O,X,X,O,X,X
JSZTOIL,O,O,O,X,O,X,X,O,X,X
JSZTOLI,O,O,O,X,O,X,X,O,X,X
JSZITLO,O,X,X,O,X,X,X,O,O,O
JSZITOL,O,X,X,O,X,X,X,O,X,X
JSZILTO,O,X,X,O,X,X,X,O,X,X
JSZILOT,O,X,X,O,X,X,X,O,X,X
JSZIOTL,X,X,X,O,X,X,X,O,X,X
JSZIOLT,O,X,X,O,X,X,X,O,X,X
JSZLTIO,O,X,X,X,X,X,X,O,O,O
JSZLTOI,O,O,O,X,X,X,X,O,X,X
JSZLITO,O,X,X,O,X,X,X,O,X,X
JSZLIOT,O,X,X,O,X,X,X,O,X,X
JSZLOTI,O,O,O,X,X,X,X,O,X,X
JSZLOIT,O,X,X,X,X,X,X,O,X,X
JSZOTIL,O,O,O,X,O,X,X,O,X,X
JSZOTLI,O,O,O,X,O,X,X,O,X,X
JSZOITL,X,O,O,O,O,X,X,O,X,X
JSZOILT,O,X,X,O,X,X,X,O,X,X
JSZOLTI,O,O,O,X,X,X,X,O,X,X
JSZOLIT,O,X,X,X,X,X,X,O,X,X
JSOTILZ,O,O,O,X,O,X,X,O,O,X
JSOTIZL,O,O,X,X,O,X,X,O,X,X
JSOTLIZ,O,O,O,X,O,X,X,O,O,X
JSOTLZI,O,O,O,X,O,X,X,O,X,X
JSOTZIL,O,O,O,X,O,X,X,O,X,X
JSOTZLI,O,O,O,X,O,X,X,O,X,X
JSOITLZ,O,O,O,X,O,X,X,O,O,X
JSOITZL,O,O,X,X,O,X,X,O,X,X
JSOILTZ,O,O,X,X,O,X,X,O,X,X
JSOILZT,X,X,X,X,X,X,X,O,X,X
JSOIZTL,X,O,O,X,O,X,X,O,X,X
JSOIZLT,X,X,X,X,X,X,X,O,X,X
JSOLTIZ,O,O,O,X,O,X,X,O,O,X
JSOLTZI,O,O,O,X,O,X,X,O,X,X
JSOLITZ,O,O,X,X,O,X,X,O,X,X
JSOLIZT,X,X,X,X,X,X,X,O,X,X
JSOLZTI,O,O,O,X,X,X,X,O,X,X
JSOLZIT,O,X,X,X,X,X,X,O,X,X
JSOZTIL,O,O,O,X,O,X,X,O,X,X
JSOZTLI,O,O,O,X,O,X,X,O,X,X
JSOZITL,X,O,O,X,O,X,X,O,X,X
JSOZILT,O,X,X,X,X,X,X,O,X,X
JSOZLTI,O,O,O,X,X,X,X,O,X,X
JSOZLIT,O,X,X,X,X,X,X,O,X,X
JZTILSO,O,X,X,X,X,O,X,O,X,O
JZTILOS,O,X,O,X,X,O,O,X,X,O
JZTISLO,O,X,X,X,X,O,X,O,X,O
JZTISOL,O,X,X,X,X,O,X,O,X,X
JZTIOLS,O,X,O,X,X,O,O,X,X,O
JZTIOSL,O,X,O,X,X,O,O,X,X,X
JZTLISO,O,X,X,X,X,O,X,O,X,O
JZTLIOS,O,X,O,X,X,O,O,X,X,O
JZTLSIO,O,X,X,X,X,X,X,O,O,O
JZTLSOI,O,O,O,X,X,X,O,O,X,X
JZTLOIS,O,O,O,X,X,X,O,X,X,O
JZTLOSI,O,O,O,X,X,X,O,X,X,X
JZTSILO,O,X,X,X,X,X,X,O,O,O
JZTSIOL,O,X,X,X,X,X,X,O,X,X
JZTSLIO,O,X,X,X,X,X,X,O,O,O
JZTSLOI,O,O,O,X,X,X,O,O,X,X
JZTSOIL,O,O,O,X,X,X,O,O,X,X
JZTSOLI,O,O,O,X,X,X,O,O,X,X
JZTOILS,O,O,O,X,X,X,O,X,X,O
JZTOISL,O,X,O,X,X,X,O,X,X,X
JZTOLIS,O,O,O,X,X,X,O,X,X,O
JZTOLSI,O,O,O,X,X,X,O,X,X,X
JZTOSIL,O,O,O,X,X,X,O,X,X,X
JZTOSLI,O,O,O,X,X,X,O,X,X,X
JZITLSO,O,X,X,O,X,O,X,O,X,O
JZITLOS,O,X,O,O,X,O,O,X,X,O
JZITSLO,O,X,X,O,X,O,X,O,X,O
JZITSOL,O,X,X,O,X,O,X,O,X,X
JZITOLS,O,X,O,O,X,O,O,X,X,O
JZITOSL,O,X,O,O,X,O,O,X,X,X
JZILTSO,O,X,X,O,X,O,X,O,X,O
JZILTOS,O,X,O,O,X,O,X,X,X,O
JZILSTO,O,X,X,O,X,X,X,O,X,X
JZILSOT,O,X,X,O,X,X,X,O,X,X
JZILOTS,O,X,O,O,X,O,X,X,X,X
JZILOST,O,X,X,O,X,X,X,O,X,X
JZISTLO,O,X,X,O,X,X,X,O,X,O
JZISTOL,O,X,X,O,X,X,X,O,X,X
JZISLTO,O,X,X,O,X,X,X,O,X,X
JZISLOT,O,X,X,O,X,X,X,O,X,X
JZISOTL,X,X,X,O,X,X,X,O,X,X
JZISOLT,O,X,X,O,X,X,X,O,X,X
JZIOTLS,O,X,O,O,X,O,O,X,X,O
JZIOTSL,O,X,O,O,X,O,O,X,X,X
JZIOLTS,O,X,O,O,X,O,O,X,X,X
JZIOLST,O,X,X,O,X,X,X,O,X,X
JZIOSTL,X,X,O,O,X,X,O,O,X,X
JZIOSLT,O,X,X,O,X,X,X,O,X,X
JZLTISO,O,X,X,X,X,O,X,O,X,O
JZLTIOS,O,X,O,X,X,O,O,X,X,O
JZLTSIO,O,X,X,X,X,X,X,O,O,O
JZLTSOI,O,O,O,X,X,X,O,O,X,X
JZLTOIS,O,O,O,X,X,X,O,X,X,O
JZLTOSI,O,O,O,X,X,X,O,X,X,X
JZLITSO,O,X,X,O,X,O,X,O,X,O
JZLITOS,O,X,O,O,X,O,X,X,X,O
JZLISTO,O,X,X,O,X,X,X,O,X,X
JZLISOT,O,X,X,O,X,X,X,O,X,X
JZLIOTS,O,X,O,O,X,O,X,X,X,X
JZLIOST,O,X,X,O,X,X,X,O,X,X
JZLSTIO,O,X,X,X,X,X,X,O,O,O
JZLSTOI,O,O,O,X,X,X,X,O,X,X
JZLSITO,O,X,X,O,X,X,X,O,X,X
JZLSIOT,O,X,X,O,X,X,X,O,X,X
JZLSOTI,O,O,O,X,X,X,X,O,X,X
JZLSOIT,O,X,X,X,X,X,X,O,X,X
JZLOTIS,O,O,O,X,X,X,O,X,X,O
JZLOTSI,O,O,O,X,X,X,O,X,X,X
JZLOITS,O,X,O,X,X,X,O,X,X,X
JZLOIST,O,X,X,X,X,X,X,O,X,X
JZLOSTI,O,O,O,X,X,X,X,O,X,X
JZLOSIT,O,X,X,X,X,X,X,O,X,X
JZSTILO,O,X,X,X,X,X,X,O,O,O
JZSTIOL,O,X,X,X,X,X,X,O,X,X
JZSTLIO,O,X,X,X,X,X,X,O,O,O
JZSTLOI,O,O,O,X,X,X,O,O,X,X
JZSTOIL,O,O,O,X,X,X,O,O,X,X
JZSTOLI,O,O,O,X,X,X,O,O,X,X
JZSITLO,O,X,X,O,X,X,X,O,O,O
JZSITOL,O,X,X,O,X,X,X,O,X,X
JZSILTO,O,X,X,O,X,X,X,O,X,X
JZSILOT,O,X,X,O,X,X,X,O,X,X
JZSIOTL,X,X,X,O,X,X,X,O,X,X
JZSIOLT,O,X,X,O,X,X,X,O,X,X
JZSLTIO,O,X,X,X,X,X,X,O,O,O
JZSLTOI,O,O,O,X,X,X,X,O,X,X
JZSLITO,O,X,X,O,X,X,X,O,X,X
JZSLIOT,O,X,X,O,X,X,X,O,X,X
JZSLOTI,O,O,O,X,X,X,X,O,X,X
JZSLOIT,O,X,X,X,X,X,X,O,X,X
JZSOTIL,O,O,O,X,X,X,O,O,X,X
JZSOTLI,O,O,O,X,X,X,O,O,X,X
JZSOITL,X,O,O,O,X,X,O,O,X,X
JZSOILT,O,X,X,O,X,X,X,O,X,X
JZSOLTI,O,O,O,X,X,X,X,O,X,X
JZSOLIT,O,X,X,X,X,X,X,O,X,X
JZOTILS,O,O,O,X,X,X,O,X,X,O
JZOTISL,O,X,O,X,X,X,O,X,X,X
JZOTLIS,O,O,O,X,X,X,O,X,X,O
JZOTLSI,O,O,O,X,X,X,O,X,X,X
JZOTSIL,O,O,O,X,X,X,O,X,X,X
JZOTSLI,O,O,O,X,X,X,O,X,X,X
JZOITLS,O,O,O,O,X,X,O,X,X,O
JZOITSL,O,X,O,O,X,X,O,X,X,X
JZOILTS,O,X,O,O,X,X,O,X,X,X
JZOILST,O,X,X,O,X,X,X,O,X,X
JZOISTL,X,O,O,O,X,X,O,O,X,X
JZOISLT,O,X,X,O,X,X,X,O,X,X
JZOLTIS,O,O,O,X,X,X,O,X,X,O
JZOLTSI,O,O,O,X,X,X,O,X,X,X
JZOLITS,O,X,O,X,X,X,O,X,X,X
JZOLIST,O,X,X,X,X,X,X,O,X,X
JZOLSTI,O,O,O,X,X,X,X,O,X,X
JZOLSIT,O,X,X,X,X,X,X,O,X,X
JZOSTIL,O,O,O,X,X,X,O,O,X,X
JZOSTLI,O,O,O,X,X,X,O,O,X,X
JZOSITL,X,O,O,O,X,X,O,O,X,X
JZOSILT,O,X,X,O,X,X,X,O,X,X
JZOSLTI,O,O,O,X,X,X,X,O,X,X
JZOSLIT,O,X,X,X,X,X,X,O,X,X
JOTILSZ,O,O,O,X,O,O,X,X,X,X
JOTILZS,O,O,O,X,X,O,O,X,X,X
JOTISLZ,O,O,O,X,O,O,X,X,X,X
JOTISZL,O,O,X,X,O,O,X,X,X,X
JOTIZLS,O,O,O,X,X,O,O,X,X,X
JOTIZSL,O,X,O,X,X,O,O,X,X,X
JOTLISZ,O,O,O,X,O,O,X,X,X,X
JOTLIZS,O,O,O,X,X,O,O,X,X,X
JOTLSIZ,O,O,O,X,O,X,X,X,O,X
JOTLSZI,O,O,O,X,O,X,X,X,X,X
JOTLZIS,O,O,O,X,X,X,O,X,X,O
JOTLZSI,O,O,O,X,X,X,O,X,X,X
JOTSILZ,O,O,O,X,O,X,X,X,O,X
JOTSIZL,O,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,X,O,X
JOTSLZI,O,O,O,X,O,X,X,X,X,X
JOTSZIL,O,O,O,X,O,X,X,X,X,X
JOTSZLI,O,O,O,X,O,X,X,X,X,X
JOTZILS,O,O,O,X,X,X,O,X,X,O
JOTZISL,O,X,O,X,X,X,O,X,X,X
JOTZLIS,O,O,O,X,X,X,O,X,X,O
JOTZLSI,O,O,O,X,X,X,O,X,X,X
JOTZSIL,O,O,O,X,X,X,O,X,X,X
JOTZSLI,O,O,O,X,X,X,O,X,X,X
JOITLSZ,O,O,O,X,O,O,X,X,X,X
JOITLZS,O,O,O,X,X,O,O,X,X,X
JOITSLZ,O,O,O,X,O,O,X,X,X,X
JOITSZL,O,O,X,X,O,O,X,X,X,X
JOITZLS,O,O,O,X,X,O,O,X,X,X
JOITZSL,O,X,O,X,X,O,O,X,X,X
JOILTSZ,O,O,O,X,O,O,X,X,X,X
JOILTZS,O,O,O,X,X,O,O,X,X,X
JOILSTZ,O,O,X,X,O,O,X,O,X,X
JOILSZT,X,X,X,X,X,X,X,O,X,X
JOILZTS,O,X,O,X,X,O,O,X,X,X
JOILZST,O,X,X,X,X,X,X,O,X,X
JOISTLZ,O,O,O,X,O,O,X,O,X,X
JOISTZL,O,O,X,X,O,O,X,O,X,X
JOISLTZ,O,O,X,X,O,O,X,O,X,X
JOISLZT,X,X,X,X,X,X,X,O,X,X
JOISZTL,X,O,O,X,O,X,X,O,X,X
JOISZLT,X,X,X,X,X,X,X,O,X,X
JOIZTLS,O,O,O,X,X,O,O,X,X,X
JOIZTSL,O,X,O,X,X,O,O,X,X,X
JOIZLTS,O,X,O,X,X,O,O,X,X,X
JOIZLST,O,X,X,X,X,X,X,O,X,X
JOIZSTL,X,O,O,X,X,X,O,O,X,X
JOIZSLT,O,X,X,X,X,X,X,O,X,X
JOLTISZ,O,O,O,X,O,O,X,X,X,X
JOLTIZS,O,O,O,X,X,O,O,X,X,X
JOLTSIZ,O,O,O,X,O,X,X,X,O,X
JOLTSZI,O,O,O,X,O,X,X,X,X,X
JOLTZIS,O,O,O,X,X,X,O,X,X,O
JOLTZSI,O,O,O,X,X,X,O,X,X,X
JOLITSZ,O,O,O,X,O,O,X,X,X,X
JOLITZS,O,O,O,X,X,O,O,X,X,X
JOLISTZ,O,O,X,X,O,O,X,O,X,X
JOLISZT,X,X,X,X,X,X,X,O,X,X
JOLIZTS,O,X,O,X,X,O,O,X,X,X
JOLIZST,O,X,X,X,X,X,X,O,X,X
JOLSTIZ,O,O,O,X,O,X,X,O,O,X
JOLSTZI,O,O,O,X,O,X,X,O,X,X
JOLSITZ,O,O,X,X,O,X,X,O,X,X
JOLSIZT,X,X,X,X,X,X,X,O,X,X
JOLSZTI,O,O,O,X,X,X,X,O,X,X
JOLSZIT,O,X,X,X,X,X,X,O,X,X
JOLZTIS,O,O,O,X,X,X,O,X,X,O
JOLZTSI,O,O,O,X,X,X,O,X,X,X
JOLZITS,O,X,O,X,X,X,O,X,X,X
JOLZIST,O,X,X,X,X,X,X,O,X,X
JOLZSTI,O,O,O,X,X,X,X,O,X,X
JOLZSIT,O,X,X,X,X,X,X,O,X,X
JOSTILZ,O,O,O,X,O,X,X,O,O,X
JOSTIZL,O,O,X,X,O,X,X,O,X,X
JOSTLIZ,O,O,O,X,O,X,X,O,O,X
JOSTLZI,O,O,O,X,O,X,X,O,X,X
JOSTZIL,O,O,O,X,O,X,X,O,X,X
JOSTZLI,O,O,O,X,O,X,X,O,X,X
JOSITLZ,O,O,O,X,O,X,X,O,O,X
JOSITZL,O,O,X,X,O,X,X,O,X,X
JOSILTZ,O,O,X,X,O,X,X,O,X,X
JOSILZT,X,X,X,X,X,X,X,O,X,X
JOSIZTL,X,O,O,X,O,X,X,O,X,X
JOSIZLT,X,X,X,X,X,X,X,O,X,X
JOSLTIZ,O,O,O,X,O,X,X,O,O,X
JOSLTZI,O,O,O,X,O,X,X,O,X,X
JOSLITZ,O,O,X,X,O,X,X,O,X,X
JOSLIZT,X,X,X,X,X,X,X,O,X,X
JOSLZTI,O,O,O,X,X,X,X,O,X,X
JOSLZIT,O,X,X,X,X,X,X,O,X,X
JOSZTIL,O,O,O,X,O,X,X,O,X,X
JOSZTLI,O,O,O,X,O,X,X,O,X,X
JOSZITL,X,O,O,X,O,X,X,O,X,X
JOSZILT,O,X,X,X,X,X,X,O,X,X
JOSZLTI,O,O,O,X,X,X,X,O,X,X
JOSZLIT,O,X,X,X,X,X,X,O,X,X
JOZTILS,O,O,O,X,X,X,O,X,X,O
JOZTISL,O,X,O,X,X,X,O,X,X,X
JOZTLIS,O,O,O,X,X,X,O,X,X,O
JOZTLSI,O,O,O,X,X,X,O,X,X,X
JOZTSIL,O,O,O,X,X,X,O,X,X,X
JOZTSLI,O,O,O,X,X,X,O,X,X,X
JOZITLS,O,O,O,X,X,X,O,X,X,O
JOZITSL,O,X,O,X,X,X,O,X,X,X
JOZILTS,O,X,O,X,X,X,O,X,X,X
JOZILST,O,X,X,X,X,X,X,O,X,X
JOZISTL,X,O,O,X,X,X,O,O,X,X
JOZISLT,O,X,X,X,X,X,X,O,X,X
JOZLTIS,O,O,O,X,X,X,O,X,X,O
JOZLTSI,O,O,O,X,X,X,O,X,X,X
JOZLITS,O,X,O,X,X,X,O,X,X,X
JOZLIST,O,X,X,X,X,X,X,O,X,X
JOZLSTI,O,O,O,X,X,X,X,O,X,X
JOZLSIT,O,X,X,X,X,X,X,O,X,X
JOZSTIL,O,O,O,X,X,X,O,O,X,X
JOZSTLI,O,O,O,X,X,X,O,O,X,X
JOZSITL,X,O,O,X,X,X,O,O,X,X
JOZSILT,O,X,X,X,X,X,X,O,X,X
