sequence,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBGeBU?jB6rBzqB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBCeBT?jB8qB+rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdiBzdB+jBU?hBXmBSwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBzcBGeBU?jBCrB3rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBfjB6jB8?mBzqBurB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBGeBU?jBCrBTrB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBzcBSjBU?jB3mBWwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBGeBzhBU?jBCrB3rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFzcBfjB6jB8?qBurBdrB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBSjBU?jBTmBWwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdiBfjB6jBU?hBTmBWwB
SIOTZJL,O,X,X,X,O,O,X,X,X,X,X
SIOLTJZ,O,X,X,X,O,X,O,X,X,X,X
SIOLTZJ,O,X,X,X,O,X,O,X,X,X,O
SIOLJTZ,O,X,X,X,O,X,X,X,X,X,O
SIOLJZT,X,X,X,X,O,X,X,X,X,X,O
SIOLZTJ,O,X,X,X,O,X,X,X,X,X,O
SIOLZJT,O,O,X,X,O,X,X,X,O,X,X
SIOJTLZ,X,X,X,X,O,X,X,X,X,X,O
SIOJTZL,O,X,X,X,O,X,X,X,X,X,O
SIOJLTZ,X,X,X,X,O,X,X,X,X,X,O
SIOJLZT,X,X,X,X,O,X,X,X,X,X,O
SIOJZTL,X,X,X,X,O,X,X,X,X,X,O
SIOJZLT,X,X,X,X,O,X,X,X,X,X,O
SIOZTLJ,O,X,X,X,O,X,X,X,X,X,O
SIOZTJL,O,X,X,X,O,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,O,X,X,X,X,X,O
SIOZLJT,O,O,X,X,O,X,X,X,O,X,X
SIOZJTL,O,O,X,X,O,X,X,X,X,X,X
SIOZJLT,O,O,X,X,O,X,X,X,O,X,X
SLTIJZO,O,X,O,O,X,O,O,X,X,O,O
SLTIJOZ,X,X,O,O,X,X,O,X,X,X,O
SLTIZJO,O,X,O,O,X,O,X,O,O,O,O
SLTIZOJ,O,X,X,O,X,O,O,O,X,O,O
SLTIOJZ,X,X,X,O,O,X,O,X,X,X,X
SLTIOZJ,O,X,X,O,O,O,O,O,X,O,O
SLTJIZO,O,X,O,O,X,O,O,X,X,O,O
SLTJIOZ,X,X,O,O,X,X,O,X,X,X,O
SLTJZIO,O,X,O,O,X,O,O,X,O,O,O
SLTJZOI,O,X,O,O,X,O,O,X,O,X,O
SLTJOIZ,X,X,O,O,X,X,O,X,X,X,O
SLTJOZI,X,X,O,O,X,X,O,X,O,X,O
SLTZIJO,O,X,O,O,X,O,X,O,O,O,O
SLTZIOJ,O,X,X,O,X,O,O,O,X,O,O
SLTZJIO,O,X,O,O,X,O,X,O,O,O,O
SLTZJOI,O,X,O,O,X,O,X,O,O,X,O
SLTZOIJ,O,X,X,O,X,O,O,O,X,O,O
SLTZOJI,O,X,X,O,X,O,O,O,X,X,O
SLTOIJZ,X,X,X,O,O,X,O,X,X,X,X
SLTOIZJ,O,X,X,O,O,O,O,O,X,O,O
SLTOJIZ,X,X,X,O,O,X,O,X,X,X,X
SLTOJZI,X,X,X,O,O,X,O,X,X,X,X
SLTOZIJ,O,X,X,O,O,O,O,O,X,O,O
SLTOZJI,O,X,X,O,O,O,O,O,X,X,O
SLITJZO,O,X,O,O,X,O,O,X,X,O,O
SLITJOZ,X,X,O,O,X,X,O,X,X,X,O
SLITZJO,O,X,O,O,X,O,X,O,O,O,O
SLITZOJ,O,X,X,O,X,O,O,O,X,O,O
SLITOJZ,X,X,X,O,O,X,O,X,X,X,X
SLITOZJ,O,X,X,O,O,O,O,O,X,O,O
SLIJTZO,O,X,O,O,X,O,O,X,X,O,O
SLIJTOZ,X,X,O,O,X,X,O,X,X,O,O
SLIJZTO,X,X,O,O,X,X,O,X,O,X,O
SLIJZOT,X,X,O,O,X,X,X,X,O,X,O
SLIJOTZ,X,X,O,X,O,X,O,X,X,O,O
SLIJOZT,X,X,O,X,O,X,X,X,O,X,O
SLIZTJO,O,X,O,O,X,O,X,O,O,X,O
SLIZTOJ,O,X,X,O,X,O,O,O,X,X,O
SLIZJTO,O,O,O,O,X,O,X,O,O,X,O
SLIZJOT,X,X,O,O,X,O,X,X,O,X,O
SLIZOTJ,X,X,X,O,O,O,X,X,X,X,O
SLIZOJT,X,X,X,O,O,O,X,X,O,X,X
SLIOTJZ,X,X,X,O,O,O,O,X,X,X,X
SLIOTZJ,O,X,X,O,O,O,O,X,X,X,O
SLIOJTZ,X,X,X,X,O,O,X,X,X,X,O
SLIOJZT,X,X,X,X,O,X,X,X,X,X,O
SLIOZTJ,X,X,X,O,O,O,X,X,X,X,O
SLIOZJT,X,X,X,O,O,O,X,X,O,X,X
SLJTIZO,O,X,O,O,X,O,O,X,X,O,O
SLJTIOZ,X,X,O,O,X,X,O,X,X,O,O
SLJTZIO,O,O,O,O,X,O,O,X,O,O,O
SLJTZOI,O,O,O,O,X,O,O,X,O,O,O
SLJTOIZ,X,X,O,O,X,X,O,X,X,O,O
SLJTOZI,X,X,O,O,X,X,O,X,O,O,O
SLJITZO,O,X,O,O,X,O,O,X,X,O,O
SLJITOZ,X,X,O,O,X,X,O,X,X,O,O
SLJIZTO,X,X,O,O,X,X,O,X,O,X,O
SLJIZOT,X,X,O,O,X,X,X,X,O,X,O
SLJIOTZ,X,X,O,X,O,X,O,X,X,O,O
SLJIOZT,X,X,O,X,O,X,X,X,O,X,O
SLJZTIO,X,O,O,O,X,X,O,X,O,X,O
SLJZTOI,X,O,O,O,X,X,O,X,O,X,O
SLJZITO,X,O,O,O,X,X,O,X,O,X,O
SLJZIOT,X,X,O,O,X,X,X,X,O,X,O
SLJZOTI,X,X,O,O,X,X,O,X,O,X,O
SLJZOIT,X,X,O,O,X,X,X,X,O,X,O
SLJOTIZ,X,X,O,O,O,X,O,X,X,O,O
SLJOTZI,X,X,O,O,O,X,O,X,O,O,O
SLJOITZ,X,X,O,X,O,X,O,X,X,O,O
SLJOIZT,X,X,O,X,O,X,X,X,O,X,O
SLJOZTI,X,X,O,O,O,X,O,X,O,X,O
SLJOZIT,X,X,O,O,O,X,X,X,O,X,O
SLZTIJO,O,X,O,O,X,O,X,O,O,X,O
SLZTIOJ,O,X,X,O,X,O,O,O,X,X,O
SLZTJIO,O,X,O,O,X,O,X,O,O,X,O
SLZTJOI,O,X,O,O,X,O,X,O,O,X,O
SLZTOIJ,O,X,X,O,X,O,O,O,X,X,O
SLZTOJI,O,X,X,O,X,O,O,O,X,X,O
SLZITJO,O,X,O,O,X,O,X,O,O,X,O
SLZITOJ,O,X,X,O,X,O,O,O,X,X,O
SLZIJTO,O,O,O,O,X,O,X,O,O,X,O
SLZIJOT,X,X,O,O,X,O,X,X,O,X,O
SLZIOTJ,X,X,X,O,O,O,X,X,X,X,O
SLZIOJT,X,X,X,O,O,O,X,X,O,X,X
SLZJTIO,O,O,O,O,X,O,X,O,O,X,O
SLZJTOI,O,O,O,O,X,O,X,O,O,X,O
SLZJITO,O,O,O,O,X,O,X,O,O,X,O
SLZJIOT,X,X,O,O,X,O,X,X,O,X,O
SLZJOTI,X,X,O,O,X,O,X,O,O,X,O
SLZJOIT,X,X,O,O,X,O,X,X,O,X,O
SLZOTIJ,X,X,X,O,O,O,O,O,X,X,O
SLZOTJI,X,X,X,O,O,O,O,O,X,X,O
SLZOITJ,X,X,X,O,O,O,X,X,X,X,O
SLZOIJT,X,X,X,O,O,O,X,X,O,X,X
SLZOJTI,X,X,X,O,O,O,X,O,O,X,X
SLZOJIT,X,X,X,O,O,O,X,X,O,X,X
SLOTIJZ,X,X,X,O,O,O,O,X,X,X,X
SLOTIZJ,O,X,X,O,O,O,O,O,X,X,O
SLOTJIZ,X,X,X,O,O,O,O,X,X,X,X
SLOTJZI,X,X,X,O,O,O,O,X,X,X,X
SLOTZIJ,O,X,X,O,O,O,O,O,X,X,O
SLOTZJI,O,X,X,O,O,O,O,O,X,X,O
SLOITJZ,X,X,X,O,O,O,O,X,X,X,X
SLOITZJ,O,X,X,O,O,O,O,X,X,X,O
SLOIJTZ,X,X,X,X,O,O,X,X,X,X,O
SLOIJZT,X,X,X,X,O,X,X,X,X,X,O
SLOIZTJ,X,X,X,O,O,O,X,X,X,X,O
SLOIZJT,X,X,X,O,O,O,X,X,O,X,X
SLOJTIZ,X,X,X,O,O,O,O,X,X,X,O
SLOJTZI,X,X,X,O,O,O,O,X,O,X,O
SLOJITZ,X,X,X,X,O,O,X,X,X,X,O
SLOJIZT,X,X,X,X,O,X,X,X,O,X,O
SLOJZTI,X,X,X,O,O,X,X,X,O,X,O
SLOJZIT,X,X,X,O,O,X,X,X,O,X,O
SLOZTIJ,X,X,X,O,O,O,O,O,X,X,O
SLOZTJI,X,X,X,O,O,O,O,O,X,X,O
SLOZITJ,X,X,X,O,O,O,X,X,X,X,O
SLOZIJT,X,X,X,O,O,O,X,X,O,X,X
SLOZJTI,X,X,X,O,O,O,X,O,O,X,X
SLOZJIT,X,X,X,O,O,O,X,X,O,X,X
SJTILZO,X,X,X,X,X,X,O,X,X,O,O
SJTILOZ,X,X,X,X,X,X,O,X,X,O,O
SJTIZLO,O,X,X,X,X,O,O,X,X,O,O
SJTIZOL,O,X,O,X,X,O,O,X,X,X,O
SJTIOLZ,X,X,X,X,X,X,O,X,X,O,O
SJTIOZL,X,X,O,X,X,X,O,X,X,X,O
SJTLIZO,X,X,O,X,X,X,O,X,X,O,O
SJTLIOZ,X,X,O,X,X,X,O,X,X,O,O
SJTLZIO,X,O,O,X,X,X,O,X,O,O,O
SJTLZOI,X,O,O,X,X,X,O,X,O,O,O
SJTLOIZ,X,X,O,X,X,X,O,X,X,O,O
SJTLOZI,X,X,O,X,X,X,O,X,O,O,O
SJTZILO,O,O,X,X,X,O,O,X,O,O,O
SJTZIOL,O,O,O,X,X,O,O,X,X,X,O
SJTZLIO,O,O,X,X,X,O,O,X,O,O,O
SJTZLOI,X,O,X,X,X,X,O,X,O,O,O
SJTZOIL,O,O,O,X,X,O,O,X,X,X,O
SJTZOLI,X,O,O,X,X,X,O,X,O,X,O
SJTOILZ,X,X,X,X,X,X,O,X,X,O,O
SJTOIZL,X,X,O,X,X,X,O,X,X,X,O
SJTOLIZ,X,X,O,X,X,X,O,X,X,O,O
SJTOLZI,X,O,O,X,X,X,O,X,O,O,O
SJTOZIL,X,O,O,X,X,X,O,X,X,X,O
SJTOZLI,X,O,O,X,X,X,O,X,O,X,O
SJITLZO,X,X,X,X,X,X,O,X,X,O,O
SJITLOZ,X,X,X,X,X,X,O,X,X,O,O
SJITZLO,O,X,X,X,X,O,O,X,X,O,O
SJITZOL,O,X,O,X,X,O,O,X,X,X,O
SJITOLZ,X,X,X,X,X,X,O,X,X,O,O
SJITOZL,X,X,O,X,X,X,O,X,X,X,O
SJILTZO,X,X,O,X,X,X,O,X,X,O,O
SJILTOZ,X,X,O,X,X,X,O,X,X,O,O
SJILZTO,X,X,O,X,X,X,O,X,O,X,O
SJILZOT,X,X,O,X,X,X,X,X,O,X,O
SJILOTZ,X,X,O,X,O,X,O,X,X,O,O
SJILOZT,X,X,O,X,O,X,X,X,O,X,O
SJIZTLO,X,X,X,X,X,X,O,X,O,O,O
SJIZTOL,X,X,O,X,X,X,O,X,X,X,O
SJIZLTO,X,X,X,X,X,X,O,X,O,X,O
SJIZLOT,X,X,X,X,X,X,X,X,O,X,O
SJIZOTL,X,X,O,X,X,X,X,X,X,X,O
SJIZOLT,X,X,X,X,X,X,X,X,O,X,O
SJIOTLZ,X,X,X,X,O,X,O,X,X,O,O
SJIOTZL,X,X,O,X,O,X,O,X,X,O,O
SJIOLTZ,X,X,O,X,O,X,O,X,X,O,O
SJIOLZT,X,X,O,X,O,X,X,X,O,X,O
SJIOZTL,X,X,O,X,O,X,X,X,X,O,O
SJIOZLT,X,X,X,X,O,X,X,X,O,X,O
SJLTIZO,X,X,O,X,X,X,O,X,X,O,O
SJLTIOZ,X,X,O,X,X,X,O,X,X,O,O
SJLTZIO,X,O,O,X,X,X,O,X,O,O,O
SJLTZOI,X,O,O,X,X,X,O,X,O,O,O
SJLTOIZ,X,X,O,X,X,X,O,X,X,O,O
SJLTOZI,X,X,O,X,X,X,O,X,O,O,O
SJLITZO,X,X,O,X,X,X,O,X,X,O,O
SJLITOZ,X,X,O,X,X,X,O,X,X,O,O
SJLIZTO,X,X,O,X,X,X,O,X,O,X,O
SJLIZOT,X,X,O,X,X,X,X,X,O,X,O
SJLIOTZ,X,X,O,X,O,X,O,X,X,O,O
SJLIOZT,X,X,O,X,O,X,X,X,O,X,O
SJLZTIO,X,O,O,X,X,X,O,X,O,X,O
SJLZTOI,X,O,O,X,X,X,O,X,O,X,O
SJLZITO,X,O,O,X,X,X,O,X,O,X,O
SJLZIOT,X,X,O,X,X,X,X,X,O,X,O
SJLZOTI,X,X,O,X,X,X,O,X,O,X,O
SJLZOIT,X,X,O,X,X,X,X,X,O,X,O
SJLOTIZ,X,X,O,X,O,X,O,X,X,O,O
SJLOTZI,X,X,O,X,O,X,O,X,O,O,O
SJLOITZ,X,X,O,X,O,X,O,X,X,O,O
SJLOIZT,X,X,O,X,O,X,X,X,O,X,O
SJLOZTI,X,X,O,X,O,X,O,X,O,X,O
SJLOZIT,X,X,O,X,O,X,X,X,O,X,O
SJZTILO,X,O,X,X,X,X,O,X,O,O,O
SJZTIOL,X,O,O,X,X,X,O,X,X,X,O
SJZTLIO,X,O,X,X,X,X,O,X,O,O,O
SJZTLOI,X,O,X,X,X,X,O,X,O,O,O
SJZTOIL,X,O,O,X,X,X,O,X,X,X,O
SJZTOLI,X,O,O,X,X,X,O,X,O,X,O
SJZITLO,X,O,X,X,X,X,O,X,O,O,O
SJZITOL,X,O,O,X,X,X,O,X,X,X,O
SJZILTO,X,O,X,X,X,X,O,X,O,X,O
SJZILOT,X,O,X,X,X,X,X,X,O,X,O
SJZIOTL,X,O,O,X,X,X,X,X,X,X,O
SJZIOLT,X,O,X,X,X,X,X,X,O,X,O
SJZLTIO,X,O,X,X,X,X,O,X,O,X,O
SJZLTOI,X,O,X,X,X,X,O,X,O,X,O
SJZLITO,X,O,X,X,X,X,O,X,O,X,O
SJZLIOT,X,O,X,X,X,X,X,X,O,X,O
SJZLOTI,X,O,X,X,X,X,O,X,O,X,O
SJZLOIT,X,O,X,X,X,X,X,X,O,X,O
SJZOTIL,X,O,O,X,X,X,O,X,X,X,O
SJZOTLI,X,O,O,X,X,X,O,X,O,X,O
SJZOITL,X,O,O,X,X,X,X,X,X,X,O
SJZOILT,X,O,X,X,X,X,X,X,O,X,O
SJZOLTI,X,O,X,X,X,X,O,X,O,X,O
SJZOLIT,X,O,X,X,X,X,X,X,O,X,O
SJOTILZ,X,X,X,X,O,X,O,X,X,O,O
SJOTIZL,X,X,O,X,O,X,O,X,X,O,O
SJOTLIZ,X,X,O,X,O,X,O,X,X,O,O
SJOTLZI,X,O,O,X,O,X,O,X,O,O,O
SJOTZIL,X,O,O,X,O,X,O,X,X,O,O
SJOTZLI,X,O,O,X,O,X,O,X,O,O,O
SJOITLZ,X,X,X,X,O,X,O,X,X,O,O
SJOITZL,X,X,O,X,O,X,O,X,X,O,O
SJOILTZ,X,X,O,X,O,X,O,X,X,O,O
SJOILZT,X,X,O,X,O,X,X,X,O,X,O
SJOIZTL,X,X,O,X,O,X,X,X,X,O,O
SJOIZLT,X,X,X,X,O,X,X,X,O,X,O
SJOLTIZ,X,X,O,X,O,X,O,X,X,O,O
SJOLTZI,X,O,O,X,O,X,O,X,O,O,O
SJOLITZ,X,X,O,X,O,X,O,X,X,O,O
SJOLIZT,X,X,O,X,O,X,X,X,O,X,O
SJOLZTI,X,O,O,X,O,X,O,X,O,X,O
SJOLZIT,X,O,O,X,O,X,X,X,O,X,O
SJOZTIL,X,O,O,X,O,X,O,X,X,O,O
SJOZTLI,X,O,O,X,O,X,O,X,O,O,O
SJOZITL,X,O,O,X,O,X,X,X,X,O,O
SJOZILT,X,O,X,X,O,X,X,X,O,X,O
SJOZLTI,X,O,X,X,O,X,O,X,O,X,O
SJOZLIT,X,O,X,X,O,X,X,X,O,X,O
SZTILJO,O,X,X,X,X,O,X,X,O,O,O
SZTILOJ,X,X,X,X,X,X,O,X,X,O,O
SZTIJLO,O,X,X,X,X,O,X,X,O,X,O
SZTIJOL,O,X,O,X,X,O,X,O,X,X,X
SZTIOLJ,X,X,X,X,X,X,O,X,X,X,O
SZTIOJL,O,X,X,X,X,O,X,O,X,X,X
SZTLIJO,O,X,X,X,X,O,X,X,O,O,O
SZTLIOJ,O,X,X,X,X,O,O,X,X,O,O
SZTLJIO,O,X,X,X,X,O,X,X,O,O,O
SZTLJOI,O,X,X,X,X,O,X,X,O,X,O
SZTLOIJ,O,X,X,X,X,O,O,X,X,O,O
SZTLOJI,O,X,X,X,X,O,O,X,X,X,O
SZTJILO,O,X,X,X,X,O,X,X,O,X,O
SZTJIOL,O,X,O,X,X,O,X,O,X,X,X
SZTJLIO,O,X,X,X,X,O,X,X,O,X,O
SZTJLOI,O,X,X,X,X,O,X,X,O,X,O
SZTJOIL,O,X,O,X,X,O,X,O,X,X,X
SZTJOLI,X,X,O,X,X,X,X,O,O,X,X
SZTOILJ,X,X,X,X,X,X,O,X,X,X,O
SZTOIJL,O,X,X,X,X,O,X,O,X,X,X
SZTOLIJ,X,X,X,X,X,X,O,X,X,X,O
SZTOLJI,X,X,X,X,X,X,O,X,X,X,O
SZTOJIL,O,X,X,X,X,O,X,O,X,X,X
SZTOJLI,X,X,X,X,X,X,X,O,X,X,X
SZITLJO,O,X,X,X,X,O,X,X,O,O,O
SZITLOJ,X,X,X,X,X,X,O,X,X,O,O
SZITJLO,O,X,X,X,X,O,X,X,O,X,O
SZITJOL,O,X,O,X,X,O,X,O,X,X,X
SZITOLJ,X,X,X,X,X,X,O,X,X,X,O
SZITOJL,O,X,X,X,X,O,X,O,X,X,X
SZILTJO,O,X,X,O,X,O,X,O,O,X,O
SZILTOJ,O,X,X,O,X,O,O,O,X,X,O
SZILJTO,O,O,X,O,X,O,X,O,O,X,O
SZILJOT,X,X,X,O,X,O,X,X,O,X,O
SZILOTJ,X,X,X,O,O,O,X,X,X,X,O
SZILOJT,X,X,X,O,O,O,X,X,O,X,X
SZIJTLO,O,O,X,X,X,O,X,X,O,X,O
SZIJTOL,O,O,O,X,X,O,X,O,X,X,O
SZIJLTO,O,O,X,O,X,O,X,O,O,X,O
SZIJLOT,X,O,X,O,X,O,X,X,O,X,O
SZIJOTL,O,O,O,X,X,X,X,X,X,X,O
SZIJOLT,O,O,X,X,X,X,X,X,O,X,O
SZIOTLJ,O,X,X,X,O,X,X,X,X,X,O
SZIOTJL,O,X,X,X,O,X,X,X,X,X,X
SZIOLTJ,O,X,X,X,O,X,X,X,X,X,O
SZIOLJT,O,O,X,X,O,X,X,X,O,X,X
SZIOJTL,O,O,X,X,O,X,X,X,X,X,X
SZIOJLT,O,O,X,X,O,X,X,X,O,X,X
SZLTIJO,O,X,X,O,X,O,X,O,O,X,O
SZLTIOJ,O,X,X,O,X,O,O,O,X,X,O
SZLTJIO,O,X,X,O,X,O,X,O,O,X,O
SZLTJOI,O,X,X,O,X,O,X,O,O,X,O
SZLTOIJ,O,X,X,O,X,O,O,O,X,X,O
SZLTOJI,O,X,X,O,X,O,O,O,X,X,O
SZLITJO,O,X,X,O,X,O,X,O,O,X,O
SZLITOJ,O,X,X,O,X,O,O,O,X,X,O
SZLIJTO,O,O,X,O,X,O,X,O,O,X,O
SZLIJOT,X,X,X,O,X,O,X,X,O,X,O
SZLIOTJ,X,X,X,O,O,O,X,X,X,X,O
SZLIOJT,X,X,X,O,O,O,X,X,O,X,X
SZLJTIO,O,O,X,O,X,O,X,O,O,X,O
SZLJTOI,O,O,X,O,X,O,X,O,O,X,O
SZLJITO,O,O,X,O,X,O,X,O,O,X,O
SZLJIOT,X,X,X,O,X,O,X,X,O,X,O
SZLJOTI,X,X,X,O,X,O,X,O,O,X,O
SZLJOIT,X,X,X,O,X,O,X,X,O,X,O
SZLOTIJ,X,X,X,O,O,O,O,O,X,X,O
SZLOTJI,X,X,X,O,O,O,O,O,X,X,O
SZLOITJ,X,X,X,O,O,O,X,X,X,X,O
SZLOIJT,X,X,X,O,O,O,X,X,O,X,X
SZLOJTI,X,X,X,O,O,O,X,O,O,X,X
SZLOJIT,X,X,X,O,O,O,X,X,O,X,X
SZJTILO,O,O,X,X,X,O,X,X,O,X,O
SZJTIOL,O,O,O,X,X,O,X,O,X,X,O
SZJTLIO,O,O,X,X,X,O,X,X,O,X,O
SZJTLOI,O,O,X,X,X,O,X,X,O,X,O
SZJTOIL,O,O,O,X,X,O,X,O,X,X,O
SZJTOLI,X,O,O,X,X,X,X,O,O,X,O
SZJITLO,O,O,X,X,X,O,X,X,O,X,O
SZJITOL,O,O,O,X,X,O,X,O,X,X,O
SZJILTO,O,O,X,O,X,O,X,O,O,X,O
SZJILOT,X,O,X,O,X,O,X,X,O,X,O
SZJIOTL,O,O,O,X,X,X,X,X,X,X,O
SZJIOLT,O,O,X,X,X,X,X,X,O,X,O
SZJLTIO,O,O,X,O,X,O,X,O,O,X,O
SZJLTOI,O,O,X,O,X,O,X,O,O,X,O
SZJLITO,O,O,X,O,X,O,X,O,O,X,O
SZJLIOT,X,O,X,O,X,O,X,X,O,X,O
SZJLOTI,X,O,X,O,X,O,X,O,O,X,O
SZJLOIT,X,O,X,O,X,O,X,X,O,X,O
SZJOTIL,O,O,O,X,X,X,X,O,X,X,O
SZJOTLI,O,O,O,X,X,X,X,O,O,X,O
SZJOITL,O,O,O,X,X,X,X,X,X,X,O
SZJOILT,O,O,X,X,X,X,X,X,O,X,O
SZJOLTI,O,O,X,X,X,X,X,O,O,X,O
SZJOLIT,O,O,X,X,X,X,X,X,O,X,O
SZOTILJ,O,X,X,X,O,X,O,X,X,X,O
SZOTIJL,O,X,X,X,O,X,X,O,X,X,X
SZOTLIJ,O,X,X,X,O,X,O,X,X,X,O
SZOTLJI,O,X,X,X,O,X,O,X,X,X,O
SZOTJIL,O,X,X,X,O,X,X,O,X,X,X
SZOTJLI,O,X,X,X,O,X,X,O,X,X,X
SZOITLJ,O,X,X,X,O,X,X,X,X,X,O
SZOITJL,O,X,X,X,O,X,X,X,X,X,X
SZOILTJ,O,X,X,X,O,X,X,X,X,X,O
SZOILJT,O,O,X,X,O,X,X,X,O,X,X
SZOIJTL,O,O,X,X,O,X,X,X,X,X,X
SZOIJLT,O,O,X,X,O,X,X,X,O,X,X
SZOLTIJ,O,X,X,X,O,X,O,O,X,X,O
SZOLTJI,O,X,X,X,O,X,O,O,X,X,O
SZOLITJ,O,X,X,X,O,X,X,X,X,X,O
SZOLIJT,O,O,X,X,O,X,X,X,O,X,X
SZOLJTI,O,O,X,X,O,X,X,O,O,X,X
SZOLJIT,O,O,X,X,O,X,X,X,O,X,X
SZOJTIL,O,O,X,X,O,X,X,O,X,X,X
SZOJTLI,O,O,X,X,O,X,X,O,O,X,X
SZOJITL,O,O,X,X,O,X,X,X,X,X,X
SZOJILT,O,O,X,X,O,X,X,X,O,X,X
SZOJLTI,O,O,X,X,O,X,X,O,O,X,X
SZOJLIT,O,O,X,X,O,X,X,X,O,X,X
SOTILJZ,X,X,X,X,O,X,O,X,X,X,X
SOTILZJ,O,X,X,X,O,X,O,X,X,O,O
SOTIJLZ,X,X,X,X,O,X,O,X,X,X,X
SOTIJZL,O,X,X,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,O,X,O,X,X,X,O
SOTIZJL,O,X,X,X,O,O,X,O,X,X,X
SOTLIJZ,X,X,X,X,O,X,O,X,X,X,X
SOTLIZJ,O,X,X,X,O,X,O,X,X,O,O
SOTLJIZ,X,X,X,X,O,X,O,X,X,X,X
SOTLJZI,X,X,X,X,O,X,O,X,X,X,X
SOTLZIJ,O,X,X,X,O,X,O,X,X,O,O
SOTLZJI,O,X,X,X,O,X,O,X,X,X,O
SOTJILZ,X,X,X,X,O,X,O,X,X,X,X
SOTJIZL,O,X,X,X,O,X,X,X,X,X,X
SOTJLIZ,X,X,X,X,O,X,O,X,X,X,X
SOTJLZI,X,X,X,X,O,X,O,X,X,X,X
SOTJZIL,O,X,X,X,O,X,X,X,X,X,X
SOTJZLI,O,X,X,X,O,X,X,X,X,X,X
SOTZILJ,O,X,X,X,O,X,O,X,X,X,O
SOTZIJL,O,X,X,X,O,O,X,O,X,X,X
SOTZLIJ,O,X,X,X,O,X,O,X,X,X,O
SOTZLJI,O,X,X,X,O,X,O,X,X,X,O
SOTZJIL,O,X,X,X,O,O,X,O,X,X,X
SOTZJLI,O,X,X,X,O,X,X,O,X,X,X
SOITLJZ,X,X,X,X,O,X,O,X,X,X,X
SOITLZJ,O,X,X,X,O,X,O,X,X,O,O
SOITJLZ,X,X,X,X,O,X,O,X,X,X,X
SOITJZL,O,X,X,X,O,X,X,X,X,X,X
SOITZLJ,O,X,X,X,O,X,O,X,X,X,O
SOITZJL,O,X,X,X,O,O,X,X,X,X,X
SOILTJZ,O,X,X,X,O,X,O,X,X,X,X
SOILTZJ,O,X,X,X,O,X,O,X,X,X,O
SOILJTZ,O,X,X,X,O,X,X,X,X,X,O
SOILJZT,X,X,X,X,O,X,X,X,X,X,O
SOILZTJ,O,X,X,X,O,X,X,X,X,X,O
SOILZJT,O,O,X,X,O,X,X,X,O,X,X
SOIJTLZ,X,X,X,X,O,X,X,X,X,X,O
SOIJTZL,O,X,X,X,O,X,X,X,X,X,O
SOIJLTZ,X,X,X,X,O,X,X,X,X,X,O
SOIJLZT,X,X,X,X,O,X,X,X,X,X,O
SOIJZTL,X,X,X,X,O,X,X,X,X,X,O
SOIJZLT,X,X,X,X,O,X,X,X,X,X,O
SOIZTLJ,O,X,X,X,O,X,X,X,X,X,O
SOIZTJL,O,X,X,X,O,X,X,X,X,X,X
SOIZLTJ,O,X,X,X,O,X,X,X,X,X,O
SOIZLJT,O,O,X,X,O,X,X,X,O,X,X
SOIZJTL,O,O,X,X,O,X,X,X,X,X,X
SOIZJLT,O,O,X,X,O,X,X,X,O,X,X
SOLTIJZ,O,X,X,X,O,X,O,X,X,X,X
SOLTIZJ,O,X,X,X,O,X,O,O,X,X,O
SOLTJIZ,O,X,X,X,O,X,O,X,X,X,X
SOLTJZI,O,X,X,X,O,X,O,X,X,X,X
SOLTZIJ,O,X,X,X,O,X,O,O,X,X,O
SOLTZJI,O,X,X,X,O,X,O,O,X,X,O
SOLITJZ,O,X,X,X,O,X,O,X,X,X,X
SOLITZJ,O,X,X,X,O,X,O,X,X,X,O
SOLIJTZ,O,X,X,X,O,X,X,X,X,X,O
SOLIJZT,X,X,X,X,O,X,X,X,X,X,O
SOLIZTJ,O,X,X,X,O,X,X,X,X,X,O
SOLIZJT,O,O,X,X,O,X,X,X,O,X,X
SOLJTIZ,O,X,X,X,O,X,O,X,X,X,O
SOLJTZI,O,O,X,X,O,X,O,X,O,X,O
SOLJITZ,O,X,X,X,O,X,X,X,X,X,O
SOLJIZT,X,X,X,X,O,X,X,X,O,X,O
SOLJZTI,X,O,X,X,O,X,X,X,O,X,O
SOLJZIT,X,O,X,X,O,X,X,X,O,X,O
