sequence,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBFiBu?sBirBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFSiBTeBZmBu?rB3nBUsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBm?rB6sB3rB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxcBTeBKrBf?sBlnBGsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBi?rBGsBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBGeBamBz?iB/sB1wB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFuhB3dBcjBZ?mBCsBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeB3hBlnBm?rB6sBUrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFViBcjBamB3?iB+rBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBTeBamBl?nB3rB+sB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxdB3hBlnBm?rBCtBTrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8JeU9IvhFFhBXjBzmBm?lBCoBxwB
LOTSIJZ,X,O,X,O,X,O,X,X,X,X,X,X
LOTSIZJ,X,O,X,O,X,O,X,X,X,X,X,X
LOTSJIZ,X,O,X,O,X,O,X,O,X,X,X,X
LOTSJZI,X,X,X,O,X,O,X,O,X,X,X,X
LOTSZIJ,X,X,X,O,O,O,X,X,X,X,X,X
LOTSZJI,X,X,X,O,O,O,X,X,X,X,X,X
LOTZIJS,X,X,O,X,O,O,O,X,O,X,X,X
LOTZISJ,X,X,X,O,O,O,O,X,X,X,X,X
LOTZJIS,X,X,O,X,O,O,X,X,O,X,X,X
LOTZJSI,X,X,O,X,O,X,O,X,O,X,X,X
LOTZSIJ,X,X,X,O,O,O,X,X,X,X,X,X
LOTZSJI,X,X,X,O,O,O,O,X,X,X,X,X
LOITJSZ,X,O,X,X,X,X,O,X,O,X,X,X
LOITJZS,X,X,X,X,X,X,O,X,O,X,X,X
LOITSJZ,X,O,X,X,X,X,O,X,X,X,X,X
LOITSZJ,X,O,X,X,X,X,O,X,X,X,X,X
LOITZJS,X,X,X,X,O,O,O,X,O,X,X,X
LOITZSJ,X,X,X,X,O,O,O,X,X,X,X,X
LOIJTSZ,X,O,X,X,X,X,O,X,O,X,X,X
LOIJTZS,O,X,X,X,X,X,O,X,O,X,X,X
LOIJSTZ,X,O,X,X,X,X,O,X,O,X,X,X
LOIJSZT,O,O,X,X,X,X,O,X,O,X,X,X
LOIJZTS,O,X,O,X,O,X,O,X,O,X,X,X
LOIJZST,O,X,X,X,X,X,O,X,O,X,X,X
LOISTJZ,X,O,X,O,X,X,O,X,X,X,X,X
LOISTZJ,X,O,X,O,X,X,O,X,X,X,X,X
LOISJTZ,X,O,X,X,X,X,O,X,O,X,X,X
LOISJZT,X,O,X,X,X,X,O,X,O,X,X,X
LOISZTJ,X,O,X,O,O,X,O,X,X,O,X,X
LOISZJT,X,X,X,O,X,X,O,X,O,X,X,X
LOIZTJS,X,X,O,X,O,X,O,X,O,X,X,X
LOIZTSJ,X,X,X,O,O,X,O,X,X,X,X,X
LOIZJTS,O,X,O,X,O,X,O,X,O,X,X,X
LOIZJST,O,X,X,O,X,X,O,X,O,X,X,X
LOIZSTJ,X,X,X,O,O,X,O,X,X,X,X,X
LOIZSJT,X,X,X,O,X,X,O,X,O,X,X,X
LOJTISZ,X,X,X,X,X,X,X,X,O,X,X,X
LOJTIZS,O,X,X,X,X,X,X,X,O,X,X,X
LOJTSIZ,X,O,X,X,X,X,X,O,O,X,X,X
LOJTSZI,O,X,X,X,X,O,X,O,O,X,X,X
LOJTZIS,O,X,O,X,O,O,X,X,O,X,X,X
LOJTZSI,O,X,O,X,O,X,O,X,O,X,X,X
LOJITSZ,X,O,X,X,X,X,O,X,O,X,X,X
LOJITZS,O,X,X,X,X,X,O,X,O,X,X,X
LOJISTZ,X,O,X,X,X,X,O,X,O,X,X,X
LOJISZT,O,O,X,X,X,X,O,X,O,X,X,X
LOJIZTS,O,X,O,X,O,X,O,X,O,X,X,X
LOJIZST,O,X,X,X,X,X,O,X,O,X,X,X
LOJSTIZ,X,O,X,O,X,O,X,X,O,X,X,X
LOJSTZI,O,X,X,O,X,O,X,X,O,X,X,X
LOJSITZ,X,O,X,X,X,X,X,X,O,X,X,X
LOJSIZT,O,O,X,X,X,X,X,X,O,X,X,X
LOJSZTI,O,X,X,O,X,X,X,X,O,X,X,X
LOJSZIT,O,O,X,O,X,X,X,X,O,X,X,X
LOJZTIS,O,X,O,X,O,X,X,X,O,X,X,X
LOJZTSI,O,X,O,X,O,X,O,X,O,X,X,X
LOJZITS,O,X,O,X,O,X,O,X,O,X,X,X
LOJZIST,O,X,X,O,X,X,O,X,O,X,X,X
LOJZSTI,O,X,X,O,X,X,O,X,O,X,X,X
LOJZSIT,O,X,X,O,X,X,O,X,O,X,X,X
LOSTIJZ,X,O,X,O,X,O,X,X,X,X,X,X
LOSTIZJ,X,O,X,O,X,O,X,X,X,X,X,X
LOSTJIZ,X,O,X,O,X,O,X,X,X,X,X,X
LOSTJZI,X,X,X,O,X,O,X,X,X,X,X,X
LOSTZIJ,X,X,X,O,O,O,X,X,X,O,X,X
LOSTZJI,X,X,X,O,O,O,X,X,X,O,X,X
LOSITJZ,X,O,X,O,X,X,X,X,X,X,X,X
LOSITZJ,X,O,X,O,X,X,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,O,X,X,X
LOSIJZT,X,O,X,X,X,X,X,X,O,X,X,X
LOSIZTJ,X,O,X,O,O,X,X,X,X,O,X,X
LOSIZJT,X,X,X,O,X,X,X,X,O,X,X,X
LOSJTIZ,X,O,X,O,X,O,X,X,O,X,X,X
LOSJTZI,X,X,X,O,X,O,X,X,O,X,X,X
LOSJITZ,X,O,X,X,X,X,X,X,O,X,X,X
LOSJIZT,X,O,X,X,X,X,X,X,O,X,X,X
LOSJZTI,X,X,X,O,X,X,X,X,O,X,X,X
LOSJZIT,X,O,X,O,X,X,X,X,O,X,X,X
LOSZTIJ,X,X,X,O,O,X,X,X,X,O,X,X
LOSZTJI,X,X,X,O,O,X,X,X,X,O,X,X
LOSZITJ,X,O,X,O,O,X,X,X,X,O,X,X
LOSZIJT,X,X,X,O,X,X,X,X,O,X,X,X
LOSZJTI,X,X,X,O,X,X,X,X,O,X,X,X
LOSZJIT,X,X,X,O,X,X,X,X,O,X,X,X
LOZTIJS,X,X,O,X,O,X,O,X,O,X,X,X
LOZTISJ,X,X,X,O,O,X,O,X,X,X,X,X
LOZTJIS,X,X,O,X,O,X,X,X,O,X,X,X
LOZTJSI,X,X,O,X,O,X,O,X,O,X,X,X
LOZTSIJ,X,X,X,O,O,X,X,X,X,X,X,X
LOZTSJI,X,X,X,O,O,X,O,X,X,X,X,X
LOZITJS,X,X,O,X,O,X,O,X,O,X,X,X
LOZITSJ,X,X,X,O,O,X,O,X,X,X,X,X
LOZIJTS,O,X,O,X,O,X,O,X,O,X,X,X
LOZIJST,O,X,X,O,X,X,O,X,O,X,X,X
LOZISTJ,X,X,X,O,O,X,O,X,X,X,X,X
LOZISJT,X,X,X,O,X,X,O,X,O,X,X,X
LOZJTIS,O,X,O,X,O,X,X,X,O,X,X,X
LOZJTSI,O,X,O,X,O,X,O,X,O,X,X,X
LOZJITS,O,X,O,X,O,X,O,X,O,X,X,X
LOZJIST,O,X,X,O,X,X,O,X,O,X,X,X
LOZJSTI,O,X,X,O,X,X,O,X,O,X,X,X
LOZJSIT,O,X,X,O,X,X,O,X,O,X,X,X
LOZSTIJ,X,X,X,O,O,X,X,X,X,X,X,X
LOZSTJI,X,X,X,O,O,X,O,X,X,X,X,X
LOZSITJ,X,X,X,O,O,X,O,X,X,X,X,X
LOZSIJT,X,X,X,O,X,X,O,X,O,X,X,X
LOZSJTI,X,X,X,O,X,X,O,X,O,X,X,X
LOZSJIT,X,X,X,O,X,X,O,X,O,X,X,X
JTILSZO,X,O,X,X,X,O,O,X,O,X,X,X
JTILSOZ,X,O,X,X,X,X,O,X,X,X,X,X
JTILZSO,O,X,X,X,X,O,O,X,O,X,X,X
JTILZOS,O,X,X,X,X,O,O,X,O,X,X,X
JTILOSZ,X,O,X,X,X,X,O,X,X,X,X,X
JTILOZS,O,X,X,X,X,X,O,X,O,X,X,X
JTISLZO,X,O,X,X,X,O,X,O,X,X,O,X
JTISLOZ,X,O,X,X,X,X,X,O,X,X,O,X
JTISZLO,X,O,X,X,X,O,X,O,X,X,O,X
JTISZOL,X,O,X,X,X,O,X,O,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X,O,X,X,X,X
JTISOZL,X,O,X,X,X,X,X,O,X,X,X,X
JTIZLSO,X,X,O,X,X,O,O,X,O,X,X,X
JTIZLOS,O,X,O,X,X,O,O,X,O,X,X,X
JTIZSLO,X,O,O,X,X,O,O,X,X,X,O,X
JTIZSOL,O,O,O,X,X,O,O,X,X,X,X,X
JTIZOLS,O,X,O,X,X,O,X,X,X,X,X,X
JTIZOSL,O,O,O,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTIOLZS,O,X,X,X,X,X,X,X,X,X,X,X
JTIOSLZ,X,O,X,X,X,X,X,O,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X,O,X,X,X,O
JTIOZLS,O,X,O,X,X,X,X,X,X,X,X,X
JTIOZSL,O,O,O,X,X,X,X,X,X,X,X,O
JTLISZO,X,X,X,X,X,O,O,X,O,X,X,X
JTLISOZ,X,X,X,X,X,X,O,X,X,X,X,X
JTLIZSO,O,X,X,X,X,O,O,X,O,X,X,X
JTLIZOS,O,X,X,X,X,O,O,X,O,X,X,X
JTLIOSZ,X,X,X,X,X,X,O,X,O,X,X,X
JTLIOZS,O,X,X,X,X,X,O,X,O,X,X,X
JTLSIZO,X,O,X,X,X,O,X,O,O,X,O,X
JTLSIOZ,X,O,X,X,X,X,X,O,X,X,O,X
JTLSZIO,O,X,X,X,X,O,O,O,O,X,O,X
JTLSZOI,O,X,X,X,X,O,O,O,O,X,O,X
JTLSOIZ,X,O,X,X,X,O,X,O,X,X,O,X
JTLSOZI,O,X,X,X,X,O,X,O,X,X,O,X
JTLZISO,O,X,O,X,O,O,O,X,O,X,X,X
JTLZIOS,O,X,O,X,O,O,O,X,O,X,X,X
JTLZSIO,O,X,O,X,O,O,O,X,O,X,O,X
JTLZSOI,O,X,O,X,O,O,O,X,O,X,O,X
JTLZOIS,O,X,O,X,O,O,X,X,O,X,X,X
JTLZOSI,O,X,O,X,O,X,O,X,O,X,X,X
JTLOISZ,X,X,X,X,X,X,X,X,O,X,X,X
JTLOIZS,O,X,X,X,X,X,X,X,O,X,X,X
JTLOSIZ,X,O,X,X,X,X,X,O,O,X,X,X
JTLOSZI,O,X,X,X,X,O,X,O,O,X,X,X
JTLOZIS,O,X,O,X,O,O,X,X,O,X,X,X
JTLOZSI,O,X,O,X,O,X,O,X,O,X,X,X
JTSILZO,X,O,X,X,X,O,X,O,X,X,O,X
JTSILOZ,X,O,X,X,X,X,X,O,X,X,O,X
JTSIZLO,X,O,X,X,X,O,X,O,X,X,O,X
JTSIZOL,X,O,X,X,X,O,X,O,X,X,X,X
JTSIOLZ,X,O,X,X,X,X,X,O,X,X,X,X
JTSIOZL,X,O,X,X,X,X,X,O,X,X,X,X
JTSLIZO,X,O,X,X,X,O,X,O,O,X,O,X
JTSLIOZ,X,O,X,X,X,X,X,O,X,X,O,X
JTSLZIO,O,X,X,X,X,O,X,O,O,O,O,X
JTSLZOI,O,X,X,X,X,O,X,O,O,O,O,X
JTSLOIZ,X,O,X,X,X,O,X,O,X,X,O,X
JTSLOZI,O,X,X,X,X,O,X,O,X,X,O,X
JTSZILO,X,O,O,X,X,O,X,O,X,X,O,X
JTSZIOL,O,O,O,X,X,O,X,O,X,X,X,X
JTSZLIO,X,X,O,X,X,O,X,O,O,O,O,X
JTSZLOI,X,X,O,X,X,O,X,O,O,O,O,X
JTSZOIL,O,O,O,X,X,O,X,O,X,X,X,X
JTSZOLI,O,X,O,X,X,O,X,O,X,X,O,X
JTSOILZ,X,O,X,X,X,O,X,O,X,X,X,X
JTSOIZL,X,O,X,X,X,O,X,O,X,X,X,X
JTSOLIZ,X,O,X,X,X,O,X,O,X,X,O,X
JTSOLZI,O,X,X,X,X,O,X,O,X,X,O,X
JTSOZIL,O,O,O,X,X,O,X,O,X,X,X,X
JTSOZLI,O,X,O,X,X,O,X,O,X,X,O,X
JTZILSO,X,X,O,X,X,O,O,X,O,X,X,X
JTZILOS,O,X,O,X,X,O,O,X,O,X,X,X
JTZISLO,X,X,O,X,X,O,O,X,X,X,O,X
JTZISOL,O,X,O,X,X,O,O,X,X,X,X,X
JTZIOLS,O,X,O,X,X,O,X,X,X,X,X,X
JTZIOSL,O,X,O,X,X,O,X,X,X,X,X,X
JTZLISO,O,X,O,X,O,O,O,X,O,X,X,X
JTZLIOS,O,X,O,X,O,O,O,X,O,X,X,X
JTZLSIO,O,X,O,X,O,O,O,X,O,X,O,X
JTZLSOI,O,X,O,X,O,O,O,X,O,X,O,X
JTZLOIS,O,X,O,X,O,O,X,X,O,X,X,X
JTZLOSI,O,X,O,X,O,X,O,X,O,X,X,X
JTZSILO,X,O,O,X,X,O,O,O,X,X,O,X
JTZSIOL,O,O,O,X,X,O,O,O,X,X,X,X
JTZSLIO,X,X,O,X,X,O,O,O,O,X,O,X
JTZSLOI,X,X,O,X,X,O,X,O,O,X,O,X
JTZSOIL,O,O,O,X,X,O,O,O,X,X,X,X
JTZSOLI,O,X,O,X,X,O,X,O,X,X,O,X
JTZOILS,O,X,O,X,X,O,X,X,O,X,X,X
JTZOISL,O,X,O,X,X,O,X,X,X,X,X,X
JTZOLIS,O,X,O,X,O,O,X,X,O,X,X,X
JTZOLSI,O,X,O,X,O,X,X,X,O,X,X,X
JTZOSIL,O,O,O,X,X,X,X,O,X,X,X,X
JTZOSLI,O,X,O,X,X,X,X,O,O,X,O,X
JTOILSZ,X,O,X,X,X,X,X,X,O,X,X,X
JTOILZS,O,X,X,X,X,X,X,X,O,X,X,X
JTOISLZ,X,O,X,X,X,X,X,O,X,X,X,X
JTOISZL,X,O,X,X,X,X,X,O,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,X,O,X,X,X
JTOIZSL,O,O,O,X,X,X,X,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X,X,X,O,X,X,X
JTOLIZS,O,X,X,X,X,X,X,X,O,X,X,X
JTOLSIZ,X,O,X,X,X,X,X,O,O,X,X,X
JTOLSZI,O,X,X,X,X,O,X,O,O,X,X,X
JTOLZIS,O,X,O,X,O,O,X,X,O,X,X,X
JTOLZSI,O,X,O,X,O,X,X,X,O,X,X,X
JTOSILZ,X,O,X,X,X,O,X,O,X,X,X,X
JTOSIZL,X,O,X,X,X,O,X,O,X,X,X,X
JTOSLIZ,X,O,X,X,X,O,X,O,O,X,O,X
JTOSLZI,O,X,X,X,X,O,X,O,O,X,O,X
JTOSZIL,O,O,O,X,X,O,X,O,X,X,X,X
JTOSZLI,O,X,O,X,X,O,X,O,O,X,O,X
JTOZILS,O,X,O,X,X,O,X,X,O,X,X,X
JTOZISL,O,X,O,X,X,O,X,X,X,X,X,X
JTOZLIS,O,X,O,X,O,O,X,X,O,X,X,X
JTOZLSI,O,X,O,X,O,X,X,X,O,X,X,X
JTOZSIL,O,O,O,X,X,X,X,O,X,X,X,X
JTOZSLI,O,X,O,X,X,X,X,O,O,X,O,X
JITLSZO,X,O,X,X,X,O,O,X,O,X,X,X
JITLSOZ,X,O,X,X,X,X,O,X,X,X,X,X
JITLZSO,O,X,X,X,X,O,O,X,O,X,X,X
JITLZOS,O,X,X,X,X,O,O,X,O,X,X,X
JITLOSZ,X,O,X,X,X,X,O,X,X,X,X,X
JITLOZS,O,X,X,X,X,X,O,X,O,X,X,X
JITSLZO,X,O,X,X,X,O,X,O,X,X,O,X
JITSLOZ,X,O,X,X,X,X,X,O,X,X,O,X
JITSZLO,X,O,X,X,X,O,X,O,X,X,O,X
JITSZOL,X,O,X,X,X,O,X,O,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X,O,X,X,X,X
JITSOZL,X,O,X,X,X,X,X,O,X,X,X,X
JITZLSO,X,X,O,X,X,O,O,X,O,X,X,X
JITZLOS,O,X,O,X,X,O,O,X,O,X,X,X
JITZSLO,X,O,O,X,X,O,O,X,X,X,O,X
JITZSOL,O,O,O,X,X,O,O,X,X,X,X,X
JITZOLS,O,X,O,X,X,O,X,X,X,X,X,X
JITZOSL,O,O,O,X,X,O,X,X,X,X,X,X
JITOLSZ,X,O,X,X,X,X,X,X,X,X,X,X
JITOLZS,O,X,X,X,X,X,X,X,X,X,X,X
JITOSLZ,X,O,X,X,X,X,X,O,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,O,X,X,X,O
JITOZLS,O,X,O,X,X,X,X,X,X,X,X,X
JITOZSL,O,O,O,X,X,X,X,X,X,X,X,O
JILTSZO,X,O,X,X,X,O,O,X,O,X,X,X
JILTSOZ,X,O,X,X,X,X,O,X,X,X,X,X
JILTZSO,O,X,X,X,X,O,O,X,O,X,X,X
JILTZOS,O,X,X,X,X,O,O,X,O,X,X,X
JILTOSZ,X,O,X,X,X,X,O,X,O,X,X,X
JILTOZS,O,X,X,X,X,X,O,X,O,X,X,X
JILSTZO,X,O,X,X,X,X,O,O,O,X,X,X
JILSTOZ,X,O,X,X,X,X,O,O,X,X,X,X
JILSZTO,O,O,X,X,X,X,O,X,O,O,X,X
JILSZOT,O,O,X,X,X,X,O,X,O,X,X,X
JILSOTZ,X,O,X,X,X,X,O,X,O,X,X,X
JILSOZT,O,O,X,X,X,X,O,X,O,X,X,X
JILZTSO,O,X,O,X,O,X,O,X,O,X,X,X
JILZTOS,O,X,O,X,O,X,O,X,O,X,X,X
JILZSTO,O,X,X,X,X,X,O,X,O,X,X,X
JILZSOT,O,X,X,X,X,X,O,X,O,X,X,X
JILZOTS,O,X,O,X,O,X,O,X,O,X,X,X
JILZOST,O,X,X,X,X,X,O,X,O,X,X,X
JILOTSZ,X,O,X,X,X,X,O,X,O,X,X,X
JILOTZS,O,X,X,X,X,X,O,X,O,X,X,X
JILOSTZ,X,O,X,X,X,X,O,X,O,X,X,X
JILOSZT,O,O,X,X,X,X,O,X,O,X,X,X
JILOZTS,O,X,O,X,O,X,O,X,O,X,X,X
JILOZST,O,X,X,X,X,X,O,X,O,X,X,X
JISTLZO,X,O,X,X,X,O,X,O,X,X,O,X
JISTLOZ,X,O,X,X,X,X,X,O,X,X,O,X
JISTZLO,X,O,X,X,X,O,X,O,X,X,O,X
JISTZOL,X,O,X,X,X,O,X,O,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X,O,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,O,X,X,X,X
JISLTZO,X,O,X,X,X,X,X,O,X,X,X,X
JISLTOZ,X,O,X,X,X,X,X,O,X,X,X,X
JISLZTO,O,O,X,X,X,X,X,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,X,X,X,X,X,X
JISLOTZ,X,O,X,X,X,X,X,X,X,X,X,X
JISLOZT,O,O,X,X,X,X,X,X,X,X,X,X
JISZTLO,X,O,O,X,X,X,X,O,X,X,O,X
JISZTOL,O,O,O,X,X,X,X,O,X,X,X,X
JISZLTO,X,O,X,X,X,X,X,X,X,X,X,X
JISZLOT,X,O,X,X,X,X,X,X,X,X,X,X
JISZOTL,O,O,O,X,X,X,X,X,X,X,X,X
JISZOLT,X,O,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,O,X,X,X,X,X,O,X,X,X,X
JISOTZL,X,O,X,X,X,X,X,O,X,X,X,O
JISOLTZ,X,O,X,X,X,X,X,X,X,X,X,X
JISOLZT,O,O,X,X,X,X,X,X,X,X,X,X
JISOZTL,O,O,O,X,X,X,X,X,X,X,X,O
JISOZLT,X,O,X,X,X,X,X,X,X,X,X,X
JIZTLSO,X,X,O,X,X,X,O,X,O,X,X,X
JIZTLOS,O,X,O,X,X,X,O,X,O,X,X,X
JIZTSLO,X,O,O,X,X,X,O,X,X,X,O,X
JIZTSOL,O,O,O,X,X,X,O,X,X,X,X,X
JIZTOLS,O,X,O,X,X,X,X,X,X,X,X,X
JIZTOSL,O,O,O,X,X,X,X,X,X,X,X,X
JIZLTSO,O,X,O,X,O,X,O,X,O,X,X,X
JIZLTOS,O,X,O,X,O,X,O,X,O,X,X,X
JIZLSTO,O,X,X,X,X,X,O,X,O,X,X,X
JIZLSOT,O,X,X,X,X,X,O,X,O,X,X,X
JIZLOTS,O,X,O,X,O,X,O,X,O,X,X,X
JIZLOST,O,X,X,X,X,X,O,X,O,X,X,X
JIZSTLO,X,O,O,X,X,X,O,O,X,X,O,X
JIZSTOL,O,O,O,X,X,X,O,O,X,X,X,X
JIZSLTO,X,O,X,X,X,X,O,X,X,X,X,X
JIZSLOT,X,O,X,X,X,X,O,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,O,X,X,X,X,X
JIZSOLT,X,O,X,X,X,X,X,X,X,X,X,X
JIZOTLS,O,X,O,X,X,X,X,X,O,X,X,X
JIZOTSL,O,O,O,X,X,X,X,X,X,X,X,X
JIZOLTS,O,X,O,X,O,X,X,X,O,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,O,X,X,X
JIZOSTL,O,O,O,X,X,X,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,X,X,X,X,X,X,X
JIOTLSZ,X,O,X,X,X,X,X,X,O,X,X,X
JIOTLZS,O,X,X,X,X,X,X,X,O,X,X,X
JIOTSLZ,X,O,X,X,X,X,X,O,X,X,X,X
JIOTSZL,X,O,X,X,X,X,X,O,X,X,X,O
JIOTZLS,O,X,O,X,X,X,X,X,O,X,X,X
JIOTZSL,O,O,O,X,X,X,X,X,X,X,X,O
JIOLTSZ,X,O,X,X,X,X,X,X,O,X,X,X
JIOLTZS,O,X,X,X,X,X,X,X,O,X,X,X
JIOLSTZ,X,O,X,X,X,X,X,X,O,X,X,X
JIOLSZT,O,O,X,X,X,X,X,X,O,X,X,X
JIOLZTS,O,X,O,X,O,X,X,X,O,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,O,X,X,X
JIOSTLZ,X,O,X,X,X,O,X,O,X,X,X,X
JIOSTZL,X,O,X,X,X,O,X,O,X,X,X,O
JIOSLTZ,X,O,X,X,X,X,X,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,X,X,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X,X,X,X,X,O
JIOSZLT,X,O,X,X,X,X,X,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X,O,X,X,X
JIOZTSL,O,O,O,X,X,X,X,X,X,X,X,O
JIOZLTS,O,X,O,X,O,X,X,X,O,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,O,X,X,X
JIOZSTL,O,O,O,X,X,X,X,X,X,X,X,O
JIOZSLT,X,O,X,X,X,X,X,X,X,X,X,X
JLTISZO,X,X,X,X,X,O,O,X,O,X,X,X
JLTISOZ,X,X,X,X,X,X,O,X,X,X,X,X
JLTIZSO,O,X,X,X,X,O,O,X,O,X,X,X
JLTIZOS,O,X,X,X,X,O,O,X,O,X,X,X
JLTIOSZ,X,X,X,X,X,X,O,X,O,X,X,X
JLTIOZS,O,X,X,X,X,X,O,X,O,X,X,X
JLTSIZO,X,O,X,X,X,O,X,O,O,X,O,X
JLTSIOZ,X,O,X,X,X,X,X,O,X,X,O,X
JLTSZIO,O,X,X,X,X,O,O,O,O,X,O,X
JLTSZOI,O,X,X,X,X,O,O,O,O,X,O,X
JLTSOIZ,X,O,X,X,X,O,X,O,X,X,O,X
JLTSOZI,O,X,X,X,X,O,X,O,X,X,O,X
JLTZISO,O,X,O,X,O,O,O,X,O,X,X,X
JLTZIOS,O,X,O,X,O,O,O,X,O,X,X,X
JLTZSIO,O,X,O,X,O,O,O,X,O,X,O,X
JLTZSOI,O,X,O,X,O,O,O,X,O,X,O,X
JLTZOIS,O,X,O,X,O,O,X,X,O,X,X,X
JLTZOSI,O,X,O,X,O,X,O,X,O,X,X,X
JLTOISZ,X,X,X,X,X,X,X,X,O,X,X,X
JLTOIZS,O,X,X,X,X,X,X,X,O,X,X,X
JLTOSIZ,X,O,X,X,X,X,X,O,O,X,X,X
JLTOSZI,O,X,X,X,X,O,X,O,O,X,X,X
JLTOZIS,O,X,O,X,O,O,X,X,O,X,X,X
JLTOZSI,O,X,O,X,O,X,O,X,O,X,X,X
JLITSZO,X,O,X,X,X,O,O,X,O,X,X,X
JLITSOZ,X,O,X,X,X,X,O,X,X,X,X,X
JLITZSO,O,X,X,X,X,O,O,X,O,X,X,X
JLITZOS,O,X,X,X,X,O,O,X,O,X,X,X
JLITOSZ,X,O,X,X,X,X,O,X,O,X,X,X
JLITOZS,O,X,X,X,X,X,O,X,O,X,X,X
JLISTZO,X,O,X,X,X,X,O,O,O,X,X,X
JLISTOZ,X,O,X,X,X,X,O,O,X,X,X,X
JLISZTO,O,O,X,X,X,X,O,X,O,O,X,X
JLISZOT,O,O,X,X,X,X,O,X,O,X,X,X
JLISOTZ,X,O,X,X,X,X,O,X,O,X,X,X
JLISOZT,O,O,X,X,X,X,O,X,O,X,X,X
JLIZTSO,O,X,O,X,O,X,O,X,O,X,X,X
JLIZTOS,O,X,O,X,O,X,O,X,O,X,X,X
JLIZSTO,O,X,X,X,X,X,O,X,O,X,X,X
JLIZSOT,O,X,X,X,X,X,O,X,O,X,X,X
JLIZOTS,O,X,O,X,O,X,O,X,O,X,X,X
JLIZOST,O,X,X,X,X,X,O,X,O,X,X,X
JLIOTSZ,X,O,X,X,X,X,O,X,O,X,X,X
JLIOTZS,O,X,X,X,X,X,O,X,O,X,X,X
JLIOSTZ,X,O,X,X,X,X,O,X,O,X,X,X
JLIOSZT,O,O,X,X,X,X,O,X,O,X,X,X
JLIOZTS,O,X,O,X,O,X,O,X,O,X,X,X
JLIOZST,O,X,X,X,X,X,O,X,O,X,X,X
JLSTIZO,X,O,X,O,X,O,X,O,O,X,O,X
JLSTIOZ,X,O,X,O,X,X,X,O,X,X,O,X
JLSTZIO,O,X,X,O,X,O,O,O,O,O,O,X
JLSTZOI,O,X,X,O,X,O,O,O,O,O,O,X
JLSTOIZ,X,O,X,O,X,X,X,O,X,X,O,X
JLSTOZI,O,X,X,O,X,O,X,O,X,X,O,X
JLSITZO,X,O,X,X,X,X,O,O,O,X,X,X
JLSITOZ,X,O,X,X,X,X,O,O,X,X,X,X
JLSIZTO,O,O,X,X,X,X,O,X,O,O,X,X
JLSIZOT,O,O,X,X,X,X,O,X,O,X,X,X
JLSIOTZ,X,O,X,X,X,X,O,X,O,X,X,X
JLSIOZT,O,O,X,X,X,X,O,X,O,X,X,X
JLSZTIO,O,X,X,O,X,X,O,X,O,O,O,X
JLSZTOI,O,X,X,O,X,X,O,X,O,O,O,X
JLSZITO,O,O,X,O,X,X,O,X,O,O,X,X
JLSZIOT,O,O,X,O,X,X,O,X,O,X,X,X
JLSZOTI,O,X,X,O,X,X,O,X,O,X,X,X
JLSZOIT,O,O,X,O,X,X,O,X,O,X,X,X
JLSOTIZ,X,O,X,O,X,X,X,X,O,X,X,X
JLSOTZI,O,X,X,O,X,X,X,X,O,X,X,X
JLSOITZ,X,O,X,X,X,X,X,X,O,X,X,X
JLSOIZT,O,O,X,X,X,X,X,X,O,X,X,X
