sequence,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlB/mBUiBtq?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF6gBzfBNnBxqBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF6gBzfBNnBxqB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBSmBNnB/qB0r?BmqB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBWmBNnB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBWmBNnBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlBNnBCmB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBOlBNnBCmBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBamBUiBfs?BWwB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfB0gB6mBNnB/q?B2wB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaB+gBNnBxqB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaB+gBNnBxqBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF0bBzfB9qBxmB3m?BywB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlB3hBOsBCr?BUrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBUhBOsBCr?B3rB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBGhB8qBXn?BywB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBKlBdmBUiBfs?BWwB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhFxgBNnB6lBmkBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhFxgBNnB6lBmkB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8Jex6IvhFTfBNlBUiBKrBfs?BuqB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaBNnBxlB+lB0r?BXrB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhF8fBtgB/qBxmBir?BzrB,v115@3gF8GeC8HeD8EeF8DeC8JeK/IvhFzaBNnBxlB+lBXr?B0rB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhFRgBUiBXgB9qBTm?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeT6IvhF/mBUiBxkBOlBtq?BywB,v115@3gF8GeC8HeD8EeF8DeC8JeO/IvhFXbBChBNnBUlBTm?BRwB
STLIOZJ,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
STLJIZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STLJIOZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STLJZIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STLJZOI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STLJOIZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X
STLZIOJ,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STLZJIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STLZJOI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STLZOIJ,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STLZOJI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STLOIJZ,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
STLOIZJ,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STLOJIZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLOJZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STLOZJI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STJILZO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STJILOZ,O,O,X,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STJIZLO,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STJIZOL,O,O,O,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STJIOLZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
STJIOZL,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
STJLIZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJLIOZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJLZIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
STJZLIO,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STJZLOI,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STJZOIL,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
STJZOLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STJOILZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
STJOIZL,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
STJOZLI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
STZILOJ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZIJLO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STZIJOL,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STZIOLJ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZIOJL,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
STZLIOJ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLJIO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STZLJOI,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STZLOIJ,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STZJIOL,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
STZJLIO,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZJLOI,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZJOIL,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
STZJOLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZOILJ,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZOJLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STOILJZ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
STOILZJ,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STOIZJL,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
STOLIZJ,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STOLJIZ,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLJZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STOLZJI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STOJIZL,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
STOJLIZ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJLZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STOZJLI,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SITLJZO,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLJOZ,X,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLZJO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
SITLZOJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLOZJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJLOZ,X,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SITJZLO,X,O,X,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SITJZOL,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
SITJOLZ,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SITJOZL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
SITZLJO,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
SITZLOJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SITZJLO,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SITZJOL,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
SITZOLJ,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
SITOLJZ,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SITOLZJ,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SITOJLZ,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOJZL,X,O,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SITOZLJ,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SITOZJL,X,O,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
SILTJZO,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X
SILTJOZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SILTZJO,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X
SILTZOJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SILTOJZ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SILTOZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SILJTZO,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SILJTOZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZTOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SILOJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJTLZO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SIJTZOL,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
SIJTOLZ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJTOZL,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJLTZO,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJZTOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJZLTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJZLOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIJZOLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SIZTLOJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZTJLO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SIZTJOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SIZTOLJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SIZLTJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZLJOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZJTOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZJLTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZJLOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZJOLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZOJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOTLZJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SIOTZJL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOLTJZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOLZTJ,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJZTL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZJTL,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTIJZO,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X
