sequence,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFCbB0cBTgB/?mB+pBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeO/IvhFxbBCgBlhB/?qBUmBTpB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeO/IvhFxbBflB0gBl?hBTpBCrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeT6IvhFxbBXgBlhBK?pBUmBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFCbB0cBlgB+?pB/qBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeT6IvhFxbB0gBlhB2?pBCrB3pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeK/IvhFWgBxbBlhB/?qBUmBTpB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFCbB0cBGlBT?mB3pBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFzaBCcBlhB+?pB/qBUrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeT7IvhF0cBZkBWlB/?mB6pBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeK/IvhFRgB3hBUgBG?mBTpBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBlgB6pB/?qBTmBOpB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBTgB/mB6?pBOpBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFzaBSlBlhB8?qBGmB3pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jez6IvhF+gB0cB/mB6?pBZkBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je08IvhFlgBTmBxpBi?pB/pBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex/IvhFlhB0fBKpBu?qBXqBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je08IvhFxkBTmBllBi?pB/pBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex/IvhFlhBXgBKpBu?qB0pBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBlfB3gBK?pBTmBGqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0cBlgBOpB/?qBTmB6pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je08IvhFxfB/mBTgB6?pBOpBlqB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Je36IvhF0gBlhB2kBT?pBxqBCrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0fBlhBKpBu?qBXqBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFufB1gB0cB6?qBTmB3pB,v115@5gD8GeC8FeD8FeD8BeA8AeF8JeZ/IvhFzaBFcBclB3?hB+pBCrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhFXgBlhBKpBu?qB0pBTrB,v115@5gD8GeC8FeD8FeD8BeA8AeF8Jex6IvhF0gBlhB6pB/?qBOpBTrB
TLSIZJO,X,O,O,O,X,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O
TLSIZOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLSIOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TLSIOZJ,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLSJIZO,O,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,O,O,X
TLSJIOZ,O,O,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
TLSJZIO,O,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,O
TLSJZOI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,O,O
TLSJOIZ,O,O,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
TLSJOZI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
TLSZIJO,X,O,O,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TLSZIOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLSZJIO,O,O,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TLSZJOI,O,O,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TLSZOIJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLSZOJI,O,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TLSOIJZ,X,O,O,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLSOIZJ,X,O,O,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLSOJIZ,O,O,O,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X
TLSOJZI,O,O,O,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
TLSOZIJ,X,O,O,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLSOZJI,O,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,O
TLZIJSO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TLZIJOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TLZISJO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TLZISOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLZIOJS,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZIOSJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLZJISO,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X
TLZJIOS,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TLZJSIO,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
TLZJSOI,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,X
TLZJOIS,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZJOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
TLZSIJO,X,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TLZSIOJ,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLZSJIO,X,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TLZSJOI,X,O,O,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TLZSOIJ,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLZSOJI,X,O,O,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
TLZOIJS,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLZOISJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLZOJIS,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZOJSI,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZOSIJ,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TLZOSJI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLOIJSZ,X,O,O,O,X,O,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
TLOIJZS,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TLOISJZ,X,O,O,O,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TLOISZJ,X,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TLOIZJS,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TLOIZSJ,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X
TLOJISZ,O,O,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TLOJIZS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLOJSIZ,O,O,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLOJSZI,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
TLOJZIS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOJZSI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
TLOSIJZ,X,O,O,O,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLOSIZJ,X,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLOSJIZ,O,O,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLOSJZI,O,O,O,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLOSZIJ,X,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TLOSZJI,O,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O
TLOZIJS,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOZISJ,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TLOZJIS,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOZJSI,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLOZSIJ,X,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TLOZSJI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJILSZO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X
TJILSOZ,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJILZSO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X
TJILZOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJILOSZ,O,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJILOZS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISLZO,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TJISLOZ,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJISZLO,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJISZOL,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJISOLZ,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJISOZL,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIZLSO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJIZLOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJIZSLO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIZSOL,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIZOLS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIZOSL,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJIOLSZ,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOLZS,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIOZLS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIOZSL,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJLISZO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,O,X
TJLISOZ,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJLIZSO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X
TJLIZOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJLIOSZ,O,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLIOZS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,O,X
TJLSIOZ,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJLSZIO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,O,O
TJLSZOI,O,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O
TJLSOIZ,O,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLSOZI,O,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TJLZISO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X
TJLZIOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJLZSIO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X
TJLZSOI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X
TJLZOIS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLZOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TJLOISZ,O,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOIZS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,O,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJLOZIS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSILZO,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TJSILOZ,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSIZLO,O,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSIZOL,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSIOLZ,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSIOZL,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLIZO,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,O,X
TJSLIOZ,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSLZIO,O,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,O,O
TJSLZOI,O,O,O,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O
TJSLOIZ,O,O,O,X,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLOZI,O,O,O,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TJSZILO,O,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZIOL,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZLIO,O,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O
TJSZLOI,O,X,O,X,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
TJSZOIL,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZOLI,O,X,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOILZ,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJSOIZL,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJSOLIZ,O,O,O,X,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TJSOLZI,O,O,O,X,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TJSOZIL,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJSOZLI,O,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TJZILSO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJZILOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJZISLO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZISOL,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZIOLS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZIOSL,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLISO,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X
TJZLIOS,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJZLSIO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X
TJZLSOI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X
TJZLOIS,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TJZSILO,O,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSIOL,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSLIO,O,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSLOI,O,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSOIL,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSOLI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOILS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOISL,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOLIS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOLSI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOSIL,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJZOSLI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJOILSZ,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOILZS,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOIZLS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOIZSL,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJOLISZ,O,O,O,X,X,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLIZS,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,O,X,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJOLZIS,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOSILZ,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSIZL,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJOSLIZ,O,O,O,X,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSLZI,O,O,O,X,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSZIL,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJOSZLI,O,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TJOZILS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOZISL,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOZLIS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOZLSI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOZSIL,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJOZSLI,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TSILJZO,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
TSILJOZ,X,O,O,O,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
TSILZJO,X,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,O
TSILZOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
