sequence,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF6iBTeBclBm?hBXmBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF8hBGeBamB3?iBTlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je07IvhFxdBzhBCjBX?hB2qBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je38IvhF5iBTeBclBy?mBllBmrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhFTeBclBXmBO?sB6sBlrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JeVBJvhFaiB5iBTeB0?gB2qBfsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JefCJvhFxdBUhBCjBT?lBmlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je3AJvhFcmBxiBmhBC?jBTlBFsB
JOISLZT,X,O,X,O,X,O,X,X
JOISZTL,X,O,X,X,O,O,X,X
JOISZLT,X,O,X,O,O,O,X,X
JOIZTLS,O,X,X,O,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X,X
JOIZLTS,X,X,X,O,X,X,X,X
JOIZLST,X,X,X,O,X,X,X,X
JOIZSTL,O,X,X,X,O,O,X,X
JOIZSLT,O,X,X,O,O,O,X,X
JOLTISZ,X,O,O,O,X,X,X,X
JOLTIZS,X,O,O,O,X,X,X,X
JOLTSIZ,X,O,O,O,X,X,X,X
JOLTSZI,X,O,O,O,X,X,X,X
JOLTZIS,X,O,O,O,X,X,X,X
JOLTZSI,X,O,O,O,X,X,O,X
JOLITSZ,X,O,O,O,X,X,X,X
JOLITZS,X,O,O,O,X,X,X,X
JOLISTZ,X,X,X,O,X,O,X,X
JOLISZT,X,O,X,O,X,O,X,X
JOLIZTS,X,X,X,O,X,X,X,X
JOLIZST,X,X,X,O,X,X,X,X
JOLSTIZ,X,O,X,O,X,O,X,X
JOLSTZI,X,O,X,O,X,O,X,X
JOLSITZ,X,X,X,O,X,O,X,X
JOLSIZT,X,O,X,O,X,O,X,X
JOLSZTI,X,O,X,O,O,O,X,X
JOLSZIT,X,O,X,O,O,O,X,X
JOLZTIS,X,O,O,O,X,X,X,X
JOLZTSI,X,O,O,O,X,X,X,X
JOLZITS,X,X,X,O,X,X,X,X
JOLZIST,X,X,X,O,X,X,X,X
JOLZSTI,X,O,X,O,O,X,O,X
JOLZSIT,X,O,X,O,O,X,O,X
JOSTILZ,O,O,X,X,X,O,X,X
JOSTIZL,O,O,X,X,X,O,X,X
JOSTLIZ,O,O,X,X,X,O,X,X
JOSTLZI,O,O,X,X,X,O,X,X
JOSTZIL,O,O,X,X,O,O,X,X
JOSTZLI,O,O,X,X,O,O,X,X
JOSITLZ,X,O,X,X,X,O,X,X
JOSITZL,X,O,X,X,X,O,X,X
JOSILTZ,X,X,X,O,X,O,X,X
JOSILZT,O,O,X,O,X,O,X,X
JOSIZTL,O,O,X,X,O,O,X,X
JOSIZLT,O,O,X,O,O,O,X,X
JOSLTIZ,X,O,X,O,X,O,X,X
JOSLTZI,O,O,X,O,X,O,X,X
JOSLITZ,X,X,X,O,X,O,X,X
JOSLIZT,O,O,X,O,X,O,X,X
JOSLZTI,O,O,X,O,O,O,X,X
JOSLZIT,O,O,X,O,O,O,X,X
JOSZTIL,O,O,X,X,O,O,X,X
JOSZTLI,O,O,X,X,O,O,X,X
JOSZITL,O,O,X,X,O,O,X,X
JOSZILT,O,O,X,O,O,O,X,X
JOSZLTI,O,O,X,O,O,O,X,X
JOSZLIT,O,O,X,O,O,O,X,X
JOZTILS,O,O,O,O,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,X
JOZTLSI,O,O,O,O,X,X,O,X
JOZTSIL,O,O,X,X,O,X,X,X
JOZTSLI,O,O,O,X,O,X,O,X
JOZITLS,O,X,X,O,X,X,X,X
JOZITSL,O,X,X,X,X,X,X,X
JOZILTS,X,X,X,O,X,X,X,X
JOZILST,X,X,X,O,X,X,X,X
JOZISTL,O,X,X,X,O,O,X,X
JOZISLT,O,X,X,O,O,O,X,X
JOZLTIS,X,O,O,O,X,X,X,X
JOZLTSI,X,O,O,O,X,X,X,X
JOZLITS,X,X,X,O,X,X,X,X
JOZLIST,X,X,X,O,X,X,X,X
JOZLSTI,X,O,X,O,O,X,O,X
JOZLSIT,X,O,X,O,O,X,O,X
JOZSTIL,O,O,X,X,O,O,X,X
JOZSTLI,O,O,X,X,O,O,X,X
JOZSITL,O,O,X,X,O,O,X,X
JOZSILT,O,O,X,O,O,O,X,X
JOZSLTI,O,O,X,O,O,O,O,X
JOZSLIT,O,O,X,O,O,O,O,X
STILJZO,O,O,X,X,X,O,O,X
STILJOZ,O,X,X,X,X,O,X,X
STILZJO,O,O,X,X,X,X,O,X
STILZOJ,O,O,X,X,X,O,O,X
STILOJZ,O,X,X,X,X,O,X,X
STILOZJ,O,X,X,X,X,O,O,X
STIJLZO,O,O,X,X,X,O,X,X
STIJLOZ,O,X,X,X,X,O,X,X
STIJZLO,O,O,X,X,X,O,X,X
STIJZOL,O,O,X,X,X,O,X,X
STIJOLZ,O,O,X,X,X,O,X,X
STIJOZL,O,O,X,X,X,O,X,X
STIZLJO,O,O,X,X,X,X,O,O
STIZLOJ,O,O,X,X,X,O,O,O
STIZJLO,O,O,X,X,X,X,X,O
STIZJOL,O,O,X,X,X,X,X,O
STIZOLJ,O,O,X,X,X,O,X,O
STIZOJL,O,O,X,X,X,X,X,O
STIOLJZ,O,O,X,X,X,O,X,X
STIOLZJ,O,O,X,X,X,O,X,X
STIOJLZ,O,O,X,X,X,O,X,X
STIOJZL,O,O,X,X,X,O,X,X
STIOZLJ,O,O,X,X,X,O,X,X
STIOZJL,O,O,X,X,X,X,X,X
STLIJZO,O,O,X,X,X,O,O,X
STLIJOZ,O,X,O,X,X,O,X,X
STLIZJO,O,O,X,X,X,X,O,X
STLIZOJ,O,O,X,X,X,O,O,X
STLIOJZ,O,X,O,X,X,O,X,X
STLIOZJ,O,X,O,X,X,O,O,X
STLJIZO,O,O,X,X,X,O,O,X
STLJIOZ,O,X,O,X,X,O,X,X
STLJZIO,O,O,X,X,X,O,O,X
STLJZOI,O,O,O,X,X,O,O,X
STLJOIZ,O,O,O,X,X,O,X,X
STLJOZI,O,O,O,X,X,O,X,X
STLZIJO,O,O,X,X,X,X,O,X
STLZIOJ,O,O,X,X,X,O,O,X
STLZJIO,O,O,X,X,X,X,O,X
STLZJOI,O,O,X,X,X,X,O,X
STLZOIJ,O,O,O,X,X,O,O,X
STLZOJI,O,O,O,X,X,X,O,X
STLOIJZ,O,O,O,X,X,O,X,X
STLOIZJ,O,O,O,X,X,O,O,X
STLOJIZ,O,O,O,X,X,O,X,X
STLOJZI,O,O,O,X,X,O,X,X
STLOZIJ,O,O,O,X,X,O,O,X
STLOZJI,O,O,O,X,X,X,O,X
STJILZO,O,O,X,X,X,O,X,X
STJILOZ,O,X,X,X,X,O,X,X
STJIZLO,O,O,X,X,X,O,X,X
STJIZOL,O,O,X,X,X,O,X,X
STJIOLZ,O,O,X,X,X,O,X,X
STJIOZL,O,O,X,X,X,O,X,X
STJLIZO,O,O,X,X,X,O,O,X
STJLIOZ,O,X,O,X,X,O,X,X
STJLZIO,O,O,X,X,X,O,O,X
STJLZOI,O,O,O,X,X,O,O,X
STJLOIZ,O,O,O,X,X,O,X,X
STJLOZI,O,O,O,X,X,O,X,X
STJZILO,O,O,X,X,O,O,X,X
STJZIOL,O,O,X,X,O,O,X,X
STJZLIO,O,O,X,X,O,O,O,X
STJZLOI,O,O,O,X,O,O,O,X
STJZOIL,O,O,X,X,O,O,X,X
STJZOLI,O,O,O,X,O,O,X,X
STJOILZ,O,O,X,X,X,O,X,X
STJOIZL,O,O,X,X,X,O,X,X
STJOLIZ,O,O,O,X,X,O,X,X
STJOLZI,O,O,O,X,X,O,X,X
STJOZIL,O,O,X,X,O,O,X,X
STJOZLI,O,O,O,X,O,O,X,X
STZILJO,O,O,X,X,X,X,O,O
STZILOJ,O,O,X,X,X,O,O,O
STZIJLO,O,O,X,X,O,X,X,O
STZIJOL,O,O,X,X,O,X,X,O
STZIOLJ,O,O,X,X,X,O,X,O
STZIOJL,O,O,X,X,O,X,X,O
STZLIJO,O,O,X,X,X,X,O,O
STZLIOJ,O,O,X,X,X,O,O,O
STZLJIO,O,O,X,X,X,X,O,X
STZLJOI,O,O,X,X,X,X,O,X
STZLOIJ,O,O,O,X,X,O,O,X
STZLOJI,O,O,O,X,X,X,O,X
STZJILO,O,O,X,X,O,X,X,O
STZJIOL,O,O,X,X,O,X,X,O
STZJLIO,O,O,X,X,O,X,O,X
STZJLOI,O,O,X,X,O,X,O,X
STZJOIL,O,O,X,X,O,X,X,X
STZJOLI,O,O,X,X,O,X,X,X
STZOILJ,O,O,X,X,X,O,X,O
STZOIJL,O,O,X,X,O,X,X,O
STZOLIJ,O,O,O,X,X,O,O,X
STZOLJI,O,O,O,X,X,X,O,X
STZOJIL,O,O,X,X,O,X,X,X
STZOJLI,O,O,X,X,O,X,X,X
STOILJZ,O,O,X,X,X,O,X,X
STOILZJ,O,O,X,X,X,O,X,X
STOIJLZ,O,O,X,X,X,O,X,X
STOIJZL,O,O,X,X,X,O,X,X
STOIZLJ,O,O,X,X,X,O,X,X
STOIZJL,O,O,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,O,X,X
STOLIZJ,O,O,O,X,X,O,O,X
STOLJIZ,O,O,O,X,X,O,X,X
STOLJZI,O,O,O,X,X,O,X,X
STOLZIJ,O,O,O,X,X,O,O,X
STOLZJI,O,O,O,X,X,X,O,X
STOJILZ,O,O,X,X,X,O,X,X
STOJIZL,O,O,X,X,X,O,X,X
STOJLIZ,O,O,O,X,X,O,X,X
STOJLZI,O,O,O,X,X,O,X,X
STOJZIL,O,O,X,X,O,O,X,X
STOJZLI,O,O,O,X,O,O,X,X
STOZILJ,O,O,X,X,X,O,O,X
STOZIJL,O,O,X,X,O,X,X,X
STOZLIJ,O,O,O,X,X,O,O,X
STOZLJI,O,O,O,X,X,X,O,X
STOZJIL,O,O,X,X,O,X,X,X
STOZJLI,O,O,X,X,O,X,O,X
SITLJZO,O,X,X,X,X,O,X,X
SITLJOZ,O,X,X,X,X,O,X,X
SITLZJO,O,O,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,O,X,X
SITLOJZ,O,X,X,X,X,O,X,X
SITLOZJ,O,X,X,X,X,O,X,X
SITJLZO,O,X,X,X,X,O,X,X
SITJLOZ,O,X,X,X,X,O,X,X
SITJZLO,O,X,X,X,X,O,X,X
SITJZOL,O,X,X,X,X,O,X,X
SITJOLZ,O,X,X,X,X,O,X,X
SITJOZL,O,X,X,X,X,O,X,X
SITZLJO,O,X,X,X,X,X,X,O
SITZLOJ,O,X,X,X,X,O,X,O
SITZJLO,O,O,X,X,X,X,X,O
SITZJOL,O,O,X,X,X,X,X,O
SITZOLJ,O,X,X,X,X,O,X,O
SITZOJL,O,X,X,X,X,X,X,O
SITOLJZ,O,X,X,X,X,O,X,X
SITOLZJ,O,X,X,X,X,O,X,X
SITOJLZ,O,X,X,X,X,O,X,X
SITOJZL,O,X,X,X,X,O,X,X
SITOZLJ,O,X,X,X,X,O,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,O,X,X
SILTJOZ,X,X,X,X,X,O,X,X
SILTZJO,X,O,X,X,X,X,X,X
SILTZOJ,X,X,X,X,X,O,X,X
SILTOJZ,X,X,X,X,X,O,X,X
SILTOZJ,X,X,X,X,X,O,X,X
SILJTZO,X,X,X,X,X,O,X,X
SILJTOZ,X,X,X,X,X,O,X,X
SILJZTO,X,O,X,X,X,O,X,X
SILJZOT,X,O,X,X,X,O,X,X
SILJOTZ,X,X,X,X,X,O,X,X
SILJOZT,X,X,X,X,X,O,X,X
SILZTJO,X,O,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,O,X,X
SILZJTO,X,O,X,X,X,O,X,X
SILZJOT,X,O,X,X,X,O,X,X
SILZOTJ,X,X,X,X,X,O,X,X
SILZOJT,X,O,X,X,X,O,X,X
SILOTJZ,X,X,X,X,X,O,X,X
SILOTZJ,X,X,X,X,X,O,X,X
SILOJTZ,X,X,X,X,X,O,X,X
SILOJZT,X,X,X,X,X,O,X,X
SILOZTJ,X,X,X,X,X,O,X,X
SILOZJT,X,X,X,X,X,O,X,X
SIJTLZO,X,X,X,X,X,O,X,X
SIJTLOZ,X,X,X,X,X,O,X,X
SIJTZLO,X,X,X,X,X,O,X,X
SIJTZOL,X,X,X,X,X,O,X,X
SIJTOLZ,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,O,X,X
SIJLTZO,X,X,X,O,X,O,X,X
SIJLTOZ,X,X,X,O,X,O,X,X
SIJLZTO,O,O,X,O,X,O,X,X
SIJLZOT,O,O,X,O,X,O,X,X
SIJLOTZ,X,X,X,O,X,O,X,X
SIJLOZT,O,X,X,O,X,O,X,X
SIJZTLO,O,O,X,X,O,O,X,X
SIJZTOL,O,O,X,X,O,O,X,X
SIJZLTO,O,O,X,O,O,O,X,X
SIJZLOT,O,O,X,O,O,O,X,X
SIJZOTL,O,O,X,X,O,O,X,X
SIJZOLT,O,O,X,O,O,O,X,X
SIJOTLZ,X,O,X,X,X,O,X,X
SIJOTZL,X,O,X,X,X,O,X,X
SIJOLTZ,X,X,X,O,X,O,X,X
SIJOLZT,O,O,X,O,X,O,X,X
SIJOZTL,O,O,X,X,O,O,X,X
SIJOZLT,O,O,X,O,O,O,X,X
SIZTLJO,O,X,X,X,X,X,X,O
SIZTLOJ,O,X,X,X,X,O,X,O
SIZTJLO,O,O,X,X,O,X,X,O
SIZTJOL,O,O,X,X,O,X,X,O
SIZTOLJ,O,X,X,X,X,O,X,O
SIZTOJL,O,X,X,X,O,X,X,O
SIZLTJO,O,O,X,X,X,X,X,O
SIZLTOJ,O,X,X,X,X,O,X,O
SIZLJTO,O,O,X,X,O,O,X,O
SIZLJOT,O,O,X,X,O,O,X,O
SIZLOTJ,O,X,X,X,X,O,X,X
SIZLOJT,O,O,X,X,O,O,X,O
SIZJTLO,O,O,X,X,O,O,X,O
SIZJTOL,O,O,X,X,O,O,X,O
SIZJLTO,O,O,X,O,O,O,X,O
SIZJLOT,O,O,X,O,O,O,X,O
SIZJOTL,O,O,X,X,O,O,X,X
SIZJOLT,O,O,X,O,O,O,X,O
SIZOTLJ,O,X,X,X,X,O,X,O
SIZOTJL,O,O,X,X,O,X,X,O
SIZOLTJ,O,O,X,X,X,O,X,X
SIZOLJT,O,O,X,X,O,O,X,O
SIZOJTL,O,O,X,X,O,O,X,X
SIZOJLT,O,O,X,O,O,O,X,O
SIOTLJZ,O,O,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,X,O,X,X
SIOTJLZ,O,O,X,X,X,O,X,X
SIOTJZL,O,O,X,X,X,O,X,X
SIOTZLJ,O,O,X,X,X,O,X,X
SIOTZJL,O,O,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,O,X,X
SIOLTZJ,X,O,X,X,X,O,X,X
SIOLJTZ,X,X,X,X,X,O,X,X
SIOLJZT,X,O,X,X,X,O,X,X
SIOLZTJ,X,O,X,X,X,O,X,X
SIOLZJT,X,O,X,X,X,O,X,X
SIOJTLZ,X,O,X,X,X,O,X,X
SIOJTZL,X,O,X,X,X,O,X,X
SIOJLTZ,X,X,X,O,X,O,X,X
SIOJLZT,O,O,X,O,X,O,X,X
SIOJZTL,O,O,X,X,O,O,X,X
SIOJZLT,O,O,X,O,O,O,X,X
SIOZTLJ,O,X,X,X,X,O,X,X
SIOZTJL,O,O,X,X,O,X,X,X
SIOZLTJ,O,O,X,X,X,O,X,X
SIOZLJT,O,O,X,X,O,O,X,X
SIOZJTL,O,O,X,X,O,O,X,X
SIOZJLT,O,O,X,O,O,O,X,X
SLTIJZO,O,O,X,X,X,O,O,X
SLTIJOZ,O,X,O,X,X,O,X,X
SLTIZJO,O,O,X,X,X,X,O,X
SLTIZOJ,O,O,X,X,X,O,O,X
SLTIOJZ,O,X,O,X,X,O,X,X
SLTIOZJ,O,X,O,X,X,O,O,X
SLTJIZO,O,O,X,X,X,O,O,X
SLTJIOZ,O,X,O,X,X,O,X,X
SLTJZIO,O,O,X,X,X,O,O,X
SLTJZOI,O,O,O,X,X,O,O,X
SLTJOIZ,O,X,O,X,X,O,X,X
SLTJOZI,O,O,O,X,X,O,X,X
SLTZIJO,O,O,X,X,X,X,O,X
SLTZIOJ,O,O,X,X,X,O,O,X
SLTZJIO,O,O,X,X,X,X,O,X
SLTZJOI,O,O,X,X,X,X,O,X
SLTZOIJ,O,O,O,X,X,O,O,X
SLTZOJI,O,O,O,X,X,X,O,X
SLTOIJZ,O,X,O,X,X,O,X,X
SLTOIZJ,O,X,O,X,X,O,O,X
SLTOJIZ,O,X,O,X,X,O,X,X
SLTOJZI,O,O,O,X,X,O,X,X
SLTOZIJ,O,O,O,X,X,O,O,X
SLTOZJI,O,O,O,X,X,X,O,X
SLITJZO,X,X,X,X,X,O,O,X
SLITJOZ,X,X,O,X,X,O,X,X
SLITZJO,X,O,X,X,X,X,O,X
SLITZOJ,X,X,X,X,X,O,O,X
SLITOJZ,X,X,O,X,X,O,X,X
SLITOZJ,X,X,O,X,X,O,O,X
SLIJTZO,X,X,X,X,X,O,X,X
SLIJTOZ,X,X,O,X,X,O,X,X
SLIJZTO,X,O,X,X,X,O,X,X
SLIJZOT,X,O,X,X,X,O,X,X
SLIJOTZ,X,X,X,X,X,O,X,X
SLIJOZT,X,X,X,X,X,O,X,X
SLIZTJO,X,O,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,O,X,X
SLIZJTO,X,O,X,X,X,O,X,X
SLIZJOT,X,O,X,X,X,O,X,X
SLIZOTJ,X,X,X,X,X,O,X,X
SLIZOJT,X,O,X,X,X,O,X,X
SLIOTJZ,X,X,X,X,X,O,X,X
SLIOTZJ,X,X,X,X,X,O,X,X
SLIOJTZ,X,X,X,X,X,O,X,X
SLIOJZT,X,X,X,X,X,O,X,X
SLIOZTJ,X,X,X,X,X,O,X,X
SLIOZJT,X,X,X,X,X,O,X,X
SLJTIZO,X,O,X,X,X,O,X,X
SLJTIOZ,X,X,O,X,X,O,X,X
SLJTZIO,O,O,X,X,X,O,X,X
SLJTZOI,O,O,O,X,X,O,X,X
SLJTOIZ,X,X,O,X,X,O,X,X
SLJTOZI,O,O,O,X,X,O,X,X
SLJITZO,X,X,X,X,X,O,X,X
SLJITOZ,X,X,O,X,X,O,X,X
SLJIZTO,O,O,X,X,X,O,X,X
SLJIZOT,O,O,X,X,X,O,X,X
SLJIOTZ,X,X,X,X,X,O,X,X
SLJIOZT,O,X,X,X,X,O,X,X
SLJZTIO,O,O,X,X,O,O,X,X
SLJZTOI,O,O,O,X,O,O,X,X
SLJZITO,O,O,X,X,O,O,X,X
SLJZIOT,O,O,X,X,O,O,X,X
SLJZOTI,O,O,X,X,O,O,X,X
SLJZOIT,O,O,X,X,O,O,X,X
SLJOTIZ,X,O,X,X,X,O,X,X
SLJOTZI,O,O,X,X,X,O,X,X
SLJOITZ,X,X,X,X,X,O,X,X
SLJOIZT,O,O,X,X,X,O,X,X
SLJOZTI,O,O,X,X,O,O,X,X
SLJOZIT,O,O,X,X,O,O,X,X
SLZTIJO,O,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,O,X,X
SLZTJIO,O,O,X,X,X,X,X,X
SLZTJOI,O,O,X,X,X,X,X,X
SLZTOIJ,O,X,O,X,X,O,X,X
SLZTOJI,O,X,O,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,O,X,X
SLZIJTO,O,O,X,X,O,O,X,X
SLZIJOT,O,O,X,X,O,O,X,X
SLZIOTJ,O,X,X,X,X,O,X,X
SLZIOJT,O,O,X,X,O,O,X,X
SLZJTIO,O,O,X,X,O,O,X,X
SLZJTOI,O,O,O,X,O,O,X,X
SLZJITO,O,O,X,X,O,O,X,X
SLZJIOT,O,O,X,X,O,O,X,X
SLZJOTI,O,O,X,X,O,O,X,X
SLZJOIT,O,O,X,X,O,O,X,X
SLZOTIJ,O,O,X,X,X,O,X,X
SLZOTJI,O,O,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,O,X,X
SLZOIJT,O,O,X,X,O,O,X,X
SLZOJTI,O,O,X,X,O,O,X,X
SLZOJIT,O,O,X,X,O,O,X,X
SLOTIJZ,O,O,X,X,X,O,X,X
SLOTIZJ,O,O,X,X,X,O,X,X
SLOTJIZ,O,O,X,X,X,O,X,X
SLOTJZI,O,O,X,X,X,O,X,X
SLOTZIJ,O,O,X,X,X,O,O,X
SLOTZJI,O,O,X,X,X,X,O,X
SLOITJZ,X,X,X,X,X,O,X,X
SLOITZJ,X,X,X,X,X,O,X,X
SLOIJTZ,X,X,X,X,X,O,X,X
SLOIJZT,X,O,X,X,X,O,X,X
SLOIZTJ,X,O,X,X,X,O,X,X
SLOIZJT,X,O,X,X,X,O,X,X
SLOJTIZ,X,O,X,X,X,O,X,X
SLOJTZI,O,O,X,X,X,O,X,X
SLOJITZ,X,X,X,X,X,O,X,X
SLOJIZT,O,O,X,X,X,O,X,X
SLOJZTI,O,O,X,X,O,O,X,X
SLOJZIT,O,O,X,X,O,O,X,X
SLOZTIJ,O,O,X,X,X,O,O,X
SLOZTJI,O,O,X,X,X,X,O,X
SLOZITJ,O,O,X,X,X,O,O,X
SLOZIJT,O,O,X,X,O,O,O,X
SLOZJTI,O,O,X,X,O,O,O,X
SLOZJIT,O,O,X,X,O,O,O,X
SJTILZO,O,O,X,X,X,O,X,X
SJTILOZ,O,X,X,X,X,O,X,X
SJTIZLO,O,O,X,X,X,O,X,X
SJTIZOL,O,O,X,X,X,O,X,X
SJTIOLZ,O,O,X,X,X,O,X,X
SJTIOZL,O,O,X,X,X,O,X,X
SJTLIZO,O,O,X,X,X,O,X,X
SJTLIOZ,O,X,O,X,X,O,X,X
SJTLZIO,O,O,X,X,X,O,X,X
SJTLZOI,O,O,O,X,X,O,X,X
SJTLOIZ,O,O,O,X,X,O,X,X
SJTLOZI,O,O,O,X,X,O,X,X
SJTZILO,O,O,X,X,O,O,X,X
SJTZIOL,O,O,X,X,O,O,X,X
SJTZLIO,O,O,X,X,O,O,X,X
SJTZLOI,O,O,O,X,O,O,X,X
SJTZOIL,O,O,X,X,O,O,X,X
SJTZOLI,O,O,O,X,O,O,X,X
SJTOILZ,O,O,X,X,X,O,X,X
SJTOIZL,O,O,X,X,X,O,X,X
SJTOLIZ,O,O,O,X,X,O,X,X
SJTOLZI,O,O,O,X,X,O,X,X
SJTOZIL,O,O,X,X,O,O,X,X
SJTOZLI,O,O,O,X,O,O,X,X
SJITLZO,X,X,X,X,X,O,X,X
SJITLOZ,X,X,X,X,X,O,X,X
SJITZLO,X,X,X,X,X,O,X,X
SJITZOL,X,X,X,X,X,O,X,X
SJITOLZ,X,X,X,X,X,O,X,X
SJITOZL,X,X,X,X,X,O,X,X
SJILTZO,X,X,X,O,X,O,X,X
SJILTOZ,X,X,X,O,X,O,X,X
SJILZTO,O,O,X,O,X,O,X,X
SJILZOT,O,O,X,O,X,O,X,X
SJILOTZ,X,X,X,O,X,O,X,X
SJILOZT,O,X,X,O,X,O,X,X
SJIZTLO,O,O,X,X,O,O,X,X
SJIZTOL,O,O,X,X,O,O,X,X
SJIZLTO,O,O,X,O,O,O,X,X
SJIZLOT,O,O,X,O,O,O,X,X
SJIZOTL,O,O,X,X,O,O,X,X
SJIZOLT,O,O,X,O,O,O,X,X
SJIOTLZ,X,O,X,X,X,O,X,X
SJIOTZL,X,O,X,X,X,O,X,X
SJIOLTZ,X,X,X,O,X,O,X,X
SJIOLZT,O,O,X,O,X,O,X,X
SJIOZTL,O,O,X,X,O,O,X,X
SJIOZLT,O,O,X,O,O,O,X,X
SJLTIZO,X,O,X,O,X,O,X,X
SJLTIOZ,X,X,O,O,X,O,X,X
SJLTZIO,O,O,X,O,X,O,X,X
SJLTZOI,O,O,O,O,X,O,X,X
SJLTOIZ,X,X,O,O,X,O,X,X
SJLTOZI,O,O,O,O,X,O,X,X
SJLITZO,X,X,X,O,X,O,X,X
SJLITOZ,X,X,O,O,X,O,X,X
SJLIZTO,O,O,X,O,X,O,X,X
SJLIZOT,O,O,X,O,X,O,X,X
SJLIOTZ,X,X,X,O,X,O,X,X
SJLIOZT,O,X,X,O,X,O,X,X
SJLZTIO,O,O,X,O,O,O,X,X
SJLZTOI,O,O,O,O,O,O,X,X
SJLZITO,O,O,X,O,O,O,X,X
SJLZIOT,O,O,X,O,O,O,X,X
SJLZOTI,O,O,X,O,O,O,X,X
SJLZOIT,O,O,X,O,O,O,X,X
SJLOTIZ,X,O,X,O,X,O,X,X
SJLOTZI,O,O,X,O,X,O,X,X
SJLOITZ,X,X,X,O,X,O,X,X
SJLOIZT,O,O,X,O,X,O,X,X
SJLOZTI,O,O,X,O,O,O,X,X
SJLOZIT,O,O,X,O,O,O,X,X
SJZTILO,O,O,X,X,O,O,X,X
SJZTIOL,O,O,X,X,O,O,X,X
SJZTLIO,O,O,X,X,O,O,X,X
SJZTLOI,O,O,O,X,O,O,X,X
SJZTOIL,O,O,X,X,O,O,X,X
SJZTOLI,O,O,O,X,O,O,X,X
SJZITLO,O,O,X,X,O,O,X,X
SJZITOL,O,O,X,X,O,O,X,X
SJZILTO,O,O,X,O,O,O,X,X
SJZILOT,O,O,X,O,O,O,X,X
SJZIOTL,O,O,X,X,O,O,X,X
SJZIOLT,O,O,X,O,O,O,X,X
SJZLTIO,O,O,X,O,O,O,X,X
SJZLTOI,O,O,O,O,O,O,X,X
SJZLITO,O,O,X,O,O,O,X,X
SJZLIOT,O,O,X,O,O,O,X,X
SJZLOTI,O,O,X,O,O,O,X,X
SJZLOIT,O,O,X,O,O,O,X,X
SJZOTIL,O,O,X,X,O,O,X,X
SJZOTLI,O,O,X,X,O,O,X,X
SJZOITL,O,O,X,X,O,O,X,X
SJZOILT,O,O,X,O,O,O,X,X
SJZOLTI,O,O,X,O,O,O,X,X
SJZOLIT,O,O,X,O,O,O,X,X
SJOTILZ,O,O,X,X,X,O,X,X
SJOTIZL,O,O,X,X,X,O,X,X
SJOTLIZ,O,O,X,X,X,O,X,X
SJOTLZI,O,O,X,X,X,O,X,X
SJOTZIL,O,O,X,X,O,O,X,X
SJOTZLI,O,O,X,X,O,O,X,X
SJOITLZ,X,O,X,X,X,O,X,X
SJOITZL,X,O,X,X,X,O,X,X
SJOILTZ,X,X,X,O,X,O,X,X
SJOILZT,O,O,X,O,X,O,X,X
SJOIZTL,O,O,X,X,O,O,X,X
SJOIZLT,O,O,X,O,O,O,X,X
SJOLTIZ,X,O,X,O,X,O,X,X
SJOLTZI,O,O,X,O,X,O,X,X
SJOLITZ,X,X,X,O,X,O,X,X
SJOLIZT,O,O,X,O,X,O,X,X
SJOLZTI,O,O,X,O,O,O,X,X
SJOLZIT,O,O,X,O,O,O,X,X
SJOZTIL,O,O,X,X,O,O,X,X
SJOZTLI,O,O,X,X,O,O,X,X
SJOZITL,O,O,X,X,O,O,X,X
SJOZILT,O,O,X,O,O,O,X,X
SJOZLTI,O,O,X,O,O,O,X,X
SJOZLIT,O,O,X,O,O,O,X,X
SZTILJO,O,X,X,X,X,X,X,O
SZTILOJ,O,X,X,X,X,O,X,O
SZTIJLO,O,O,X,X,O,X,X,O
SZTIJOL,O,O,X,X,O,X,X,O
SZTIOLJ,O,X,X,X,X,O,X,O
SZTIOJL,O,X,X,X,O,X,X,O
SZTLIJO,O,O,X,X,X,X,X,O
SZTLIOJ,O,X,X,X,X,O,X,O
