sequence,v115@5gB8GeC8HeD8FeE8AeH8JeO/IvhFxbBTeBCgB/mB0l?BlpB,v115@5gB8GeC8HeD8FeE8AeH8JeU7IvhFFcBTeBikBGmBRq?B/pB,v115@5gB8GeC8HeD8FeE8AeH8Jex6IvhFOhBTeBlfBclB/p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jey/IvhFFcBTeBWmB0fB/p?BxvB,v115@5gB8GeC8HeD8FeE8AeH8JeZ/IvhFufB1gBTeBXhB8p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jex7IvhFTeB/mB6pB0qBOp?BFqB
ZJOLIST,O,O,O,X,O,X
ZJOLSTI,O,X,O,X,O,O
ZJOLSIT,O,X,O,X,O,O
ZJOSTIL,O,X,O,X,O,X
ZJOSTLI,O,X,O,X,X,X
ZJOSITL,O,X,O,X,O,X
ZJOSILT,O,X,O,X,O,O
ZJOSLTI,O,X,O,X,O,O
ZJOSLIT,O,X,O,X,O,O
ZSTILJO,O,X,O,X,X,O
ZSTILOJ,O,X,O,X,X,O
ZSTIJLO,O,X,O,O,X,X
ZSTIJOL,O,X,O,O,O,X
ZSTIOLJ,O,X,O,X,X,O
ZSTIOJL,O,X,O,O,O,X
ZSTLIJO,O,X,O,X,X,O
ZSTLIOJ,O,X,O,X,X,O
ZSTLJIO,O,X,O,X,X,O
ZSTLJOI,O,X,O,X,X,O
ZSTLOIJ,O,X,O,X,X,O
ZSTLOJI,O,X,O,X,X,O
ZSTJILO,O,X,O,X,X,X
ZSTJIOL,O,X,O,X,O,X
ZSTJLIO,O,X,O,X,X,X
ZSTJLOI,O,X,O,X,X,X
ZSTJOIL,O,X,O,X,O,X
ZSTJOLI,O,X,O,X,X,X
ZSTOILJ,O,X,O,X,X,O
ZSTOIJL,O,X,O,O,O,X
ZSTOLIJ,O,X,O,X,X,O
ZSTOLJI,O,X,O,X,X,O
ZSTOJIL,O,X,O,X,O,X
ZSTOJLI,O,X,O,X,X,X
ZSITLJO,O,X,O,X,X,O
ZSITLOJ,O,X,O,X,X,O
ZSITJLO,O,X,O,O,X,X
ZSITJOL,O,X,O,O,O,X
ZSITOLJ,O,X,O,X,X,O
ZSITOJL,O,X,O,O,O,X
ZSILTJO,O,X,X,X,O,O
ZSILTOJ,O,X,X,X,O,O
ZSILJTO,O,X,X,O,O,O
ZSILJOT,O,X,O,O,O,O
ZSILOTJ,O,X,X,X,O,O
ZSILOJT,O,X,O,O,O,O
ZSIJTLO,O,X,O,O,X,X
ZSIJTOL,O,X,O,O,O,X
ZSIJLTO,O,X,X,O,O,O
ZSIJLOT,O,X,O,O,O,O
ZSIJOTL,O,X,O,O,O,X
ZSIJOLT,O,X,O,O,O,O
ZSIOTLJ,O,X,O,X,X,O
ZSIOTJL,O,X,O,O,O,X
ZSIOLTJ,O,X,X,X,O,O
ZSIOLJT,O,X,O,O,O,O
ZSIOJTL,O,X,O,O,O,X
ZSIOJLT,O,X,O,O,O,O
ZSLTIJO,O,X,O,X,O,O
ZSLTIOJ,O,X,O,X,O,O
ZSLTJIO,O,X,O,X,O,O
ZSLTJOI,O,X,O,X,O,O
ZSLTOIJ,O,X,O,X,O,O
ZSLTOJI,O,X,O,X,O,O
ZSLITJO,O,X,O,X,O,O
ZSLITOJ,O,X,O,X,O,O
ZSLIJTO,O,X,O,O,O,O
ZSLIJOT,O,X,O,O,O,O
ZSLIOTJ,O,X,O,X,O,O
ZSLIOJT,O,X,O,O,O,O
ZSLJTIO,O,X,O,X,O,O
ZSLJTOI,O,X,O,X,O,O
ZSLJITO,O,X,O,X,O,O
ZSLJIOT,O,X,O,X,O,O
ZSLJOTI,O,X,O,X,O,O
ZSLJOIT,O,X,O,X,O,O
ZSLOTIJ,O,X,O,X,O,O
ZSLOTJI,O,X,O,X,O,O
ZSLOITJ,O,X,O,X,O,O
ZSLOIJT,O,X,O,O,O,O
ZSLOJTI,O,X,O,X,O,O
ZSLOJIT,O,X,O,X,O,O
ZSJTILO,O,X,O,X,X,X
ZSJTIOL,O,X,O,X,O,X
ZSJTLIO,O,X,O,X,X,X
ZSJTLOI,O,X,O,X,X,X
ZSJTOIL,O,X,O,X,O,X
ZSJTOLI,O,X,O,X,X,X
ZSJITLO,O,X,O,X,X,X
ZSJITOL,O,X,O,X,O,X
ZSJILTO,O,X,X,X,O,O
ZSJILOT,O,X,O,X,O,O
ZSJIOTL,O,X,O,X,O,X
ZSJIOLT,O,X,O,X,O,O
ZSJLTIO,O,X,O,X,O,O
ZSJLTOI,O,X,O,X,O,O
ZSJLITO,O,X,O,X,O,O
ZSJLIOT,O,X,O,X,O,O
ZSJLOTI,O,X,O,X,O,O
ZSJLOIT,O,X,O,X,O,O
ZSJOTIL,O,X,O,X,O,X
ZSJOTLI,O,X,O,X,X,X
ZSJOITL,O,X,O,X,O,X
ZSJOILT,O,X,O,X,O,O
ZSJOLTI,O,X,O,X,O,O
ZSJOLIT,O,X,O,X,O,O
ZSOTILJ,O,X,O,X,X,O
ZSOTIJL,O,X,O,O,O,X
ZSOTLIJ,O,X,O,X,X,O
ZSOTLJI,O,X,O,X,X,O
ZSOTJIL,O,X,O,X,O,X
ZSOTJLI,O,X,O,X,X,X
ZSOITLJ,O,X,O,X,X,O
ZSOITJL,O,X,O,O,O,X
ZSOILTJ,O,X,X,X,O,O
ZSOILJT,O,X,O,O,O,O
ZSOIJTL,O,X,O,O,O,X
ZSOIJLT,O,X,O,O,O,O
ZSOLTIJ,O,X,O,X,O,O
ZSOLTJI,O,X,O,X,O,O
ZSOLITJ,O,X,O,X,O,O
ZSOLIJT,O,X,O,O,O,O
ZSOLJTI,O,X,O,X,O,O
ZSOLJIT,O,X,O,X,O,O
ZSOJTIL,O,X,O,X,O,X
ZSOJTLI,O,X,O,X,X,X
ZSOJITL,O,X,O,X,O,X
ZSOJILT,O,X,O,X,O,O
ZSOJLTI,O,X,O,X,O,O
ZSOJLIT,O,X,O,X,O,O
ZOTILJS,O,X,X,X,O,X
ZOTILSJ,O,X,X,X,O,X
ZOTIJLS,O,O,X,X,O,X
ZOTIJSL,O,X,O,O,O,X
ZOTISLJ,O,X,X,X,X,X
ZOTISJL,O,X,X,O,O,X
ZOTLIJS,O,X,X,X,O,X
ZOTLISJ,O,X,X,X,O,X
ZOTLJIS,O,X,X,X,O,X
ZOTLJSI,O,X,X,X,O,X
ZOTLSIJ,O,X,X,X,O,O
ZOTLSJI,O,X,X,X,O,O
ZOTJILS,O,O,X,X,O,X
ZOTJISL,O,X,O,X,O,X
ZOTJLIS,O,O,X,X,O,X
ZOTJLSI,O,X,X,X,O,X
ZOTJSIL,O,X,O,X,O,X
ZOTJSLI,O,X,O,X,X,X
ZOTSILJ,O,X,O,X,X,O
ZOTSIJL,O,X,O,O,O,X
ZOTSLIJ,O,X,O,X,X,O
ZOTSLJI,O,X,O,X,X,O
ZOTSJIL,O,X,O,X,O,X
ZOTSJLI,O,X,O,X,X,X
ZOITLJS,O,X,X,X,O,X
ZOITLSJ,O,X,X,X,O,X
ZOITJLS,O,O,X,X,O,X
ZOITJSL,O,X,O,O,O,X
ZOITSLJ,O,X,X,X,X,X
ZOITSJL,O,X,X,O,O,X
ZOILTJS,X,X,X,X,O,X
ZOILTSJ,X,X,X,X,O,X
ZOILJTS,X,X,X,X,O,X
ZOILJST,O,X,O,X,O,X
ZOILSTJ,O,X,X,X,O,O
ZOILSJT,O,X,X,X,O,O
ZOIJTLS,X,O,X,X,O,X
ZOIJTSL,X,X,O,O,O,X
ZOIJLTS,X,O,X,X,O,X
ZOIJLST,X,O,O,X,O,X
ZOIJSTL,X,X,O,O,O,X
ZOIJSLT,X,X,O,O,O,X
ZOISTLJ,O,X,O,X,X,O
ZOISTJL,O,X,O,O,O,X
ZOISLTJ,O,X,X,X,O,O
ZOISLJT,O,X,O,O,O,O
ZOISJTL,O,X,O,O,O,X
ZOISJLT,O,X,O,O,O,O
ZOLTIJS,O,X,O,X,O,X
ZOLTISJ,O,X,X,X,O,X
ZOLTJIS,O,X,O,X,O,X
ZOLTJSI,O,X,O,X,O,X
ZOLTSIJ,O,X,O,X,O,O
ZOLTSJI,O,X,O,X,O,O
ZOLITJS,X,X,O,X,O,X
ZOLITSJ,X,X,X,X,O,X
ZOLIJTS,X,X,O,X,O,X
ZOLIJST,O,X,O,X,O,X
ZOLISTJ,O,X,O,X,O,O
ZOLISJT,O,X,O,X,O,O
ZOLJTIS,X,O,O,X,O,X
ZOLJTSI,O,X,O,X,O,X
ZOLJITS,X,O,O,X,O,X
ZOLJIST,O,O,O,X,O,X
ZOLJSTI,O,X,O,X,O,O
ZOLJSIT,O,X,O,X,O,O
ZOLSTIJ,O,X,O,X,O,O
ZOLSTJI,O,X,O,X,O,O
ZOLSITJ,O,X,O,X,O,O
ZOLSIJT,O,X,O,X,O,O
ZOLSJTI,O,X,O,X,O,O
ZOLSJIT,O,X,O,X,O,O
ZOJTILS,O,O,X,X,O,X
ZOJTISL,O,X,O,X,O,X
ZOJTLIS,O,O,X,X,O,X
ZOJTLSI,O,X,X,X,O,X
ZOJTSIL,O,X,O,X,O,X
ZOJTSLI,O,X,O,X,X,X
ZOJITLS,X,O,X,X,O,X
ZOJITSL,X,X,O,X,O,X
ZOJILTS,X,O,X,X,O,X
ZOJILST,X,O,O,X,O,X
ZOJISTL,X,X,O,X,O,X
ZOJISLT,X,X,O,X,O,X
ZOJLTIS,X,O,O,X,O,X
ZOJLTSI,O,X,O,X,O,X
ZOJLITS,X,O,O,X,O,X
ZOJLIST,O,O,O,X,O,X
ZOJLSTI,O,X,O,X,O,O
ZOJLSIT,O,X,O,X,O,O
ZOJSTIL,O,X,O,X,O,X
ZOJSTLI,O,X,O,X,X,X
ZOJSITL,O,X,O,X,O,X
ZOJSILT,O,X,O,X,O,O
ZOJSLTI,O,X,O,X,O,O
ZOJSLIT,O,X,O,X,O,O
ZOSTILJ,O,X,O,X,X,O
ZOSTIJL,O,X,O,O,O,X
ZOSTLIJ,O,X,O,X,X,O
ZOSTLJI,O,X,O,X,X,O
ZOSTJIL,O,X,O,X,O,X
ZOSTJLI,O,X,O,X,X,X
ZOSITLJ,O,X,O,X,X,O
ZOSITJL,O,X,O,O,O,X
ZOSILTJ,O,X,X,X,O,O
ZOSILJT,O,X,O,O,O,O
ZOSIJTL,O,X,O,O,O,X
ZOSIJLT,O,X,O,O,O,O
ZOSLTIJ,O,X,O,X,O,O
ZOSLTJI,O,X,O,X,O,O
ZOSLITJ,O,X,O,X,O,O
ZOSLIJT,O,X,O,O,O,O
ZOSLJTI,O,X,O,X,O,O
ZOSLJIT,O,X,O,X,O,O
ZOSJTIL,O,X,O,X,O,X
ZOSJTLI,O,X,O,X,X,X
ZOSJITL,O,X,O,X,O,X
ZOSJILT,O,X,O,X,O,O
ZOSJLTI,O,X,O,X,O,O
ZOSJLIT,O,X,O,X,O,O
OTILJSZ,O,O,X,O,X,X
OTILJZS,X,O,X,X,X,X
OTILSJZ,O,X,X,O,X,X
OTILSZJ,O,X,X,X,X,X
OTILZJS,X,X,X,X,O,X
OTILZSJ,X,X,X,X,O,X
OTIJLSZ,O,O,X,O,X,X
OTIJLZS,X,O,X,X,X,X
OTIJSLZ,O,O,X,O,X,X
OTIJSZL,O,X,X,O,X,X
OTIJZLS,O,O,X,X,X,X
OTIJZSL,O,X,X,O,X,X
OTISLJZ,O,X,X,O,X,X
OTISLZJ,O,X,X,X,X,X
OTISJLZ,O,O,X,O,X,X
OTISJZL,O,X,X,O,X,X
OTISZLJ,O,X,X,X,X,O
OTISZJL,O,X,X,O,X,X
OTIZLJS,O,X,X,X,O,X
OTIZLSJ,O,X,X,X,O,X
OTIZJLS,O,O,X,X,O,X
OTIZJSL,O,X,X,O,O,X
OTIZSLJ,O,X,X,X,X,X
OTIZSJL,O,X,X,O,O,X
OTLIJSZ,O,O,X,O,X,X
OTLIJZS,X,O,X,X,X,X
OTLISJZ,O,X,X,O,X,X
OTLISZJ,O,X,X,X,X,X
OTLIZJS,X,X,X,X,O,X
OTLIZSJ,X,X,X,X,O,X
OTLJISZ,O,O,X,X,X,X
OTLJIZS,X,O,X,X,X,X
OTLJSIZ,O,O,X,X,X,X
OTLJSZI,O,X,O,X,X,X
OTLJZIS,O,O,O,X,X,X
OTLJZSI,O,X,O,X,X,X
OTLSIJZ,O,X,X,O,X,X
OTLSIZJ,O,X,X,X,X,X
OTLSJIZ,O,X,X,X,X,X
OTLSJZI,O,X,O,X,X,X
OTLSZIJ,O,X,O,X,X,O
OTLSZJI,O,X,O,X,X,O
OTLZIJS,O,X,O,X,O,X
OTLZISJ,O,X,X,X,O,X
OTLZJIS,O,X,O,X,O,X
OTLZJSI,O,X,O,X,O,X
OTLZSIJ,O,X,O,X,O,O
OTLZSJI,O,X,O,X,O,O
OTJILSZ,O,O,X,O,X,X
OTJILZS,X,O,X,X,X,X
OTJISLZ,O,O,X,O,X,X
OTJISZL,O,X,X,O,X,X
OTJIZLS,O,O,X,X,X,X
OTJIZSL,O,X,X,O,X,X
OTJLISZ,O,O,X,X,X,X
OTJLIZS,X,O,X,X,X,X
OTJLSIZ,O,O,X,X,X,X
OTJLSZI,O,X,O,X,X,X
OTJLZIS,O,O,O,X,X,X
OTJLZSI,O,X,O,X,X,X
OTJSILZ,O,O,X,O,X,X
OTJSIZL,O,X,X,O,X,X
OTJSLIZ,O,O,X,X,X,X
OTJSLZI,O,X,O,X,X,X
OTJSZIL,O,X,O,X,X,X
OTJSZLI,O,X,O,X,X,X
OTJZILS,O,O,X,X,X,X
OTJZISL,O,X,O,X,X,X
OTJZLIS,O,O,X,X,X,X
OTJZLSI,O,X,X,X,X,X
OTJZSIL,O,X,O,X,X,X
OTJZSLI,O,X,O,X,X,X
OTSILJZ,O,X,X,O,X,X
OTSILZJ,O,X,O,X,X,X
OTSIJLZ,O,O,X,O,X,X
OTSIJZL,O,X,O,O,X,X
OTSIZLJ,O,X,O,X,X,O
OTSIZJL,O,X,O,O,X,X
OTSLIJZ,O,X,X,O,X,X
OTSLIZJ,O,X,O,X,X,X
OTSLJIZ,O,X,X,X,X,X
OTSLJZI,O,X,O,X,X,X
OTSLZIJ,O,X,O,X,X,O
OTSLZJI,O,X,O,X,X,O
OTSJILZ,O,O,X,O,X,X
OTSJIZL,O,X,O,O,X,X
OTSJLIZ,O,O,X,X,X,X
OTSJLZI,O,X,O,X,X,X
OTSJZIL,O,X,O,X,X,X
OTSJZLI,O,X,O,X,X,X
OTSZILJ,O,X,O,X,X,O
OTSZIJL,O,X,O,O,X,X
OTSZLIJ,O,X,O,X,X,O
OTSZLJI,O,X,O,X,X,O
OTSZJIL,O,X,O,X,X,X
OTSZJLI,O,X,O,X,X,X
OTZILJS,O,X,X,X,O,X
OTZILSJ,O,X,X,X,O,X
OTZIJLS,O,O,X,X,O,X
OTZIJSL,O,X,O,O,O,X
OTZISLJ,O,X,X,X,X,X
OTZISJL,O,X,X,O,O,X
OTZLIJS,O,X,X,X,O,X
OTZLISJ,O,X,X,X,O,X
OTZLJIS,O,X,X,X,O,X
OTZLJSI,O,X,X,X,O,X
OTZLSIJ,O,X,X,X,O,O
OTZLSJI,O,X,X,X,O,O
OTZJILS,O,O,X,X,O,X
OTZJISL,O,X,O,X,O,X
OTZJLIS,O,O,X,X,O,X
OTZJLSI,O,X,X,X,O,X
OTZJSIL,O,X,O,X,O,X
OTZJSLI,O,X,O,X,X,X
OTZSILJ,O,X,O,X,X,O
OTZSIJL,O,X,O,O,O,X
OTZSLIJ,O,X,O,X,X,O
OTZSLJI,O,X,O,X,X,O
OTZSJIL,O,X,O,X,O,X
OTZSJLI,O,X,O,X,X,X
OITLJSZ,O,O,X,O,X,X
OITLJZS,X,O,X,X,X,X
OITLSJZ,O,X,X,O,X,X
OITLSZJ,O,X,X,X,X,X
OITLZJS,X,X,X,X,O,X
OITLZSJ,X,X,X,X,O,X
OITJLSZ,O,O,X,O,X,X
OITJLZS,X,O,X,X,X,X
OITJSLZ,O,O,X,O,X,X
OITJSZL,O,X,X,O,X,X
OITJZLS,O,O,X,X,X,X
OITJZSL,O,X,X,O,X,X
OITSLJZ,O,X,X,O,X,X
OITSLZJ,O,X,X,X,X,X
OITSJLZ,O,O,X,O,X,X
OITSJZL,O,X,X,O,X,X
OITSZLJ,O,X,X,X,X,O
OITSZJL,O,X,X,O,X,X
OITZLJS,O,X,X,X,O,X
OITZLSJ,O,X,X,X,O,X
OITZJLS,O,O,X,X,O,X
OITZJSL,O,X,X,O,O,X
OITZSLJ,O,X,X,X,X,X
OITZSJL,O,X,X,O,O,X
OILTJSZ,O,O,X,O,X,X
OILTJZS,X,O,X,X,X,X
OILTSJZ,O,X,X,O,X,X
OILTSZJ,O,X,X,X,X,X
OILTZJS,X,X,X,X,O,X
OILTZSJ,X,X,X,X,O,X
OILJTSZ,X,O,X,O,X,X
OILJTZS,X,O,X,X,X,X
OILJSTZ,X,O,X,O,X,X
OILJSZT,X,O,O,O,X,X
OILJZTS,X,O,O,X,O,X
OILJZST,X,O,O,X,O,X
OILSTJZ,O,X,X,O,X,X
OILSTZJ,O,X,X,X,X,X
OILSJTZ,X,X,X,O,X,X
OILSJZT,X,X,O,O,X,X
OILSZTJ,O,X,O,X,O,O
OILSZJT,O,X,O,O,O,O
OILZTJS,X,X,O,X,O,X
OILZTSJ,X,X,X,X,O,X
OILZJTS,X,X,O,X,O,X
OILZJST,X,X,O,X,O,X
OILZSTJ,X,X,O,X,O,O
OILZSJT,X,X,O,X,O,O
OIJTLSZ,O,O,X,O,X,X
OIJTLZS,X,O,X,X,X,X
OIJTSLZ,O,O,X,O,X,X
OIJTSZL,O,X,X,O,X,X
OIJTZLS,X,O,X,X,X,X
OIJTZSL,O,X,X,O,X,X
OIJLTSZ,X,O,X,O,X,X
OIJLTZS,X,O,X,X,X,X
OIJLSTZ,X,O,X,O,X,X
OIJLSZT,X,O,O,O,X,X
OIJLZTS,X,O,O,X,O,X
OIJLZST,X,O,O,X,O,X
OIJSTLZ,O,O,X,O,X,X
OIJSTZL,O,X,X,O,X,X
OIJSLTZ,X,O,X,O,X,X
OIJSLZT,X,O,O,O,X,X
OIJSZTL,O,X,O,O,X,X
OIJSZLT,O,X,O,O,X,O
OIJZTLS,X,O,X,X,O,X
OIJZTSL,X,X,O,O,O,X
OIJZLTS,X,O,X,X,O,X
OIJZLST,X,O,O,X,O,X
OIJZSTL,X,X,O,O,O,X
OIJZSLT,X,X,O,O,O,X
OISTLJZ,O,X,X,O,X,X
OISTLZJ,O,X,O,X,X,X
OISTJLZ,O,O,X,O,X,X
OISTJZL,O,X,O,O,X,X
OISTZLJ,O,X,O,X,X,O
OISTZJL,O,X,O,O,X,X
OISLTJZ,O,X,X,O,X,X
OISLTZJ,O,X,X,X,X,X
OISLJTZ,X,X,X,O,X,X
OISLJZT,X,X,O,O,X,X
OISLZTJ,O,X,O,X,O,O
OISLZJT,O,X,O,O,O,O
OISJTLZ,O,O,X,O,X,X
OISJTZL,O,X,X,O,X,X
OISJLTZ,X,O,X,O,X,X
OISJLZT,X,O,O,O,X,X
OISJZTL,O,X,O,O,X,X
OISJZLT,O,X,O,O,X,O
OISZTLJ,O,X,O,X,X,O
OISZTJL,O,X,O,O,O,X
OISZLTJ,O,X,X,X,O,O
OISZLJT,O,X,O,O,O,O
OISZJTL,O,X,O,O,O,X
OISZJLT,O,X,O,O,O,O
OIZTLJS,O,X,X,X,O,X
OIZTLSJ,O,X,X,X,O,X
OIZTJLS,O,O,X,X,O,X
OIZTJSL,O,X,O,O,O,X
OIZTSLJ,O,X,X,X,X,X
OIZTSJL,O,X,X,O,O,X
OIZLTJS,X,X,X,X,O,X
OIZLTSJ,X,X,X,X,O,X
OIZLJTS,X,X,X,X,O,X
OIZLJST,O,X,O,X,O,X
OIZLSTJ,O,X,X,X,O,O
OIZLSJT,O,X,X,X,O,O
OIZJTLS,X,O,X,X,O,X
OIZJTSL,X,X,O,O,O,X
OIZJLTS,X,O,X,X,O,X
OIZJLST,X,O,O,X,O,X
OIZJSTL,X,X,O,O,O,X
OIZJSLT,X,X,O,O,O,X
OIZSTLJ,O,X,O,X,X,O
OIZSTJL,O,X,O,O,O,X
OIZSLTJ,O,X,X,X,O,O
OIZSLJT,O,X,O,O,O,O
OIZSJTL,O,X,O,O,O,X
OIZSJLT,O,X,O,O,O,O
OLTIJSZ,O,O,X,O,X,X
OLTIJZS,X,O,X,X,X,X
OLTISJZ,O,X,X,O,X,X
OLTISZJ,O,X,X,X,X,X
OLTIZJS,X,X,X,X,O,X
OLTIZSJ,X,X,X,X,O,X
OLTJISZ,O,O,X,X,X,X
OLTJIZS,X,O,X,X,X,X
OLTJSIZ,O,O,X,X,X,X
OLTJSZI,O,X,O,X,X,X
OLTJZIS,O,O,O,X,X,X
OLTJZSI,O,X,O,X,X,X
OLTSIJZ,O,X,X,O,X,X
OLTSIZJ,O,X,X,X,X,X
OLTSJIZ,O,X,X,X,X,X
OLTSJZI,O,X,O,X,X,X
OLTSZIJ,O,X,O,X,X,O
OLTSZJI,O,X,O,X,X,O
OLTZIJS,O,X,O,X,O,X
OLTZISJ,O,X,X,X,O,X
OLTZJIS,O,X,O,X,O,X
OLTZJSI,O,X,O,X,O,X
OLTZSIJ,O,X,O,X,O,O
OLTZSJI,O,X,O,X,O,O
OLITJSZ,O,O,X,O,X,X
OLITJZS,X,O,X,X,X,X
OLITSJZ,O,X,X,O,X,X
OLITSZJ,O,X,X,X,X,X
OLITZJS,X,X,X,X,O,X
OLITZSJ,X,X,X,X,O,X
OLIJTSZ,X,O,X,O,X,X
OLIJTZS,X,O,X,X,X,X
OLIJSTZ,X,O,X,O,X,X
OLIJSZT,X,O,O,O,X,X
OLIJZTS,X,O,O,X,O,X
OLIJZST,X,O,O,X,O,X
OLISTJZ,O,X,X,O,X,X
OLISTZJ,O,X,X,X,X,X
OLISJTZ,X,X,X,O,X,X
OLISJZT,X,X,O,O,X,X
OLISZTJ,O,X,O,X,O,O
OLISZJT,O,X,O,O,O,O
OLIZTJS,X,X,O,X,O,X
OLIZTSJ,X,X,X,X,O,X
OLIZJTS,X,X,O,X,O,X
OLIZJST,X,X,O,X,O,X
OLIZSTJ,X,X,O,X,O,O
OLIZSJT,X,X,O,X,O,O
OLJTISZ,X,O,X,X,X,X
OLJTIZS,X,O,X,X,X,X
OLJTSIZ,X,O,X,X,X,X
OLJTSZI,X,X,O,X,X,X
OLJTZIS,X,O,O,X,X,X
OLJTZSI,X,X,O,X,X,X
OLJITSZ,X,O,X,X,X,X
OLJITZS,X,O,X,X,X,X
OLJISTZ,X,O,X,X,X,X
OLJISZT,X,O,O,X,X,X
OLJIZTS,X,O,O,X,O,X
OLJIZST,X,O,O,X,O,X
OLJSTIZ,X,O,X,X,X,X
OLJSTZI,X,X,O,X,X,X
OLJSITZ,X,O,X,X,X,X
OLJSIZT,X,O,O,X,X,X
OLJSZTI,X,X,O,X,X,O
OLJSZIT,X,X,O,X,X,O
OLJZTIS,X,O,O,X,O,X
OLJZTSI,X,X,O,X,O,X
OLJZITS,X,O,O,X,O,X
OLJZIST,X,O,O,X,O,X
OLJZSTI,X,X,O,X,O,O
OLJZSIT,X,X,O,X,O,O
OLSTIJZ,O,X,X,O,X,X
OLSTIZJ,O,X,O,X,X,X
OLSTJIZ,O,X,X,X,X,X
OLSTJZI,O,X,O,X,X,X
OLSTZIJ,O,X,O,X,X,O
OLSTZJI,O,X,O,X,X,O
OLSITJZ,O,X,X,O,X,X
OLSITZJ,O,X,X,X,X,X
OLSIJTZ,X,X,X,O,X,X
OLSIJZT,X,X,O,O,X,X
OLSIZTJ,O,X,O,X,O,O
OLSIZJT,O,X,O,O,O,O
OLSJTIZ,X,O,X,X,X,X
OLSJTZI,X,X,O,X,X,X
OLSJITZ,X,O,X,O,X,X
OLSJIZT,X,O,O,O,X,X
OLSJZTI,X,X,O,X,X,O
OLSJZIT,X,X,O,X,X,O
OLSZTIJ,O,X,O,X,O,O
OLSZTJI,O,X,O,X,O,O
OLSZITJ,O,X,O,X,O,O
OLSZIJT,O,X,O,O,O,O
OLSZJTI,O,X,O,X,O,O
OLSZJIT,O,X,O,X,O,O
OLZTIJS,O,X,O,X,O,X
OLZTISJ,O,X,X,X,O,X
OLZTJIS,O,X,O,X,O,X
OLZTJSI,O,X,O,X,O,X
OLZTSIJ,O,X,O,X,O,O
OLZTSJI,O,X,O,X,O,O
OLZITJS,X,X,O,X,O,X
OLZITSJ,X,X,X,X,O,X
OLZIJTS,X,X,O,X,O,X
OLZIJST,O,X,O,X,O,X
OLZISTJ,O,X,O,X,O,O
OLZISJT,O,X,O,X,O,O
OLZJTIS,X,O,O,X,O,X
OLZJTSI,O,X,O,X,O,X
OLZJITS,X,O,O,X,O,X
OLZJIST,O,O,O,X,O,X
OLZJSTI,O,X,O,X,O,O
OLZJSIT,O,X,O,X,O,O
OLZSTIJ,O,X,O,X,O,O
OLZSTJI,O,X,O,X,O,O
OLZSITJ,O,X,O,X,O,O
OLZSIJT,O,X,O,X,O,O
OLZSJTI,O,X,O,X,O,O
OLZSJIT,O,X,O,X,O,O
OJTILSZ,O,O,X,O,X,X
OJTILZS,X,O,X,X,X,X
OJTISLZ,O,O,X,O,X,X
OJTISZL,O,X,X,O,X,X
OJTIZLS,O,O,X,X,X,X
OJTIZSL,O,X,X,O,X,X
OJTLISZ,O,O,X,X,X,X
OJTLIZS,X,O,X,X,X,X
OJTLSIZ,O,O,X,X,X,X
OJTLSZI,O,X,O,X,X,X
OJTLZIS,O,O,O,X,X,X
OJTLZSI,O,X,O,X,X,X
OJTSILZ,O,O,X,O,X,X
OJTSIZL,O,X,X,O,X,X
OJTSLIZ,O,O,X,X,X,X
OJTSLZI,O,X,O,X,X,X
OJTSZIL,O,X,O,X,X,X
OJTSZLI,O,X,O,X,X,X
OJTZILS,O,O,X,X,X,X
OJTZISL,O,X,O,X,X,X
OJTZLIS,O,O,X,X,X,X
OJTZLSI,O,X,X,X,X,X
OJTZSIL,O,X,O,X,X,X
OJTZSLI,O,X,O,X,X,X
OJITLSZ,O,O,X,O,X,X
OJITLZS,X,O,X,X,X,X
OJITSLZ,O,O,X,O,X,X
OJITSZL,O,X,X,O,X,X
OJITZLS,X,O,X,X,X,X
OJITZSL,O,X,X,O,X,X
OJILTSZ,X,O,X,O,X,X
OJILTZS,X,O,X,X,X,X
OJILSTZ,X,O,X,O,X,X
OJILSZT,X,O,O,O,X,X
OJILZTS,X,O,O,X,O,X
OJILZST,X,O,O,X,O,X
OJISTLZ,O,O,X,O,X,X
OJISTZL,O,X,X,O,X,X
OJISLTZ,X,O,X,O,X,X
OJISLZT,X,O,O,O,X,X
OJISZTL,O,X,O,O,X,X
OJISZLT,O,X,O,O,X,O
OJIZTLS,X,O,X,X,O,X
OJIZTSL,X,X,O,O,O,X
OJIZLTS,X,O,X,X,O,X
OJIZLST,X,O,O,X,O,X
OJIZSTL,X,X,O,O,O,X
OJIZSLT,X,X,O,O,O,X
OJLTISZ,X,O,X,X,X,X
OJLTIZS,X,O,X,X,X,X
OJLTSIZ,X,O,X,X,X,X
OJLTSZI,X,X,O,X,X,X
OJLTZIS,X,O,O,X,X,X
OJLTZSI,X,X,O,X,X,X
OJLITSZ,X,O,X,X,X,X
OJLITZS,X,O,X,X,X,X
OJLISTZ,X,O,X,X,X,X
OJLISZT,X,O,O,X,X,X
OJLIZTS,X,O,O,X,O,X
OJLIZST,X,O,O,X,O,X
OJLSTIZ,X,O,X,X,X,X
OJLSTZI,X,X,O,X,X,X
OJLSITZ,X,O,X,X,X,X
OJLSIZT,X,O,O,X,X,X
OJLSZTI,X,X,O,X,X,O
OJLSZIT,X,X,O,X,X,O
