sequence,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFqfBmbBzcBF?mBXqB0qB,v115@6gC8GeC8FeD8AeA8CeF8DeE8Jei6IvhFRcBckBlgB3?hBeqBzqB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFqfBmbBzcBF?mB0qBXqB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFFbB8gBzcBf?lBOrBSvB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFXcB8hBzfBa?rBGlBVvB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhF3bBzcBUlBF?mBupByvB,v115@6gC8GeC8FeD8AeA8CeF8DeE8JeZ/IvhFmcBflBlgBc?mBqqBzpB,v115@6gC8GeC8FeD8AeA8CeF8DeE8Jei7IvhFOkBRhB3hBF?lBzqB0pB
JOISTZL,O,O,X,O,X,X,X,X
JOISLTZ,O,X,X,O,X,X,X,X
JOISLZT,X,O,X,O,X,X,X,X
JOISZTL,X,O,X,O,X,X,O,X
JOISZLT,X,O,X,O,X,X,X,X
JOIZTLS,X,O,X,X,O,O,X,X
JOIZTSL,X,O,X,O,X,O,X,X
JOIZLTS,X,O,O,O,X,X,X,X
JOIZLST,X,O,X,O,O,X,X,X
JOIZSTL,X,O,X,O,X,X,O,X
JOIZSLT,X,O,X,O,O,X,X,X
JOLTISZ,O,X,O,O,X,X,X,O
JOLTIZS,O,O,O,O,X,X,X,O
JOLTSIZ,O,O,O,O,X,X,X,O
JOLTSZI,X,O,X,O,X,X,X,X
JOLTZIS,O,O,O,O,X,X,X,O
JOLTZSI,X,O,X,O,X,X,X,X
JOLITSZ,O,X,O,O,X,X,X,X
JOLITZS,O,X,O,O,X,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X
JOLISZT,X,X,X,O,X,X,X,X
JOLIZTS,X,X,O,O,X,X,X,X
JOLIZST,X,X,X,O,O,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X
JOLSITZ,O,X,X,O,X,X,X,X
JOLSIZT,X,O,X,O,X,X,X,X
JOLSZTI,X,O,X,O,X,X,X,X
JOLSZIT,X,O,X,O,X,X,X,X
JOLZTIS,X,O,O,O,X,X,X,X
JOLZTSI,X,O,O,O,X,X,X,X
JOLZITS,X,O,O,O,X,X,X,X
JOLZIST,X,O,X,O,O,X,X,X
JOLZSTI,X,O,X,O,X,X,X,X
JOLZSIT,X,O,X,O,O,X,X,X
JOSTILZ,O,O,X,X,X,X,X,O
JOSTIZL,O,O,X,O,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,O
JOSTLZI,O,O,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X
JOSITZL,O,O,X,O,X,X,X,X
JOSILTZ,O,X,X,O,X,X,X,X
JOSILZT,X,O,X,O,X,X,X,X
JOSIZTL,X,O,X,O,X,X,O,X
JOSIZLT,X,O,X,O,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X
JOSLITZ,O,X,X,O,X,X,X,X
JOSLIZT,X,O,X,O,X,X,X,X
JOSLZTI,X,O,X,O,X,X,X,X
JOSLZIT,X,O,X,O,X,X,X,X
JOSZTIL,X,O,X,O,X,X,O,X
JOSZTLI,X,O,X,O,X,X,X,X
JOSZITL,X,O,X,O,X,X,O,X
JOSZILT,X,O,X,O,X,X,X,X
JOSZLTI,X,O,X,O,X,X,X,X
JOSZLIT,X,O,X,O,X,X,X,X
JOZTILS,X,O,O,X,O,O,X,O
JOZTISL,X,O,X,O,X,O,X,X
JOZTLIS,X,O,O,X,O,X,X,O
JOZTLSI,X,O,O,X,O,X,X,X
JOZTSIL,X,O,X,O,X,O,X,X
JOZTSLI,X,O,O,O,X,X,X,X
JOZITLS,X,O,X,X,O,O,X,X
JOZITSL,X,O,X,O,X,O,X,X
JOZILTS,X,O,O,O,X,X,X,X
JOZILST,X,O,X,O,O,X,X,X
JOZISTL,X,O,X,O,X,X,O,X
JOZISLT,X,O,X,O,O,X,X,X
JOZLTIS,X,O,O,O,X,X,X,X
JOZLTSI,X,O,O,O,X,X,X,X
JOZLITS,X,O,O,O,X,X,X,X
JOZLIST,X,O,X,O,O,X,X,X
JOZLSTI,X,O,X,O,X,X,X,X
JOZLSIT,X,O,X,O,O,X,X,X
JOZSTIL,X,O,X,O,X,X,O,X
JOZSTLI,X,O,X,O,X,X,X,X
JOZSITL,X,O,X,O,X,X,O,X
JOZSILT,X,O,X,O,O,X,X,X
JOZSLTI,X,O,X,O,X,X,X,X
JOZSLIT,X,O,X,O,X,X,X,X
STILJZO,O,X,X,O,X,X,X,X
STILJOZ,O,X,O,O,X,X,X,X
STILZJO,O,X,O,O,O,X,X,X
STILZOJ,O,X,O,O,O,X,X,X
STILOJZ,O,X,O,X,X,X,X,X
STILOZJ,O,X,O,O,O,X,X,X
STIJLZO,O,X,X,O,X,X,X,X
STIJLOZ,O,X,O,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,O,X
STIJZOL,O,X,X,O,X,X,O,X
STIJOLZ,O,X,O,X,X,X,X,X
STIJOZL,O,X,X,O,X,X,X,X
STIZLJO,O,O,X,O,O,O,O,X
STIZLOJ,O,O,X,O,O,O,X,X
STIZJLO,O,O,X,X,X,O,O,X
STIZJOL,O,X,X,X,X,O,O,X
STIZOLJ,O,X,X,X,O,O,X,X
STIZOJL,O,X,X,X,X,O,O,X
STIOLJZ,O,X,O,X,X,X,X,X
STIOLZJ,O,X,O,O,O,X,X,X
STIOJLZ,O,X,O,X,X,X,X,X
STIOJZL,O,O,X,O,X,X,X,X
STIOZLJ,O,O,X,X,O,O,X,X
STIOZJL,O,X,X,X,X,O,X,X
STLIJZO,O,X,X,O,X,X,X,X
STLIJOZ,O,X,O,O,X,X,X,X
STLIZJO,O,X,O,O,O,X,X,X
STLIZOJ,O,X,O,O,O,X,X,X
STLIOJZ,O,X,O,X,X,X,X,X
STLIOZJ,O,X,O,O,O,X,X,X
STLJIZO,O,X,X,O,X,X,X,X
STLJIOZ,O,X,O,O,X,X,X,X
STLJZIO,O,X,X,O,X,X,X,X
STLJZOI,O,X,X,O,X,X,X,X
STLJOIZ,O,X,O,O,X,X,X,X
STLJOZI,O,X,X,O,X,X,X,X
STLZIJO,O,X,X,O,O,X,X,X
STLZIOJ,O,X,X,O,O,X,X,X
STLZJIO,O,X,X,O,O,X,X,X
STLZJOI,O,X,X,O,O,X,X,X
STLZOIJ,O,X,X,O,O,X,X,X
STLZOJI,O,X,X,O,O,X,X,X
STLOIJZ,O,X,O,X,X,X,X,X
STLOIZJ,O,X,O,O,O,X,X,X
STLOJIZ,O,X,O,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,O,X,X,X
STLOZJI,O,X,X,O,O,X,X,X
STJILZO,O,O,X,O,X,X,X,X
STJILOZ,O,X,O,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,O,X
STJIZOL,O,O,X,O,X,X,O,X
STJIOLZ,O,X,O,X,X,X,X,X
STJIOZL,O,O,X,O,X,X,X,X
STJLIZO,O,O,X,O,X,X,X,X
STJLIOZ,O,X,O,X,X,X,X,X
STJLZIO,O,O,X,O,X,X,X,X
STJLZOI,O,O,X,O,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,X,X
STJZILO,O,O,X,O,X,X,O,X
STJZIOL,O,O,X,O,X,X,O,X
STJZLIO,O,O,X,O,X,X,O,X
STJZLOI,O,O,X,O,X,X,X,X
STJZOIL,O,O,X,O,X,X,O,X
STJZOLI,O,O,X,O,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,X
STJOIZL,O,O,X,O,X,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X
STJOLZI,O,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X
STZILJO,O,O,X,O,O,O,O,X
STZILOJ,O,O,X,O,O,O,X,X
STZIJLO,O,O,X,X,X,O,O,X
STZIJOL,O,X,X,X,X,O,O,X
STZIOLJ,O,X,X,X,O,O,X,X
STZIOJL,O,X,X,X,X,O,O,X
STZLIJO,O,O,X,O,O,O,O,X
STZLIOJ,O,O,X,O,O,O,X,X
STZLJIO,O,O,X,O,O,X,O,X
STZLJOI,O,O,X,O,O,X,X,X
STZLOIJ,O,X,X,O,O,O,X,X
STZLOJI,O,X,X,O,O,X,X,X
STZJILO,O,O,X,X,X,O,O,X
STZJIOL,O,O,X,X,X,O,O,X
STZJLIO,O,O,X,X,X,X,O,X
STZJLOI,O,O,X,X,X,X,X,X
STZJOIL,O,O,X,X,X,O,O,X
STZJOLI,O,O,X,X,X,X,X,X
STZOILJ,O,O,X,X,O,O,X,X
STZOIJL,O,X,X,X,X,O,O,X
STZOLIJ,O,O,X,X,O,O,X,X
STZOLJI,O,X,X,X,O,X,X,X
STZOJIL,O,O,X,X,X,O,O,X
STZOJLI,O,O,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,X,X
STOILZJ,O,X,O,O,O,X,X,X
STOIJLZ,O,X,O,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,X,X
STOIZLJ,O,O,X,X,O,O,X,X
STOIZJL,O,X,X,X,X,O,X,X
STOLIJZ,O,X,O,X,X,X,X,X
STOLIZJ,O,X,O,O,O,X,X,X
STOLJIZ,O,X,O,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X,X
STOLZIJ,O,X,X,O,O,X,X,X
STOLZJI,O,X,X,O,O,X,X,X
STOJILZ,O,O,O,X,X,X,X,X
STOJIZL,O,O,X,O,X,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,X
STOZILJ,O,O,X,X,O,O,X,X
STOZIJL,O,X,X,X,X,O,X,X
STOZLIJ,O,O,X,X,O,O,X,X
STOZLJI,O,X,X,X,O,X,X,X
STOZJIL,O,O,X,X,X,O,X,X
STOZJLI,O,O,X,X,X,X,X,X
SITLJZO,O,X,X,O,X,X,X,X
SITLJOZ,O,X,O,O,X,X,X,X
SITLZJO,O,X,O,O,O,X,X,X
SITLZOJ,O,X,O,O,O,X,X,X
SITLOJZ,O,X,O,X,X,X,X,X
SITLOZJ,O,X,O,O,O,X,X,X
SITJLZO,O,X,X,O,X,X,X,X
SITJLOZ,O,X,O,X,X,X,X,X
SITJZLO,O,O,X,O,X,X,O,X
SITJZOL,O,X,X,O,X,X,O,X
SITJOLZ,O,X,O,X,X,X,X,X
SITJOZL,O,X,X,O,X,X,X,X
SITZLJO,O,O,X,O,O,O,O,X
SITZLOJ,O,O,X,O,O,O,X,X
SITZJLO,O,O,X,X,X,O,O,X
SITZJOL,O,X,X,X,X,O,O,X
SITZOLJ,O,X,X,X,O,O,X,X
SITZOJL,O,X,X,X,X,O,O,X
SITOLJZ,O,X,O,X,X,X,X,X
SITOLZJ,O,X,O,O,O,X,X,X
SITOJLZ,O,X,O,X,X,X,X,X
SITOJZL,O,O,X,O,X,X,X,X
SITOZLJ,O,O,X,X,O,O,X,X
SITOZJL,O,X,X,X,X,O,X,X
SILTJZO,O,X,X,O,X,X,X,X
SILTJOZ,O,X,O,O,X,X,X,X
SILTZJO,O,X,O,O,X,X,X,X
SILTZOJ,O,X,O,O,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X,X
SILTOZJ,O,X,O,O,X,X,X,X
SILJTZO,O,X,X,O,X,X,X,X
SILJTOZ,O,X,X,O,X,X,X,X
SILJZTO,X,O,X,O,X,X,O,X
SILJZOT,X,O,X,O,X,X,X,X
SILJOTZ,O,X,X,O,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,X
SILZTJO,O,O,O,O,X,X,O,X
SILZTOJ,O,O,O,O,O,X,X,X
SILZJTO,X,O,X,O,X,X,O,X
SILZJOT,X,O,X,O,O,X,X,X
SILZOTJ,O,O,O,O,O,X,X,X
SILZOJT,X,O,X,O,O,X,X,X
SILOTJZ,O,X,O,X,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X,X
SILOJTZ,O,X,X,O,X,X,X,X
SILOJZT,X,O,X,O,X,X,X,X
SILOZTJ,O,O,O,O,O,X,X,X
SILOZJT,X,O,X,O,O,X,X,X
SIJTLZO,O,O,X,O,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X
SIJTZLO,O,O,X,O,X,X,O,X
SIJTZOL,O,O,X,O,X,X,O,X
SIJTOLZ,O,X,X,X,X,X,X,X
SIJTOZL,O,O,X,O,X,X,X,X
SIJLTZO,O,X,X,O,X,X,X,X
SIJLTOZ,O,X,X,O,X,X,X,X
SIJLZTO,X,O,X,O,X,X,O,X
SIJLZOT,X,O,X,O,X,X,X,X
SIJLOTZ,O,X,X,O,X,X,X,X
SIJLOZT,X,X,X,O,X,X,X,X
SIJZTLO,X,O,X,O,X,X,O,X
SIJZTOL,X,O,X,O,X,X,O,X
SIJZLTO,X,O,X,O,X,X,O,X
SIJZLOT,X,O,X,O,X,X,X,X
SIJZOTL,X,X,X,O,X,X,O,X
SIJZOLT,X,O,X,O,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X
SIJOTZL,O,O,X,O,X,X,X,X
SIJOLTZ,O,X,X,O,X,X,X,X
SIJOLZT,X,O,X,O,X,X,X,X
SIJOZTL,X,O,X,O,X,X,O,X
SIJOZLT,X,O,X,O,X,X,X,X
SIZTLJO,O,O,X,O,O,O,O,X
SIZTLOJ,O,O,X,O,O,O,X,X
SIZTJLO,O,O,X,X,X,O,O,X
SIZTJOL,O,X,X,X,X,O,O,X
SIZTOLJ,O,X,X,X,O,O,X,X
SIZTOJL,O,X,X,X,X,O,O,X
SIZLTJO,O,O,O,O,X,X,O,X
SIZLTOJ,O,O,O,O,O,X,X,X
SIZLJTO,X,O,X,O,X,X,O,X
SIZLJOT,X,O,X,O,O,X,X,X
SIZLOTJ,O,O,O,O,O,X,X,X
SIZLOJT,X,O,X,O,O,X,X,X
SIZJTLO,X,O,X,O,X,X,O,X
SIZJTOL,X,O,X,O,X,X,O,X
SIZJLTO,X,O,X,O,X,X,O,X
SIZJLOT,X,O,X,O,O,X,X,X
SIZJOTL,X,X,X,O,X,X,O,X
SIZJOLT,X,O,X,O,O,X,X,X
SIZOTLJ,O,O,X,X,O,O,X,X
SIZOTJL,O,X,X,X,X,O,O,X
SIZOLTJ,O,O,O,O,O,X,X,X
SIZOLJT,X,O,X,O,O,X,X,X
SIZOJTL,X,O,X,O,X,X,O,X
SIZOJLT,X,O,X,O,O,X,X,X
SIOTLJZ,O,X,O,X,X,X,X,X
SIOTLZJ,O,X,O,O,O,X,X,X
SIOTJLZ,O,X,O,X,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,X
SIOTZLJ,O,O,X,X,O,O,X,X
SIOTZJL,O,X,X,X,X,O,X,X
SIOLTJZ,O,X,O,X,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X,X
SIOLJTZ,O,X,X,O,X,X,X,X
SIOLJZT,X,O,X,O,X,X,X,X
SIOLZTJ,O,O,O,O,O,X,X,X
SIOLZJT,X,O,X,O,O,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X
SIOJLTZ,O,X,X,O,X,X,X,X
SIOJLZT,X,O,X,O,X,X,X,X
SIOJZTL,X,O,X,O,X,X,O,X
SIOJZLT,X,O,X,O,X,X,X,X
SIOZTLJ,O,O,X,X,O,O,X,X
SIOZTJL,O,X,X,X,X,O,O,X
SIOZLTJ,O,O,O,O,O,X,X,X
SIOZLJT,X,O,X,O,O,X,X,X
SIOZJTL,X,O,X,O,X,X,O,X
SIOZJLT,X,O,X,O,O,X,X,X
SLTIJZO,O,X,X,O,X,X,X,X
SLTIJOZ,O,X,O,O,X,X,X,X
SLTIZJO,O,X,O,O,X,X,X,X
SLTIZOJ,O,X,O,O,X,X,X,X
SLTIOJZ,O,X,O,X,X,X,X,X
SLTIOZJ,O,X,O,O,X,X,X,X
SLTJIZO,O,X,X,O,X,X,X,X
SLTJIOZ,O,X,O,O,X,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X
SLTJZOI,O,X,X,O,X,X,X,X
SLTJOIZ,O,X,O,O,X,X,X,X
SLTJOZI,O,X,X,O,X,X,X,X
SLTZIJO,O,X,X,O,X,X,X,X
SLTZIOJ,O,X,X,O,X,X,X,X
SLTZJIO,O,X,X,O,X,X,X,X
SLTZJOI,O,X,X,O,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,X,X
SLTZOJI,O,X,X,O,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,X,X
SLTOIZJ,O,X,O,O,X,X,X,X
SLTOJIZ,O,X,O,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,X,X
SLTOZJI,O,X,X,O,X,X,X,X
SLITJZO,O,X,X,O,X,X,X,X
SLITJOZ,O,X,O,O,X,X,X,X
SLITZJO,O,X,O,O,X,X,X,X
SLITZOJ,O,X,O,O,X,X,X,X
SLITOJZ,O,X,O,X,X,X,X,X
SLITOZJ,O,X,O,O,X,X,X,X
SLIJTZO,O,X,X,O,X,X,X,X
SLIJTOZ,O,X,X,O,X,X,X,X
SLIJZTO,X,O,X,O,X,X,O,X
SLIJZOT,X,O,X,O,X,X,X,X
SLIJOTZ,O,X,X,O,X,X,X,X
SLIJOZT,X,X,X,O,X,X,X,X
SLIZTJO,O,O,O,O,X,X,O,X
SLIZTOJ,O,O,O,O,O,X,X,X
SLIZJTO,X,O,X,O,X,X,O,X
SLIZJOT,X,O,X,O,O,X,X,X
SLIZOTJ,O,O,O,O,O,X,X,X
SLIZOJT,X,O,X,O,O,X,X,X
SLIOTJZ,O,X,O,X,X,X,X,X
SLIOTZJ,O,X,O,O,X,X,X,X
SLIOJTZ,O,X,X,O,X,X,X,X
SLIOJZT,X,O,X,O,X,X,X,X
SLIOZTJ,O,O,O,O,O,X,X,X
SLIOZJT,X,O,X,O,O,X,X,X
SLJTIZO,O,O,X,O,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X
SLJTZIO,O,O,X,O,X,X,X,X
SLJTZOI,O,O,X,O,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X
SLJTOZI,O,X,X,O,X,X,X,X
SLJITZO,O,X,X,O,X,X,X,X
SLJITOZ,O,X,X,O,X,X,X,X
SLJIZTO,X,O,X,O,X,X,O,X
SLJIZOT,X,O,X,O,X,X,X,X
SLJIOTZ,O,X,X,O,X,X,X,X
SLJIOZT,X,X,X,O,X,X,X,X
SLJZTIO,X,O,X,O,X,X,O,X
SLJZTOI,X,O,X,O,X,X,X,X
SLJZITO,X,O,X,O,X,X,O,X
SLJZIOT,X,O,X,O,X,X,X,X
SLJZOTI,X,O,X,O,X,X,X,X
SLJZOIT,X,O,X,O,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X,X
SLJOTZI,O,X,X,O,X,X,X,X
SLJOITZ,O,X,X,O,X,X,X,X
SLJOIZT,X,X,X,O,X,X,X,X
SLJOZTI,X,X,X,O,X,X,X,X
SLJOZIT,X,X,X,O,X,X,X,X
SLZTIJO,O,O,O,O,X,X,O,X
SLZTIOJ,O,O,O,O,O,X,X,X
SLZTJIO,O,O,O,O,X,X,O,X
SLZTJOI,O,O,O,O,X,X,X,X
SLZTOIJ,O,X,O,O,O,X,X,X
SLZTOJI,O,X,O,O,X,X,X,X
SLZITJO,O,O,O,O,X,X,O,X
SLZITOJ,O,O,O,O,O,X,X,X
SLZIJTO,X,O,X,O,X,X,O,X
SLZIJOT,X,O,X,O,O,X,X,X
SLZIOTJ,O,O,O,O,O,X,X,X
SLZIOJT,X,O,X,O,O,X,X,X
SLZJTIO,X,O,X,O,X,X,O,X
SLZJTOI,X,O,X,O,X,X,X,X
SLZJITO,X,O,X,O,X,X,O,X
SLZJIOT,X,O,X,O,O,X,X,X
SLZJOTI,X,O,X,O,X,X,X,X
SLZJOIT,X,O,X,O,O,X,X,X
SLZOTIJ,O,O,O,O,O,X,X,X
SLZOTJI,O,X,O,O,X,X,X,X
SLZOITJ,O,O,O,O,O,X,X,X
SLZOIJT,X,O,X,O,O,X,X,X
SLZOJTI,X,O,X,O,X,X,X,X
SLZOJIT,X,O,X,O,O,X,X,X
SLOTIJZ,O,X,O,X,X,X,X,X
SLOTIZJ,O,X,O,O,X,X,X,X
SLOTJIZ,O,X,O,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,X,X,X
SLOTZJI,O,X,X,O,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X,X
SLOITZJ,O,X,O,O,X,X,X,X
SLOIJTZ,O,X,X,O,X,X,X,X
SLOIJZT,X,O,X,O,X,X,X,X
SLOIZTJ,O,O,O,O,O,X,X,X
SLOIZJT,X,O,X,O,O,X,X,X
SLOJTIZ,O,O,X,O,X,X,X,X
SLOJTZI,O,O,X,O,X,X,X,X
SLOJITZ,O,X,X,O,X,X,X,X
SLOJIZT,X,O,X,O,X,X,X,X
SLOJZTI,X,O,X,O,X,X,X,X
SLOJZIT,X,O,X,O,X,X,X,X
SLOZTIJ,O,O,O,O,O,X,X,X
SLOZTJI,O,X,O,O,X,X,X,X
SLOZITJ,O,O,O,O,O,X,X,X
SLOZIJT,X,O,X,O,O,X,X,X
SLOZJTI,X,O,X,O,X,X,X,X
SLOZJIT,X,O,X,O,O,X,X,X
SJTILZO,O,O,X,O,X,X,X,X
SJTILOZ,O,X,X,X,X,X,X,X
SJTIZLO,O,O,X,O,X,X,O,X
SJTIZOL,O,O,X,O,X,X,O,X
SJTIOLZ,O,X,X,X,X,X,X,X
SJTIOZL,O,O,X,O,X,X,X,X
SJTLIZO,O,O,X,O,X,X,X,X
SJTLIOZ,O,X,X,X,X,X,X,X
SJTLZIO,O,O,X,O,X,X,X,X
SJTLZOI,O,O,X,O,X,X,X,X
SJTLOIZ,O,X,X,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X,X
SJTZILO,O,O,X,O,X,X,O,X
SJTZIOL,O,O,X,O,X,X,O,X
SJTZLIO,O,O,X,O,X,X,O,X
SJTZLOI,O,O,X,O,X,X,X,X
SJTZOIL,O,O,X,O,X,X,O,X
SJTZOLI,O,O,X,O,X,X,X,X
SJTOILZ,O,X,X,X,X,X,X,X
SJTOIZL,O,O,X,O,X,X,X,X
SJTOLIZ,O,X,X,X,X,X,X,X
SJTOLZI,O,X,X,X,X,X,X,X
SJTOZIL,O,O,X,O,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X
SJITLZO,O,O,X,O,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X
SJITZLO,O,O,X,O,X,X,O,X
SJITZOL,O,O,X,O,X,X,O,X
SJITOLZ,O,X,X,X,X,X,X,X
SJITOZL,O,O,X,O,X,X,X,X
SJILTZO,O,X,X,O,X,X,X,X
SJILTOZ,O,X,X,O,X,X,X,X
SJILZTO,X,O,X,O,X,X,O,X
SJILZOT,X,O,X,O,X,X,X,X
SJILOTZ,O,X,X,O,X,X,X,X
SJILOZT,X,X,X,O,X,X,X,X
SJIZTLO,X,O,X,O,X,X,O,X
SJIZTOL,X,O,X,O,X,X,O,X
SJIZLTO,X,O,X,O,X,X,O,X
SJIZLOT,X,O,X,O,X,X,X,X
SJIZOTL,X,X,X,O,X,X,O,X
SJIZOLT,X,O,X,O,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,X,X
SJIOTZL,O,O,X,O,X,X,X,X
SJIOLTZ,O,X,X,O,X,X,X,X
SJIOLZT,X,O,X,O,X,X,X,X
SJIOZTL,X,O,X,O,X,X,O,X
SJIOZLT,X,O,X,O,X,X,X,X
SJLTIZO,O,O,X,O,X,X,X,X
SJLTIOZ,O,X,X,O,X,X,X,X
SJLTZIO,O,O,X,O,X,X,X,X
SJLTZOI,O,O,X,O,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,X
SJLTOZI,O,X,X,O,X,X,X,X
SJLITZO,O,X,X,O,X,X,X,X
SJLITOZ,O,X,X,O,X,X,X,X
SJLIZTO,X,O,X,O,X,X,O,X
SJLIZOT,X,O,X,O,X,X,X,X
SJLIOTZ,O,X,X,O,X,X,X,X
SJLIOZT,X,X,X,O,X,X,X,X
SJLZTIO,X,O,X,O,X,X,O,X
SJLZTOI,X,O,X,O,X,X,X,X
SJLZITO,X,O,X,O,X,X,O,X
SJLZIOT,X,O,X,O,X,X,X,X
SJLZOTI,X,O,X,O,X,X,X,X
SJLZOIT,X,O,X,O,X,X,X,X
SJLOTIZ,O,X,X,O,X,X,X,X
SJLOTZI,O,X,X,O,X,X,X,X
SJLOITZ,O,X,X,O,X,X,X,X
SJLOIZT,X,X,X,O,X,X,X,X
SJLOZTI,X,X,X,O,X,X,X,X
SJLOZIT,X,X,X,O,X,X,X,X
SJZTILO,X,O,X,O,X,X,O,X
SJZTIOL,X,O,X,O,X,X,O,X
SJZTLIO,X,O,X,O,X,X,O,X
SJZTLOI,X,O,X,O,X,X,X,X
SJZTOIL,X,O,X,O,X,X,O,X
SJZTOLI,X,O,X,O,X,X,X,X
SJZITLO,X,O,X,O,X,X,O,X
SJZITOL,X,O,X,O,X,X,O,X
SJZILTO,X,O,X,O,X,X,O,X
SJZILOT,X,O,X,O,X,X,X,X
SJZIOTL,X,X,X,O,X,X,O,X
SJZIOLT,X,O,X,O,X,X,X,X
SJZLTIO,X,O,X,O,X,X,O,X
SJZLTOI,X,O,X,O,X,X,X,X
SJZLITO,X,O,X,O,X,X,O,X
SJZLIOT,X,O,X,O,X,X,X,X
SJZLOTI,X,O,X,O,X,X,X,X
SJZLOIT,X,O,X,O,X,X,X,X
SJZOTIL,X,O,X,O,X,X,O,X
SJZOTLI,X,O,X,O,X,X,X,X
SJZOITL,X,O,X,O,X,X,O,X
SJZOILT,X,O,X,O,X,X,X,X
SJZOLTI,X,O,X,O,X,X,X,X
SJZOLIT,X,O,X,O,X,X,X,X
SJOTILZ,O,O,X,X,X,X,X,O
SJOTIZL,O,O,X,O,X,X,X,X
SJOTLIZ,O,O,X,X,X,X,X,O
SJOTLZI,O,O,X,X,X,X,X,X
SJOTZIL,O,O,X,O,X,X,X,X
SJOTZLI,O,O,X,O,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X,X
SJOITZL,O,O,X,O,X,X,X,X
SJOILTZ,O,X,X,O,X,X,X,X
SJOILZT,X,O,X,O,X,X,X,X
SJOIZTL,X,O,X,O,X,X,O,X
SJOIZLT,X,O,X,O,X,X,X,X
SJOLTIZ,O,O,X,O,X,X,X,X
SJOLTZI,O,O,X,O,X,X,X,X
SJOLITZ,O,X,X,O,X,X,X,X
SJOLIZT,X,O,X,O,X,X,X,X
SJOLZTI,X,O,X,O,X,X,X,X
SJOLZIT,X,O,X,O,X,X,X,X
SJOZTIL,X,O,X,O,X,X,O,X
SJOZTLI,X,O,X,O,X,X,X,X
SJOZITL,X,O,X,O,X,X,O,X
SJOZILT,X,O,X,O,X,X,X,X
SJOZLTI,X,O,X,O,X,X,X,X
SJOZLIT,X,O,X,O,X,X,X,X
SZTILJO,O,O,X,O,O,O,O,X
SZTILOJ,O,O,X,O,O,O,X,X
SZTIJLO,O,O,X,X,X,O,O,X
SZTIJOL,O,X,X,X,X,O,O,X
SZTIOLJ,O,X,X,X,O,O,X,X
