sequence,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBUdB?ajB5jBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhF3dB5jB?zfBeoBFnBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFUdB5jB?zfBeoBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBUdB?FeB+oBRnBTsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBFdB?TeBWoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jem6IvhFTeB0fB?XiBxsBCtBFsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFFdBzfB?GjBXjBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBajB?5jBXiB1sBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFzfBxiB?FnBXoBGoBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFGeBzfB?XiBVoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je39IvhF5jBlfB?isB8sBmpBzrB
JZTILOS,O,X,O,X,X,O,X,O,X,X,X
JZTISLO,O,X,X,O,X,O,X,O,X,X,X
JZTISOL,O,O,O,O,X,X,X,O,X,X,X
JZTIOLS,O,O,O,X,X,X,X,O,X,X,X
JZTIOSL,O,O,O,O,X,X,X,O,X,X,X
JZTLISO,O,X,X,X,X,X,X,O,X,X,X
JZTLIOS,O,X,O,X,X,X,X,O,X,X,X
JZTLSIO,O,X,X,O,X,X,X,O,X,X,X
JZTLSOI,O,X,X,O,X,X,X,O,X,X,X
JZTLOIS,O,X,O,X,X,X,X,O,X,X,X
JZTLOSI,O,X,O,X,X,X,X,O,X,X,X
JZTSILO,O,X,X,O,X,O,X,O,X,X,X
JZTSIOL,O,O,O,O,X,X,X,O,X,X,X
JZTSLIO,O,X,X,O,X,X,X,O,X,X,X
JZTSLOI,O,X,X,O,X,X,X,O,X,X,X
JZTSOIL,O,O,O,X,X,X,X,O,X,X,X
JZTSOLI,O,O,O,O,X,X,X,O,X,X,X
JZTOILS,O,O,O,X,X,X,X,O,X,X,X
JZTOISL,O,O,O,X,X,X,X,O,X,X,X
JZTOLIS,O,O,O,X,X,X,X,O,X,X,X
JZTOLSI,O,O,O,X,X,X,X,O,X,X,X
JZTOSIL,O,O,O,X,X,X,X,O,X,X,X
JZTOSLI,O,O,O,O,X,X,X,O,X,X,X
JZITLSO,O,X,X,O,X,O,X,O,X,X,X
JZITLOS,O,X,O,X,X,O,X,O,X,X,X
JZITSLO,O,X,X,O,X,O,X,O,X,X,X
JZITSOL,O,O,O,O,X,X,X,O,X,X,X
JZITOLS,O,O,O,X,X,X,X,O,X,X,X
JZITOSL,O,O,O,O,X,X,X,O,X,X,X
JZILTSO,X,X,X,O,X,O,X,X,X,X,X
JZILTOS,O,X,X,X,X,O,X,X,X,X,X
JZILSTO,X,X,X,O,X,O,X,X,X,X,X
JZILSOT,O,X,X,O,X,O,X,X,X,X,X
JZILOTS,O,X,X,X,X,O,X,X,X,X,X
JZILOST,O,X,X,X,X,O,X,X,X,X,X
JZISTLO,O,X,X,O,X,O,X,X,X,X,X
JZISTOL,O,X,X,O,X,X,X,X,X,X,X
JZISLTO,O,X,X,O,X,O,X,X,X,X,X
JZISLOT,O,X,X,O,X,O,X,X,X,X,X
JZISOTL,O,X,X,O,X,X,X,X,X,X,X
JZISOLT,O,O,X,O,X,O,X,X,X,X,X
JZIOTLS,O,O,O,X,X,X,X,O,X,X,X
JZIOTSL,O,O,O,O,X,X,X,O,X,X,X
JZIOLTS,O,O,O,X,X,O,X,X,X,X,X
JZIOLST,O,O,X,X,X,O,X,X,X,X,X
JZIOSTL,O,X,X,O,X,X,X,X,X,X,X
JZIOSLT,O,O,X,O,X,O,X,X,X,X,X
JZLTISO,O,X,X,X,X,X,X,X,X,X,X
JZLTIOS,O,X,X,X,X,X,X,X,X,X,X
JZLTSIO,O,X,X,O,X,X,X,X,X,X,X
JZLTSOI,O,X,X,O,X,X,X,X,X,X,X
JZLTOIS,O,X,X,X,X,X,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X,X,X
JZLITSO,X,X,X,O,X,O,X,X,X,X,X
JZLITOS,O,X,X,X,X,O,X,X,X,X,X
JZLISTO,X,X,X,O,X,O,X,X,X,X,X
JZLISOT,O,X,X,O,X,O,X,X,X,X,X
JZLIOTS,O,X,X,X,X,O,X,X,X,X,X
JZLIOST,O,X,X,X,X,O,X,X,X,X,X
JZLSTIO,O,X,X,O,X,X,X,X,X,X,X
JZLSTOI,O,X,X,O,X,X,X,X,X,X,X
JZLSITO,O,X,X,O,X,O,X,X,X,X,X
JZLSIOT,O,X,X,O,X,O,X,X,X,X,X
JZLSOTI,O,X,X,O,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X,X,X,X
JZLOITS,O,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,O,X,O,X,O,X,X,X
JZSTIOL,O,X,X,O,X,X,X,O,X,X,X
JZSTLIO,O,X,X,O,X,X,X,O,X,X,X
JZSTLOI,O,X,X,O,X,X,X,O,X,X,X
JZSTOIL,O,X,X,X,X,X,X,O,X,X,X
JZSTOLI,O,X,X,O,X,X,X,O,X,X,X
JZSITLO,O,X,X,O,X,O,X,X,X,X,X
JZSITOL,O,X,X,O,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,X,O,X,X,X,X,X
JZSILOT,O,X,X,O,X,O,X,X,X,X,X
JZSIOTL,O,X,X,O,X,X,X,X,X,X,X
JZSIOLT,O,O,X,O,X,O,X,X,X,X,X
JZSLTIO,O,X,X,O,X,X,X,X,X,X,X
JZSLTOI,O,X,X,O,X,X,X,X,X,X,X
JZSLITO,O,X,X,O,X,O,X,X,X,X,X
JZSLIOT,O,X,X,O,X,O,X,X,X,X,X
JZSLOTI,O,X,X,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,X,X,X,O,X,X,X
JZSOTLI,O,X,X,O,X,X,X,O,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X
JZSOILT,O,O,X,O,X,O,X,X,X,X,X
JZSOLTI,O,X,X,O,X,X,X,X,X,X,X
JZSOLIT,O,O,X,O,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,X,X,X,O,X,X,X
JZOTISL,O,O,O,O,X,X,X,O,X,X,X
JZOTLIS,O,O,O,X,X,X,X,O,X,X,X
JZOTLSI,O,O,O,O,X,X,X,O,X,X,X
JZOTSIL,O,O,O,O,X,X,X,O,X,X,X
JZOTSLI,O,O,O,O,X,X,X,O,X,X,X
JZOITLS,O,O,O,O,X,X,X,O,X,X,X
JZOITSL,O,O,O,O,X,X,X,O,X,X,X
JZOILTS,O,O,O,O,X,O,X,X,X,X,X
JZOILST,O,O,X,O,X,O,X,X,X,X,X
JZOISTL,O,X,X,O,X,X,X,X,X,X,X
JZOISLT,O,O,X,O,X,O,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,O,X,X,X,X,X,X,X
JZOLITS,O,O,O,O,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,X,X,X,X
JZOLSTI,O,X,X,O,X,X,X,X,X,X,X
JZOLSIT,O,O,X,O,X,X,X,X,X,X,X
JZOSTIL,O,X,X,O,X,X,X,O,X,X,X
JZOSTLI,O,X,X,O,X,X,X,O,X,X,X
JZOSITL,O,X,X,O,X,X,X,X,X,X,X
JZOSILT,O,O,X,O,X,O,X,X,X,X,X
JZOSLTI,O,X,X,O,X,X,X,X,X,X,X
JZOSLIT,O,O,X,O,X,X,X,X,X,X,X
JOTILSZ,X,O,O,O,X,X,O,O,O,X,X
JOTILZS,O,O,O,O,X,X,O,O,X,X,X
JOTISLZ,O,O,O,O,X,X,O,O,X,X,X
JOTISZL,O,O,O,O,X,X,X,O,X,X,X
JOTIZLS,O,O,O,O,X,X,O,O,X,X,X
JOTIZSL,O,O,O,O,X,X,O,O,X,X,X
JOTLISZ,X,O,O,X,X,X,O,O,O,X,X
JOTLIZS,O,O,O,X,X,X,O,O,X,X,X
JOTLSIZ,X,O,O,O,X,X,X,O,O,X,X
JOTLSZI,X,O,O,O,X,X,X,O,X,X,X
JOTLZIS,O,O,O,X,X,X,X,O,X,X,X
JOTLZSI,O,O,O,O,X,X,X,O,X,X,X
JOTSILZ,O,O,O,O,X,X,X,O,O,X,X
JOTSIZL,O,O,O,O,X,X,X,O,X,X,X
JOTSLIZ,O,O,O,O,X,X,X,O,O,X,X
JOTSLZI,O,O,O,O,X,X,X,O,X,X,X
JOTSZIL,O,O,O,O,X,X,X,O,X,X,X
JOTSZLI,O,O,O,O,X,X,X,O,X,X,X
JOTZILS,O,O,O,O,X,X,X,O,X,X,X
JOTZISL,O,O,O,O,X,X,X,O,X,X,X
JOTZLIS,O,O,O,X,X,X,X,O,X,X,X
JOTZLSI,O,O,O,O,X,X,X,O,X,X,X
JOTZSIL,O,O,O,O,X,X,X,O,X,X,X
JOTZSLI,O,O,O,O,X,X,X,O,X,X,X
JOITLSZ,X,O,O,O,X,X,O,O,X,O,X
JOITLZS,O,O,O,O,X,X,O,O,X,O,X
JOITSLZ,O,O,O,O,X,X,O,O,X,O,X
JOITSZL,O,O,O,O,X,X,X,O,X,O,X
JOITZLS,O,O,O,O,X,X,O,O,X,O,X
JOITZSL,O,O,O,O,X,X,O,O,X,O,X
JOILTSZ,X,O,O,O,X,X,O,O,X,O,X
JOILTZS,O,O,O,O,X,X,O,O,X,O,X
JOILSTZ,O,O,O,O,X,X,O,X,X,O,X
JOILSZT,O,O,X,O,X,X,X,X,X,X,X
JOILZTS,O,O,O,O,X,X,O,X,X,X,X
JOILZST,O,O,X,O,X,X,O,X,X,X,X
JOISTLZ,O,O,O,O,X,X,O,O,X,O,X
JOISTZL,O,O,O,O,X,X,X,O,X,O,X
JOISLTZ,O,O,O,O,X,X,O,X,X,O,X
JOISLZT,O,O,X,O,X,X,X,X,X,X,X
JOISZTL,O,X,X,O,X,X,X,X,X,X,X
JOISZLT,O,O,X,O,X,X,X,X,X,X,X
JOIZTLS,O,O,O,O,X,X,O,O,X,X,X
JOIZTSL,O,O,O,O,X,X,O,O,X,X,X
JOIZLTS,O,O,O,O,X,X,O,X,X,X,X
JOIZLST,O,O,X,O,X,X,O,X,X,X,X
JOIZSTL,O,X,X,O,X,X,O,X,X,X,X
JOIZSLT,O,O,X,O,X,X,O,X,X,X,X
JOLTISZ,X,O,O,X,X,X,O,O,O,X,X
JOLTIZS,O,O,O,X,X,X,O,O,X,X,X
JOLTSIZ,X,O,O,O,X,X,X,O,O,X,X
JOLTSZI,X,O,O,O,X,X,X,O,X,X,X
JOLTZIS,O,O,O,X,X,X,X,O,X,X,X
JOLTZSI,O,O,O,O,X,X,X,O,X,X,X
JOLITSZ,X,O,O,O,X,X,O,O,X,O,X
JOLITZS,O,O,O,O,X,X,O,O,X,O,X
JOLISTZ,O,O,O,O,X,X,O,X,X,O,X
JOLISZT,O,O,X,O,X,X,X,X,X,X,X
JOLIZTS,O,O,O,O,X,X,O,X,X,X,X
JOLIZST,O,O,X,O,X,X,O,X,X,X,X
JOLSTIZ,O,O,O,O,X,X,X,O,O,X,X
JOLSTZI,O,O,O,O,X,X,X,O,X,X,X
JOLSITZ,O,O,O,O,X,X,X,X,O,O,X
JOLSIZT,O,O,X,O,X,X,X,X,X,X,X
JOLSZTI,O,X,X,O,X,X,X,X,X,X,X
JOLSZIT,O,O,X,O,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,X,X,X,X
JOLZTSI,O,O,O,O,X,X,X,X,X,X,X
JOLZITS,O,O,O,O,X,X,X,X,X,X,X
JOLZIST,O,O,X,O,X,X,X,X,X,X,X
JOLZSTI,O,X,X,O,X,X,X,X,X,X,X
JOLZSIT,O,O,X,O,X,X,X,X,X,X,X
JOSTILZ,O,O,O,O,X,X,X,O,O,X,X
JOSTIZL,O,O,O,O,X,X,X,O,X,X,X
JOSTLIZ,O,O,O,O,X,X,X,O,O,X,X
JOSTLZI,O,O,O,O,X,X,X,O,X,X,X
JOSTZIL,O,O,O,O,X,X,X,O,X,X,X
JOSTZLI,O,O,O,O,X,X,X,O,X,X,X
JOSITLZ,O,O,O,O,X,X,X,O,X,O,X
JOSITZL,O,O,O,O,X,X,X,O,X,O,X
JOSILTZ,O,O,O,O,X,X,X,X,O,O,X
JOSILZT,O,O,X,O,X,X,X,X,X,X,X
JOSIZTL,O,X,X,O,X,X,X,X,X,X,X
JOSIZLT,O,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,X,X,O,O,X,X
JOSLTZI,O,O,O,O,X,X,X,O,X,X,X
JOSLITZ,O,O,O,O,X,X,X,X,O,O,X
JOSLIZT,O,O,X,O,X,X,X,X,X,X,X
JOSLZTI,O,X,X,O,X,X,X,X,X,X,X
JOSLZIT,O,O,X,O,X,X,X,X,X,X,X
JOSZTIL,O,X,X,O,X,X,X,O,X,X,X
JOSZTLI,O,X,X,O,X,X,X,O,X,X,X
JOSZITL,O,X,X,O,X,X,X,X,X,X,X
JOSZILT,O,O,X,O,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,X,X,X,X,X,X,X
JOSZLIT,O,O,X,O,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,X,O,X,X,X
JOZTISL,O,O,O,O,X,X,X,O,X,X,X
JOZTLIS,O,O,O,X,X,X,X,O,X,X,X
JOZTLSI,O,O,O,O,X,X,X,O,X,X,X
JOZTSIL,O,O,O,O,X,X,X,O,X,X,X
JOZTSLI,O,O,O,O,X,X,X,O,X,X,X
JOZITLS,O,O,O,O,X,X,X,O,X,X,X
JOZITSL,O,O,O,O,X,X,X,O,X,X,X
JOZILTS,O,O,O,O,X,X,X,X,X,X,X
JOZILST,O,O,X,O,X,X,X,X,X,X,X
JOZISTL,O,X,X,O,X,X,X,X,X,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,O,X,X,X,X,X,X,X,X
JOZLTSI,O,O,O,O,X,X,X,X,X,X,X
JOZLITS,O,O,O,O,X,X,X,X,X,X,X
JOZLIST,O,O,X,O,X,X,X,X,X,X,X
JOZLSTI,O,X,X,O,X,X,X,X,X,X,X
JOZLSIT,O,O,X,O,X,X,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,X,O,X,X,X
JOZSTLI,O,X,X,O,X,X,X,O,X,X,X
JOZSITL,O,X,X,O,X,X,X,X,X,X,X
JOZSILT,O,O,X,O,X,X,X,X,X,X,X
JOZSLTI,O,X,X,O,X,X,X,X,X,X,X
JOZSLIT,O,O,X,O,X,X,X,X,X,X,X
STILJZO,O,X,X,X,O,X,X,O,X,X,X
STILJOZ,O,X,X,X,O,X,X,O,X,O,X
STILZJO,O,X,X,X,O,O,X,O,X,X,O
STILZOJ,O,X,X,X,O,O,X,X,X,X,O
STILOJZ,O,X,X,X,O,X,X,O,O,O,X
STILOZJ,O,X,X,X,O,O,X,X,O,O,X
STIJLZO,O,X,X,X,O,X,X,O,X,X,X
STIJLOZ,O,X,X,X,O,X,X,O,X,O,X
STIJZLO,O,X,X,X,O,X,X,O,X,X,X
STIJZOL,O,X,X,X,O,X,X,O,X,O,X
STIJOLZ,O,X,X,X,O,X,O,O,O,O,X
STIJOZL,O,X,X,X,O,X,X,O,X,O,X
STIZLJO,O,X,X,X,O,O,X,O,X,X,X
STIZLOJ,O,X,X,X,O,O,X,X,X,X,X
STIZJLO,O,X,X,X,O,O,X,O,X,X,X
STIZJOL,O,X,X,X,O,X,O,O,X,O,X
STIZOLJ,O,X,X,X,O,X,O,X,O,O,X
STIZOJL,O,X,X,X,O,X,O,X,X,O,X
STIOLJZ,O,X,X,X,O,X,O,O,O,O,X
STIOLZJ,O,X,X,X,O,X,O,X,O,O,X
STIOJLZ,O,X,X,X,O,X,O,O,O,O,X
STIOJZL,O,X,X,X,O,X,X,O,X,O,X
STIOZLJ,O,X,X,X,O,X,O,X,O,O,X
STIOZJL,O,X,X,X,O,X,O,X,X,O,X
STLIJZO,O,X,X,X,O,X,X,O,X,X,X
STLIJOZ,O,X,X,X,O,X,X,O,X,X,X
STLIZJO,O,X,X,X,O,X,X,O,X,X,O
STLIZOJ,O,X,X,X,O,X,X,X,X,X,O
STLIOJZ,O,X,X,X,O,X,X,O,O,X,X
STLIOZJ,O,X,X,X,O,X,X,X,O,X,X
STLJIZO,O,X,X,O,O,X,X,O,X,X,X
STLJIOZ,O,X,X,O,O,X,X,O,X,X,X
STLJZIO,O,X,X,O,X,X,X,O,X,X,X
STLJZOI,O,X,X,O,X,X,X,O,X,X,X
STLJOIZ,O,X,X,O,X,X,X,O,X,X,X
STLJOZI,O,X,X,O,X,X,X,O,X,X,X
STLZIJO,O,X,X,X,O,X,X,O,X,X,X
STLZIOJ,O,X,X,X,O,X,X,X,X,X,X
STLZJIO,O,X,X,O,X,X,X,O,X,X,X
STLZJOI,O,X,X,O,X,X,X,O,X,X,X
STLZOIJ,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,O,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,O,X,X,O,O,X,X
STLOIZJ,O,X,X,X,O,X,X,X,O,X,X
STLOJIZ,O,X,X,O,X,X,X,O,O,X,X
STLOJZI,O,X,X,O,X,X,X,O,X,X,X
STLOZIJ,O,X,X,X,X,X,X,X,O,X,X
STLOZJI,O,X,X,O,X,X,X,X,X,X,X
STJILZO,O,X,X,O,O,X,X,O,X,X,X
STJILOZ,O,O,X,O,O,X,X,O,X,X,X
STJIZLO,O,X,X,O,O,X,X,O,X,X,X
STJIZOL,O,O,O,O,O,X,X,O,X,X,X
STJIOLZ,O,O,O,O,O,X,X,O,O,X,X
STJIOZL,O,O,O,O,O,X,X,O,X,X,X
STJLIZO,O,X,X,O,O,X,X,O,X,X,X
STJLIOZ,O,O,X,O,O,X,X,O,X,X,X
STJLZIO,O,X,X,O,X,X,X,O,X,X,X
STJLZOI,O,X,X,O,X,X,X,O,X,X,X
STJLOIZ,O,O,X,O,X,X,X,O,X,X,X
STJLOZI,O,O,X,O,X,X,X,O,X,X,X
STJZILO,O,X,X,O,X,X,X,O,X,X,X
STJZIOL,O,O,O,O,X,X,X,O,X,X,X
STJZLIO,O,X,X,O,X,X,X,O,X,X,X
STJZLOI,O,X,X,O,X,X,X,O,X,X,X
STJZOIL,O,O,O,X,X,X,X,O,X,X,X
STJZOLI,O,O,O,O,X,X,X,O,X,X,X
STJOILZ,O,O,O,O,X,X,X,O,O,X,X
STJOIZL,O,O,O,O,X,X,X,O,X,X,X
STJOLIZ,O,O,O,O,X,X,X,O,O,X,X
STJOLZI,O,O,O,O,X,X,X,O,X,X,X
STJOZIL,O,O,O,O,X,X,X,O,X,X,X
STJOZLI,O,O,O,O,X,X,X,O,X,X,X
STZILJO,O,X,X,X,O,O,X,O,X,X,X
STZILOJ,O,X,X,X,O,O,X,X,X,X,X
STZIJLO,O,X,X,X,O,O,X,O,X,X,X
STZIJOL,O,X,X,X,O,X,X,O,X,X,X
STZIOLJ,O,X,X,X,O,X,X,X,O,X,X
STZIOJL,O,X,X,X,O,X,X,X,X,X,X
STZLIJO,O,X,X,X,O,X,X,O,X,X,X
STZLIOJ,O,X,X,X,O,X,X,X,X,X,X
STZLJIO,O,X,X,O,X,X,X,O,X,X,X
STZLJOI,O,X,X,O,X,X,X,O,X,X,X
STZLOIJ,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,X,X
STZJILO,O,X,X,O,X,O,X,O,X,X,X
STZJIOL,O,X,O,O,X,X,X,O,X,X,X
STZJLIO,O,X,X,O,X,X,X,O,X,X,X
STZJLOI,O,X,X,O,X,X,X,O,X,X,X
STZJOIL,O,X,O,X,X,X,X,O,X,X,X
STZJOLI,O,X,O,O,X,X,X,O,X,X,X
STZOILJ,O,X,X,X,X,X,X,X,O,X,X
STZOIJL,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,X,X,X,X,X,X,X,O,X,X
STZOLJI,O,X,O,O,X,X,X,X,X,X,X
STZOJIL,O,X,O,O,X,X,X,X,X,X,X
STZOJLI,O,X,O,O,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,O,X,O,O,O,O,X
STOILZJ,O,X,X,X,O,X,O,X,O,O,X
STOIJLZ,O,X,X,X,O,X,O,O,O,O,X
STOIJZL,O,X,X,X,O,X,X,O,X,O,X
STOIZLJ,O,X,X,X,O,X,O,X,O,O,X
STOIZJL,O,X,X,X,O,X,O,X,X,O,X
STOLIJZ,O,X,X,X,O,X,O,O,O,O,X
STOLIZJ,O,X,X,X,O,X,O,X,O,O,X
STOLJIZ,O,O,O,O,X,X,X,O,O,X,X
STOLJZI,O,O,O,O,X,X,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X,O,X,X
STOLZJI,O,X,O,O,X,X,X,X,X,X,X
STOJILZ,O,O,O,O,X,X,X,O,O,X,X
STOJIZL,O,O,O,O,X,X,X,O,X,X,X
STOJLIZ,O,O,O,O,X,X,X,O,O,X,X
STOJLZI,O,O,O,O,X,X,X,O,X,X,X
STOJZIL,O,O,O,O,X,X,X,O,X,X,X
STOJZLI,O,O,O,O,X,X,X,O,X,X,X
STOZILJ,O,X,X,X,X,X,X,X,O,X,X
STOZIJL,O,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,X,O,X,X
STOZLJI,O,X,O,O,X,X,X,X,X,X,X
STOZJIL,O,X,O,O,X,X,X,X,X,X,X
STOZJLI,O,X,O,O,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,O,X,X,O,X,X,X
SITLJOZ,O,X,X,X,O,X,X,O,X,O,X
SITLZJO,O,X,X,X,O,O,X,O,X,X,O
SITLZOJ,O,X,X,X,O,O,X,X,X,X,O
SITLOJZ,O,X,X,X,O,X,X,O,O,O,X
SITLOZJ,O,X,X,X,O,O,X,X,O,O,X
SITJLZO,O,X,X,X,O,X,X,O,X,X,X
SITJLOZ,O,X,X,X,O,X,X,O,X,O,X
SITJZLO,O,X,X,X,O,X,X,O,X,X,X
SITJZOL,O,X,X,X,O,X,X,O,X,O,X
SITJOLZ,O,X,X,X,O,X,O,O,O,O,X
SITJOZL,O,X,X,X,O,X,X,O,X,O,X
SITZLJO,O,X,X,X,O,O,X,O,X,X,X
SITZLOJ,O,X,X,X,O,O,X,X,X,X,X
SITZJLO,O,X,X,X,O,O,X,O,X,X,X
SITZJOL,O,X,X,X,O,X,O,O,X,O,X
SITZOLJ,O,X,X,X,O,X,O,X,O,O,X
SITZOJL,O,X,X,X,O,X,O,X,X,O,X
SITOLJZ,O,X,X,X,O,X,O,O,O,O,X
SITOLZJ,O,X,X,X,O,X,O,X,O,O,X
SITOJLZ,O,X,X,X,O,X,O,O,O,O,X
SITOJZL,O,X,X,X,O,X,X,O,X,O,X
SITOZLJ,O,X,X,X,O,X,O,X,O,O,X
SITOZJL,O,X,X,X,O,X,O,X,X,O,X
SILTJZO,O,X,X,X,O,X,X,X,X,X,X
SILTJOZ,O,X,X,X,O,X,X,X,X,O,X
SILTZJO,O,X,X,X,O,O,X,X,X,X,O
SILTZOJ,O,X,X,X,O,O,X,X,X,X,O
SILTOJZ,O,X,X,X,O,X,X,X,X,O,X
SILTOZJ,O,X,X,X,O,O,X,X,X,O,X
SILJTZO,O,X,X,O,O,X,X,X,X,X,X
SILJTOZ,O,X,X,O,O,X,X,X,X,X,X
SILJZTO,O,X,X,O,O,O,X,X,X,X,X
SILJZOT,O,X,X,O,O,O,X,X,X,X,X
SILJOTZ,O,X,X,O,O,X,X,X,X,X,X
SILJOZT,O,X,X,O,O,O,X,X,X,X,X
SILZTJO,O,X,X,X,O,O,X,X,X,X,O
SILZTOJ,X,X,X,X,O,O,X,X,X,X,O
SILZJTO,O,X,X,O,O,O,X,X,X,X,O
SILZJOT,O,X,X,O,O,O,X,X,X,X,X
SILZOTJ,X,X,X,X,O,O,X,X,X,X,O
SILZOJT,O,X,X,O,O,O,X,X,X,X,X
SILOTJZ,X,X,X,X,O,X,X,X,O,O,X
SILOTZJ,X,X,X,X,O,O,X,X,O,O,X
SILOJTZ,O,X,X,O,O,X,X,X,O,O,X
SILOJZT,O,X,X,O,O,O,X,X,X,X,X
SILOZTJ,X,X,X,X,O,O,X,X,O,O,X
SILOZJT,O,X,X,O,O,O,X,X,X,X,X
SIJTLZO,O,X,X,O,O,X,X,O,X,X,X
SIJTLOZ,O,O,X,O,O,X,X,O,X,O,X
SIJTZLO,O,X,X,O,O,X,X,O,X,X,X
SIJTZOL,O,O,O,O,O,X,X,O,X,O,X
SIJTOLZ,O,O,O,O,O,X,O,O,X,O,X
SIJTOZL,O,O,O,O,O,X,X,O,X,O,X
SIJLTZO,O,X,X,O,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,O,O,X,X,X,X,X,X
SIJLZTO,O,X,X,O,O,O,X,X,X,X,X
SIJLZOT,O,X,X,O,O,O,X,X,X,X,X
SIJLOTZ,O,O,X,O,O,X,X,X,X,X,X
SIJLOZT,O,O,X,O,O,O,X,X,X,X,X
SIJZTLO,O,X,X,O,O,O,X,X,X,X,X
SIJZTOL,O,X,X,O,O,X,X,X,X,X,X
SIJZLTO,O,X,X,O,O,O,X,X,X,X,X
SIJZLOT,O,X,X,O,O,O,X,X,X,X,X
SIJZOTL,O,X,X,O,O,X,X,X,X,X,X
SIJZOLT,O,O,X,O,O,O,X,X,X,X,X
SIJOTLZ,O,O,O,O,O,X,O,O,X,O,X
SIJOTZL,O,O,O,O,O,X,X,O,X,O,X
SIJOLTZ,O,O,O,O,O,X,O,X,O,O,X
SIJOLZT,O,O,X,O,O,X,X,X,X,X,X
SIJOZTL,O,X,X,O,O,X,X,X,X,X,X
SIJOZLT,O,O,X,O,O,X,X,X,X,X,X
SIZTLJO,O,X,X,X,O,O,X,X,X,X,X
SIZTLOJ,O,X,X,X,O,O,X,X,X,X,X
SIZTJLO,O,X,X,X,O,O,X,X,X,X,X
SIZTJOL,O,X,X,X,O,X,O,X,X,O,X
SIZTOLJ,O,X,X,X,O,X,O,X,X,O,X
SIZTOJL,O,X,X,X,O,X,O,X,X,O,X
SIZLTJO,O,X,X,X,O,O,X,X,X,X,X
SIZLTOJ,X,X,X,X,O,O,X,X,X,X,X
SIZLJTO,O,X,X,O,O,O,X,X,X,X,X
SIZLJOT,O,X,X,O,O,O,X,X,X,X,X
SIZLOTJ,X,X,X,X,O,O,X,X,X,X,X
SIZLOJT,O,X,X,O,O,O,X,X,X,X,X
SIZJTLO,O,X,X,O,O,O,X,X,X,X,X
SIZJTOL,O,X,X,O,O,X,O,X,X,X,X
SIZJLTO,O,X,X,O,O,O,X,X,X,X,X
SIZJLOT,O,X,X,O,O,O,X,X,X,X,X
SIZJOTL,O,X,X,O,O,X,O,X,X,X,X
SIZJOLT,O,X,X,O,O,O,O,X,X,X,X
SIZOTLJ,X,X,X,X,O,X,O,X,X,O,X
SIZOTJL,X,X,X,X,O,X,O,X,X,O,X
