sequence,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBOrBX?lBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBKrBf?sBTlBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFxdBlhB8qBG?mBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhFxdBlhB3lBW?vBirB0rB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBO?rBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBS?vBmrBTrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBTmBG?qBywBXqB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhFlgB3hB6qB0?mBzpB2wB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhF0cBxdB/mB1?qBWvBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBTlBK?rBfsBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFFcBxdBumB8?qBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je1BJvhFxdB0gBfsBT?lBKrBWvB
LOTSIZJ,X,O,O,X,O,X,O,O,O,X,X,X
LOTSJIZ,X,X,O,X,X,X,X,O,O,X,X,X
LOTSJZI,X,X,O,X,X,X,X,O,O,X,X,X
LOTSZIJ,X,O,O,X,O,X,O,O,O,X,X,X
LOTSZJI,X,O,O,X,O,X,O,O,O,X,X,X
LOTZIJS,X,X,O,X,O,O,O,X,X,X,X,X
LOTZISJ,X,X,O,X,O,O,O,X,O,X,O,X
LOTZJIS,X,X,O,X,O,O,O,X,X,X,O,X
LOTZJSI,X,X,O,X,O,O,O,X,X,X,O,X
LOTZSIJ,X,X,O,X,O,O,O,X,O,X,O,X
LOTZSJI,X,X,O,X,O,O,O,X,O,X,O,X
LOITJSZ,O,X,O,O,X,X,O,X,O,X,X,X
LOITJZS,O,X,X,X,O,X,O,X,O,X,O,X
LOITSJZ,X,X,O,X,X,X,X,O,O,X,X,X
LOITSZJ,X,X,O,X,O,X,O,O,O,X,X,X
LOITZJS,X,X,O,X,O,O,O,X,X,X,X,X
LOITZSJ,X,X,O,X,O,O,O,X,O,X,O,X
LOIJTSZ,O,X,O,O,X,X,O,O,O,X,X,X
LOIJTZS,O,X,X,X,O,O,O,X,O,X,O,X
LOIJSTZ,O,X,O,O,X,X,O,O,O,X,X,X
LOIJSZT,O,X,X,O,X,X,O,X,X,X,O,X
LOIJZTS,O,X,O,X,O,O,O,X,O,X,O,X
LOIJZST,O,X,O,X,X,X,O,X,X,X,O,X
LOISTJZ,X,X,O,X,X,X,X,O,O,X,X,X
LOISTZJ,X,X,O,X,O,X,O,O,O,X,O,X
LOISJTZ,O,X,O,X,X,X,O,O,O,X,X,X
LOISJZT,O,X,X,X,X,X,O,X,X,X,O,X
LOISZTJ,X,X,O,X,O,X,O,X,X,X,O,X
LOISZJT,X,X,O,X,X,X,O,X,X,X,O,X
LOIZTJS,X,X,O,X,O,O,O,X,X,X,X,X
LOIZTSJ,X,X,O,X,O,O,O,X,O,X,O,X
LOIZJTS,O,X,O,X,O,X,O,X,O,X,O,X
LOIZJST,O,X,O,X,X,X,O,X,X,X,O,X
LOIZSTJ,X,X,O,X,O,X,O,X,X,X,O,X
LOIZSJT,X,X,O,X,X,X,O,X,X,X,O,X
LOJTISZ,O,X,O,O,X,X,O,O,O,X,X,X
LOJTIZS,O,X,X,X,O,O,O,X,O,X,O,X
LOJTSIZ,O,O,O,O,X,X,O,O,O,X,X,X
LOJTSZI,O,O,O,O,X,X,O,O,O,X,X,X
LOJTZIS,O,X,X,X,O,O,O,X,O,X,O,X
LOJTZSI,O,X,X,X,O,O,O,X,O,X,O,X
LOJITSZ,O,X,O,O,X,X,O,O,O,X,X,X
LOJITZS,O,X,X,X,O,O,O,X,O,X,O,X
LOJISTZ,O,X,O,O,X,X,O,O,O,X,X,X
LOJISZT,O,X,X,O,X,X,O,X,X,X,O,X
LOJIZTS,O,X,O,X,O,O,O,X,O,X,O,X
LOJIZST,O,X,O,X,X,X,O,X,X,X,O,X
LOJSTIZ,O,O,O,O,X,X,O,O,O,X,X,X
LOJSTZI,O,O,O,O,X,X,O,O,O,X,X,X
LOJSITZ,O,O,O,O,X,X,O,O,O,X,X,X
LOJSIZT,O,O,X,O,X,X,O,X,X,X,O,X
LOJSZTI,O,O,X,O,X,X,O,X,X,X,O,X
LOJSZIT,O,O,X,O,X,X,O,X,X,X,O,X
LOJZTIS,O,X,O,X,O,O,O,X,O,X,O,X
LOJZTSI,O,X,O,X,O,O,O,X,O,X,O,X
LOJZITS,O,X,O,X,O,O,O,X,O,X,O,X
LOJZIST,O,X,O,X,X,X,O,X,X,X,O,X
LOJZSTI,O,X,O,X,X,X,O,X,X,X,O,X
LOJZSIT,O,X,O,X,X,X,O,X,X,X,O,X
LOSTIJZ,X,X,O,X,X,X,X,O,O,X,X,X
LOSTIZJ,X,O,O,X,O,X,O,O,O,X,O,X
LOSTJIZ,X,X,O,X,X,X,X,O,O,X,X,X
LOSTJZI,X,X,O,X,X,X,X,O,O,X,X,X
LOSTZIJ,X,O,O,X,O,X,O,O,O,X,X,X
LOSTZJI,X,O,O,X,O,X,O,O,O,X,X,X
LOSITJZ,X,X,O,X,X,X,X,O,O,X,X,X
LOSITZJ,X,O,O,X,O,X,O,O,O,X,O,X
LOSIJTZ,O,O,O,X,X,X,O,O,O,X,X,X
LOSIJZT,O,O,X,X,X,X,O,X,X,X,O,X
LOSIZTJ,X,O,O,X,O,X,O,X,X,X,O,X
LOSIZJT,X,O,O,X,X,X,O,X,X,X,O,X
LOSJTIZ,O,O,O,X,X,X,O,O,O,X,X,X
LOSJTZI,O,O,O,X,X,X,O,O,O,X,X,X
LOSJITZ,O,O,O,X,X,X,O,O,O,X,X,X
LOSJIZT,O,O,X,X,X,X,O,X,X,X,O,X
LOSJZTI,O,O,X,X,X,X,O,X,X,X,O,X
LOSJZIT,O,O,X,X,X,X,O,X,X,X,O,X
LOSZTIJ,X,O,O,X,O,X,O,X,X,X,O,X
LOSZTJI,X,O,O,X,O,X,O,X,X,X,O,X
LOSZITJ,X,O,O,X,O,X,O,X,X,X,O,X
LOSZIJT,X,O,O,X,X,X,O,X,X,X,O,X
LOSZJTI,X,O,O,X,X,X,O,X,X,X,O,X
LOSZJIT,X,O,O,X,X,X,O,X,X,X,O,X
LOZTIJS,X,X,O,X,O,O,O,X,X,X,X,X
LOZTISJ,X,X,O,X,O,O,O,X,O,X,O,X
LOZTJIS,X,X,O,X,O,O,O,X,X,X,O,X
LOZTJSI,X,X,O,X,O,O,O,X,X,X,O,X
LOZTSIJ,X,X,O,X,O,O,O,X,O,X,O,X
LOZTSJI,X,X,O,X,O,O,O,X,O,X,O,X
LOZITJS,X,X,O,X,O,O,O,X,X,X,X,X
LOZITSJ,X,X,O,X,O,O,O,X,O,X,O,X
LOZIJTS,O,X,O,X,O,X,O,X,O,X,O,X
LOZIJST,O,X,O,X,X,X,O,X,X,X,O,X
LOZISTJ,X,X,O,X,O,X,O,X,X,X,O,X
LOZISJT,X,X,O,X,X,X,O,X,X,X,O,X
LOZJTIS,O,X,O,X,O,O,O,X,O,X,O,X
LOZJTSI,O,X,O,X,O,O,O,X,O,X,O,X
LOZJITS,O,X,O,X,O,O,O,X,O,X,O,X
LOZJIST,O,X,O,X,X,X,O,X,X,X,O,X
LOZJSTI,O,X,O,X,X,X,O,X,X,X,O,X
LOZJSIT,O,X,O,X,X,X,O,X,X,X,O,X
LOZSTIJ,X,X,O,X,O,X,O,X,X,X,O,X
LOZSTJI,X,X,O,X,O,X,O,X,X,X,O,X
LOZSITJ,X,X,O,X,O,X,O,X,X,X,O,X
LOZSIJT,X,X,O,X,X,X,O,X,X,X,O,X
LOZSJTI,X,X,O,X,X,X,O,X,X,X,O,X
LOZSJIT,X,X,O,X,X,X,O,X,X,X,O,X
JTILSZO,O,X,O,O,X,O,X,O,O,X,X,O
JTILSOZ,X,X,X,O,X,X,X,O,O,X,X,X
JTILZSO,O,X,X,O,O,O,X,X,O,O,O,X
JTILZOS,O,X,X,X,O,O,X,X,O,X,X,X
JTILOSZ,X,X,X,O,X,X,O,X,O,X,X,X
JTILOZS,O,X,X,X,X,O,O,X,O,X,X,X
JTISLZO,X,O,O,O,X,O,X,O,O,X,X,O
JTISLOZ,X,O,X,O,X,X,X,O,O,X,X,X
JTISZLO,O,O,O,X,X,O,X,O,O,O,X,O
JTISZOL,X,X,O,O,X,X,X,O,O,O,X,O
JTISOLZ,X,X,X,O,X,X,X,O,O,X,X,X
JTISOZL,X,X,X,O,X,X,X,O,O,X,X,O
JTIZLSO,O,X,X,X,O,O,X,X,X,O,X,X
JTIZLOS,O,X,X,X,O,O,X,X,X,O,X,X
JTIZSLO,O,O,X,X,O,O,X,O,O,O,O,O
JTIZSOL,X,X,X,O,X,X,X,O,O,O,O,O
JTIZOLS,O,X,X,X,O,O,X,X,X,O,X,X
JTIZOSL,X,X,X,O,O,X,X,X,O,O,X,X
JTIOLSZ,X,X,X,O,X,X,X,X,O,X,X,X
JTIOLZS,O,X,X,X,X,O,X,X,O,X,O,X
JTIOSLZ,X,X,X,O,X,X,X,O,O,X,X,X
JTIOSZL,O,X,X,O,X,X,X,O,O,X,X,O
JTIOZLS,O,X,X,X,X,O,X,X,X,X,X,X
JTIOZSL,O,X,X,O,X,X,X,X,O,O,O,X
JTLISZO,O,O,O,O,X,O,X,O,O,X,X,O
JTLISOZ,X,O,X,O,X,X,X,O,O,X,X,X
JTLIZSO,O,X,X,O,O,O,X,X,O,O,O,X
JTLIZOS,O,X,X,X,O,O,X,X,O,X,X,X
JTLIOSZ,O,X,X,O,X,X,O,X,O,X,X,X
JTLIOZS,O,X,X,X,X,O,O,X,O,X,X,X
JTLSIZO,O,O,O,O,X,O,X,O,O,X,X,O
JTLSIOZ,X,O,X,O,X,X,X,O,O,X,X,X
JTLSZIO,O,O,O,O,X,O,X,O,O,X,X,O
JTLSZOI,O,O,O,O,X,O,X,O,O,X,X,O
JTLSOIZ,O,O,X,O,X,X,X,O,O,X,X,X
JTLSOZI,O,O,X,O,X,X,X,O,O,X,X,X
JTLZISO,O,X,X,O,O,O,X,X,O,O,O,X
JTLZIOS,O,X,X,X,O,O,X,X,O,O,X,X
JTLZSIO,O,O,X,O,O,O,X,X,O,O,O,X
JTLZSOI,O,O,X,O,O,O,X,X,O,O,O,X
JTLZOIS,O,X,X,X,O,O,X,X,O,O,X,X
JTLZOSI,O,X,X,X,O,O,X,X,O,O,X,X
JTLOISZ,O,X,X,O,X,X,O,X,O,X,X,X
JTLOIZS,O,X,X,X,X,O,O,X,O,X,X,X
JTLOSIZ,O,O,X,O,X,X,O,X,O,X,X,X
JTLOSZI,O,O,X,O,X,X,O,X,O,X,X,X
JTLOZIS,O,X,X,X,X,O,O,X,O,X,X,X
JTLOZSI,O,X,X,X,X,O,O,X,O,X,X,X
JTSILZO,X,O,O,O,X,O,X,O,O,X,X,O
JTSILOZ,X,O,X,O,X,X,X,O,O,X,X,X
JTSIZLO,O,O,O,X,X,O,X,O,O,O,X,O
JTSIZOL,X,X,O,O,X,X,X,O,O,O,X,O
JTSIOLZ,X,X,X,O,X,X,X,O,O,X,X,X
JTSIOZL,X,X,X,O,X,X,X,O,O,X,X,O
JTSLIZO,X,O,O,O,X,O,X,O,O,X,X,O
JTSLIOZ,X,O,X,O,X,X,X,O,O,X,X,X
JTSLZIO,X,O,O,O,X,O,X,O,O,X,X,O
JTSLZOI,X,O,O,O,X,O,X,O,O,X,X,O
JTSLOIZ,X,O,X,O,X,X,X,O,O,X,X,X
JTSLOZI,X,O,X,O,X,X,X,O,O,X,X,X
JTSZILO,O,O,O,X,X,O,X,O,O,O,X,O
JTSZIOL,X,X,O,O,X,X,X,O,O,O,X,O
JTSZLIO,O,O,O,X,X,O,X,O,O,O,X,O
JTSZLOI,O,O,O,X,X,O,X,O,O,O,X,O
JTSZOIL,X,X,O,O,X,X,X,O,O,O,X,O
JTSZOLI,X,X,X,O,X,X,X,O,O,O,X,O
JTSOILZ,X,X,X,O,X,X,X,O,O,X,X,X
JTSOIZL,O,X,X,O,X,X,X,O,O,X,X,O
JTSOLIZ,X,X,X,O,X,X,X,O,O,X,X,X
JTSOLZI,X,X,X,O,X,X,X,O,O,X,X,X
JTSOZIL,O,X,X,O,X,X,X,O,O,X,X,O
JTSOZLI,O,X,X,O,X,X,X,O,O,X,X,O
JTZILSO,O,X,X,X,O,O,X,X,X,O,X,X
JTZILOS,O,X,X,X,O,O,X,X,X,O,X,X
JTZISLO,O,O,X,X,O,O,X,O,O,O,O,O
JTZISOL,X,X,X,O,X,X,X,O,O,O,O,O
JTZIOLS,O,X,X,X,O,O,X,X,X,O,X,X
JTZIOSL,X,X,X,O,O,X,X,X,O,O,X,X
JTZLISO,O,X,X,X,O,O,X,X,X,O,X,X
JTZLIOS,O,X,X,X,O,O,X,X,X,O,X,X
JTZLSIO,O,X,X,X,O,O,X,X,X,O,X,X
JTZLSOI,O,X,X,X,O,O,X,X,X,O,X,X
JTZLOIS,O,X,X,X,O,O,X,X,X,O,X,X
JTZLOSI,O,X,X,X,O,O,X,X,X,O,X,X
JTZSILO,O,O,X,X,O,O,X,O,O,O,O,O
JTZSIOL,X,X,X,O,X,X,X,O,O,O,O,O
JTZSLIO,O,O,X,X,O,O,X,O,O,O,O,O
JTZSLOI,O,O,X,X,O,O,X,O,O,O,X,O
JTZSOIL,X,X,X,O,X,X,X,O,O,O,O,O
JTZSOLI,X,X,X,O,X,X,X,O,O,O,X,O
JTZOILS,O,X,X,X,O,O,X,X,X,O,X,X
JTZOISL,O,X,X,O,O,X,X,X,O,O,X,X
JTZOLIS,O,X,X,X,O,O,X,X,X,O,X,X
JTZOLSI,O,X,X,X,O,O,X,X,X,O,X,X
JTZOSIL,O,X,X,X,O,X,X,X,O,O,X,X
JTZOSLI,O,X,X,X,O,X,X,X,O,O,X,X
JTOILSZ,X,X,X,O,X,X,X,X,O,X,X,X
JTOILZS,O,X,X,X,X,O,X,X,O,X,O,X
JTOISLZ,X,X,X,O,X,X,X,O,O,X,X,X
JTOISZL,O,X,X,O,X,X,X,O,O,X,X,O
JTOIZLS,O,X,X,X,X,O,X,X,X,X,X,X
JTOIZSL,O,X,X,O,X,X,X,X,O,O,O,X
JTOLISZ,X,X,X,O,X,X,X,X,O,X,X,X
JTOLIZS,O,X,X,X,X,O,X,X,O,X,O,X
JTOLSIZ,X,X,X,X,X,X,X,X,O,X,X,X
JTOLSZI,X,X,X,X,X,X,X,X,O,X,X,X
JTOLZIS,O,X,X,X,X,O,X,X,O,X,O,X
JTOLZSI,O,X,X,X,X,O,X,X,O,X,O,X
JTOSILZ,X,X,X,O,X,X,X,O,O,X,X,X
JTOSIZL,O,X,X,O,X,X,X,O,O,X,X,O
JTOSLIZ,X,X,X,O,X,X,X,O,O,X,X,X
JTOSLZI,X,X,X,O,X,X,X,O,O,X,X,X
JTOSZIL,O,X,X,O,X,X,X,O,O,X,X,O
JTOSZLI,O,X,X,O,X,X,X,O,O,X,X,O
JTOZILS,O,X,X,X,X,O,X,X,X,O,X,X
JTOZISL,O,X,X,O,X,X,X,X,O,O,O,X
JTOZLIS,O,X,X,X,X,O,X,X,X,O,X,X
JTOZLSI,O,X,X,X,X,O,X,X,X,O,X,X
JTOZSIL,O,X,X,X,X,X,X,X,O,O,O,X
JTOZSLI,O,X,X,X,X,X,X,X,O,O,O,X
JITLSZO,O,X,O,O,X,O,X,O,O,X,X,O
JITLSOZ,X,X,X,O,X,X,X,O,O,X,X,X
JITLZSO,O,X,X,O,O,O,X,X,O,O,O,X
JITLZOS,O,X,X,X,O,O,X,X,O,X,X,X
JITLOSZ,X,X,X,O,X,X,O,X,O,X,X,X
JITLOZS,O,X,X,X,X,O,O,X,O,X,X,X
JITSLZO,X,O,O,O,X,O,X,O,O,X,X,O
JITSLOZ,X,O,X,O,X,X,X,O,O,X,X,X
JITSZLO,O,O,O,X,X,O,X,O,O,O,X,O
JITSZOL,X,X,O,O,X,X,X,O,O,O,X,O
JITSOLZ,X,X,X,O,X,X,X,O,O,X,X,X
JITSOZL,X,X,X,O,X,X,X,O,O,X,X,O
JITZLSO,O,X,X,X,O,O,X,X,X,O,X,X
JITZLOS,O,X,X,X,O,O,X,X,X,O,X,X
JITZSLO,O,O,X,X,O,O,X,O,O,O,O,O
JITZSOL,X,X,X,O,X,X,X,O,O,O,O,O
JITZOLS,O,X,X,X,O,O,X,X,X,O,X,X
JITZOSL,X,X,X,O,O,X,X,X,O,O,X,X
JITOLSZ,X,X,X,O,X,X,X,X,O,X,X,X
JITOLZS,O,X,X,X,X,O,X,X,O,X,O,X
JITOSLZ,X,X,X,O,X,X,X,O,O,X,X,X
JITOSZL,O,X,X,O,X,X,X,O,O,X,X,O
JITOZLS,O,X,X,X,X,O,X,X,X,X,X,X
JITOZSL,O,X,X,O,X,X,X,X,O,O,O,X
JILTSZO,O,O,O,O,X,O,X,O,O,X,X,O
JILTSOZ,X,O,X,O,X,X,X,O,O,X,X,X
JILTZSO,O,X,X,O,O,O,X,X,O,O,O,X
JILTZOS,O,X,X,X,O,O,X,X,O,X,X,X
JILTOSZ,O,X,X,O,X,X,O,X,O,X,X,X
JILTOZS,O,X,X,X,X,O,O,X,O,X,X,X
JILSTZO,O,O,O,O,X,O,X,O,O,X,X,O
JILSTOZ,X,O,X,O,X,X,X,O,O,X,X,X
JILSZTO,O,O,X,O,X,O,X,X,X,X,O,O
JILSZOT,X,O,X,O,X,X,X,X,X,X,O,X
JILSOTZ,X,O,X,O,X,X,O,X,O,X,X,X
JILSOZT,X,O,X,O,X,X,O,X,X,X,X,X
JILZTSO,O,X,O,O,O,O,X,X,O,O,O,X
JILZTOS,O,X,X,X,O,O,X,X,O,X,X,X
JILZSTO,O,O,O,O,X,O,X,X,X,X,O,X
JILZSOT,X,O,X,O,X,X,X,X,X,X,O,X
JILZOTS,O,X,X,X,X,O,O,X,O,X,X,X
JILZOST,X,X,X,X,X,X,O,X,X,X,O,X
JILOTSZ,O,X,X,O,X,X,O,X,O,X,X,X
JILOTZS,O,X,X,X,O,O,O,X,O,X,O,X
JILOSTZ,O,X,X,O,X,X,O,X,O,X,X,X
JILOSZT,O,X,X,O,X,X,O,X,X,X,O,X
JILOZTS,O,X,X,X,O,O,O,X,O,X,O,X
JILOZST,O,X,X,X,X,X,O,X,X,X,O,X
JISTLZO,X,O,O,O,X,O,X,O,O,X,X,O
JISTLOZ,X,O,X,O,X,X,X,O,O,X,X,X
JISTZLO,O,O,O,X,X,O,X,O,O,O,O,O
JISTZOL,X,X,O,O,X,X,X,O,O,O,O,O
JISTOLZ,X,X,X,O,X,X,X,O,O,X,X,X
JISTOZL,X,X,X,O,X,X,X,O,O,X,X,O
JISLTZO,O,O,O,O,X,O,X,O,O,X,X,O
JISLTOZ,X,O,X,O,X,X,X,O,O,X,X,X
JISLZTO,O,O,X,O,X,O,X,X,X,X,O,O
JISLZOT,X,O,X,O,X,X,X,X,X,X,O,X
JISLOTZ,X,O,X,O,X,X,O,X,O,X,X,X
JISLOZT,X,O,X,O,X,X,O,X,X,X,X,X
JISZTLO,O,O,O,X,X,O,X,O,X,O,O,O
JISZTOL,X,X,O,O,X,X,X,O,X,O,O,O
JISZLTO,O,O,X,O,X,X,X,X,X,X,O,O
JISZLOT,X,O,X,O,X,X,X,X,X,X,X,X
JISZOTL,X,X,X,O,X,X,X,X,X,X,O,O
JISZOLT,X,O,X,O,X,X,X,X,X,X,X,X
JISOTLZ,X,X,O,O,X,X,X,O,O,X,X,X
JISOTZL,X,X,O,O,X,X,X,O,O,X,O,O
JISOLTZ,X,O,O,O,X,X,X,X,O,X,X,X
JISOLZT,X,O,X,O,X,X,X,X,X,X,O,X
JISOZTL,X,X,O,O,X,X,X,X,X,X,O,O
JISOZLT,X,O,X,O,X,X,X,X,X,X,O,X
JIZTLSO,O,X,X,X,O,O,X,X,X,O,X,X
JIZTLOS,O,X,X,X,O,O,X,X,X,O,X,X
JIZTSLO,O,O,O,X,O,O,X,O,O,O,O,O
JIZTSOL,X,X,O,O,X,X,X,O,O,O,O,O
JIZTOLS,O,X,X,X,O,O,X,X,X,O,X,X
JIZTOSL,X,X,X,O,O,X,X,X,O,O,X,X
JIZLTSO,O,X,X,O,O,O,X,X,O,O,O,X
JIZLTOS,O,X,X,X,O,O,X,X,O,X,X,X
JIZLSTO,O,O,X,O,X,O,X,X,X,X,O,X
JIZLSOT,X,O,X,O,X,X,X,X,X,X,O,X
JIZLOTS,O,X,X,X,X,O,O,X,O,X,X,X
JIZLOST,X,X,X,X,X,X,O,X,X,X,O,X
JIZSTLO,O,O,O,X,X,O,X,O,X,O,O,O
JIZSTOL,X,X,O,O,X,X,X,O,X,O,O,O
JIZSLTO,O,O,X,O,X,X,X,X,X,X,O,O
JIZSLOT,X,O,X,O,X,X,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,X,X,X,X,X,O,O
JIZSOLT,X,O,X,O,X,X,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,O,X,X,X,X,X,X
JIZOTSL,X,X,X,O,X,X,X,X,O,O,O,X
JIZOLTS,O,X,X,X,X,X,X,X,O,X,O,X
JIZOLST,X,X,X,X,X,X,X,X,X,X,O,X
JIZOSTL,X,X,X,O,X,X,X,X,X,X,O,X
JIZOSLT,X,O,X,O,X,X,X,X,X,X,O,X
JIOTLSZ,O,X,O,O,X,X,X,O,O,X,X,X
JIOTLZS,O,X,X,X,O,O,X,X,O,X,O,X
JIOTSLZ,X,X,O,O,X,X,X,O,O,X,X,X
JIOTSZL,O,X,O,O,X,X,X,O,O,X,X,O
JIOTZLS,O,X,X,X,O,O,X,X,X,X,X,X
JIOTZSL,O,X,X,O,O,X,X,O,O,O,O,X
JIOLTSZ,O,X,O,O,X,X,O,O,O,X,X,X
JIOLTZS,O,X,X,X,O,O,O,X,O,X,O,X
JIOLSTZ,O,X,O,O,X,X,O,O,O,X,X,X
JIOLSZT,O,X,X,O,X,X,O,X,X,X,O,X
JIOLZTS,O,X,O,X,O,O,O,X,O,X,O,X
JIOLZST,O,X,O,X,X,X,O,X,X,X,O,X
JIOSTLZ,X,X,O,O,X,X,X,O,O,X,X,X
JIOSTZL,O,X,O,O,X,X,X,O,O,X,O,O
JIOSLTZ,O,O,O,O,X,X,X,O,O,X,X,X
JIOSLZT,O,O,X,O,X,X,X,X,X,X,O,X
JIOSZTL,O,X,O,O,X,X,X,O,X,X,O,O
JIOSZLT,O,O,X,O,X,X,X,X,X,X,O,X
JIOZTLS,O,X,X,X,O,O,X,X,X,X,X,X
JIOZTSL,O,X,O,O,O,X,X,O,O,O,O,X
JIOZLTS,O,X,X,X,X,X,X,X,O,X,O,X
JIOZLST,O,X,X,X,X,X,X,X,X,X,O,X
JIOZSTL,O,X,O,O,X,X,X,O,X,X,O,X
JIOZSLT,O,O,X,O,X,X,X,X,X,X,O,X
JLTISZO,O,O,O,O,X,O,X,O,O,X,X,O
JLTISOZ,X,O,X,O,X,X,X,O,O,X,X,X
JLTIZSO,O,X,X,O,O,O,X,X,O,O,O,X
JLTIZOS,O,X,X,X,O,O,X,X,O,X,X,X
JLTIOSZ,O,X,X,O,X,X,O,X,O,X,X,X
JLTIOZS,O,X,X,X,X,O,O,X,O,X,X,X
JLTSIZO,O,O,O,O,X,O,X,O,O,X,X,O
JLTSIOZ,X,O,X,O,X,X,X,O,O,X,X,X
JLTSZIO,O,O,O,O,X,O,X,O,O,X,X,O
JLTSZOI,O,O,O,O,X,O,X,O,O,X,X,O
JLTSOIZ,O,O,X,O,X,X,X,O,O,X,X,X
JLTSOZI,O,O,X,O,X,X,X,O,O,X,X,X
JLTZISO,O,X,X,O,O,O,X,X,O,O,O,X
JLTZIOS,O,X,X,X,O,O,X,X,O,O,X,X
JLTZSIO,O,O,X,O,O,O,X,X,O,O,O,X
JLTZSOI,O,O,X,O,O,O,X,X,O,O,O,X
JLTZOIS,O,X,X,X,O,O,X,X,O,O,X,X
JLTZOSI,O,X,X,X,O,O,X,X,O,O,X,X
JLTOISZ,O,X,X,O,X,X,O,X,O,X,X,X
JLTOIZS,O,X,X,X,X,O,O,X,O,X,X,X
JLTOSIZ,O,O,X,O,X,X,O,X,O,X,X,X
JLTOSZI,O,O,X,O,X,X,O,X,O,X,X,X
JLTOZIS,O,X,X,X,X,O,O,X,O,X,X,X
JLTOZSI,O,X,X,X,X,O,O,X,O,X,X,X
JLITSZO,O,O,O,O,X,O,X,O,O,X,X,O
JLITSOZ,X,O,X,O,X,X,X,O,O,X,X,X
JLITZSO,O,X,X,O,O,O,X,X,O,O,O,X
JLITZOS,O,X,X,X,O,O,X,X,O,X,X,X
JLITOSZ,O,X,X,O,X,X,O,X,O,X,X,X
JLITOZS,O,X,X,X,X,O,O,X,O,X,X,X
JLISTZO,O,O,O,O,X,O,X,O,O,X,X,O
JLISTOZ,X,O,X,O,X,X,X,O,O,X,X,X
JLISZTO,O,O,X,O,X,O,X,X,X,X,O,O
JLISZOT,X,O,X,O,X,X,X,X,X,X,O,X
JLISOTZ,X,O,X,O,X,X,O,X,O,X,X,X
JLISOZT,X,O,X,O,X,X,O,X,X,X,X,X
JLIZTSO,O,X,O,O,O,O,X,X,O,O,O,X
JLIZTOS,O,X,X,X,O,O,X,X,O,X,X,X
JLIZSTO,O,O,O,O,X,O,X,X,X,X,O,X
JLIZSOT,X,O,X,O,X,X,X,X,X,X,O,X
JLIZOTS,O,X,X,X,X,O,O,X,O,X,X,X
JLIZOST,X,X,X,X,X,X,O,X,X,X,O,X
JLIOTSZ,O,X,X,O,X,X,O,X,O,X,X,X
JLIOTZS,O,X,X,X,O,O,O,X,O,X,O,X
JLIOSTZ,O,X,X,O,X,X,O,X,O,X,X,X
JLIOSZT,O,X,X,O,X,X,O,X,X,X,O,X
JLIOZTS,O,X,X,X,O,O,O,X,O,X,O,X
JLIOZST,O,X,X,X,X,X,O,X,X,X,O,X
JLSTIZO,O,O,O,O,X,O,X,O,O,X,X,O
JLSTIOZ,X,O,X,O,X,X,X,O,O,X,X,X
JLSTZIO,O,O,O,O,X,O,X,O,O,X,X,O
JLSTZOI,O,O,O,O,X,O,X,O,O,X,X,O
JLSTOIZ,O,O,X,O,X,X,X,O,O,X,X,X
JLSTOZI,O,O,X,O,X,X,X,O,O,X,X,X
JLSITZO,O,O,O,O,X,O,X,O,O,X,X,O
JLSITOZ,X,O,X,O,X,X,X,O,O,X,X,X
JLSIZTO,O,O,X,O,X,O,X,X,X,X,O,O
JLSIZOT,X,O,X,O,X,X,X,X,X,X,O,X
JLSIOTZ,X,O,X,O,X,X,O,X,O,X,X,X
JLSIOZT,X,O,X,O,X,X,O,X,X,X,X,X
JLSZTIO,O,O,X,O,X,O,X,X,X,X,O,O
JLSZTOI,O,O,X,O,X,O,X,X,X,X,O,O
JLSZITO,O,O,X,O,X,O,X,X,X,X,O,O
JLSZIOT,X,O,X,O,X,X,X,X,X,X,O,X
JLSZOTI,X,O,X,O,X,X,X,X,X,X,O,X
JLSZOIT,X,O,X,O,X,X,X,X,X,X,O,X
JLSOTIZ,X,O,X,O,X,X,O,X,O,X,X,X
JLSOTZI,X,O,X,O,X,X,O,X,O,X,X,X
JLSOITZ,X,O,X,O,X,X,O,X,O,X,X,X
JLSOIZT,X,O,X,O,X,X,O,X,X,X,X,X
JLSOZTI,X,O,X,O,X,X,O,X,X,X,X,X
JLSOZIT,X,O,X,O,X,X,O,X,X,X,X,X
