sequence,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBatBXsBGsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBmsB3sBCsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcB3hB?FjB6sBOtBzrB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxdBXjB?lmBmsB6rBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBatBGsBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFXdBFjB?xmB6rBOtBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFmcBTeB?1mBfoBSsBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBSsBetBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFViBGeB?ZoBThBXnBSxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhF/iBGeB?ZoBlmBTsB6rB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFqiBTeB?3hB2sBlmBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFSiBTeB?xmBetBlmBXsB
LOTJISZ,X,X,X,X,O,X,X,X,X,X,X,X
LOTJIZS,O,X,X,X,O,X,X,X,X,X,X,X
LOTJSIZ,O,X,O,X,O,X,X,X,X,X,X,X
LOTJSZI,O,X,O,X,O,X,X,X,X,X,X,X
LOTJZIS,O,X,X,X,O,X,X,X,X,X,X,X
LOTJZSI,O,X,O,X,O,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,X,X,X,X,O,X,X
LOTSIZJ,O,X,O,X,O,X,X,X,X,O,X,X
LOTSJIZ,O,X,O,X,O,X,X,X,X,X,X,X
LOTSJZI,O,X,O,X,O,X,X,X,X,X,X,X
LOTSZIJ,O,X,O,X,O,O,X,X,X,O,X,X
LOTSZJI,O,X,O,X,O,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,O,X,X,X,X,X,X,X
LOTZISJ,O,X,O,X,O,O,O,X,X,O,X,X
LOTZJIS,O,X,X,X,O,X,X,X,X,X,X,X
LOTZJSI,O,X,O,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,O,O,X,X,X,O,X,X
LOTZSJI,O,X,O,X,O,X,X,X,X,X,X,X
LOITJSZ,X,X,X,X,O,X,X,X,X,X,X,X
LOITJZS,O,X,X,X,O,X,X,X,X,X,X,X
LOITSJZ,O,X,O,X,X,X,O,X,X,O,X,X
LOITSZJ,O,X,O,X,O,O,O,X,X,O,X,X
LOITZJS,O,X,X,X,O,X,X,X,X,X,X,X
LOITZSJ,O,X,O,X,O,O,O,X,X,O,X,X
LOIJTSZ,X,X,X,X,O,X,X,X,X,X,O,X
LOIJTZS,X,X,X,X,O,X,X,X,X,X,O,X
LOIJSTZ,X,X,X,X,X,X,X,X,O,X,O,X
LOIJSZT,X,X,X,X,O,X,X,X,O,X,O,X
LOIJZTS,O,X,X,X,O,X,X,X,X,X,O,X
LOIJZST,O,X,X,X,O,X,X,X,O,X,O,X
LOISTJZ,O,X,O,X,X,X,O,X,O,X,X,X
LOISTZJ,O,X,O,X,X,O,O,X,O,X,X,X
LOISJTZ,X,X,O,X,X,X,X,X,O,X,X,X
LOISJZT,O,X,O,X,X,X,X,X,O,X,X,X
LOISZTJ,O,X,O,X,O,O,O,X,O,X,X,X
LOISZJT,O,X,O,X,O,X,X,X,O,X,X,X
LOIZTJS,O,X,X,X,O,X,X,X,X,X,X,X
LOIZTSJ,O,X,O,X,O,O,O,X,X,O,X,X
LOIZJTS,O,O,X,X,O,X,X,O,X,X,O,X
LOIZJST,O,X,X,X,O,X,X,O,O,X,O,X
LOIZSTJ,O,X,O,X,O,O,O,X,O,X,X,X
LOIZSJT,O,X,O,X,O,X,X,X,O,X,X,X
LOJTISZ,X,X,X,X,O,X,X,O,X,X,X,X
LOJTIZS,O,O,X,X,O,X,X,O,X,X,X,X
LOJTSIZ,O,O,O,X,O,X,X,O,X,X,X,X
LOJTSZI,O,O,O,X,O,X,X,O,X,X,X,X
LOJTZIS,O,O,X,X,O,X,X,O,X,X,X,X
LOJTZSI,O,O,O,X,O,X,X,O,X,X,X,X
LOJITSZ,X,X,X,X,O,X,X,O,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,O,X,X,X,X
LOJISTZ,X,X,X,X,X,X,X,X,O,X,X,O
LOJISZT,X,X,X,X,O,X,X,O,O,X,X,O
LOJIZTS,O,O,X,X,O,X,X,O,X,X,X,X
LOJIZST,O,X,X,X,O,X,X,O,O,X,X,O
LOJSTIZ,O,X,O,X,O,X,X,O,X,X,X,X
LOJSTZI,O,X,O,X,O,X,X,O,X,X,X,X
LOJSITZ,X,X,O,X,X,X,X,X,O,X,X,O
LOJSIZT,O,X,O,X,O,X,X,O,O,X,X,O
LOJSZTI,O,X,O,X,O,X,X,O,X,X,X,X
LOJSZIT,O,X,O,X,O,X,X,O,O,X,X,O
LOJZTIS,O,O,X,X,O,X,X,O,X,X,X,X
LOJZTSI,O,O,O,X,O,X,X,O,X,X,X,X
LOJZITS,O,O,X,X,O,X,X,O,X,X,X,X
LOJZIST,O,X,X,X,O,X,X,O,O,X,X,O
LOJZSTI,O,X,O,X,O,X,X,O,X,X,X,X
LOJZSIT,O,X,O,X,O,X,X,O,O,X,X,O
LOSTIJZ,O,X,O,X,X,X,X,X,O,X,X,X
LOSTIZJ,O,X,O,X,O,X,X,X,O,X,X,X
LOSTJIZ,O,X,O,X,O,X,X,X,X,X,X,X
LOSTJZI,O,X,O,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,X,O,X,O,X,X,X,O,X,X,X
LOSTZJI,O,X,O,X,O,X,X,X,X,X,X,X
LOSITJZ,O,X,O,X,X,X,X,X,O,X,X,X
LOSITZJ,O,X,O,X,X,X,X,X,O,X,X,X
LOSIJTZ,X,X,O,X,X,X,X,X,O,X,X,X
LOSIJZT,O,X,O,X,X,X,X,X,O,X,X,X
LOSIZTJ,O,X,O,X,O,X,X,X,O,X,X,X
LOSIZJT,O,X,O,X,O,X,X,X,O,X,X,X
LOSJTIZ,O,X,O,X,O,X,X,X,X,X,X,X
LOSJTZI,O,X,O,X,O,X,X,X,X,X,X,X
LOSJITZ,X,X,O,X,X,X,X,X,O,X,X,X
LOSJIZT,O,X,O,X,O,X,X,X,O,X,X,X
LOSJZTI,O,X,O,X,O,X,X,X,X,X,X,X
LOSJZIT,O,X,O,X,O,X,X,X,O,X,X,X
LOSZTIJ,O,X,O,X,O,X,X,X,O,X,X,X
LOSZTJI,O,X,O,X,O,X,X,X,X,X,X,X
LOSZITJ,O,X,O,X,O,X,X,X,O,X,X,X
LOSZIJT,O,X,O,X,O,X,X,X,O,X,X,X
LOSZJTI,O,X,O,X,O,X,X,X,X,X,X,X
LOSZJIT,O,X,O,X,O,X,X,X,O,X,X,X
LOZTIJS,O,X,X,X,O,X,X,X,X,X,X,X
LOZTISJ,O,X,O,X,O,O,O,X,X,O,X,X
LOZTJIS,O,X,X,X,O,X,X,X,X,X,X,X
LOZTJSI,O,X,O,X,O,X,X,X,X,X,X,X
LOZTSIJ,O,X,O,X,O,O,X,X,X,O,X,X
LOZTSJI,O,X,O,X,O,X,X,X,X,X,X,X
LOZITJS,O,X,X,X,O,X,X,X,X,X,X,X
LOZITSJ,O,X,O,X,O,O,O,X,X,O,X,X
LOZIJTS,O,O,X,X,O,X,X,O,X,X,O,X
LOZIJST,O,X,X,X,O,X,X,O,O,X,O,X
LOZISTJ,O,X,O,X,O,O,O,X,O,X,X,X
LOZISJT,O,X,O,X,O,X,X,X,O,X,X,X
LOZJTIS,O,O,X,X,O,X,X,O,X,X,X,X
LOZJTSI,O,O,O,X,O,X,X,O,X,X,X,X
LOZJITS,O,O,X,X,O,X,X,O,X,X,X,X
LOZJIST,O,X,X,X,O,X,X,O,O,X,X,O
LOZJSTI,O,X,O,X,O,X,X,O,X,X,X,X
LOZJSIT,O,X,O,X,O,X,X,O,O,X,X,O
LOZSTIJ,O,X,O,X,O,X,X,X,O,X,X,X
LOZSTJI,O,X,O,X,O,X,X,X,X,X,X,X
LOZSITJ,O,X,O,X,O,X,X,X,O,X,X,X
LOZSIJT,O,X,O,X,O,X,X,X,O,X,X,X
LOZSJTI,O,X,O,X,O,X,X,X,X,X,X,X
LOZSJIT,O,X,O,X,O,X,X,X,O,X,X,X
JTILSZO,X,X,X,X,O,X,O,O,O,X,X,X
JTILSOZ,X,X,X,X,O,X,O,O,O,X,X,X
JTILZSO,X,X,X,X,O,X,O,O,O,X,X,X
JTILZOS,O,O,X,X,O,X,X,O,X,X,X,X
JTILOSZ,X,X,X,X,O,X,X,O,X,X,X,X
JTILOZS,O,O,X,X,O,X,X,O,X,X,X,X
JTISLZO,X,O,X,O,X,X,O,X,X,X,X,O
JTISLOZ,X,O,X,O,X,X,O,X,X,X,X,O
JTISZLO,X,O,X,O,X,O,O,X,X,X,X,O
JTISZOL,X,O,X,O,X,O,O,O,X,X,X,O
JTISOLZ,X,O,X,O,X,X,O,X,X,X,X,O
JTISOZL,X,O,X,O,X,X,O,O,X,X,X,O
JTIZLSO,X,X,X,X,O,X,O,O,O,X,X,X
JTIZLOS,O,O,X,X,O,X,X,O,X,X,X,X
JTIZSLO,X,O,X,O,X,O,O,X,X,X,X,O
JTIZSOL,X,O,X,O,X,O,O,O,X,X,X,O
JTIZOLS,O,O,X,X,O,X,X,O,X,X,X,X
JTIZOSL,X,O,X,X,X,O,O,O,X,X,X,O
JTIOLSZ,X,X,X,X,X,X,X,O,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,O,X,X,X,X
JTIOSLZ,X,O,X,X,X,X,O,X,X,X,X,O
JTIOSZL,X,O,X,X,X,O,O,O,X,X,X,O
JTIOZLS,O,O,X,X,O,X,X,O,X,X,X,X
JTIOZSL,X,O,X,X,X,O,O,O,X,X,X,O
JTLISZO,X,X,X,X,O,X,O,O,O,X,X,X
JTLISOZ,X,X,X,X,O,X,O,O,O,X,X,X
JTLIZSO,X,X,X,X,O,X,O,O,O,X,X,X
JTLIZOS,O,O,X,X,O,X,X,O,X,X,X,X
JTLIOSZ,X,X,X,X,O,X,X,O,X,X,X,X
JTLIOZS,O,O,X,X,O,X,X,O,X,X,X,X
JTLSIZO,O,O,O,O,O,X,X,O,O,X,X,X
JTLSIOZ,O,O,X,O,O,X,X,O,O,X,X,X
JTLSZIO,O,O,O,O,O,X,X,O,O,X,X,X
JTLSZOI,O,O,O,O,O,X,X,O,X,X,X,X
JTLSOIZ,O,O,X,O,O,X,X,O,X,X,X,X
JTLSOZI,O,O,X,O,O,X,X,O,X,X,X,X
JTLZISO,X,X,X,X,O,X,O,O,O,X,X,X
JTLZIOS,O,O,X,X,O,X,X,O,X,X,X,X
JTLZSIO,O,O,O,O,O,X,X,O,O,X,X,X
JTLZSOI,O,O,O,O,O,X,X,O,X,X,X,X
JTLZOIS,O,O,X,X,O,X,X,O,X,X,X,X
JTLZOSI,O,O,X,X,O,X,X,O,X,X,X,X
JTLOISZ,X,X,X,X,O,X,X,O,X,X,X,X
JTLOIZS,O,O,X,X,O,X,X,O,X,X,X,X
JTLOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLOSZI,O,O,X,X,O,X,X,O,X,X,X,X
JTLOZIS,O,O,X,X,O,X,X,O,X,X,X,X
JTLOZSI,O,O,X,X,O,X,X,O,X,X,X,X
JTSILZO,X,O,X,O,X,X,O,X,X,X,X,O
JTSILOZ,X,O,X,O,X,X,O,X,X,X,X,O
JTSIZLO,X,O,X,O,X,X,O,X,X,X,X,O
JTSIZOL,X,O,X,O,X,X,O,O,X,X,X,O
JTSIOLZ,X,O,X,O,X,X,O,X,X,X,X,O
JTSIOZL,X,O,X,O,X,X,O,O,X,X,X,O
JTSLIZO,O,O,X,O,O,X,X,O,X,X,X,X
JTSLIOZ,O,O,X,O,O,X,X,O,X,X,X,X
JTSLZIO,O,O,X,O,O,X,X,O,X,X,X,X
JTSLZOI,O,O,X,O,O,X,X,O,X,X,X,X
JTSLOIZ,O,O,X,O,O,X,X,O,X,X,X,X
JTSLOZI,O,O,X,O,O,X,X,O,X,X,X,X
JTSZILO,X,O,X,O,X,O,O,X,X,X,X,O
JTSZIOL,X,O,X,O,X,O,O,O,X,X,X,O
JTSZLIO,O,O,O,O,O,X,X,O,X,X,X,X
JTSZLOI,O,O,O,O,O,X,X,O,X,X,X,X
JTSZOIL,X,O,X,O,X,X,X,O,X,X,X,O
JTSZOLI,X,O,O,O,X,X,X,O,X,X,X,X
JTSOILZ,X,O,X,O,X,X,X,X,X,X,X,O
JTSOIZL,X,O,X,O,X,X,X,O,X,X,X,O
JTSOLIZ,X,O,X,O,X,X,X,O,X,X,X,X
JTSOLZI,X,O,X,O,X,X,X,O,X,X,X,X
JTSOZIL,X,O,X,O,X,X,X,O,X,X,X,O
JTSOZLI,X,O,X,O,X,X,X,O,X,X,X,X
JTZILSO,X,X,X,X,O,X,O,O,O,X,X,X
JTZILOS,O,O,X,X,O,X,X,O,X,X,X,X
JTZISLO,X,O,X,O,X,O,O,X,X,X,X,O
JTZISOL,X,O,X,O,X,O,O,O,X,X,X,O
JTZIOLS,O,O,X,X,O,X,X,O,X,X,X,X
JTZIOSL,X,O,X,X,X,O,O,O,X,X,X,O
JTZLISO,X,X,X,X,O,X,O,O,O,X,X,X
JTZLIOS,O,O,X,X,O,X,X,O,X,X,X,X
JTZLSIO,O,O,O,O,O,X,X,O,O,X,X,X
JTZLSOI,O,O,O,O,O,X,X,O,X,X,X,X
JTZLOIS,O,O,X,X,O,X,X,O,X,X,X,X
JTZLOSI,O,O,X,X,O,X,X,O,X,X,X,X
JTZSILO,X,O,X,O,X,O,O,X,X,X,X,O
JTZSIOL,X,O,X,O,X,O,O,O,X,X,X,O
JTZSLIO,O,O,O,O,O,X,X,O,X,X,X,X
JTZSLOI,O,O,O,O,O,X,X,O,X,X,X,X
JTZSOIL,X,O,X,O,X,X,X,O,X,X,X,O
JTZSOLI,X,O,O,O,X,X,X,O,X,X,X,X
JTZOILS,O,O,X,X,O,X,X,O,X,X,X,X
JTZOISL,X,O,X,X,X,O,O,O,X,O,X,O
JTZOLIS,O,O,X,X,O,X,X,O,X,X,X,X
JTZOLSI,O,O,X,X,O,X,X,O,X,X,X,X
JTZOSIL,X,O,X,O,X,O,X,O,X,O,X,O
JTZOSLI,X,O,O,O,X,X,X,O,X,X,X,X
JTOILSZ,X,X,X,X,X,X,X,O,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,O,X,X,X,X
JTOISLZ,X,O,X,X,X,X,O,X,X,O,X,O
JTOISZL,X,O,X,X,X,O,O,O,X,O,X,O
JTOIZLS,O,O,X,X,O,X,X,O,X,X,X,X
JTOIZSL,X,O,X,X,X,O,O,O,X,O,X,O
JTOLISZ,X,X,X,X,O,X,X,O,X,X,X,X
JTOLIZS,O,O,X,X,O,X,X,O,X,X,X,X
JTOLSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTOLSZI,O,O,X,X,O,X,X,O,X,X,X,X
JTOLZIS,O,O,X,X,O,X,X,O,X,X,X,X
JTOLZSI,O,O,X,X,O,X,X,O,X,X,X,X
JTOSILZ,X,O,X,O,X,X,X,X,X,O,X,O
JTOSIZL,X,O,X,O,X,X,X,O,X,O,X,O
JTOSLIZ,X,O,X,O,X,X,X,O,X,X,X,X
JTOSLZI,X,O,X,O,X,X,X,O,X,X,X,X
JTOSZIL,X,O,X,O,X,O,X,O,X,O,X,O
JTOSZLI,X,O,O,O,X,X,X,O,X,X,X,X
JTOZILS,O,O,X,X,O,X,X,O,X,X,X,X
JTOZISL,X,O,X,X,X,O,O,O,X,O,X,O
JTOZLIS,O,O,X,X,O,X,X,O,X,X,X,X
JTOZLSI,O,O,X,X,O,X,X,O,X,X,X,X
JTOZSIL,X,O,X,O,X,O,X,O,X,O,X,O
JTOZSLI,X,O,O,O,X,X,X,O,X,X,X,X
JITLSZO,X,X,X,X,O,X,O,O,O,X,O,X
JITLSOZ,X,X,X,X,O,X,O,O,O,X,O,X
JITLZSO,X,X,X,X,O,X,O,O,O,X,O,X
JITLZOS,O,O,X,X,O,X,X,O,X,X,O,X
JITLOSZ,X,X,X,X,O,X,X,O,X,X,O,X
JITLOZS,O,O,X,X,O,X,X,O,X,X,O,X
JITSLZO,X,O,X,O,X,X,O,X,X,X,O,O
JITSLOZ,X,O,X,O,X,X,O,X,X,X,O,O
JITSZLO,X,O,X,O,X,O,O,X,X,X,O,O
JITSZOL,X,O,X,O,X,O,O,O,X,X,O,O
JITSOLZ,X,O,X,O,X,X,O,X,X,X,O,O
JITSOZL,X,O,X,O,X,X,O,O,X,X,O,O
JITZLSO,X,X,X,X,O,X,O,O,O,X,O,X
JITZLOS,O,O,X,X,O,X,X,O,X,X,O,X
JITZSLO,X,O,X,O,X,O,O,X,X,X,O,O
JITZSOL,X,O,X,O,X,O,O,O,X,X,O,O
JITZOLS,O,O,X,X,O,X,X,O,X,X,O,X
JITZOSL,X,O,X,X,X,O,O,O,X,X,O,O
JITOLSZ,X,X,X,X,X,X,X,O,X,X,O,X
JITOLZS,X,O,X,X,X,X,X,O,X,X,O,X
JITOSLZ,X,O,X,X,X,X,O,X,X,X,O,O
JITOSZL,X,O,X,X,X,O,O,O,X,X,O,O
JITOZLS,O,O,X,X,O,X,X,O,X,X,O,X
JITOZSL,X,O,X,X,X,O,O,O,X,X,O,O
JILTSZO,X,X,X,X,O,X,O,O,O,X,O,X
JILTSOZ,X,X,X,X,O,X,O,O,O,X,O,X
JILTZSO,X,X,X,X,O,X,O,O,O,X,O,X
JILTZOS,X,O,X,X,O,X,X,O,X,X,O,O
JILTOSZ,X,X,X,X,O,X,X,O,X,X,O,X
JILTOZS,X,O,X,X,O,X,X,O,X,X,O,O
JILSTZO,X,X,X,X,X,X,X,X,O,X,O,O
JILSTOZ,X,X,X,X,X,X,X,X,O,X,O,O
JILSZTO,X,X,X,X,X,X,X,X,O,X,O,O
JILSZOT,X,X,X,X,O,X,X,O,O,X,O,O
JILSOTZ,X,X,X,X,X,X,X,X,O,X,O,O
JILSOZT,X,X,X,X,O,X,X,O,O,X,O,O
JILZTSO,X,X,X,X,O,X,O,O,O,X,O,X
JILZTOS,X,O,X,X,O,X,X,O,X,X,O,O
JILZSTO,X,X,X,X,X,X,X,X,O,X,O,O
JILZSOT,X,X,X,X,O,X,X,O,O,X,O,O
JILZOTS,O,O,X,X,O,X,X,O,X,X,O,O
JILZOST,O,X,X,X,O,X,X,O,O,X,O,O
JILOTSZ,X,X,X,X,O,X,X,O,X,X,O,X
JILOTZS,X,X,X,X,O,X,X,O,X,X,O,O
JILOSTZ,X,X,X,X,X,X,X,X,O,X,O,O
JILOSZT,X,X,X,X,O,X,X,O,O,X,O,O
JILOZTS,O,O,X,X,O,X,X,O,X,X,O,O
JILOZST,O,X,X,X,O,X,X,O,O,X,O,O
JISTLZO,X,X,X,O,X,X,O,X,X,X,O,O
JISTLOZ,X,X,X,O,X,X,O,X,X,X,O,O
JISTZLO,X,X,X,O,X,O,O,X,X,X,O,O
JISTZOL,X,O,X,O,X,O,O,O,X,X,O,O
JISTOLZ,X,X,X,O,X,X,O,X,X,X,O,O
JISTOZL,X,O,X,O,X,X,O,O,X,X,O,O
JISLTZO,X,X,O,X,X,X,X,X,O,X,O,O
JISLTOZ,X,X,X,X,X,X,X,X,O,X,O,O
JISLZTO,X,X,O,X,X,X,X,X,O,X,O,O
JISLZOT,O,X,X,X,O,X,X,O,O,X,O,O
JISLOTZ,X,X,X,X,X,X,X,X,O,X,O,O
JISLOZT,O,X,X,X,O,X,X,O,O,X,O,O
JISZTLO,X,X,X,O,X,O,O,X,X,X,O,O
JISZTOL,X,O,X,O,X,O,O,O,X,X,O,O
JISZLTO,X,X,O,X,X,X,X,X,O,X,O,O
JISZLOT,O,X,X,X,O,X,X,O,O,X,O,O
JISZOTL,X,O,X,X,X,X,O,O,X,X,O,O
JISZOLT,X,X,X,X,X,X,X,O,X,X,O,O
JISOTLZ,X,X,X,X,X,X,O,X,X,X,O,O
JISOTZL,X,X,X,X,X,X,O,X,X,X,O,O
JISOLTZ,X,X,X,X,X,X,X,X,X,X,O,O
JISOLZT,X,X,X,X,X,X,X,X,X,X,O,O
JISOZTL,X,O,X,X,X,X,O,O,X,X,O,O
JISOZLT,X,X,X,X,X,X,X,O,X,X,O,O
JIZTLSO,X,X,X,X,O,X,O,O,O,X,O,X
JIZTLOS,O,O,X,X,O,X,X,O,X,X,O,X
JIZTSLO,X,O,X,O,X,O,O,X,X,X,O,O
JIZTSOL,X,O,X,O,X,O,O,O,X,X,O,O
JIZTOLS,O,O,X,X,O,X,X,O,X,X,O,X
JIZTOSL,X,O,X,X,X,O,O,O,X,X,O,O
JIZLTSO,X,X,X,X,O,X,O,O,O,X,O,X
JIZLTOS,X,O,X,X,O,X,X,O,X,X,O,O
JIZLSTO,X,X,X,X,X,X,X,X,O,X,O,O
JIZLSOT,X,X,X,X,O,X,X,O,O,X,O,O
JIZLOTS,O,O,X,X,O,X,X,O,X,X,O,O
JIZLOST,O,X,X,X,O,X,X,O,O,X,O,O
JIZSTLO,X,X,X,O,X,O,O,X,X,X,O,O
JIZSTOL,X,O,X,O,X,O,O,O,X,X,O,O
JIZSLTO,X,X,O,X,X,X,X,X,O,X,O,O
JIZSLOT,O,X,X,X,O,X,X,O,O,X,O,O
JIZSOTL,X,O,X,X,X,X,O,O,X,X,O,O
JIZSOLT,X,X,X,X,X,X,X,O,X,X,O,O
JIZOTLS,O,O,X,X,O,X,X,O,X,X,O,X
JIZOTSL,X,O,X,X,X,X,O,O,X,O,O,O
JIZOLTS,O,O,X,X,O,X,X,O,X,X,O,X
JIZOLST,O,X,X,X,O,X,X,O,O,X,O,O
JIZOSTL,X,O,X,X,X,X,O,O,X,X,O,O
JIZOSLT,X,X,X,X,X,X,X,O,X,X,O,O
JIOTLSZ,X,X,X,X,X,X,X,O,X,X,O,X
JIOTLZS,X,O,X,X,X,X,X,O,X,X,O,X
JIOTSLZ,X,O,X,X,X,X,O,X,X,O,O,O
JIOTSZL,X,O,X,X,X,X,O,O,X,O,O,O
JIOTZLS,X,O,X,X,X,X,X,O,X,X,O,X
JIOTZSL,X,O,X,X,X,X,O,O,X,O,O,O
JIOLTSZ,X,X,X,X,X,X,X,O,X,X,O,X
JIOLTZS,X,X,X,X,O,X,X,O,X,X,O,X
JIOLSTZ,X,X,X,X,X,X,X,X,O,X,O,O
JIOLSZT,X,X,X,X,O,X,X,O,O,X,O,O
JIOLZTS,X,O,X,X,O,X,X,O,X,X,O,X
JIOLZST,X,X,X,X,O,X,X,O,O,X,O,O
JIOSTLZ,X,X,X,X,X,X,O,X,X,X,O,O
JIOSTZL,X,X,X,X,X,X,O,X,X,X,O,O
JIOSLTZ,X,X,X,X,X,X,X,X,X,X,O,O
JIOSLZT,X,X,X,X,X,X,X,X,X,X,O,O
JIOSZTL,X,O,X,X,X,X,O,O,X,X,O,O
JIOSZLT,X,X,X,X,X,X,X,O,X,X,O,O
JIOZTLS,O,O,X,X,O,X,X,O,X,X,O,X
JIOZTSL,X,O,X,X,X,X,O,O,X,O,O,O
JIOZLTS,O,O,X,X,O,X,X,O,X,X,O,X
JIOZLST,O,X,X,X,O,X,X,O,O,X,O,O
JIOZSTL,X,O,X,X,X,X,O,O,X,X,O,O
JIOZSLT,X,X,X,X,X,X,X,O,X,X,O,O
JLTISZO,X,X,X,X,O,X,O,O,O,X,X,X
JLTISOZ,X,X,X,X,O,X,O,O,O,X,X,X
JLTIZSO,X,X,X,X,O,X,O,O,O,X,X,X
JLTIZOS,O,O,X,X,O,X,X,O,X,X,X,X
JLTIOSZ,X,X,X,X,O,X,X,O,X,X,X,X
JLTIOZS,O,O,X,X,O,X,X,O,X,X,X,X
JLTSIZO,O,O,O,O,O,X,X,O,O,X,X,X
JLTSIOZ,O,O,X,O,O,X,X,O,O,X,X,X
JLTSZIO,O,O,O,O,O,X,X,O,O,X,X,X
JLTSZOI,O,O,O,O,O,X,X,O,X,X,X,X
JLTSOIZ,O,O,X,O,O,X,X,O,X,X,X,X
JLTSOZI,O,O,X,O,O,X,X,O,X,X,X,X
JLTZISO,X,X,X,X,O,X,O,O,O,X,X,X
JLTZIOS,O,O,X,X,O,X,X,O,X,X,X,X
JLTZSIO,O,O,O,O,O,X,X,O,O,X,X,X
JLTZSOI,O,O,O,O,O,X,X,O,X,X,X,X
JLTZOIS,O,O,X,X,O,X,X,O,X,X,X,X
JLTZOSI,O,O,X,X,O,X,X,O,X,X,X,X
JLTOISZ,X,X,X,X,O,X,X,O,X,X,X,X
JLTOIZS,O,O,X,X,O,X,X,O,X,X,X,X
JLTOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTOSZI,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZIS,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZSI,O,O,X,X,O,X,X,O,X,X,X,X
JLITSZO,X,X,X,X,O,X,O,O,O,X,X,X
JLITSOZ,X,X,X,X,O,X,O,O,O,X,X,X
JLITZSO,X,X,X,X,O,X,O,O,O,X,X,X
JLITZOS,X,O,X,X,O,X,X,O,X,X,X,X
JLITOSZ,X,X,X,X,O,X,X,O,X,X,X,X
JLITOZS,X,O,X,X,O,X,X,O,X,X,X,X
JLISTZO,X,X,X,X,X,X,X,X,O,X,X,O
JLISTOZ,X,X,X,X,X,X,X,X,O,X,X,O
JLISZTO,X,X,X,X,X,X,X,X,O,X,X,O
JLISZOT,X,X,X,X,O,X,X,O,O,X,X,O
JLISOTZ,X,X,X,X,X,X,X,X,O,X,X,O
JLISOZT,X,X,X,X,O,X,X,O,O,X,X,O
JLIZTSO,X,X,X,X,O,X,O,O,O,X,X,X
JLIZTOS,X,O,X,X,O,X,X,O,X,X,X,X
JLIZSTO,X,X,X,X,X,X,X,X,O,X,X,O
JLIZSOT,X,X,X,X,O,X,X,O,O,X,X,O
JLIZOTS,O,O,X,X,O,X,X,O,X,X,X,X
JLIZOST,O,X,X,X,O,X,X,O,O,X,X,O
JLIOTSZ,X,X,X,X,O,X,X,O,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X,O,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,X,X,O,X,X,O
JLIOSZT,X,X,X,X,O,X,X,O,O,X,X,O
JLIOZTS,O,O,X,X,O,X,X,O,X,X,X,X
JLIOZST,O,X,X,X,O,X,X,O,O,X,X,O
JLSTIZO,O,X,O,O,O,X,X,O,O,X,X,X
JLSTIOZ,O,X,X,O,O,X,X,O,O,X,X,X
JLSTZIO,O,X,O,O,O,X,X,O,O,X,X,X
JLSTZOI,O,X,O,O,O,X,X,O,X,X,X,X
JLSTOIZ,O,X,X,O,O,X,X,O,X,X,X,X
JLSTOZI,O,X,X,O,O,X,X,O,X,X,X,X
JLSITZO,X,X,O,X,X,X,X,X,O,X,X,O
JLSITOZ,X,X,X,X,X,X,X,X,O,X,X,O
JLSIZTO,X,X,O,X,X,X,X,X,O,X,X,O
JLSIZOT,O,X,X,X,O,X,X,O,O,X,X,O
JLSIOTZ,X,X,X,X,X,X,X,X,O,X,X,O
JLSIOZT,O,X,X,X,O,X,X,O,O,X,X,O
JLSZTIO,O,X,O,O,O,X,X,O,O,X,X,X
JLSZTOI,O,X,O,O,O,X,X,O,X,X,X,X
JLSZITO,X,X,O,X,X,X,X,X,O,X,X,O
