sequence,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBflB0gBlhBzq?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBzfBfmBlhB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBKr?BWxB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBqgBlhB/qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFflB0gBlhB6qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8Jem6IvhFCcBTfBlhB/qBxr?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhFxbBykBfmBWsB0q?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfB/qBFmBCs?BmqB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF1hBmkBCmBxrB/q?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF2gB3hBxkBFmB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Je06IvhF2kBlhB3lBxrB6q?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeK/IvhFfgBxbBzgB+rBUn?BlqB,v115@5gD8GeC8FeF8FeE8CeD8JeT/IvhF0gBlhBmfB3lBxr?BSwB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBCcBTlBxrBXr?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex7IvhFmfBfmBlhBTfB0q?BCsB
LITZOJS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LITZOSJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LITOJZS,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LITOSJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LITOZSJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X
LIJTZSO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZOS,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LIJTOZS,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJSTZO,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIJSTOZ,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X
LIJSZTO,O,O,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,X
LIJSZOT,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJSOTZ,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LIJSOZT,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJZTSO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZTOS,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJZSTO,X,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
LIJZSOT,X,O,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
LIJZOTS,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJZOST,X,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJOTZS,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJOSTZ,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJOSZT,O,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJOZTS,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJOZST,X,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LISTJZO,O,O,X,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X
LISTZJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LISTZOJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LISTOZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LISJTZO,O,O,X,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X
LISJTOZ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X
LISJZTO,O,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O,X,X,X
LISJZOT,O,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LISJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LISJOZT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LISZTOJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LISZJTO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LISZJOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LISZOTJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LISZOJT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LISOTZJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X
LISOJZT,O,O,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LISOZTJ,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
LISOZJT,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOJS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LIZTOSJ,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZJTOS,X,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZJSTO,X,O,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,O
LIZJSOT,X,O,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
LIZJOTS,X,O,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZJOST,X,O,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LIZSTJO,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O
LIZSTOJ,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,O
LIZSJTO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LIZSJOT,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LIZSOJT,X,O,X,X,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LIZOTJS,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LIZOTSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LIZOJTS,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZOJST,X,O,X,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LIZOSTJ,X,O,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LIZOSJT,X,O,X,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LIOTJSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOTJZS,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LIOTZJS,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X
LIOTZSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOJTZS,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOJSTZ,O,O,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LIOJSZT,O,O,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X
LIOJZTS,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X
LIOJZST,X,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X,X,O,X
LIOSTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIOSTZJ,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
LIOSJTZ,O,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LIOSJZT,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X
LIOSZTJ,O,O,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
LIOSZJT,O,O,O,X,O,X,O,X,X,O,O,O,X,O,X,X,X,O,X
LIOZTJS,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X
LIOZTSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LIOZJTS,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOZJST,X,O,X,O,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
LIOZSTJ,X,O,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,O,X
LIOZSJT,X,O,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X
LJTISZO,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LJTIZSO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZOS,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTIOZS,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTSIZO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJTSIOZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSZIO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJTSZOI,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJTSOIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSOZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTZISO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTZSIO,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJTZSOI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJTZOIS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTZOSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJTOISZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTOIZS,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOSZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOZIS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X
LJITZSO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITZOS,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITOSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LJITOZS,O,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJISTZO,O,O,X,X,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
LJISTOZ,O,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O,X,X,X
LJISZTO,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X
LJISZOT,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LJISOTZ,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X
LJISOZT,O,O,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTOS,X,O,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LJIZSTO,X,O,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJIZSOT,X,O,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X
LJIZOTS,X,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJIZOST,X,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJIOTZS,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJIOSTZ,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
LJIOSZT,O,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LJIOZTS,X,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJIOZST,X,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X
LJSTIZO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJSTIOZ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LJSTZIO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJSTZOI,O,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJSTOIZ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJSTOZI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJSITZO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
LJSITOZ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X
LJSIZTO,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
LJSIZOT,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJSIOTZ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LJSIOZT,O,O,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSZTIO,O,O,X,X,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X
LJSZTOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LJSZITO,O,O,X,X,O,O,O,X,O,X,O,X,X,O,O,O,X,X,X
LJSZIOT,O,O,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSZOTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LJSOTIZ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJSOTZI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJSOITZ,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
LJSOIZT,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LJSOZTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O
LJZTSOI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O
LJZTOIS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZTOSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJZITSO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZITOS,X,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZISTO,X,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,O
LJZISOT,X,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZIOTS,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZIOST,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZSTIO,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,O,X,X,O
LJZSTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O
LJZSITO,O,O,X,X,O,O,O,O,X,X,O,X,X,O,O,O,X,X,O
LJZSIOT,O,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZSOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
LJZSOIT,O,O,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LJZOTIS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LJZOTSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZOITS,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LJZOIST,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
LJZOSTI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LJZOSIT,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
LJOTISZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTIZS,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTSZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZIS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
LJOITSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJOISTZ,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LJOISZT,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJOIZTS,X,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
LJOIZST,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOSTZI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOSITZ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LJOSIZT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOSZTI,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOZTIS,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZITS,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LJOZSTI,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSTIJOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSTIZJO,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTIOZJ,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSTJIZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LSTJZIO,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSTJZOI,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
LSTJOIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSTJOZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSTZIJO,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LSTZJOI,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTOJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSTOZJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LSITZJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LSITZOJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSITOZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LSIJTZO,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X
LSIJTOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X
LSIJZTO,O,O,X,X,X,X,X,O,O,O,X,X,X,O,O,O,X,X,X
LSIJZOT,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LSIJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZTJO,O,O,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LSIZTOJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LSIZJTO,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LSIZJOT,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LSIZOTJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LSIZOJT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LSIOTZJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X
LSIOJZT,O,O,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
LSIOZJT,O,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X
LSJTIZO,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LSJTIOZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,X,X
LSJTZIO,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LSJTZOI,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X
LSJTOIZ,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSJTOZI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSJITZO,O,O,X,X,O,X,O,O,O,O,X,X,X,X,O,O,X,X,X
LSJITOZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X
LSJIZTO,O,O,X,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X
LSJIZOT,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LSJIOTZ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
