sequence,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeR8IvhFGeBTgBihBU?jBFnB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhB3?iBcoBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Je37IvhF1hB0dB6jBx?lBmnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG8IvhF/iBFeBigBc?oBRmBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhBc?nBTjB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Jez7IvhFRdBSjB2lBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFGeBTgBRiBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JecAJvhFxcB6jBXhBe?oBFnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFxdBTgBGjBF?nB8sBfsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG+IvhFigBRiBzgBF?nBXoBUsB
JIZOLTS,X,O,O,X,X,X,X,X,O,X
JIZOLST,X,O,X,X,X,X,X,X,X,X
JIZOSTL,X,O,X,O,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,X,O,O,X,O,X,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X,X,X,X
JIOTSLZ,X,O,O,X,O,O,X,X,X,X
JIOTSZL,X,X,O,X,O,O,X,X,X,X
JIOTZLS,X,O,O,X,X,X,X,X,X,X
JIOTZSL,X,O,O,X,X,X,X,X,X,X
JIOLTSZ,X,O,O,X,O,X,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,X,O,X,X,X,X,X
JIOLSZT,X,X,O,X,O,X,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,X,O,X
JIOLZST,X,O,O,X,O,X,X,X,X,X
JIOSTLZ,X,X,O,X,O,O,X,X,X,X
JIOSTZL,X,X,O,X,O,O,X,X,X,X
JIOSLTZ,X,X,O,X,O,O,X,X,X,X
JIOSLZT,X,X,O,X,O,O,X,X,X,X
JIOSZTL,X,X,O,O,O,X,X,X,X,X
JIOSZLT,X,X,O,X,O,X,X,X,X,X
JIOZTLS,X,O,O,X,X,X,X,X,O,X
JIOZTSL,X,O,O,X,X,X,X,X,X,X
JIOZLTS,X,O,O,X,X,X,X,X,O,X
JIOZLST,X,O,O,X,O,X,X,X,X,X
JIOZSTL,X,O,O,O,O,X,X,X,X,X
JIOZSLT,X,O,O,X,O,X,X,X,X,X
JLTISZO,X,O,O,O,O,X,X,X,X,X
JLTISOZ,X,O,O,X,O,X,X,X,X,X
JLTIZSO,O,O,O,O,X,X,X,X,X,X
JLTIZOS,O,O,O,X,X,X,X,X,X,X
JLTIOSZ,X,O,O,X,X,X,X,X,X,X
JLTIOZS,X,O,O,X,X,X,X,X,X,X
JLTSIZO,X,O,O,X,O,O,X,X,X,O
JLTSIOZ,X,O,X,X,O,O,X,X,X,O
JLTSZIO,X,O,O,X,O,O,X,X,X,X
JLTSZOI,X,O,O,X,O,O,X,X,X,X
JLTSOIZ,X,O,X,X,O,O,X,X,X,X
JLTSOZI,X,O,O,X,O,O,X,X,X,X
JLTZISO,O,O,O,O,X,X,X,X,X,X
JLTZIOS,O,O,O,X,X,X,X,X,X,X
JLTZSIO,O,O,O,X,O,X,X,O,X,X
JLTZSOI,X,O,O,X,O,X,X,O,X,X
JLTZOIS,O,O,X,O,X,X,X,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X,X,X
JLTOISZ,X,O,X,O,O,X,X,X,X,X
JLTOIZS,X,O,X,O,X,X,X,X,X,X
JLTOSIZ,X,O,X,X,O,O,X,X,X,X
JLTOSZI,X,O,O,O,O,O,X,X,X,X
JLTOZIS,X,O,X,O,X,X,X,X,X,X
JLTOZSI,X,O,O,O,X,X,X,X,X,X
JLITSZO,X,O,O,O,O,X,X,X,X,X
JLITSOZ,X,O,O,X,O,X,X,X,X,X
JLITZSO,O,O,O,O,X,X,X,X,X,X
JLITZOS,O,O,O,X,X,X,X,X,X,X
JLITOSZ,X,O,O,X,X,X,X,X,X,X
JLITOZS,X,O,O,X,X,X,X,X,X,X
JLISTZO,X,X,O,O,O,X,X,X,X,X
JLISTOZ,X,X,O,X,O,X,X,X,X,X
JLISZTO,O,X,O,O,O,X,X,X,X,X
JLISZOT,O,X,O,O,O,X,X,X,X,X
JLISOTZ,X,X,O,X,O,X,X,X,X,X
JLISOZT,X,X,O,O,O,X,X,X,X,X
JLIZTSO,X,O,O,O,X,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,X
JLIZSTO,X,O,O,O,X,X,X,O,X,X
JLIZSOT,O,O,O,O,X,X,X,O,X,X
JLIZOTS,O,O,O,O,X,X,X,X,X,X
JLIZOST,O,O,O,O,X,X,X,X,X,X
JLIOTSZ,X,O,O,O,O,X,X,X,X,X
JLIOTZS,X,O,O,O,X,X,X,X,X,X
JLIOSTZ,X,X,O,O,O,X,X,X,X,X
JLIOSZT,X,X,O,O,O,X,X,X,X,X
JLIOZTS,X,O,O,O,X,X,X,X,X,X
JLIOZST,X,O,O,O,O,X,X,X,X,X
JLSTIZO,X,O,O,X,O,O,X,X,X,O
JLSTIOZ,X,O,X,X,O,O,X,X,X,O
JLSTZIO,X,O,O,X,O,O,X,X,X,X
JLSTZOI,X,O,O,X,O,O,X,X,X,X
JLSTOIZ,X,O,X,X,O,O,X,X,X,X
JLSTOZI,X,O,O,X,O,O,X,X,X,X
JLSITZO,X,X,O,O,O,O,X,X,X,O
JLSITOZ,X,X,O,X,O,O,X,X,X,O
JLSIZTO,O,X,O,O,O,O,X,X,X,O
JLSIZOT,O,X,O,O,O,O,X,X,X,O
JLSIOTZ,X,X,O,X,O,O,X,X,X,O
JLSIOZT,X,X,O,O,O,O,X,X,X,O
JLSZTIO,O,O,O,X,O,O,X,O,X,X
JLSZTOI,X,O,O,X,O,O,X,O,X,X
JLSZITO,O,O,O,O,O,O,X,O,X,O
JLSZIOT,O,O,X,O,O,O,X,O,X,O
JLSZOTI,X,O,X,O,O,O,X,O,X,X
JLSZOIT,O,O,X,O,O,O,X,O,X,X
JLSOTIZ,X,O,X,X,O,O,X,X,X,X
JLSOTZI,X,O,X,O,O,O,X,X,X,X
JLSOITZ,X,X,X,O,O,O,X,X,X,O
JLSOIZT,X,X,X,O,O,O,X,X,X,O
JLSOZTI,X,O,X,O,O,O,X,X,X,X
JLSOZIT,X,O,X,O,O,O,X,X,X,X
JLZTISO,X,O,O,O,X,X,X,X,X,X
JLZTIOS,O,O,O,X,X,X,X,X,X,X
JLZTSIO,X,O,O,X,O,X,X,O,X,X
JLZTSOI,X,O,O,X,O,X,X,O,X,X
JLZTOIS,X,O,X,O,X,X,X,X,O,X
JLZTOSI,X,O,O,O,X,X,X,X,O,X
JLZITSO,X,O,O,O,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X,X,X
JLZISTO,X,O,O,O,X,X,X,O,X,X
JLZISOT,O,O,O,O,X,X,X,O,X,X
JLZIOTS,O,O,O,O,X,X,X,X,X,X
JLZIOST,O,O,O,O,X,X,X,X,X,X
JLZSTIO,X,O,O,X,O,X,X,O,X,X
JLZSTOI,X,O,O,X,O,X,X,O,X,X
JLZSITO,X,O,O,O,O,X,X,O,X,X
JLZSIOT,O,O,X,O,O,X,X,O,X,X
JLZSOTI,X,O,X,O,O,X,X,O,X,X
JLZSOIT,X,O,X,O,O,X,X,O,X,X
JLZOTIS,X,O,X,O,X,X,X,X,O,X
JLZOTSI,X,O,O,O,X,X,X,X,O,X
JLZOITS,O,O,O,O,X,X,X,X,O,X
JLZOIST,O,O,X,O,O,X,X,X,X,X
JLZOSTI,X,O,X,O,O,X,X,O,O,X
JLZOSIT,X,O,X,O,O,X,X,O,X,X
JLOTISZ,X,O,O,O,O,X,X,X,X,X
JLOTIZS,X,O,O,O,X,X,X,X,X,X
JLOTSIZ,X,O,O,X,O,O,X,X,X,X
JLOTSZI,X,O,O,O,O,O,X,X,X,X
JLOTZIS,X,O,O,O,X,X,X,X,O,X
JLOTZSI,X,O,O,O,X,X,X,X,O,X
JLOITSZ,X,O,O,O,O,X,X,X,X,X
JLOITZS,X,O,O,O,X,X,X,X,X,X
JLOISTZ,X,X,O,O,O,X,X,X,X,X
JLOISZT,X,X,O,O,O,X,X,X,X,X
JLOIZTS,X,O,O,O,X,X,X,X,O,X
JLOIZST,X,O,O,O,O,X,X,X,X,X
JLOSTIZ,X,O,O,X,O,O,X,X,X,X
JLOSTZI,X,O,O,O,O,O,X,X,X,X
JLOSITZ,X,X,O,O,O,O,X,X,X,X
JLOSIZT,X,X,O,O,O,O,X,X,X,X
JLOSZTI,X,O,O,O,O,O,X,X,O,X
JLOSZIT,X,O,O,O,O,O,X,X,X,X
JLOZTIS,X,O,O,O,X,X,X,X,O,X
JLOZTSI,X,O,O,O,X,X,X,X,O,X
JLOZITS,X,O,O,O,X,X,X,X,O,X
JLOZIST,X,O,O,O,O,X,X,X,X,X
JLOZSTI,X,O,O,O,O,X,X,O,O,X
JLOZSIT,X,O,O,O,O,X,X,O,X,X
JSTILZO,X,O,O,X,O,O,X,X,X,O
JSTILOZ,X,O,X,X,O,O,O,X,X,O
JSTIZLO,X,X,O,X,X,O,X,X,X,O
JSTIZOL,X,X,X,X,X,O,O,X,X,X
JSTIOLZ,X,X,X,X,O,O,O,X,X,O
JSTIOZL,X,X,X,X,X,O,O,X,X,X
JSTLIZO,O,O,O,X,O,O,X,X,X,O
JSTLIOZ,X,O,X,X,O,O,O,X,X,O
JSTLZIO,O,O,O,X,O,O,X,X,X,X
JSTLZOI,O,O,O,X,O,O,X,X,X,X
JSTLOIZ,X,O,X,X,O,O,O,X,X,X
JSTLOZI,X,O,O,X,O,O,O,X,X,X
JSTZILO,O,O,O,X,O,O,X,X,X,O
JSTZIOL,O,O,X,X,O,O,O,X,X,X
JSTZLIO,O,O,O,X,O,O,X,X,X,X
JSTZLOI,O,O,O,X,O,O,X,X,X,X
JSTZOIL,O,O,X,X,O,O,O,X,X,X
JSTZOLI,O,O,O,X,O,O,O,X,X,X
JSTOILZ,O,O,X,X,O,O,O,X,X,O
JSTOIZL,O,X,X,X,O,O,O,X,X,X
JSTOLIZ,O,O,X,X,O,O,O,X,X,X
JSTOLZI,O,O,O,X,O,O,O,X,X,X
JSTOZIL,O,O,X,X,O,O,O,X,X,X
JSTOZLI,O,O,O,X,O,O,O,X,X,X
JSITLZO,X,X,O,X,O,O,X,X,X,O
JSITLOZ,X,X,O,X,O,O,O,X,X,O
JSITZLO,X,X,O,X,X,O,X,X,X,O
JSITZOL,X,X,O,X,X,O,O,X,X,X
JSITOLZ,X,X,O,X,O,O,O,X,X,O
JSITOZL,X,X,O,X,X,O,O,X,X,X
JSILTZO,X,X,O,X,O,O,X,X,X,O
JSILTOZ,X,X,O,X,O,O,X,X,X,O
JSILZTO,X,X,O,X,O,O,X,X,X,O
JSILZOT,X,X,O,X,O,O,X,X,X,O
JSILOTZ,X,X,O,X,O,O,O,X,X,O
JSILOZT,X,X,O,X,O,O,O,X,X,O
JSIZTLO,X,X,O,X,O,X,X,X,X,X
JSIZTOL,X,X,O,X,O,X,X,X,X,X
JSIZLTO,X,X,O,X,O,X,X,X,X,O
JSIZLOT,X,X,O,X,O,X,X,X,X,O
JSIZOTL,X,X,X,X,O,X,X,X,X,X
JSIZOLT,X,X,X,X,O,X,O,X,X,X
JSIOTLZ,X,X,O,X,O,O,O,X,X,X
JSIOTZL,X,X,O,X,O,O,O,X,X,X
JSIOLTZ,X,X,O,X,O,O,O,X,X,O
JSIOLZT,X,X,O,X,O,O,O,X,X,O
JSIOZTL,X,X,X,X,O,X,X,X,X,X
JSIOZLT,X,X,X,X,O,X,O,X,X,X
JSLTIZO,X,O,O,X,O,O,X,X,X,O
JSLTIOZ,X,O,X,X,O,O,O,X,X,O
JSLTZIO,X,O,O,X,O,O,X,X,X,X
JSLTZOI,X,O,O,X,O,O,X,X,X,X
JSLTOIZ,X,O,X,X,O,O,O,X,X,X
JSLTOZI,X,O,O,X,O,O,O,X,X,X
JSLITZO,X,X,O,X,O,O,X,X,X,O
JSLITOZ,X,X,O,X,O,O,X,X,X,O
JSLIZTO,O,X,O,X,O,O,X,X,X,O
JSLIZOT,O,X,O,X,O,O,X,X,X,O
JSLIOTZ,X,X,O,X,O,O,O,X,X,O
JSLIOZT,X,X,O,X,O,O,O,X,X,O
JSLZTIO,O,O,O,X,O,O,X,O,X,X
JSLZTOI,X,O,O,X,O,O,X,O,X,X
JSLZITO,O,O,O,X,O,O,X,O,X,O
JSLZIOT,O,O,X,X,O,O,X,O,X,O
JSLZOTI,X,O,X,X,O,O,X,O,X,X
JSLZOIT,O,O,X,X,O,O,X,O,X,X
JSLOTIZ,X,O,X,X,O,O,O,X,X,X
JSLOTZI,X,O,X,X,O,O,O,X,X,X
JSLOITZ,X,X,X,X,O,O,O,X,X,O
JSLOIZT,X,X,X,X,O,O,O,X,X,O
JSLOZTI,X,O,X,X,O,O,O,X,X,X
JSLOZIT,X,O,X,X,O,O,O,X,X,X
JSZTILO,O,O,O,X,O,O,X,O,X,O
JSZTIOL,O,O,X,X,O,O,O,O,X,X
JSZTLIO,O,O,O,X,O,O,X,O,X,X
JSZTLOI,O,O,O,X,O,O,X,O,X,X
JSZTOIL,O,O,X,X,O,O,O,O,X,X
JSZTOLI,O,O,O,X,O,O,O,O,O,X
JSZITLO,O,O,O,X,O,X,X,O,X,X
JSZITOL,O,O,O,X,O,X,X,O,X,X
JSZILTO,O,O,O,X,O,X,X,O,X,O
JSZILOT,O,O,X,X,O,X,X,O,X,O
JSZIOTL,O,O,X,X,O,X,X,X,X,X
JSZIOLT,O,O,X,X,O,X,O,O,X,X
JSZLTIO,O,O,O,X,O,O,X,O,X,X
JSZLTOI,O,O,O,X,O,O,X,O,X,X
JSZLITO,O,O,O,X,O,O,X,O,X,O
JSZLIOT,O,O,X,X,O,O,X,O,X,O
JSZLOTI,O,O,X,X,O,O,X,O,X,X
JSZLOIT,O,O,X,X,O,O,X,O,X,X
JSZOTIL,O,O,X,X,O,O,O,O,X,X
JSZOTLI,O,O,X,X,O,O,O,O,O,X
JSZOITL,O,O,X,X,O,X,X,X,X,X
JSZOILT,O,O,X,X,O,X,O,O,X,X
JSZOLTI,O,O,X,X,O,O,O,O,O,X
JSZOLIT,O,O,X,X,O,O,O,O,X,X
JSOTILZ,O,O,X,X,O,O,O,X,X,O
JSOTIZL,O,X,X,X,O,O,O,X,X,X
JSOTLIZ,O,O,X,X,O,O,O,X,X,X
JSOTLZI,O,O,X,X,O,O,O,X,X,X
JSOTZIL,O,O,X,X,O,O,O,X,X,X
JSOTZLI,O,O,X,X,O,O,O,X,X,X
JSOITLZ,O,X,X,X,O,O,O,X,X,X
JSOITZL,O,X,X,X,O,O,O,X,X,X
JSOILTZ,X,X,X,X,O,O,O,X,X,O
JSOILZT,O,X,X,X,O,O,O,X,X,O
JSOIZTL,O,X,X,X,O,X,X,X,X,X
JSOIZLT,O,X,X,X,O,X,O,X,X,X
JSOLTIZ,X,O,X,X,O,O,O,X,X,X
JSOLTZI,X,O,X,X,O,O,O,X,X,X
JSOLITZ,X,X,X,X,O,O,O,X,X,O
JSOLIZT,O,X,X,X,O,O,O,X,X,O
JSOLZTI,O,O,X,X,O,O,O,X,O,X
JSOLZIT,O,O,X,X,O,O,O,X,X,X
JSOZTIL,O,O,X,X,O,O,O,X,X,X
JSOZTLI,O,O,X,X,O,O,O,X,O,X
JSOZITL,O,O,X,X,O,X,X,X,X,X
JSOZILT,O,O,X,X,O,X,O,X,X,X
JSOZLTI,O,O,X,X,O,O,O,X,O,X
JSOZLIT,O,O,X,X,O,O,O,X,X,X
JZTILSO,O,O,O,X,X,X,X,X,X,X
JZTILOS,O,O,O,X,X,X,X,X,X,X
JZTISLO,X,O,O,X,X,X,X,X,X,X
JZTISOL,X,O,O,X,X,X,X,X,X,X
JZTIOLS,O,O,O,X,X,X,X,X,O,X
JZTIOSL,O,X,O,X,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,X,X,X,X
JZTLIOS,O,O,O,X,X,X,X,X,X,X
JZTLSIO,O,O,O,X,O,X,X,O,X,X
JZTLSOI,X,O,O,X,O,X,X,O,X,X
JZTLOIS,O,O,X,X,X,X,X,X,O,X
JZTLOSI,O,O,O,O,X,X,X,X,O,X
JZTSILO,O,O,O,X,X,O,X,O,X,X
JZTSIOL,O,O,X,X,X,O,X,O,X,X
JZTSLIO,O,O,O,X,O,O,X,O,X,X
JZTSLOI,O,O,O,X,O,O,X,O,X,X
JZTSOIL,O,O,X,X,X,O,X,O,X,X
JZTSOLI,O,O,O,X,O,O,X,O,O,X
JZTOILS,O,O,X,X,X,X,X,X,O,X
JZTOISL,O,O,X,X,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X,O,X
JZTOLSI,O,O,O,O,X,X,X,X,O,X
JZTOSIL,O,O,X,O,X,O,X,X,X,X
JZTOSLI,O,O,O,O,X,O,X,X,O,X
JZITLSO,O,O,O,X,X,X,X,X,X,X
JZITLOS,O,O,O,X,X,X,X,X,X,X
JZITSLO,X,O,O,O,X,X,X,X,X,X
JZITSOL,X,O,O,O,X,X,X,X,X,X
JZITOLS,O,O,O,X,X,X,X,X,O,X
JZITOSL,O,X,O,X,X,X,X,X,X,X
JZILTSO,X,O,O,O,X,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,X,X,X
JZILSTO,X,O,O,O,X,X,X,O,X,X
JZILSOT,O,O,O,O,X,X,X,O,X,X
JZILOTS,O,O,O,X,X,X,X,X,X,X
JZILOST,O,O,O,O,X,X,X,X,X,X
JZISTLO,O,O,O,O,X,X,X,O,X,X
JZISTOL,O,O,O,O,X,X,X,O,X,X
JZISLTO,O,O,O,O,X,X,X,O,X,X
JZISLOT,O,O,O,O,X,X,X,O,X,X
JZISOTL,O,O,X,O,X,X,X,X,X,X
JZISOLT,O,O,X,X,X,X,X,O,X,X
JZIOTLS,O,O,O,X,X,X,X,X,O,X
JZIOTSL,O,O,O,X,X,X,X,X,X,X
JZIOLTS,O,O,O,X,X,X,X,X,O,X
JZIOLST,O,O,X,X,X,X,X,X,X,X
JZIOSTL,O,O,X,O,X,X,X,X,X,X
JZIOSLT,O,O,X,X,X,X,X,X,X,X
JZLTISO,O,O,O,O,X,X,X,X,X,X
JZLTIOS,O,O,O,X,X,X,X,X,X,X
JZLTSIO,O,O,O,X,O,X,X,O,X,X
JZLTSOI,X,O,O,X,O,X,X,O,X,X
JZLTOIS,O,O,X,O,X,X,X,X,O,X
JZLTOSI,O,O,O,O,X,X,X,X,O,X
JZLITSO,X,O,O,O,X,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,X,X,X
JZLISTO,X,O,O,O,X,X,X,O,X,X
JZLISOT,O,O,O,O,X,X,X,O,X,X
JZLIOTS,O,O,O,O,X,X,X,X,X,X
JZLIOST,O,O,O,O,X,X,X,X,X,X
JZLSTIO,O,O,O,X,O,X,X,O,X,X
JZLSTOI,O,O,O,X,O,X,X,O,X,X
JZLSITO,O,O,O,O,O,X,X,O,X,X
JZLSIOT,O,O,X,O,O,X,X,O,X,X
JZLSOTI,O,O,X,O,O,X,X,O,X,X
JZLSOIT,O,O,X,O,O,X,X,O,X,X
JZLOTIS,O,O,X,O,X,X,X,X,O,X
JZLOTSI,O,O,O,O,X,X,X,X,O,X
JZLOITS,O,O,O,O,X,X,X,X,O,X
JZLOIST,O,O,X,O,O,X,X,X,X,X
JZLOSTI,O,O,X,O,O,X,X,O,O,X
JZLOSIT,O,O,X,O,O,X,X,O,X,X
JZSTILO,O,O,O,X,O,O,X,O,X,X
JZSTIOL,O,O,X,X,O,O,X,O,X,X
JZSTLIO,O,O,O,X,O,O,X,O,X,X
JZSTLOI,O,O,O,X,O,O,X,O,X,X
JZSTOIL,O,O,X,X,O,O,X,O,X,X
JZSTOLI,O,O,O,X,O,O,X,O,O,X
JZSITLO,O,O,O,X,O,X,X,O,X,X
JZSITOL,O,O,O,X,O,X,X,O,X,X
JZSILTO,O,O,O,X,O,X,X,O,X,X
JZSILOT,O,O,X,X,O,X,X,O,X,X
JZSIOTL,O,O,X,X,O,X,X,X,X,X
JZSIOLT,O,O,X,X,O,X,X,O,X,X
JZSLTIO,O,O,O,X,O,O,X,O,X,X
JZSLTOI,O,O,O,X,O,O,X,O,X,X
JZSLITO,O,O,O,X,O,O,X,O,X,X
JZSLIOT,O,O,X,X,O,O,X,O,X,X
JZSLOTI,O,O,X,X,O,O,X,O,X,X
JZSLOIT,O,O,X,X,O,O,X,O,X,X
JZSOTIL,O,O,X,X,O,O,X,O,X,X
JZSOTLI,O,O,X,X,O,O,X,O,O,X
JZSOITL,O,O,X,X,O,X,X,X,X,X
JZSOILT,O,O,X,X,O,X,X,O,X,X
JZSOLTI,O,O,X,X,O,O,X,O,O,X
JZSOLIT,O,O,X,X,O,O,X,O,X,X
JZOTILS,O,O,X,X,X,X,X,X,O,X
JZOTISL,O,O,X,X,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,O,X
JZOTLSI,O,O,O,O,X,X,X,X,O,X
JZOTSIL,O,O,X,O,X,O,X,X,X,X
JZOTSLI,O,O,O,O,X,O,X,X,O,X
JZOITLS,O,O,O,X,X,X,X,X,O,X
JZOITSL,O,O,O,O,X,X,X,X,X,X
JZOILTS,O,O,O,O,X,X,X,X,O,X
JZOILST,O,O,X,O,O,X,X,X,X,X
JZOISTL,O,O,X,O,O,X,X,X,X,X
JZOISLT,O,O,X,O,O,X,X,X,X,X
JZOLTIS,O,O,X,O,X,X,X,X,O,X
JZOLTSI,O,O,O,O,X,X,X,X,O,X
JZOLITS,O,O,O,O,X,X,X,X,O,X
JZOLIST,O,O,X,O,O,X,X,X,X,X
JZOLSTI,O,O,X,O,O,X,X,O,O,X
JZOLSIT,O,O,X,O,O,X,X,O,X,X
JZOSTIL,O,O,X,O,O,O,X,O,X,X
JZOSTLI,O,O,X,O,O,O,X,O,O,X
JZOSITL,O,O,X,O,O,X,X,X,X,X
JZOSILT,O,O,X,O,O,X,X,O,X,X
JZOSLTI,O,O,X,O,O,O,X,O,O,X
JZOSLIT,O,O,X,O,O,O,X,O,X,X
JOTILSZ,X,O,O,X,O,X,X,X,X,X
JOTILZS,O,O,O,X,X,X,X,X,X,X
JOTISLZ,X,O,O,X,O,O,X,X,X,X
JOTISZL,X,X,O,X,O,O,X,X,X,X
JOTIZLS,O,O,O,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,X
JOTLISZ,X,O,O,X,O,X,X,X,X,X
JOTLIZS,O,O,O,X,X,X,X,X,X,X
JOTLSIZ,X,O,O,X,O,O,O,X,X,X
JOTLSZI,X,O,O,X,O,O,O,X,X,X
JOTLZIS,O,O,O,X,X,X,X,X,O,X
JOTLZSI,O,O,O,X,X,X,X,X,O,X
JOTSILZ,X,O,O,X,O,O,O,X,X,X
JOTSIZL,X,X,O,X,O,O,O,X,X,X
JOTSLIZ,X,O,O,X,O,O,O,X,X,X
JOTSLZI,X,O,O,X,O,O,O,X,X,X
JOTSZIL,X,O,O,X,O,O,O,X,X,X
JOTSZLI,X,O,O,X,O,O,O,X,X,X
JOTZILS,O,O,O,X,X,X,X,X,O,X
JOTZISL,O,O,O,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,X,X,X,X,O,X
JOTZLSI,O,O,O,X,X,X,X,X,O,X
JOTZSIL,O,O,O,X,X,O,X,X,X,X
JOTZSLI,O,O,O,X,X,O,X,X,O,X
JOITLSZ,X,O,O,X,O,X,X,X,X,X
JOITLZS,O,O,O,X,X,X,X,X,X,X
JOITSLZ,X,O,O,X,O,O,X,X,X,X
JOITSZL,X,X,O,O,O,O,X,X,X,X
JOITZLS,O,O,O,X,X,X,X,X,X,X
JOITZSL,O,O,O,O,X,X,X,X,X,X
JOILTSZ,X,O,O,O,O,X,X,X,X,X
JOILTZS,O,O,O,O,X,X,X,X,X,X
JOILSTZ,X,X,O,O,O,X,X,X,X,X
JOILSZT,O,X,O,O,O,X,X,X,X,X
JOILZTS,O,O,O,O,X,X,X,X,O,X
JOILZST,O,O,O,O,O,X,X,X,X,X
JOISTLZ,O,X,O,X,O,O,X,X,X,X
JOISTZL,O,X,O,O,O,O,X,X,X,X
JOISLTZ,X,X,O,O,O,O,X,X,X,X
JOISLZT,O,X,O,O,O,O,X,X,X,X
JOISZTL,O,X,O,O,O,X,X,X,X,X
JOISZLT,O,X,O,O,O,X,X,X,X,X
JOIZTLS,O,O,O,X,X,X,X,X,O,X
JOIZTSL,O,O,O,O,X,X,X,X,X,X
JOIZLTS,O,O,O,O,X,X,X,X,O,X
JOIZLST,O,O,O,O,O,X,X,X,X,X
JOIZSTL,O,O,O,O,O,X,X,X,X,X
JOIZSLT,O,O,O,O,O,X,X,X,X,X
JOLTISZ,X,O,O,O,O,X,X,X,X,X
JOLTIZS,O,O,O,O,X,X,X,X,X,X
JOLTSIZ,X,O,O,X,O,O,O,X,X,X
JOLTSZI,X,O,O,O,O,O,O,X,X,X
JOLTZIS,O,O,O,O,X,X,X,X,O,X
JOLTZSI,O,O,O,O,X,X,X,X,O,X
JOLITSZ,X,O,O,O,O,X,X,X,X,X
JOLITZS,O,O,O,O,X,X,X,X,X,X
JOLISTZ,X,X,O,O,O,X,X,X,X,X
JOLISZT,O,X,O,O,O,X,X,X,X,X
JOLIZTS,O,O,O,O,X,X,X,X,O,X
JOLIZST,O,O,O,O,O,X,X,X,X,X
JOLSTIZ,X,O,O,X,O,O,O,X,X,X
JOLSTZI,X,O,O,O,O,O,O,X,X,X
JOLSITZ,X,X,O,O,O,O,O,X,X,X
JOLSIZT,O,X,O,O,O,O,O,X,X,X
JOLSZTI,O,O,O,O,O,O,O,X,O,X
JOLSZIT,O,O,O,O,O,O,O,X,X,X
JOLZTIS,O,O,O,O,X,X,X,X,O,X
JOLZTSI,O,O,O,O,X,X,X,X,O,X
JOLZITS,O,O,O,O,X,X,X,X,O,X
JOLZIST,O,O,O,O,O,X,X,X,X,X
JOLZSTI,O,O,O,O,O,X,X,O,O,X
JOLZSIT,O,O,O,O,O,X,X,O,X,X
JOSTILZ,O,O,O,X,O,O,O,X,X,X
JOSTIZL,O,X,O,X,O,O,O,X,X,X
JOSTLIZ,O,O,O,X,O,O,O,X,X,X
JOSTLZI,O,O,O,X,O,O,O,X,X,X
JOSTZIL,O,O,O,X,O,O,O,X,X,X
JOSTZLI,O,O,O,X,O,O,O,X,X,X
JOSITLZ,O,X,O,X,O,O,O,X,X,X
JOSITZL,O,X,O,O,O,O,O,X,X,X
JOSILTZ,X,X,O,O,O,O,O,X,X,X
JOSILZT,O,X,O,O,O,O,O,X,X,X
JOSIZTL,O,X,O,O,O,X,X,X,X,X
JOSIZLT,O,X,O,O,O,X,O,X,X,X
JOSLTIZ,X,O,O,X,O,O,O,X,X,X
JOSLTZI,X,O,O,O,O,O,O,X,X,X
JOSLITZ,X,X,O,X,O,O,O,X,X,X
JOSLIZT,O,X,O,O,O,O,O,X,X,X
JOSLZTI,O,O,O,O,O,O,O,X,O,X
JOSLZIT,O,O,O,O,O,O,O,X,X,X
JOSZTIL,O,O,O,O,O,O,O,X,X,X
JOSZTLI,O,O,O,O,O,O,O,X,O,X
JOSZITL,O,O,O,O,O,X,X,X,X,X
JOSZILT,O,O,O,O,O,X,O,X,X,X
JOSZLTI,O,O,O,O,O,O,O,X,O,X
JOSZLIT,O,O,O,O,O,O,O,X,X,X
