sequence,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhFVgBahB5hBTdBfr?BUqB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdB1lB3q?BarB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF0bBxcBzfBCiBFr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeK/IvhFzaBGdBRhBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdBamB3g?B1vB,v115@7gB8HeB8FeG8CeF8CeE8Jem6IvhFRcBSiBTfBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8Jex6IvhFTdBifBGhBXhBFr?BUqB
ZOSTILJ,O,O,X,X,X,O,X
ZOSTIJL,O,O,X,X,X,O,X
ZOSTLIJ,O,O,X,X,X,O,X
ZOSTLJI,O,O,X,X,X,O,X
ZOSTJIL,O,O,X,X,X,O,X
ZOSTJLI,O,O,X,X,X,O,X
ZOSITLJ,O,O,X,X,O,X,X
ZOSITJL,O,O,X,X,O,X,X
ZOSILTJ,O,O,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X
ZOSIJTL,O,O,X,X,O,X,X
ZOSIJLT,O,O,O,X,X,X,X
ZOSLTIJ,O,O,X,X,X,O,X
ZOSLTJI,O,O,X,X,X,O,X
ZOSLITJ,O,O,X,X,X,X,X
ZOSLIJT,X,O,O,X,X,O,X
ZOSLJTI,X,O,X,X,X,O,X
ZOSLJIT,X,O,O,X,X,O,X
ZOSJTIL,O,O,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,O,X
ZOSJITL,O,O,X,X,O,X,X
ZOSJILT,O,O,O,X,X,X,X
ZOSJLTI,X,O,X,X,X,O,X
ZOSJLIT,X,O,O,X,X,O,X
OTILJSZ,X,X,O,X,O,X,O
OTILJZS,X,X,O,X,O,X,O
OTILSJZ,X,X,O,X,O,X,O
OTILSZJ,X,X,O,X,O,X,O
OTILZJS,X,X,O,X,O,X,O
OTILZSJ,X,X,O,X,O,X,O
OTIJLSZ,X,X,O,X,O,X,O
OTIJLZS,X,X,O,X,O,X,O
OTIJSLZ,O,X,X,X,O,X,X
OTIJSZL,O,O,X,X,O,X,X
OTIJZLS,X,X,O,X,O,X,O
OTIJZSL,X,O,O,X,O,X,X
OTISLJZ,O,X,X,X,O,X,X
OTISLZJ,O,O,X,X,O,X,X
OTISJLZ,O,X,X,X,O,X,X
OTISJZL,O,O,X,X,O,X,X
OTISZLJ,O,O,X,X,O,X,X
OTISZJL,O,O,X,X,O,X,X
OTIZLJS,X,X,O,X,O,X,O
OTIZLSJ,X,X,O,X,O,X,O
OTIZJLS,X,X,O,X,O,X,O
OTIZJSL,X,O,O,X,O,X,X
OTIZSLJ,X,O,X,X,O,X,X
OTIZSJL,X,O,O,X,O,X,X
OTLIJSZ,X,X,O,X,X,X,O
OTLIJZS,X,X,O,O,X,O,O
OTLISJZ,X,X,O,X,X,X,O
OTLISZJ,X,X,O,X,X,X,O
OTLIZJS,X,X,O,X,X,X,O
OTLIZSJ,X,X,O,X,X,X,O
OTLJISZ,X,X,O,X,X,X,O
OTLJIZS,X,X,O,O,X,O,O
OTLJSIZ,X,X,O,X,X,X,O
OTLJSZI,X,X,O,O,X,X,O
OTLJZIS,X,X,O,O,X,O,O
OTLJZSI,X,X,O,O,X,O,O
OTLSIJZ,X,X,O,X,X,X,O
OTLSIZJ,X,X,O,X,X,X,O
OTLSJIZ,X,X,O,X,X,X,O
OTLSJZI,X,X,O,O,X,X,O
OTLSZIJ,X,X,O,X,X,X,O
OTLSZJI,X,X,O,X,X,X,O
OTLZIJS,X,X,O,X,X,O,O
OTLZISJ,X,X,O,X,X,O,O
OTLZJIS,X,X,O,O,X,O,O
OTLZJSI,X,X,O,O,X,O,O
OTLZSIJ,X,X,O,X,X,O,O
OTLZSJI,X,X,O,X,X,O,O
OTJILSZ,X,X,O,X,O,X,O
OTJILZS,X,X,O,X,O,X,O
OTJISLZ,O,X,X,X,O,X,X
OTJISZL,O,O,X,X,O,X,X
OTJIZLS,X,X,O,X,O,X,O
OTJIZSL,X,O,O,X,O,X,X
OTJLISZ,X,X,O,X,X,X,O
OTJLIZS,X,X,O,O,X,O,O
OTJLSIZ,X,X,O,X,X,X,O
OTJLSZI,X,X,O,O,X,X,O
OTJLZIS,X,X,O,O,X,O,O
OTJLZSI,X,X,O,O,X,O,O
OTJSILZ,O,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,X,X
OTJSLIZ,O,X,O,X,X,X,O
OTJSLZI,O,X,O,X,X,X,O
OTJSZIL,O,O,O,X,X,X,X
OTJSZLI,O,O,O,X,X,X,O
OTJZILS,X,X,O,O,O,O,O
OTJZISL,X,O,O,X,O,X,X
OTJZLIS,X,X,O,O,X,O,O
OTJZLSI,X,X,O,O,X,O,O
OTJZSIL,X,O,O,X,X,X,X
OTJZSLI,X,O,O,X,X,O,O
OTSILJZ,O,X,O,X,X,X,X
OTSILZJ,O,O,O,X,X,X,X
OTSIJLZ,O,X,O,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X
OTSLIJZ,O,X,O,X,X,X,O
OTSLIZJ,O,O,O,X,X,X,O
OTSLJIZ,O,X,O,X,X,X,O
OTSLJZI,O,X,O,X,X,X,O
OTSLZIJ,O,O,O,X,X,X,O
OTSLZJI,O,O,O,X,X,X,O
OTSJILZ,O,X,O,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X
OTSJLIZ,O,X,O,X,X,X,O
OTSJLZI,O,X,O,X,X,X,O
OTSJZIL,O,O,O,X,X,X,X
OTSJZLI,O,O,O,X,X,X,O
OTSZILJ,O,O,O,X,X,X,X
OTSZIJL,O,O,O,X,X,X,X
OTSZLIJ,O,O,O,X,X,X,O
OTSZLJI,O,O,O,X,X,X,O
OTSZJIL,O,O,O,X,X,X,X
OTSZJLI,O,O,O,X,X,X,O
OTZILJS,X,X,O,X,O,O,O
OTZILSJ,X,X,O,X,O,O,O
OTZIJLS,X,X,O,X,O,O,O
OTZIJSL,X,O,O,X,O,X,X
OTZISLJ,X,O,X,X,O,O,X
OTZISJL,X,O,O,X,O,O,X
OTZLIJS,X,X,O,X,X,O,O
OTZLISJ,X,X,O,X,X,O,O
OTZLJIS,X,X,O,X,X,O,O
OTZLJSI,X,X,O,X,X,O,O
OTZLSIJ,X,X,O,X,X,O,O
OTZLSJI,X,X,O,X,X,O,O
OTZJILS,X,X,O,X,O,O,O
OTZJISL,X,O,O,X,O,X,X
OTZJLIS,X,X,O,X,X,O,O
OTZJLSI,X,X,O,X,X,O,O
OTZJSIL,X,O,O,X,X,O,X
OTZJSLI,X,O,O,X,X,O,O
OTZSILJ,X,O,X,X,X,O,X
OTZSIJL,X,O,O,X,X,O,X
OTZSLIJ,X,O,O,X,X,O,O
OTZSLJI,X,O,O,X,X,O,O
OTZSJIL,X,O,O,X,X,O,X
OTZSJLI,X,O,O,X,X,O,O
OITLJSZ,X,X,O,X,O,X,O
OITLJZS,X,X,O,X,O,X,O
OITLSJZ,X,X,O,X,O,X,O
OITLSZJ,X,X,O,X,O,X,O
OITLZJS,X,X,O,X,O,X,O
OITLZSJ,X,X,O,X,O,X,O
OITJLSZ,X,X,O,X,O,X,O
OITJLZS,X,X,O,X,O,X,O
OITJSLZ,O,X,X,X,O,X,X
OITJSZL,O,O,X,X,O,X,X
OITJZLS,X,X,O,X,O,X,O
OITJZSL,X,O,O,X,O,X,X
OITSLJZ,O,X,X,X,O,X,X
OITSLZJ,O,O,X,X,O,X,X
OITSJLZ,O,X,X,X,O,X,X
OITSJZL,O,O,X,X,O,X,X
OITSZLJ,O,O,X,X,O,X,X
OITSZJL,O,O,X,X,O,X,X
OITZLJS,X,X,O,X,O,X,O
OITZLSJ,X,X,O,X,O,X,O
OITZJLS,X,X,O,X,O,X,O
OITZJSL,X,O,O,X,O,X,X
OITZSLJ,X,O,X,X,O,X,X
OITZSJL,X,O,O,X,O,X,X
OILTJSZ,X,X,O,X,O,X,O
OILTJZS,X,X,O,O,O,O,O
OILTSJZ,X,X,O,X,O,X,O
OILTSZJ,X,X,O,X,O,X,O
OILTZJS,X,X,O,X,O,X,O
OILTZSJ,X,X,O,X,O,X,O
OILJTSZ,X,X,O,X,O,X,O
OILJTZS,X,X,O,O,O,O,O
OILJSTZ,O,X,X,X,X,X,X
OILJSZT,O,O,O,O,X,O,X
OILJZTS,X,X,O,O,O,O,X
OILJZST,X,O,O,O,X,O,X
OILSTJZ,O,X,X,X,X,X,O
OILSTZJ,O,O,X,X,X,X,O
OILSJTZ,O,X,X,X,X,X,X
OILSJZT,O,O,O,O,X,O,X
OILSZTJ,O,O,X,X,X,X,X
OILSZJT,O,O,O,X,X,X,X
OILZTJS,X,X,O,X,O,O,O
OILZTSJ,X,X,X,X,O,O,O
OILZJTS,X,X,O,O,O,O,X
OILZJST,X,O,O,O,X,O,X
OILZSTJ,X,O,X,X,X,X,X
OILZSJT,X,O,O,X,X,O,X
OIJTLSZ,X,X,O,X,O,X,X
OIJTLZS,X,X,O,X,O,X,X
OIJTSLZ,O,X,X,X,O,X,X
OIJTSZL,O,O,X,X,O,X,X
OIJTZLS,X,X,O,X,O,X,X
OIJTZSL,X,O,O,X,O,X,X
OIJLTSZ,X,X,O,X,O,X,X
OIJLTZS,X,X,O,O,O,O,X
OIJLSTZ,O,X,X,X,X,X,X
OIJLSZT,O,O,O,O,X,O,X
OIJLZTS,X,X,O,O,O,O,X
OIJLZST,X,O,O,O,X,O,X
OIJSTLZ,O,X,X,X,O,X,X
OIJSTZL,O,O,X,X,O,X,X
OIJSLTZ,O,X,X,X,X,X,X
OIJSLZT,O,O,X,X,X,X,X
OIJSZTL,O,O,X,X,O,X,X
OIJSZLT,O,O,X,X,X,X,X
OIJZTLS,X,X,O,X,O,O,X
OIJZTSL,X,O,X,X,O,X,X
OIJZLTS,X,X,O,X,O,O,X
OIJZLST,X,O,O,X,X,O,X
OIJZSTL,O,O,X,X,O,X,X
OIJZSLT,O,O,O,X,X,X,X
OISTLJZ,O,X,X,X,O,X,X
OISTLZJ,O,O,X,X,O,X,X
OISTJLZ,O,X,X,X,O,X,X
OISTJZL,O,O,X,X,O,X,X
OISTZLJ,O,O,X,X,O,X,X
OISTZJL,O,O,X,X,O,X,X
OISLTJZ,O,X,X,X,X,X,X
OISLTZJ,O,O,X,X,X,X,X
OISLJTZ,O,X,X,X,X,X,X
OISLJZT,O,O,X,X,X,X,X
OISLZTJ,O,O,X,X,X,X,X
OISLZJT,O,O,X,X,X,X,X
OISJTLZ,O,X,X,X,O,X,X
OISJTZL,O,O,X,X,O,X,X
OISJLTZ,O,X,X,X,X,X,X
OISJLZT,O,O,X,X,X,X,X
OISJZTL,O,O,X,X,O,X,X
OISJZLT,O,O,X,X,X,X,X
OISZTLJ,O,O,X,X,O,X,X
OISZTJL,O,O,X,X,O,X,X
OISZLTJ,O,O,X,X,X,X,X
OISZLJT,O,O,X,X,X,X,X
OISZJTL,O,O,X,X,O,X,X
OISZJLT,O,O,X,X,X,X,X
OIZTLJS,X,X,X,X,O,O,X
OIZTLSJ,X,X,X,X,O,O,X
OIZTJLS,X,X,O,X,O,O,X
OIZTJSL,X,O,X,X,O,X,X
OIZTSLJ,X,O,X,X,O,O,X
OIZTSJL,X,O,X,X,O,O,X
OIZLTJS,X,X,O,X,O,O,X
OIZLTSJ,X,X,X,X,O,O,X
OIZLJTS,X,X,O,X,O,O,X
OIZLJST,X,O,O,X,X,O,X
OIZLSTJ,X,O,X,X,X,X,X
OIZLSJT,X,O,O,X,X,O,X
OIZJTLS,X,X,O,X,O,O,X
OIZJTSL,X,O,X,X,O,X,X
OIZJLTS,X,X,O,X,O,O,X
OIZJLST,X,O,O,X,X,O,X
OIZJSTL,O,O,X,X,O,X,X
OIZJSLT,O,O,O,X,X,X,X
OIZSTLJ,O,O,X,X,O,X,X
OIZSTJL,O,O,X,X,O,X,X
OIZSLTJ,O,O,X,X,X,X,X
OIZSLJT,O,O,X,X,X,X,X
OIZSJTL,O,O,X,X,O,X,X
OIZSJLT,O,O,O,X,X,X,X
OLTIJSZ,X,X,O,X,X,X,O
OLTIJZS,X,X,O,O,X,O,O
OLTISJZ,X,X,O,X,X,X,O
OLTISZJ,X,X,O,X,X,X,O
OLTIZJS,X,X,O,X,X,X,O
OLTIZSJ,X,X,O,X,X,X,O
OLTJISZ,X,X,O,X,X,X,O
OLTJIZS,X,X,O,O,X,O,O
OLTJSIZ,X,X,O,X,X,X,O
OLTJSZI,X,X,O,O,X,X,O
OLTJZIS,X,X,O,O,X,O,O
OLTJZSI,X,X,O,O,X,O,O
OLTSIJZ,X,X,O,X,X,X,O
OLTSIZJ,X,X,O,X,X,X,O
OLTSJIZ,X,X,O,X,X,X,O
OLTSJZI,X,X,O,O,X,X,O
OLTSZIJ,X,X,O,X,X,X,O
OLTSZJI,X,X,O,X,X,X,O
OLTZIJS,X,X,O,O,X,O,O
OLTZISJ,X,X,O,O,X,O,O
OLTZJIS,X,X,O,O,X,O,O
OLTZJSI,X,X,O,O,X,O,O
OLTZSIJ,X,X,O,O,X,O,O
OLTZSJI,X,X,O,O,X,O,O
OLITJSZ,X,X,O,X,O,X,O
OLITJZS,X,X,O,O,O,O,O
OLITSJZ,X,X,O,X,O,X,O
OLITSZJ,X,X,O,X,O,X,O
OLITZJS,X,X,O,X,O,X,O
OLITZSJ,X,X,O,X,O,X,O
OLIJTSZ,X,X,O,X,O,X,O
OLIJTZS,X,X,O,O,O,O,O
OLIJSTZ,O,X,X,X,X,X,X
OLIJSZT,O,O,O,O,X,O,X
OLIJZTS,X,X,O,O,O,O,X
OLIJZST,X,O,O,O,X,O,X
OLISTJZ,O,X,X,X,X,X,O
OLISTZJ,O,O,X,X,X,X,O
OLISJTZ,O,X,X,X,X,X,X
OLISJZT,O,O,O,O,X,O,X
OLISZTJ,O,O,X,X,X,X,X
OLISZJT,O,O,O,X,X,X,X
OLIZTJS,X,X,O,O,O,O,O
OLIZTSJ,X,X,X,O,O,O,O
OLIZJTS,X,X,O,O,O,O,X
OLIZJST,X,O,O,O,X,O,X
OLIZSTJ,X,O,X,X,X,X,X
OLIZSJT,X,O,O,O,X,O,X
OLJTISZ,X,X,O,X,X,X,O
OLJTIZS,X,X,O,O,X,O,O
OLJTSIZ,X,X,O,X,X,X,O
OLJTSZI,X,X,O,O,X,X,O
OLJTZIS,X,X,O,O,X,O,O
OLJTZSI,X,X,O,O,X,O,O
OLJITSZ,X,X,O,X,O,X,O
OLJITZS,X,X,O,O,O,O,O
OLJISTZ,O,X,X,X,X,X,X
OLJISZT,O,O,O,O,X,O,X
OLJIZTS,X,X,O,O,O,O,X
OLJIZST,X,O,O,O,X,O,X
OLJSTIZ,O,X,O,X,X,X,X
OLJSTZI,O,X,O,O,X,X,X
OLJSITZ,O,X,X,X,X,X,X
OLJSIZT,O,O,O,O,X,O,X
OLJSZTI,X,O,X,O,X,O,X
OLJSZIT,X,O,O,O,X,O,X
OLJZTIS,X,X,O,O,X,O,X
OLJZTSI,X,X,O,O,X,O,X
OLJZITS,X,X,O,O,O,O,X
OLJZIST,X,O,O,O,X,O,X
OLJZSTI,X,O,X,O,X,O,X
OLJZSIT,X,O,O,O,X,O,X
OLSTIJZ,O,X,O,X,X,X,O
OLSTIZJ,O,O,O,X,X,X,O
OLSTJIZ,O,X,O,X,X,X,O
OLSTJZI,O,X,O,O,X,X,O
OLSTZIJ,O,O,O,X,X,X,O
OLSTZJI,O,O,O,X,X,X,O
OLSITJZ,O,X,X,X,X,X,O
OLSITZJ,O,O,X,X,X,X,O
OLSIJTZ,O,X,X,X,X,X,X
OLSIJZT,O,O,O,O,X,O,X
OLSIZTJ,O,O,X,X,X,X,X
OLSIZJT,O,O,O,X,X,X,X
OLSJTIZ,O,X,O,X,X,X,X
OLSJTZI,O,X,O,O,X,X,X
OLSJITZ,O,X,X,X,X,X,X
OLSJIZT,O,O,O,O,X,O,X
OLSJZTI,X,O,X,O,X,O,X
OLSJZIT,X,O,O,O,X,O,X
OLSZTIJ,O,O,X,O,X,O,X
OLSZTJI,O,O,X,O,X,O,X
OLSZITJ,O,O,X,X,X,X,X
OLSZIJT,X,O,O,O,X,O,X
OLSZJTI,X,O,X,O,X,O,X
OLSZJIT,X,O,O,O,X,O,X
OLZTIJS,X,X,O,O,X,O,O
OLZTISJ,X,X,O,O,X,O,O
OLZTJIS,X,X,O,O,X,O,O
OLZTJSI,X,X,O,O,X,O,O
OLZTSIJ,X,X,O,O,X,O,O
OLZTSJI,X,X,O,O,X,O,O
OLZITJS,X,X,O,O,O,O,O
OLZITSJ,X,X,X,O,O,O,O
OLZIJTS,X,X,O,O,O,O,X
OLZIJST,X,O,O,O,X,O,X
OLZISTJ,X,O,X,X,X,X,X
OLZISJT,X,O,O,O,X,O,X
OLZJTIS,X,X,O,O,X,O,X
OLZJTSI,X,X,O,O,X,O,X
OLZJITS,X,X,O,O,O,O,X
OLZJIST,X,O,O,O,X,O,X
OLZJSTI,X,O,X,O,X,O,X
OLZJSIT,X,O,O,O,X,O,X
OLZSTIJ,X,O,X,O,X,O,X
OLZSTJI,X,O,X,O,X,O,X
OLZSITJ,X,O,X,X,X,X,X
OLZSIJT,X,O,O,O,X,O,X
OLZSJTI,X,O,X,O,X,O,X
OLZSJIT,X,O,O,O,X,O,X
OJTILSZ,X,X,O,X,O,X,O
OJTILZS,X,X,O,X,O,X,O
OJTISLZ,O,X,X,X,O,X,X
OJTISZL,O,O,X,X,O,X,X
OJTIZLS,X,X,O,X,O,X,O
OJTIZSL,X,O,O,X,O,X,X
OJTLISZ,X,X,O,X,X,X,O
OJTLIZS,X,X,O,O,X,O,O
OJTLSIZ,X,X,O,X,X,X,O
OJTLSZI,X,X,O,O,X,X,O
OJTLZIS,X,X,O,O,X,O,O
OJTLZSI,X,X,O,O,X,O,O
OJTSILZ,O,X,X,X,X,X,X
OJTSIZL,O,O,X,X,X,X,X
OJTSLIZ,O,X,O,X,X,X,O
OJTSLZI,O,X,O,X,X,X,O
OJTSZIL,O,O,O,X,X,X,X
OJTSZLI,O,O,O,X,X,X,O
OJTZILS,X,X,O,O,O,O,O
OJTZISL,X,O,O,X,O,X,X
OJTZLIS,X,X,O,O,X,O,O
OJTZLSI,X,X,O,O,X,O,O
OJTZSIL,X,O,O,X,X,X,X
OJTZSLI,X,O,O,X,X,O,O
OJITLSZ,X,X,O,X,O,X,X
OJITLZS,X,X,O,X,O,X,X
OJITSLZ,O,X,X,X,O,X,X
OJITSZL,O,O,X,X,O,X,X
OJITZLS,X,X,O,X,O,X,X
OJITZSL,X,O,O,X,O,X,X
OJILTSZ,X,X,O,X,O,X,X
OJILTZS,X,X,O,O,O,O,X
OJILSTZ,O,X,X,X,X,X,X
OJILSZT,O,O,O,O,X,O,X
OJILZTS,X,X,O,O,O,O,X
OJILZST,X,O,O,O,X,O,X
OJISTLZ,O,X,X,X,O,X,X
OJISTZL,O,O,X,X,O,X,X
OJISLTZ,O,X,X,X,X,X,X
OJISLZT,O,O,X,X,X,X,X
OJISZTL,O,O,X,X,O,X,X
OJISZLT,O,O,X,X,X,X,X
OJIZTLS,X,X,O,X,O,O,X
OJIZTSL,X,O,X,X,O,X,X
OJIZLTS,X,X,O,X,O,O,X
OJIZLST,X,O,O,X,X,O,X
OJIZSTL,O,O,X,X,O,X,X
OJIZSLT,O,O,O,X,X,X,X
OJLTISZ,X,X,O,X,X,X,O
OJLTIZS,X,X,O,O,X,O,O
OJLTSIZ,X,X,O,X,X,X,O
OJLTSZI,X,X,O,O,X,X,O
OJLTZIS,X,X,O,O,X,O,O
OJLTZSI,X,X,O,O,X,O,O
OJLITSZ,X,X,O,X,O,X,O
OJLITZS,X,X,O,O,O,O,O
OJLISTZ,O,X,X,X,X,X,X
OJLISZT,O,O,O,O,X,O,X
OJLIZTS,X,X,O,O,O,O,X
OJLIZST,X,O,O,O,X,O,X
OJLSTIZ,O,X,O,X,X,X,X
OJLSTZI,O,X,O,O,X,X,X
OJLSITZ,O,X,X,X,X,X,X
OJLSIZT,O,O,O,O,X,O,X
OJLSZTI,X,O,X,O,X,O,X
OJLSZIT,X,O,O,O,X,O,X
OJLZTIS,X,X,O,O,X,O,X
OJLZTSI,X,X,O,O,X,O,X
OJLZITS,X,X,O,O,O,O,X
OJLZIST,X,O,O,O,X,O,X
OJLZSTI,X,O,X,O,X,O,X
OJLZSIT,X,O,O,O,X,O,X
OJSTILZ,O,X,X,X,X,X,X
OJSTIZL,O,O,X,X,X,X,X
OJSTLIZ,O,X,O,X,X,X,X
OJSTLZI,O,X,O,X,X,X,X
OJSTZIL,O,O,O,X,X,X,X
OJSTZLI,O,O,O,X,X,X,X
OJSITLZ,O,X,X,X,O,X,X
OJSITZL,O,O,X,X,O,X,X
OJSILTZ,O,X,X,X,X,X,X
OJSILZT,O,O,X,X,X,X,X
OJSIZTL,O,O,X,X,O,X,X
OJSIZLT,O,O,X,X,X,X,X
OJSLTIZ,O,X,O,X,X,X,X
OJSLTZI,O,X,O,X,X,X,X
OJSLITZ,O,X,X,X,X,X,X
OJSLIZT,O,O,O,X,X,O,X
OJSLZTI,X,O,X,X,X,O,X
OJSLZIT,X,O,O,X,X,O,X
OJSZTIL,O,O,X,X,X,X,X
OJSZTLI,O,O,X,X,X,O,X
OJSZITL,O,O,X,X,O,X,X
OJSZILT,O,O,O,X,X,X,X
OJSZLTI,X,O,X,X,X,O,X
OJSZLIT,X,O,O,X,X,O,X
OJZTILS,X,X,O,O,O,O,X
OJZTISL,X,O,O,X,O,X,X
OJZTLIS,X,X,O,O,X,O,X
OJZTLSI,X,X,O,O,X,O,X
OJZTSIL,X,O,O,X,X,O,X
OJZTSLI,X,O,O,X,X,O,X
OJZITLS,X,X,O,X,O,O,X
OJZITSL,X,O,X,X,O,X,X
OJZILTS,X,X,O,O,O,O,X
OJZILST,X,O,O,O,X,O,X
OJZISTL,O,O,X,X,O,X,X
OJZISLT,O,O,O,X,X,X,X
OJZLTIS,X,X,O,O,X,O,X
OJZLTSI,X,X,O,O,X,O,X
OJZLITS,X,X,O,O,O,O,X
OJZLIST,X,O,O,O,X,O,X
OJZLSTI,X,O,X,O,X,O,X
OJZLSIT,X,O,O,O,X,O,X
OJZSTIL,O,O,X,X,X,X,X
OJZSTLI,O,O,X,X,X,O,X
OJZSITL,O,O,X,X,O,X,X
OJZSILT,O,O,O,X,X,X,X
OJZSLTI,X,O,X,X,X,O,X
OJZSLIT,X,O,O,X,X,O,X
OSTILJZ,O,X,X,X,X,X,X
OSTILZJ,O,O,X,X,X,X,X
OSTIJLZ,O,X,X,X,X,X,X
OSTIJZL,O,O,X,X,X,X,X
OSTIZLJ,O,O,X,X,X,X,X
OSTIZJL,O,O,X,X,X,X,X
OSTLIJZ,O,X,O,X,X,X,O
OSTLIZJ,O,O,O,X,X,X,O
OSTLJIZ,O,X,O,X,X,X,O
OSTLJZI,O,X,O,X,X,X,O
OSTLZIJ,O,O,O,X,X,X,O
OSTLZJI,O,O,O,X,X,X,O
OSTJILZ,O,X,X,X,X,X,X
OSTJIZL,O,O,X,X,X,X,X
OSTJLIZ,O,X,O,X,X,X,O
OSTJLZI,O,X,O,X,X,X,O
OSTJZIL,O,O,O,X,X,X,X
OSTJZLI,O,O,O,X,X,X,O
OSTZILJ,O,O,X,X,X,X,X
OSTZIJL,O,O,O,X,X,X,X
OSTZLIJ,O,O,O,X,X,X,O
OSTZLJI,O,O,O,X,X,X,O
OSTZJIL,O,O,O,X,X,X,X
OSTZJLI,O,O,O,X,X,X,O
OSITLJZ,O,X,X,X,O,X,X
OSITLZJ,O,O,X,X,O,X,X
OSITJLZ,O,X,X,X,O,X,X
OSITJZL,O,O,X,X,O,X,X
OSITZLJ,O,O,X,X,O,X,X
OSITZJL,O,O,X,X,O,X,X
OSILTJZ,O,X,X,X,X,X,X
OSILTZJ,O,O,X,X,X,X,X
OSILJTZ,O,X,X,X,X,X,X
OSILJZT,O,O,X,X,X,X,X
OSILZTJ,O,O,X,X,X,X,X
OSILZJT,O,O,X,X,X,X,X
OSIJTLZ,O,X,X,X,O,X,X
OSIJTZL,O,O,X,X,O,X,X
OSIJLTZ,O,X,X,X,X,X,X
OSIJLZT,O,O,X,X,X,X,X
OSIJZTL,O,O,X,X,O,X,X
OSIJZLT,O,O,X,X,X,X,X
OSIZTLJ,O,O,X,X,O,X,X
OSIZTJL,O,O,X,X,O,X,X
OSIZLTJ,O,O,X,X,X,X,X
OSIZLJT,O,O,X,X,X,X,X
OSIZJTL,O,O,X,X,O,X,X
OSIZJLT,O,O,X,X,X,X,X
OSLTIJZ,O,X,O,X,X,X,O
OSLTIZJ,O,O,O,X,X,X,O
OSLTJIZ,O,X,O,X,X,X,O
OSLTJZI,O,X,O,X,X,X,O
OSLTZIJ,O,O,O,X,X,X,O
OSLTZJI,O,O,O,X,X,X,O
OSLITJZ,O,X,X,X,X,X,O
OSLITZJ,O,O,X,X,X,X,O
OSLIJTZ,O,X,X,X,X,X,X
OSLIJZT,O,O,O,X,X,O,X
OSLIZTJ,O,O,X,X,X,X,X
OSLIZJT,O,O,O,X,X,X,X
OSLJTIZ,O,X,O,X,X,X,X
OSLJTZI,O,X,O,X,X,X,X
OSLJITZ,O,X,X,X,X,X,X
OSLJIZT,O,O,O,X,X,O,X
OSLJZTI,X,O,X,X,X,O,X
OSLJZIT,X,O,O,X,X,O,X
OSLZTIJ,O,O,X,X,X,O,X
OSLZTJI,O,O,X,X,X,O,X
OSLZITJ,O,O,X,X,X,X,X
OSLZIJT,X,O,O,X,X,O,X
OSLZJTI,X,O,X,X,X,O,X
OSLZJIT,X,O,O,X,X,O,X
OSJTILZ,O,X,X,X,X,X,X
OSJTIZL,O,O,X,X,X,X,X
OSJTLIZ,O,X,O,X,X,X,X
OSJTLZI,O,X,O,X,X,X,X
OSJTZIL,O,O,O,X,X,X,X
OSJTZLI,O,O,O,X,X,X,X
OSJITLZ,O,X,X,X,O,X,X
OSJITZL,O,O,X,X,O,X,X
OSJILTZ,O,X,X,X,X,X,X
OSJILZT,O,O,X,X,X,X,X
OSJIZTL,O,O,X,X,O,X,X
OSJIZLT,O,O,X,X,X,X,X
OSJLTIZ,O,X,O,X,X,X,X
OSJLTZI,O,X,O,X,X,X,X
OSJLITZ,O,X,X,X,X,X,X
OSJLIZT,O,O,O,X,X,O,X
OSJLZTI,X,O,X,X,X,O,X
OSJLZIT,X,O,O,X,X,O,X
OSJZTIL,O,O,X,X,X,X,X
OSJZTLI,O,O,X,X,X,O,X
OSJZITL,O,O,X,X,O,X,X
OSJZILT,O,O,O,X,X,X,X
OSJZLTI,X,O,X,X,X,O,X
OSJZLIT,X,O,O,X,X,O,X
OSZTILJ,O,O,X,X,X,O,X
OSZTIJL,O,O,X,X,X,O,X
OSZTLIJ,O,O,X,X,X,O,X
OSZTLJI,O,O,X,X,X,O,X
OSZTJIL,O,O,X,X,X,O,X
OSZTJLI,O,O,X,X,X,O,X
OSZITLJ,O,O,X,X,O,X,X
OSZITJL,O,O,X,X,O,X,X
OSZILTJ,O,O,X,X,X,X,X
OSZILJT,O,O,X,X,X,X,X
OSZIJTL,O,O,X,X,O,X,X
OSZIJLT,O,O,O,X,X,X,X
OSZLTIJ,O,O,X,X,X,O,X
OSZLTJI,O,O,X,X,X,O,X
OSZLITJ,O,O,X,X,X,X,X
OSZLIJT,X,O,O,X,X,O,X
OSZLJTI,X,O,X,X,X,O,X
OSZLJIT,X,O,O,X,X,O,X
OSZJTIL,O,O,X,X,X,X,X
OSZJTLI,O,O,X,X,X,O,X
